Orthogroup	Homo_sapiens	Mesocricetus_auratus
OG0001635	sp|P51809|VAMP7_HUMAN	tr|A0A3Q0CGN4|A0A3Q0CGN4_MESAU, tr|A0A1U7RFD8|A0A1U7RFD8_MESAU
OG0001637	sp|Q6YHU6|THADA_HUMAN	tr|A0A1U8D2G2|A0A1U8D2G2_MESAU, tr|A0A3Q0D170|A0A3Q0D170_MESAU
OG0001638	sp|Q86T20|SIM29_HUMAN, sp|Q9UK00|CC018_HUMAN	tr|A0A1U7QLU3|A0A1U7QLU3_MESAU
OG0001639	sp|Q96JN0|LCOR_HUMAN, sp|Q8N3X6|LCORL_HUMAN	tr|A0A3Q0CAF6|A0A3Q0CAF6_MESAU
OG0001640	sp|Q8N6M3|FITM2_HUMAN, sp|A5D6W6|FITM1_HUMAN	tr|A0A1U7QTF6|A0A1U7QTF6_MESAU
OG0001641	sp|A5D8W1|CFA69_HUMAN	tr|A0A3Q0DDE7|A0A3Q0DDE7_MESAU, tr|A0A1U8D221|A0A1U8D221_MESAU
OG0001642	sp|Q9NXK6|PAQR5_HUMAN	tr|A0A3Q0CZV0|A0A3Q0CZV0_MESAU, tr|A0A3Q0CGT8|A0A3Q0CGT8_MESAU
OG0001643	sp|Q9GZU2|PEG3_HUMAN, sp|Q9NZV7|ZIM2_HUMAN	tr|A0A1U8CP95|A0A1U8CP95_MESAU
OG0001644	sp|Q9ULW6|NP1L2_HUMAN, sp|A6NFF2|NP1L6_HUMAN	tr|A0A1U7QXA9|A0A1U7QXA9_MESAU
OG0001645	sp|Q9Y5W8|SNX13_HUMAN	tr|A0A3Q0D1I0|A0A3Q0D1I0_MESAU, tr|A0A3Q0CGQ1|A0A3Q0CGQ1_MESAU
OG0001646	sp|Q8IZP6|R113B_HUMAN, sp|O15541|R113A_HUMAN	tr|A0A1U7QXK3|A0A1U7QXK3_MESAU
OG0001647	sp|P04003|C4BPA_HUMAN	tr|A0A1U7QVF6|A0A1U7QVF6_MESAU, tr|A0A1U7QIZ2|A0A1U7QIZ2_MESAU
OG0001648	sp|P11912|CD79A_HUMAN, sp|P40259|CD79B_HUMAN	tr|A0A1U7Q5P6|A0A1U7Q5P6_MESAU
OG0001649	sp|P30039|PBLD_HUMAN	tr|A0A3Q0CKK6|A0A3Q0CKK6_MESAU, tr|A0A3Q0CRD8|A0A3Q0CRD8_MESAU
OG0001650	sp|Q9HBM6|TAF9B_HUMAN, sp|Q16594|TAF9_HUMAN	tr|A0A1U7QBM1|A0A1U7QBM1_MESAU
OG0001651	sp|Q8WTS1|ABHD5_HUMAN, sp|Q8TB40|ABHD4_HUMAN	tr|A0A1U7QWF1|A0A1U7QWF1_MESAU
OG0001652	sp|Q9UKL0|RCOR1_HUMAN, sp|Q9P2K3|RCOR3_HUMAN	tr|A0A1U7R047|A0A1U7R047_MESAU
OG0001653	sp|B0FP48|UPK3L_HUMAN, sp|E5RIL1|UPKL2_HUMAN	tr|A0A1U7QJV0|A0A1U7QJV0_MESAU
OG0001654	sp|O14756|H17B6_HUMAN, sp|O75452|RDH16_HUMAN	tr|A0A1U7QV44|A0A1U7QV44_MESAU
OG0001655	sp|P02741|CRP_HUMAN	sp|P49262|CRP_MESAU, tr|A0A1U7QPL0|A0A1U7QPL0_MESAU
OG0001656	sp|P08861|CEL3B_HUMAN, sp|P09093|CEL3A_HUMAN	tr|A0A3Q0D7V2|A0A3Q0D7V2_MESAU
OG0001657	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A1U8CKK2|A0A1U8CKK2_MESAU, tr|A0A1U7QHF0|A0A1U7QHF0_MESAU
OG0001658	sp|Q8IXS8|F126B_HUMAN	tr|A0A1U8D2M3|A0A1U8D2M3_MESAU, tr|A0A1U8BSZ3|A0A1U8BSZ3_MESAU
OG0001659	sp|Q96IX5|ATPMK_HUMAN	tr|A0A1U7QZF3|A0A1U7QZF3_MESAU, tr|A0A1U8CJ40|A0A1U8CJ40_MESAU
OG0001660	sp|Q9BPX1|DHB14_HUMAN, sp|Q9BUT1|DHRS6_HUMAN	tr|A0A3Q0D931|A0A3Q0D931_MESAU
OG0001661	sp|Q9NS86|LANC2_HUMAN	tr|A0A1U8D2D8|A0A1U8D2D8_MESAU, tr|A0A1U8CC71|A0A1U8CC71_MESAU
OG0001662	sp|B0I1T2|MYO1G_HUMAN, sp|O94832|MYO1D_HUMAN	tr|A0A1U7R0K2|A0A1U7R0K2_MESAU
OG0001663	sp|Q93008|USP9X_HUMAN, sp|O00507|USP9Y_HUMAN	tr|A0A3Q0D800|A0A3Q0D800_MESAU
OG0001664	sp|P55957|BID_HUMAN	tr|A0A3Q0CI41|A0A3Q0CI41_MESAU, tr|A0A3Q0CCS6|A0A3Q0CCS6_MESAU
OG0001665	sp|P82909|KGD4_HUMAN	tr|A0A1U8CNC4|A0A1U8CNC4_MESAU, tr|A0A1U8CVE7|A0A1U8CVE7_MESAU
OG0001667	sp|Q6ZMN8|CCNI2_HUMAN, sp|Q14094|CCNI_HUMAN	tr|A0A3Q0CMB4|A0A3Q0CMB4_MESAU
OG0001668	sp|Q6ZRY4|RBPS2_HUMAN	tr|A0A3Q0CZM7|A0A3Q0CZM7_MESAU, tr|A0A1U7QM37|A0A1U7QM37_MESAU
OG0001669	sp|Q6ZS82|R9BP_HUMAN	tr|A0A3Q0D9S6|A0A3Q0D9S6_MESAU, tr|A0A1U8CP57|A0A1U8CP57_MESAU
OG0001670	sp|Q16520|BATF_HUMAN, sp|Q8N1L9|BATF2_HUMAN	tr|A0A1U7RFX8|A0A1U7RFX8_MESAU
OG0001671	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A3Q0CBE7|A0A3Q0CBE7_MESAU, tr|A0A3Q0CFT9|A0A3Q0CFT9_MESAU
OG0001672	sp|Q96DE0|NUD16_HUMAN	tr|A0A1U7QAQ4|A0A1U7QAQ4_MESAU, tr|A0A1U7R641|A0A1U7R641_MESAU
OG0001673	sp|Q96FT9|IFT43_HUMAN	tr|A0A1U7R222|A0A1U7R222_MESAU, tr|A0A1U7RJV1|A0A1U7RJV1_MESAU
OG0001674	sp|Q9BWF3|RBM4_HUMAN, sp|Q9BQ04|RBM4B_HUMAN	tr|A0A1U7Q4Z3|A0A1U7Q4Z3_MESAU
OG0001675	sp|Q9H0Q3|FXYD6_HUMAN, sp|P58550|FXYD8_HUMAN	tr|A0A1U7QAE0|A0A1U7QAE0_MESAU
OG0001676	sp|Q9UKG1|DP13A_HUMAN	tr|A0A1U8CEP8|A0A1U8CEP8_MESAU, tr|A0A3Q0CHT4|A0A3Q0CHT4_MESAU
OG0001677	sp|Q8N228|SCML4_HUMAN, sp|Q9UN30|SCML1_HUMAN	tr|A0A1U7QUE9|A0A1U7QUE9_MESAU
OG0001679	sp|P47985|UCRI_HUMAN, sp|P0C7P4|UCRIL_HUMAN	tr|A0A1U7Q3R5|A0A1U7Q3R5_MESAU
OG0001680	sp|P40189|IL6RB_HUMAN	tr|A0A3Q0DFM7|A0A3Q0DFM7_MESAU, tr|A0A1U7RH92|A0A1U7RH92_MESAU
OG0001681	sp|P51798|CLCN7_HUMAN	tr|A0A1U8CT63|A0A1U8CT63_MESAU, tr|A0A3Q0D553|A0A3Q0D553_MESAU
OG0001682	sp|Q03933|HSF2_HUMAN	tr|A0A1U7R533|A0A1U7R533_MESAU, tr|A0A3Q0CVR5|A0A3Q0CVR5_MESAU
OG0001684	sp|Q17RS7|GEN_HUMAN	tr|A0A1U8CSH9|A0A1U8CSH9_MESAU, tr|A0A3Q0D4B5|A0A3Q0D4B5_MESAU
OG0001685	sp|Q8IWL1|SFPA2_HUMAN, sp|Q8IWL2|SFTA1_HUMAN	tr|A0A3Q0D8R7|A0A3Q0D8R7_MESAU
OG0001686	sp|P98170|XIAP_HUMAN, sp|Q96P09|BIRC8_HUMAN	tr|A0A1U8C2K5|A0A1U8C2K5_MESAU
OG0001687	sp|Q9H8U3|ZFAN3_HUMAN	tr|A0A1U7R7X0|A0A1U7R7X0_MESAU, tr|A0A3Q0CR04|A0A3Q0CR04_MESAU
OG0001688	sp|Q96GD3|SCMH1_HUMAN, sp|Q9UQR0|SCML2_HUMAN	tr|A0A3Q0DD97|A0A3Q0DD97_MESAU
OG0001689	sp|A0A1B0GV85|RELD1_HUMAN, sp|Q6ZNA5|FRRS1_HUMAN	tr|A0A1U8CE63|A0A1U8CE63_MESAU
OG0001690	sp|P35368|ADA1B_HUMAN	sp|P18841|ADA1B_MESAU, tr|A0A1U7Q2D3|A0A1U7Q2D3_MESAU
OG0001691	sp|Q13873|BMPR2_HUMAN	tr|A0A1U7QY92|A0A1U7QY92_MESAU, tr|A0A3Q0CSR8|A0A3Q0CSR8_MESAU
OG0001692	sp|Q66K66|TM198_HUMAN	tr|A0A1U8CBC3|A0A1U8CBC3_MESAU, tr|A0A1U7QBR6|A0A1U7QBR6_MESAU
OG0001693	sp|Q86XP3|DDX42_HUMAN	tr|A0A1U8D3E3|A0A1U8D3E3_MESAU, tr|A0A3Q0CJL7|A0A3Q0CJL7_MESAU
OG0001694	sp|Q9HBH5|RDH14_HUMAN, sp|Q8N5I4|DHRSX_HUMAN	tr|A0A1U7QTZ4|A0A1U7QTZ4_MESAU
OG0001695	sp|P36222|CH3L1_HUMAN, sp|Q15782|CH3L2_HUMAN	tr|A0A1U7QUP1|A0A1U7QUP1_MESAU
OG0001696	sp|P47914|RL29_HUMAN	tr|A0A1U7RKD8|A0A1U7RKD8_MESAU, tr|A0A1U7RHR4|A0A1U7RHR4_MESAU
OG0001697	sp|Q02108|GCYA1_HUMAN	tr|A0A3Q0CVD3|A0A3Q0CVD3_MESAU, tr|A0A1U7RJ99|A0A1U7RJ99_MESAU
OG0001698	sp|Q6ZUA9|MROH5_HUMAN	tr|A0A1U7QT63|A0A1U7QT63_MESAU, tr|A0A3Q0DHM5|A0A3Q0DHM5_MESAU
OG0001699	sp|Q8IYX7|SAXO1_HUMAN	tr|A0A1U8C0C7|A0A1U8C0C7_MESAU, tr|A0A1U8BXH3|A0A1U8BXH3_MESAU
OG0001700	sp|Q8NDA2|HMCN2_HUMAN	tr|A0A3Q0CSE1|A0A3Q0CSE1_MESAU, tr|A0A1U8CWN1|A0A1U8CWN1_MESAU
OG0001701	sp|Q96EF6|FBX17_HUMAN, sp|Q8NI29|FBX27_HUMAN	tr|A0A1U7R5D5|A0A1U7R5D5_MESAU
OG0001702	sp|Q8TBC4|UBA3_HUMAN	tr|A0A3Q0CCG6|A0A3Q0CCG6_MESAU, tr|A0A3Q0CS02|A0A3Q0CS02_MESAU
OG0001703	sp|Q8WV99|ZFN2B_HUMAN, sp|Q8N6M9|ZFN2A_HUMAN	tr|A0A3Q0D790|A0A3Q0D790_MESAU
OG0001704	sp|Q96M60|F227B_HUMAN	tr|A0A3Q0CGJ9|A0A3Q0CGJ9_MESAU, tr|A0A3Q0CMQ5|A0A3Q0CMQ5_MESAU
OG0001705	sp|Q9H239|MMP28_HUMAN	tr|A0A1U7QE46|A0A1U7QE46_MESAU, tr|A0A1U7RGZ3|A0A1U7RGZ3_MESAU
OG0001706	sp|Q9Y6V0|PCLO_HUMAN	tr|A0A3Q0CG93|A0A3Q0CG93_MESAU, tr|A0A1U8CAR3|A0A1U8CAR3_MESAU
OG0001707	sp|P08236|BGLR_HUMAN, sp|Q6P575|BGP11_HUMAN	tr|A0A3Q0D874|A0A3Q0D874_MESAU
OG0001708	sp|P53675|CLH2_HUMAN, sp|Q00610|CLH1_HUMAN	tr|A0A1U8CDB7|A0A1U8CDB7_MESAU
OG0001709	sp|Q8NFJ8|BHE22_HUMAN	tr|A0A1U7Q3N7|A0A1U7Q3N7_MESAU, sp|O09029|BHE22_MESAU
OG0001710	sp|Q99217|AMELX_HUMAN, sp|Q99218|AMELY_HUMAN	tr|O88326|O88326_MESAU
OG0001711	sp|O15488|GLYG2_HUMAN, sp|P46976|GLYG_HUMAN	tr|A0A3Q0D5J5|A0A3Q0D5J5_MESAU
OG0001712	sp|O95628|CNOT4_HUMAN	tr|A0A1U8CE75|A0A1U8CE75_MESAU, tr|A0A1U8CBJ3|A0A1U8CBJ3_MESAU
OG0001713	sp|Q14184|DOC2B_HUMAN	tr|A0A3Q0CQF1|A0A3Q0CQF1_MESAU, tr|A0A1U7QH64|A0A1U7QH64_MESAU
OG0001714	sp|Q92851|CASPA_HUMAN, sp|Q14790|CASP8_HUMAN	tr|A0A1U7QEL0|A0A1U7QEL0_MESAU
OG0001715	sp|Q16473|TENXA_HUMAN, sp|P22105|TENX_HUMAN	tr|A0A3Q0CE75|A0A3Q0CE75_MESAU
OG0001716	sp|Q6UXN7|TO20L_HUMAN, sp|Q15388|TOM20_HUMAN	tr|A0A1U7QW09|A0A1U7QW09_MESAU
OG0001717	sp|Q6ZMY6|WDR88_HUMAN	tr|A0A1U8CN97|A0A1U8CN97_MESAU, tr|A0A3Q0CJV9|A0A3Q0CJV9_MESAU
OG0001718	sp|Q9ULZ3|ASC_HUMAN, sp|Q8WXC3|PYDC1_HUMAN	tr|A0A1U7QED4|A0A1U7QED4_MESAU
OG0001719	sp|Q9NY59|NSMA2_HUMAN	tr|A0A1U7RCS4|A0A1U7RCS4_MESAU, tr|A0A1U7QLB9|A0A1U7QLB9_MESAU
OG0001720	sp|A6NHX0|CAST2_HUMAN, sp|Q8NAP1|CAST3_HUMAN	tr|A0A1U7QJR8|A0A1U7QJR8_MESAU
OG0001721	sp|Q8N0S2|SYCE1_HUMAN, sp|A8MT33|SYC1L_HUMAN	tr|A0A1U7Q6L0|A0A1U7Q6L0_MESAU
OG0001723	sp|Q16649|NFIL3_HUMAN, sp|A0A5F9ZHS7|NFILZ_HUMAN	tr|A0A1U8BIF4|A0A1U8BIF4_MESAU
OG0001724	sp|Q9Y3C4|TPRKB_HUMAN	tr|A0A1U8BU12|A0A1U8BU12_MESAU, tr|A0A1U8CJX1|A0A1U8CJX1_MESAU
OG0001725	sp|P05388|RLA0_HUMAN, sp|Q8NHW5|RLA0L_HUMAN	tr|A0A3Q0D509|A0A3Q0D509_MESAU
OG0001727	sp|P26373|RL13_HUMAN	tr|A0A1U8C662|A0A1U8C662_MESAU, tr|A0A3Q0CG69|A0A3Q0CG69_MESAU
OG0001728	sp|P30559|OXYR_HUMAN, sp|P37288|V1AR_HUMAN	tr|A0A1U7Q6Y0|A0A1U7Q6Y0_MESAU
OG0001729	sp|Q99436|PSB7_HUMAN, sp|P40306|PSB10_HUMAN	tr|A0A1U7R6R5|A0A1U7R6R5_MESAU
OG0001730	sp|Q02643|GHRHR_HUMAN, sp|P32241|VIPR1_HUMAN	tr|A0A1U7QWB5|A0A1U7QWB5_MESAU
OG0001731	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A1U8CA85|A0A1U8CA85_MESAU, tr|A0A3Q0CHA9|A0A3Q0CHA9_MESAU
OG0001732	sp|Q6UX06|OLFM4_HUMAN	tr|A0A1U8CT00|A0A1U8CT00_MESAU, tr|A0A1U7QCM5|A0A1U7QCM5_MESAU
OG0001733	sp|Q8N7C7|RN148_HUMAN, sp|Q8WVZ7|RN133_HUMAN	tr|A0A1U7QS74|A0A1U7QS74_MESAU
OG0001734	sp|Q92629|SGCD_HUMAN	sp|P97281|SGCD_MESAU, tr|A0A1U7Q2D6|A0A1U7Q2D6_MESAU
OG0001735	sp|Q6PJG9|LRFN4_HUMAN, sp|Q9BTN0|LRFN3_HUMAN	tr|A0A1U7R8M8|A0A1U7R8M8_MESAU
OG0001736	sp|Q9H8N7|ZN395_HUMAN	tr|A0A3Q0CTZ6|A0A3Q0CTZ6_MESAU, tr|A0A1U8CVT1|A0A1U8CVT1_MESAU
OG0001737	sp|O14493|CLD4_HUMAN	tr|A0A1U7R3X5|A0A1U7R3X5_MESAU, tr|A0A1U8C9R0|A0A1U8C9R0_MESAU
OG0001739	sp|Q8WUD1|RAB2B_HUMAN, sp|P61019|RAB2A_HUMAN	tr|A0A1U7Q7J7|A0A1U7Q7J7_MESAU
OG0001740	sp|Q5JPI3|CC038_HUMAN	tr|A0A1U7QD70|A0A1U7QD70_MESAU, tr|A0A1U8C2E4|A0A1U8C2E4_MESAU
OG0001741	sp|P14324|FPPS_HUMAN	tr|A0A1U7R6Y7|A0A1U7R6Y7_MESAU, tr|A0A3Q0D7E5|A0A3Q0D7E5_MESAU
OG0001742	sp|Q01085|TIAR_HUMAN	tr|A0A1U7RJX1|A0A1U7RJX1_MESAU, tr|A0A3Q0CNG8|A0A3Q0CNG8_MESAU
OG0001743	sp|Q16363|LAMA4_HUMAN	tr|A0A3Q0CVQ2|A0A3Q0CVQ2_MESAU, tr|A0A1U7R6M1|A0A1U7R6M1_MESAU
OG0001744	sp|Q8TF30|WHAMM_HUMAN, sp|Q1A5X7|WHAL1_HUMAN	tr|A0A3Q0D460|A0A3Q0D460_MESAU
OG0001745	sp|Q6P474|PDXD2_HUMAN, sp|Q6P996|PDXD1_HUMAN	tr|A0A1U8CER2|A0A1U8CER2_MESAU
OG0001746	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A1U8CJL0|A0A1U8CJL0_MESAU, tr|A0A3Q0DF65|A0A3Q0DF65_MESAU
OG0001747	sp|O14519|CDKA1_HUMAN	sp|P49119|CDKA1_MESAU, tr|A0A1U7Q3P3|A0A1U7Q3P3_MESAU
OG0001748	sp|P17927|CR1_HUMAN, sp|Q2VPA4|CR1L_HUMAN	tr|A0A3Q0DAS2|A0A3Q0DAS2_MESAU
OG0001749	sp|Q9NP90|RAB9B_HUMAN, sp|P51151|RAB9A_HUMAN	tr|A0A1U7R045|A0A1U7R045_MESAU
OG0001750	sp|Q9BYC2|SCOT2_HUMAN, sp|P55809|SCOT1_HUMAN	tr|A0A3Q0CA08|A0A3Q0CA08_MESAU
OG0001751	sp|Q8N5C6|SRBD1_HUMAN	tr|A0A1U8C6B0|A0A1U8C6B0_MESAU, tr|A0A1U8CSK5|A0A1U8CSK5_MESAU
OG0001752	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A3Q0CBC4|A0A3Q0CBC4_MESAU, tr|A0A3Q0CUS5|A0A3Q0CUS5_MESAU
OG0001753	sp|Q8TCZ2|C99L2_HUMAN, sp|P14209|CD99_HUMAN	tr|A0A3Q0CE79|A0A3Q0CE79_MESAU
OG0001754	sp|Q8TF17|S3TC2_HUMAN	tr|A0A3Q0CXT9|A0A3Q0CXT9_MESAU, tr|A0A1U8C1D7|A0A1U8C1D7_MESAU
OG0001755	sp|Q9H479|FN3K_HUMAN	tr|A0A1U7RK38|A0A1U7RK38_MESAU, tr|A0A3Q0CJ56|A0A3Q0CJ56_MESAU
OG0001756	sp|Q6ZT62|BGIN_HUMAN, sp|Q9Y3L3|3BP1_HUMAN	tr|A0A1U8BH51|A0A1U8BH51_MESAU
OG0001757	sp|Q92618|ZN516_HUMAN, sp|O75362|ZN217_HUMAN	tr|A0A1U7Q7U3|A0A1U7Q7U3_MESAU
OG0001758	sp|P0DI81|TPC2A_HUMAN, sp|P0DI82|TPC2B_HUMAN	tr|A0A1U7Q7J5|A0A1U7Q7J5_MESAU
OG0001759	sp|P17538|CTRB1_HUMAN, sp|Q6GPI1|CTRB2_HUMAN	tr|A0A1U7QIQ6|A0A1U7QIQ6_MESAU
OG0001760	sp|P22079|PERL_HUMAN	tr|A0A3Q0CZY8|A0A3Q0CZY8_MESAU, sp|Q8R481|PERL_MESAU
OG0001761	sp|P48039|MTR1A_HUMAN, sp|P49286|MTR1B_HUMAN	tr|A0A1U7RAI0|A0A1U7RAI0_MESAU
OG0001762	sp|P18577|RHCE_HUMAN, sp|Q02161|RHD_HUMAN	tr|A0A3Q0D5D2|A0A3Q0D5D2_MESAU
OG0001763	sp|B5ME19|EIFCL_HUMAN, sp|Q99613|EIF3C_HUMAN	tr|A0A1U8BRK0|A0A1U8BRK0_MESAU
OG0001764	sp|Q93088|BHMT1_HUMAN, sp|Q9H2M3|BHMT2_HUMAN	tr|A0A1U7Q6F8|A0A1U7Q6F8_MESAU
OG0001765	sp|Q9H773|DCTP1_HUMAN	tr|A0A3Q0CCA1|A0A3Q0CCA1_MESAU, tr|A0A3Q0CXY7|A0A3Q0CXY7_MESAU
OG0001766	sp|P19525|E2AK2_HUMAN	tr|Q153F4|Q153F4_MESAU, tr|F6MF66|F6MF66_MESAU
OG0001767	sp|P50213|IDH3A_HUMAN	tr|A0A1U7QKQ5|A0A1U7QKQ5_MESAU, tr|A0A1U8CSV7|A0A1U8CSV7_MESAU
OG0001768	sp|P17026|ZNF22_HUMAN, sp|Q7Z3I7|ZN572_HUMAN	tr|A0A1U8BE14|A0A1U8BE14_MESAU
OG0001769	sp|Q96ST3|SIN3A_HUMAN	tr|A0A1U7RJD8|A0A1U7RJD8_MESAU, tr|A0A3Q0CPK9|A0A3Q0CPK9_MESAU
OG0001770	sp|Q9BU61|NDUF3_HUMAN	tr|A0A3Q0D549|A0A3Q0D549_MESAU, tr|A0A1U7QJ27|A0A1U7QJ27_MESAU
OG0001772	sp|A8MWL6|SNG2L_HUMAN, sp|O43760|SNG2_HUMAN	tr|A0A1U7Q5I6|A0A1U7Q5I6_MESAU
OG0001773	sp|Q9BUW7|BBLN_HUMAN, sp|Q8N1Y9|YI025_HUMAN	tr|A0A1U7QX42|A0A1U7QX42_MESAU
OG0001774	sp|O94768|ST17B_HUMAN, sp|Q9UEE5|ST17A_HUMAN	tr|A0A1U7QU47|A0A1U7QU47_MESAU
OG0001775	sp|Q9Y530|OARD1_HUMAN	tr|A0A3Q0CIX1|A0A3Q0CIX1_MESAU, tr|A0A1U7R6G0|A0A1U7R6G0_MESAU
OG0001776	sp|P49588|SYAC_HUMAN	tr|A0A1U7Q7W1|A0A1U7Q7W1_MESAU, sp|Q8CFX8|SYAC_MESAU
OG0001777	sp|Q6P3R8|NEK5_HUMAN	tr|A0A3Q0CHD3|A0A3Q0CHD3_MESAU, tr|A0A3Q0CGP0|A0A3Q0CGP0_MESAU
OG0001778	sp|Q6PP77|XKR2_HUMAN, sp|Q5GH77|XKR3_HUMAN	tr|A0A1U7Q870|A0A1U7Q870_MESAU
OG0001779	sp|Q7RTZ1|OVCH2_HUMAN, sp|Q7RTY7|OVCH1_HUMAN	tr|A0A1U7QKG0|A0A1U7QKG0_MESAU
OG0001780	sp|Q8NDY3|ARHL1_HUMAN, sp|P54922|ADPRH_HUMAN	tr|A0A1U7QDD4|A0A1U7QDD4_MESAU
OG0001781	sp|Q9UKR8|TSN16_HUMAN, sp|Q96SJ8|TSN18_HUMAN	tr|A0A1U7QFA8|A0A1U7QFA8_MESAU
OG0001782	sp|Q9NY61|AATF_HUMAN	tr|A0A3Q0CUJ1|A0A3Q0CUJ1_MESAU, tr|A0A1U7QDT9|A0A1U7QDT9_MESAU
OG0001784	sp|P01133|EGF_HUMAN	tr|A0A3Q0DAP4|A0A3Q0DAP4_MESAU, tr|A0A1U8CRS3|A0A1U8CRS3_MESAU
OG0001786	sp|O00358|FOXE1_HUMAN, sp|Q13461|FOXE3_HUMAN	tr|A0A1U7QEE3|A0A1U7QEE3_MESAU
OG0001787	sp|P56851|EP3B_HUMAN, sp|Q14507|EP3A_HUMAN	tr|A0A1U7RHR2|A0A1U7RHR2_MESAU
OG0001788	sp|Q8NA72|POC5_HUMAN	tr|A0A1U8CXQ3|A0A1U8CXQ3_MESAU, tr|A0A1U8CS27|A0A1U8CS27_MESAU
OG0001789	sp|Q96AB3|ISOC2_HUMAN	tr|A0A1U8CKR7|A0A1U8CKR7_MESAU, tr|A0A3Q0DD58|A0A3Q0DD58_MESAU
OG0001790	sp|Q9HCD6|TANC2_HUMAN	tr|A0A1U8CS75|A0A1U8CS75_MESAU, tr|A0A3Q0CJM4|A0A3Q0CJM4_MESAU
OG0001791	sp|O76024|WFS1_HUMAN	tr|A0A3Q0CGV5|A0A3Q0CGV5_MESAU, tr|A0A1U7QBM8|A0A1U7QBM8_MESAU
OG0001792	sp|P48304|REG1B_HUMAN, sp|P05451|REG1A_HUMAN	tr|A2ID67|A2ID67_MESAU
OG0001793	sp|P17661|DESM_HUMAN	sp|P02541|DESM_MESAU, tr|Q54A94|Q54A94_MESAU
OG0001794	sp|Q13562|NDF1_HUMAN	tr|A0A1U7QDB3|A0A1U7QDB3_MESAU, sp|Q60430|NDF1_MESAU
OG0001795	sp|Q5T8I3|F102B_HUMAN, sp|Q5T9C2|F102A_HUMAN	tr|A0A1U7QLX0|A0A1U7QLX0_MESAU
OG0001796	sp|Q9H9L3|I20L2_HUMAN	tr|A0A1U7RHJ4|A0A1U7RHJ4_MESAU, tr|A0A3Q0D2W1|A0A3Q0D2W1_MESAU
OG0001797	sp|A0A087WV53|SPEGN_HUMAN, sp|Q8N441|FGRL1_HUMAN	tr|A0A1U8CEP1|A0A1U8CEP1_MESAU
OG0001798	sp|Q15776|ZKSC8_HUMAN, tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN	tr|A0A3Q0CDY8|A0A3Q0CDY8_MESAU
OG0001799	sp|A6NGR9|MROH6_HUMAN	tr|A0A3Q0DEY0|A0A3Q0DEY0_MESAU, tr|A0A1U8CM63|A0A1U8CM63_MESAU
OG0001800	sp|B2RNN3|C1T9B_HUMAN, sp|P0C862|C1T9A_HUMAN	tr|A0A3Q0D091|A0A3Q0D091_MESAU
OG0001801	sp|P56817|BACE1_HUMAN	tr|A0A1U7QA49|A0A1U7QA49_MESAU, tr|A0A1U7RGL7|A0A1U7RGL7_MESAU
OG0001802	sp|Q6WKZ4|RFIP1_HUMAN	tr|A0A3Q0CGM9|A0A3Q0CGM9_MESAU, tr|A0A3Q0CLG5|A0A3Q0CLG5_MESAU
OG0001803	sp|Q8NFZ8|CADM4_HUMAN	tr|A0A3Q0CGI4|A0A3Q0CGI4_MESAU, tr|A0A3Q0CFD5|A0A3Q0CFD5_MESAU
OG0001804	sp|Q9NX07|TSAP1_HUMAN, sp|Q5T4I8|CF052_HUMAN	tr|A0A3Q0D625|A0A3Q0D625_MESAU
OG0001805	sp|Q9UBX0|HESX1_HUMAN	tr|A0A1U7QNQ6|A0A1U7QNQ6_MESAU, tr|A0A1U7R8A3|A0A1U7R8A3_MESAU
OG0001806	sp|P27701|CD82_HUMAN, sp|P0C672|TSN19_HUMAN	tr|A0A1U7QCS1|A0A1U7QCS1_MESAU
OG0001807	sp|P35914|HMGCL_HUMAN	tr|A0A1U7RA50|A0A1U7RA50_MESAU, tr|A0A1U7RK33|A0A1U7RK33_MESAU
OG0001808	sp|P62495|ERF1_HUMAN	sp|P62496|ERF1_MESAU, tr|A0A1U7Q700|A0A1U7Q700_MESAU
OG0001809	sp|O15172|PSPHL_HUMAN, sp|P78330|SERB_HUMAN	tr|A0A3Q0D7R9|A0A3Q0D7R9_MESAU
OG0001810	sp|Q08623|HDHD1_HUMAN	tr|A0A1U8CDL4|A0A1U8CDL4_MESAU, tr|A0A1U7QC13|A0A1U7QC13_MESAU
OG0001811	sp|Q9UBZ9|REV1_HUMAN	tr|A0A1U8CT13|A0A1U8CT13_MESAU, tr|A0A3Q0CU91|A0A3Q0CU91_MESAU
OG0001812	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN	tr|A0A1U8CFQ5|A0A1U8CFQ5_MESAU
OG0001813	sp|Q6P4H8|ACKMT_HUMAN, sp|Q9BQD7|ANKMT_HUMAN	tr|A0A1U7Q3E4|A0A1U7Q3E4_MESAU
OG0001814	sp|Q9HB14|KCNKD_HUMAN	tr|A0A1U8D3Z6|A0A1U8D3Z6_MESAU, tr|A0A3Q0CME5|A0A3Q0CME5_MESAU
OG0001815	sp|P0C7U1|ASA2B_HUMAN, sp|Q9NR71|ASAH2_HUMAN	tr|A0A3Q0CYH9|A0A3Q0CYH9_MESAU
