Orthogroup	Homo_sapiens	Erinaceus_europaeus
OG0000381	sp|P16615|AT2A2_HUMAN	tr|A0A1S3WJ51|A0A1S3WJ51_ERIEU
OG0000381	sp|O14983|AT2A1_HUMAN	tr|A0A1S3AGC0|A0A1S3AGC0_ERIEU
OG0000381	sp|Q93084|AT2A3_HUMAN	tr|A0A1S2ZL96|A0A1S2ZL96_ERIEU
OG0000382	sp|P07686|HEXB_HUMAN	tr|A0A1S3W6N8|A0A1S3W6N8_ERIEU, tr|A0A1S2ZFG4|A0A1S2ZFG4_ERIEU
OG0000382	sp|P06865|HEXA_HUMAN	tr|A0A1S3W753|A0A1S3W753_ERIEU, tr|A0A1S3WUG1|A0A1S3WUG1_ERIEU
OG0000383	sp|Q14839|CHD4_HUMAN	tr|A0A1S3A1J3|A0A1S3A1J3_ERIEU
OG0000383	sp|Q8TDI0|CHD5_HUMAN	tr|A0A1S3ACD9|A0A1S3ACD9_ERIEU
OG0000383	sp|Q12873|CHD3_HUMAN	tr|A0A1S3WBR1|A0A1S3WBR1_ERIEU
OG0000384	sp|Q7Z3Z3|PIWL3_HUMAN	tr|A0A1S3WE49|A0A1S3WE49_ERIEU
OG0000384	sp|Q96J94|PIWL1_HUMAN	tr|A0A1S3A4S8|A0A1S3A4S8_ERIEU
OG0000384	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A1S3AFD1|A0A1S3AFD1_ERIEU
OG0000385	sp|P0C7X3|CCYL3_HUMAN	tr|A0A1S3W8N7|A0A1S3W8N7_ERIEU
OG0000385	sp|Q5T2Q4|CCYL2_HUMAN, sp|Q8N7R7|CCYL1_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|A0A1S2ZSW5|A0A1S2ZSW5_ERIEU
OG0000386	sp|Q05193|DYN1_HUMAN	tr|A0A1S3WG16|A0A1S3WG16_ERIEU
OG0000386	sp|P50570|DYN2_HUMAN	tr|A0A1S3WF51|A0A1S3WF51_ERIEU
OG0000386	sp|Q9UQ16|DYN3_HUMAN	tr|A0A1S2ZVI1|A0A1S2ZVI1_ERIEU
OG0000387	sp|P11215|ITAM_HUMAN	tr|A0A1S3A6F9|A0A1S3A6F9_ERIEU
OG0000387	sp|Q13349|ITAD_HUMAN	tr|A0A1S3A6D7|A0A1S3A6D7_ERIEU
OG0000387	sp|P20702|ITAX_HUMAN	tr|A0A1S3WK66|A0A1S3WK66_ERIEU
OG0000388	sp|O43497|CAC1G_HUMAN	tr|A0A1S2ZWC2|A0A1S2ZWC2_ERIEU
OG0000388	sp|O95180|CAC1H_HUMAN	tr|A0A1S3WHR6|A0A1S3WHR6_ERIEU
OG0000388	sp|Q9P0X4|CAC1I_HUMAN	tr|A0A1S2ZHH0|A0A1S2ZHH0_ERIEU
OG0000389	sp|P29992|GNA11_HUMAN	tr|A0A1S2ZUU4|A0A1S2ZUU4_ERIEU
OG0000389	sp|O95837|GNA14_HUMAN	tr|A0A1S2ZA09|A0A1S2ZA09_ERIEU
OG0000389	sp|P50148|GNAQ_HUMAN	tr|A0A1S2ZA03|A0A1S2ZA03_ERIEU
OG0000391	sp|Q9Y585|OR1A2_HUMAN, sp|Q9P1Q5|OR1A1_HUMAN	tr|A0A1S3W8J7|A0A1S3W8J7_ERIEU, tr|A0A1S2ZKU3|A0A1S2ZKU3_ERIEU, tr|A0A1S2ZKT0|A0A1S2ZKT0_ERIEU, tr|A0A1S2ZKS6|A0A1S2ZKS6_ERIEU
OG0000392	sp|Q9UI47|CTNA3_HUMAN	tr|A0A1S3A9J5|A0A1S3A9J5_ERIEU
OG0000392	sp|P26232|CTNA2_HUMAN	tr|A0A1S3AAE7|A0A1S3AAE7_ERIEU
OG0000392	sp|P35221|CTNA1_HUMAN	tr|A0A1S2ZDA6|A0A1S2ZDA6_ERIEU
OG0000393	sp|P62136|PP1A_HUMAN	tr|A0A1S3W5M8|A0A1S3W5M8_ERIEU
OG0000393	sp|P62140|PP1B_HUMAN	tr|A0A1S2ZSM5|A0A1S2ZSM5_ERIEU
OG0000393	sp|P36873|PP1G_HUMAN	tr|A0A1S3A446|A0A1S3A446_ERIEU
OG0000394	sp|P98198|AT8B2_HUMAN	tr|A0A1S2ZVV3|A0A1S2ZVV3_ERIEU, tr|A0A1S3WAR5|A0A1S3WAR5_ERIEU
OG0000394	sp|Q8TF62|AT8B4_HUMAN	tr|A0A1S2ZCS7|A0A1S2ZCS7_ERIEU, tr|A0A1S3WAV5|A0A1S3WAV5_ERIEU
OG0000395	sp|Q86VB7|C163A_HUMAN	tr|A0A1S3WSI1|A0A1S3WSI1_ERIEU
OG0000395	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A1S3W6Y7|A0A1S3W6Y7_ERIEU
OG0000395	sp|Q9NR16|C163B_HUMAN	tr|A0A1S3W713|A0A1S3W713_ERIEU
OG0000396	sp|P26717|NKG2C_HUMAN, sp|O43908|NKG2F_HUMAN, sp|Q07444|NKG2E_HUMAN, sp|P26715|NKG2A_HUMAN	tr|A0A1S2Z9C1|A0A1S2Z9C1_ERIEU, tr|A0A1S2Z9C0|A0A1S2Z9C0_ERIEU
OG0000397	sp|Q9Y5P1|O51B2_HUMAN	tr|A0A1S3AE47|A0A1S3AE47_ERIEU
OG0000397	sp|Q9Y5P0|O51B4_HUMAN, sp|Q9H339|O51B5_HUMAN, sp|Q9H340|O51B6_HUMAN	tr|A0A1S3ADW6|A0A1S3ADW6_ERIEU
OG0000398	sp|Q8NGF8|OR4B1_HUMAN	tr|A0A1S2ZGX7|A0A1S2ZGX7_ERIEU, tr|A0A1S2ZGM9|A0A1S2ZGM9_ERIEU, tr|A0A1S2ZGY2|A0A1S2ZGY2_ERIEU, tr|A0A1S3AM31|A0A1S3AM31_ERIEU, tr|A0A1S2ZGN2|A0A1S2ZGN2_ERIEU
OG0000399	sp|P32246|CCR1_HUMAN	tr|A0A1S3A9M1|A0A1S3A9M1_ERIEU
OG0000399	sp|O00421|CCRL2_HUMAN	tr|A0A1S3A9H9|A0A1S3A9H9_ERIEU
OG0000399	sp|P51677|CCR3_HUMAN	tr|A0A1S3A9F2|A0A1S3A9F2_ERIEU
OG0000400	sp|P48065|S6A12_HUMAN	tr|A0A1S2ZXV9|A0A1S2ZXV9_ERIEU
OG0000400	sp|P48066|S6A11_HUMAN	tr|A0A1S2ZCE2|A0A1S2ZCE2_ERIEU
OG0000400	sp|Q9NSD5|S6A13_HUMAN	tr|A0A1S3WFK7|A0A1S3WFK7_ERIEU
OG0000401	sp|P48378|RFX2_HUMAN	tr|A0A1S3WE62|A0A1S3WE62_ERIEU
OG0000401	sp|P22670|RFX1_HUMAN	tr|A0A1S3WNA0|A0A1S3WNA0_ERIEU
OG0000401	sp|P48380|RFX3_HUMAN	tr|A0A1S2ZWS3|A0A1S2ZWS3_ERIEU
OG0000402	sp|P33176|KINH_HUMAN	tr|A0A1S3AKU7|A0A1S3AKU7_ERIEU
OG0000402	sp|Q12840|KIF5A_HUMAN	tr|A0A1S3WRE1|A0A1S3WRE1_ERIEU
OG0000402	sp|O60282|KIF5C_HUMAN	tr|A0A1S2ZNX3|A0A1S2ZNX3_ERIEU
OG0000403	sp|Q9HBY0|NOX3_HUMAN	tr|A0A1S3W305|A0A1S3W305_ERIEU
OG0000403	sp|Q96PH1|NOX5_HUMAN, sp|Q9Y5S8|NOX1_HUMAN, sp|P04839|CY24B_HUMAN	tr|A0A1S2ZR52|A0A1S2ZR52_ERIEU
OG0000404	sp|P00746|CFAD_HUMAN, sp|P20160|CAP7_HUMAN, sp|P24158|PRTN3_HUMAN, sp|P08246|ELNE_HUMAN, sp|P51124|GRAM_HUMAN	tr|A0A1S2ZUW9|A0A1S2ZUW9_ERIEU
OG0000405	sp|Q15878|CAC1E_HUMAN	tr|A0A1S2ZX11|A0A1S2ZX11_ERIEU
OG0000405	sp|Q00975|CAC1B_HUMAN	tr|A0A1S3WF28|A0A1S3WF28_ERIEU
OG0000405	sp|O00555|CAC1A_HUMAN	tr|A0A1S3ABP3|A0A1S3ABP3_ERIEU
OG0000406	sp|P01241|SOMA_HUMAN, sp|P01242|SOM2_HUMAN, sp|Q14406|CSHL_HUMAN, sp|P0DML2|CSH1_HUMAN, sp|P0DML3|CSH2_HUMAN	tr|A0A1S3A166|A0A1S3A166_ERIEU
OG0000407	sp|P13164|IFM1_HUMAN, sp|Q01629|IFM2_HUMAN, sp|C9JQL5|DSA2D_HUMAN, sp|Q01628|IFM3_HUMAN	tr|A0A1S3AL13|A0A1S3AL13_ERIEU, tr|A0A1S3AKE8|A0A1S3AKE8_ERIEU
OG0000408	sp|P13497|BMP1_HUMAN	tr|A0A1S3WJ46|A0A1S3WJ46_ERIEU
OG0000408	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A1S3AC66|A0A1S3AC66_ERIEU
OG0000408	sp|O43897|TLL1_HUMAN	tr|A0A1S2ZU59|A0A1S2ZU59_ERIEU
OG0000409	sp|Q14689|DIP2A_HUMAN	tr|A0A1S3WV40|A0A1S3WV40_ERIEU
OG0000409	sp|Q9Y2E4|DIP2C_HUMAN	tr|A0A1S3WF16|A0A1S3WF16_ERIEU
OG0000409	sp|Q9P265|DIP2B_HUMAN	tr|A0A1S3WIS7|A0A1S3WIS7_ERIEU
OG0000410	sp|P51795|CLCN5_HUMAN	tr|A0A1S3A537|A0A1S3A537_ERIEU
OG0000410	sp|P51790|CLCN3_HUMAN	tr|A0A1S3A054|A0A1S3A054_ERIEU
OG0000410	sp|P51793|CLCN4_HUMAN	tr|A0A1S2ZD21|A0A1S2ZD21_ERIEU
OG0000411	sp|Q11130|FUT7_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P21217|FUT3_HUMAN, sp|P51993|FUT6_HUMAN, sp|P22083|FUT4_HUMAN	tr|A0A1S3W8S5|A0A1S3W8S5_ERIEU
OG0000412	sp|P08754|GNAI3_HUMAN	tr|A0A1S3A4V6|A0A1S3A4V6_ERIEU
OG0000412	sp|P04899|GNAI2_HUMAN	tr|A0A1S3A084|A0A1S3A084_ERIEU
OG0000412	sp|P63096|GNAI1_HUMAN	tr|A0A1S3AKH7|A0A1S3AKH7_ERIEU
OG0000413	sp|P19087|GNAT2_HUMAN	tr|A0A1S3A4T9|A0A1S3A4T9_ERIEU
OG0000413	sp|P11488|GNAT1_HUMAN	tr|A0A1S3A087|A0A1S3A087_ERIEU
OG0000413	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A1S3A1P2|A0A1S3A1P2_ERIEU
OG0000414	sp|Q8NGT5|OR9A2_HUMAN	tr|A0A1S2ZP24|A0A1S2ZP24_ERIEU
OG0000414	sp|Q8NGU2|OR9A4_HUMAN, sp|Q8NGU1|OR9A1_HUMAN	tr|A0A1S2ZP22|A0A1S2ZP22_ERIEU, tr|A0A1S2ZP31|A0A1S2ZP31_ERIEU
OG0000415	sp|Q5VZ66|JKIP3_HUMAN	tr|A0A1S3WQ53|A0A1S3WQ53_ERIEU
OG0000415	sp|Q96N16|JKIP1_HUMAN	tr|A0A1S3APF7|A0A1S3APF7_ERIEU
OG0000415	sp|Q96AA8|JKIP2_HUMAN	tr|A0A1S2ZAK3|A0A1S2ZAK3_ERIEU
OG0000416	sp|O95371|OR2C1_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN	tr|A0A1S3WWE8|A0A1S3WWE8_ERIEU, tr|A0A1S3APE8|A0A1S3APE8_ERIEU
OG0000417	sp|Q8IU54|IFNL1_HUMAN	tr|A0A1S2ZSZ0|A0A1S2ZSZ0_ERIEU
OG0000417	sp|Q8IZJ0|IFNL2_HUMAN, sp|Q8IZI9|IFNL3_HUMAN	tr|A0A1S3WCF7|A0A1S3WCF7_ERIEU, tr|A0A1S2ZSV7|A0A1S2ZSV7_ERIEU
OG0000418	sp|Q5JSL3|DOC11_HUMAN	tr|A0A1S3A735|A0A1S3A735_ERIEU
OG0000418	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A1S3W9M8|A0A1S3W9M8_ERIEU
OG0000418	sp|Q96BY6|DOC10_HUMAN	tr|A0A1S3AA96|A0A1S3AA96_ERIEU
OG0000419	sp|P0DN86|CGB3_HUMAN, sp|Q6NT52|CGB2_HUMAN, sp|P0DN87|CGB7_HUMAN, sp|A6NKQ9|CGB1_HUMAN, sp|P01229|LSHB_HUMAN	tr|A0A1S3AJE4|A0A1S3AJE4_ERIEU
OG0000420	sp|P84077|ARF1_HUMAN	tr|A0A1S3WRC0|A0A1S3WRC0_ERIEU
OG0000420	sp|P61204|ARF3_HUMAN	tr|A0A1S3A276|A0A1S3A276_ERIEU, tr|A0A1S3A5H3|A0A1S3A5H3_ERIEU, tr|A0A1S3A339|A0A1S3A339_ERIEU
OG0000421	sp|Q13153|PAK1_HUMAN	tr|A0A1S3A5M2|A0A1S3A5M2_ERIEU
OG0000421	sp|O75914|PAK3_HUMAN	tr|A0A1S3A908|A0A1S3A908_ERIEU
OG0000421	sp|Q13177|PAK2_HUMAN	tr|A0A1S2ZD14|A0A1S2ZD14_ERIEU
OG0000422	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A1S2ZPF6|A0A1S2ZPF6_ERIEU
OG0000422	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A1S3WPB9|A0A1S3WPB9_ERIEU
OG0000422	sp|Q9HCU4|CELR2_HUMAN	tr|A0A1S3A4V2|A0A1S3A4V2_ERIEU
OG0000424	sp|P54317|LIPR2_HUMAN	tr|A0A1S2ZFD4|A0A1S2ZFD4_ERIEU
OG0000424	sp|P54315|LIPR1_HUMAN	tr|A0A1S2ZFC8|A0A1S2ZFC8_ERIEU
OG0000424	sp|P16233|LIPP_HUMAN	tr|A0A1S2ZFB2|A0A1S2ZFB2_ERIEU
OG0000425	sp|Q6IPX3|TCAL6_HUMAN, sp|Q969E4|TCAL3_HUMAN, sp|Q5H9L2|TCAL5_HUMAN	tr|A0A1S3WUL7|A0A1S3WUL7_ERIEU, tr|A0A1S3ALN0|A0A1S3ALN0_ERIEU, tr|A0A1S3AKN8|A0A1S3AKN8_ERIEU
OG0000426	sp|O60568|PLOD3_HUMAN	tr|A0A1S2ZE37|A0A1S2ZE37_ERIEU
OG0000426	sp|O00469|PLOD2_HUMAN	tr|A0A1S3W538|A0A1S3W538_ERIEU
OG0000426	sp|Q02809|PLOD1_HUMAN	tr|A0A1S3WNR1|A0A1S3WNR1_ERIEU
OG0000427	sp|A8MWX3|WASH4_HUMAN, sp|Q9NQA3|WASH6_HUMAN, sp|A8K0Z3|WASH1_HUMAN, sp|Q6VEQ5|WASH2_HUMAN, sp|C4AMC7|WASH3_HUMAN	tr|A0A1S2ZY01|A0A1S2ZY01_ERIEU
OG0000428	sp|O95819|M4K4_HUMAN	tr|A0A1S2ZN54|A0A1S2ZN54_ERIEU
OG0000428	sp|Q9UKE5|TNIK_HUMAN	tr|A0A1S2ZF60|A0A1S2ZF60_ERIEU
OG0000428	sp|Q8N4C8|MINK1_HUMAN	tr|A0A1S3WAW1|A0A1S3WAW1_ERIEU
OG0000429	sp|Q6RI45|BRWD3_HUMAN	tr|A0A1S3AFG5|A0A1S3AFG5_ERIEU
OG0000429	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A1S2ZNA1|A0A1S2ZNA1_ERIEU
OG0000429	sp|Q9NSI6|BRWD1_HUMAN	tr|A0A1S3WMS0|A0A1S3WMS0_ERIEU
OG0000430	sp|P32418|NAC1_HUMAN	tr|A0A1S2ZL28|A0A1S2ZL28_ERIEU
OG0000430	sp|P57103|NAC3_HUMAN	tr|A0A1S3WRS3|A0A1S3WRS3_ERIEU
OG0000430	sp|Q9UPR5|NAC2_HUMAN	tr|A0A1S3WS09|A0A1S3WS09_ERIEU
OG0000431	sp|Q8NGP2|OR8J1_HUMAN, sp|Q8NGG0|OR8J3_HUMAN	tr|A0A1S2ZHV3|A0A1S2ZHV3_ERIEU
OG0000431	sp|Q8NGG1|OR8J2_HUMAN	tr|A0A1S2ZHU9|A0A1S2ZHU9_ERIEU, tr|A0A1S2ZHV1|A0A1S2ZHV1_ERIEU
OG0000432	sp|Q4KMZ8|NKAI1_HUMAN	tr|A0A1S3AFT6|A0A1S3AFT6_ERIEU
OG0000432	sp|Q5VXU1|NKAI2_HUMAN, sp|Q8IVV8|NKAI4_HUMAN, sp|Q8N8D7|NKAI3_HUMAN	tr|A0A1S3A0P8|A0A1S3A0P8_ERIEU
OG0000433	sp|P54753|EPHB3_HUMAN	tr|A0A1S3A5V1|A0A1S3A5V1_ERIEU
OG0000433	sp|P54762|EPHB1_HUMAN	tr|A0A1S2ZMX6|A0A1S2ZMX6_ERIEU
OG0000433	sp|P29323|EPHB2_HUMAN	tr|A0A1S3WRL4|A0A1S3WRL4_ERIEU
OG0000434	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A1S3ALU4|A0A1S3ALU4_ERIEU
OG0000434	sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN, sp|Q96LC7|SIG10_HUMAN	tr|A0A1S3WU84|A0A1S3WU84_ERIEU
OG0000435	sp|Q6UX73|CP089_HUMAN, sp|Q8NDZ0|BEND2_HUMAN, tr|A0A087X1C1|A0A087X1C1_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q86U02|CN165_HUMAN	tr|A0A1S2ZNG7|A0A1S2ZNG7_ERIEU
OG0000436	sp|Q8N5S1|S2541_HUMAN	tr|A0A1S2ZIC4|A0A1S2ZIC4_ERIEU, tr|A0A1S2ZIG4|A0A1S2ZIG4_ERIEU, tr|A0A1S3ACG0|A0A1S3ACG0_ERIEU, tr|A0A1S3ABH9|A0A1S3ABH9_ERIEU, tr|A0A1S2ZIB7|A0A1S2ZIB7_ERIEU
OG0000437	sp|Q14573|ITPR3_HUMAN	tr|A0A1S3A0L9|A0A1S3A0L9_ERIEU
OG0000437	sp|Q14643|ITPR1_HUMAN	tr|A0A1S3A611|A0A1S3A611_ERIEU
OG0000437	sp|Q14571|ITPR2_HUMAN	tr|A0A1S2ZE43|A0A1S2ZE43_ERIEU
OG0000438	sp|P78363|ABCA4_HUMAN	tr|A0A1S3WRN0|A0A1S3WRN0_ERIEU
OG0000438	sp|O95477|ABCA1_HUMAN	tr|A0A1S2ZA48|A0A1S2ZA48_ERIEU
OG0000438	sp|Q8IZY2|ABCA7_HUMAN	tr|A0A1S3WDM6|A0A1S3WDM6_ERIEU
OG0000439	sp|P51160|PDE6C_HUMAN	tr|A0A1S2ZBI3|A0A1S2ZBI3_ERIEU
OG0000439	sp|P35913|PDE6B_HUMAN	tr|A0A1S3AR43|A0A1S3AR43_ERIEU
OG0000439	sp|P16499|PDE6A_HUMAN	tr|A0A1S2ZAM8|A0A1S2ZAM8_ERIEU
OG0000440	sp|P01034|CYTC_HUMAN, sp|P28325|CYTD_HUMAN, sp|P01036|CYTS_HUMAN, sp|P01037|CYTN_HUMAN, sp|P09228|CYTT_HUMAN	tr|A0A1S3AHM3|A0A1S3AHM3_ERIEU
OG0000441	sp|Q9NZI6|TF2L1_HUMAN	tr|A0A1S3WTE2|A0A1S3WTE2_ERIEU
OG0000441	sp|Q9NZI7|UBIP1_HUMAN	tr|A0A1S3WCB1|A0A1S3WCB1_ERIEU
OG0000441	sp|Q12800|TFCP2_HUMAN	tr|A0A1S3WUN8|A0A1S3WUN8_ERIEU
OG0000442	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A1S3AA69|A0A1S3AA69_ERIEU
OG0000442	sp|Q8IYJ1|CPNE9_HUMAN	tr|A0A1S3WA51|A0A1S3WA51_ERIEU
OG0000442	sp|Q9HCH3|CPNE5_HUMAN	tr|A0A1S3W4S8|A0A1S3W4S8_ERIEU
OG0000443	sp|P46940|IQGA1_HUMAN	tr|A0A1S3AQS0|A0A1S3AQS0_ERIEU
OG0000443	sp|Q13576|IQGA2_HUMAN	tr|A0A1S2ZFJ0|A0A1S2ZFJ0_ERIEU
OG0000443	sp|Q86VI3|IQGA3_HUMAN	tr|A0A1S3AID3|A0A1S3AID3_ERIEU
OG0000444	sp|Q92904|DAZL_HUMAN, sp|Q13117|DAZ2_HUMAN, sp|Q9NR90|DAZ3_HUMAN, sp|Q9NQZ3|DAZ1_HUMAN, sp|Q86SG3|DAZ4_HUMAN	tr|A0A1S3WJC1|A0A1S3WJC1_ERIEU
OG0000445	sp|O15198|SMAD9_HUMAN	tr|A0A1S2ZYI7|A0A1S2ZYI7_ERIEU
OG0000445	sp|Q99717|SMAD5_HUMAN	tr|A0A1S3AD30|A0A1S3AD30_ERIEU
OG0000445	sp|Q15797|SMAD1_HUMAN	tr|A0A1S3A2E9|A0A1S3A2E9_ERIEU
OG0000446	sp|Q96S21|RB40C_HUMAN	tr|A0A1S3A1W5|A0A1S3A1W5_ERIEU
OG0000446	sp|P0C0E4|RB40L_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|Q12829|RB40B_HUMAN	tr|A0A1S2ZTY7|A0A1S2ZTY7_ERIEU
OG0000447	sp|Q96KW2|P12L2_HUMAN, sp|Q8N7R1|P1L12_HUMAN, sp|Q96HA1|P121A_HUMAN, sp|A8CG34|P121C_HUMAN, sp|A6NF01|P121B_HUMAN	tr|A0A1S3W657|A0A1S3W657_ERIEU
OG0000448	sp|P84074|HPCA_HUMAN	tr|A0A1S3WBJ7|A0A1S3WBJ7_ERIEU
OG0000448	sp|P61601|NCALD_HUMAN	tr|A0A1S2ZG99|A0A1S2ZG99_ERIEU
OG0000448	sp|P37235|HPCL1_HUMAN	tr|A0A1S3A5Y1|A0A1S3A5Y1_ERIEU
OG0000449	sp|Q08209|PP2BA_HUMAN	tr|A0A1S3AJK4|A0A1S3AJK4_ERIEU
OG0000449	sp|P48454|PP2BC_HUMAN	tr|A0A1S3WJ05|A0A1S3WJ05_ERIEU
OG0000449	sp|P16298|PP2BB_HUMAN	tr|A0A1S2ZJN6|A0A1S2ZJN6_ERIEU
OG0000450	sp|Q4V339|ZNG1F_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q9BRT8|ZNG1A_HUMAN	tr|A0A1S3A2Y4|A0A1S3A2Y4_ERIEU
OG0000451	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A1S2ZIY6|A0A1S2ZIY6_ERIEU
OG0000451	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A1S3ABR3|A0A1S3ABR3_ERIEU
OG0000451	sp|P33121|ACSL1_HUMAN	tr|A0A1S2ZDG8|A0A1S2ZDG8_ERIEU
OG0000452	sp|Q96DT5|DYH11_HUMAN	tr|A0A1S2ZSS6|A0A1S2ZSS6_ERIEU
OG0000452	sp|Q9UFH2|DYH17_HUMAN	tr|A0A1S3AID2|A0A1S3AID2_ERIEU
OG0000452	sp|Q9NYC9|DYH9_HUMAN	tr|A0A1S2ZQ61|A0A1S2ZQ61_ERIEU
OG0000453	sp|P17252|KPCA_HUMAN	tr|A0A1S2ZUZ9|A0A1S2ZUZ9_ERIEU
OG0000453	sp|P05129|KPCG_HUMAN	tr|A0A1S3WWA6|A0A1S3WWA6_ERIEU
OG0000453	sp|P05771|KPCB_HUMAN	tr|A0A1S2ZYP8|A0A1S2ZYP8_ERIEU
OG0000454	sp|Q3LI77|KR134_HUMAN, sp|Q3SY46|KR133_HUMAN, sp|Q8IUC0|KR131_HUMAN, sp|Q52LG2|KR132_HUMAN, sp|A1A580|KR231_HUMAN	tr|A0A1S3A369|A0A1S3A369_ERIEU
OG0000455	sp|Q04721|NOTC2_HUMAN, sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN, sp|P0DPK3|NT2NB_HUMAN, tr|A0A8I5KY86|A0A8I5KY86_HUMAN	tr|A0A1S3A3H9|A0A1S3A3H9_ERIEU
OG0000456	tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, sp|A5YM69|ARG35_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, sp|Q12774|ARHG5_HUMAN, tr|A0A2R8YF49|A0A2R8YF49_HUMAN	tr|A0A1S3WA95|A0A1S3WA95_ERIEU
OG0000457	sp|Q15935|ZNF77_HUMAN, sp|Q9HAH1|ZN556_HUMAN, sp|Q32M78|ZN699_HUMAN, sp|Q8NEP9|ZN555_HUMAN, sp|Q68EA5|ZNF57_HUMAN	tr|A0A1S3WQG6|A0A1S3WQG6_ERIEU
OG0000458	sp|W6CW81|PYDC5_HUMAN, sp|O14862|AIM2_HUMAN, sp|Q16666|IF16_HUMAN, sp|Q6K0P9|IFIX_HUMAN, sp|P41218|MNDA_HUMAN	tr|A0A1S3WKR7|A0A1S3WKR7_ERIEU
OG0000459	sp|Q4G112|HSF5_HUMAN, sp|Q9UBD0|HSFX1_HUMAN, sp|Q96LI6|HSFY1_HUMAN, sp|A0A1B0GTS1|HSFX4_HUMAN, sp|A0A1B0GWH4|HSFX3_HUMAN	tr|A0A1S3A125|A0A1S3A125_ERIEU
OG0000460	sp|P04746|AMYP_HUMAN, sp|P19961|AMY2B_HUMAN, sp|P0DUB6|AMY1A_HUMAN, sp|P0DTE7|AMY1B_HUMAN, sp|P0DTE8|AMY1C_HUMAN	tr|A0A1S3ANT9|A0A1S3ANT9_ERIEU
OG0000461	sp|P80511|S10AC_HUMAN, sp|P29034|S10A2_HUMAN, sp|P20930|FILA_HUMAN, sp|Q5D862|FILA2_HUMAN, sp|Q86YZ3|HORN_HUMAN	tr|A0A1S3WEY8|A0A1S3WEY8_ERIEU
OG0000478	sp|Q8NH74|O10A6_HUMAN	tr|A0A1S3A1E5|A0A1S3A1E5_ERIEU
OG0000478	sp|P58181|O10A3_HUMAN	tr|A0A1S3A186|A0A1S3A186_ERIEU, tr|A0A1S3A1G7|A0A1S3A1G7_ERIEU
OG0000479	sp|P35218|CAH5A_HUMAN	tr|A0A1S3WLU5|A0A1S3WLU5_ERIEU
OG0000479	sp|Q8WTZ4|CA5BL_HUMAN, sp|Q9Y2D0|CAH5B_HUMAN	tr|A0A1S3AQA5|A0A1S3AQA5_ERIEU
OG0000480	sp|Q8NEM7|SP20H_HUMAN	tr|A0A1S3WGG7|A0A1S3WGG7_ERIEU
OG0000480	sp|Q3ZLR7|SP201_HUMAN, sp|P0C7V6|SP202_HUMAN	tr|A0A1S3AFL3|A0A1S3AFL3_ERIEU
OG0000481	sp|Q13489|BIRC3_HUMAN	tr|A0A1S2ZKH7|A0A1S2ZKH7_ERIEU
OG0000481	sp|Q9NPP4|NLRC4_HUMAN, sp|Q13490|BIRC2_HUMAN	tr|A0A1S2ZKI3|A0A1S2ZKI3_ERIEU
OG0000482	sp|P47929|LEG7_HUMAN	tr|A0A1S3AG58|A0A1S3AG58_ERIEU, tr|A0A1S3WWL1|A0A1S3WWL1_ERIEU, tr|A0A1S3WCA6|A0A1S3WCA6_ERIEU, tr|A0A1S2ZSY2|A0A1S2ZSY2_ERIEU
OG0000483	sp|Q6B0I6|KDM4D_HUMAN, sp|B2RXH2|KDM4E_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN	tr|A0A1S3WQ15|A0A1S3WQ15_ERIEU, tr|A0A1S2ZKK6|A0A1S2ZKK6_ERIEU
OG0000486	sp|P15328|FOLR1_HUMAN, sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN, sp|A6ND01|JUNO_HUMAN	tr|A0A1S3A0V0|A0A1S3A0V0_ERIEU
OG0000487	sp|Q0VDD8|DYH14_HUMAN	tr|A0A1S2ZYU7|A0A1S2ZYU7_ERIEU
