Orthogroup	Homo_sapiens	Cebus_imitator
OG0002940	sp|Q8N6Q1|TMC5A_HUMAN	tr|A0A2K5R811|A0A2K5R811_CEBIM
OG0002941	sp|Q12951|FOXI1_HUMAN	tr|A0A2K5R8F9|A0A2K5R8F9_CEBIM
OG0002942	sp|Q9Y2I2|NTNG1_HUMAN	tr|A0A2K5R8R2|A0A2K5R8R2_CEBIM
OG0002943	sp|Q9BW91|NUDT9_HUMAN	tr|A0A2K5RAK6|A0A2K5RAK6_CEBIM
OG0002944	sp|Q9NQC7|CYLD_HUMAN	tr|A0A2K5RAK8|A0A2K5RAK8_CEBIM
OG0002945	sp|P33076|C2TA_HUMAN	tr|A0A2K5RAQ1|A0A2K5RAQ1_CEBIM
OG0002946	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A2K5RCC5|A0A2K5RCC5_CEBIM
OG0002947	sp|Q15019|SEPT2_HUMAN	tr|A0A2K5RFN0|A0A2K5RFN0_CEBIM
OG0002948	sp|Q9NZL6|RGL1_HUMAN	tr|A0A2K5RIQ6|A0A2K5RIQ6_CEBIM
OG0002949	sp|Q8IYW4|ENTD1_HUMAN	tr|A0A2K5RJB9|A0A2K5RJB9_CEBIM
OG0002950	sp|Q8N7X0|ADGB_HUMAN	tr|A0A2K5RLK8|A0A2K5RLK8_CEBIM
OG0002951	sp|Q9H422|HIPK3_HUMAN	tr|A0A2K5RMT8|A0A2K5RMT8_CEBIM
OG0002952	sp|P01374|TNFB_HUMAN	tr|A0A2K5RN67|A0A2K5RN67_CEBIM
OG0002953	sp|Q9P2Y4|ZN219_HUMAN	tr|A0A2K5RRK0|A0A2K5RRK0_CEBIM
OG0002954	sp|O43614|OX2R_HUMAN	tr|A0A2K5RVM1|A0A2K5RVM1_CEBIM
OG0002955	sp|Q9NYB5|SO1C1_HUMAN	tr|A0A2K5RZE1|A0A2K5RZE1_CEBIM
OG0002956	sp|Q9UK76|JUPI1_HUMAN	tr|A0A2K5S8C8|A0A2K5S8C8_CEBIM
OG0002957	sp|Q8N1P7|CRBG2_HUMAN	tr|A0A2K5SBF5|A0A2K5SBF5_CEBIM
OG0002958	sp|P08962|CD63_HUMAN	tr|A0A2K5SC56|A0A2K5SC56_CEBIM
OG0002959	sp|Q4QY38|DB134_HUMAN	tr|A0A2K5SC77|A0A2K5SC77_CEBIM
OG0002960	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A2K5SGB4|A0A2K5SGB4_CEBIM
OG0002961	sp|O00463|TRAF5_HUMAN	tr|A0A2K5SHF5|A0A2K5SHF5_CEBIM
OG0002962	sp|Q9NX08|COMD8_HUMAN	tr|A0A2K5SHF8|A0A2K5SHF8_CEBIM
OG0002963	sp|Q99895|CTRC_HUMAN	tr|A0A2K5SHH1|A0A2K5SHH1_CEBIM
OG0002964	sp|P11831|SRF_HUMAN	tr|A0A2K5SHU5|A0A2K5SHU5_CEBIM
OG0002965	sp|A8MYZ0|MIY4B_HUMAN	tr|A0A2K5P986|A0A2K5P986_CEBIM
OG0002966	sp|Q9NY61|AATF_HUMAN	tr|A0A2K5PAU1|A0A2K5PAU1_CEBIM
OG0002967	sp|O60341|KDM1A_HUMAN	tr|A0A2K5PB56|A0A2K5PB56_CEBIM
OG0002968	sp|Q8TF01|PNISR_HUMAN	tr|A0A2K5PBY6|A0A2K5PBY6_CEBIM
OG0002969	sp|Q96A33|CCD47_HUMAN	tr|A0A2K5PP08|A0A2K5PP08_CEBIM
OG0002970	sp|P05089|ARGI1_HUMAN	tr|A0A2K5PQF0|A0A2K5PQF0_CEBIM
OG0002971	sp|Q9Y219|JAG2_HUMAN	tr|A0A2K5PQP7|A0A2K5PQP7_CEBIM
OG0002972	sp|Q8N9R6|CDRT4_HUMAN	tr|A0A2K5PVD8|A0A2K5PVD8_CEBIM
OG0002973	sp|Q9GZW8|MS4A7_HUMAN	tr|A0A2K5PWD9|A0A2K5PWD9_CEBIM
OG0002974	sp|Q9UKU6|TRHDE_HUMAN	tr|A0A2K5PWF8|A0A2K5PWF8_CEBIM
OG0002975	sp|Q8NFF5|FAD1_HUMAN	tr|A0A2K5PWQ7|A0A2K5PWQ7_CEBIM
OG0002976	sp|A0A0U1RRK4|LBHD2_HUMAN	tr|A0A2K5PXR3|A0A2K5PXR3_CEBIM
OG0002977	sp|Q8IYM1|SEP12_HUMAN	tr|A0A2K5PXU0|A0A2K5PXU0_CEBIM
OG0002978	sp|Q02040|AK17A_HUMAN	tr|A0A2K5PYC9|A0A2K5PYC9_CEBIM
OG0002979	sp|P23229|ITA6_HUMAN	tr|A0A2K5Q102|A0A2K5Q102_CEBIM
OG0002980	sp|A0A1B0GV85|RELD1_HUMAN	tr|A0A2K5Q1F6|A0A2K5Q1F6_CEBIM
OG0002981	sp|Q8N2M4|TM86A_HUMAN	tr|A0A2K5Q1R9|A0A2K5Q1R9_CEBIM
OG0002982	sp|Q8NBE8|KLH23_HUMAN	tr|A0A2K5Q216|A0A2K5Q216_CEBIM
OG0002983	sp|Q5BVD1|TTMP_HUMAN	tr|A0A2K5Q257|A0A2K5Q257_CEBIM
OG0002984	sp|O00254|PAR3_HUMAN	tr|A0A2K5Q4A4|A0A2K5Q4A4_CEBIM
OG0002985	sp|P10074|TZAP_HUMAN	tr|A0A2K5Q8F5|A0A2K5Q8F5_CEBIM
OG0002986	sp|Q8TC07|TBC15_HUMAN	tr|A0A2K5Q919|A0A2K5Q919_CEBIM
OG0002987	sp|Q96GY3|LIN37_HUMAN	tr|A0A2K5QA37|A0A2K5QA37_CEBIM
OG0002988	sp|Q86W56|PARG_HUMAN	tr|A0A2K5QC13|A0A2K5QC13_CEBIM
OG0002989	sp|P49750|YLPM1_HUMAN	tr|A0A2K5QDT8|A0A2K5QDT8_CEBIM
OG0002990	sp|Q9UHJ6|SHPK_HUMAN	tr|A0A2K5QFB3|A0A2K5QFB3_CEBIM
OG0002991	sp|Q8WV83|S35F5_HUMAN	tr|A0A2K5QFZ9|A0A2K5QFZ9_CEBIM
OG0002992	sp|Q92621|NU205_HUMAN	tr|A0A2K5QGI6|A0A2K5QGI6_CEBIM
OG0002993	sp|Q9UPU9|SMAG1_HUMAN	tr|A0A2K5QGN9|A0A2K5QGN9_CEBIM
OG0002994	sp|Q99732|LITAF_HUMAN	tr|A0A2K5QLI1|A0A2K5QLI1_CEBIM
OG0002995	sp|Q96BF3|TMIG2_HUMAN	tr|A0A2K5QM48|A0A2K5QM48_CEBIM
OG0002996	sp|Q99519|NEUR1_HUMAN	tr|A0A2K5QNR8|A0A2K5QNR8_CEBIM
OG0002997	sp|Q9BXN2|CLC7A_HUMAN	tr|A0A2K5QPC8|A0A2K5QPC8_CEBIM
OG0002998	sp|Q8N8S7|ENAH_HUMAN	tr|A0A2K5QPJ3|A0A2K5QPJ3_CEBIM
OG0002999	sp|Q9BT81|SOX7_HUMAN	tr|A0A2K5QQN8|A0A2K5QQN8_CEBIM
OG0003000	sp|Q9UK23|NAGPA_HUMAN	tr|A0A2K5QQU3|A0A2K5QQU3_CEBIM
OG0003001	sp|Q3SYG4|PTHB1_HUMAN	tr|A0A2K5QRI3|A0A2K5QRI3_CEBIM
OG0003002	sp|Q7Z4U5|CF201_HUMAN	tr|A0A2K5QVJ4|A0A2K5QVJ4_CEBIM
OG0003003	sp|Q9NYI0|PSD3_HUMAN	tr|A0A2K5QZC7|A0A2K5QZC7_CEBIM
OG0003004	sp|Q5XKR4|OTP_HUMAN	tr|A0A2K5R039|A0A2K5R039_CEBIM
OG0003005	sp|P54710|ATNG_HUMAN	tr|A0A2K5R581|A0A2K5R581_CEBIM
OG0003006	sp|Q15319|PO4F3_HUMAN	tr|A0A2K5R633|A0A2K5R633_CEBIM
OG0003007	sp|A2RUC4|TYW5_HUMAN	tr|A0A2K5RAF8|A0A2K5RAF8_CEBIM
OG0003008	sp|A0AVI2|FR1L5_HUMAN	tr|A0A2K5RD67|A0A2K5RD67_CEBIM
OG0003009	sp|Q9GZZ7|GFRA4_HUMAN	tr|A0A2K5RGJ4|A0A2K5RGJ4_CEBIM
OG0003010	sp|P53671|LIMK2_HUMAN	tr|A0A2K5RIF8|A0A2K5RIF8_CEBIM
OG0003011	sp|Q9UPS6|SET1B_HUMAN	tr|A0A2K5RJ61|A0A2K5RJ61_CEBIM
OG0003012	sp|P23677|IP3KA_HUMAN	tr|A0A2K5RMU6|A0A2K5RMU6_CEBIM
OG0003013	sp|P13682|ZNF35_HUMAN	tr|A0A2K5RN52|A0A2K5RN52_CEBIM
OG0003014	sp|O14802|RPC1_HUMAN	tr|A0A2K5RQ67|A0A2K5RQ67_CEBIM
OG0003015	sp|Q9H2R5|KLK15_HUMAN	tr|A0A2K5RRL1|A0A2K5RRL1_CEBIM
OG0003016	sp|O75151|PHF2_HUMAN	tr|A0A2K5RRQ5|A0A2K5RRQ5_CEBIM
OG0003017	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A2K5RTN4|A0A2K5RTN4_CEBIM
OG0003018	sp|P51587|BRCA2_HUMAN	tr|A0A2K5RU98|A0A2K5RU98_CEBIM
OG0003019	sp|Q7L5N7|PCAT2_HUMAN	tr|A0A2K5RUJ1|A0A2K5RUJ1_CEBIM
OG0003020	sp|Q6NUN9|ZN746_HUMAN	tr|A0A2K5RV19|A0A2K5RV19_CEBIM
OG0003021	sp|P57055|DSCR6_HUMAN	tr|A0A2K5RYU1|A0A2K5RYU1_CEBIM
OG0003022	sp|Q9BXU9|CABP8_HUMAN	tr|A0A2K5S2C3|A0A2K5S2C3_CEBIM
OG0003023	sp|O43741|AAKB2_HUMAN	tr|A0A2K5S3I5|A0A2K5S3I5_CEBIM
OG0003024	sp|Q99973|TEP1_HUMAN	tr|A0A2K5S4C1|A0A2K5S4C1_CEBIM
OG0003025	sp|P58753|TIRAP_HUMAN	tr|A0A2K5S4I7|A0A2K5S4I7_CEBIM
OG0003026	sp|Q6UDR6|SPIT4_HUMAN	tr|A0A2K5S955|A0A2K5S955_CEBIM
OG0003027	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A2K5SB48|A0A2K5SB48_CEBIM
OG0003028	sp|Q9H8U3|ZFAN3_HUMAN	tr|A0A2K5SD04|A0A2K5SD04_CEBIM
OG0003029	sp|P10914|IRF1_HUMAN	tr|A0A2K5SDA9|A0A2K5SDA9_CEBIM
OG0003030	sp|P00746|CFAD_HUMAN	tr|A0A2K5SFP4|A0A2K5SFP4_CEBIM
OG0003031	sp|P42126|ECI1_HUMAN	tr|A0A2K5SGF2|A0A2K5SGF2_CEBIM
OG0003032	sp|Q5JYT7|K1755_HUMAN	tr|A0A2K5SGL2|A0A2K5SGL2_CEBIM
OG0003033	sp|Q75VX8|GARE2_HUMAN	tr|A0A2K5SHW0|A0A2K5SHW0_CEBIM
OG0003034	sp|Q9Y5U5|TNR18_HUMAN	tr|A0A2K5SJ08|A0A2K5SJ08_CEBIM
OG0003035	sp|Q5TEC3|ZN697_HUMAN	tr|A0A2K5PAW5|A0A2K5PAW5_CEBIM
OG0003036	sp|P23771|GATA3_HUMAN	tr|A0A2K5PBL7|A0A2K5PBL7_CEBIM
OG0003037	sp|Q15834|CC85B_HUMAN	tr|A0A2K5PBN4|A0A2K5PBN4_CEBIM
OG0003038	sp|Q8N3Z3|GTPB8_HUMAN	tr|A0A2K5PGN3|A0A2K5PGN3_CEBIM
OG0003039	sp|P35711|SOX5_HUMAN	tr|A0A2K5PL06|A0A2K5PL06_CEBIM
OG0003040	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A2K5PLW4|A0A2K5PLW4_CEBIM
OG0003041	sp|Q6NX49|ZN544_HUMAN	tr|A0A2K5PM55|A0A2K5PM55_CEBIM
OG0003042	sp|Q8TAP6|CEP76_HUMAN	tr|A0A2K5PMB5|A0A2K5PMB5_CEBIM
OG0003043	sp|P18074|ERCC2_HUMAN	tr|A0A2K5PP23|A0A2K5PP23_CEBIM
OG0003044	sp|Q9UHW5|GPN3_HUMAN	tr|A0A2K5PPD2|A0A2K5PPD2_CEBIM
OG0003045	sp|P13984|T2FB_HUMAN	tr|A0A2K5PR71|A0A2K5PR71_CEBIM
OG0003046	sp|O95886|DLGP3_HUMAN	tr|A0A2K5PTY3|A0A2K5PTY3_CEBIM
OG0003047	sp|O00221|IKBE_HUMAN	tr|A0A2K5PUG8|A0A2K5PUG8_CEBIM
OG0003048	sp|Q8TB45|DPTOR_HUMAN	tr|A0A2K5PWF4|A0A2K5PWF4_CEBIM
OG0003049	sp|Q07654|TFF3_HUMAN	tr|A0A2K5PZ53|A0A2K5PZ53_CEBIM
OG0003050	sp|Q9Y5J9|TIM8B_HUMAN	tr|A0A2K5Q0Q9|A0A2K5Q0Q9_CEBIM
OG0003052	sp|Q8IXL6|FA20C_HUMAN	tr|A0A2K5Q9Z7|A0A2K5Q9Z7_CEBIM
OG0003053	sp|Q9HC78|ZBT20_HUMAN	tr|A0A2K5QI84|A0A2K5QI84_CEBIM
OG0003054	sp|Q8IZT6|ASPM_HUMAN	tr|A0A2K5QKC6|A0A2K5QKC6_CEBIM
OG0003055	sp|Q9UPU7|TBD2B_HUMAN	tr|A0A2K5QTB9|A0A2K5QTB9_CEBIM
OG0003056	sp|Q6PJI9|WDR59_HUMAN	tr|A0A2K5QUZ6|A0A2K5QUZ6_CEBIM
OG0003057	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A2K5QZF2|A0A2K5QZF2_CEBIM
OG0003058	sp|Q3MIN7|RGL3_HUMAN	tr|A0A2K5R0H3|A0A2K5R0H3_CEBIM
OG0003059	sp|Q13283|G3BP1_HUMAN	tr|A0A2K5R0W7|A0A2K5R0W7_CEBIM
OG0003060	sp|P33316|DUT_HUMAN	tr|A0A2K5R141|A0A2K5R141_CEBIM
OG0003061	sp|Q717R9|CYS1_HUMAN	tr|A0A2K5R1M5|A0A2K5R1M5_CEBIM
OG0003062	sp|Q9BXM7|PINK1_HUMAN	tr|A0A2K5R600|A0A2K5R600_CEBIM
OG0003063	sp|Q9HB14|KCNKD_HUMAN	tr|A0A2K5R9K7|A0A2K5R9K7_CEBIM
OG0003064	sp|Q8N4U5|T11L2_HUMAN	tr|A0A2K5RF50|A0A2K5RF50_CEBIM
OG0003065	sp|A0A1W2PS18|PMIS2_HUMAN	tr|A0A2K5RGW7|A0A2K5RGW7_CEBIM
OG0003066	sp|Q9BXC1|GP174_HUMAN	tr|A0A2K5RH29|A0A2K5RH29_CEBIM
OG0003067	sp|Q5GH72|XKR7_HUMAN	tr|A0A2K5RIE8|A0A2K5RIE8_CEBIM
OG0003068	sp|Q7Z4F1|LRP10_HUMAN	tr|A0A2K5RNU1|A0A2K5RNU1_CEBIM
OG0003069	sp|Q8N2F6|ARM10_HUMAN	tr|A0A2K5RRK3|A0A2K5RRK3_CEBIM
OG0003070	sp|O75840|KLF7_HUMAN	tr|A0A2K5RRZ6|A0A2K5RRZ6_CEBIM
OG0003071	sp|Q8N5W8|FA24B_HUMAN	tr|A0A2K5RSM9|A0A2K5RSM9_CEBIM
OG0003072	sp|Q9GZP0|PDGFD_HUMAN	tr|A0A2K5RT40|A0A2K5RT40_CEBIM
OG0003073	sp|O75439|MPPB_HUMAN	tr|A0A2K5RVS4|A0A2K5RVS4_CEBIM
OG0003074	sp|Q9H0H0|INT2_HUMAN	tr|A0A2K5S1U2|A0A2K5S1U2_CEBIM
OG0003075	sp|O95352|ATG7_HUMAN	tr|A0A2K5S2G7|A0A2K5S2G7_CEBIM
OG0003076	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A2K5S461|A0A2K5S461_CEBIM
OG0003077	sp|Q8WTR7|ZN473_HUMAN	tr|A0A2K5S4Q5|A0A2K5S4Q5_CEBIM
OG0003078	sp|P25101|EDNRA_HUMAN	tr|A0A2K5S4Y3|A0A2K5S4Y3_CEBIM
OG0003079	sp|Q99944|EGFL8_HUMAN	tr|A0A2K5SA34|A0A2K5SA34_CEBIM
OG0003080	sp|O43156|TTI1_HUMAN	tr|A0A2K5SAC1|A0A2K5SAC1_CEBIM
OG0003081	sp|P27701|CD82_HUMAN	tr|A0A2K5SEA2|A0A2K5SEA2_CEBIM
OG0003082	sp|Q14204|DYHC1_HUMAN	tr|A0A2K5SEI6|A0A2K5SEI6_CEBIM
OG0003083	sp|Q6ZNG9|KRBA2_HUMAN	tr|A0A2K5SFY8|A0A2K5SFY8_CEBIM
OG0003084	sp|P30740|ILEU_HUMAN	tr|A0A2K5SGG3|A0A2K5SGG3_CEBIM
OG0003086	sp|Q96DD7|SHSA4_HUMAN	tr|A0A2K5PD96|A0A2K5PD96_CEBIM
OG0003087	sp|Q9H8N7|ZN395_HUMAN	tr|A0A2K5PDD1|A0A2K5PDD1_CEBIM
OG0003088	sp|Q99853|FOXB1_HUMAN	tr|A0A2K5PE21|A0A2K5PE21_CEBIM
OG0003090	sp|Q9GZX9|TWSG1_HUMAN	tr|A0A2K5PGB6|A0A2K5PGB6_CEBIM
OG0003091	sp|Q9NQ75|CASS4_HUMAN	tr|A0A2K5PGL6|A0A2K5PGL6_CEBIM
OG0003092	sp|P52747|ZN143_HUMAN	tr|A0A2K5PH84|A0A2K5PH84_CEBIM
OG0003093	sp|Q6E0U4|DMKN_HUMAN	tr|A0A2K5PHW9|A0A2K5PHW9_CEBIM
OG0003094	sp|Q9UI38|TSP50_HUMAN	tr|A0A2K5PJC3|A0A2K5PJC3_CEBIM
OG0003095	sp|O60573|IF4E2_HUMAN	tr|A0A2K5PMQ4|A0A2K5PMQ4_CEBIM
OG0003096	sp|Q96P88|GNRR2_HUMAN	tr|A0A2K5PNU9|A0A2K5PNU9_CEBIM
OG0003097	sp|Q32MK0|MYLK3_HUMAN	tr|A0A2K5PP16|A0A2K5PP16_CEBIM
OG0003098	sp|Q9ULK4|MED23_HUMAN	tr|A0A2K5PPJ3|A0A2K5PPJ3_CEBIM
OG0003099	sp|P28223|5HT2A_HUMAN	tr|A0A2K5PPN5|A0A2K5PPN5_CEBIM
OG0003100	sp|Q9BW19|KIFC1_HUMAN	tr|A0A2K5PR90|A0A2K5PR90_CEBIM
OG0003101	sp|A0PJY2|FEZF1_HUMAN	tr|A0A2K5PRU5|A0A2K5PRU5_CEBIM
OG0003102	sp|Q14209|E2F2_HUMAN	tr|A0A2K5PS38|A0A2K5PS38_CEBIM
OG0003103	sp|A8MXK1|VSTM5_HUMAN	tr|A0A2K5PVG1|A0A2K5PVG1_CEBIM
OG0003104	sp|Q96BQ5|CC127_HUMAN	tr|A0A2K5PY51|A0A2K5PY51_CEBIM
OG0003105	sp|O43414|ERI3_HUMAN	tr|A0A2K5PYN0|A0A2K5PYN0_CEBIM
OG0003106	sp|Q9BXB1|LGR4_HUMAN	tr|A0A2K5Q1C9|A0A2K5Q1C9_CEBIM
OG0003107	sp|P56179|DLX6_HUMAN	tr|A0A2K5Q1N6|A0A2K5Q1N6_CEBIM
OG0003108	sp|Q9Y458|TBX22_HUMAN	tr|A0A2K5Q3Q8|A0A2K5Q3Q8_CEBIM
OG0003109	sp|Q01780|EXOSX_HUMAN	tr|A0A2K5Q5I0|A0A2K5Q5I0_CEBIM
OG0003110	sp|Q8N468|MFD4A_HUMAN	tr|A0A2K5Q834|A0A2K5Q834_CEBIM
OG0003111	sp|Q5SZL2|CE85L_HUMAN	tr|A0A2K5Q980|A0A2K5Q980_CEBIM
OG0003112	sp|O60231|DHX16_HUMAN	tr|A0A2K5QHJ3|A0A2K5QHJ3_CEBIM
OG0003113	sp|Q8N488|RYBP_HUMAN	tr|A0A2K5QIB1|A0A2K5QIB1_CEBIM
OG0003114	sp|Q9H4Z3|CAPAM_HUMAN	tr|A0A2K5QKQ1|A0A2K5QKQ1_CEBIM
OG0003115	sp|P46095|GPR6_HUMAN	tr|A0A2K5QPH7|A0A2K5QPH7_CEBIM
OG0003116	sp|Q5TA89|HES5_HUMAN	tr|A0A2K5QQY6|A0A2K5QQY6_CEBIM
OG0003117	sp|Q8WVE7|T170A_HUMAN	tr|A0A2K5R155|A0A2K5R155_CEBIM
OG0003118	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A2K5R2U2|A0A2K5R2U2_CEBIM
OG0003119	sp|Q8WXI2|CNKR2_HUMAN	tr|A0A2K5R331|A0A2K5R331_CEBIM
OG0003120	sp|Q8NFQ5|BPIB6_HUMAN	tr|A0A2K5R8Q1|A0A2K5R8Q1_CEBIM
OG0003121	sp|A8K979|ERI2_HUMAN	tr|A0A2K5R8T9|A0A2K5R8T9_CEBIM
OG0003122	sp|A7E2V4|ZSWM8_HUMAN	tr|A0A2K5RAP9|A0A2K5RAP9_CEBIM
OG0003123	sp|Q9UMR3|TBX20_HUMAN	tr|A0A2K5RCA8|A0A2K5RCA8_CEBIM
OG0003124	sp|Q6DD87|ZN787_HUMAN	tr|A0A2K5RCR5|A0A2K5RCR5_CEBIM
OG0003125	sp|Q8N6Q3|CD177_HUMAN	tr|A0A2K5RE93|A0A2K5RE93_CEBIM
OG0003126	sp|P98174|FGD1_HUMAN	tr|A0A2K5RG17|A0A2K5RG17_CEBIM
OG0003127	sp|O95396|MOCS3_HUMAN	tr|A0A2K5RKS6|A0A2K5RKS6_CEBIM
OG0003128	sp|Q9Y2R0|COA3_HUMAN	tr|A0A2K5RMH5|A0A2K5RMH5_CEBIM
OG0003129	sp|O60234|GMFG_HUMAN	tr|A0A2K5RN07|A0A2K5RN07_CEBIM
OG0003130	sp|P30040|ERP29_HUMAN	tr|A0A2K5RNN9|A0A2K5RNN9_CEBIM
OG0003131	sp|O60290|ZN862_HUMAN	tr|A0A2K5RNU7|A0A2K5RNU7_CEBIM
OG0003132	sp|Q15569|TESK1_HUMAN	tr|A0A2K5RQI8|A0A2K5RQI8_CEBIM
OG0003133	sp|Q9BQ67|GRWD1_HUMAN	tr|A0A2K5RRL7|A0A2K5RRL7_CEBIM
OG0003134	sp|Q9UKI3|VPRE3_HUMAN	tr|A0A2K5RS72|A0A2K5RS72_CEBIM
OG0003135	sp|Q9UJL9|ZF69B_HUMAN	tr|A0A2K5RSQ5|A0A2K5RSQ5_CEBIM
OG0003136	sp|Q9UKG4|S13A4_HUMAN	tr|A0A2K5RWU0|A0A2K5RWU0_CEBIM
OG0003137	sp|Q5JST6|EFHC2_HUMAN	tr|A0A2K5RZ79|A0A2K5RZ79_CEBIM
OG0003138	sp|Q9UBI6|GBG12_HUMAN	tr|A0A2K5S5Z1|A0A2K5S5Z1_CEBIM
OG0003139	sp|Q8TEA1|NSUN6_HUMAN	tr|A0A2K5SBC0|A0A2K5SBC0_CEBIM
OG0003140	sp|Q63HN8|RN213_HUMAN	tr|A0A2K5SBH3|A0A2K5SBH3_CEBIM
OG0003141	sp|Q9P0U3|SENP1_HUMAN	tr|A0A2K5SCL8|A0A2K5SCL8_CEBIM
OG0003142	sp|P07492|GRP_HUMAN	tr|A0A2K5SF22|A0A2K5SF22_CEBIM
OG0003143	sp|Q4AC99|1A1L2_HUMAN	tr|A0A2K5SH27|A0A2K5SH27_CEBIM
OG0003144	sp|O00624|NPT3_HUMAN	tr|A0A2K5SI35|A0A2K5SI35_CEBIM
OG0003145	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A2K5PB17|A0A2K5PB17_CEBIM
OG0003146	sp|Q9C0J9|BHE41_HUMAN	tr|A0A2K5PBB3|A0A2K5PBB3_CEBIM
OG0003147	sp|H3BQJ8|LY6L_HUMAN	tr|A0A2K5PC97|A0A2K5PC97_CEBIM
OG0003148	sp|Q9Y4X4|KLF12_HUMAN	tr|A0A2K5PGP6|A0A2K5PGP6_CEBIM
OG0003149	sp|P41161|ETV5_HUMAN	tr|A0A2K5PPA4|A0A2K5PPA4_CEBIM
OG0003150	sp|P60520|GBRL2_HUMAN	tr|A0A2K5PQU7|A0A2K5PQU7_CEBIM
OG0003151	sp|Q86XT9|TM219_HUMAN	tr|A0A2K5PSJ2|A0A2K5PSJ2_CEBIM
OG0003152	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A2K5PSV3|A0A2K5PSV3_CEBIM
OG0003153	sp|Q92766|RREB1_HUMAN	tr|A0A2K5PXM0|A0A2K5PXM0_CEBIM
OG0003154	sp|Q9P2C4|TM181_HUMAN	tr|A0A2K5PYP5|A0A2K5PYP5_CEBIM
OG0003155	sp|O43772|MCAT_HUMAN	tr|A0A2K5PZE4|A0A2K5PZE4_CEBIM
OG0003156	sp|Q9H0R4|HDHD2_HUMAN	tr|A0A2K5Q0E8|A0A2K5Q0E8_CEBIM
OG0003157	sp|P19419|ELK1_HUMAN	tr|A0A2K5Q1T4|A0A2K5Q1T4_CEBIM
OG0003158	sp|Q9H329|E41LB_HUMAN	tr|A0A2K5Q1X1|A0A2K5Q1X1_CEBIM
OG0003159	sp|Q6IS24|GLT17_HUMAN	tr|A0A2K5Q3U9|A0A2K5Q3U9_CEBIM
OG0003160	sp|Q9NVN8|GNL3L_HUMAN	tr|A0A2K5Q408|A0A2K5Q408_CEBIM
OG0003161	sp|P10745|RET3_HUMAN	tr|A0A2K5Q9Q2|A0A2K5Q9Q2_CEBIM
OG0003162	sp|P06340|DOA_HUMAN	tr|A0A2K5QAA1|A0A2K5QAA1_CEBIM
OG0003163	sp|Q7L0R7|RNF44_HUMAN	tr|A0A2K5QBK7|A0A2K5QBK7_CEBIM
OG0003164	sp|Q9P227|RHG23_HUMAN	tr|A0A2K5QFN8|A0A2K5QFN8_CEBIM
OG0003165	sp|Q9NQE7|TSSP_HUMAN	tr|A0A2K5QG03|A0A2K5QG03_CEBIM
OG0003166	sp|O95932|TGM3L_HUMAN	tr|A0A2K5QJD8|A0A2K5QJD8_CEBIM
OG0003167	sp|Q9BXK5|B2L13_HUMAN	tr|A0A2K5QKW3|A0A2K5QKW3_CEBIM
OG0003168	sp|P08567|PLEK_HUMAN	tr|A0A2K5QNL9|A0A2K5QNL9_CEBIM
OG0003169	sp|Q9UJA5|TRM6_HUMAN	tr|A0A2K5QQR0|A0A2K5QQR0_CEBIM
OG0003170	sp|Q03112|MECOM_HUMAN	tr|A0A2K5QRZ4|A0A2K5QRZ4_CEBIM
OG0003171	sp|Q9UGP4|LIMD1_HUMAN	tr|A0A2K5QS76|A0A2K5QS76_CEBIM
OG0003172	sp|Q9BV23|ABHD6_HUMAN	tr|A0A2K5QTU3|A0A2K5QTU3_CEBIM
OG0003173	sp|P35557|HXK4_HUMAN	tr|A0A2K5QX09|A0A2K5QX09_CEBIM
OG0003174	sp|Q5W0A0|ERI6B_HUMAN	tr|A0A2K5QYH8|A0A2K5QYH8_CEBIM
OG0003175	sp|O75602|SPAG6_HUMAN	tr|A0A2K5R2N3|A0A2K5R2N3_CEBIM
OG0003176	sp|P43378|PTN9_HUMAN	tr|A0A2K5R3D8|A0A2K5R3D8_CEBIM
OG0003177	sp|Q8TAX0|OSR1_HUMAN	tr|A0A2K5R3M7|A0A2K5R3M7_CEBIM
OG0003178	sp|P60981|DEST_HUMAN	tr|A0A2K5R502|A0A2K5R502_CEBIM
OG0003179	sp|Q03113|GNA12_HUMAN	tr|A0A2K5R554|A0A2K5R554_CEBIM
OG0003180	sp|O15520|FGF10_HUMAN	tr|A0A2K5RA75|A0A2K5RA75_CEBIM
OG0003181	sp|Q9UKJ3|GPTC8_HUMAN	tr|A0A2K5RC95|A0A2K5RC95_CEBIM
OG0003182	sp|Q9Y6N9|USH1C_HUMAN	tr|A0A2K5RD61|A0A2K5RD61_CEBIM
OG0003183	sp|O14904|WNT9A_HUMAN	tr|A0A2K5RDZ6|A0A2K5RDZ6_CEBIM
OG0003184	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A2K5RFM7|A0A2K5RFM7_CEBIM
OG0003185	sp|Q7LBC6|KDM3B_HUMAN	tr|A0A2K5RG15|A0A2K5RG15_CEBIM
