Orthogroup	Homo_sapiens	Neotoma_lepida
OG0007058	sp|Q96IL0|COA8_HUMAN	tr|A0A1A6GHC6|A0A1A6GHC6_NEOLE
OG0007059	sp|Q96PD6|MOGT1_HUMAN	tr|A0A1A6HGT7|A0A1A6HGT7_NEOLE
OG0007060	sp|Q96SZ4|ZSC10_HUMAN	tr|A0A1A6HVX0|A0A1A6HVX0_NEOLE
OG0007061	sp|Q99453|PHX2B_HUMAN	tr|A0A1A6GTK5|A0A1A6GTK5_NEOLE
OG0007062	sp|Q99932|SPAG8_HUMAN	tr|A0A1A6I0G8|A0A1A6I0G8_NEOLE
OG0007063	sp|Q9BYN7|ZN341_HUMAN	tr|A0A1A6H7G3|A0A1A6H7G3_NEOLE
OG0007064	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A1A6GLU4|A0A1A6GLU4_NEOLE
OG0007065	sp|Q9NQ50|RM40_HUMAN	tr|A0A1A6GBD2|A0A1A6GBD2_NEOLE
OG0007066	sp|Q9NQV6|PRD10_HUMAN	tr|A0A1A6HJN5|A0A1A6HJN5_NEOLE
OG0007067	sp|Q9NRX4|PHP14_HUMAN	tr|A0A1A6GTK2|A0A1A6GTK2_NEOLE
OG0007068	sp|Q9NVH6|TMLH_HUMAN	tr|A0A1A6HLC5|A0A1A6HLC5_NEOLE
OG0007069	sp|Q9P2R6|RERE_HUMAN	tr|A0A1A6HAQ5|A0A1A6HAQ5_NEOLE
OG0007070	sp|Q9UID6|ZN639_HUMAN	tr|A0A1A6GNB6|A0A1A6GNB6_NEOLE
OG0007071	sp|Q9UJH8|METRN_HUMAN	tr|A0A1A6HXE7|A0A1A6HXE7_NEOLE
OG0007072	sp|Q9UJQ7|SCP2D_HUMAN	tr|A0A1A6HI56|A0A1A6HI56_NEOLE
OG0007073	sp|Q9Y448|SKAP_HUMAN	tr|A0A1A6H4P1|A0A1A6H4P1_NEOLE
OG0007074	sp|A6NEL2|SWAHB_HUMAN	tr|A0A1A6GUK1|A0A1A6GUK1_NEOLE
OG0007075	sp|A6NGC4|TLCD2_HUMAN	tr|A0A1A6HZD0|A0A1A6HZD0_NEOLE
OG0007076	sp|O60512|B4GT3_HUMAN	tr|A0A1A6HX04|A0A1A6HX04_NEOLE
OG0007077	sp|O60725|ICMT_HUMAN	tr|A0A1A6HSY7|A0A1A6HSY7_NEOLE
OG0007078	sp|O75940|SPF30_HUMAN	tr|A0A1A6H4X7|A0A1A6H4X7_NEOLE
OG0007079	sp|O95096|NKX22_HUMAN	tr|A0A1A6FZQ1|A0A1A6FZQ1_NEOLE
OG0007080	sp|P32019|I5P2_HUMAN	tr|A0A1A6HTV5|A0A1A6HTV5_NEOLE
OG0007081	sp|P32321|DCTD_HUMAN	tr|A0A1A6HY42|A0A1A6HY42_NEOLE
OG0007082	sp|P42336|PK3CA_HUMAN	tr|A0A1A6HR53|A0A1A6HR53_NEOLE
OG0007083	sp|P54136|SYRC_HUMAN	tr|A0A1A6G4A5|A0A1A6G4A5_NEOLE
OG0007084	sp|P58004|SESN2_HUMAN	tr|A0A1A6FY69|A0A1A6FY69_NEOLE
OG0007085	sp|P60568|IL2_HUMAN	tr|A0A1A6GQH7|A0A1A6GQH7_NEOLE
OG0007086	sp|P78364|PHC1_HUMAN	tr|A0A1A6FX64|A0A1A6FX64_NEOLE
OG0007087	sp|Q03112|MECOM_HUMAN	tr|A0A1A6HZF1|A0A1A6HZF1_NEOLE
OG0007088	sp|Q03167|TGBR3_HUMAN	tr|A0A1A6HV86|A0A1A6HV86_NEOLE
OG0007089	sp|Q06203|PUR1_HUMAN	tr|A0A1A6GQ84|A0A1A6GQ84_NEOLE
OG0007090	sp|Q06265|EXOS9_HUMAN	tr|A0A1A6GXN5|A0A1A6GXN5_NEOLE
OG0007091	sp|Q12962|TAF10_HUMAN	tr|A0A1A6HQN7|A0A1A6HQN7_NEOLE
OG0007092	sp|Q5EB52|MEST_HUMAN	tr|A0A1A6HLU8|A0A1A6HLU8_NEOLE
OG0007093	sp|Q5T089|MORN1_HUMAN	tr|A0A1A6HRE3|A0A1A6HRE3_NEOLE
OG0007094	sp|Q5T7W7|TSTD2_HUMAN	tr|A0A1A6G118|A0A1A6G118_NEOLE
OG0007095	sp|Q5TC63|GRTP1_HUMAN	tr|A0A1A6HR39|A0A1A6HR39_NEOLE
OG0007096	sp|Q5VYS4|MEDAG_HUMAN	tr|A0A1A6GLZ4|A0A1A6GLZ4_NEOLE
OG0007097	sp|Q6NYC8|PPR18_HUMAN	tr|A0A1A6HAF3|A0A1A6HAF3_NEOLE
OG0007098	sp|Q6P161|RM54_HUMAN	tr|A0A1A6G3C5|A0A1A6G3C5_NEOLE
OG0007099	sp|Q6P9F7|LRC8B_HUMAN	tr|A0A1A6GGC5|A0A1A6GGC5_NEOLE
OG0007100	sp|Q6UWP7|LCLT1_HUMAN	tr|A0A1A6GQX7|A0A1A6GQX7_NEOLE
OG0007101	sp|Q6ZTZ1|MSD1_HUMAN	tr|A0A1A6HA84|A0A1A6HA84_NEOLE
OG0007102	sp|Q86SU0|ILDR1_HUMAN	tr|A0A1A6HVX7|A0A1A6HVX7_NEOLE
OG0007103	sp|Q8NF91|SYNE1_HUMAN	tr|A0A1A6GVC3|A0A1A6GVC3_NEOLE
OG0007104	sp|Q8NI37|PPTC7_HUMAN	tr|A0A1A6G0B0|A0A1A6G0B0_NEOLE
OG0007105	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A1A6H575|A0A1A6H575_NEOLE
OG0007106	sp|Q8WZ60|KLHL6_HUMAN	tr|A0A1A6G1W1|A0A1A6G1W1_NEOLE
OG0007107	sp|Q969S6|TM203_HUMAN	tr|A0A1A6GRK6|A0A1A6GRK6_NEOLE
OG0007108	sp|Q96BD8|SKA1_HUMAN	tr|A0A1A6HKJ0|A0A1A6HKJ0_NEOLE
OG0007109	sp|Q96J92|WNK4_HUMAN	tr|A0A1A6GM31|A0A1A6GM31_NEOLE
OG0007110	sp|Q9BQD3|KXDL1_HUMAN	tr|A0A1A6GFQ9|A0A1A6GFQ9_NEOLE
OG0007111	sp|Q9NUD9|PIGV_HUMAN	tr|A0A1A6GBH6|A0A1A6GBH6_NEOLE
OG0007112	sp|Q9NUS5|AP5S1_HUMAN	tr|A0A1A6H5R4|A0A1A6H5R4_NEOLE
OG0007113	sp|Q9NW82|WDR70_HUMAN	tr|A0A1A6HJA0|A0A1A6HJA0_NEOLE
OG0007114	sp|Q9NXB0|MKS1_HUMAN	tr|A0A1A6I101|A0A1A6I101_NEOLE
OG0007115	sp|Q9NYY1|IL20_HUMAN	tr|A0A1A6GNH7|A0A1A6GNH7_NEOLE
OG0007116	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A1A6GG88|A0A1A6GG88_NEOLE
OG0007117	sp|Q9P2D7|DYH1_HUMAN	tr|A0A1A6G290|A0A1A6G290_NEOLE
OG0007118	sp|Q9P2Y5|UVRAG_HUMAN	tr|A0A1A6H2C6|A0A1A6H2C6_NEOLE
OG0007119	sp|Q9UKS7|IKZF2_HUMAN	tr|A0A1A6GYZ1|A0A1A6GYZ1_NEOLE
OG0007120	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A1A6HX14|A0A1A6HX14_NEOLE
OG0007121	sp|Q9ULR3|PPM1H_HUMAN	tr|A0A1A6GWL0|A0A1A6GWL0_NEOLE
OG0007122	sp|Q9UM13|APC10_HUMAN	tr|A0A1A6GI45|A0A1A6GI45_NEOLE
OG0007123	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A1A6HSQ2|A0A1A6HSQ2_NEOLE
OG0007124	sp|A0A1B0GTK4|F237A_HUMAN	tr|A0A1A6GVP9|A0A1A6GVP9_NEOLE
OG0007125	sp|A2VCK2|DCD2B_HUMAN	tr|A0A1A6HCI7|A0A1A6HCI7_NEOLE
OG0007126	sp|B7Z1M9|C2D4D_HUMAN	tr|A0A1A6HCX7|A0A1A6HCX7_NEOLE
OG0007127	sp|O14669|TMG2_HUMAN	tr|A0A1A6H857|A0A1A6H857_NEOLE
OG0007128	sp|O15392|BIRC5_HUMAN	tr|A0A1A6H4U5|A0A1A6H4U5_NEOLE
OG0007129	sp|O43557|TNF14_HUMAN	tr|A0A1A6HIB5|A0A1A6HIB5_NEOLE
OG0007131	sp|O95801|TTC4_HUMAN	tr|A0A1A6GGK6|A0A1A6GGK6_NEOLE
OG0007132	sp|P04053|TDT_HUMAN	tr|A0A1A6H3C9|A0A1A6H3C9_NEOLE
OG0007133	sp|P05198|IF2A_HUMAN	tr|A0A1A6H7V2|A0A1A6H7V2_NEOLE
OG0007135	sp|P10745|RET3_HUMAN	tr|A0A1A6FVB8|A0A1A6FVB8_NEOLE
OG0007136	sp|P16435|NCPR_HUMAN	tr|A0A1A6GT84|A0A1A6GT84_NEOLE
OG0007137	sp|P17658|KCNA6_HUMAN	tr|A0A1A6GEV4|A0A1A6GEV4_NEOLE
OG0007138	sp|P27707|DCK_HUMAN	tr|A0A1A6H3G2|A0A1A6H3G2_NEOLE
OG0007139	sp|P30874|SSR2_HUMAN	tr|A0A1A6GZZ2|A0A1A6GZZ2_NEOLE
OG0007140	sp|P37287|PIGA_HUMAN	tr|A0A1A6GYP1|A0A1A6GYP1_NEOLE
OG0007141	sp|P46776|RL27A_HUMAN	tr|A0A1A6G3Q2|A0A1A6G3Q2_NEOLE
OG0007142	sp|P48023|TNFL6_HUMAN	tr|A0A1A6GQ55|A0A1A6GQ55_NEOLE
OG0007143	sp|P53611|PGTB2_HUMAN	tr|A0A1A6HJZ8|A0A1A6HJZ8_NEOLE
OG0007144	sp|P62072|TIM10_HUMAN	tr|A0A1A6HJP3|A0A1A6HJP3_NEOLE
OG0007145	sp|P78545|ELF3_HUMAN	tr|A0A1A6GWB3|A0A1A6GWB3_NEOLE
OG0007146	sp|Q04637|IF4G1_HUMAN	tr|A0A1A6GYZ8|A0A1A6GYZ8_NEOLE
OG0007147	sp|Q07326|PIGF_HUMAN	tr|A0A1A6GSU8|A0A1A6GSU8_NEOLE
OG0007148	sp|Q13432|U119A_HUMAN	tr|A0A1A6GNW3|A0A1A6GNW3_NEOLE
OG0007149	sp|Q13433|S39A6_HUMAN	tr|A0A1A6GFB5|A0A1A6GFB5_NEOLE
OG0007150	sp|Q16613|SNAT_HUMAN	tr|A0A1A6H6A9|A0A1A6H6A9_NEOLE
OG0007151	sp|Q3B7J2|GFOD2_HUMAN	tr|A0A1A6FYW7|A0A1A6FYW7_NEOLE
OG0007152	sp|Q5T655|CFA58_HUMAN	tr|A0A1A6GT39|A0A1A6GT39_NEOLE
OG0007153	sp|Q5VYK3|ECM29_HUMAN	tr|A0A1A6GWA1|A0A1A6GWA1_NEOLE
OG0007154	sp|Q6NVV7|CDPF1_HUMAN	tr|A0A1A6HDQ5|A0A1A6HDQ5_NEOLE
OG0007155	sp|Q6PJW8|CNST_HUMAN	tr|A0A1A6GMM8|A0A1A6GMM8_NEOLE
OG0007156	sp|Q6UXD5|SE6L2_HUMAN	tr|A0A1A6FVH0|A0A1A6FVH0_NEOLE
OG0007157	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A1A6GWR1|A0A1A6GWR1_NEOLE
OG0007158	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A1A6GY29|A0A1A6GY29_NEOLE
OG0007159	sp|Q8N300|SVBP_HUMAN	tr|A0A1A6HKN6|A0A1A6HKN6_NEOLE
OG0007160	sp|Q8TF39|ZN483_HUMAN	tr|A0A1A6GXB6|A0A1A6GXB6_NEOLE
OG0007161	sp|Q8WXI3|ASB10_HUMAN	tr|A0A1A6HKD1|A0A1A6HKD1_NEOLE
OG0007162	sp|Q92949|FOXJ1_HUMAN	tr|A0A1A6H452|A0A1A6H452_NEOLE
OG0007163	sp|Q969X0|RIPL2_HUMAN	tr|A0A1A6GRI8|A0A1A6GRI8_NEOLE
OG0007164	sp|Q96A44|SPSB4_HUMAN	tr|A0A1A6GCH9|A0A1A6GCH9_NEOLE
OG0007165	sp|Q96A57|TM230_HUMAN	tr|A0A1A6H2H2|A0A1A6H2H2_NEOLE
OG0007166	sp|Q96MV1|TLCD4_HUMAN	tr|A0A1A6H7P9|A0A1A6H7P9_NEOLE
OG0007167	sp|Q96N66|MBOA7_HUMAN	tr|A0A1A6FW49|A0A1A6FW49_NEOLE
OG0007168	sp|Q96T76|MMS19_HUMAN	tr|A0A1A6GH22|A0A1A6GH22_NEOLE
OG0007169	sp|Q99750|MDFI_HUMAN	tr|A0A1A6GHE1|A0A1A6GHE1_NEOLE
OG0007170	sp|Q99836|MYD88_HUMAN	tr|A0A1A6H9X8|A0A1A6H9X8_NEOLE
OG0007171	sp|Q9BQI5|SGIP1_HUMAN	tr|A0A1A6HKE2|A0A1A6HKE2_NEOLE
OG0007172	sp|Q9BV20|MTNA_HUMAN	tr|A0A1A6H8K7|A0A1A6H8K7_NEOLE
OG0007173	sp|Q9BXW7|HDHD5_HUMAN	tr|A0A1A6HGY2|A0A1A6HGY2_NEOLE
OG0007174	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A1A6HWQ7|A0A1A6HWQ7_NEOLE
OG0007175	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A1A6H2A8|A0A1A6H2A8_NEOLE
OG0007176	sp|Q9H9T3|ELP3_HUMAN	tr|A0A1A6GV25|A0A1A6GV25_NEOLE
OG0007177	sp|Q9NST1|PLPL3_HUMAN	tr|A0A1A6G4E5|A0A1A6G4E5_NEOLE
OG0007178	sp|Q9NYP3|DONS_HUMAN	tr|A0A1A6GPE8|A0A1A6GPE8_NEOLE
OG0007179	sp|Q9P2G1|AKIB1_HUMAN	tr|A0A1A6GJA3|A0A1A6GJA3_NEOLE
OG0007180	sp|Q9UFE4|CCD39_HUMAN	tr|A0A1A6HHC7|A0A1A6HHC7_NEOLE
OG0007181	sp|Q9UJW0|DCTN4_HUMAN	tr|A0A1A6HB63|A0A1A6HB63_NEOLE
OG0007182	sp|Q9Y240|CLC11_HUMAN	tr|A0A1A6HX68|A0A1A6HX68_NEOLE
OG0007183	sp|O00442|RTCA_HUMAN	tr|A0A1A6FWT7|A0A1A6FWT7_NEOLE
OG0007184	sp|O15049|N4BP3_HUMAN	tr|A0A1A6HYV3|A0A1A6HYV3_NEOLE
OG0007185	sp|O60479|DLX3_HUMAN	tr|A0A1A6HIF9|A0A1A6HIF9_NEOLE
OG0007186	sp|O60503|ADCY9_HUMAN	tr|A0A1A6GX04|A0A1A6GX04_NEOLE
OG0007187	sp|O60683|PEX10_HUMAN	tr|A0A1A6HQT6|A0A1A6HQT6_NEOLE
OG0007188	sp|O94763|RMP_HUMAN	tr|A0A1A6HEA0|A0A1A6HEA0_NEOLE
OG0007189	sp|P0CW23|AKAI1_HUMAN	tr|A0A1A6GJK5|A0A1A6GJK5_NEOLE
OG0007190	sp|P11310|ACADM_HUMAN	tr|A0A1A6HHE7|A0A1A6HHE7_NEOLE
OG0007191	sp|P35346|SSR5_HUMAN	tr|A0A1A6HLA2|A0A1A6HLA2_NEOLE
OG0007192	sp|P35408|PE2R4_HUMAN	tr|A0A1A6HEN5|A0A1A6HEN5_NEOLE
OG0007193	sp|P40818|UBP8_HUMAN	tr|A0A1A6HWN6|A0A1A6HWN6_NEOLE
OG0007194	sp|Q06828|FMOD_HUMAN	tr|A0A1A6HBX7|A0A1A6HBX7_NEOLE
OG0007195	sp|Q12830|BPTF_HUMAN	tr|A0A1A6HFM4|A0A1A6HFM4_NEOLE
OG0007196	sp|Q14032|BAAT_HUMAN	tr|A0A1A6GUY7|A0A1A6GUY7_NEOLE
OG0007197	sp|Q3KR16|PKHG6_HUMAN	tr|A0A1A6GID5|A0A1A6GID5_NEOLE
OG0007198	sp|Q53F19|NCBP3_HUMAN	tr|A0A1A6GSL3|A0A1A6GSL3_NEOLE
OG0007200	sp|Q6NZI2|CAVN1_HUMAN	tr|A0A1A6GHP4|A0A1A6GHP4_NEOLE
OG0007201	sp|Q6VY07|PACS1_HUMAN	tr|A0A1A6GTN9|A0A1A6GTN9_NEOLE
OG0007202	sp|Q6ZN01|MASTR_HUMAN	tr|A0A1A6G3K4|A0A1A6G3K4_NEOLE
OG0007203	sp|Q8IV32|CCD71_HUMAN	tr|A0A1A6H0Y6|A0A1A6H0Y6_NEOLE
OG0007204	sp|Q8IWV8|UBR2_HUMAN	tr|A0A1A6GJK3|A0A1A6GJK3_NEOLE
OG0007205	sp|Q8N0T1|RBIS_HUMAN	tr|A0A1A6H244|A0A1A6H244_NEOLE
OG0007206	sp|Q8N0X7|SPART_HUMAN	tr|A0A1A6GBU1|A0A1A6GBU1_NEOLE
OG0007207	sp|Q8N680|ZBTB2_HUMAN	tr|A0A1A6H7D0|A0A1A6H7D0_NEOLE
OG0007208	sp|Q8TDV5|GP119_HUMAN	tr|A0A1A6HL70|A0A1A6HL70_NEOLE
OG0007209	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A1A6G466|A0A1A6G466_NEOLE
OG0007210	sp|Q96G21|IMP4_HUMAN	tr|A0A1A6H7D1|A0A1A6H7D1_NEOLE
OG0007211	sp|Q96H22|CENPN_HUMAN	tr|A0A1A6H8T4|A0A1A6H8T4_NEOLE
OG0007212	sp|Q96IQ7|VSIG2_HUMAN	tr|A0A1A6HVI6|A0A1A6HVI6_NEOLE
OG0007213	sp|Q96KN1|LRAT2_HUMAN	tr|A0A1A6H7Y1|A0A1A6H7Y1_NEOLE
OG0007214	sp|Q96LA8|ANM6_HUMAN	tr|A0A1A6HUF3|A0A1A6HUF3_NEOLE
OG0007215	sp|Q96MN5|TEAN2_HUMAN	tr|A0A1A6HFG0|A0A1A6HFG0_NEOLE
OG0007216	sp|Q9BUE6|ISCA1_HUMAN	tr|A0A1A6H3I5|A0A1A6H3I5_NEOLE
OG0007217	sp|Q9BWT1|CDCA7_HUMAN	tr|A0A1A6HJM3|A0A1A6HJM3_NEOLE
OG0007218	sp|Q9BXG8|SPZ1_HUMAN	tr|A0A1A6HVQ6|A0A1A6HVQ6_NEOLE
OG0007219	sp|Q9BXJ4|C1QT3_HUMAN	tr|A0A1A6FZ67|A0A1A6FZ67_NEOLE
OG0007220	sp|Q9C0E2|XPO4_HUMAN	tr|A0A1A6G354|A0A1A6G354_NEOLE
OG0007221	sp|Q9GZS0|DNAI2_HUMAN	tr|A0A1A6GZZ6|A0A1A6GZZ6_NEOLE
OG0007222	sp|Q9HBV1|POPD3_HUMAN	tr|A0A1A6GJ15|A0A1A6GJ15_NEOLE
OG0007223	sp|Q9NQ84|GPC5C_HUMAN	tr|A0A1A6GYD3|A0A1A6GYD3_NEOLE
OG0007224	sp|Q9NQW6|ANLN_HUMAN	tr|A0A1A6GPI5|A0A1A6GPI5_NEOLE
OG0007225	sp|Q9NXH3|PP14D_HUMAN	tr|A0A1A6H4R2|A0A1A6H4R2_NEOLE
OG0007226	sp|Q9NXJ0|M4A12_HUMAN	tr|A0A1A6FYU8|A0A1A6FYU8_NEOLE
OG0007227	sp|Q9NYT0|PLEK2_HUMAN	tr|A0A1A6H8J3|A0A1A6H8J3_NEOLE
OG0007228	sp|Q9NZD1|GPC5D_HUMAN	tr|A0A1A6HYP3|A0A1A6HYP3_NEOLE
OG0007229	sp|Q9UG56|PISD_HUMAN	tr|A0A1A6HEK9|A0A1A6HEK9_NEOLE
OG0007230	sp|Q9Y3C6|PPIL1_HUMAN	tr|A0A1A6I0E3|A0A1A6I0E3_NEOLE
OG0007231	sp|A1KXE4|F168B_HUMAN	tr|A0A1A6G196|A0A1A6G196_NEOLE
OG0007232	sp|A6NNW6|ENO4_HUMAN	tr|A0A1A6GIT7|A0A1A6GIT7_NEOLE
OG0007233	sp|O43903|GAS2_HUMAN	tr|A0A1A6GWN2|A0A1A6GWN2_NEOLE
OG0007234	sp|O95076|ALX3_HUMAN	tr|A0A1A6GZ21|A0A1A6GZ21_NEOLE
OG0007235	sp|O95260|ATE1_HUMAN	tr|A0A1A6HWB2|A0A1A6HWB2_NEOLE
OG0007236	sp|O95391|SLU7_HUMAN	tr|A0A1A6HKI9|A0A1A6HKI9_NEOLE
OG0007237	sp|P02745|C1QA_HUMAN	tr|A0A1A6G440|A0A1A6G440_NEOLE
OG0007238	sp|P11474|ERR1_HUMAN	tr|A0A1A6HTH7|A0A1A6HTH7_NEOLE
OG0007239	sp|P17098|ZNF8_HUMAN	tr|A0A1A6GXJ8|A0A1A6GXJ8_NEOLE
OG0007240	sp|P30518|V2R_HUMAN	tr|A0A1A6GKQ8|A0A1A6GKQ8_NEOLE
OG0007241	sp|P31275|HXC12_HUMAN	tr|A0A1A6HIB6|A0A1A6HIB6_NEOLE
OG0007242	sp|P35247|SFTPD_HUMAN	tr|A0A1A6GV59|A0A1A6GV59_NEOLE
OG0007243	sp|Q13387|JIP2_HUMAN	tr|A0A1A6H414|A0A1A6H414_NEOLE
OG0007244	sp|Q14159|SPIDR_HUMAN	tr|A0A1A6HJL6|A0A1A6HJL6_NEOLE
OG0007245	sp|Q14296|FASTK_HUMAN	tr|A0A1A6HLV6|A0A1A6HLV6_NEOLE
OG0007246	sp|Q14995|NR1D2_HUMAN	tr|A0A1A6H6Q8|A0A1A6H6Q8_NEOLE
OG0007247	sp|Q2MV58|TECT1_HUMAN	tr|A0A1A6FY64|A0A1A6FY64_NEOLE
OG0007248	sp|Q5T2D3|OTUD3_HUMAN	tr|A0A1A6GEY1|A0A1A6GEY1_NEOLE
OG0007249	sp|Q5TC12|ATPF1_HUMAN	tr|A0A1A6HQC1|A0A1A6HQC1_NEOLE
OG0007250	sp|Q68CZ1|FTM_HUMAN	tr|A0A1A6GH15|A0A1A6GH15_NEOLE
OG0007251	sp|Q6UWS5|PT117_HUMAN	tr|A0A1A6HDZ6|A0A1A6HDZ6_NEOLE
OG0007252	sp|Q6ZN30|BNC2_HUMAN	tr|A0A1A6GQQ5|A0A1A6GQQ5_NEOLE
OG0007253	sp|Q6ZSB9|ZBT49_HUMAN	tr|A0A1A6GU02|A0A1A6GU02_NEOLE
OG0007254	sp|Q6ZW05|PTHD4_HUMAN	tr|A0A1A6HID3|A0A1A6HID3_NEOLE
OG0007255	sp|Q7Z2Y5|NRK_HUMAN	tr|A0A1A6HFZ3|A0A1A6HFZ3_NEOLE
OG0007256	sp|Q86UT8|CATAC_HUMAN	tr|A0A1A6FY48|A0A1A6FY48_NEOLE
OG0007257	sp|Q86WN2|IFNE_HUMAN	tr|A0A1A6H5T4|A0A1A6H5T4_NEOLE
OG0007258	sp|Q8IV04|TB10C_HUMAN	tr|A0A1A6H2R6|A0A1A6H2R6_NEOLE
OG0007259	sp|Q8IWZ8|SUGP1_HUMAN	tr|A0A1A6FYZ5|A0A1A6FYZ5_NEOLE
OG0007260	sp|Q8IXP5|OCAT1_HUMAN	tr|A0A1A6H6H4|A0A1A6H6H4_NEOLE
OG0007261	sp|Q8N370|LAT4_HUMAN	tr|A0A1A6HYQ2|A0A1A6HYQ2_NEOLE
OG0007262	sp|Q8NA03|FSIP1_HUMAN	tr|A0A1A6H4T5|A0A1A6H4T5_NEOLE
OG0007263	sp|Q8NDX6|ZN740_HUMAN	tr|A0A1A6HGG8|A0A1A6HGG8_NEOLE
OG0007264	sp|Q96B45|BORC7_HUMAN	tr|A0A1A6GV36|A0A1A6GV36_NEOLE
OG0007265	sp|Q96JE7|SC16B_HUMAN	tr|A0A1A6FW36|A0A1A6FW36_NEOLE
OG0007266	sp|Q96NT3|GUCD1_HUMAN	tr|A0A1A6HW70|A0A1A6HW70_NEOLE
OG0007267	sp|Q9C0H9|SRCN1_HUMAN	tr|A0A1A6HG66|A0A1A6HG66_NEOLE
OG0007268	sp|Q9H4A5|GLP3L_HUMAN	tr|A0A1A6HL28|A0A1A6HL28_NEOLE
OG0007269	sp|Q9NQ79|CRAC1_HUMAN	tr|A0A1A6GH91|A0A1A6GH91_NEOLE
OG0007270	sp|Q9NQQ7|S35C2_HUMAN	tr|A0A1A6HS92|A0A1A6HS92_NEOLE
OG0007271	sp|Q9NRM6|I17RB_HUMAN	tr|A0A1A6FU58|A0A1A6FU58_NEOLE
OG0007272	sp|Q9NWW7|CB042_HUMAN	tr|A0A1A6HS60|A0A1A6HS60_NEOLE
OG0007273	sp|Q9P0V3|SH3B4_HUMAN	tr|A0A1A6HS64|A0A1A6HS64_NEOLE
OG0007274	sp|Q9P2S6|ANKY1_HUMAN	tr|A0A1A6HSK5|A0A1A6HSK5_NEOLE
OG0007275	sp|Q9UGB7|MIOX_HUMAN	tr|A0A1A6H619|A0A1A6H619_NEOLE
OG0007276	sp|Q9UQV4|LAMP3_HUMAN	tr|A0A1A6G1J9|A0A1A6G1J9_NEOLE
OG0007277	sp|Q9Y316|MEMO1_HUMAN	tr|A0A1A6GQ42|A0A1A6GQ42_NEOLE
OG0007278	sp|Q9Y4H4|GPSM3_HUMAN	tr|A0A1A6G2N3|A0A1A6G2N3_NEOLE
OG0007279	tr|A0A1B0GTJ6|A0A1B0GTJ6_HUMAN	tr|A0A1A6G2D3|A0A1A6G2D3_NEOLE
OG0007281	sp|E5RJM6|ANR65_HUMAN	tr|A0A1A6GMK5|A0A1A6GMK5_NEOLE
OG0007282	sp|O14737|PDCD5_HUMAN	tr|A0A1A6HGX2|A0A1A6HGX2_NEOLE
OG0007283	sp|O14828|SCAM3_HUMAN	tr|A0A1A6HZG3|A0A1A6HZG3_NEOLE
OG0007284	sp|O14933|UB2L6_HUMAN	tr|A0A1A6HIZ3|A0A1A6HIZ3_NEOLE
OG0007285	sp|O15040|TCPR2_HUMAN	tr|A0A1A6GHF9|A0A1A6GHF9_NEOLE
OG0007286	sp|O15273|TELT_HUMAN	tr|A0A1A6HL91|A0A1A6HL91_NEOLE
OG0007287	sp|O60266|ADCY3_HUMAN	tr|A0A1A6HJB7|A0A1A6HJB7_NEOLE
OG0007288	sp|O60308|CE104_HUMAN	tr|A0A1A6HFB8|A0A1A6HFB8_NEOLE
OG0007289	sp|O60487|MPZL2_HUMAN	tr|A0A1A6FZB1|A0A1A6FZB1_NEOLE
OG0007290	sp|O75140|DEPD5_HUMAN	tr|A0A1A6HEL4|A0A1A6HEL4_NEOLE
OG0007291	sp|O94903|PLPHP_HUMAN	tr|A0A1A6GR17|A0A1A6GR17_NEOLE
OG0007292	sp|P0C6A0|ZGLP1_HUMAN	tr|A0A1A6HN84|A0A1A6HN84_NEOLE
OG0007293	sp|P13473|LAMP2_HUMAN	tr|A0A1A6HFQ4|A0A1A6HFQ4_NEOLE
OG0007294	sp|P20941|PHOS_HUMAN	tr|A0A1A6H1Y2|A0A1A6H1Y2_NEOLE
OG0007295	sp|P25100|ADA1D_HUMAN	tr|A0A1A6H3R6|A0A1A6H3R6_NEOLE
OG0007296	sp|P28340|DPOD1_HUMAN	tr|A0A1A6HXU5|A0A1A6HXU5_NEOLE
OG0007297	sp|P29084|T2EB_HUMAN	tr|A0A1A6HJY2|A0A1A6HJY2_NEOLE
OG0007298	sp|P42696|RBM34_HUMAN	tr|A0A1A6GLY2|A0A1A6GLY2_NEOLE
OG0007299	sp|Q05469|LIPS_HUMAN	tr|A0A1A6H4T2|A0A1A6H4T2_NEOLE
OG0007300	sp|Q05932|FOLC_HUMAN	tr|A0A1A6GSG0|A0A1A6GSG0_NEOLE
OG0007301	sp|Q06495|NPT2A_HUMAN	tr|A0A1A6GI94|A0A1A6GI94_NEOLE
OG0007302	sp|Q12951|FOXI1_HUMAN	tr|A0A1A6GNX9|A0A1A6GNX9_NEOLE
OG0007303	sp|Q14152|EIF3A_HUMAN	tr|A0A1A6GSC1|A0A1A6GSC1_NEOLE
OG0007304	sp|Q14956|GPNMB_HUMAN	tr|A0A1A6H0S4|A0A1A6H0S4_NEOLE
