Orthogroup	Homo_sapiens	Bos_mutus
OG0001439	sp|O95685|PPR3D_HUMAN, sp|Q9H7J1|PPR3E_HUMAN, sp|B7ZBB8|PP13G_HUMAN	tr|L8HLN1|L8HLN1_9CETA
OG0001440	sp|Q96AD5|PLPL2_HUMAN, sp|Q7Z6Z6|PLPL5_HUMAN, sp|Q9NST1|PLPL3_HUMAN	tr|L8IKJ0|L8IKJ0_9CETA
OG0001441	sp|P51878|CASP5_HUMAN, sp|P49662|CASP4_HUMAN, sp|Q6UXS9|CASPC_HUMAN	tr|L8J4R0|L8J4R0_9CETA
OG0001442	sp|A0A539|TVB42_HUMAN, sp|A0A589|TVB43_HUMAN, sp|A0A577|TVB41_HUMAN	tr|L8HJX3|L8HJX3_9CETA
OG0001443	sp|P30556|AGTR1_HUMAN, sp|P35414|APJ_HUMAN, sp|O00155|GPR25_HUMAN	tr|L8I8H0|L8I8H0_9CETA
OG0001444	sp|Q08357|S20A2_HUMAN	tr|L8I7B6|L8I7B6_9CETA
OG0001444	sp|Q8WUM9|S20A1_HUMAN	tr|L8IZA1|L8IZA1_9CETA
OG0001445	sp|Q99755|PI51A_HUMAN, sp|A2A3N6|PIPSL_HUMAN, sp|P55036|PSMD4_HUMAN	tr|L8IP92|L8IP92_9CETA
OG0001446	sp|Q68CQ1|MROH7_HUMAN, sp|A6NGR9|MROH6_HUMAN, sp|Q9H579|MROH8_HUMAN	tr|L8I1I5|L8I1I5_9CETA
OG0001447	sp|Q8TCX5|RHPN1_HUMAN, sp|A8MT19|RHN2P_HUMAN, sp|Q8IUC4|RHPN2_HUMAN	tr|L8IFE7|L8IFE7_9CETA
OG0001448	sp|Q9UKI8|TLK1_HUMAN	tr|L8J0W5|L8J0W5_9CETA
OG0001448	sp|Q86UE8|TLK2_HUMAN	tr|L8I260|L8I260_9CETA
OG0001449	sp|A4QPH2|PI4P2_HUMAN, sp|Q8N8J0|PI4P1_HUMAN, sp|P42356|PI4KA_HUMAN	tr|L8IFG8|L8IFG8_9CETA
OG0001450	sp|Q99613|EIF3C_HUMAN, sp|B5ME19|EIFCL_HUMAN	tr|L8ILS9|L8ILS9_9CETA, tr|L8J192|L8J192_9CETA
OG0001451	sp|Q6B0I6|KDM4D_HUMAN, sp|B2RXH2|KDM4E_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN	tr|L8HPA8|L8HPA8_9CETA
OG0001452	sp|P55273|CDN2D_HUMAN, sp|P42772|CDN2B_HUMAN, sp|P42771|CDN2A_HUMAN	tr|L8IVG5|L8IVG5_9CETA
OG0001453	sp|Q8NI99|ANGL6_HUMAN, sp|O95841|ANGL1_HUMAN, sp|Q9UKU9|ANGL2_HUMAN	tr|L8I3A1|L8I3A1_9CETA
OG0001454	sp|Q6XE38|SG1D4_HUMAN, sp|O95969|SG1D2_HUMAN, sp|O95968|SG1D1_HUMAN	tr|L8IB28|L8IB28_9CETA
OG0001455	sp|Q01650|LAT1_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q9GIP4|LAT1L_HUMAN	tr|L8IRW1|L8IRW1_9CETA
OG0001456	sp|Q6ZNG2|DBX2_HUMAN, sp|Q14774|HLX_HUMAN, sp|A6NMT0|DBX1_HUMAN	tr|L8IS28|L8IS28_9CETA
OG0001457	sp|Q9H7P9|PKHG2_HUMAN, sp|A1L390|PKHG3_HUMAN, sp|Q9ULL1|PKHG1_HUMAN	tr|L8IVB8|L8IVB8_9CETA
OG0001458	sp|O00144|FZD9_HUMAN	tr|L8IQ47|L8IQ47_9CETA
OG0001458	sp|Q9ULW2|FZD10_HUMAN	tr|L8IW73|L8IW73_9CETA
OG0001459	sp|Q6PIV2|FOXR1_HUMAN	tr|L8IGS3|L8IGS3_9CETA
OG0001459	sp|Q6PJQ5|FOXR2_HUMAN	tr|L8HSH0|L8HSH0_9CETA
OG0001460	sp|Q8N7R0|NANG2_HUMAN, sp|Q6NSW7|NANP8_HUMAN, sp|Q9H9S0|NANOG_HUMAN	tr|L8HVX3|L8HVX3_9CETA
OG0001461	sp|Q14573|ITPR3_HUMAN, sp|Q14643|ITPR1_HUMAN, sp|Q14571|ITPR2_HUMAN	tr|L8I8F3|L8I8F3_9CETA
OG0001462	sp|Q8IWS0|PHF6_HUMAN, sp|Q9UGU0|TCF20_HUMAN, sp|Q7Z5J4|RAI1_HUMAN	tr|L8HLZ2|L8HLZ2_9CETA
OG0001463	sp|P21217|FUT3_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P51993|FUT6_HUMAN	tr|L8IA50|L8IA50_9CETA
OG0001464	sp|Q49A17|GLTL6_HUMAN, sp|Q8N3T1|GLT15_HUMAN, sp|Q86SR1|GLT10_HUMAN	tr|L8IQ85|L8IQ85_9CETA
OG0001465	sp|Q8NFY4|SEM6D_HUMAN, sp|Q9H3T2|SEM6C_HUMAN, sp|Q9H2E6|SEM6A_HUMAN	tr|L8IT47|L8IT47_9CETA
OG0001466	sp|O60508|PRP17_HUMAN, sp|Q64LD2|WDR25_HUMAN, sp|Q9NV06|DCA13_HUMAN	tr|L8IUU3|L8IUU3_9CETA
OG0001467	sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN, sp|Q8NCF5|NF2IP_HUMAN	tr|L8HT26|L8HT26_9CETA
OG0001468	sp|Q02224|CENPE_HUMAN, sp|O95239|KIF4A_HUMAN, sp|Q2VIQ3|KIF4B_HUMAN	tr|L8IB66|L8IB66_9CETA
OG0001469	sp|Q9BQ89|F110A_HUMAN, sp|Q8TC76|F110B_HUMAN, sp|Q1W6H9|F110C_HUMAN	tr|L8IZP0|L8IZP0_9CETA
OG0001470	sp|Q9UIR0|BTNL2_HUMAN, sp|Q5ZPR3|CD276_HUMAN, sp|Q9NSI5|IGSF5_HUMAN	tr|L8HQ45|L8HQ45_9CETA
OG0001471	sp|A6NI72|NCF1B_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|P14598|NCF1_HUMAN	tr|L8ITI1|L8ITI1_9CETA
OG0001472	sp|P20702|ITAX_HUMAN, sp|Q13349|ITAD_HUMAN, sp|P11215|ITAM_HUMAN	tr|L8J5U0|L8J5U0_9CETA
OG0001473	sp|Q99687|MEIS3_HUMAN, sp|A6NDR6|ME3L1_HUMAN, sp|A8K0S8|ME3L2_HUMAN	tr|L8I8X6|L8I8X6_9CETA
OG0001474	sp|Q14258|TRI25_HUMAN, sp|Q96LD4|TRI47_HUMAN, sp|Q9BZR9|TRIM8_HUMAN	tr|L8J291|L8J291_9CETA
OG0001475	sp|P31994|FCG2B_HUMAN, sp|P12318|FCG2A_HUMAN, sp|P31995|FCG2C_HUMAN	tr|L8I5C1|L8I5C1_9CETA
OG0001503	sp|O15205|UBD_HUMAN	tr|L8HNC9|L8HNC9_9CETA, tr|L8HL33|L8HL33_9CETA
OG0001504	sp|P0DMR2|SG1C2_HUMAN, sp|Q8TD33|SG1C1_HUMAN	tr|L8HR57|L8HR57_9CETA
OG0001505	sp|Q5MY95|ENTP8_HUMAN, sp|P49961|ENTP1_HUMAN	tr|L8HSV7|L8HSV7_9CETA
OG0001506	sp|P02549|SPTA1_HUMAN, sp|Q13813|SPTN1_HUMAN	tr|L8HUQ0|L8HUQ0_9CETA
OG0001507	sp|P06213|INSR_HUMAN, sp|P08069|IGF1R_HUMAN	tr|L8HX32|L8HX32_9CETA
OG0001508	sp|Q9NP64|ZCC17_HUMAN	tr|L8HXR2|L8HXR2_9CETA, tr|L8I0V8|L8I0V8_9CETA
OG0001509	sp|Q96J01|THOC3_HUMAN, sp|Q9HBG6|IF122_HUMAN	tr|L8I6X3|L8I6X3_9CETA
OG0001510	sp|P61026|RAB10_HUMAN, sp|P59190|RAB15_HUMAN	tr|L8IJA2|L8IJA2_9CETA
OG0001511	sp|Q7Z434|MAVS_HUMAN	tr|L8IKB6|L8IKB6_9CETA, tr|L8IMQ6|L8IMQ6_9CETA
OG0001512	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|L8IR83|L8IR83_9CETA
OG0001513	sp|Q9NZ56|FMN2_HUMAN, sp|Q68DA7|FMN1_HUMAN	tr|L8IRN5|L8IRN5_9CETA
OG0001514	sp|P17301|ITA2_HUMAN, sp|P56199|ITA1_HUMAN	tr|L8IW94|L8IW94_9CETA
OG0001515	sp|Q9H6S1|AZI2_HUMAN, sp|A7MCY6|TBKB1_HUMAN	tr|L8J117|L8J117_9CETA
OG0001516	sp|Q8WWZ8|OIT3_HUMAN, sp|Q8N2E2|VWDE_HUMAN	tr|L8J245|L8J245_9CETA
OG0001517	sp|Q8TDS7|MRGRD_HUMAN	tr|L8HSA2|L8HSA2_9CETA, tr|L8HUP9|L8HUP9_9CETA
OG0001518	sp|Q9Y2G2|CARD8_HUMAN, sp|Q9C000|NLRP1_HUMAN	tr|L8HY41|L8HY41_9CETA
OG0001519	sp|Q9Y6J9|TAF6L_HUMAN, sp|P49848|TAF6_HUMAN	tr|L8I0K9|L8I0K9_9CETA
OG0001520	sp|Q96FV9|THOC1_HUMAN	tr|L8IG96|L8IG96_9CETA, tr|L8I1Q9|L8I1Q9_9CETA
OG0001521	sp|Q8NFW1|COMA1_HUMAN, sp|Q14993|COJA1_HUMAN	tr|L8I2A5|L8I2A5_9CETA
OG0001522	sp|Q86TM6|SYVN1_HUMAN, sp|Q9UKV5|AMFR_HUMAN	tr|L8IA86|L8IA86_9CETA
OG0001523	sp|Q8IWU9|TPH2_HUMAN, sp|P17752|TPH1_HUMAN	tr|L8IJE5|L8IJE5_9CETA
OG0001524	sp|Q9NYW6|TA2R3_HUMAN	tr|L8IBG6|L8IBG6_9CETA, tr|L8ILC5|L8ILC5_9CETA
OG0001525	sp|P19532|TFE3_HUMAN, sp|O75030|MITF_HUMAN	tr|L8ITF3|L8ITF3_9CETA
OG0001526	sp|Q8NGQ6|OR9I1_HUMAN	tr|L8ITM5|L8ITM5_9CETA, tr|L8IT15|L8IT15_9CETA
OG0001527	sp|Q9C029|TRIM7_HUMAN, sp|Q14142|TRI14_HUMAN	tr|L8ITP7|L8ITP7_9CETA
OG0001528	sp|Q8N413|S2545_HUMAN, sp|Q6ZT89|S2548_HUMAN	tr|L8IWA4|L8IWA4_9CETA
OG0001529	sp|Q8N4T8|CBR4_HUMAN	tr|L8IXH9|L8IXH9_9CETA, tr|L8IRI0|L8IRI0_9CETA
OG0001530	sp|Q9UHI7|S23A1_HUMAN	tr|L8HLW9|L8HLW9_9CETA, tr|L8IC87|L8IC87_9CETA
OG0001531	sp|Q8N1E2|LYG1_HUMAN, sp|Q86SG7|LYG2_HUMAN	tr|L8IRC9|L8IRC9_9CETA
OG0001532	sp|P54760|EPHB4_HUMAN	tr|L8HLQ3|L8HLQ3_9CETA, tr|L8J1G0|L8J1G0_9CETA
OG0001533	sp|Q9HB14|KCNKD_HUMAN, sp|Q9HB15|KCNKC_HUMAN	tr|M0QSW1|M0QSW1_9CETA
OG0001534	sp|Q9NW64|RBM22_HUMAN	tr|L8IFJ5|L8IFJ5_9CETA, tr|L8HMN0|L8HMN0_9CETA
OG0001535	sp|Q9NSD4|ZN275_HUMAN, sp|Q96SL8|FIZ1_HUMAN	tr|L8HNZ0|L8HNZ0_9CETA
OG0001536	sp|Q8NGJ9|O51T1_HUMAN	tr|L8HTA9|L8HTA9_9CETA, tr|L8HKL0|L8HKL0_9CETA
OG0001537	sp|Q86YV6|MYLK4_HUMAN	tr|L8HXL4|L8HXL4_9CETA, tr|L8HU06|L8HU06_9CETA
OG0001539	sp|Q96LR5|UB2E2_HUMAN, sp|Q969T4|UB2E3_HUMAN	tr|L8HVM7|L8HVM7_9CETA
OG0001540	sp|G2XKQ0|SUMO5_HUMAN, sp|P63165|SUMO1_HUMAN	tr|L8I0Y3|L8I0Y3_9CETA
OG0001541	sp|Q8WVC0|LEO1_HUMAN	tr|L8I9V6|L8I9V6_9CETA, tr|L8ICR3|L8ICR3_9CETA
OG0001542	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|L8IGN2|L8IGN2_9CETA
OG0001543	sp|P12074|CX6A1_HUMAN	tr|L8IGT8|L8IGT8_9CETA, tr|L8IW76|L8IW76_9CETA
OG0001544	sp|Q86WG3|ATCAY_HUMAN	tr|L8IM82|L8IM82_9CETA, tr|L8IQL2|L8IQL2_9CETA
OG0001545	sp|Q86XT9|TM219_HUMAN	tr|L8IVD4|L8IVD4_9CETA, tr|L8IMG0|L8IMG0_9CETA
OG0001546	sp|Q6ZP65|BICL1_HUMAN	tr|L8IW95|L8IW95_9CETA, tr|L8IPG8|L8IPG8_9CETA
OG0001547	sp|Q3MIR4|CC50B_HUMAN	tr|L8IXY9|L8IXY9_9CETA, tr|L8IGG3|L8IGG3_9CETA
OG0001548	sp|Q7Z7J5|DPPA2_HUMAN	tr|L8IZ55|L8IZ55_9CETA, tr|L8HYJ6|L8HYJ6_9CETA
OG0001549	sp|Q15269|PWP2_HUMAN, tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN	tr|L8HTY5|L8HTY5_9CETA
OG0001550	sp|Q99259|DCE1_HUMAN	tr|L8J289|L8J289_9CETA, tr|L8I2S1|L8I2S1_9CETA
OG0001551	sp|Q15391|P2Y14_HUMAN, sp|Q9UPC5|GPR34_HUMAN	tr|L8I3E2|L8I3E2_9CETA
OG0001552	sp|Q9UQ49|NEUR3_HUMAN, sp|Q8WWR8|NEUR4_HUMAN	tr|L8I5X4|L8I5X4_9CETA
OG0001553	sp|Q8IWX7|UN45B_HUMAN, sp|Q9H3U1|UN45A_HUMAN	tr|L8IDC7|L8IDC7_9CETA
OG0001554	sp|O00204|ST2B1_HUMAN	tr|L8INE3|L8INE3_9CETA, tr|L8IJ83|L8IJ83_9CETA
OG0001555	sp|Q8NC01|CLC1A_HUMAN	tr|L8HPP1|L8HPP1_9CETA, tr|L8IGA9|L8IGA9_9CETA
OG0001556	sp|Q9H6I2|SOX17_HUMAN, sp|P35713|SOX18_HUMAN	tr|L8HRT0|L8HRT0_9CETA
OG0001557	sp|Q9UHB7|AFF4_HUMAN, sp|P51826|AFF3_HUMAN	tr|L8HSQ8|L8HSQ8_9CETA
OG0001558	sp|P47928|ID4_HUMAN, sp|Q02363|ID2_HUMAN	tr|L8HZ93|L8HZ93_9CETA
OG0001560	sp|Q9BY27|DGC6L_HUMAN, sp|Q14129|DGCR6_HUMAN	tr|L8I6L4|L8I6L4_9CETA
OG0001561	sp|Q93052|LPP_HUMAN, sp|Q15654|TRIP6_HUMAN	tr|L8IBL4|L8IBL4_9CETA
OG0001562	sp|Q16254|E2F4_HUMAN, sp|Q15329|E2F5_HUMAN	tr|L8IHT0|L8IHT0_9CETA
OG0001563	sp|P34981|TRFR_HUMAN	tr|L8IQC0|L8IQC0_9CETA, tr|L8HKT3|L8HKT3_9CETA
OG0001564	sp|O75152|ZC11A_HUMAN, sp|A0A1B0GTU1|ZC11B_HUMAN	tr|L8IS05|L8IS05_9CETA
OG0001565	sp|Q86UP2|KTN1_HUMAN, sp|Q9P2E9|RRBP1_HUMAN	tr|L8J0S9|L8J0S9_9CETA
OG0001566	sp|Q9UJH8|METRN_HUMAN, sp|Q641Q3|METRL_HUMAN	tr|L8J1Z1|L8J1Z1_9CETA
OG0001567	sp|P62424|RL7A_HUMAN	tr|L8II24|L8II24_9CETA, tr|L8HQR9|L8HQR9_9CETA
OG0001568	sp|Q8WUX9|CHMP7_HUMAN	tr|L8IKK1|L8IKK1_9CETA, tr|L8HRP2|L8HRP2_9CETA
OG0001569	sp|Q15021|CND1_HUMAN, sp|P42695|CNDD3_HUMAN	tr|L8HU72|L8HU72_9CETA
OG0001570	sp|Q96K83|ZN521_HUMAN, sp|Q2M1K9|ZN423_HUMAN	tr|L8HYR4|L8HYR4_9CETA
OG0001571	sp|P56385|ATP5I_HUMAN	tr|L8IZL8|L8IZL8_9CETA, tr|L8HYW7|L8HYW7_9CETA
OG0001572	sp|P61247|RS3A_HUMAN	tr|L8ILC9|L8ILC9_9CETA, tr|L8I501|L8I501_9CETA
OG0001573	sp|Q96LU7|MRFL_HUMAN, sp|Q9Y2G1|MYRF_HUMAN	tr|L8I8G7|L8I8G7_9CETA
OG0001574	sp|Q9BXK1|KLF16_HUMAN, sp|Q8TD94|KLF14_HUMAN	tr|L8I922|L8I922_9CETA
OG0001575	sp|O75390|CISY_HUMAN	tr|L8I3V9|L8I3V9_9CETA, tr|L8IDC4|L8IDC4_9CETA
OG0001576	sp|Q6IEE8|SN12L_HUMAN, sp|Q8IYM2|SLN12_HUMAN	tr|L8IEI2|L8IEI2_9CETA
OG0001577	sp|Q9P2T1|GMPR2_HUMAN, sp|P36959|GMPR1_HUMAN	tr|L8IEK9|L8IEK9_9CETA
OG0001578	sp|P0DJ07|PT100_HUMAN	tr|L8IU92|L8IU92_9CETA, tr|L8IIG9|L8IIG9_9CETA
OG0001579	sp|O60884|DNJA2_HUMAN	tr|L8HVI8|L8HVI8_9CETA, tr|L8IK10|L8IK10_9CETA
OG0001580	sp|O95067|CCNB2_HUMAN	tr|L8ISS0|L8ISS0_9CETA, tr|L8IX74|L8IX74_9CETA
OG0001581	sp|P46597|ASMT_HUMAN	tr|L8IHE6|L8IHE6_9CETA, tr|L8J4P5|L8J4P5_9CETA
OG0001582	sp|Q8TDQ0|HAVR2_HUMAN	tr|L8HN64|L8HN64_9CETA, tr|L8HL56|L8HL56_9CETA
OG0001583	sp|P47974|TISD_HUMAN, sp|Q07352|TISB_HUMAN	tr|L8HYQ3|L8HYQ3_9CETA
OG0001584	sp|P00519|ABL1_HUMAN, sp|P42684|ABL2_HUMAN	tr|L8I548|L8I548_9CETA
OG0001585	sp|P23458|JAK1_HUMAN, sp|P29597|TYK2_HUMAN	tr|L8I7D4|L8I7D4_9CETA
OG0001586	sp|A8MVM7|YD021_HUMAN	tr|L8IF66|L8IF66_9CETA, tr|L8IGL0|L8IGL0_9CETA
OG0001587	sp|P21246|PTN_HUMAN, sp|P21741|MK_HUMAN	tr|L8IFL3|L8IFL3_9CETA
OG0001588	sp|O75177|CREST_HUMAN, sp|Q15532|SSXT_HUMAN	tr|L8IR35|L8IR35_9CETA
OG0001589	sp|Q9Y6V0|PCLO_HUMAN, sp|Q9UPA5|BSN_HUMAN	tr|L8IVA5|L8IVA5_9CETA
OG0001590	sp|O60676|CST8_HUMAN	tr|L8J1H9|L8J1H9_9CETA, tr|L8IZ95|L8IZ95_9CETA
OG0001591	sp|Q9BXI6|TB10A_HUMAN, sp|Q8IV04|TB10C_HUMAN	tr|L8J0H5|L8J0H5_9CETA
OG0001593	sp|Q99877|H2B1N_HUMAN	tr|L8HY81|L8HY81_9CETA, tr|L8J4S5|L8J4S5_9CETA
OG0001594	sp|P82979|SARNP_HUMAN	tr|L8HXK8|L8HXK8_9CETA, tr|L8HJR4|L8HJR4_9CETA
OG0001595	sp|Q68CJ9|CR3L3_HUMAN, sp|Q8TEY5|CR3L4_HUMAN	tr|L8HPU6|L8HPU6_9CETA
OG0001596	sp|Q7Z602|GP141_HUMAN	tr|L8I111|L8I111_9CETA, tr|L8J2D7|L8J2D7_9CETA
OG0001597	sp|Q96HR9|REEP6_HUMAN, sp|Q00765|REEP5_HUMAN	tr|L8I4A4|L8I4A4_9CETA
OG0001598	sp|Q7Z7D3|VTCN1_HUMAN	tr|L8I8J6|L8I8J6_9CETA, tr|L8HZF6|L8HZF6_9CETA
OG0001599	sp|Q9ULU8|CAPS1_HUMAN, sp|Q86UW7|CAPS2_HUMAN	tr|L8IGI4|L8IGI4_9CETA
OG0001600	sp|O15520|FGF10_HUMAN, sp|P21781|FGF7_HUMAN	tr|L8IKX2|L8IKX2_9CETA
OG0001601	sp|O60888|CUTA_HUMAN	tr|L8IZU9|L8IZU9_9CETA, tr|L8IVP0|L8IVP0_9CETA
OG0001602	sp|Q9P0K7|RAI14_HUMAN, sp|Q9BZF9|UACA_HUMAN	tr|L8J220|L8J220_9CETA
OG0001603	sp|Q9HCK0|ZBT26_HUMAN, sp|Q15916|ZBTB6_HUMAN	tr|L8HLR4|L8HLR4_9CETA
OG0001604	sp|Q8NEZ4|KMT2C_HUMAN, sp|O14686|KMT2D_HUMAN	tr|L8HVD1|L8HVD1_9CETA
OG0001605	sp|Q96QA6|YPEL2_HUMAN, sp|O60688|YPEL1_HUMAN	tr|L8HVK2|L8HVK2_9CETA
OG0001606	sp|Q7L1V2|MON1B_HUMAN, sp|Q86VX9|MON1A_HUMAN	tr|L8HXX1|L8HXX1_9CETA
OG0001607	sp|P18754|RCC1_HUMAN, sp|Q9P258|RCC2_HUMAN	tr|L8HY45|L8HY45_9CETA
OG0001608	sp|Q16864|VATF_HUMAN	tr|L8IWF6|L8IWF6_9CETA, tr|L8HZU5|L8HZU5_9CETA
OG0001609	sp|Q9H6S0|YTDC2_HUMAN, sp|Q96MU7|YTDC1_HUMAN	tr|L8I4A2|L8I4A2_9CETA
OG0001610	sp|B6A8C7|TARM1_HUMAN, sp|Q9HCN6|GPVI_HUMAN	tr|L8I6W4|L8I6W4_9CETA
OG0001611	sp|Q7Z736|PKHH3_HUMAN, sp|Q9HD67|MYO10_HUMAN	tr|L8ID26|L8ID26_9CETA
OG0001612	sp|Q02577|HEN2_HUMAN, sp|Q02575|HEN1_HUMAN	tr|L8IDS3|L8IDS3_9CETA
OG0001613	sp|Q969X2|SIA7F_HUMAN, sp|Q9BVH7|SIA7E_HUMAN	tr|L8IJD0|L8IJD0_9CETA
OG0001614	sp|Q3KP66|INAVA_HUMAN, sp|Q9P2Q2|FRM4A_HUMAN	tr|L8IKZ4|L8IKZ4_9CETA
OG0001615	sp|Q8N5Z0|AADAT_HUMAN	tr|L8IT55|L8IT55_9CETA, tr|L8IRI7|L8IRI7_9CETA
OG0001616	sp|Q96LD8|SENP8_HUMAN	tr|L8IUT0|L8IUT0_9CETA, tr|L8IJE1|L8IJE1_9CETA
OG0001617	sp|P46939|UTRN_HUMAN, sp|P11532|DMD_HUMAN	tr|L8J176|L8J176_9CETA
OG0001618	sp|Q6UVK1|CSPG4_HUMAN	tr|L8IUZ7|L8IUZ7_9CETA, tr|L8J2M7|L8J2M7_9CETA
OG0001620	sp|Q8N6D2|RN182_HUMAN, sp|A6NIN4|RN227_HUMAN	tr|L8I1J0|L8I1J0_9CETA
OG0001621	sp|P00450|CERU_HUMAN	tr|L8I7N7|L8I7N7_9CETA, tr|L8I5R0|L8I5R0_9CETA
OG0001622	sp|Q9UHV5|RPGFL_HUMAN, sp|Q92565|RPGF5_HUMAN	tr|L8I7H7|L8I7H7_9CETA
OG0001623	sp|O95298|NDUC2_HUMAN, sp|E9PQ53|NDUCR_HUMAN	tr|L8HTY6|L8HTY6_9CETA
OG0001624	sp|Q12929|EPS8_HUMAN, sp|Q9H6S3|ES8L2_HUMAN	tr|L8HVC7|L8HVC7_9CETA
OG0001625	sp|Q14197|ICT1_HUMAN	tr|L8I224|L8I224_9CETA, tr|L8HVU0|L8HVU0_9CETA
OG0001626	sp|O95644|NFAC1_HUMAN, sp|Q13469|NFAC2_HUMAN	tr|L8HWQ8|L8HWQ8_9CETA
OG0001627	sp|P12821|ACE_HUMAN	tr|L8HYS1|L8HYS1_9CETA, tr|L8HZP9|L8HZP9_9CETA
OG0001628	sp|P49006|MRP_HUMAN, sp|P29966|MARCS_HUMAN	tr|L8HZM0|L8HZM0_9CETA
OG0001629	sp|Q96P15|SPB11_HUMAN	tr|L8I2G8|L8I2G8_9CETA, tr|L8I433|L8I433_9CETA
OG0001630	sp|P56159|GFRA1_HUMAN, sp|Q9GZZ7|GFRA4_HUMAN	tr|L8I3Q9|L8I3Q9_9CETA
OG0001631	sp|Q8N3C0|ASCC3_HUMAN, sp|A2PYH4|HFM1_HUMAN	tr|L8I5M5|L8I5M5_9CETA
OG0001632	sp|Q96G46|DUS3L_HUMAN, sp|O95620|DUS4L_HUMAN	tr|L8I7V7|L8I7V7_9CETA
OG0001633	sp|A4D1S5|RAB19_HUMAN, sp|Q86YS6|RAB43_HUMAN	tr|L8IEA6|L8IEA6_9CETA
OG0001634	sp|Q96BJ3|AIDA_HUMAN	tr|L8IHB8|L8IHB8_9CETA, tr|L8I5K1|L8I5K1_9CETA
OG0001635	sp|Q8N8U9|BMPER_HUMAN	tr|L8ILZ0|L8ILZ0_9CETA, tr|L8IYY1|L8IYY1_9CETA
OG0001636	sp|Q99853|FOXB1_HUMAN	tr|L8IPU3|L8IPU3_9CETA, tr|L8I2Y1|L8I2Y1_9CETA
OG0001637	sp|Q9H772|GREM2_HUMAN, sp|O60565|GREM1_HUMAN	tr|L8IU82|L8IU82_9CETA
OG0001638	sp|Q96A08|H2B1A_HUMAN	tr|L8IUR5|L8IUR5_9CETA, tr|L8IRF3|L8IRF3_9CETA
OG0001639	sp|O95264|5HT3B_HUMAN, sp|P46098|5HT3A_HUMAN	tr|L8IVE0|L8IVE0_9CETA
OG0001640	sp|P35813|PPM1A_HUMAN, sp|O75688|PPM1B_HUMAN	tr|L8IXB3|L8IXB3_9CETA
OG0001641	sp|Q8WXG8|S100Z_HUMAN	tr|L8IPA9|L8IPA9_9CETA, tr|L8IZ24|L8IZ24_9CETA
OG0001642	sp|Q8NGK5|O52M1_HUMAN	tr|L8HQ25|L8HQ25_9CETA, tr|L8HNV9|L8HNV9_9CETA
OG0001643	sp|Q8TB24|RIN3_HUMAN, sp|Q8WYP3|RIN2_HUMAN	tr|L8HUX5|L8HUX5_9CETA
OG0001644	sp|Q8TB61|S35B2_HUMAN, sp|P78383|S35B1_HUMAN	tr|L8IDK1|L8IDK1_9CETA
OG0001645	sp|Q9C0D6|FHDC1_HUMAN, sp|Q27J81|INF2_HUMAN	tr|L8IF68|L8IF68_9CETA
OG0001646	sp|Q96PU8|QKI_HUMAN, sp|Q15637|SF01_HUMAN	tr|L8IKE1|L8IKE1_9CETA
OG0001647	sp|O75937|DNJC8_HUMAN	tr|L8INB8|L8INB8_9CETA, tr|L8IID7|L8IID7_9CETA
OG0001648	sp|Q6XD76|ASCL4_HUMAN, sp|Q7RTU5|ASCL5_HUMAN	tr|L8IP91|L8IP91_9CETA
OG0001649	sp|Q9NR96|TLR9_HUMAN, sp|Q9NYK1|TLR7_HUMAN	tr|L8ITX7|L8ITX7_9CETA
OG0001650	sp|P62241|RS8_HUMAN	tr|L8IQM6|L8IQM6_9CETA, tr|L8IWK5|L8IWK5_9CETA
OG0001651	sp|Q92626|PXDN_HUMAN, sp|A1KZ92|PXDNL_HUMAN	tr|L8IYD1|L8IYD1_9CETA
OG0001652	sp|P61769|B2MG_HUMAN	tr|L8HKZ3|L8HKZ3_9CETA, tr|L8HKA5|L8HKA5_9CETA
OG0001653	sp|A0A0B4J276|TVA25_HUMAN	tr|L8HLV7|L8HLV7_9CETA, tr|L8HNM9|L8HNM9_9CETA
OG0001654	sp|P07550|ADRB2_HUMAN, sp|P08588|ADRB1_HUMAN	tr|L8HR98|L8HR98_9CETA
OG0001655	sp|Q14596|NBR1_HUMAN, sp|Q9H6K1|ILRUN_HUMAN	tr|L8HRK0|L8HRK0_9CETA
OG0001656	tr|A0A1B0GWI6|A0A1B0GWI6_HUMAN, sp|A8MYA2|CX049_HUMAN	tr|L8HUG5|L8HUG5_9CETA
OG0001657	sp|A0A0B4J274|TVA20_HUMAN, sp|A0A075B6T7|TVA6_HUMAN	tr|L8HUX0|L8HUX0_9CETA
OG0001658	sp|Q6DN90|IQEC1_HUMAN, sp|Q5JU85|IQEC2_HUMAN	tr|L8HVH8|L8HVH8_9CETA
OG0001659	sp|Q13790|APOF_HUMAN	tr|L8I3W2|L8I3W2_9CETA, tr|L8I6A3|L8I6A3_9CETA
