Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0003818	sp|Q96MT7|CFA44_HUMAN	tr|L9KC00|L9KC00_TUPCH
OG0003819	sp|Q96RT1|ERBIN_HUMAN	tr|L8Y3R9|L8Y3R9_TUPCH
OG0003820	sp|Q99442|SEC62_HUMAN	tr|L9KPS9|L9KPS9_TUPCH
OG0003821	sp|Q9BQY9|DBND2_HUMAN	tr|L9KFJ5|L9KFJ5_TUPCH
OG0003822	sp|Q9BXJ2|C1QT7_HUMAN	tr|L9L2I6|L9L2I6_TUPCH
OG0003823	sp|Q9H0H0|INT2_HUMAN	tr|L8Y4T5|L8Y4T5_TUPCH
OG0003824	sp|Q9H3S5|PIGM_HUMAN	tr|L8Y6I7|L8Y6I7_TUPCH
OG0003825	sp|Q9UIQ6|LCAP_HUMAN	tr|L8Y735|L8Y735_TUPCH
OG0003826	sp|Q9UK61|TASOR_HUMAN	tr|L8YAP3|L8YAP3_TUPCH
OG0003827	sp|Q9UKT9|IKZF3_HUMAN	tr|L9JWY4|L9JWY4_TUPCH
OG0003828	sp|Q9UPX8|SHAN2_HUMAN	tr|L8Y3I4|L8Y3I4_TUPCH
OG0003829	sp|Q9Y6W3|CAN7_HUMAN	tr|L8Y4B7|L8Y4B7_TUPCH
OG0003830	sp|A0AUZ9|KAL1L_HUMAN	tr|L9LCQ7|L9LCQ7_TUPCH
OG0003831	sp|O43189|PHF1_HUMAN	tr|L9L308|L9L308_TUPCH
OG0003832	sp|O76096|CYTF_HUMAN	tr|L8Y964|L8Y964_TUPCH
OG0003833	sp|O95455|TGDS_HUMAN	tr|L9JNU3|L9JNU3_TUPCH
OG0003834	sp|O95644|NFAC1_HUMAN	tr|L8YA40|L8YA40_TUPCH
OG0003835	sp|P01730|CD4_HUMAN	tr|L8Y3X9|L8Y3X9_TUPCH
OG0003836	sp|P04198|MYCN_HUMAN	tr|L9LAR0|L9LAR0_TUPCH
OG0003837	sp|P0C7M8|CLC2L_HUMAN	tr|L9L197|L9L197_TUPCH
OG0003838	sp|P11926|DCOR_HUMAN	tr|L9LAD8|L9LAD8_TUPCH
OG0003840	sp|P48509|CD151_HUMAN	tr|L8YC00|L8YC00_TUPCH
OG0003841	sp|P52298|NCBP2_HUMAN	tr|L9JKF2|L9JKF2_TUPCH
OG0003842	sp|P56559|ARL4C_HUMAN	tr|L8YG26|L8YG26_TUPCH
OG0003843	sp|Q13077|TRAF1_HUMAN	tr|L9K449|L9K449_TUPCH
OG0003844	sp|Q14344|GNA13_HUMAN	tr|L9KXL9|L9KXL9_TUPCH
OG0003845	sp|Q14865|ARI5B_HUMAN	tr|L9KWY8|L9KWY8_TUPCH
OG0003846	sp|Q17R55|F187B_HUMAN	tr|L8Y2U2|L8Y2U2_TUPCH
OG0003847	sp|Q3SXY8|AR13B_HUMAN	tr|L9LD69|L9LD69_TUPCH
OG0003848	sp|Q53G44|IF44L_HUMAN	tr|L9KYP7|L9KYP7_TUPCH
OG0003849	sp|Q5T9L3|WLS_HUMAN	tr|L8Y8B2|L8Y8B2_TUPCH
OG0003850	sp|Q6PL45|BRID5_HUMAN	tr|L9KZ91|L9KZ91_TUPCH
OG0003851	sp|Q6ZRR5|TLCD5_HUMAN	tr|L9KTL1|L9KTL1_TUPCH
OG0003852	sp|Q86SQ0|PHLB2_HUMAN	tr|L9KC23|L9KC23_TUPCH
OG0003853	sp|Q86X10|RLGPB_HUMAN	tr|L9L4G7|L9L4G7_TUPCH
OG0003854	sp|Q8IW40|CC103_HUMAN	tr|L8Y4X5|L8Y4X5_TUPCH
OG0003855	sp|Q8N485|LIX1_HUMAN	tr|L8Y1P6|L8Y1P6_TUPCH
OG0003856	sp|Q8N4P3|MESH1_HUMAN	tr|L9KJ86|L9KJ86_TUPCH
OG0003857	sp|Q8N9V2|TRIML_HUMAN	tr|L9KVK1|L9KVK1_TUPCH
OG0003858	sp|Q8NC60|NOA1_HUMAN	tr|L8Y7Z9|L8Y7Z9_TUPCH
OG0003859	sp|Q8NE28|STKL1_HUMAN	tr|L8YC44|L8YC44_TUPCH
OG0003860	sp|Q8WYQ9|ZCH14_HUMAN	tr|L9KJH4|L9KJH4_TUPCH
OG0003861	sp|Q96EY4|TMA16_HUMAN	tr|L9KHY4|L9KHY4_TUPCH
OG0003862	sp|Q96F81|DISP1_HUMAN	tr|L8XYS4|L8XYS4_TUPCH
OG0003863	sp|Q99437|VATO_HUMAN	tr|L9KI24|L9KI24_TUPCH
OG0003864	sp|Q9NQ11|AT132_HUMAN	tr|L9L5A7|L9L5A7_TUPCH
OG0003865	sp|Q9NS98|SEM3G_HUMAN	tr|L8Y1W6|L8Y1W6_TUPCH
OG0003866	sp|Q9NTG1|PKDRE_HUMAN	tr|L8Y7X9|L8Y7X9_TUPCH
OG0003867	sp|Q9UBX7|KLK11_HUMAN	tr|L9L273|L9L273_TUPCH
OG0003868	sp|Q9UHV5|RPGFL_HUMAN	tr|L9JXF8|L9JXF8_TUPCH
OG0003869	sp|Q9UJJ9|GNPTG_HUMAN	tr|L9KYA8|L9KYA8_TUPCH
OG0003870	sp|Q9UJM3|ERRFI_HUMAN	tr|L9L0E8|L9L0E8_TUPCH
OG0003871	sp|Q9UNA3|A4GCT_HUMAN	tr|L9JDA8|L9JDA8_TUPCH
OG0003872	sp|Q9UNK4|PA2GD_HUMAN	tr|L9L1C5|L9L1C5_TUPCH
OG0003873	sp|Q9Y276|BCS1_HUMAN	tr|L8Y8J9|L8Y8J9_TUPCH
OG0003874	sp|Q9Y5N6|ORC6_HUMAN	tr|L8Y4E2|L8Y4E2_TUPCH
OG0003875	sp|A5YM72|CRNS1_HUMAN	tr|L8Y033|L8Y033_TUPCH
OG0003876	sp|O43572|AKA10_HUMAN	tr|L9KJC9|L9KJC9_TUPCH
OG0003877	sp|O60427|FADS1_HUMAN	tr|L8Y7C7|L8Y7C7_TUPCH
OG0003878	sp|P02679|FIBG_HUMAN	tr|L8Y0J9|L8Y0J9_TUPCH
OG0003879	sp|P02748|CO9_HUMAN	tr|L9JWD9|L9JWD9_TUPCH
OG0003880	sp|P07305|H10_HUMAN	tr|L8Y616|L8Y616_TUPCH
OG0003881	sp|P09543|CN37_HUMAN	tr|L9JWJ6|L9JWJ6_TUPCH
OG0003882	sp|P18858|DNLI1_HUMAN	tr|L9LBC4|L9LBC4_TUPCH
OG0003883	sp|P22304|IDS_HUMAN	tr|L8Y0A0|L8Y0A0_TUPCH
OG0003884	sp|P36551|HEM6_HUMAN	tr|L8YEM3|L8YEM3_TUPCH
OG0003885	sp|P41159|LEP_HUMAN	tr|L9KXH7|L9KXH7_TUPCH
OG0003886	sp|P56705|WNT4_HUMAN	tr|L9L0Q4|L9L0Q4_TUPCH
OG0003887	sp|P82675|RT05_HUMAN	tr|L8Y5K6|L8Y5K6_TUPCH
OG0003888	sp|P98164|LRP2_HUMAN	tr|L9KIF8|L9KIF8_TUPCH
OG0003889	sp|Q07325|CXCL9_HUMAN	tr|L9L6I1|L9L6I1_TUPCH
OG0003890	sp|Q12980|NPRL3_HUMAN	tr|L9L2X1|L9L2X1_TUPCH
OG0003891	sp|Q13822|ENPP2_HUMAN	tr|L9LDG2|L9LDG2_TUPCH
OG0003892	sp|Q14498|RBM39_HUMAN	tr|L9L364|L9L364_TUPCH
OG0003893	sp|Q15035|TRAM2_HUMAN	tr|L8Y115|L8Y115_TUPCH
OG0003894	sp|Q16654|PDK4_HUMAN	tr|L9JJ19|L9JJ19_TUPCH
OG0003895	sp|Q53QZ3|RHG15_HUMAN	tr|L9JAI8|L9JAI8_TUPCH
OG0003896	sp|Q5BN46|PIRC1_HUMAN	tr|L9JDJ8|L9JDJ8_TUPCH
OG0003897	sp|Q5D0E6|DALD3_HUMAN	tr|L8Y0C7|L8Y0C7_TUPCH
OG0003898	sp|Q5THK1|PR14L_HUMAN	tr|L9KV48|L9KV48_TUPCH
OG0003899	sp|Q6PIU2|NCEH1_HUMAN	tr|L9KDW8|L9KDW8_TUPCH
OG0003900	sp|Q76I76|SSH2_HUMAN	tr|L8YCM4|L8YCM4_TUPCH
OG0003901	sp|Q7LGA3|HS2ST_HUMAN	tr|L8Y594|L8Y594_TUPCH
OG0003902	sp|Q86VF5|MOGT3_HUMAN	tr|L9K1D0|L9K1D0_TUPCH
OG0003903	sp|Q86WZ0|HEAT4_HUMAN	tr|L8Y678|L8Y678_TUPCH
OG0003904	sp|Q86XM0|CTSRD_HUMAN	tr|L9KK33|L9KK33_TUPCH
OG0003905	sp|Q8IVS8|GLCTK_HUMAN	tr|L8Y284|L8Y284_TUPCH
OG0003906	sp|Q8IZ63|PRR22_HUMAN	tr|L8Y1C7|L8Y1C7_TUPCH
OG0003907	sp|Q8N1P7|CRBG2_HUMAN	tr|L9JBK3|L9JBK3_TUPCH
OG0003908	sp|Q8N554|ZN276_HUMAN	tr|L9KIV7|L9KIV7_TUPCH
OG0003909	sp|Q8NBQ7|AQP11_HUMAN	tr|L9KV50|L9KV50_TUPCH
OG0003910	sp|Q8NC54|KCT2_HUMAN	tr|L8Y580|L8Y580_TUPCH
OG0003911	sp|Q8TDG4|HELQ_HUMAN	tr|L9KMB2|L9KMB2_TUPCH
OG0003912	sp|Q8TEB1|DCA11_HUMAN	tr|L9L2T0|L9L2T0_TUPCH
OG0003913	sp|Q8WYP3|RIN2_HUMAN	tr|L8YD73|L8YD73_TUPCH
OG0003914	sp|Q969M1|TM40L_HUMAN	tr|L8YDW3|L8YDW3_TUPCH
OG0003915	sp|Q96A72|MGN2_HUMAN	tr|L8Y7N8|L8Y7N8_TUPCH
OG0003916	sp|Q96EG1|ARSG_HUMAN	tr|L9KWZ8|L9KWZ8_TUPCH
OG0003917	sp|Q96K80|ZC3HA_HUMAN	tr|L8Y6K5|L8Y6K5_TUPCH
OG0003918	sp|Q99542|MMP19_HUMAN	tr|L8Y719|L8Y719_TUPCH
OG0003919	sp|Q9H582|ZN644_HUMAN	tr|L9LCK6|L9LCK6_TUPCH
OG0003920	sp|Q9H6X4|TM134_HUMAN	tr|L8Y577|L8Y577_TUPCH
OG0003921	sp|Q9NR50|EI2BG_HUMAN	tr|L9KI42|L9KI42_TUPCH
OG0003922	sp|Q9NRV9|HEBP1_HUMAN	tr|L8Y7M3|L8Y7M3_TUPCH
OG0003923	sp|Q9NVM1|EVA1B_HUMAN	tr|L9JC88|L9JC88_TUPCH
OG0003924	sp|Q9NX55|HYPK_HUMAN	tr|L8YG22|L8YG22_TUPCH
OG0003925	sp|Q9ULW3|ABT1_HUMAN	tr|L8YEJ1|L8YEJ1_TUPCH
OG0003926	sp|A0A286YF18|SMI44_HUMAN	tr|L8XYY9|L8XYY9_TUPCH
OG0003927	sp|B9A014|F243A_HUMAN	tr|L9KHW2|L9KHW2_TUPCH
OG0003928	sp|O00411|RPOM_HUMAN	tr|L8XZH8|L8XZH8_TUPCH
OG0003929	sp|O00444|PLK4_HUMAN	tr|L9KNC8|L9KNC8_TUPCH
OG0003930	sp|O00451|GFRA2_HUMAN	tr|L9JQW2|L9JQW2_TUPCH
OG0003932	sp|O94888|UBXN7_HUMAN	tr|L9JKG2|L9JKG2_TUPCH
OG0003933	sp|O94923|GLCE_HUMAN	tr|L8YB44|L8YB44_TUPCH
OG0003934	sp|O95473|SNG4_HUMAN	tr|L9J9B6|L9J9B6_TUPCH
OG0003936	sp|P0DJ93|SIM13_HUMAN	tr|L9LDB4|L9LDB4_TUPCH
OG0003937	sp|P14316|IRF2_HUMAN	tr|L9J967|L9J967_TUPCH
OG0003938	sp|P19388|RPAB1_HUMAN	tr|L8Y4L2|L8Y4L2_TUPCH
OG0003939	sp|P20701|ITAL_HUMAN	tr|L9KU57|L9KU57_TUPCH
OG0003940	sp|P31276|HXC13_HUMAN	tr|L8Y822|L8Y822_TUPCH
OG0003941	sp|P32247|BRS3_HUMAN	tr|L9J9C9|L9J9C9_TUPCH
OG0003942	sp|P35269|T2FA_HUMAN	tr|L8Y4R0|L8Y4R0_TUPCH
OG0003943	sp|P35372|OPRM_HUMAN	tr|L9LDH4|L9LDH4_TUPCH
OG0003944	sp|P36269|GGT5_HUMAN	tr|L9JKF0|L9JKF0_TUPCH
OG0003945	sp|P51587|BRCA2_HUMAN	tr|L9JDB5|L9JDB5_TUPCH
OG0003946	sp|Q13495|MAMD1_HUMAN	tr|L8Y5D7|L8Y5D7_TUPCH
OG0003947	sp|Q16595|FRDA_HUMAN	tr|L9KK23|L9KK23_TUPCH
OG0003948	sp|Q16678|CP1B1_HUMAN	tr|L9KND1|L9KND1_TUPCH
OG0003949	sp|Q5I0G3|MDH1B_HUMAN	tr|L9L819|L9L819_TUPCH
OG0003950	sp|Q5T3U5|MRP7_HUMAN	tr|L9KTK9|L9KTK9_TUPCH
OG0003951	sp|Q5TA50|CPTP_HUMAN	tr|L8YCU3|L8YCU3_TUPCH
OG0003952	sp|Q60I27|AL2CL_HUMAN	tr|L8Y027|L8Y027_TUPCH
OG0003953	sp|Q6ZTR5|CFA47_HUMAN	tr|L8YC81|L8YC81_TUPCH
OG0003954	sp|Q6ZVT6|CF20D_HUMAN	tr|L8Y651|L8Y651_TUPCH
OG0003955	sp|Q86W34|AMZ2_HUMAN	tr|L9L242|L9L242_TUPCH
OG0003956	sp|Q86WR7|PRSR2_HUMAN	tr|L9KQK4|L9KQK4_TUPCH
OG0003957	sp|Q8N3C7|CLIP4_HUMAN	tr|L8YBS9|L8YBS9_TUPCH
OG0003958	sp|Q8N5G0|SIM20_HUMAN	tr|L9KG25|L9KG25_TUPCH
OG0003959	sp|Q8N9F7|GDPD1_HUMAN	tr|L9KFB9|L9KFB9_TUPCH
OG0003960	sp|Q8TBP0|TBC16_HUMAN	tr|L9L497|L9L497_TUPCH
OG0003961	sp|Q8WU76|SCFD2_HUMAN	tr|L8Y885|L8Y885_TUPCH
OG0003962	sp|Q93052|LPP_HUMAN	tr|L9JK68|L9JK68_TUPCH
OG0003963	sp|Q969M7|UBE2F_HUMAN	tr|L9KKT3|L9KKT3_TUPCH
OG0003964	sp|Q96BW5|PTER_HUMAN	tr|L9JEI8|L9JEI8_TUPCH
OG0003965	sp|Q96DN6|MBD6_HUMAN	tr|L8Y2H1|L8Y2H1_TUPCH
OG0003966	sp|Q96IU4|ABHEB_HUMAN	tr|L8Y5Y7|L8Y5Y7_TUPCH
OG0003967	sp|Q96JP5|ZFP91_HUMAN	tr|L9J8D2|L9J8D2_TUPCH
OG0003968	sp|Q9BQI4|CCDC3_HUMAN	tr|L9KQH9|L9KQH9_TUPCH
OG0003969	sp|Q9BXP2|S12A9_HUMAN	tr|L9K1D1|L9K1D1_TUPCH
OG0003970	sp|Q9GZU0|CF062_HUMAN	tr|L8YAL0|L8YAL0_TUPCH
OG0003971	sp|Q9H1A4|APC1_HUMAN	tr|L9JQL9|L9JQL9_TUPCH
OG0003972	sp|Q9NS75|CLTR2_HUMAN	tr|L9LCG6|L9LCG6_TUPCH
OG0003973	sp|Q9NUT2|MITOS_HUMAN	tr|L9KUF4|L9KUF4_TUPCH
OG0003974	sp|Q9NVX2|NLE1_HUMAN	tr|L9KGV7|L9KGV7_TUPCH
OG0003975	sp|Q9NY27|PP4R2_HUMAN	tr|L9KXX4|L9KXX4_TUPCH
OG0003976	sp|Q9UBC2|EP15R_HUMAN	tr|L9L145|L9L145_TUPCH
OG0003977	sp|Q9UHB9|SRP68_HUMAN	tr|L9L4G2|L9L4G2_TUPCH
OG0003978	sp|O00591|GBRP_HUMAN	tr|L9KTH5|L9KTH5_TUPCH
OG0003979	sp|O14727|APAF_HUMAN	tr|L9L8Z4|L9L8Z4_TUPCH
OG0003980	sp|O43247|TEX33_HUMAN	tr|L9JPC9|L9JPC9_TUPCH
OG0003981	sp|O60721|NCKX1_HUMAN	tr|L9KI71|L9KI71_TUPCH
OG0003982	sp|O75907|DGAT1_HUMAN	tr|L8YES3|L8YES3_TUPCH
OG0003983	sp|O95704|APBB3_HUMAN	tr|L9JV57|L9JV57_TUPCH
OG0003984	sp|O95995|DRC4_HUMAN	tr|L9KJC8|L9KJC8_TUPCH
OG0003985	sp|P01574|IFNB_HUMAN	tr|L9LC61|L9LC61_TUPCH
OG0003987	sp|P50443|S26A2_HUMAN	tr|L9KMZ1|L9KMZ1_TUPCH
OG0003988	sp|Q13503|MED21_HUMAN	tr|L9LCY5|L9LCY5_TUPCH
OG0003989	sp|Q14103|HNRPD_HUMAN	tr|L9KMB9|L9KMB9_TUPCH
OG0003990	sp|Q14582|MAD4_HUMAN	tr|L9KNL3|L9KNL3_TUPCH
OG0003991	sp|Q15723|ELF2_HUMAN	tr|L9L2B4|L9L2B4_TUPCH
OG0003992	sp|Q15904|VAS1_HUMAN	tr|L8Y4L1|L8Y4L1_TUPCH
OG0003993	sp|Q16625|OCLN_HUMAN	tr|L8Y1R5|L8Y1R5_TUPCH
OG0003994	sp|Q1EHB4|SC5AC_HUMAN	tr|L9JF14|L9JF14_TUPCH
OG0003995	sp|Q50LG9|LRC24_HUMAN	tr|L8YGN4|L8YGN4_TUPCH
OG0003996	sp|Q5VT40|FA78B_HUMAN	tr|L9L8P2|L9L8P2_TUPCH
OG0003997	sp|Q69YU3|AN34A_HUMAN	tr|L9JKL9|L9JKL9_TUPCH
OG0003998	sp|Q6NVH7|SWAP1_HUMAN	tr|L8YG84|L8YG84_TUPCH
OG0003999	sp|Q6UXB8|PI16_HUMAN	tr|L9KY92|L9KY92_TUPCH
OG0004000	sp|Q6ZMI3|GLDN_HUMAN	tr|L8Y6D5|L8Y6D5_TUPCH
OG0004001	sp|Q7RTM1|OTOP1_HUMAN	tr|L8YE07|L8YE07_TUPCH
OG0004002	sp|Q7Z434|MAVS_HUMAN	tr|L8Y8S5|L8Y8S5_TUPCH
OG0004003	sp|Q7Z4Q2|HEAT3_HUMAN	tr|L9KGF5|L9KGF5_TUPCH
OG0004004	sp|Q7Z5L0|VMO1_HUMAN	tr|L9KLK9|L9KLK9_TUPCH
OG0004005	sp|Q86W54|SPA24_HUMAN	tr|L9JY23|L9JY23_TUPCH
OG0004006	sp|Q8N1B4|VPS52_HUMAN	tr|L9L319|L9L319_TUPCH
OG0004007	sp|Q8N6R0|EFNMT_HUMAN	tr|L9L8E5|L9L8E5_TUPCH
OG0004008	sp|Q8NH49|OR4X1_HUMAN	tr|L8Y432|L8Y432_TUPCH
OG0004009	sp|Q8WYR4|RSPH1_HUMAN	tr|L9JS49|L9JS49_TUPCH
OG0004010	sp|Q96BN8|OTUL_HUMAN	tr|L8YB68|L8YB68_TUPCH
OG0004011	sp|Q96E11|RRFM_HUMAN	tr|L9KU02|L9KU02_TUPCH
OG0004012	sp|Q96E52|OMA1_HUMAN	tr|L9KFC8|L9KFC8_TUPCH
OG0004013	sp|Q96RI0|PAR4_HUMAN	tr|L9L1C7|L9L1C7_TUPCH
OG0004014	sp|Q99712|KCJ15_HUMAN	tr|M0QT58|M0QT58_TUPCH
OG0004015	sp|Q99990|VGLL1_HUMAN	tr|L9J8U2|L9J8U2_TUPCH
OG0004016	sp|Q9BQ75|CMS1_HUMAN	tr|L9L4T5|L9L4T5_TUPCH
OG0004017	sp|Q9BSU1|PHAF1_HUMAN	tr|L9K266|L9K266_TUPCH
OG0004018	sp|Q9H5N1|RABE2_HUMAN	tr|L9KTZ9|L9KTZ9_TUPCH
OG0004019	sp|Q9NZT2|OGFR_HUMAN	tr|L8Y4X6|L8Y4X6_TUPCH
OG0004020	sp|Q9P055|JKAMP_HUMAN	tr|L9L261|L9L261_TUPCH
OG0004021	sp|Q9Y2U2|KCNK7_HUMAN	tr|M0QT14|M0QT14_TUPCH
OG0004023	sp|Q9Y6F6|IRAG1_HUMAN	tr|L8Y445|L8Y445_TUPCH
OG0004025	sp|A6NEH6|TM247_HUMAN	tr|L9JE69|L9JE69_TUPCH
OG0004026	sp|O00257|CBX4_HUMAN	tr|L9KZU6|L9KZU6_TUPCH
OG0004027	sp|O15537|XLRS1_HUMAN	tr|L9JDR9|L9JDR9_TUPCH
OG0004028	sp|O43709|BUD23_HUMAN	tr|L9KFU3|L9KFU3_TUPCH
OG0004029	sp|O75179|ANR17_HUMAN	tr|L9L737|L9L737_TUPCH
OG0004030	sp|O95415|BRI3_HUMAN	tr|L9KR03|L9KR03_TUPCH
OG0004031	sp|O95757|HS74L_HUMAN	tr|L9KIU1|L9KIU1_TUPCH
OG0004032	sp|P04275|VWF_HUMAN	tr|L8Y0M1|L8Y0M1_TUPCH
OG0004033	sp|P13726|TF_HUMAN	tr|L8YA64|L8YA64_TUPCH
OG0004034	sp|P15289|ARSA_HUMAN	tr|L9JEI6|L9JEI6_TUPCH
OG0004035	sp|P46821|MAP1B_HUMAN	tr|L8Y8V6|L8Y8V6_TUPCH
OG0004036	sp|Q01850|CDR2_HUMAN	tr|L8YGS8|L8YGS8_TUPCH
OG0004037	sp|Q13772|NCOA4_HUMAN	tr|L8YA84|L8YA84_TUPCH
OG0004038	sp|Q53HC9|EIPR1_HUMAN	tr|L9KIK6|L9KIK6_TUPCH
OG0004039	sp|Q5W0U4|BSPRY_HUMAN	tr|L9L603|L9L603_TUPCH
OG0004040	sp|Q6P047|CH074_HUMAN	tr|L8YGD9|L8YGD9_TUPCH
OG0004041	sp|Q7Z5K2|WAPL_HUMAN	tr|L8YCJ6|L8YCJ6_TUPCH
OG0004042	sp|Q86V20|SHLD2_HUMAN	tr|L9KW07|L9KW07_TUPCH
OG0004043	sp|Q86VY9|T200A_HUMAN	tr|L9L367|L9L367_TUPCH
OG0004044	sp|Q86WR6|CQ064_HUMAN	tr|L9KGB1|L9KGB1_TUPCH
OG0004045	sp|Q86XZ4|SPAS2_HUMAN	tr|L8Y376|L8Y376_TUPCH
OG0004047	sp|Q8N131|PORIM_HUMAN	tr|L9KJR9|L9KJR9_TUPCH
OG0004048	sp|Q8N6N6|NATD1_HUMAN	tr|L8YHL8|L8YHL8_TUPCH
OG0004049	sp|Q8N6U8|GP161_HUMAN	tr|L9KWC7|L9KWC7_TUPCH
OG0004050	sp|Q8N806|UBR7_HUMAN	tr|L8YAN8|L8YAN8_TUPCH
OG0004051	sp|Q8NDT2|RB15B_HUMAN	tr|L8Y601|L8Y601_TUPCH
OG0004052	sp|Q8NH60|O52J3_HUMAN	tr|L8Y958|L8Y958_TUPCH
OG0004053	sp|Q8TAB5|CA216_HUMAN	tr|L9KSW9|L9KSW9_TUPCH
OG0004054	sp|Q8TCD1|CR032_HUMAN	tr|L9L6L1|L9L6L1_TUPCH
OG0004055	sp|Q8WWW0|RASF5_HUMAN	tr|L9JBS1|L9JBS1_TUPCH
OG0004056	sp|Q92888|ARHG1_HUMAN	tr|L9L7G6|L9L7G6_TUPCH
OG0004057	sp|Q96DC9|OTUB2_HUMAN	tr|L8Y6U1|L8Y6U1_TUPCH
OG0004058	sp|Q96IV6|FXDC2_HUMAN	tr|L8YBG5|L8YBG5_TUPCH
OG0004059	sp|Q96KN4|LRAT1_HUMAN	tr|L9LE52|L9LE52_TUPCH
OG0004060	sp|Q96NZ1|FOXN4_HUMAN	tr|L9KRJ6|L9KRJ6_TUPCH
OG0004061	sp|Q96QE3|ATAD5_HUMAN	tr|L9KGH4|L9KGH4_TUPCH
OG0004062	sp|Q9BY79|MFRP_HUMAN	tr|L9KJW6|L9KJW6_TUPCH
OG0004063	sp|Q9BZQ8|NIBA1_HUMAN	tr|L9L3H9|L9L3H9_TUPCH
OG0004064	sp|Q9GZM5|YIPF3_HUMAN	tr|L9KU82|L9KU82_TUPCH
OG0004065	sp|Q9HA77|SYCM_HUMAN	tr|L9JAU5|L9JAU5_TUPCH
OG0004066	sp|Q9NPI6|DCP1A_HUMAN	tr|L8Y7M7|L8Y7M7_TUPCH
OG0004067	sp|Q9NRE2|TSH2_HUMAN	tr|L9L8C4|L9L8C4_TUPCH
OG0004068	sp|Q9NVE5|UBP40_HUMAN	tr|L8XZX6|L8XZX6_TUPCH
OG0004069	sp|Q9P244|LRFN1_HUMAN	tr|L9LCH6|L9LCH6_TUPCH
OG0004070	sp|Q9UMX1|SUFU_HUMAN	tr|L8Y5W9|L8Y5W9_TUPCH
OG0004071	sp|Q9UQ90|SPG7_HUMAN	tr|L9KNY0|L9KNY0_TUPCH
OG0004072	sp|O15156|ZBT7B_HUMAN	tr|L9KMR8|L9KMR8_TUPCH
OG0004073	sp|O75820|ZN189_HUMAN	tr|L9L0D9|L9L0D9_TUPCH
OG0004074	sp|P20292|AL5AP_HUMAN	tr|L9JCJ7|L9JCJ7_TUPCH
OG0004075	sp|P23919|KTHY_HUMAN	tr|L8Y742|L8Y742_TUPCH
OG0004076	sp|P28335|5HT2C_HUMAN	tr|L8YCT6|L8YCT6_TUPCH
OG0004077	sp|P29371|NK3R_HUMAN	tr|L9KSD0|L9KSD0_TUPCH
OG0004078	sp|P30414|NKTR_HUMAN	tr|L9K6V8|L9K6V8_TUPCH
OG0004079	sp|P46089|GPR3_HUMAN	tr|L9K8W9|L9K8W9_TUPCH
OG0004080	sp|P49593|PPM1F_HUMAN	tr|L9LFH5|L9LFH5_TUPCH
OG0004081	sp|P62318|SMD3_HUMAN	tr|L9JGF6|L9JGF6_TUPCH
OG0004082	sp|P78417|GSTO1_HUMAN	tr|L8Y5G2|L8Y5G2_TUPCH
OG0004083	sp|P78424|PO6F2_HUMAN	tr|L9L5P1|L9L5P1_TUPCH
OG0004084	sp|Q02252|MMSA_HUMAN	tr|L9L5E4|L9L5E4_TUPCH
OG0004085	sp|Q14642|I5P1_HUMAN	tr|L9KWV6|L9KWV6_TUPCH
OG0004086	sp|Q15327|ANKR1_HUMAN	tr|L9KZW5|L9KZW5_TUPCH
OG0004087	sp|Q5VTY9|HHAT_HUMAN	tr|L9JBN4|L9JBN4_TUPCH
OG0004088	sp|Q7L8J4|3BP5L_HUMAN	tr|L9KVV5|L9KVV5_TUPCH
OG0004089	sp|Q7Z4F1|LRP10_HUMAN	tr|L9L2Q2|L9L2Q2_TUPCH
OG0004090	sp|Q86W33|TPRA1_HUMAN	tr|L8Y1F5|L8Y1F5_TUPCH
OG0004091	sp|Q8IXT5|RB12B_HUMAN	tr|L8YGK0|L8YGK0_TUPCH
OG0004092	sp|Q8N9W6|BOLL_HUMAN	tr|L9KNJ4|L9KNJ4_TUPCH
OG0004093	sp|Q8NAG6|ANKL1_HUMAN	tr|L9KW76|L9KW76_TUPCH
OG0004094	sp|Q8NEL0|CCD54_HUMAN	tr|L8Y5Y1|L8Y5Y1_TUPCH
OG0004096	sp|Q8NHQ8|RASF8_HUMAN	tr|L9LCC1|L9LCC1_TUPCH
OG0004097	sp|Q8NI99|ANGL6_HUMAN	tr|L8YG06|L8YG06_TUPCH
OG0004098	sp|Q96C11|FGGY_HUMAN	tr|L9KJU5|L9KJU5_TUPCH
OG0004099	sp|Q96CX6|LRC58_HUMAN	tr|L9KXY1|L9KXY1_TUPCH
OG0004100	sp|Q96GE4|CEP95_HUMAN	tr|L9L2A1|L9L2A1_TUPCH
OG0004101	sp|Q96RF0|SNX18_HUMAN	tr|L9KT78|L9KT78_TUPCH
OG0004102	sp|Q96SM3|CPXM1_HUMAN	tr|L8Y8P9|L8Y8P9_TUPCH
OG0004103	sp|Q96T21|SEBP2_HUMAN	tr|L9KKZ7|L9KKZ7_TUPCH
OG0004104	sp|Q96T58|MINT_HUMAN	tr|L9L5B8|L9L5B8_TUPCH
OG0004105	sp|Q9BR61|ACBD6_HUMAN	tr|L9L7A6|L9L7A6_TUPCH
OG0004106	sp|Q9BXW9|FACD2_HUMAN	tr|L9KL81|L9KL81_TUPCH
OG0004107	sp|Q9UHB6|LIMA1_HUMAN	tr|L8Y908|L8Y908_TUPCH
OG0004108	sp|Q9UII2|ATIF1_HUMAN	tr|L8Y809|L8Y809_TUPCH
