Orthogroup	Homo_sapiens	Sapajus_apella
OG0001627	sp|O95376|ARI2_HUMAN	tr|A0A6J3HVS8|A0A6J3HVS8_SAPAP, tr|A0A6J3IVG3|A0A6J3IVG3_SAPAP
OG0001628	sp|P25789|PSA4_HUMAN	tr|A0A6J3HIJ2|A0A6J3HIJ2_SAPAP, tr|A0A6J3H7R3|A0A6J3H7R3_SAPAP
OG0001629	sp|P49019|HCAR3_HUMAN, sp|Q8TDS4|HCAR2_HUMAN	tr|A0A6J3EZE1|A0A6J3EZE1_SAPAP
OG0001630	sp|Q8WW24|TEKT4_HUMAN, sp|Q8WZ33|MAFIP_HUMAN	tr|A0A6J3GD86|A0A6J3GD86_SAPAP
OG0001631	sp|Q8TAX9|GSDMB_HUMAN, sp|Q96QA5|GSDMA_HUMAN	tr|A0A6J3HZK0|A0A6J3HZK0_SAPAP
OG0001632	sp|Q9UGI8|TES_HUMAN	tr|A0A6J3HNL8|A0A6J3HNL8_SAPAP, tr|A0A6J3FT38|A0A6J3FT38_SAPAP
OG0001633	sp|A0A1W2PPM1|CPHXL_HUMAN, sp|A0A1W2PPK0|CPHL2_HUMAN	tr|A0A6J3IDS6|A0A6J3IDS6_SAPAP
OG0001634	sp|Q08752|PPID_HUMAN	tr|A0A6J3HUN5|A0A6J3HUN5_SAPAP, tr|A0A6J3FFR1|A0A6J3FFR1_SAPAP
OG0001635	sp|Q58G82|SY14L_HUMAN, sp|Q8NB59|SYT14_HUMAN	tr|A0A6J3IR55|A0A6J3IR55_SAPAP
OG0001636	sp|Q9H1F0|WF10A_HUMAN, sp|Q8IUB3|WF10B_HUMAN	tr|A0A6J3GQ27|A0A6J3GQ27_SAPAP
OG0001637	sp|Q9H6D8|FNDC4_HUMAN, sp|Q8NAU1|FNDC5_HUMAN	tr|A0A6J3FAU4|A0A6J3FAU4_SAPAP
OG0001638	sp|A6NLW8|DUXA_HUMAN	tr|A0A6J3GM44|A0A6J3GM44_SAPAP, tr|A0A6J3GBB0|A0A6J3GBB0_SAPAP
OG0001639	sp|Q9Y295|DRG1_HUMAN	tr|A0A6J3G305|A0A6J3G305_SAPAP, tr|A0A6J3ISU5|A0A6J3ISU5_SAPAP
OG0001640	sp|Q9Y4E1|WAC2C_HUMAN, sp|Q641Q2|WAC2A_HUMAN	tr|A0A6J3HCC5|A0A6J3HCC5_SAPAP
OG0001641	sp|P14406|CX7A2_HUMAN, sp|O60397|COX7S_HUMAN	tr|A0A6J3HLG7|A0A6J3HLG7_SAPAP
OG0001642	sp|P11387|TOP1_HUMAN, sp|Q969P6|TOP1M_HUMAN	tr|A0A6J3J8T1|A0A6J3J8T1_SAPAP
OG0001643	sp|P23327|SRCH_HUMAN	tr|A0A6J3HER4|A0A6J3HER4_SAPAP, tr|A0A6J3HDX4|A0A6J3HDX4_SAPAP
OG0001644	sp|P69905|HBA_HUMAN	tr|A0A6J3HIL8|A0A6J3HIL8_SAPAP, sp|P01928|HBA_SAPAP
OG0001645	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A6J3I3K2|A0A6J3I3K2_SAPAP, tr|A0A6J3HM42|A0A6J3HM42_SAPAP
OG0001646	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A6J3I441|A0A6J3I441_SAPAP, tr|A0A6J3HJM8|A0A6J3HJM8_SAPAP
OG0001647	sp|O75386|TULP3_HUMAN	tr|A0A6J3FX23|A0A6J3FX23_SAPAP, tr|A0A6J3HD19|A0A6J3HD19_SAPAP
OG0001648	sp|P23497|SP100_HUMAN	tr|A0A6J3HUI6|A0A6J3HUI6_SAPAP, tr|A0A6J3HTM5|A0A6J3HTM5_SAPAP
OG0001649	sp|P62861|RS30_HUMAN, sp|A6NDN8|UBIML_HUMAN	tr|A0A6J3I973|A0A6J3I973_SAPAP
OG0001650	sp|Q8NGM8|OR6M1_HUMAN	tr|A0A6J3IG59|A0A6J3IG59_SAPAP, tr|A0A6J3IHQ0|A0A6J3IHQ0_SAPAP
OG0001651	sp|P01024|CO3_HUMAN	tr|A0A6J3FS02|A0A6J3FS02_SAPAP, tr|A0A6J3FQ62|A0A6J3FQ62_SAPAP
OG0001652	sp|Q96T59|CDRTF_HUMAN, sp|A8MXV6|CD15L_HUMAN	tr|A0A6J3I024|A0A6J3I024_SAPAP
OG0001653	sp|Q5VT79|AXA81_HUMAN, sp|P13928|ANXA8_HUMAN	tr|A0A6J3H7M7|A0A6J3H7M7_SAPAP
OG0001654	sp|Q96MP8|KCTD7_HUMAN	tr|A0A6J3GQX6|A0A6J3GQX6_SAPAP, tr|A0A6J3GS87|A0A6J3GS87_SAPAP
OG0001655	sp|Q9NYV7|T2R16_HUMAN	tr|A0A6J3F6A3|A0A6J3F6A3_SAPAP, tr|A0A6J3HNH8|A0A6J3HNH8_SAPAP
OG0001656	sp|Q9UKJ1|PILRA_HUMAN, sp|Q9UKJ0|PILRB_HUMAN	tr|A0A6J3FZ90|A0A6J3FZ90_SAPAP
OG0001658	tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|P02489|CRYAA_HUMAN	tr|A0A6J3HQ68|A0A6J3HQ68_SAPAP
OG0001659	sp|P18848|ATF4_HUMAN	tr|A0A6J3GZF8|A0A6J3GZF8_SAPAP, tr|A0A6J3JAQ8|A0A6J3JAQ8_SAPAP
OG0001660	sp|P22760|AAAD_HUMAN	tr|A0A6J3GN62|A0A6J3GN62_SAPAP, tr|A0A6J3GD18|A0A6J3GD18_SAPAP
OG0001661	sp|Q96BM0|I27L1_HUMAN, sp|P40305|IFI27_HUMAN	tr|A0A6J3IMT2|A0A6J3IMT2_SAPAP
OG0001663	sp|Q96DU3|SLAF6_HUMAN	tr|A0A6J3GFV4|A0A6J3GFV4_SAPAP, tr|A0A6J3IZN6|A0A6J3IZN6_SAPAP
OG0001664	sp|Q92764|KRT35_HUMAN, sp|Q14532|K1H2_HUMAN	tr|A0A6J3HYV8|A0A6J3HYV8_SAPAP
OG0001665	sp|Q9BYG3|MK67I_HUMAN	tr|A0A6J3HCF0|A0A6J3HCF0_SAPAP, tr|A0A6J3HEX1|A0A6J3HEX1_SAPAP
OG0001666	sp|A8K979|ERI2_HUMAN	tr|A0A6J3EZK5|A0A6J3EZK5_SAPAP, tr|A0A6J3H568|A0A6J3H568_SAPAP
OG0001667	sp|O60437|PEPL_HUMAN	tr|A0A6J3JK03|A0A6J3JK03_SAPAP, tr|A0A6J3G7R9|A0A6J3G7R9_SAPAP
OG0001669	sp|P08048|ZFY_HUMAN, sp|P17010|ZFX_HUMAN	tr|A0A6J3IHP6|A0A6J3IHP6_SAPAP
OG0001670	sp|P08118|MSMB_HUMAN	tr|A0A6J3HDX0|A0A6J3HDX0_SAPAP, tr|A0A6J3GYN8|A0A6J3GYN8_SAPAP
OG0001671	sp|Q96E22|NGBR_HUMAN	tr|A0A6J3HL79|A0A6J3HL79_SAPAP, tr|A0A6J3HCB2|A0A6J3HCB2_SAPAP
OG0001672	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A6J3FUZ1|A0A6J3FUZ1_SAPAP, tr|A0A6J3ESD9|A0A6J3ESD9_SAPAP
OG0001673	sp|P61604|CH10_HUMAN	tr|A0A6J3FPU6|A0A6J3FPU6_SAPAP, tr|A0A6J3IS68|A0A6J3IS68_SAPAP
OG0001674	sp|Q96PH6|DB118_HUMAN, sp|Q30KQ5|DB115_HUMAN	tr|A0A6J3J8F5|A0A6J3J8F5_SAPAP
OG0001675	sp|O43399|TPD54_HUMAN, sp|Q96J77|TPD55_HUMAN	tr|A0A6J3G443|A0A6J3G443_SAPAP
OG0001676	sp|Q6NUM6|TYW1B_HUMAN, sp|Q9NV66|TYW1_HUMAN	tr|A0A6J3GRR6|A0A6J3GRR6_SAPAP
OG0001677	sp|Q86Y39|NDUAB_HUMAN	tr|A0A6J3GA88|A0A6J3GA88_SAPAP, tr|A0A6J3FQY8|A0A6J3FQY8_SAPAP
OG0001678	sp|Q9BTT0|AN32E_HUMAN	tr|A0A6J3HEI7|A0A6J3HEI7_SAPAP, tr|A0A6J3JDT7|A0A6J3JDT7_SAPAP
OG0001679	sp|Q9UJW3|DNM3L_HUMAN, tr|A0A096LPK6|A0A096LPK6_HUMAN	tr|A0A6J3HQY5|A0A6J3HQY5_SAPAP
OG0001680	sp|Q99732|LITAF_HUMAN, sp|A0A1B0GVX0|LITAD_HUMAN	tr|A0A6J3EZ92|A0A6J3EZ92_SAPAP
OG0001681	sp|A6NDG6|PGP_HUMAN, sp|Q96GD0|PLPP_HUMAN	tr|A0A6J3H1U3|A0A6J3H1U3_SAPAP
OG0001682	sp|O75152|ZC11A_HUMAN, sp|A0A1B0GTU1|ZC11B_HUMAN	tr|A0A6J3IQB9|A0A6J3IQB9_SAPAP
OG0001683	sp|P07355|ANXA2_HUMAN, sp|A6NMY6|AXA2L_HUMAN	tr|A0A6J3JGH4|A0A6J3JGH4_SAPAP
OG0001684	sp|P19652|A1AG2_HUMAN, sp|P02763|A1AG1_HUMAN	tr|A0A6J3HE38|A0A6J3HE38_SAPAP
OG0001685	sp|P31944|CASPE_HUMAN	tr|A0A6J3G7G7|A0A6J3G7G7_SAPAP, tr|A0A6J3GVC2|A0A6J3GVC2_SAPAP
OG0001686	sp|Q96JH8|RADIL_HUMAN	tr|A0A6J3GDK7|A0A6J3GDK7_SAPAP, tr|A0A6J3IX44|A0A6J3IX44_SAPAP
OG0001687	sp|P05783|K1C18_HUMAN	tr|A0A6J3J299|A0A6J3J299_SAPAP, tr|A0A6J3HGT9|A0A6J3HGT9_SAPAP
OG0001688	sp|Q9C0D4|Z518B_HUMAN, sp|Q6AHZ1|Z518A_HUMAN	tr|A0A6J3HD89|A0A6J3HD89_SAPAP
OG0001689	sp|Q8N0Y2|ZN444_HUMAN	tr|A0A6J3GM07|A0A6J3GM07_SAPAP, tr|A0A6J3JFH1|A0A6J3JFH1_SAPAP
OG0001690	sp|O43280|TREA_HUMAN	tr|A0A6J3IGB6|A0A6J3IGB6_SAPAP, tr|A0A6J3II25|A0A6J3II25_SAPAP
OG0001691	sp|P04731|MT1A_HUMAN, sp|P04732|MT1E_HUMAN	tr|A0A6J3IBB4|A0A6J3IBB4_SAPAP
OG0001692	sp|P20674|COX5A_HUMAN	tr|A0A6J3IES3|A0A6J3IES3_SAPAP, tr|A0A6J3HCN4|A0A6J3HCN4_SAPAP
OG0001693	sp|P59046|NAL12_HUMAN	tr|A0A6J3FLY7|A0A6J3FLY7_SAPAP, tr|A0A6J3H9W4|A0A6J3H9W4_SAPAP
OG0001694	sp|Q1W4C9|ISK13_HUMAN, sp|Q5DT21|ISK9_HUMAN	tr|A0A6J3FKT5|A0A6J3FKT5_SAPAP
OG0001695	sp|Q9UQN3|CHM2B_HUMAN, sp|Q9Y3E7|CHMP3_HUMAN	tr|A0A6J3HSS0|A0A6J3HSS0_SAPAP
OG0001696	sp|A0A096LP01|SIM26_HUMAN	tr|A0A6J3FEF3|A0A6J3FEF3_SAPAP, tr|A0A6J3IKH9|A0A6J3IKH9_SAPAP
OG0001697	sp|O95170|CDRT1_HUMAN, sp|Q5XX13|FBW10_HUMAN	tr|A0A6J3I0E1|A0A6J3I0E1_SAPAP
OG0001698	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A6J3HC37|A0A6J3HC37_SAPAP, tr|A0A6J3HDI1|A0A6J3HDI1_SAPAP
OG0001699	sp|Q9ULN7|PNM8B_HUMAN	tr|A0A6J3GKY6|A0A6J3GKY6_SAPAP, tr|A0A6J3GM09|A0A6J3GM09_SAPAP
OG0001700	sp|O00154|BACH_HUMAN, sp|Q6ZUV0|BACHL_HUMAN	tr|A0A6J3JR84|A0A6J3JR84_SAPAP
OG0001701	sp|P0DMW4|SIL2A_HUMAN, sp|P0DMW5|SIL2B_HUMAN	tr|A0A6J3GQ46|A0A6J3GQ46_SAPAP
OG0001702	sp|Q16570|ACKR1_HUMAN	sp|Q95LF4|ACKR1_SAPAP, tr|F2X0J1|F2X0J1_SAPAP
OG0001703	sp|Q8IVE0|CROL2_HUMAN, sp|Q5TZA2|CROCC_HUMAN	tr|A0A6J3JQF8|A0A6J3JQF8_SAPAP
OG0001704	sp|Q9Y697|NFS1_HUMAN, sp|Q96I15|SCLY_HUMAN	tr|A0A6J3HVE3|A0A6J3HVE3_SAPAP
OG0001705	sp|P47813|IF1AX_HUMAN, sp|O14602|IF1AY_HUMAN	tr|A0A6J3IHJ5|A0A6J3IHJ5_SAPAP
OG0001706	sp|P0CG35|TB15B_HUMAN, sp|P0CG34|TB15A_HUMAN	tr|A0A6J3H4M2|A0A6J3H4M2_SAPAP
OG0001707	sp|P12107|COBA1_HUMAN	tr|A0A6J3GN07|A0A6J3GN07_SAPAP, tr|A0A6J3GIL2|A0A6J3GIL2_SAPAP
OG0001708	sp|P35237|SPB6_HUMAN	tr|A0A6J3J405|A0A6J3J405_SAPAP, tr|A0A6J3FKM1|A0A6J3FKM1_SAPAP
OG0001709	sp|A0A0B4J2D5|GAL3B_HUMAN, sp|P0DPI2|GAL3A_HUMAN	tr|A0A6J3HS73|A0A6J3HS73_SAPAP
OG0001710	sp|Q68DN1|CB016_HUMAN	tr|A0A6J3HIC5|A0A6J3HIC5_SAPAP, tr|A0A6J3EKD9|A0A6J3EKD9_SAPAP
OG0001711	sp|P21675|TAF1_HUMAN, sp|Q8IZX4|TAF1L_HUMAN	tr|A0A6J3G139|A0A6J3G139_SAPAP
OG0001712	sp|Q96SZ4|ZSC10_HUMAN	tr|A0A6J3HIH0|A0A6J3HIH0_SAPAP, tr|A0A6J3G6Q5|A0A6J3G6Q5_SAPAP
OG0001713	sp|Q9BY66|KDM5D_HUMAN, sp|P41229|KDM5C_HUMAN	tr|A0A6J3GXE9|A0A6J3GXE9_SAPAP
OG0001714	sp|Q9Y448|SKAP_HUMAN	tr|A0A6J3GG70|A0A6J3GG70_SAPAP, tr|A0A6J3GN00|A0A6J3GN00_SAPAP
OG0001715	sp|P00450|CERU_HUMAN	tr|A0A6J3GPU5|A0A6J3GPU5_SAPAP, tr|A0A6J3GPT1|A0A6J3GPT1_SAPAP
OG0001716	sp|P29692|EF1D_HUMAN, sp|Q658K8|EF1DL_HUMAN	tr|A0A6J3G0S6|A0A6J3G0S6_SAPAP
OG0001717	sp|Q9UM13|APC10_HUMAN	tr|A0A6J3F9P0|A0A6J3F9P0_SAPAP, tr|A0A6J3JE05|A0A6J3JE05_SAPAP
OG0001718	sp|P78358|CTG1B_HUMAN, sp|O75638|CTAG2_HUMAN	tr|A0A6J3GU37|A0A6J3GU37_SAPAP
OG0001719	sp|P0DPQ3|PR20G_HUMAN	tr|A0A6J3HCN5|A0A6J3HCN5_SAPAP, tr|A0A6J3HRK6|A0A6J3HRK6_SAPAP
OG0001720	sp|P37287|PIGA_HUMAN	tr|A0A6J3I2K8|A0A6J3I2K8_SAPAP, tr|A0A6J3IH55|A0A6J3IH55_SAPAP
OG0001721	sp|Q96IZ6|MET2A_HUMAN, sp|Q6P1Q9|MET2B_HUMAN	tr|A0A6J3GWH6|A0A6J3GWH6_SAPAP
OG0001722	sp|Q99836|MYD88_HUMAN	tr|A0A6J3HGF2|A0A6J3HGF2_SAPAP, tr|A0A6J3HEV2|A0A6J3HEV2_SAPAP
OG0001724	sp|A6NGB0|T191C_HUMAN, sp|P0C7N4|T191B_HUMAN	tr|A0A6J3HBV8|A0A6J3HBV8_SAPAP
OG0001725	sp|P0DMR2|SG1C2_HUMAN, sp|Q8TD33|SG1C1_HUMAN	tr|A0A6J3HE77|A0A6J3HE77_SAPAP
OG0001726	sp|P35408|PE2R4_HUMAN	tr|A0A6J3HFW0|A0A6J3HFW0_SAPAP, tr|A0A6J3HX08|A0A6J3HX08_SAPAP
OG0001727	sp|Q6Q0C1|S2547_HUMAN, sp|Q6ZT89|S2548_HUMAN	tr|A0A6J3ILH9|A0A6J3ILH9_SAPAP
OG0001728	sp|Q8N0T1|RBIS_HUMAN	tr|A0A6J3FKR5|A0A6J3FKR5_SAPAP, tr|A0A6J3HLI6|A0A6J3HLI6_SAPAP
OG0001729	sp|P0CK96|S352B_HUMAN, sp|P0CK97|S35E2_HUMAN	tr|A0A6J3GJC5|A0A6J3GJC5_SAPAP
OG0001730	sp|O15530|PDPK1_HUMAN, sp|Q6A1A2|PDPK2_HUMAN	tr|A0A6J3H2E3|A0A6J3H2E3_SAPAP
OG0001731	sp|Q96I27|ZN625_HUMAN	tr|A0A6J3FP56|A0A6J3FP56_SAPAP, tr|A0A6J3FP61|A0A6J3FP61_SAPAP
OG0001732	sp|Q5JTV8|TOIP1_HUMAN	tr|A0A6J3IYS3|A0A6J3IYS3_SAPAP, tr|A0A6J3HSW9|A0A6J3HSW9_SAPAP
OG0001733	sp|Q8NHB1|OR2V1_HUMAN, sp|Q96R30|OR2V2_HUMAN	tr|A0A6J3HG81|A0A6J3HG81_SAPAP
OG0001734	sp|Q9BXS1|IDI2_HUMAN, sp|Q13907|IDI1_HUMAN	tr|A0A6J3GUK2|A0A6J3GUK2_SAPAP
OG0001735	sp|C9J798|RAS4B_HUMAN, sp|O43374|RASL2_HUMAN	tr|A0A6J3FYN4|A0A6J3FYN4_SAPAP
OG0001736	sp|O43313|ATMIN_HUMAN	tr|A0A6J3ID08|A0A6J3ID08_SAPAP, tr|A0A6J3GEP1|A0A6J3GEP1_SAPAP
OG0001737	sp|Q14129|DGCR6_HUMAN, sp|Q9BY27|DGC6L_HUMAN	tr|A0A6J3H6T7|A0A6J3H6T7_SAPAP
OG0001738	sp|Q96ET8|TV23C_HUMAN, sp|Q9NYZ1|TV23B_HUMAN	tr|A0A6J3I1F7|A0A6J3I1F7_SAPAP
OG0001739	sp|Q96PN6|ADCYA_HUMAN	tr|A0A6J3IXV5|A0A6J3IXV5_SAPAP, tr|A0A6J3FUS7|A0A6J3FUS7_SAPAP
OG0001740	sp|O95714|HERC2_HUMAN, sp|Q9BVR0|HRC23_HUMAN	tr|A0A6J3GDK1|A0A6J3GDK1_SAPAP
OG0001741	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A6J3IVV9|A0A6J3IVV9_SAPAP, tr|A0A6J3INJ1|A0A6J3INJ1_SAPAP
OG0001742	sp|P62269|RS18_HUMAN	tr|A0A6J3FU36|A0A6J3FU36_SAPAP, tr|A0A6J3JS48|A0A6J3JS48_SAPAP
OG0001743	sp|O75190|DNJB6_HUMAN, sp|Q7Z6W7|DNJB7_HUMAN	tr|A0A6J3F566|A0A6J3F566_SAPAP
OG0001744	sp|Q8TEM1|PO210_HUMAN	tr|A0A6J3GJW2|A0A6J3GJW2_SAPAP, tr|A0A6J3HE93|A0A6J3HE93_SAPAP
OG0001745	sp|Q9H2W1|M4A6A_HUMAN, sp|Q96DS6|M4A6E_HUMAN	tr|A0A6J3I9I5|A0A6J3I9I5_SAPAP
OG0001746	sp|Q86UP8|GTD2A_HUMAN, sp|Q6EKJ0|GTD2B_HUMAN	tr|A0A6J3FYC0|A0A6J3FYC0_SAPAP
OG0001747	sp|Q7Z5G4|GOGA7_HUMAN, sp|Q2TAP0|GOG7B_HUMAN	tr|A0A6J3IPK5|A0A6J3IPK5_SAPAP
OG0001748	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|A0A6J3FU87|A0A6J3FU87_SAPAP
OG0001749	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN	tr|A0A6J3H401|A0A6J3H401_SAPAP
OG0001750	sp|P62888|RL30_HUMAN	tr|A0A6J3FFE9|A0A6J3FFE9_SAPAP, tr|A0A6J3G3T0|A0A6J3G3T0_SAPAP
OG0001751	sp|P62979|RS27A_HUMAN, tr|A0A2R8Y422|A0A2R8Y422_HUMAN	tr|A0A6J3JLW9|A0A6J3JLW9_SAPAP
OG0001752	sp|Q99439|CNN2_HUMAN	tr|A0A6J3FSR9|A0A6J3FSR9_SAPAP, tr|A0A6J3HSP3|A0A6J3HSP3_SAPAP
OG0001753	sp|P0DP73|D130B_HUMAN, sp|P0DP74|D130A_HUMAN	tr|A0A6J3H245|A0A6J3H245_SAPAP
OG0001754	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A6J3HFF8|A0A6J3HFF8_SAPAP, tr|A0A6J3HDS2|A0A6J3HDS2_SAPAP
OG0001755	sp|Q8WW33|GTSF1_HUMAN	tr|A0A6J3HU50|A0A6J3HU50_SAPAP, tr|A0A6J3IYR5|A0A6J3IYR5_SAPAP
OG0001756	sp|O43692|PI15_HUMAN, sp|Q9H3Y0|CRSPL_HUMAN	tr|A0A6J3FMJ0|A0A6J3FMJ0_SAPAP
OG0001757	sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN	tr|A0A6J3GDX9|A0A6J3GDX9_SAPAP
OG0001758	sp|Q9GZQ8|MLP3B_HUMAN, sp|A6NCE7|MP3B2_HUMAN	tr|A0A6J3IE97|A0A6J3IE97_SAPAP
OG0001759	sp|Q9H4T2|ZSC16_HUMAN	tr|A0A6J3GQE8|A0A6J3GQE8_SAPAP, tr|A0A6J3H6W0|A0A6J3H6W0_SAPAP
OG0001760	sp|Q9UHE5|NAT8_HUMAN, sp|Q9UHF3|NAT8B_HUMAN	tr|A0A6J3IZS4|A0A6J3IZS4_SAPAP
OG0001761	sp|P07203|GPX1_HUMAN	sp|Q4AEI1|GPX1_SAPAP, tr|A0A6J3HWM2|A0A6J3HWM2_SAPAP
OG0001762	sp|Q00987|MDM2_HUMAN	tr|A0A6J3IMI1|A0A6J3IMI1_SAPAP, tr|A0A6J3JCQ6|A0A6J3JCQ6_SAPAP
OG0001763	sp|Q5JRX3|PREP_HUMAN	tr|A0A6J3HEY8|A0A6J3HEY8_SAPAP, tr|A0A6J3HEJ8|A0A6J3HEJ8_SAPAP
OG0001764	sp|Q96MD7|CI085_HUMAN, sp|Q8N2A0|CX062_HUMAN	tr|A0A6J3IWU7|A0A6J3IWU7_SAPAP
OG0001765	sp|Q96QD5|DEPD7_HUMAN, sp|Q8N2C3|DEPD4_HUMAN	tr|A0A6J3IAG7|A0A6J3IAG7_SAPAP
OG0001766	sp|O60516|4EBP3_HUMAN, sp|Q13542|4EBP2_HUMAN	tr|A0A6J3G411|A0A6J3G411_SAPAP
OG0001767	sp|Q5I7T1|AG10B_HUMAN, sp|Q5BKT4|AG10A_HUMAN	tr|A0A6J3FET5|A0A6J3FET5_SAPAP
OG0001768	sp|Q9UKC9|FBXL2_HUMAN, sp|Q96IG2|FXL20_HUMAN	tr|A0A6J3H4R3|A0A6J3H4R3_SAPAP
OG0001769	sp|Q96MW7|TIGD1_HUMAN	tr|A0A6J3I3U9|A0A6J3I3U9_SAPAP, tr|A0A6J3HUZ5|A0A6J3HUZ5_SAPAP
OG0001770	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A6J3EZ61|A0A6J3EZ61_SAPAP, tr|A0A6J3JCY7|A0A6J3JCY7_SAPAP
OG0001771	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A6J3GU96|A0A6J3GU96_SAPAP, tr|A0A6J3GF72|A0A6J3GF72_SAPAP
OG0001772	sp|A8MWV9|SM34A_HUMAN, tr|A0A2R8Y550|A0A2R8Y550_HUMAN	tr|A0A6J3HS05|A0A6J3HS05_SAPAP
OG0001773	sp|P15151|PVR_HUMAN	tr|Q8HY16|Q8HY16_SAPAP, tr|A0A6J3GKL5|A0A6J3GKL5_SAPAP
OG0001774	sp|O75293|GA45B_HUMAN, sp|P24522|GA45A_HUMAN	tr|A0A6J3JCI4|A0A6J3JCI4_SAPAP
OG0001775	sp|P78395|PRAME_HUMAN	tr|A0A6J3HCQ5|A0A6J3HCQ5_SAPAP, tr|A0A6J3HDT3|A0A6J3HDT3_SAPAP
OG0001776	sp|Q9NY37|ASIC5_HUMAN, tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN	tr|A0A6J3FFJ8|A0A6J3FFJ8_SAPAP
OG0001777	sp|Q8IXF9|AQ12A_HUMAN, sp|A6NM10|AQ12B_HUMAN	tr|A0A6J3HET6|A0A6J3HET6_SAPAP
OG0001778	sp|O75762|TRPA1_HUMAN	tr|A0A6J3JBA3|A0A6J3JBA3_SAPAP, tr|A0A6J3JCR5|A0A6J3JCR5_SAPAP
OG0001779	sp|O75015|FCG3B_HUMAN, sp|P08637|FCG3A_HUMAN	tr|A0A6J3IYM3|A0A6J3IYM3_SAPAP
OG0001780	sp|Q9H251|CAD23_HUMAN	tr|A0A6J3G270|A0A6J3G270_SAPAP, tr|A0A6J3IN65|A0A6J3IN65_SAPAP
OG0001782	sp|Q96SF2|TCPQM_HUMAN, sp|A6NM43|TCPQL_HUMAN	tr|A0A6J3F5G1|A0A6J3F5G1_SAPAP
OG0001783	sp|Q9BWT6|MND1_HUMAN	tr|A0A6J3FFM2|A0A6J3FFM2_SAPAP, tr|A0A6J3GNR5|A0A6J3GNR5_SAPAP
OG0001784	sp|Q05066|SRY_HUMAN, sp|O95416|SOX14_HUMAN	tr|A0A6J3GDM4|A0A6J3GDM4_SAPAP
OG0001785	sp|P0DPA3|SNH28_HUMAN, sp|P0DPA2|VSIG8_HUMAN	tr|A0A6J3GFP9|A0A6J3GFP9_SAPAP
OG0001786	sp|Q58FF3|ENPLL_HUMAN, sp|P14625|ENPL_HUMAN	tr|A0A6J3JMX4|A0A6J3JMX4_SAPAP
OG0001787	sp|Q14508|WFDC2_HUMAN	tr|A0A6J3F3M4|A0A6J3F3M4_SAPAP, tr|A0A6J3GNV6|A0A6J3GNV6_SAPAP
OG0001788	sp|Q9UHE8|STEA1_HUMAN, sp|Q6NZ63|STEAL_HUMAN	tr|A0A6J3FTY9|A0A6J3FTY9_SAPAP
OG0001789	sp|Q16627|CCL14_HUMAN	tr|A0A6J3HG18|A0A6J3HG18_SAPAP, tr|A0A6J3HIV0|A0A6J3HIV0_SAPAP
OG0001790	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A6J3IC47|A0A6J3IC47_SAPAP, tr|A0A6J3GTT8|A0A6J3GTT8_SAPAP
OG0001791	sp|Q8N4E7|FTMT_HUMAN	tr|A0A6J3IXE1|A0A6J3IXE1_SAPAP, tr|A0A6J3JM29|A0A6J3JM29_SAPAP
OG0001792	sp|Q9UQC9|CLCA2_HUMAN	tr|A0A6J3JCN4|A0A6J3JCN4_SAPAP, tr|A0A6J3JBP2|A0A6J3JBP2_SAPAP
OG0001793	sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN	tr|A0A6J3H1Z3|A0A6J3H1Z3_SAPAP
OG0001794	sp|Q5T1J5|CHCH9_HUMAN, sp|Q9Y6H1|CHCH2_HUMAN	tr|A0A6J3GS47|A0A6J3GS47_SAPAP
OG0001795	sp|P08218|CEL2B_HUMAN, sp|P08217|CEL2A_HUMAN	tr|A0A6J3JPG1|A0A6J3JPG1_SAPAP
OG0001796	sp|P53041|PPP5_HUMAN	tr|A0A6J3GKN7|A0A6J3GKN7_SAPAP, tr|A0A6J3GKM7|A0A6J3GKM7_SAPAP
OG0001797	sp|Q9BWQ8|LFG2_HUMAN	tr|A0A6J3J512|A0A6J3J512_SAPAP, tr|A0A6J3FTC9|A0A6J3FTC9_SAPAP
OG0001798	sp|Q9H7X7|IFT22_HUMAN	tr|A0A6J3HHF4|A0A6J3HHF4_SAPAP, tr|A0A6J3G084|A0A6J3G084_SAPAP
OG0001800	sp|O60676|CST8_HUMAN	tr|A0A6J3FF06|A0A6J3FF06_SAPAP, tr|A0A6J3FF62|A0A6J3FF62_SAPAP
OG0001801	sp|Q6UB99|ANR11_HUMAN	tr|A0A6J3H834|A0A6J3H834_SAPAP, tr|A0A6J3IEI7|A0A6J3IEI7_SAPAP
