Orthogroup	Homo_sapiens	Chlorocebus_sabaeus
OG0001202	sp|O60879|DIAP2_HUMAN	tr|A0A0D9RDG5|A0A0D9RDG5_CHLSB
OG0001203	sp|O43301|HS12A_HUMAN	tr|A0A0D9QXR3|A0A0D9QXR3_CHLSB
OG0001203	sp|Q96MM6|HS12B_HUMAN	tr|A0A0D9RKL8|A0A0D9RKL8_CHLSB
OG0001204	sp|P49407|ARRB1_HUMAN	tr|A0A0D9QVC6|A0A0D9QVC6_CHLSB
OG0001204	sp|P32121|ARRB2_HUMAN	tr|A0A0D9RKX9|A0A0D9RKX9_CHLSB
OG0001205	sp|P61163|ACTZ_HUMAN	tr|A0A0D9QZD8|A0A0D9QZD8_CHLSB
OG0001205	sp|P42025|ACTY_HUMAN	tr|A0A0D9RXH9|A0A0D9RXH9_CHLSB
OG0001206	sp|Q96JB1|DYH8_HUMAN	tr|A0A0D9RE05|A0A0D9RE05_CHLSB
OG0001206	sp|Q8TE73|DYH5_HUMAN	tr|A0A0D9RXI4|A0A0D9RXI4_CHLSB
OG0001207	sp|Q9UBS0|KS6B2_HUMAN	tr|A0A0D9R8B9|A0A0D9R8B9_CHLSB
OG0001207	sp|P23443|KS6B1_HUMAN	tr|A0A0D9R0Q9|A0A0D9R0Q9_CHLSB
OG0001208	sp|Q01959|SC6A3_HUMAN	tr|A0A0D9RXR1|A0A0D9RXR1_CHLSB
OG0001208	sp|P23975|SC6A2_HUMAN	tr|A0A0D9QYZ0|A0A0D9QYZ0_CHLSB
OG0001209	sp|O60333|KIF1B_HUMAN	tr|A0A0D9S8P0|A0A0D9S8P0_CHLSB
OG0001209	sp|Q12756|KIF1A_HUMAN	tr|A0A0D9R0V1|A0A0D9R0V1_CHLSB
OG0001210	sp|Q8IZD9|DOCK3_HUMAN	tr|A0A0D9RNN3|A0A0D9RNN3_CHLSB
OG0001210	sp|Q8N1I0|DOCK4_HUMAN	tr|A0A0D9RFH1|A0A0D9RFH1_CHLSB
OG0001211	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A0D9RJH4|A0A0D9RJH4_CHLSB, tr|A0A0D9RXH3|A0A0D9RXH3_CHLSB, tr|A0A0D9RVY8|A0A0D9RVY8_CHLSB
OG0001212	sp|Q8N5Q1|GAR5B_HUMAN, sp|Q6IPT2|GAR5A_HUMAN, sp|Q8NEG0|GAR6_HUMAN	tr|A0A0D9S127|A0A0D9S127_CHLSB
OG0001213	sp|A3KN83|SBNO1_HUMAN	tr|A0A0D9S532|A0A0D9S532_CHLSB
OG0001213	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A0D9RIR3|A0A0D9RIR3_CHLSB
OG0001214	sp|Q96J65|MRP9_HUMAN	tr|A0A0D9QZI3|A0A0D9QZI3_CHLSB
OG0001214	sp|Q96J66|MRP8_HUMAN	tr|A0A0D9QZF0|A0A0D9QZF0_CHLSB
OG0001215	sp|Q13950|RUNX2_HUMAN	tr|A0A0D9RJ75|A0A0D9RJ75_CHLSB
OG0001215	sp|Q01196|RUNX1_HUMAN	tr|A0A0D9R8M6|A0A0D9R8M6_CHLSB
OG0001216	sp|Q15833|STXB2_HUMAN	tr|A0A0D9R7K6|A0A0D9R7K6_CHLSB
OG0001216	sp|P61764|STXB1_HUMAN	tr|A0A0D9RMR5|A0A0D9RMR5_CHLSB
OG0001217	sp|Q9HCE7|SMUF1_HUMAN	tr|A0A0D9RYV4|A0A0D9RYV4_CHLSB
OG0001217	sp|Q9HAU4|SMUF2_HUMAN	tr|A0A0D9QVK0|A0A0D9QVK0_CHLSB
OG0001218	sp|Q8NH74|O10A6_HUMAN	tr|A0A0D9SDA0|A0A0D9SDA0_CHLSB
OG0001218	sp|P58181|O10A3_HUMAN	tr|A0A0D9QWM2|A0A0D9QWM2_CHLSB
OG0001219	sp|Q6PCB7|S27A1_HUMAN	tr|A0A0D9QZT8|A0A0D9QZT8_CHLSB
OG0001219	sp|Q6P1M0|S27A4_HUMAN	tr|A0A0D9RNU5|A0A0D9RNU5_CHLSB
OG0001220	sp|O95622|ADCY5_HUMAN	tr|A0A0D9R5F8|A0A0D9R5F8_CHLSB
OG0001220	sp|O43306|ADCY6_HUMAN	tr|A0A0D9R1Q2|A0A0D9R1Q2_CHLSB
OG0001221	sp|P47813|IF1AX_HUMAN	tr|A0A0D9RPZ5|A0A0D9RPZ5_CHLSB
OG0001221	sp|O14602|IF1AY_HUMAN	tr|A0A0D9S0D7|A0A0D9S0D7_CHLSB
OG0001222	sp|Q8IUZ5|AT2L2_HUMAN	tr|A0A0D9R8D4|A0A0D9R8D4_CHLSB
OG0001222	sp|Q8TBG4|AT2L1_HUMAN	tr|A0A0D9QVD9|A0A0D9QVD9_CHLSB
OG0001223	sp|P25098|ARBK1_HUMAN	tr|A0A0D9R809|A0A0D9R809_CHLSB
OG0001223	sp|P35626|ARBK2_HUMAN	tr|A0A0D9RCS3|A0A0D9RCS3_CHLSB
OG0001224	sp|Q9BXM9|FSD1L_HUMAN	tr|A0A0D9RFZ6|A0A0D9RFZ6_CHLSB
OG0001224	sp|Q9BTV5|FSD1_HUMAN	tr|A0A0D9RE07|A0A0D9RE07_CHLSB
OG0001225	sp|P02787|TRFE_HUMAN	tr|A0A0D9RE72|A0A0D9RE72_CHLSB
OG0001225	sp|P02788|TRFL_HUMAN	tr|A0A0D9RUM1|A0A0D9RUM1_CHLSB
OG0001226	sp|P46020|KPB1_HUMAN	tr|A0A0D9RFB0|A0A0D9RFB0_CHLSB
OG0001226	sp|P46019|KPB2_HUMAN	tr|A0A0D9RQ70|A0A0D9RQ70_CHLSB
OG0001227	sp|A6NIE6|RN3P2_HUMAN, sp|Q9NYV6|RRN3_HUMAN, sp|Q2M238|RN3P1_HUMAN	tr|A0A0D9R6Y8|A0A0D9R6Y8_CHLSB
OG0001228	sp|P54284|CACB3_HUMAN	tr|A0A0D9R1P9|A0A0D9R1P9_CHLSB
OG0001228	sp|O00305|CACB4_HUMAN	tr|A0A0D9RU10|A0A0D9RU10_CHLSB
OG0001229	sp|Q9UJ41|RABX5_HUMAN	tr|A0A0D9SB60|A0A0D9SB60_CHLSB, tr|A0A0D9S0A7|A0A0D9S0A7_CHLSB, tr|A0A0D9S0A4|A0A0D9S0A4_CHLSB
OG0001230	sp|Q9GZU5|NYX_HUMAN, sp|Q7L0X0|TRIL_HUMAN, sp|P13224|GP1BB_HUMAN	tr|A0A0D9SDW8|A0A0D9SDW8_CHLSB
OG0001231	sp|P56706|WNT7B_HUMAN	tr|A0A0D9QZ47|A0A0D9QZ47_CHLSB
OG0001231	sp|O00755|WNT7A_HUMAN	tr|A0A0D9RAP9|A0A0D9RAP9_CHLSB
OG0001232	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A0D9RND1|A0A0D9RND1_CHLSB
OG0001232	sp|Q86TM3|DDX53_HUMAN	tr|A0A0D9SDV0|A0A0D9SDV0_CHLSB
OG0001233	sp|Q6PFW1|VIP1_HUMAN	tr|A0A0D9R9V9|A0A0D9R9V9_CHLSB
OG0001233	sp|O43314|VIP2_HUMAN	tr|A0A0D9RRK8|A0A0D9RRK8_CHLSB
OG0001234	sp|P00533|EGFR_HUMAN	tr|A0A0D9RU37|A0A0D9RU37_CHLSB
OG0001234	sp|Q15303|ERBB4_HUMAN	tr|A0A0D9RAM3|A0A0D9RAM3_CHLSB
OG0001235	sp|Q9HA64|KT3K_HUMAN	tr|A0A0D9S504|A0A0D9S504_CHLSB
OG0001235	sp|Q9H479|FN3K_HUMAN	tr|A0A0D9S506|A0A0D9S506_CHLSB
OG0001236	sp|P07288|KLK3_HUMAN	tr|A0A0D9S530|A0A0D9S530_CHLSB
OG0001236	sp|P20151|KLK2_HUMAN	tr|A0A0D9S539|A0A0D9S539_CHLSB
OG0001237	sp|Q92519|TRIB2_HUMAN	tr|A0A0D9R5B6|A0A0D9R5B6_CHLSB
OG0001237	sp|Q96RU8|TRIB1_HUMAN	tr|A0A0D9RCM3|A0A0D9RCM3_CHLSB
OG0001238	sp|Q9NUQ9|CYRIB_HUMAN	tr|A0A0D9RCJ9|A0A0D9RCJ9_CHLSB
OG0001238	sp|Q9H0Q0|CYRIA_HUMAN	tr|A0A0D9R6C4|A0A0D9R6C4_CHLSB
OG0001239	sp|Q6NXG1|ESRP1_HUMAN	tr|A0A0D9RJN4|A0A0D9RJN4_CHLSB
OG0001239	sp|Q9H6T0|ESRP2_HUMAN	tr|A0A0D9QVN5|A0A0D9QVN5_CHLSB
OG0001240	sp|Q02156|KPCE_HUMAN	tr|A0A0D9RLN1|A0A0D9RLN1_CHLSB
OG0001240	sp|P24723|KPCL_HUMAN	tr|A0A0D9RNR0|A0A0D9RNR0_CHLSB
OG0001241	sp|Q9Y6K5|OAS3_HUMAN	tr|A0A0D9S3Y8|A0A0D9S3Y8_CHLSB
OG0001241	sp|P29728|OAS2_HUMAN	tr|A0A0D9S3Z5|A0A0D9S3Z5_CHLSB
OG0001242	sp|A6NNM3|RIM3B_HUMAN, sp|A6NJZ7|RIM3C_HUMAN, sp|Q9UFD9|RIM3A_HUMAN	tr|A0A0D9SD41|A0A0D9SD41_CHLSB
OG0001243	sp|P34896|GLYC_HUMAN	tr|A0A0D9R6R2|A0A0D9R6R2_CHLSB
OG0001243	sp|P34897|GLYM_HUMAN	tr|A0A0D9QY12|A0A0D9QY12_CHLSB
OG0001244	sp|Q9BQ39|DDX50_HUMAN	tr|A0A0D9R5P7|A0A0D9R5P7_CHLSB
OG0001244	sp|Q9NR30|DDX21_HUMAN	tr|A0A0D9R5V2|A0A0D9R5V2_CHLSB
OG0001245	sp|Q99687|MEIS3_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|A6NDR6|ME3L1_HUMAN	tr|A0A0D9S2K0|A0A0D9S2K0_CHLSB
OG0001246	sp|P20908|CO5A1_HUMAN	tr|A0A0D9RSU9|A0A0D9RSU9_CHLSB
OG0001246	sp|P12107|COBA1_HUMAN	tr|A0A0D9S6M1|A0A0D9S6M1_CHLSB
OG0001247	sp|O75164|KDM4A_HUMAN	tr|A0A0D9S7I8|A0A0D9S7I8_CHLSB
OG0001247	sp|Q9H3R0|KDM4C_HUMAN	tr|A0A0D9R9G0|A0A0D9R9G0_CHLSB
OG0001248	sp|Q14681|KCTD2_HUMAN	tr|A0A0D9QXA4|A0A0D9QXA4_CHLSB
OG0001248	sp|Q9NXV2|KCTD5_HUMAN	tr|A0A0D9RDJ4|A0A0D9RDJ4_CHLSB
OG0001249	sp|Q969Q0|RL36L_HUMAN	tr|A0A0D9RBW5|A0A0D9RBW5_CHLSB
OG0001249	sp|P83881|RL36A_HUMAN	tr|A0A0D9RRX3|A0A0D9RRX3_CHLSB
OG0001250	sp|Q9BQS7|HEPH_HUMAN	tr|A0A0D9RHN6|A0A0D9RHN6_CHLSB
OG0001250	sp|Q6MZM0|HPHL1_HUMAN	tr|A0A0D9S1A0|A0A0D9S1A0_CHLSB
OG0001251	sp|P09238|MMP10_HUMAN	tr|A0A0D9S1V5|A0A0D9S1V5_CHLSB
OG0001251	sp|P08254|MMP3_HUMAN	tr|A0A0D9S1W4|A0A0D9S1W4_CHLSB
OG0001252	sp|Q9UIJ7|KAD3_HUMAN, tr|A0A8I5KW96|A0A8I5KW96_HUMAN, sp|P27144|KAD4_HUMAN	tr|A0A0D9R8W5|A0A0D9R8W5_CHLSB
OG0001253	sp|P63146|UBE2B_HUMAN	tr|A0A0D9RMB6|A0A0D9RMB6_CHLSB
OG0001253	sp|P49459|UBE2A_HUMAN	tr|A0A0D9S0H3|A0A0D9S0H3_CHLSB
OG0001254	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A0D9QW86|A0A0D9QW86_CHLSB
OG0001254	sp|O60346|PHLP1_HUMAN	tr|A0A0D9S016|A0A0D9S016_CHLSB
OG0001255	sp|P23258|TBG1_HUMAN	tr|A0A0D9S1P2|A0A0D9S1P2_CHLSB
OG0001255	sp|Q9NRH3|TBG2_HUMAN	tr|A0A0D9S1M0|A0A0D9S1M0_CHLSB
OG0001256	sp|P28698|MZF1_HUMAN, sp|P52743|ZN137_HUMAN, sp|Q6ZRF7|ZN818_HUMAN	tr|A0A0D9S6F3|A0A0D9S6F3_CHLSB
OG0001257	sp|O75912|DGKI_HUMAN	tr|A0A0D9R8S4|A0A0D9R8S4_CHLSB
OG0001257	sp|Q13574|DGKZ_HUMAN	tr|A0A0D9R034|A0A0D9R034_CHLSB
OG0001258	sp|O60488|ACSL4_HUMAN	tr|A0A0D9RM87|A0A0D9RM87_CHLSB
OG0001258	sp|O95573|ACSL3_HUMAN	tr|A0A0D9R608|A0A0D9R608_CHLSB
OG0001259	sp|P31371|FGF9_HUMAN	tr|A0A0D9RZM9|A0A0D9RZM9_CHLSB
OG0001259	sp|O43320|FGF16_HUMAN	tr|A0A0D9REJ0|A0A0D9REJ0_CHLSB
OG0001260	sp|Q9Y2H9|MAST1_HUMAN	tr|A0A0D9R2K5|A0A0D9R2K5_CHLSB
OG0001260	sp|Q6P0Q8|MAST2_HUMAN	tr|A0A0D9S7F1|A0A0D9S7F1_CHLSB
OG0001261	sp|Q9NRW4|DUS22_HUMAN	tr|A0A0D9R497|A0A0D9R497_CHLSB
OG0001261	sp|Q9H1R2|DUS15_HUMAN	tr|A0A0D9RJW8|A0A0D9RJW8_CHLSB
OG0001262	sp|Q92561|PHYIP_HUMAN	tr|A0A0D9RVF2|A0A0D9RVF2_CHLSB
OG0001262	sp|Q96FC7|PHIPL_HUMAN	tr|A0A0D9R4P0|A0A0D9R4P0_CHLSB
OG0001263	sp|P01714|LV319_HUMAN	tr|A0A0D9RN80|A0A0D9RN80_CHLSB
OG0001263	sp|A0A0A0MS00|LV332_HUMAN	tr|A0A0D9RN34|A0A0D9RN34_CHLSB
OG0001264	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A0D9RXT1|A0A0D9RXT1_CHLSB, tr|A0A0D9RXT2|A0A0D9RXT2_CHLSB
OG0001265	sp|P33240|CSTF2_HUMAN	tr|A0A0D9RDA4|A0A0D9RDA4_CHLSB
OG0001265	sp|Q9H0L4|CSTFT_HUMAN	tr|A0A0D9SAU0|A0A0D9SAU0_CHLSB
OG0001266	sp|Q96L21|RL10L_HUMAN	tr|A0A0D9SDH3|A0A0D9SDH3_CHLSB
OG0001266	sp|P27635|RL10_HUMAN	tr|A0A0D9SAV7|A0A0D9SAV7_CHLSB
OG0001267	sp|O94855|SC24D_HUMAN	tr|A0A0D9QUT9|A0A0D9QUT9_CHLSB
OG0001267	sp|P53992|SC24C_HUMAN	tr|A0A0D9R977|A0A0D9R977_CHLSB
OG0001268	sp|A0A087X0M5|TVB18_HUMAN	tr|A0A0D9R5X1|A0A0D9R5X1_CHLSB
OG0001268	sp|A0A087WV62|TVB16_HUMAN	tr|A0A0D9R5Y2|A0A0D9R5Y2_CHLSB
OG0001269	sp|Q13621|S12A1_HUMAN	tr|A0A0D9RDB4|A0A0D9RDB4_CHLSB
OG0001269	sp|P55011|S12A2_HUMAN	tr|A0A0D9RPL1|A0A0D9RPL1_CHLSB
OG0001270	sp|Q8TF05|PP4R1_HUMAN	tr|A0A0D9RY95|A0A0D9RY95_CHLSB
OG0001270	sp|Q9P1A2|PP4RL_HUMAN	tr|A0A0D9RSN7|A0A0D9RSN7_CHLSB
OG0001271	sp|O15428|PINL_HUMAN	tr|A0A0D9S707|A0A0D9S707_CHLSB
OG0001271	sp|Q13526|PIN1_HUMAN	tr|A0A0D9R5L6|A0A0D9R5L6_CHLSB
OG0001272	sp|Q8WXA8|5HT3C_HUMAN	tr|A0A0D9RM46|A0A0D9RM46_CHLSB
OG0001272	sp|A5X5Y0|5HT3E_HUMAN	tr|A0A0D9RM62|A0A0D9RM62_CHLSB
OG0001273	sp|Q8TEU7|RPGF6_HUMAN	tr|A0A0D9RND9|A0A0D9RND9_CHLSB
OG0001273	sp|Q9Y4G8|RPGF2_HUMAN	tr|A0A0D9S1V3|A0A0D9S1V3_CHLSB
OG0001274	sp|Q92922|SMRC1_HUMAN	tr|A0A0D9RTW5|A0A0D9RTW5_CHLSB
OG0001274	sp|Q8TAQ2|SMRC2_HUMAN	tr|A0A0D9QYT6|A0A0D9QYT6_CHLSB
OG0001275	sp|Q16206|ENOX2_HUMAN	tr|A0A0D9R6A8|A0A0D9R6A8_CHLSB
OG0001275	sp|Q8TC92|ENOX1_HUMAN	tr|A0A0D9RYX2|A0A0D9RYX2_CHLSB
OG0001276	sp|Q969R2|OSBP2_HUMAN	tr|A0A0D9R956|A0A0D9R956_CHLSB
OG0001276	sp|P22059|OSBP1_HUMAN	tr|A0A0D9R198|A0A0D9R198_CHLSB
OG0001277	sp|P53677|AP3M2_HUMAN	tr|A0A0D9RRB6|A0A0D9RRB6_CHLSB
OG0001277	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A0D9R9J2|A0A0D9R9J2_CHLSB
OG0001278	sp|Q14320|FA50A_HUMAN	tr|A0A0D9RYQ4|A0A0D9RYQ4_CHLSB
OG0001278	sp|Q9Y247|FA50B_HUMAN	tr|A0A0D9SCN2|A0A0D9SCN2_CHLSB
OG0001279	sp|O60476|MA1A2_HUMAN	tr|A0A0D9S637|A0A0D9S637_CHLSB
OG0001279	sp|P33908|MA1A1_HUMAN	tr|A0A0D9RU85|A0A0D9RU85_CHLSB
OG0001280	sp|Q96HA1|P121A_HUMAN, sp|A8CG34|P121C_HUMAN, sp|A6NF01|P121B_HUMAN	tr|A0A0D9RZY6|A0A0D9RZY6_CHLSB
OG0001281	sp|Q8TCP9|F200A_HUMAN	tr|A0A0D9SDQ6|A0A0D9SDQ6_CHLSB
OG0001281	sp|P0CF97|F200B_HUMAN	tr|A0A0D9SEA5|A0A0D9SEA5_CHLSB
OG0001282	sp|O94832|MYO1D_HUMAN	tr|A0A0D9R221|A0A0D9R221_CHLSB
OG0001282	sp|B0I1T2|MYO1G_HUMAN	tr|A0A0D9RT48|A0A0D9RT48_CHLSB
OG0001283	sp|Q16849|PTPRN_HUMAN	tr|A0A0D9R6V7|A0A0D9R6V7_CHLSB
OG0001283	sp|Q92932|PTPR2_HUMAN	tr|A0A0D9R281|A0A0D9R281_CHLSB
OG0001284	sp|Q15796|SMAD2_HUMAN	tr|A0A0D9RZJ6|A0A0D9RZJ6_CHLSB
OG0001284	sp|P84022|SMAD3_HUMAN	tr|A0A0D9RLF4|A0A0D9RLF4_CHLSB
OG0001285	sp|Q2NKQ1|SGSM1_HUMAN	tr|A0A0D9RD01|A0A0D9RD01_CHLSB
OG0001285	sp|O43147|SGSM2_HUMAN	tr|A0A0D9RMU7|A0A0D9RMU7_CHLSB
OG0001286	sp|Q01581|HMCS1_HUMAN	tr|A0A0D9RW39|A0A0D9RW39_CHLSB
OG0001286	sp|P54868|HMCS2_HUMAN	tr|A0A0D9S619|A0A0D9S619_CHLSB
OG0001287	sp|Q9Y2U5|M3K2_HUMAN	tr|A0A0D9RW94|A0A0D9RW94_CHLSB
OG0001287	sp|Q99759|M3K3_HUMAN	tr|A0A0D9QV48|A0A0D9QV48_CHLSB
OG0001288	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A0D9R5R4|A0A0D9R5R4_CHLSB
OG0001288	sp|Q9UL03|INT6_HUMAN	tr|A0A0D9RYM5|A0A0D9RYM5_CHLSB
OG0001289	sp|Q16706|MA2A1_HUMAN	tr|A0A0D9RRG0|A0A0D9RRG0_CHLSB
OG0001289	sp|P49641|MA2A2_HUMAN	tr|A0A0D9RWW5|A0A0D9RWW5_CHLSB
OG0001290	sp|Q16881|TRXR1_HUMAN	tr|A0A0D9S2E7|A0A0D9S2E7_CHLSB
OG0001290	sp|Q86VQ6|TRXR3_HUMAN	tr|A0A0D9R6Z8|A0A0D9R6Z8_CHLSB
OG0001291	sp|P31415|CASQ1_HUMAN	tr|A0A0D9S3Q6|A0A0D9S3Q6_CHLSB
OG0001291	sp|O14958|CASQ2_HUMAN	tr|A0A0D9S653|A0A0D9S653_CHLSB
OG0001292	sp|Q8TCQ1|MARH1_HUMAN	tr|A0A0D9S1W7|A0A0D9S1W7_CHLSB
OG0001292	sp|Q5T0T0|MARH8_HUMAN	tr|A0A0D9REC4|A0A0D9REC4_CHLSB
OG0001293	sp|Q9NZW5|PALS2_HUMAN	tr|A0A0D9RNQ6|A0A0D9RNQ6_CHLSB
OG0001293	sp|Q14168|MPP2_HUMAN	tr|A0A0D9S139|A0A0D9S139_CHLSB
OG0001294	sp|P49585|PCY1A_HUMAN	tr|A0A0D9R891|A0A0D9R891_CHLSB
OG0001294	sp|Q9Y5K3|PCY1B_HUMAN	tr|A0A0D9RPE6|A0A0D9RPE6_CHLSB
OG0001295	sp|O95747|OXSR1_HUMAN	tr|A0A0D9RPJ4|A0A0D9RPJ4_CHLSB
OG0001295	sp|Q9UEW8|STK39_HUMAN	tr|A0A0D9RS41|A0A0D9RS41_CHLSB
OG0001296	sp|Q8N4F7|RN175_HUMAN	tr|A0A0D9S1M5|A0A0D9S1M5_CHLSB
OG0001296	sp|Q9H920|RN121_HUMAN	tr|A0A0D9QW22|A0A0D9QW22_CHLSB
OG0001297	sp|C9J202|AG1L2_HUMAN, sp|Q6GMV1|ALG1L_HUMAN, sp|Q9BT22|ALG1_HUMAN	tr|A0A0D9R8V2|A0A0D9R8V2_CHLSB
OG0001298	sp|A0A1W2PR19|GSTT4_HUMAN, tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN, sp|P30711|GSTT1_HUMAN	tr|A0A0D9REZ0|A0A0D9REZ0_CHLSB
OG0001299	sp|Q96IG2|FXL20_HUMAN	tr|A0A0D9S3C4|A0A0D9S3C4_CHLSB
OG0001299	sp|Q9UKC9|FBXL2_HUMAN	tr|A0A0D9RAL7|A0A0D9RAL7_CHLSB
OG0001300	sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A584|TVBK2_HUMAN	tr|A0A0D9R601|A0A0D9R601_CHLSB
OG0001301	sp|Q7Z4I7|LIMS2_HUMAN	tr|A0A0D9RWB3|A0A0D9RWB3_CHLSB
OG0001301	sp|P48059|LIMS1_HUMAN	tr|A0A0D9RWT0|A0A0D9RWT0_CHLSB
OG0001302	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A0D9RYV3|A0A0D9RYV3_CHLSB
OG0001302	sp|O95258|UCP5_HUMAN	tr|A0A0D9R6H8|A0A0D9R6H8_CHLSB
OG0001303	sp|Q13133|NR1H3_HUMAN	tr|A0A0D9R069|A0A0D9R069_CHLSB
OG0001303	sp|P55055|NR1H2_HUMAN	tr|A0A0D9S4R5|A0A0D9S4R5_CHLSB
OG0001304	sp|Q9H2W1|M4A6A_HUMAN	tr|A0A0D9R1G9|A0A0D9R1G9_CHLSB
OG0001304	sp|Q96DS6|M4A6E_HUMAN	tr|A0A0D9R1J6|A0A0D9R1J6_CHLSB
OG0001305	sp|Q9Y678|COPG1_HUMAN	tr|A0A0D9R8Z8|A0A0D9R8Z8_CHLSB
OG0001305	sp|Q9UBF2|COPG2_HUMAN	tr|A0A0D9RBF1|A0A0D9RBF1_CHLSB
OG0001306	sp|Q9UFF9|CNOT8_HUMAN	tr|A0A0D9REG1|A0A0D9REG1_CHLSB
OG0001306	sp|Q9UIV1|CNOT7_HUMAN	tr|A0A0D9RW45|A0A0D9RW45_CHLSB
OG0001307	sp|Q96GU1|PAGE5_HUMAN, sp|Q7Z2X7|PAGE2_HUMAN, sp|Q5JRK9|GGEE3_HUMAN	tr|A0A0D9RI36|A0A0D9RI36_CHLSB
OG0001308	sp|Q06210|GFPT1_HUMAN	tr|A0A0D9RR53|A0A0D9RR53_CHLSB
OG0001308	sp|O94808|GFPT2_HUMAN	tr|A0A0D9R743|A0A0D9R743_CHLSB
OG0001309	sp|Q99569|PKP4_HUMAN	tr|A0A0D9RTP4|A0A0D9RTP4_CHLSB
OG0001309	sp|Q9UQB3|CTND2_HUMAN	tr|A0A0D9RXJ0|A0A0D9RXJ0_CHLSB
OG0001310	sp|Q92536|YLAT2_HUMAN	tr|A0A0D9QVP2|A0A0D9QVP2_CHLSB
OG0001310	sp|Q9UM01|YLAT1_HUMAN	tr|A0A0D9RUM9|A0A0D9RUM9_CHLSB
OG0001311	sp|Q86UY8|NT5D3_HUMAN	tr|A0A0D9S212|A0A0D9S212_CHLSB
OG0001311	sp|Q9H857|NT5D2_HUMAN	tr|A0A0D9RLM7|A0A0D9RLM7_CHLSB
OG0001312	sp|A6NJ88|SGE2P_HUMAN	tr|A0A0D9R5Q2|A0A0D9R5Q2_CHLSB
OG0001312	sp|Q9NXZ1|SAGE1_HUMAN	tr|A0A0D9R5M3|A0A0D9R5M3_CHLSB
OG0001313	sp|Q9NTI2|AT8A2_HUMAN	tr|A0A0D9RZH7|A0A0D9RZH7_CHLSB
OG0001313	sp|Q9Y2Q0|AT8A1_HUMAN	tr|A0A0D9RX08|A0A0D9RX08_CHLSB
OG0001314	sp|Q9NRD9|DUOX1_HUMAN	tr|A0A0D9RC90|A0A0D9RC90_CHLSB
OG0001314	sp|Q9NRD8|DUOX2_HUMAN	tr|A0A0D9RBB7|A0A0D9RBB7_CHLSB
OG0001315	sp|O00292|LFTY2_HUMAN, sp|O75610|LFTY1_HUMAN	tr|A0A0D9RUS1|A0A0D9RUS1_CHLSB, tr|A0A0D9RUU8|A0A0D9RUU8_CHLSB
OG0001316	sp|Q96SE7|ZN347_HUMAN	tr|A0A0D9S5E6|A0A0D9S5E6_CHLSB
OG0001316	sp|Q9HCG1|ZN160_HUMAN	tr|A0A0D9S5E2|A0A0D9S5E2_CHLSB
OG0001317	sp|O43795|MYO1B_HUMAN	tr|A0A0D9RI00|A0A0D9RI00_CHLSB
OG0001317	sp|Q9UBC5|MYO1A_HUMAN	tr|A0A0D9QY72|A0A0D9QY72_CHLSB
OG0001318	sp|Q8N431|RGF1C_HUMAN	tr|A0A0D9R7E3|A0A0D9R7E3_CHLSB
OG0001318	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A0D9QWR6|A0A0D9QWR6_CHLSB
OG0001319	sp|Q14832|GRM3_HUMAN	tr|A0A0D9RIS1|A0A0D9RIS1_CHLSB
OG0001319	sp|Q14416|GRM2_HUMAN	tr|A0A0D9RND2|A0A0D9RND2_CHLSB
OG0001320	sp|Q9UHI7|S23A1_HUMAN	tr|A0A0D9RKV1|A0A0D9RKV1_CHLSB
OG0001320	sp|Q9UGH3|S23A2_HUMAN	tr|A0A0D9RLQ6|A0A0D9RLQ6_CHLSB
OG0001321	sp|Q96SI9|STRBP_HUMAN	tr|A0A0D9RLX5|A0A0D9RLX5_CHLSB
OG0001321	sp|Q12906|ILF3_HUMAN	tr|A0A0D9R3S5|A0A0D9R3S5_CHLSB
OG0001322	sp|O43286|B4GT5_HUMAN	tr|A0A0D9RR85|A0A0D9RR85_CHLSB
OG0001322	sp|Q9UBX8|B4GT6_HUMAN	tr|A0A0D9RZ45|A0A0D9RZ45_CHLSB
OG0001323	sp|O95452|CXB6_HUMAN	tr|A0A0D9SB79|A0A0D9SB79_CHLSB
OG0001323	sp|P29033|CXB2_HUMAN	tr|A0A0D9SB80|A0A0D9SB80_CHLSB
OG0001324	sp|Q6WRX3|ZY11A_HUMAN	tr|A0A0D9S794|A0A0D9S794_CHLSB
OG0001324	sp|Q9C0D3|ZY11B_HUMAN	tr|A0A0D9S795|A0A0D9S795_CHLSB
OG0001325	sp|P24298|ALAT1_HUMAN	tr|A0A0D9R7G8|A0A0D9R7G8_CHLSB
OG0001325	sp|Q8TD30|ALAT2_HUMAN	tr|A0A0D9QZS1|A0A0D9QZS1_CHLSB
