Orthogroup	Homo_sapiens	Pteropus_alecto
OG0002380	sp|Q6NVV7|CDPF1_HUMAN	tr|L5L2X5|L5L2X5_PTEAL, tr|L5KBQ1|L5KBQ1_PTEAL
OG0002381	sp|Q9UBW8|CSN7A_HUMAN, sp|Q9H9Q2|CSN7B_HUMAN	tr|L5L041|L5L041_PTEAL
OG0002382	sp|Q9NST1|PLPL3_HUMAN, sp|Q96AD5|PLPL2_HUMAN	tr|L5KPP7|L5KPP7_PTEAL
OG0002384	sp|P0C7N4|T191B_HUMAN, sp|A6NGB0|T191C_HUMAN	tr|L5KVU0|L5KVU0_PTEAL
OG0002385	sp|Q9HCN6|GPVI_HUMAN, sp|B6A8C7|TARM1_HUMAN	tr|L5KBX6|L5KBX6_PTEAL
OG0002386	sp|P0CW23|AKAI1_HUMAN, sp|Q9P0M2|AKA7G_HUMAN	tr|L5JRH5|L5JRH5_PTEAL
OG0002387	sp|Q8TD33|SG1C1_HUMAN, sp|P0DMR2|SG1C2_HUMAN	tr|L5K7W5|L5K7W5_PTEAL
OG0002388	sp|Q6VY07|PACS1_HUMAN, sp|Q86VP3|PACS2_HUMAN	tr|L5KNJ3|L5KNJ3_PTEAL
OG0002389	sp|Q8N9Z2|CC71L_HUMAN, sp|Q8IV32|CCD71_HUMAN	tr|L5KUE9|L5KUE9_PTEAL
OG0002390	sp|Q9BUE6|ISCA1_HUMAN	tr|L5KC23|L5KC23_PTEAL, tr|L5L1F4|L5L1F4_PTEAL
OG0002391	sp|Q9BWW9|APOL5_HUMAN, sp|Q9BWW8|APOL6_HUMAN	tr|L5KHN0|L5KHN0_PTEAL
OG0002392	sp|Q9GZX3|CHST6_HUMAN, sp|Q9GZS9|CHST5_HUMAN	tr|L5KXD2|L5KXD2_PTEAL
OG0002393	sp|Q9NXH3|PP14D_HUMAN, sp|Q96A00|PP14A_HUMAN	tr|L5KNJ1|L5KNJ1_PTEAL
OG0002394	sp|P0CK97|S35E2_HUMAN, sp|P0CK96|S352B_HUMAN	tr|L5L942|L5L942_PTEAL
OG0002395	sp|Q6A1A2|PDPK2_HUMAN, sp|O15530|PDPK1_HUMAN	tr|L5KGR0|L5KGR0_PTEAL
OG0002396	sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN	tr|L5L0Z7|L5L0Z7_PTEAL
OG0002397	sp|P23945|FSHR_HUMAN, sp|P22888|LSHR_HUMAN	tr|L5KTB5|L5KTB5_PTEAL
OG0002398	sp|Q12951|FOXI1_HUMAN, sp|Q6ZQN5|FOXI2_HUMAN	tr|L5L0U2|L5L0U2_PTEAL
OG0002399	sp|C9J798|RAS4B_HUMAN, sp|O43374|RASL2_HUMAN	tr|L5K8T2|L5K8T2_PTEAL
OG0002400	sp|Q9BY27|DGC6L_HUMAN, sp|Q14129|DGCR6_HUMAN	tr|L5KGA4|L5KGA4_PTEAL
OG0002401	sp|Q86X55|CARM1_HUMAN	tr|L5K8E0|L5K8E0_PTEAL, tr|L5L326|L5L326_PTEAL
OG0002402	sp|Q96ET8|TV23C_HUMAN, sp|Q9NYZ1|TV23B_HUMAN	tr|L5KWY8|L5KWY8_PTEAL
OG0002403	sp|P60983|GMFB_HUMAN, sp|O60234|GMFG_HUMAN	tr|L5L4J7|L5L4J7_PTEAL
OG0002404	sp|P49788|TIG1_HUMAN, sp|Q9BS40|LXN_HUMAN	tr|L5KWV5|L5KWV5_PTEAL
OG0002405	sp|P62269|RS18_HUMAN	tr|L5L5Y6|L5L5Y6_PTEAL, tr|L5L035|L5L035_PTEAL
OG0002406	sp|A0A0U1RQI7|KLF18_HUMAN, sp|Q5JT82|KLF17_HUMAN	tr|L5KQB7|L5KQB7_PTEAL
OG0002407	sp|Q9Y5X1|SNX9_HUMAN	tr|L5KN71|L5KN71_PTEAL, tr|L5KGQ6|L5KGQ6_PTEAL
OG0002408	sp|Q13616|CUL1_HUMAN	tr|L5JNL5|L5JNL5_PTEAL, tr|L5K1J6|L5K1J6_PTEAL
OG0002409	sp|Q16763|UBE2S_HUMAN	tr|L5KHI2|L5KHI2_PTEAL, tr|L5KC91|L5KC91_PTEAL
OG0002410	sp|Q2TAP0|GOG7B_HUMAN, sp|Q7Z5G4|GOGA7_HUMAN	tr|L5KB15|L5KB15_PTEAL
OG0002411	sp|Q8NCW0|KREM2_HUMAN, sp|Q96MU8|KREM1_HUMAN	tr|L5L4S6|L5L4S6_PTEAL
OG0002412	sp|P55263|ADK_HUMAN, sp|Q9H477|RBSK_HUMAN	tr|L5KCW3|L5KCW3_PTEAL
OG0002413	sp|Q9NYA1|SPHK1_HUMAN, sp|Q9NRA0|SPHK2_HUMAN	tr|L5L6A6|L5L6A6_PTEAL
OG0002414	sp|Q9NYF0|DACT1_HUMAN, sp|Q96B18|DACT3_HUMAN	tr|L5K416|L5K416_PTEAL
OG0002415	sp|Q9Y3C1|NOP16_HUMAN	tr|L5KPA7|L5KPA7_PTEAL, tr|L5JY07|L5JY07_PTEAL
OG0002416	sp|Q86VD1|MORC1_HUMAN, sp|Q9Y6X9|MORC2_HUMAN	tr|L5L3Z1|L5L3Z1_PTEAL
OG0002417	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN	tr|L5L670|L5L670_PTEAL
OG0002418	sp|Q8N752|KC1AL_HUMAN, sp|P48729|KC1A_HUMAN	tr|L5L1E8|L5L1E8_PTEAL
OG0002419	sp|Q13239|SLAP1_HUMAN, sp|Q9H6Q3|SLAP2_HUMAN	tr|L5JYK3|L5JYK3_PTEAL
OG0002421	sp|P00374|DYR_HUMAN, sp|Q86XF0|DYR2_HUMAN	tr|L5KJI5|L5KJI5_PTEAL
OG0002422	sp|Q6PCT2|FXL19_HUMAN, sp|Q8NEE6|DRC6_HUMAN	tr|L5KH28|L5KH28_PTEAL
OG0002423	sp|Q969G9|NKD1_HUMAN, sp|Q969F2|NKD2_HUMAN	tr|L5KX55|L5KX55_PTEAL
OG0002424	sp|Q9UJ72|ANX10_HUMAN	tr|L5L1R5|L5L1R5_PTEAL, tr|L5KEM2|L5KEM2_PTEAL
OG0002425	sp|Q969R2|OSBP2_HUMAN, sp|P22059|OSBP1_HUMAN	tr|L5L4L7|L5L4L7_PTEAL
OG0002426	sp|Q16478|GRIK5_HUMAN, sp|Q16099|GRIK4_HUMAN	tr|L5JPY5|L5JPY5_PTEAL
OG0002427	sp|O75891|AL1L1_HUMAN, sp|Q3SY69|AL1L2_HUMAN	tr|L5KPE1|L5KPE1_PTEAL
OG0002428	sp|Q4KMQ1|TPRN_HUMAN	tr|L5K7E6|L5K7E6_PTEAL, tr|L5JUD6|L5JUD6_PTEAL
OG0002429	sp|Q06547|GABP1_HUMAN, sp|Q8TAK5|GABP2_HUMAN	tr|L5K3V4|L5K3V4_PTEAL
OG0002430	sp|Q8WVJ9|TWST2_HUMAN	tr|L5KLN1|L5KLN1_PTEAL, tr|L5KSL9|L5KSL9_PTEAL
OG0002431	sp|Q9HD33|RM47_HUMAN	tr|L5KQV6|L5KQV6_PTEAL, tr|L5KQI1|L5KQI1_PTEAL
OG0002432	sp|O43184|ADA12_HUMAN	tr|L5KD68|L5KD68_PTEAL, tr|L5KMM6|L5KMM6_PTEAL
OG0002434	sp|Q9H293|IL25_HUMAN, sp|Q9P0M4|IL17C_HUMAN	tr|L5JQV3|L5JQV3_PTEAL
OG0002436	tr|A0A7I2V3R4|A0A7I2V3R4_HUMAN, sp|Q8N8N0|RN152_HUMAN	tr|L5KHP0|L5KHP0_PTEAL
OG0002438	sp|Q14814|MEF2D_HUMAN	tr|L5JUL6|L5JUL6_PTEAL, tr|L5JVD7|L5JVD7_PTEAL
OG0002439	sp|Q2TAC6|KIF19_HUMAN	tr|L5KC21|L5KC21_PTEAL, tr|L5KM90|L5KM90_PTEAL
OG0002440	sp|Q8IZ69|TRM2A_HUMAN, sp|Q96GJ1|TRM2B_HUMAN	tr|L5KEQ3|L5KEQ3_PTEAL
OG0002441	sp|Q8N2C3|DEPD4_HUMAN, sp|Q96QD5|DEPD7_HUMAN	tr|L5KX34|L5KX34_PTEAL
OG0002442	sp|Q9H3H9|TCAL2_HUMAN, sp|Q96EI5|TCAL4_HUMAN	tr|L5K700|L5K700_PTEAL
OG0002443	sp|O15243|OBRG_HUMAN, sp|O95214|LERL1_HUMAN	tr|L5KB65|L5KB65_PTEAL
OG0002444	sp|P56880|CLD20_HUMAN, sp|O95500|CLD14_HUMAN	tr|L5KAZ0|L5KAZ0_PTEAL
OG0002445	sp|P17980|PRS6A_HUMAN	tr|L5KUY9|L5KUY9_PTEAL, tr|L5KZ68|L5KZ68_PTEAL
OG0002446	sp|P35548|MSX2_HUMAN	tr|L5KJN5|L5KJN5_PTEAL, tr|L5L102|L5L102_PTEAL
OG0002447	sp|Q5I7T1|AG10B_HUMAN, sp|Q5BKT4|AG10A_HUMAN	tr|L5K9I0|L5K9I0_PTEAL
OG0002448	sp|Q96MF7|NSE2_HUMAN	tr|L5KCN5|L5KCN5_PTEAL, tr|L5KL50|L5KL50_PTEAL
OG0002449	sp|Q8TDM0|BCAS4_HUMAN, sp|Q9NUP1|BL1S4_HUMAN	tr|L5K7Q2|L5K7Q2_PTEAL
OG0002450	sp|Q9UGP8|SEC63_HUMAN	tr|L5JMH6|L5JMH6_PTEAL, tr|L5K6A8|L5K6A8_PTEAL
OG0002451	tr|A0A2R8Y550|A0A2R8Y550_HUMAN, sp|A8MWV9|SM34A_HUMAN	tr|L5JYJ1|L5JYJ1_PTEAL
OG0002452	sp|P15151|PVR_HUMAN, sp|Q92692|NECT2_HUMAN	tr|L5KN36|L5KN36_PTEAL
OG0002453	sp|P21741|MK_HUMAN	tr|L5KXF1|L5KXF1_PTEAL, tr|L5JU78|L5JU78_PTEAL
OG0002454	sp|Q9UPP1|PHF8_HUMAN, sp|Q9Y242|TCF19_HUMAN	tr|L5JUB9|L5JUB9_PTEAL
OG0002455	sp|P0CW19|LIMS3_HUMAN, sp|P0CW20|LIMS4_HUMAN	tr|L5JY41|L5JY41_PTEAL
OG0002456	sp|Q16820|MEP1B_HUMAN, sp|Q16819|MEP1A_HUMAN	tr|L5K5A9|L5K5A9_PTEAL
OG0002457	sp|Q7Z7J7|LHPL4_HUMAN, sp|Q86UP9|LHPL3_HUMAN	tr|L5K916|L5K916_PTEAL
OG0002458	sp|Q8NEY8|PPHLN_HUMAN	tr|L5KAA6|L5KAA6_PTEAL, tr|L5JSE0|L5JSE0_PTEAL
OG0002459	sp|A6NND4|O2AT4_HUMAN	tr|L5JLW3|L5JLW3_PTEAL, tr|L5JM00|L5JM00_PTEAL
OG0002460	sp|O43823|AKAP8_HUMAN	tr|L5JXH9|L5JXH9_PTEAL, tr|L5JV75|L5JV75_PTEAL
OG0002461	sp|P19387|RPB3_HUMAN, sp|O15160|RPAC1_HUMAN	tr|L5JLJ9|L5JLJ9_PTEAL
OG0002462	sp|P58743|S26A5_HUMAN, sp|Q9BXS9|S26A6_HUMAN	tr|L5KVQ4|L5KVQ4_PTEAL
OG0002463	sp|P78383|S35B1_HUMAN, sp|Q969S0|S35B4_HUMAN	tr|L5JQK8|L5JQK8_PTEAL
OG0002464	sp|P04085|PDGFA_HUMAN, sp|P01127|PDGFB_HUMAN	tr|L5KB67|L5KB67_PTEAL
OG0002465	sp|O95067|CCNB2_HUMAN, sp|P14635|CCNB1_HUMAN	tr|L5K123|L5K123_PTEAL
OG0002466	sp|P32926|DSG3_HUMAN, sp|Q86SJ6|DSG4_HUMAN	tr|L5K276|L5K276_PTEAL
OG0002467	sp|P0DMW2|PYDC4_HUMAN, sp|Q56P42|PYDC2_HUMAN	tr|L5KEG9|L5KEG9_PTEAL
OG0002468	sp|Q99460|PSMD1_HUMAN, sp|Q13200|PSMD2_HUMAN	tr|L5L0F5|L5L0F5_PTEAL
OG0002469	sp|Q9NP59|S40A1_HUMAN	tr|L5KM14|L5KM14_PTEAL, tr|L5JZL1|L5JZL1_PTEAL
OG0002470	sp|Q9UIJ5|ZDHC2_HUMAN, sp|Q5W0Z9|ZDH20_HUMAN	tr|L5L6V4|L5L6V4_PTEAL
OG0002471	sp|Q86XI6|PPR3B_HUMAN, sp|Q9UQK1|PPR3C_HUMAN	tr|L5KB72|L5KB72_PTEAL
OG0002472	sp|A0JD36|TRDV2_HUMAN	tr|L5KKG3|L5KKG3_PTEAL, tr|L5KI49|L5KI49_PTEAL
OG0002473	sp|P59536|T2R41_HUMAN, sp|P59551|T2R60_HUMAN	tr|L5KQT1|L5KQT1_PTEAL
OG0002474	sp|P63098|CANB1_HUMAN, sp|Q96LZ3|CANB2_HUMAN	tr|L5KT42|L5KT42_PTEAL
OG0002475	sp|Q96SF2|TCPQM_HUMAN, sp|A6NM43|TCPQL_HUMAN	tr|L5K1D5|L5K1D5_PTEAL
OG0002476	sp|Q7L3S4|ZN771_HUMAN, sp|Q9NW07|ZN358_HUMAN	tr|L5KHB7|L5KHB7_PTEAL
OG0002477	tr|A0A1B0GWI6|A0A1B0GWI6_HUMAN, sp|A8MYA2|CX049_HUMAN	tr|L5L699|L5L699_PTEAL
OG0002478	sp|O15055|PER2_HUMAN, sp|O15534|PER1_HUMAN	tr|L5JWZ5|L5JWZ5_PTEAL
OG0002479	sp|P0DPA2|VSIG8_HUMAN, sp|P0DPA3|SNH28_HUMAN	tr|L5JV99|L5JV99_PTEAL
OG0002480	sp|P14625|ENPL_HUMAN, sp|Q58FF3|ENPLL_HUMAN	tr|L5KIH3|L5KIH3_PTEAL
OG0002481	sp|Q8N8V4|ANS4B_HUMAN	tr|L5KKP7|L5KKP7_PTEAL, tr|L5JVB3|L5JVB3_PTEAL
OG0002482	sp|Q9H3Z4|DNJC5_HUMAN, sp|Q8N7S2|DNJ5G_HUMAN	tr|L5JYC0|L5JYC0_PTEAL
OG0002483	sp|Q9UHE8|STEA1_HUMAN, sp|Q6NZ63|STEAL_HUMAN	tr|L5JPV9|L5JPV9_PTEAL
OG0002484	sp|M0QZC1|RN225_HUMAN, sp|E7ERA6|RN223_HUMAN	tr|L5L8F0|L5L8F0_PTEAL
OG0002485	sp|Q6PEZ8|PONL1_HUMAN, sp|P23515|OMGP_HUMAN	tr|L5K4V2|L5K4V2_PTEAL
OG0002486	sp|P49841|GSK3B_HUMAN, sp|P49840|GSK3A_HUMAN	tr|L5L7K2|L5L7K2_PTEAL
OG0002487	sp|P56730|NETR_HUMAN	tr|L5K8A1|L5K8A1_PTEAL, tr|L5KAS4|L5KAS4_PTEAL
OG0002488	sp|Q9H254|SPTN4_HUMAN	tr|L5L3A5|L5L3A5_PTEAL, tr|L5KEW5|L5KEW5_PTEAL
OG0002489	sp|Q9HCI5|MAGE1_HUMAN, sp|Q8TD90|MAGE2_HUMAN	tr|L5KBV8|L5KBV8_PTEAL
OG0002490	sp|P63165|SUMO1_HUMAN, sp|G2XKQ0|SUMO5_HUMAN	tr|L5K0J1|L5K0J1_PTEAL
OG0002491	sp|Q15643|TRIPB_HUMAN	tr|L5JQU7|L5JQU7_PTEAL, tr|L5KKL0|L5KKL0_PTEAL
OG0002492	sp|Q9C056|NKX62_HUMAN, sp|P78426|NKX61_HUMAN	tr|L5KY77|L5KY77_PTEAL
OG0002493	sp|A6NHQ2|FBLL1_HUMAN, sp|P22087|FBRL_HUMAN	tr|L5L264|L5L264_PTEAL
OG0002494	sp|P84095|RHOG_HUMAN	tr|L5KXD8|L5KXD8_PTEAL, tr|L5K5I6|L5K5I6_PTEAL
OG0002495	sp|Q86Y78|LYPD6_HUMAN, sp|Q8NI32|LPD6B_HUMAN	tr|L5JZT8|L5JZT8_PTEAL
OG0002497	sp|Q96MG7|NSE3_HUMAN, sp|Q9HAY2|MAGF1_HUMAN	tr|L5KZH5|L5KZH5_PTEAL
OG0002498	sp|Q9ULI4|KI26A_HUMAN	tr|L5JQN0|L5JQN0_PTEAL, tr|L5KJB4|L5KJB4_PTEAL
OG0002499	sp|P61289|PSME3_HUMAN	tr|L5JPX3|L5JPX3_PTEAL, tr|L5KZC5|L5KZC5_PTEAL
OG0002500	sp|Q8NFW1|COMA1_HUMAN, sp|Q14993|COJA1_HUMAN	tr|L5KM59|L5KM59_PTEAL
OG0002501	sp|Q16825|PTN21_HUMAN	tr|L5KY98|L5KY98_PTEAL, tr|L5JP32|L5JP32_PTEAL
OG0002502	sp|Q99942|RNF5_HUMAN, sp|Q96GF1|RN185_HUMAN	tr|L5L5H1|L5L5H1_PTEAL
OG0002503	sp|Q9BWQ8|LFG2_HUMAN	tr|L5KMH3|L5KMH3_PTEAL, tr|L5KD35|L5KD35_PTEAL
OG0002505	sp|O60676|CST8_HUMAN	tr|L5KQS2|L5KQS2_PTEAL, tr|L5KN27|L5KN27_PTEAL
OG0002506	sp|P04155|TFF1_HUMAN, sp|Q07654|TFF3_HUMAN	tr|L5KAC8|L5KAC8_PTEAL
OG0002507	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|L5KV96|L5KV96_PTEAL
OG0002508	sp|Q6NXP2|GAR1A_HUMAN, sp|Q96KD3|GAR1B_HUMAN	tr|L5KRP5|L5KRP5_PTEAL
OG0002509	sp|Q8WWY6|MB3L1_HUMAN	tr|L5KMQ6|L5KMQ6_PTEAL, tr|L5KDZ8|L5KDZ8_PTEAL
OG0002510	sp|Q9BSK0|MALD1_HUMAN, sp|Q9Y342|PLLP_HUMAN	tr|L5KVE8|L5KVE8_PTEAL
OG0002511	sp|Q9GZR5|ELOV4_HUMAN	tr|L5JL40|L5JL40_PTEAL, tr|L5JT34|L5JT34_PTEAL
OG0002512	sp|Q8TBZ6|TM10A_HUMAN, sp|Q6PF06|TM10B_HUMAN	tr|L5KP62|L5KP62_PTEAL
OG0002513	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|L5KNN0|L5KNN0_PTEAL
OG0002514	sp|Q9Y6J0|CABIN_HUMAN	tr|L5KWN8|L5KWN8_PTEAL, tr|L5KVW9|L5KVW9_PTEAL
OG0002515	sp|P12532|KCRU_HUMAN, sp|P17540|KCRS_HUMAN	tr|L5K2D2|L5K2D2_PTEAL
OG0002516	sp|P42771|CDN2A_HUMAN, sp|P42772|CDN2B_HUMAN	tr|L5KWI1|L5KWI1_PTEAL
OG0002517	sp|Q01826|SATB1_HUMAN	tr|L5L138|L5L138_PTEAL, tr|L5JZE2|L5JZE2_PTEAL
OG0002518	sp|Q12899|TRI26_HUMAN, sp|Q9BZY9|TRI31_HUMAN	tr|L5KHV1|L5KHV1_PTEAL
OG0002519	sp|A6NMK7|CPS4L_HUMAN, sp|O95639|CPSF4_HUMAN	tr|L5KIZ1|L5KIZ1_PTEAL
OG0002520	sp|O43765|SGTA_HUMAN	tr|L5KJ52|L5KJ52_PTEAL, tr|L5L8G7|L5L8G7_PTEAL
OG0002521	sp|O75496|GEMI_HUMAN, sp|D6RGH6|MCIN_HUMAN	tr|L5KKL3|L5KKL3_PTEAL
OG0002522	sp|Q86YB7|ECHD2_HUMAN, sp|Q13825|AUHM_HUMAN	tr|L5KH36|L5KH36_PTEAL
OG0002524	sp|Q8IZA3|H18_HUMAN	tr|L5K890|L5K890_PTEAL, tr|L5K4Z8|L5K4Z8_PTEAL
OG0002525	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|L5KUD1|L5KUD1_PTEAL
OG0002526	sp|Q9NS71|GKN1_HUMAN, sp|P0CG01|GKN3_HUMAN	tr|L5KT34|L5KT34_PTEAL
OG0002527	sp|P10153|RNAS2_HUMAN, sp|P12724|ECP_HUMAN	tr|L5K8L3|L5K8L3_PTEAL
OG0002528	sp|P28838|AMPL_HUMAN	tr|L5K7K9|L5K7K9_PTEAL, tr|L5K7Z8|L5K7Z8_PTEAL
OG0002529	sp|Q96DA2|RB39B_HUMAN, sp|Q14964|RB39A_HUMAN	tr|L5L2F7|L5L2F7_PTEAL
OG0002530	sp|Q6P499|NPAL3_HUMAN, sp|Q9H841|NPAL2_HUMAN	tr|L5JT44|L5JT44_PTEAL
OG0002531	sp|O43657|TSN6_HUMAN, sp|P41732|TSN7_HUMAN	tr|L5K608|L5K608_PTEAL
OG0002532	sp|P42766|RL35_HUMAN	tr|L5K9V8|L5K9V8_PTEAL, tr|L5K6N6|L5K6N6_PTEAL
OG0002533	sp|Q15646|OASL_HUMAN	tr|L5KXK8|L5KXK8_PTEAL, tr|L5KVV6|L5KVV6_PTEAL
OG0002534	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|L5JWU2|L5JWU2_PTEAL
OG0002535	sp|Q8N7B1|HORM2_HUMAN, sp|Q86X24|HORM1_HUMAN	tr|L5L4U0|L5L4U0_PTEAL
OG0002536	sp|Q99966|CITE1_HUMAN, sp|Q96RK1|CITE4_HUMAN	tr|L5KW90|L5KW90_PTEAL
OG0002537	sp|Q9UK76|JUPI1_HUMAN, sp|Q9H910|JUPI2_HUMAN	tr|L5KGJ1|L5KGJ1_PTEAL
OG0002538	sp|P47992|XCL1_HUMAN, sp|Q9UBD3|XCL2_HUMAN	tr|L5KZR9|L5KZR9_PTEAL
OG0002539	sp|Q86VR2|RETR3_HUMAN, sp|Q8NC44|RETR2_HUMAN	tr|L5JRC2|L5JRC2_PTEAL
OG0002540	sp|Q9H4G8|DPH3B_HUMAN, sp|Q96FX2|DPH3_HUMAN	tr|L5KZ52|L5KZ52_PTEAL
OG0002541	sp|Q53GG5|PDLI3_HUMAN, sp|O00151|PDLI1_HUMAN	tr|L5JQ75|L5JQ75_PTEAL
OG0002542	sp|O00429|DNM1L_HUMAN	tr|L5JVN1|L5JVN1_PTEAL, tr|L5KL39|L5KL39_PTEAL
OG0002543	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN	tr|L5KBX5|L5KBX5_PTEAL
OG0002544	sp|P21917|DRD4_HUMAN, sp|P35462|DRD3_HUMAN	tr|L5L370|L5L370_PTEAL
OG0002545	sp|Q5H8A3|NMS_HUMAN, sp|P48645|NMU_HUMAN	tr|L5JWH1|L5JWH1_PTEAL
OG0002546	sp|P53365|ARFP2_HUMAN	tr|L5KXT9|L5KXT9_PTEAL, tr|L5KCS6|L5KCS6_PTEAL
OG0002547	sp|Q09666|AHNK_HUMAN	tr|L5KNV1|L5KNV1_PTEAL, tr|L5KRP6|L5KRP6_PTEAL
OG0002548	sp|O43617|TPPC3_HUMAN, sp|Q5T215|TPC3L_HUMAN	tr|L5JRB2|L5JRB2_PTEAL
OG0002549	sp|Q8N6Q3|CD177_HUMAN, sp|Q9BY14|TX101_HUMAN	tr|L5KN04|L5KN04_PTEAL
OG0002550	sp|Q9Y3C5|RNF11_HUMAN	tr|L5K354|L5K354_PTEAL, tr|L5KEG7|L5KEG7_PTEAL
OG0002551	sp|Q9Y2E5|MA2B2_HUMAN, sp|O00754|MA2B1_HUMAN	tr|L5K4Q5|L5K4Q5_PTEAL
OG0002552	sp|O14829|PPE1_HUMAN, sp|O14830|PPE2_HUMAN	tr|L5KZM5|L5KZM5_PTEAL
OG0002553	sp|P00367|DHE3_HUMAN, sp|P49448|DHE4_HUMAN	tr|L5KDQ8|L5KDQ8_PTEAL
OG0002554	sp|P08138|TNR16_HUMAN	tr|L5KI30|L5KI30_PTEAL, tr|L5JRT5|L5JRT5_PTEAL
OG0002555	sp|Q8NB46|ANR52_HUMAN	tr|L5L8G8|L5L8G8_PTEAL, tr|L5KV25|L5KV25_PTEAL
OG0002556	sp|P30041|PRDX6_HUMAN	tr|L5KXZ0|L5KXZ0_PTEAL, tr|L5JQT0|L5JQT0_PTEAL
OG0002557	sp|P51553|IDH3G_HUMAN	tr|L5KYA9|L5KYA9_PTEAL, tr|L5KDS8|L5KDS8_PTEAL
OG0002558	sp|Q2UY09|COSA1_HUMAN, sp|P21941|MATN1_HUMAN	tr|L5JRT0|L5JRT0_PTEAL
OG0002559	sp|Q9NPD3|EXOS4_HUMAN, sp|Q5RKV6|EXOS6_HUMAN	tr|L5KLS2|L5KLS2_PTEAL
OG0002560	sp|Q6PII5|HAGHL_HUMAN, sp|Q16775|GLO2_HUMAN	tr|L5KGI0|L5KGI0_PTEAL
OG0002562	sp|Q8TDE3|RNAS8_HUMAN, sp|Q9H1E1|RNAS7_HUMAN	tr|L5K6W9|L5K6W9_PTEAL
OG0002563	sp|Q8WUD6|CHPT1_HUMAN, sp|Q9Y6K0|CEPT1_HUMAN	tr|L5KFJ5|L5KFJ5_PTEAL
OG0002564	sp|Q9H3Q3|G3ST2_HUMAN, sp|Q96RP7|G3ST4_HUMAN	tr|L5K5I5|L5K5I5_PTEAL
OG0002565	sp|Q99679|GPR21_HUMAN, sp|Q9Y2T5|GPR52_HUMAN	tr|L5KZ15|L5KZ15_PTEAL
OG0002566	sp|O43819|SCO2_HUMAN, sp|O75880|SCO1_HUMAN	tr|L5K724|L5K724_PTEAL
OG0002567	sp|P23229|ITA6_HUMAN	tr|L5JZ22|L5JZ22_PTEAL, tr|L5JRU4|L5JRU4_PTEAL
OG0002568	sp|Q13761|RUNX3_HUMAN	tr|L5JQ38|L5JQ38_PTEAL, tr|L5JT41|L5JT41_PTEAL
OG0002569	sp|Q9BWV7|TTLL2_HUMAN, sp|O95922|TTLL1_HUMAN	tr|L5KBT2|L5KBT2_PTEAL
OG0002570	sp|Q9C0D0|PHAR1_HUMAN	tr|L5K1I3|L5K1I3_PTEAL, tr|L5KVG7|L5KVG7_PTEAL
OG0002571	sp|Q9NVW2|RNF12_HUMAN	tr|L5KZG3|L5KZG3_PTEAL, tr|L5KA69|L5KA69_PTEAL
OG0002572	sp|Q58EX7|PKHG4_HUMAN, sp|Q96PX9|PKH4B_HUMAN	tr|L5KTF8|L5KTF8_PTEAL
OG0002573	sp|Q8IUE1|TF2LX_HUMAN, sp|Q8IUE0|TF2LY_HUMAN	tr|L5L566|L5L566_PTEAL
OG0002574	sp|Q8IXX5|T183A_HUMAN, sp|Q1AE95|T183B_HUMAN	tr|L5KXX8|L5KXX8_PTEAL
OG0002575	sp|Q9UGJ0|AAKG2_HUMAN, sp|P54619|AAKG1_HUMAN	tr|L5K3U1|L5K3U1_PTEAL
OG0002576	sp|A6NF83|NUPR2_HUMAN, sp|O60356|NUPR1_HUMAN	tr|L5K8J9|L5K8J9_PTEAL
OG0002577	sp|P16278|BGAL_HUMAN, sp|Q6UWU2|GLB1L_HUMAN	tr|L5L2L0|L5L2L0_PTEAL
OG0002578	sp|P22735|TGM1_HUMAN, sp|P49221|TGM4_HUMAN	tr|L5KKX5|L5KKX5_PTEAL
OG0002579	sp|Q2M385|MPEG1_HUMAN	tr|L5K5R4|L5K5R4_PTEAL, tr|L5KWN6|L5KWN6_PTEAL
OG0002580	sp|Q9BYL1|SAM10_HUMAN, sp|Q8N8I0|SAM12_HUMAN	tr|L5JYC5|L5JYC5_PTEAL
OG0002581	sp|Q8WVM8|SCFD1_HUMAN	tr|L5K2A3|L5K2A3_PTEAL, tr|L5L0V8|L5L0V8_PTEAL
OG0002582	sp|P02008|HBAZ_HUMAN	tr|L5KH60|L5KH60_PTEAL, tr|L5KGV2|L5KGV2_PTEAL
OG0002583	sp|P53673|CRBA4_HUMAN, sp|P05813|CRBA1_HUMAN	tr|L5L6F9|L5L6F9_PTEAL
OG0002584	sp|P34949|MPI_HUMAN	tr|L5L450|L5L450_PTEAL, tr|L5JWQ7|L5JWQ7_PTEAL
OG0002585	sp|P43088|PF2R_HUMAN, sp|P34995|PE2R1_HUMAN	tr|L5K4W6|L5K4W6_PTEAL
OG0002586	sp|Q5SW79|CE170_HUMAN, sp|Q96L14|C170L_HUMAN	tr|L5KFY6|L5KFY6_PTEAL
