Orthogroup	Homo_sapiens	Cercocebus_atys
OG0000654	sp|Q5TA79|LCE2A_HUMAN, sp|Q5TA81|LCE2C_HUMAN, sp|O14633|LCE2B_HUMAN, sp|Q5TA82|LCE2D_HUMAN	tr|A0A2K5KX77|A0A2K5KX77_CERAT
OG0000655	sp|Q2VPA4|CR1L_HUMAN	tr|A0A2K5P8J0|A0A2K5P8J0_CERAT
OG0000655	sp|P17927|CR1_HUMAN	tr|A0A2K5MTQ5|A0A2K5MTQ5_CERAT, tr|A0A2K5LL24|A0A2K5LL24_CERAT
OG0000656	sp|P52597|HNRPF_HUMAN	tr|A0A2K5MAP9|A0A2K5MAP9_CERAT
OG0000656	sp|P31943|HNRH1_HUMAN, sp|P55795|HNRH2_HUMAN	tr|A0A2K5LC06|A0A2K5LC06_CERAT
OG0000657	sp|Q64ET8|FRG2_HUMAN, sp|Q96QU4|FRG2B_HUMAN, sp|A6NGY1|FRG2C_HUMAN	tr|A0A2K5NBR1|A0A2K5NBR1_CERAT, tr|A0A2K5LII5|A0A2K5LII5_CERAT
OG0000658	sp|O75947|ATP5H_HUMAN	tr|A0A2K5LDV7|A0A2K5LDV7_CERAT, tr|A0A2K5N873|A0A2K5N873_CERAT, tr|A0A2K5M518|A0A2K5M518_CERAT, tr|A0A2K5P1I4|A0A2K5P1I4_CERAT
OG0000659	sp|P34096|RNAS4_HUMAN, sp|Q5GAN4|RNS12_HUMAN, sp|P03950|ANGI_HUMAN, sp|P07998|RNAS1_HUMAN	tr|A0A2K5L3U1|A0A2K5L3U1_CERAT
OG0000660	sp|Q9HB71|CYBP_HUMAN	tr|A0A2K5KSI9|A0A2K5KSI9_CERAT, tr|A0A2K5MJG2|A0A2K5MJG2_CERAT, tr|A0A2K5N3D9|A0A2K5N3D9_CERAT, tr|A0A2K5L1P7|A0A2K5L1P7_CERAT
OG0000661	sp|Q9Y6B6|SAR1B_HUMAN	tr|A0A2K5L3V0|A0A2K5L3V0_CERAT
OG0000661	sp|Q9NR31|SAR1A_HUMAN	tr|A0A2K5KN40|A0A2K5KN40_CERAT, tr|A0A2K5N305|A0A2K5N305_CERAT
OG0000662	sp|P62491|RB11A_HUMAN	tr|A0A2K5MMI0|A0A2K5MMI0_CERAT
OG0000662	sp|Q15907|RB11B_HUMAN	tr|A0A2K5MAI2|A0A2K5MAI2_CERAT, tr|A0A2K5LA98|A0A2K5LA98_CERAT
OG0000663	sp|P47881|OR3A1_HUMAN, sp|P47883|OR3A4_HUMAN, sp|P47893|OR3A2_HUMAN, sp|P47888|OR3A3_HUMAN	tr|A0A2K5L3S4|A0A2K5L3S4_CERAT
OG0000664	sp|A0A0K0K1A3|TVBJ1_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN	tr|A0A2K5NNM0|A0A2K5NNM0_CERAT
OG0000665	sp|Q96J02|ITCH_HUMAN	tr|A0A2K5KTB2|A0A2K5KTB2_CERAT
OG0000665	sp|Q9H0M0|WWP1_HUMAN	tr|A0A2K5LPS3|A0A2K5LPS3_CERAT, tr|A0A2K5LKI2|A0A2K5LKI2_CERAT
OG0000666	sp|Q14500|KCJ12_HUMAN, sp|B7U540|KCJ18_HUMAN	tr|A0A2K5KTW1|A0A2K5KTW1_CERAT
OG0000666	sp|P63252|KCNJ2_HUMAN	tr|A0A2K5L2F8|A0A2K5L2F8_CERAT
OG0000667	sp|P84077|ARF1_HUMAN	tr|A0A2K5M6P1|A0A2K5M6P1_CERAT
OG0000667	sp|P61204|ARF3_HUMAN	tr|A0A2K5M7Q4|A0A2K5M7Q4_CERAT, tr|A0A2K5M594|A0A2K5M594_CERAT
OG0000668	sp|Q6P2I3|FAH2B_HUMAN	tr|A0A2K5LX50|A0A2K5LX50_CERAT
OG0000668	sp|Q96GK7|FAH2A_HUMAN	tr|A0A2K5N7F0|A0A2K5N7F0_CERAT, tr|A0A2K5NW27|A0A2K5NW27_CERAT
OG0000669	sp|Q6UB35|C1TM_HUMAN	tr|A0A2K5NN78|A0A2K5NN78_CERAT
OG0000669	sp|P11586|C1TC_HUMAN	tr|A0A2K5MXJ6|A0A2K5MXJ6_CERAT, tr|A0A2K5KU04|A0A2K5KU04_CERAT
OG0000670	sp|P34982|OR1D2_HUMAN	tr|A0A2K5L3Z5|A0A2K5L3Z5_CERAT
OG0000670	sp|P58170|OR1D5_HUMAN, sp|P47884|OR1D4_HUMAN	tr|A0A2K5L411|A0A2K5L411_CERAT
OG0000671	sp|Q14517|FAT1_HUMAN	tr|A0A2K5NBU7|A0A2K5NBU7_CERAT
OG0000671	sp|Q8TDW7|FAT3_HUMAN, sp|Q9NYQ8|FAT2_HUMAN	tr|A0A2K5P5N3|A0A2K5P5N3_CERAT
OG0000672	sp|Q5SSG8|MUC21_HUMAN, tr|A0A0G2JKD1|A0A0G2JKD1_HUMAN, tr|A0A0G2JJF7|A0A0G2JJF7_HUMAN, tr|A0A140T8X8|A0A140T8X8_HUMAN	tr|A0A2K5MLZ2|A0A2K5MLZ2_CERAT
OG0000673	sp|Q06732|ZN33B_HUMAN	tr|A0A2K5KMP6|A0A2K5KMP6_CERAT
OG0000673	sp|Q06730|ZN33A_HUMAN, sp|Q9Y2H8|ZN510_HUMAN	tr|A0A2K5LS01|A0A2K5LS01_CERAT
OG0000674	sp|P10696|PPBN_HUMAN, sp|P05187|PPB1_HUMAN	tr|A0A2K5L793|A0A2K5L793_CERAT
OG0000674	sp|P09923|PPBI_HUMAN	tr|A0A2K5NJJ0|A0A2K5NJJ0_CERAT
OG0000675	sp|O75290|Z780A_HUMAN	tr|A0A2K5MEC2|A0A2K5MEC2_CERAT
OG0000675	sp|Q494X3|ZN404_HUMAN, sp|Q9Y6R6|Z780B_HUMAN	tr|A0A2K5LRJ1|A0A2K5LRJ1_CERAT
OG0000676	sp|Q14264|ENR1_HUMAN, sp|Q9H9K5|MER34_HUMAN, sp|B6SEH8|ERVV1_HUMAN, sp|B6SEH9|ERVV2_HUMAN	tr|A0A2K5L053|A0A2K5L053_CERAT
OG0000677	sp|Q6L9T8|FA72D_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q5TYM5|FA72A_HUMAN, sp|Q86X60|FA72B_HUMAN	tr|A0A2K5N5R4|A0A2K5N5R4_CERAT
OG0000678	sp|O95136|S1PR2_HUMAN	tr|A0A2K5KZ64|A0A2K5KZ64_CERAT
OG0000678	sp|Q9H228|S1PR5_HUMAN, sp|P21453|S1PR1_HUMAN	tr|A0A2K5NVH6|A0A2K5NVH6_CERAT
OG0000679	sp|O60688|YPEL1_HUMAN	tr|A0A2K5L701|A0A2K5L701_CERAT
OG0000679	sp|P61236|YPEL3_HUMAN, sp|Q96QA6|YPEL2_HUMAN	tr|A0A2K5P2V7|A0A2K5P2V7_CERAT
OG0000680	sp|P38432|COIL_HUMAN	tr|A0A2K5LW06|A0A2K5LW06_CERAT, tr|A0A2K5L689|A0A2K5L689_CERAT, tr|A0A2K5MMA3|A0A2K5MMA3_CERAT, tr|A0A2K5M5S3|A0A2K5M5S3_CERAT
OG0000681	sp|Q9BYT5|KRA22_HUMAN, sp|Q9BYU5|KRA21_HUMAN, sp|Q9BYR9|KRA24_HUMAN, sp|P0C7H8|KRA23_HUMAN	tr|A0A2K5L1M7|A0A2K5L1M7_CERAT
OG0000682	sp|Q9UKI8|TLK1_HUMAN	tr|A0A2K5LBY3|A0A2K5LBY3_CERAT
OG0000682	sp|Q86UE8|TLK2_HUMAN	tr|A0A2K5LJ11|A0A2K5LJ11_CERAT, tr|A0A2K5MYV5|A0A2K5MYV5_CERAT
OG0000683	sp|P19784|CSK22_HUMAN	tr|A0A2K5L3Z6|A0A2K5L3Z6_CERAT
OG0000683	sp|Q8NEV1|CSK23_HUMAN, sp|P68400|CSK21_HUMAN	tr|A0A2K5NY87|A0A2K5NY87_CERAT
OG0000684	sp|Q7LG56|RIR2B_HUMAN	tr|A0A2K5L780|A0A2K5L780_CERAT
OG0000684	sp|P31350|RIR2_HUMAN	tr|A0A2K5LBL3|A0A2K5LBL3_CERAT, tr|A0A2K5LMR7|A0A2K5LMR7_CERAT
OG0000685	sp|O00370|LORF2_HUMAN	tr|A0A2K5KIC9|A0A2K5KIC9_CERAT
OG0000685	sp|Q9H606|PRORY_HUMAN	tr|A0A2K5L4C6|A0A2K5L4C6_CERAT, tr|A0A2K5KZX8|A0A2K5KZX8_CERAT
OG0000686	sp|Q16772|GSTA3_HUMAN, sp|P09210|GSTA2_HUMAN, sp|P08263|GSTA1_HUMAN, sp|Q7RTV2|GSTA5_HUMAN	tr|A0A2K5M0C5|A0A2K5M0C5_CERAT
OG0000687	sp|P01850|TRBC1_HUMAN, sp|P0DTU4|TRBR2_HUMAN, sp|A0A5B9|TRBC2_HUMAN	tr|A0A2K5KN32|A0A2K5KN32_CERAT, tr|A0A2K5KNX6|A0A2K5KNX6_CERAT
OG0000688	sp|Q6NSW5|DE10B_HUMAN, sp|Q8TCE6|DEN10_HUMAN	tr|A0A2K5P478|A0A2K5P478_CERAT, tr|A0A2K5KHC5|A0A2K5KHC5_CERAT, tr|A0A2K5MF39|A0A2K5MF39_CERAT
OG0000689	sp|Q9BY60|GBRL3_HUMAN, sp|Q9H0R8|GBRL1_HUMAN	tr|A0A2K5NX71|A0A2K5NX71_CERAT
OG0000689	sp|O95166|GBRAP_HUMAN	tr|A0A2K5KPF0|A0A2K5KPF0_CERAT
OG0000690	sp|P42892|ECE1_HUMAN, sp|P0DPD6|ECE2_HUMAN, sp|P0DPD8|EFCE2_HUMAN, sp|P0DPD7|EFMT4_HUMAN	tr|A0A2K5LW72|A0A2K5LW72_CERAT
OG0000691	sp|Q9BQE5|APOL2_HUMAN	tr|A0A2K5NS50|A0A2K5NS50_CERAT
OG0000691	sp|O95236|APOL3_HUMAN, sp|O14791|APOL1_HUMAN	tr|A0A2K5MTJ8|A0A2K5MTJ8_CERAT
OG0000692	sp|Q99463|NPY6R_HUMAN, sp|Q9NQS5|GPR84_HUMAN, sp|P0DQD5|NPY42_HUMAN, sp|P50391|NPY4R_HUMAN	tr|A0A2K5NVM2|A0A2K5NVM2_CERAT
OG0000693	sp|Q9BTT0|AN32E_HUMAN, sp|P39687|AN32A_HUMAN, sp|O43423|AN32C_HUMAN, sp|O95626|AN32D_HUMAN	tr|A0A2K5LZK1|A0A2K5LZK1_CERAT
OG0000694	sp|Q6NUN9|ZN746_HUMAN, sp|Q75MW2|ZN767_HUMAN, sp|Q6ZMS7|ZN783_HUMAN, sp|Q9UDV6|ZN212_HUMAN	tr|A0A2K5NM83|A0A2K5NM83_CERAT
OG0000695	sp|O14520|AQP7_HUMAN, sp|A0A075B734|AQP7B_HUMAN, tr|Q8WX69|Q8WX69_HUMAN, sp|A6NL99|AQP73_HUMAN	tr|A0A2K5KX55|A0A2K5KX55_CERAT
OG0000696	sp|P04000|OPSR_HUMAN, sp|P0DN78|OPSG3_HUMAN, sp|P04001|OPSG_HUMAN, sp|P0DN77|OPSG2_HUMAN	tr|A0A2K5NEJ0|A0A2K5NEJ0_CERAT
OG0000712	sp|Q99758|ABCA3_HUMAN	tr|A0A2K5P0E5|A0A2K5P0E5_CERAT, tr|A0A2K5N4C1|A0A2K5N4C1_CERAT, tr|A0A2K5KXW1|A0A2K5KXW1_CERAT
OG0000713	sp|Q99798|ACON_HUMAN	tr|A0A2K5LII8|A0A2K5LII8_CERAT, tr|A0A2K5L7A6|A0A2K5L7A6_CERAT, tr|A0A2K5KHA7|A0A2K5KHA7_CERAT
OG0000714	sp|O95376|ARI2_HUMAN	tr|A0A2K5KMK6|A0A2K5KMK6_CERAT, tr|A0A2K5LRC3|A0A2K5LRC3_CERAT, tr|A0A2K5LTD7|A0A2K5LTD7_CERAT
OG0000715	sp|P12081|HARS1_HUMAN	tr|A0A2K5MPI4|A0A2K5MPI4_CERAT
OG0000715	sp|P49590|SYHM_HUMAN	tr|A0A2K5M5Q1|A0A2K5M5Q1_CERAT
OG0000716	sp|O00219|HYAS3_HUMAN	tr|A0A2K5MBK6|A0A2K5MBK6_CERAT
OG0000716	sp|Q92819|HYAS2_HUMAN	tr|A0A2K5M1Z6|A0A2K5M1Z6_CERAT
OG0000717	sp|Q14416|GRM2_HUMAN	tr|A0A2K5MDE4|A0A2K5MDE4_CERAT
OG0000717	sp|Q14832|GRM3_HUMAN	tr|A0A2K5MFQ8|A0A2K5MFQ8_CERAT
OG0000718	sp|Q4VNC1|AT134_HUMAN	tr|A0A2K5KLQ0|A0A2K5KLQ0_CERAT
OG0000718	sp|Q4VNC0|AT135_HUMAN	tr|A0A2K5NC73|A0A2K5NC73_CERAT
OG0000719	sp|Q8WUD1|RAB2B_HUMAN	tr|A0A2K5P4Z0|A0A2K5P4Z0_CERAT
OG0000719	sp|P61019|RAB2A_HUMAN	tr|A0A2K5L9H4|A0A2K5L9H4_CERAT
OG0000720	sp|Q9H9B4|SFXN1_HUMAN	tr|A0A2K5LHG3|A0A2K5LHG3_CERAT
OG0000720	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A2K5LPM0|A0A2K5LPM0_CERAT
OG0000721	sp|P51512|MMP16_HUMAN	tr|A0A2K5N2Y6|A0A2K5N2Y6_CERAT
OG0000721	sp|Q9Y5R2|MMP24_HUMAN	tr|A0A2K5LI89|A0A2K5LI89_CERAT
OG0000722	sp|P46776|RL27A_HUMAN	tr|A0A2K5MXF1|A0A2K5MXF1_CERAT, tr|A0A2K5NL23|A0A2K5NL23_CERAT, tr|A0A2K5LM59|A0A2K5LM59_CERAT
OG0000723	sp|Q09428|ABCC8_HUMAN	tr|A0A2K5LRF4|A0A2K5LRF4_CERAT
OG0000723	sp|O60706|ABCC9_HUMAN	tr|A0A2K5N7C9|A0A2K5N7C9_CERAT
OG0000724	sp|O75928|PIAS2_HUMAN	tr|A0A2K5M5T3|A0A2K5M5T3_CERAT
OG0000724	sp|Q9Y6X2|PIAS3_HUMAN	tr|A0A2K5M5T5|A0A2K5M5T5_CERAT
OG0000725	sp|O95169|NDUB8_HUMAN	tr|A0A2K5NCI2|A0A2K5NCI2_CERAT, tr|A0A2K5KQS8|A0A2K5KQS8_CERAT, tr|A0A2K5LXT6|A0A2K5LXT6_CERAT
OG0000726	sp|Q96AC1|FERM2_HUMAN	tr|A0A2K5M7L4|A0A2K5M7L4_CERAT
OG0000726	sp|Q9BQL6|FERM1_HUMAN	tr|A0A2K5L2M4|A0A2K5L2M4_CERAT
OG0000727	sp|Q8NG84|O2AK2_HUMAN	tr|A0A2K5M9V8|A0A2K5M9V8_CERAT, tr|A0A2K5LI46|A0A2K5LI46_CERAT, tr|A0A2K5LHM6|A0A2K5LHM6_CERAT
OG0000728	sp|O94818|NOL4_HUMAN	tr|A0A2K5MBT8|A0A2K5MBT8_CERAT
OG0000728	sp|Q96MY1|NOL4L_HUMAN	tr|A0A2K5LAL7|A0A2K5LAL7_CERAT
OG0000729	sp|Q9Y6R7|FCGBP_HUMAN	tr|A0A2K5MG84|A0A2K5MG84_CERAT, tr|A0A2K5NE31|A0A2K5NE31_CERAT, tr|A0A2K5M427|A0A2K5M427_CERAT
OG0000730	sp|A2RTX5|SYTC2_HUMAN	tr|A0A2K5MSE4|A0A2K5MSE4_CERAT
OG0000730	sp|P26639|SYTC_HUMAN	tr|A0A2K5MWP8|A0A2K5MWP8_CERAT
OG0000731	sp|Q13085|ACACA_HUMAN	tr|A0A2K5MJJ6|A0A2K5MJJ6_CERAT
OG0000731	sp|O00763|ACACB_HUMAN	tr|A0A2K5N0N5|A0A2K5N0N5_CERAT
OG0000732	sp|Q9BWU1|CDK19_HUMAN	tr|A0A2K5N5Y5|A0A2K5N5Y5_CERAT
OG0000732	sp|P49336|CDK8_HUMAN	tr|A0A2K5L340|A0A2K5L340_CERAT
OG0000733	tr|Q5VVH2|Q5VVH2_HUMAN	tr|A0A2K5NHW9|A0A2K5NHW9_CERAT
OG0000733	sp|P62942|FKB1A_HUMAN	tr|A0A2K5MQ73|A0A2K5MQ73_CERAT
OG0000734	sp|Q9P0L0|VAPA_HUMAN	tr|A0A2K5NIS6|A0A2K5NIS6_CERAT, tr|A0A2K5M6X3|A0A2K5M6X3_CERAT, tr|A0A2K5M942|A0A2K5M942_CERAT
OG0000735	sp|P21741|MK_HUMAN	tr|A0A2K5KT19|A0A2K5KT19_CERAT, tr|A0A2K5N375|A0A2K5N375_CERAT, tr|A0A2K5NNY6|A0A2K5NNY6_CERAT
OG0000736	sp|Q14C87|T132D_HUMAN	tr|A0A2K5NQG5|A0A2K5NQG5_CERAT
OG0000736	sp|Q8N3T6|T132C_HUMAN	tr|A0A2K5KW34|A0A2K5KW34_CERAT
OG0000737	sp|Q01650|LAT1_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q9GIP4|LAT1L_HUMAN	tr|A0A2K5LH40|A0A2K5LH40_CERAT
OG0000739	sp|Q9Y295|DRG1_HUMAN	tr|A0A2K5MTD2|A0A2K5MTD2_CERAT, tr|A0A2K5NI96|A0A2K5NI96_CERAT, tr|A0A2K5LSX2|A0A2K5LSX2_CERAT
OG0000740	tr|A0A0J9YX57|A0A0J9YX57_HUMAN	tr|A0A2K5KVN7|A0A2K5KVN7_CERAT
OG0000740	sp|Q8N7X4|MAGB6_HUMAN	tr|A0A2K5NMQ0|A0A2K5NMQ0_CERAT
OG0000741	sp|Q96PC2|IP6K3_HUMAN	tr|A0A2K5MMR7|A0A2K5MMR7_CERAT
OG0000741	sp|Q92551|IP6K1_HUMAN	tr|A0A2K5KHZ8|A0A2K5KHZ8_CERAT
OG0000742	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A2K5MQ08|A0A2K5MQ08_CERAT, tr|A0A2K5KM74|A0A2K5KM74_CERAT, tr|A0A2K5N4L8|A0A2K5N4L8_CERAT
OG0000743	sp|P48643|TCPE_HUMAN	tr|A0A2K5KV17|A0A2K5KV17_CERAT, tr|A0A2K5NT18|A0A2K5NT18_CERAT, tr|A0A2K5LK27|A0A2K5LK27_CERAT
OG0000744	sp|P43243|MATR3_HUMAN	tr|A0A2K5LBP5|A0A2K5LBP5_CERAT, tr|A0A2K5NII2|A0A2K5NII2_CERAT, tr|A0A2K5MNJ7|A0A2K5MNJ7_CERAT
OG0000745	sp|Q14586|ZN267_HUMAN	tr|A0A2K5NUY3|A0A2K5NUY3_CERAT
OG0000745	sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A2K5LX01|A0A2K5LX01_CERAT
OG0000746	sp|O60506|HNRPQ_HUMAN	tr|A0A2K5M6G8|A0A2K5M6G8_CERAT
OG0000746	sp|O43390|HNRPR_HUMAN	tr|A0A2K5ME87|A0A2K5ME87_CERAT
OG0000747	sp|Q05901|ACHB3_HUMAN	tr|A0A2K5L074|A0A2K5L074_CERAT
OG0000747	sp|P30532|ACHA5_HUMAN	tr|A0A2K5N364|A0A2K5N364_CERAT
OG0000748	sp|Q6NXP2|GAR1A_HUMAN	tr|A0A2K5MGP5|A0A2K5MGP5_CERAT
OG0000748	sp|Q96KD3|GAR1B_HUMAN	tr|A0A2K5NDE7|A0A2K5NDE7_CERAT
OG0000749	sp|Q9UQB9|AURKC_HUMAN	tr|A0A2K5NEP2|A0A2K5NEP2_CERAT
OG0000749	sp|Q96GD4|AURKB_HUMAN	tr|A0A2K5P094|A0A2K5P094_CERAT
OG0000750	sp|Q8TDX7|NEK7_HUMAN	tr|A0A2K5L532|A0A2K5L532_CERAT
OG0000750	sp|Q9HC98|NEK6_HUMAN	tr|A0A2K5P1W6|A0A2K5P1W6_CERAT
OG0000751	sp|P17706|PTN2_HUMAN	tr|A0A2K5MW21|A0A2K5MW21_CERAT, tr|A0A2K5M3Q3|A0A2K5M3Q3_CERAT, tr|A0A2K5LC73|A0A2K5LC73_CERAT
OG0000752	sp|O43435|TBX1_HUMAN	tr|A0A2K5NCY8|A0A2K5NCY8_CERAT
OG0000752	sp|O75333|TBX10_HUMAN	tr|A0A2K5LBX0|A0A2K5LBX0_CERAT
OG0000753	sp|P59025|RTP1_HUMAN	tr|A0A2K5P5W8|A0A2K5P5W8_CERAT
OG0000753	sp|Q5QGT7|RTP2_HUMAN	tr|A0A2K5NUK7|A0A2K5NUK7_CERAT
OG0000754	sp|P00738|HPT_HUMAN, sp|P00739|HPTR_HUMAN	tr|A0A2K5N295|A0A2K5N295_CERAT, tr|A0A2K5L525|A0A2K5L525_CERAT
OG0000755	sp|Q13907|IDI1_HUMAN	tr|A0A2K5M504|A0A2K5M504_CERAT
OG0000755	sp|Q9BXS1|IDI2_HUMAN	tr|A0A2K5LFY8|A0A2K5LFY8_CERAT
OG0000756	sp|Q15910|EZH2_HUMAN	tr|A0A2K5MH82|A0A2K5MH82_CERAT
OG0000756	sp|Q92800|EZH1_HUMAN	tr|A0A2K5M1Q0|A0A2K5M1Q0_CERAT
OG0000757	sp|Q8IY21|DDX60_HUMAN	tr|A0A2K5N2B0|A0A2K5N2B0_CERAT
OG0000757	sp|Q5H9U9|DDX6L_HUMAN	tr|A0A2K5P0X7|A0A2K5P0X7_CERAT
OG0000758	sp|Q9BXJ9|NAA15_HUMAN	tr|A0A2K5KLB9|A0A2K5KLB9_CERAT
OG0000758	sp|Q6N069|NAA16_HUMAN	tr|A0A2K5NJH3|A0A2K5NJH3_CERAT
OG0000760	sp|Q5EB52|MEST_HUMAN	tr|A0A2K5NFF2|A0A2K5NFF2_CERAT, tr|A0A2K5M5J7|A0A2K5M5J7_CERAT, tr|A0A2K5L7B8|A0A2K5L7B8_CERAT
OG0000761	sp|Q9UKJ0|PILRB_HUMAN	tr|A0A2K5P1X4|A0A2K5P1X4_CERAT
OG0000761	sp|Q9UKJ1|PILRA_HUMAN	tr|A0A2K5LKY8|A0A2K5LKY8_CERAT
OG0000762	sp|Q8IVL1|NAV2_HUMAN	tr|A0A2K5MSP6|A0A2K5MSP6_CERAT
OG0000762	sp|Q8IVL0|NAV3_HUMAN	tr|A0A2K5LTK5|A0A2K5LTK5_CERAT
OG0000763	sp|Q4ZG55|GREB1_HUMAN	tr|A0A2K5NJW1|A0A2K5NJW1_CERAT
OG0000763	sp|Q9C091|GRB1L_HUMAN	tr|A0A2K5M1L9|A0A2K5M1L9_CERAT
OG0000764	sp|Q9P1A2|PP4RL_HUMAN	tr|A0A2K5MAR3|A0A2K5MAR3_CERAT
OG0000764	sp|Q8TF05|PP4R1_HUMAN	tr|A0A2K5MGB7|A0A2K5MGB7_CERAT
OG0000765	sp|Q8TE73|DYH5_HUMAN	tr|A0A2K5MJQ4|A0A2K5MJQ4_CERAT
OG0000765	sp|Q96JB1|DYH8_HUMAN	tr|A0A2K5L4K7|A0A2K5L4K7_CERAT
OG0000766	sp|G3V0H7|SO1B7_HUMAN, sp|Q9Y6L6|SO1B1_HUMAN, sp|Q9NPD5|SO1B3_HUMAN	tr|A0A2K5N0X8|A0A2K5N0X8_CERAT
OG0000767	sp|Q70JA7|CHSS3_HUMAN	tr|A0A2K5N204|A0A2K5N204_CERAT
OG0000767	sp|Q86X52|CHSS1_HUMAN	tr|A0A2K5NA14|A0A2K5NA14_CERAT
OG0000768	sp|P49407|ARRB1_HUMAN	tr|A0A2K5N7Q6|A0A2K5N7Q6_CERAT
OG0000768	sp|P32121|ARRB2_HUMAN	tr|A0A2K5NFL3|A0A2K5NFL3_CERAT
OG0000769	sp|Q58A44|PCOTH_HUMAN	tr|A0A2K5NRC4|A0A2K5NRC4_CERAT, tr|A0A2K5MVC4|A0A2K5MVC4_CERAT, tr|A0A2K5L7I0|A0A2K5L7I0_CERAT
OG0000770	sp|P05538|DQB2_HUMAN	tr|A0A2K5LGN7|A0A2K5LGN7_CERAT
OG0000770	sp|P01920|DQB1_HUMAN	tr|A0A2K5M2G7|A0A2K5M2G7_CERAT
OG0000771	sp|Q2M238|RN3P1_HUMAN, sp|A6NIE6|RN3P2_HUMAN, sp|Q9NYV6|RRN3_HUMAN	tr|A0A2K5MXR9|A0A2K5MXR9_CERAT
OG0000772	sp|Q6PI77|BHLH9_HUMAN	tr|A0A2K5NFA6|A0A2K5NFA6_CERAT
OG0000772	sp|Q6P1M9|ARMX5_HUMAN	tr|A0A2K5NVC2|A0A2K5NVC2_CERAT
OG0000773	sp|Q14683|SMC1A_HUMAN	tr|A0A2K5N0E4|A0A2K5N0E4_CERAT
OG0000773	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A2K5NFH1|A0A2K5NFH1_CERAT
OG0000774	sp|Q76N89|HECW1_HUMAN	tr|A0A2K5NWQ9|A0A2K5NWQ9_CERAT
OG0000774	sp|Q9P2P5|HECW2_HUMAN	tr|A0A2K5NQN2|A0A2K5NQN2_CERAT
OG0000775	sp|Q15388|TOM20_HUMAN	tr|A0A2K5KKP4|A0A2K5KKP4_CERAT, tr|A0A2K5LXX1|A0A2K5LXX1_CERAT, tr|A0A2K5MQ07|A0A2K5MQ07_CERAT
OG0000777	sp|Q14574|DSC3_HUMAN	tr|A0A2K5L4U3|A0A2K5L4U3_CERAT
OG0000777	sp|Q02487|DSC2_HUMAN	tr|A0A2K5LJ96|A0A2K5LJ96_CERAT
OG0000778	sp|P48448|AL3B2_HUMAN	tr|A0A2K5KTZ9|A0A2K5KTZ9_CERAT
OG0000778	sp|P43353|AL3B1_HUMAN	tr|A0A2K5LLA3|A0A2K5LLA3_CERAT
OG0000779	sp|O75600|KBL_HUMAN	tr|A0A2K5M796|A0A2K5M796_CERAT, tr|A0A2K5MHZ3|A0A2K5MHZ3_CERAT, tr|A0A2K5MZI7|A0A2K5MZI7_CERAT
OG0000780	sp|P21291|CSRP1_HUMAN	tr|A0A2K5MFJ4|A0A2K5MFJ4_CERAT
OG0000780	sp|Q16527|CSRP2_HUMAN	tr|A0A2K5ND47|A0A2K5ND47_CERAT
OG0000781	sp|Q13838|DX39B_HUMAN	tr|A0A2K5NXB3|A0A2K5NXB3_CERAT
OG0000781	sp|O00148|DX39A_HUMAN	tr|A0A2K5P284|A0A2K5P284_CERAT
OG0000782	sp|O75891|AL1L1_HUMAN	tr|A0A2K5KWA5|A0A2K5KWA5_CERAT
OG0000782	sp|Q3SY69|AL1L2_HUMAN	tr|A0A2K5KWS0|A0A2K5KWS0_CERAT
OG0000783	sp|Q9BUR5|MIC26_HUMAN	tr|A0A2K5LSA9|A0A2K5LSA9_CERAT, tr|A0A2K5NI07|A0A2K5NI07_CERAT, tr|A0A2K5KP41|A0A2K5KP41_CERAT
OG0000784	sp|O43768|ENSA_HUMAN	tr|A0A2K5LX04|A0A2K5LX04_CERAT
OG0000784	sp|P56211|ARP19_HUMAN	tr|A0A2K5NPZ1|A0A2K5NPZ1_CERAT
OG0000785	sp|O43861|ATP9B_HUMAN	tr|A0A2K5LXW4|A0A2K5LXW4_CERAT
OG0000785	sp|O75110|ATP9A_HUMAN	tr|A0A2K5P334|A0A2K5P334_CERAT
OG0000786	sp|O95185|UNC5C_HUMAN	tr|A0A2K5MFA1|A0A2K5MFA1_CERAT
OG0000786	sp|Q8IZJ1|UNC5B_HUMAN	tr|A0A2K5NJ95|A0A2K5NJ95_CERAT
OG0000787	sp|Q9NZW5|PALS2_HUMAN	tr|A0A2K5MMM4|A0A2K5MMM4_CERAT
OG0000787	sp|Q14168|MPP2_HUMAN	tr|A0A2K5N8T4|A0A2K5N8T4_CERAT
OG0000788	sp|Q9UM01|YLAT1_HUMAN	tr|A0A2K5LL42|A0A2K5LL42_CERAT
OG0000788	sp|Q92536|YLAT2_HUMAN	tr|A0A2K5MYG1|A0A2K5MYG1_CERAT
OG0000789	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A2K5NU44|A0A2K5NU44_CERAT
