Orthogroup	Homo_sapiens	Peromyscus_maniculatus_bairdii
OG0003284	sp|Q8WU76|SCFD2_HUMAN	tr|A0A6I9LIB4|A0A6I9LIB4_PERMB
OG0003285	sp|Q93052|LPP_HUMAN	tr|A0A6I9LUC8|A0A6I9LUC8_PERMB
OG0003286	sp|Q969M7|UBE2F_HUMAN	tr|A0A6J0E2R3|A0A6J0E2R3_PERMB
OG0003287	sp|Q96BW5|PTER_HUMAN	tr|A0A6J0DVQ7|A0A6J0DVQ7_PERMB
OG0003288	sp|Q96C00|ZBTB9_HUMAN	tr|A0A6I9MCV6|A0A6I9MCV6_PERMB
OG0003289	sp|Q96DN6|MBD6_HUMAN	tr|A0A6I9KYF5|A0A6I9KYF5_PERMB
OG0003290	sp|Q96IU4|ABHEB_HUMAN	tr|A0A6J0DH88|A0A6J0DH88_PERMB
OG0003291	sp|Q96JP5|ZFP91_HUMAN	tr|A0A6I9M102|A0A6I9M102_PERMB
OG0003292	sp|Q96LD1|SGCZ_HUMAN	tr|A0A6I9KZI7|A0A6I9KZI7_PERMB
OG0003293	sp|Q9BQI4|CCDC3_HUMAN	tr|A0A6I9L114|A0A6I9L114_PERMB
OG0003294	sp|Q9BQT9|CSTN3_HUMAN	tr|A0A6I9LX46|A0A6I9LX46_PERMB
OG0003295	sp|Q9BWW7|SCRT1_HUMAN	tr|A0A6I9M2W5|A0A6I9M2W5_PERMB
OG0003296	sp|Q9BXP2|S12A9_HUMAN	tr|A0A6I9L419|A0A6I9L419_PERMB
OG0003297	sp|Q9GZU0|CF062_HUMAN	tr|A0A6J0D7A0|A0A6J0D7A0_PERMB
OG0003298	sp|Q9H1A4|APC1_HUMAN	tr|A0A6J0CHB2|A0A6J0CHB2_PERMB
OG0003299	sp|Q9H987|SYP2L_HUMAN	tr|A0A6I9LLE9|A0A6I9LLE9_PERMB
OG0003300	sp|Q9NRR2|TRYG1_HUMAN	tr|A0A6I9L9L8|A0A6I9L9L8_PERMB
OG0003301	sp|Q9NS75|CLTR2_HUMAN	tr|A0A6J0CDD3|A0A6J0CDD3_PERMB
OG0003302	sp|Q9NUT2|MITOS_HUMAN	tr|A0A6I9MGE5|A0A6I9MGE5_PERMB
OG0003303	sp|Q9NVX2|NLE1_HUMAN	tr|A0A6I9M5R8|A0A6I9M5R8_PERMB
OG0003304	sp|Q9NWR8|MCUB_HUMAN	tr|A0A6I9KZ04|A0A6I9KZ04_PERMB
OG0003305	sp|Q9UBC2|EP15R_HUMAN	tr|A0A6I9M9L5|A0A6I9M9L5_PERMB
OG0003306	sp|Q9UHB9|SRP68_HUMAN	tr|A0A6I9ME13|A0A6I9ME13_PERMB
OG0003307	sp|Q9UL26|RB22A_HUMAN	tr|A0A6I9LES5|A0A6I9LES5_PERMB
OG0003308	sp|Q9Y2S7|PDIP2_HUMAN	tr|A0A6I9L6Q8|A0A6I9L6Q8_PERMB
OG0003309	sp|Q9Y4F1|FARP1_HUMAN	tr|A0A6I9L975|A0A6I9L975_PERMB
OG0003310	sp|A0FGR9|ESYT3_HUMAN	tr|A0A6I9L1F4|A0A6I9L1F4_PERMB
OG0003311	sp|A6NI61|MYMK_HUMAN	tr|A0A6I9MFD9|A0A6I9MFD9_PERMB
OG0003312	sp|O00591|GBRP_HUMAN	tr|A0A6I9L9G4|A0A6I9L9G4_PERMB
OG0003313	sp|O14508|SOCS2_HUMAN	tr|A0A6I9M6Y8|A0A6I9M6Y8_PERMB
OG0003314	sp|O14727|APAF_HUMAN	tr|A0A6I9LNH7|A0A6I9LNH7_PERMB
OG0003315	sp|O14810|CPLX1_HUMAN	tr|A0A6I9LL30|A0A6I9LL30_PERMB
OG0003316	sp|O43247|TEX33_HUMAN	tr|A0A6I9L9X3|A0A6I9L9X3_PERMB
OG0003317	sp|O75907|DGAT1_HUMAN	tr|A0A6I9LWP4|A0A6I9LWP4_PERMB
OG0003318	sp|O76031|CLPX_HUMAN	tr|A0A6I9LIP6|A0A6I9LIP6_PERMB
OG0003319	sp|O95704|APBB3_HUMAN	tr|A0A6I9MK27|A0A6I9MK27_PERMB
OG0003320	sp|O95995|DRC4_HUMAN	tr|A0A6I9M0J1|A0A6I9M0J1_PERMB
OG0003321	sp|P01574|IFNB_HUMAN	tr|A0A6I9LES1|A0A6I9LES1_PERMB
OG0003322	sp|P16860|ANFB_HUMAN	tr|A0A6I9LRT5|A0A6I9LRT5_PERMB
OG0003323	sp|P50443|S26A2_HUMAN	tr|A0A6J0DW48|A0A6J0DW48_PERMB
OG0003324	sp|P56277|CMC4_HUMAN	tr|A0A6J0CSU8|A0A6J0CSU8_PERMB
OG0003325	sp|P58005|SESN3_HUMAN	tr|A0A6I9MES2|A0A6I9MES2_PERMB
OG0003326	sp|Q01538|MYT1_HUMAN	tr|A0A6I9M931|A0A6I9M931_PERMB
OG0003327	sp|Q13018|PLA2R_HUMAN	tr|A0A6J0DRR2|A0A6J0DRR2_PERMB
OG0003328	sp|Q13503|MED21_HUMAN	tr|A0A6I9LMK1|A0A6I9LMK1_PERMB
OG0003329	sp|Q14582|MAD4_HUMAN	tr|A0A6I9KXM6|A0A6I9KXM6_PERMB
OG0003330	sp|Q15723|ELF2_HUMAN	tr|A0A6I9LIE0|A0A6I9LIE0_PERMB
OG0003331	sp|Q15904|VAS1_HUMAN	tr|A0A6I9M470|A0A6I9M470_PERMB
OG0003332	sp|Q16625|OCLN_HUMAN	tr|A0A6J0DLI9|A0A6J0DLI9_PERMB
OG0003333	sp|Q1EHB4|SC5AC_HUMAN	tr|A0A6I9LDF2|A0A6I9LDF2_PERMB
OG0003334	sp|Q50LG9|LRC24_HUMAN	tr|A0A6J0E471|A0A6J0E471_PERMB
OG0003335	sp|Q5VT40|FA78B_HUMAN	tr|A0A6I9LGE8|A0A6I9LGE8_PERMB
OG0003336	sp|Q69YU3|AN34A_HUMAN	tr|A0A6I9LF47|A0A6I9LF47_PERMB
OG0003337	sp|Q6NVH7|SWAP1_HUMAN	tr|A0A6I9LNN6|A0A6I9LNN6_PERMB
OG0003338	sp|Q6UXB8|PI16_HUMAN	tr|A0A6I9LR85|A0A6I9LR85_PERMB
OG0003339	sp|Q6ZMI3|GLDN_HUMAN	tr|A0A6I9KVG4|A0A6I9KVG4_PERMB
OG0003340	sp|Q7RTM1|OTOP1_HUMAN	tr|A0A6I9LW07|A0A6I9LW07_PERMB
OG0003341	sp|Q7Z434|MAVS_HUMAN	tr|A0A6I9LYI9|A0A6I9LYI9_PERMB
OG0003342	sp|Q7Z4Q2|HEAT3_HUMAN	tr|A0A6I9L2C5|A0A6I9L2C5_PERMB
OG0003343	sp|Q7Z5L0|VMO1_HUMAN	tr|A0A6I9MC79|A0A6I9MC79_PERMB
OG0003344	sp|Q86UZ6|ZBT46_HUMAN	tr|A0A6I9MG08|A0A6I9MG08_PERMB
OG0003345	sp|Q86W54|SPA24_HUMAN	tr|A0A6J0E8W9|A0A6J0E8W9_PERMB
OG0003346	sp|Q86XH1|DRC11_HUMAN	tr|A0A6J0E2T1|A0A6J0E2T1_PERMB
OG0003347	sp|Q86XT9|TM219_HUMAN	tr|A0A6I9LD91|A0A6I9LD91_PERMB
OG0003348	sp|Q8IWV7|UBR1_HUMAN	tr|A0A6J0DCR6|A0A6J0DCR6_PERMB
OG0003349	sp|Q8NBJ9|SIDT2_HUMAN	tr|A0A6I9M5E3|A0A6I9M5E3_PERMB
OG0003350	sp|Q8NHS4|CLHC1_HUMAN	tr|A0A6I9MAF6|A0A6I9MAF6_PERMB
OG0003351	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A6I9MNS7|A0A6I9MNS7_PERMB
OG0003352	sp|Q96BN8|OTUL_HUMAN	tr|A0A6I9LA46|A0A6I9LA46_PERMB
OG0003353	sp|Q96E11|RRFM_HUMAN	tr|A0A6J0CMT8|A0A6J0CMT8_PERMB
OG0003354	sp|Q96E52|OMA1_HUMAN	tr|A0A6I9M444|A0A6I9M444_PERMB
OG0003355	sp|Q96KW2|P12L2_HUMAN	tr|A0A6I9M7G6|A0A6I9M7G6_PERMB
OG0003356	sp|Q96QR8|PURB_HUMAN	tr|A0A6J0D143|A0A6J0D143_PERMB
OG0003357	sp|Q96RI0|PAR4_HUMAN	tr|A0A6I9LY83|A0A6I9LY83_PERMB
OG0003358	sp|Q96SB4|SRPK1_HUMAN	tr|A0A6I9LVY0|A0A6I9LVY0_PERMB
OG0003359	sp|Q99712|KCJ15_HUMAN	tr|A0A6J0DK37|A0A6J0DK37_PERMB
OG0003360	sp|Q99990|VGLL1_HUMAN	tr|A0A6J0CEY9|A0A6J0CEY9_PERMB
OG0003361	sp|Q9BQ75|CMS1_HUMAN	tr|A0A6J0CNJ2|A0A6J0CNJ2_PERMB
OG0003362	sp|Q9BSU1|PHAF1_HUMAN	tr|A0A6I9LQT2|A0A6I9LQT2_PERMB
OG0003363	sp|Q9H1M3|DB129_HUMAN	tr|A0A6I9LVT3|A0A6I9LVT3_PERMB
OG0003364	sp|Q9H5N1|RABE2_HUMAN	tr|A0A6J0DF60|A0A6J0DF60_PERMB
OG0003365	sp|Q9NQI0|DDX4_HUMAN	tr|A0A6I9LRD1|A0A6I9LRD1_PERMB
OG0003366	sp|Q9NZT2|OGFR_HUMAN	tr|A0A6I9LB71|A0A6I9LB71_PERMB
OG0003367	sp|Q9P055|JKAMP_HUMAN	tr|A0A6I9M6Y5|A0A6I9M6Y5_PERMB
OG0003368	sp|Q9P2L0|WDR35_HUMAN	tr|A0A6J0DKB1|A0A6J0DKB1_PERMB
OG0003369	sp|Q9Y2U2|KCNK7_HUMAN	tr|A0A6I9LD41|A0A6I9LD41_PERMB
OG0003370	sp|Q9Y5L4|TIM13_HUMAN	tr|A0A6I9L809|A0A6I9L809_PERMB
OG0003371	sp|Q9Y698|CCG2_HUMAN	tr|A0A6I9M2U0|A0A6I9M2U0_PERMB
OG0003372	sp|Q9Y6F6|IRAG1_HUMAN	tr|A0A6I9L7J3|A0A6I9L7J3_PERMB
OG0003373	sp|A6NEH6|TM247_HUMAN	tr|A0A6J0DX67|A0A6J0DX67_PERMB
OG0003374	sp|A6NI28|RHG42_HUMAN	tr|A0A6I9LHF6|A0A6I9LHF6_PERMB
OG0003375	sp|O00257|CBX4_HUMAN	tr|A0A6I9MAA1|A0A6I9MAA1_PERMB
OG0003376	sp|O15537|XLRS1_HUMAN	tr|A0A6I9KYB2|A0A6I9KYB2_PERMB
OG0003377	sp|O43237|DC1L2_HUMAN	tr|A0A6I9L8Q3|A0A6I9L8Q3_PERMB
OG0003378	sp|O43426|SYNJ1_HUMAN	tr|A0A6J0DRI1|A0A6J0DRI1_PERMB
OG0003379	sp|O43709|BUD23_HUMAN	tr|A0A6I9L0Y5|A0A6I9L0Y5_PERMB
OG0003380	sp|O75179|ANR17_HUMAN	tr|A0A6I9M294|A0A6I9M294_PERMB
OG0003381	sp|O75326|SEM7A_HUMAN	tr|A0A6I9KVB6|A0A6I9KVB6_PERMB
OG0003382	sp|O75955|FLOT1_HUMAN	tr|A0A6J0CTK6|A0A6J0CTK6_PERMB
OG0003383	sp|O95415|BRI3_HUMAN	tr|A0A6J0DNW3|A0A6J0DNW3_PERMB
OG0003384	sp|O95757|HS74L_HUMAN	tr|A0A6I9LZE5|A0A6I9LZE5_PERMB
OG0003385	sp|P04275|VWF_HUMAN	tr|A0A6J0E2M2|A0A6J0E2M2_PERMB
OG0003386	sp|P0DJH9|RD3L_HUMAN	tr|A0A6I9M1Y9|A0A6I9M1Y9_PERMB
OG0003387	sp|P13726|TF_HUMAN	tr|A0A6I9L674|A0A6I9L674_PERMB
OG0003388	sp|P15289|ARSA_HUMAN	tr|A0A6J0D6M4|A0A6J0D6M4_PERMB
OG0003389	sp|P23381|SYWC_HUMAN	tr|A0A6J0DYY3|A0A6J0DYY3_PERMB
OG0003390	sp|P43694|GATA4_HUMAN	tr|A0A6J0CJR4|A0A6J0CJR4_PERMB
OG0003391	sp|P46821|MAP1B_HUMAN	tr|A0A6I9MFK6|A0A6I9MFK6_PERMB
OG0003392	sp|Q01850|CDR2_HUMAN	tr|A0A6I9LKN4|A0A6I9LKN4_PERMB
OG0003393	sp|Q01973|ROR1_HUMAN	tr|A0A6I9KZR2|A0A6I9KZR2_PERMB
OG0003394	sp|Q11130|FUT7_HUMAN	tr|A0A6I9LL65|A0A6I9LL65_PERMB
OG0003395	sp|Q13772|NCOA4_HUMAN	tr|A0A6J0D7P4|A0A6J0D7P4_PERMB
OG0003396	sp|Q53HC9|EIPR1_HUMAN	tr|A0A6I9M9G1|A0A6I9M9G1_PERMB
OG0003397	sp|Q5W0U4|BSPRY_HUMAN	tr|A0A6J0DFT8|A0A6J0DFT8_PERMB
OG0003398	sp|Q6IPW1|CK071_HUMAN	tr|A0A6I9LJK7|A0A6I9LJK7_PERMB
OG0003399	sp|Q6P047|CH074_HUMAN	tr|A0A6I9M4J8|A0A6I9M4J8_PERMB
OG0003400	sp|Q7Z4L0|COX8C_HUMAN	tr|A0A6I9M0C5|A0A6I9M0C5_PERMB
OG0003401	sp|Q7Z5K2|WAPL_HUMAN	tr|A0A6I9LCF0|A0A6I9LCF0_PERMB
OG0003402	sp|Q86V20|SHLD2_HUMAN	tr|A0A6I9LCG2|A0A6I9LCG2_PERMB
OG0003403	sp|Q86VY9|T200A_HUMAN	tr|A0A6J0DXL3|A0A6J0DXL3_PERMB
OG0003404	sp|Q86WR6|CQ064_HUMAN	tr|A0A6J0DPV1|A0A6J0DPV1_PERMB
OG0003405	sp|Q86XZ4|SPAS2_HUMAN	tr|A0A6I9L7S0|A0A6I9L7S0_PERMB
OG0003407	sp|Q8IXQ3|CI040_HUMAN	tr|A0A6I9LK88|A0A6I9LK88_PERMB
OG0003408	sp|Q8N127|O5AS1_HUMAN	tr|A0A6I9M9A2|A0A6I9M9A2_PERMB
OG0003409	sp|Q8N131|PORIM_HUMAN	tr|A0A6I9LRL6|A0A6I9LRL6_PERMB
OG0003410	sp|Q8N4C8|MINK1_HUMAN	tr|A0A6I9MC69|A0A6I9MC69_PERMB
OG0003411	sp|Q8N6N6|NATD1_HUMAN	tr|A0A6I9L633|A0A6I9L633_PERMB
OG0003412	sp|Q8N6U8|GP161_HUMAN	tr|A0A6J0E1D8|A0A6J0E1D8_PERMB
OG0003413	sp|Q8N806|UBR7_HUMAN	tr|A0A6I9MB98|A0A6I9MB98_PERMB
OG0003414	sp|Q8NCW6|GLT11_HUMAN	tr|A0A6I9M2W4|A0A6I9M2W4_PERMB
OG0003415	sp|Q8NDT2|RB15B_HUMAN	tr|A0A6I9L8G9|A0A6I9L8G9_PERMB
OG0003416	sp|Q8TAB5|CA216_HUMAN	tr|A0A6J0CQL8|A0A6J0CQL8_PERMB
OG0003417	sp|Q8TC27|ADA32_HUMAN	tr|A0A6I9LVN3|A0A6I9LVN3_PERMB
OG0003418	sp|Q8TE12|LMX1A_HUMAN	tr|A0A6I9LGE3|A0A6I9LGE3_PERMB
OG0003419	sp|Q92888|ARHG1_HUMAN	tr|A0A6I9LTV9|A0A6I9LTV9_PERMB
OG0003420	sp|Q96DC9|OTUB2_HUMAN	tr|A0A6I9M0D2|A0A6I9M0D2_PERMB
OG0003421	sp|Q96IV6|FXDC2_HUMAN	tr|A0A6J0DST8|A0A6J0DST8_PERMB
OG0003422	sp|Q96KN4|LRAT1_HUMAN	tr|A0A6I9LC92|A0A6I9LC92_PERMB
OG0003423	sp|Q96NZ1|FOXN4_HUMAN	tr|A0A6I9M0M5|A0A6I9M0M5_PERMB
OG0003424	sp|Q96QE3|ATAD5_HUMAN	tr|A0A6J0DA19|A0A6J0DA19_PERMB
OG0003425	sp|Q99502|EYA1_HUMAN	tr|A0A6I9L8D1|A0A6I9L8D1_PERMB
OG0003426	sp|Q99956|DUS9_HUMAN	tr|A0A6J0CEE6|A0A6J0CEE6_PERMB
OG0003427	sp|Q9BRZ2|TRI56_HUMAN	tr|A0A6J0DMJ9|A0A6J0DMJ9_PERMB
OG0003428	sp|Q9BY79|MFRP_HUMAN	tr|A0A6J0CF20|A0A6J0CF20_PERMB
OG0003429	sp|Q9BZQ8|NIBA1_HUMAN	tr|A0A6I9LIS5|A0A6I9LIS5_PERMB
OG0003430	sp|Q9GZM5|YIPF3_HUMAN	tr|A0A6I9LU40|A0A6I9LU40_PERMB
OG0003431	sp|Q9HA77|SYCM_HUMAN	tr|A0A6J0DK83|A0A6J0DK83_PERMB
OG0003432	sp|Q9NPI6|DCP1A_HUMAN	tr|A0A6I9LN27|A0A6I9LN27_PERMB
OG0003433	sp|Q9NRE2|TSH2_HUMAN	tr|A0A6I9MQF0|A0A6I9MQF0_PERMB
OG0003434	sp|Q9NVE5|UBP40_HUMAN	tr|A0A6I9LTH3|A0A6I9LTH3_PERMB
OG0003435	sp|Q9P244|LRFN1_HUMAN	tr|A0A6J0DWT5|A0A6J0DWT5_PERMB
OG0003436	sp|Q9UIV1|CNOT7_HUMAN	tr|A0A6J0D0Y6|A0A6J0D0Y6_PERMB
OG0003437	sp|Q9UMX1|SUFU_HUMAN	tr|A0A6J0DQ60|A0A6J0DQ60_PERMB
OG0003438	sp|Q9UQ90|SPG7_HUMAN	tr|A0A6J0E2S5|A0A6J0E2S5_PERMB
OG0003439	sp|Q9Y5Z9|UBIA1_HUMAN	tr|A0A6I9L9H1|A0A6I9L9H1_PERMB
OG0003440	sp|Q9Y6G9|DC1L1_HUMAN	tr|A0A6I9KT76|A0A6I9KT76_PERMB
OG0003441	sp|A6NGB9|WIPF3_HUMAN	tr|A0A6J0CHG9|A0A6J0CHG9_PERMB
OG0003442	sp|B4DJY2|TM233_HUMAN	tr|A0A6I9KU56|A0A6I9KU56_PERMB
OG0003443	sp|O15156|ZBT7B_HUMAN	tr|A0A6J0D590|A0A6J0D590_PERMB
OG0003444	sp|O43825|B3GT2_HUMAN	tr|A0A6I9L2D7|A0A6I9L2D7_PERMB
OG0003445	sp|O75820|ZN189_HUMAN	tr|A0A6I9KZ27|A0A6I9KZ27_PERMB
OG0003446	sp|O94851|MICA2_HUMAN	tr|A0A6J0DB10|A0A6J0DB10_PERMB
OG0003447	sp|P04049|RAF1_HUMAN	tr|A0A6J0DHQ4|A0A6J0DHQ4_PERMB
OG0003448	sp|P20292|AL5AP_HUMAN	tr|A0A6I9LI61|A0A6I9LI61_PERMB
OG0003449	sp|P23763|VAMP1_HUMAN	tr|A0A6I9LX85|A0A6I9LX85_PERMB
OG0003450	sp|P23919|KTHY_HUMAN	tr|A0A6I9M3D1|A0A6I9M3D1_PERMB
OG0003451	sp|P28335|5HT2C_HUMAN	tr|A0A6I9LTB3|A0A6I9LTB3_PERMB
OG0003452	sp|P29371|NK3R_HUMAN	tr|A0A6I9KSL6|A0A6I9KSL6_PERMB
OG0003453	sp|P30301|MIP_HUMAN	tr|A0A6I9LS40|A0A6I9LS40_PERMB
OG0003454	sp|P30414|NKTR_HUMAN	tr|A0A6J0DVR5|A0A6J0DVR5_PERMB
OG0003455	sp|P30566|PUR8_HUMAN	tr|A0A6J0DEV5|A0A6J0DEV5_PERMB
OG0003456	sp|P34903|GBRA3_HUMAN	tr|A0A6I9M2R4|A0A6I9M2R4_PERMB
OG0003457	sp|P46089|GPR3_HUMAN	tr|A0A6I9MRF5|A0A6I9MRF5_PERMB
OG0003458	sp|P49593|PPM1F_HUMAN	tr|A0A6I9MA71|A0A6I9MA71_PERMB
OG0003459	sp|P58215|LOXL3_HUMAN	tr|A0A6J0CNU9|A0A6J0CNU9_PERMB
OG0003460	sp|P62318|SMD3_HUMAN	tr|A0A6I9L9V8|A0A6I9L9V8_PERMB
OG0003461	sp|P78424|PO6F2_HUMAN	tr|A0A6J0DGS4|A0A6J0DGS4_PERMB
OG0003462	sp|Q06945|SOX4_HUMAN	tr|A0A6J0CHP2|A0A6J0CHP2_PERMB
OG0003463	sp|Q14642|I5P1_HUMAN	tr|A0A6I9LZM4|A0A6I9LZM4_PERMB
OG0003464	sp|Q15327|ANKR1_HUMAN	tr|A0A6I9LRR2|A0A6I9LRR2_PERMB
OG0003465	sp|Q7L8J4|3BP5L_HUMAN	tr|A0A6I9LLR0|A0A6I9LLR0_PERMB
OG0003466	sp|Q7RTU4|BHA09_HUMAN	tr|A0A6I9LE60|A0A6I9LE60_PERMB
OG0003467	sp|Q7Z4F1|LRP10_HUMAN	tr|A0A6J0E492|A0A6J0E492_PERMB
OG0003468	sp|Q7Z4L5|TT21B_HUMAN	tr|A0A6I9LHC7|A0A6I9LHC7_PERMB
OG0003469	sp|Q7Z5M8|AB12B_HUMAN	tr|A0A6I9M0Q3|A0A6I9M0Q3_PERMB
OG0003470	sp|Q7Z7K2|ZN467_HUMAN	tr|A0A6I9MES8|A0A6I9MES8_PERMB
OG0003471	sp|Q7Z7L8|CK096_HUMAN	tr|A0A6I9LEY1|A0A6I9LEY1_PERMB
OG0003472	sp|Q86W33|TPRA1_HUMAN	tr|A0A6I9MGQ3|A0A6I9MGQ3_PERMB
OG0003473	sp|Q86Z14|KLOTB_HUMAN	tr|A0A6I9L0Y2|A0A6I9L0Y2_PERMB
OG0003474	sp|Q8IXT5|RB12B_HUMAN	tr|A0A6J0D302|A0A6J0D302_PERMB
OG0003475	sp|Q8N9W6|BOLL_HUMAN	tr|A0A6J0D189|A0A6J0D189_PERMB
OG0003476	sp|Q8NAG6|ANKL1_HUMAN	tr|A0A6J0E7P4|A0A6J0E7P4_PERMB
OG0003477	sp|Q8NEL0|CCD54_HUMAN	tr|A0A6I9LTB8|A0A6I9LTB8_PERMB
OG0003478	sp|Q8NHQ8|RASF8_HUMAN	tr|A0A6I9M2Y5|A0A6I9M2Y5_PERMB
OG0003479	sp|Q8NI99|ANGL6_HUMAN	tr|A0A6I9LN79|A0A6I9LN79_PERMB
OG0003480	sp|Q8TCV5|WFDC5_HUMAN	tr|A0A6I9L3H7|A0A6I9L3H7_PERMB
OG0003481	sp|Q8TD26|CHD6_HUMAN	tr|A0A6I9L0M8|A0A6I9L0M8_PERMB
OG0003482	sp|Q8WV24|PHLA1_HUMAN	tr|A0A6I9L7U7|A0A6I9L7U7_PERMB
OG0003483	sp|Q92545|TM131_HUMAN	tr|A0A6J0E3Z8|A0A6J0E3Z8_PERMB
OG0003484	sp|Q96C11|FGGY_HUMAN	tr|A0A6I9L6T0|A0A6I9L6T0_PERMB
OG0003485	sp|Q96CX6|LRC58_HUMAN	tr|A0A6J0DYE8|A0A6J0DYE8_PERMB
OG0003486	sp|Q96GE4|CEP95_HUMAN	tr|A0A6I9KZF1|A0A6I9KZF1_PERMB
OG0003487	sp|Q96M32|KAD7_HUMAN	tr|A0A6I9KV89|A0A6I9KV89_PERMB
OG0003488	sp|Q96RF0|SNX18_HUMAN	tr|A0A6I9LJ21|A0A6I9LJ21_PERMB
OG0003489	sp|Q96SM3|CPXM1_HUMAN	tr|A0A6I9LT29|A0A6I9LT29_PERMB
OG0003490	sp|Q96T21|SEBP2_HUMAN	tr|A0A6J0DD59|A0A6J0DD59_PERMB
OG0003491	sp|Q96T58|MINT_HUMAN	tr|A0A6J0D4J4|A0A6J0D4J4_PERMB
OG0003492	sp|Q9BR61|ACBD6_HUMAN	tr|A0A6J0DXC8|A0A6J0DXC8_PERMB
OG0003493	sp|Q9BSH3|NICN1_HUMAN	tr|A0A6I9LFP0|A0A6I9LFP0_PERMB
OG0003494	sp|Q9BWU0|NADAP_HUMAN	tr|A0A6I9LUJ8|A0A6I9LUJ8_PERMB
OG0003495	sp|Q9BXW9|FACD2_HUMAN	tr|A0A6J0CKG2|A0A6J0CKG2_PERMB
OG0003496	sp|Q9H8V3|ECT2_HUMAN	tr|A0A6J0DMU6|A0A6J0DMU6_PERMB
OG0003497	sp|Q9NRZ7|PLCC_HUMAN	tr|A0A6I9M4L0|A0A6I9M4L0_PERMB
OG0003498	sp|Q9NSE2|CISH_HUMAN	tr|A0A6J0DC61|A0A6J0DC61_PERMB
OG0003499	sp|Q9NX08|COMD8_HUMAN	tr|A0A6I9L9J4|A0A6I9L9J4_PERMB
OG0003500	sp|Q9NY26|S39A1_HUMAN	tr|A0A6J0D6S1|A0A6J0D6S1_PERMB
OG0003501	sp|Q9UHB6|LIMA1_HUMAN	tr|A0A6J0D1V7|A0A6J0D1V7_PERMB
OG0003502	sp|Q9UII2|ATIF1_HUMAN	tr|A0A6I9L2W2|A0A6I9L2W2_PERMB
OG0003503	sp|Q9UJX5|APC4_HUMAN	tr|A0A6I9L337|A0A6I9L337_PERMB
OG0003504	sp|Q9UNQ0|ABCG2_HUMAN	tr|A0A6J0CV51|A0A6J0CV51_PERMB
OG0003505	sp|Q9Y252|RNF6_HUMAN	tr|A0A6J0DFH5|A0A6J0DFH5_PERMB
OG0003506	sp|Q9Y4C8|RBM19_HUMAN	tr|A0A6J0DCF4|A0A6J0DCF4_PERMB
OG0003507	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A6J0D546|A0A6J0D546_PERMB
OG0003508	sp|A0FGR8|ESYT2_HUMAN	tr|A0A6J0E3M3|A0A6J0E3M3_PERMB
OG0003509	sp|A6NIH7|U119B_HUMAN	tr|A0A6I9M454|A0A6I9M454_PERMB
OG0003510	sp|O00453|LST1_HUMAN	tr|A0A6J0CPL5|A0A6J0CPL5_PERMB
OG0003511	sp|O14929|HAT1_HUMAN	tr|A0A6I9L3C2|A0A6I9L3C2_PERMB
OG0003512	sp|O15117|FYB1_HUMAN	tr|A0A6I9L4V8|A0A6I9L4V8_PERMB
OG0003513	sp|O15230|LAMA5_HUMAN	tr|A0A6J0D6B6|A0A6J0D6B6_PERMB
OG0003514	sp|O43240|KLK10_HUMAN	tr|A0A6I9LX91|A0A6I9LX91_PERMB
OG0003515	sp|O43847|NRDC_HUMAN	tr|A0A6J0DFC2|A0A6J0DFC2_PERMB
OG0003516	sp|O95436|NPT2B_HUMAN	tr|A0A6J0D4Q5|A0A6J0D4Q5_PERMB
OG0003517	sp|O95445|APOM_HUMAN	tr|A0A6J0CM87|A0A6J0CM87_PERMB
OG0003518	sp|P01303|NPY_HUMAN	tr|A0A6I9LTI6|A0A6I9LTI6_PERMB
OG0003519	sp|P35212|CXA4_HUMAN	tr|A0A6J0E4B7|A0A6J0E4B7_PERMB
OG0003520	sp|P36952|SPB5_HUMAN	tr|A0A6I9MBC9|A0A6I9MBC9_PERMB
OG0003521	sp|P47929|LEG7_HUMAN	tr|A0A6I9LFP1|A0A6I9LFP1_PERMB
OG0003522	sp|P49821|NDUV1_HUMAN	tr|A0A6I9LCT0|A0A6I9LCT0_PERMB
OG0003523	sp|P60484|PTEN_HUMAN	tr|A0A6I9MC33|A0A6I9MC33_PERMB
OG0003524	sp|P78334|GBRE_HUMAN	tr|A0A6J0EB51|A0A6J0EB51_PERMB
OG0003525	sp|Q01954|BNC1_HUMAN	tr|A0A6I9KY46|A0A6I9KY46_PERMB
OG0003526	sp|Q04837|SSBP_HUMAN	tr|A0A6I9M767|A0A6I9M767_PERMB
OG0003527	sp|Q07912|ACK1_HUMAN	tr|A0A6J0D2D6|A0A6J0D2D6_PERMB
OG0003528	sp|Q13129|RLF_HUMAN	tr|A0A6I9MKN2|A0A6I9MKN2_PERMB
OG0003529	sp|Q13371|PHLP_HUMAN	tr|A0A6J0CGN2|A0A6J0CGN2_PERMB
OG0003530	sp|Q13428|TCOF_HUMAN	tr|A0A6J0DX18|A0A6J0DX18_PERMB
OG0003531	sp|Q15057|ACAP2_HUMAN	tr|A0A6J0D298|A0A6J0D298_PERMB
OG0003532	sp|Q15834|CC85B_HUMAN	tr|A0A6I9LQC3|A0A6I9LQC3_PERMB
OG0003533	sp|Q15848|ADIPO_HUMAN	tr|A0A6I9LZF1|A0A6I9LZF1_PERMB
