Orthogroup	Homo_sapiens	Gorilla_gorilla_gorilla
OG0000577	sp|C9J798|RAS4B_HUMAN, sp|O43374|RASL2_HUMAN	tr|G3SE74|G3SE74_GORGO
OG0000578	sp|Q99687|MEIS3_HUMAN	tr|G3QFK3|G3QFK3_GORGO
OG0000578	sp|A8K0S8|ME3L2_HUMAN, sp|A6NDR6|ME3L1_HUMAN	tr|A0A2I2Y9L5|A0A2I2Y9L5_GORGO
OG0000579	sp|P60174|TPIS_HUMAN	sp|Q2QD07|TPIS_GORGO, tr|A0A2I2ZG32|A0A2I2ZG32_GORGO, tr|G3QJI7|G3QJI7_GORGO, tr|A0A2I2ZYC0|A0A2I2ZYC0_GORGO
OG0000580	sp|Q5BKY9|F133B_HUMAN	tr|A0A2I2ZXK8|A0A2I2ZXK8_GORGO, tr|A0A2I2Z704|A0A2I2Z704_GORGO, tr|A0A2I2YVS4|A0A2I2YVS4_GORGO, tr|G3QKE0|G3QKE0_GORGO
OG0000581	sp|Q99755|PI51A_HUMAN	tr|G3S9P7|G3S9P7_GORGO
OG0000581	sp|A2A3N6|PIPSL_HUMAN	tr|A0A2I2YY13|A0A2I2YY13_GORGO, tr|A0A2I2YR88|A0A2I2YR88_GORGO
OG0000583	sp|P25398|RS12_HUMAN	tr|A0A2I2YEJ7|A0A2I2YEJ7_GORGO, tr|G3S9Z8|G3S9Z8_GORGO, tr|G3SGD7|G3SGD7_GORGO, tr|G3R953|G3R953_GORGO
OG0000584	sp|O00762|UBE2C_HUMAN	tr|G3S6I6|G3S6I6_GORGO, tr|A0A2I2ZLB5|A0A2I2ZLB5_GORGO, tr|A0A2I2YS92|A0A2I2YS92_GORGO, tr|A0A2I2ZDU0|A0A2I2ZDU0_GORGO
OG0000585	sp|Q9BZK3|NACP4_HUMAN	tr|A0A2I2ZT47|A0A2I2ZT47_GORGO
OG0000585	sp|Q9H009|NACA2_HUMAN	tr|A0A2I2ZY43|A0A2I2ZY43_GORGO, tr|G3QI73|G3QI73_GORGO
OG0000586	sp|Q15907|RB11B_HUMAN	tr|G3SJ74|G3SJ74_GORGO
OG0000586	sp|P62491|RB11A_HUMAN	tr|G3REC0|G3REC0_GORGO, tr|A0A2I2Y8R1|A0A2I2Y8R1_GORGO
OG0000587	sp|C9JRZ8|AK1BF_HUMAN	tr|G3R9B7|G3R9B7_GORGO
OG0000587	sp|O60218|AK1BA_HUMAN	tr|G3RR99|G3RR99_GORGO, tr|G3S8S6|G3S8S6_GORGO
OG0000588	sp|P55209|NP1L1_HUMAN	tr|G3RUK0|G3RUK0_GORGO, tr|A0A2I2ZXV1|A0A2I2ZXV1_GORGO, tr|A0A2I2YKI9|A0A2I2YKI9_GORGO, tr|A0A2I2Z4P7|A0A2I2Z4P7_GORGO
OG0000589	sp|P50851|LRBA_HUMAN	tr|A0A2I2YSL1|A0A2I2YSL1_GORGO
OG0000589	sp|P0C6P0|BCL8_HUMAN, sp|Q8NFP9|NBEA_HUMAN	tr|G3R7X3|G3R7X3_GORGO
OG0000591	sp|Q96RA2|OR7D2_HUMAN	tr|G3QHF4|G3QHF4_GORGO
OG0000591	sp|Q8NG98|OR7D4_HUMAN	tr|A0A2I2ZDZ9|A0A2I2ZDZ9_GORGO, tr|A0A2I2YQV8|A0A2I2YQV8_GORGO
OG0000595	sp|O60911|CATL2_HUMAN	tr|G3S2T1|G3S2T1_GORGO
OG0000595	sp|Q5NE16|CATL3_HUMAN, sp|P07711|CATL1_HUMAN	tr|G3SEM1|G3SEM1_GORGO
OG0000596	sp|P32189|GLPK_HUMAN	tr|A0A2I2YDI6|A0A2I2YDI6_GORGO
OG0000596	sp|Q14410|GLPK2_HUMAN, sp|Q14409|GLPK3_HUMAN	tr|G3S3A7|G3S3A7_GORGO
OG0000597	sp|P02763|A1AG1_HUMAN	tr|G3RUF6|G3RUF6_GORGO
OG0000597	sp|P19652|A1AG2_HUMAN	tr|G3RGJ6|G3RGJ6_GORGO, tr|A0A2I2Z9C6|A0A2I2Z9C6_GORGO
OG0000598	sp|Q96BM9|ARL8A_HUMAN	tr|G3S521|G3S521_GORGO
OG0000598	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A2I2Z646|A0A2I2Z646_GORGO, tr|G3RNA6|G3RNA6_GORGO
OG0000599	sp|Q13404|UB2V1_HUMAN	tr|G3R1Z4|G3R1Z4_GORGO
OG0000599	sp|Q15819|UB2V2_HUMAN	tr|A0A2I2Y8Y2|A0A2I2Y8Y2_GORGO, tr|A0A2I2ZIM7|A0A2I2ZIM7_GORGO
OG0000600	sp|P61266|STX1B_HUMAN	tr|G3RW61|G3RW61_GORGO
OG0000600	sp|Q13277|STX3_HUMAN, sp|Q16623|STX1A_HUMAN	tr|G3QGI1|G3QGI1_GORGO
OG0000601	sp|P22694|KAPCB_HUMAN	tr|G3SC72|G3SC72_GORGO
OG0000601	sp|P22612|KAPCG_HUMAN, sp|P17612|KAPCA_HUMAN	tr|A0A2I2YB49|A0A2I2YB49_GORGO
OG0000602	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A2I2ZF14|A0A2I2ZF14_GORGO, tr|A0A2I2ZJQ4|A0A2I2ZJQ4_GORGO, tr|A0A2I2ZTY6|A0A2I2ZTY6_GORGO, tr|A0A2I2Z7Y8|A0A2I2Z7Y8_GORGO
OG0000603	sp|P56706|WNT7B_HUMAN	tr|A0A2I2YNF6|A0A2I2YNF6_GORGO
OG0000603	sp|O00755|WNT7A_HUMAN	tr|G3RA80|G3RA80_GORGO, sp|Q1KYK7|WNT7A_GORGO
OG0000604	sp|Q14738|2A5D_HUMAN	tr|G3QWE9|G3QWE9_GORGO
OG0000604	sp|Q13362|2A5G_HUMAN	tr|A0A2I2Y5H0|A0A2I2Y5H0_GORGO, tr|A0A2I2ZE44|A0A2I2ZE44_GORGO
OG0000605	sp|Q9BZ23|PANK2_HUMAN	tr|G3S004|G3S004_GORGO
OG0000605	sp|Q9H999|PANK3_HUMAN	tr|A0A2I2YV51|A0A2I2YV51_GORGO, tr|A0A2I2YLV9|A0A2I2YLV9_GORGO
OG0000606	sp|Q9BTL3|RAMAC_HUMAN, tr|A0A3B3IU46|A0A3B3IU46_HUMAN	tr|G3RMB5|G3RMB5_GORGO, tr|A0A2I2Z1Q4|A0A2I2Z1Q4_GORGO, tr|A0A2I2ZMS0|A0A2I2ZMS0_GORGO
OG0000607	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A2I2YPA0|A0A2I2YPA0_GORGO, tr|A0A2I2YY17|A0A2I2YY17_GORGO, tr|A0A2I2YRD5|A0A2I2YRD5_GORGO, tr|A0A2I2Z5I1|A0A2I2Z5I1_GORGO
OG0000608	sp|Q8N988|ZN557_HUMAN	tr|A0A2I2Z3G5|A0A2I2Z3G5_GORGO
OG0000608	sp|A6NDX5|ZN840_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A2I2ZNZ7|A0A2I2ZNZ7_GORGO
OG0000609	sp|P36578|RL4_HUMAN	tr|G3QMA1|G3QMA1_GORGO, tr|A0A2I2ZPT3|A0A2I2ZPT3_GORGO, tr|A0A2I2YYJ7|A0A2I2YYJ7_GORGO, tr|A0A2I2ZQN0|A0A2I2ZQN0_GORGO
OG0000610	sp|Q96KC2|ARL5B_HUMAN	tr|A0A2I2ZCN9|A0A2I2ZCN9_GORGO
OG0000610	sp|Q9Y689|ARL5A_HUMAN	tr|G3QI37|G3QI37_GORGO, tr|G3RTY5|G3RTY5_GORGO
OG0000611	sp|P61204|ARF3_HUMAN	tr|A0A2I2YFP2|A0A2I2YFP2_GORGO
OG0000611	sp|P84077|ARF1_HUMAN	tr|A0A2I2Z3T3|A0A2I2Z3T3_GORGO, tr|G3R6M1|G3R6M1_GORGO
OG0000612	sp|O94973|AP2A2_HUMAN	tr|A0A2I2ZX41|A0A2I2ZX41_GORGO
OG0000612	sp|O95782|AP2A1_HUMAN	tr|A0A2I2ZMA2|A0A2I2ZMA2_GORGO, tr|G3RTG9|G3RTG9_GORGO
OG0000613	sp|P52788|SPSY_HUMAN	tr|G3QKT7|G3QKT7_GORGO, tr|G3RPA2|G3RPA2_GORGO, tr|A0A2I2Y7B4|A0A2I2Y7B4_GORGO, tr|A0A2I2YT48|A0A2I2YT48_GORGO
OG0000614	tr|A0A140T8X8|A0A140T8X8_HUMAN, sp|Q5SSG8|MUC21_HUMAN, tr|A0A0G2JJF7|A0A0G2JJF7_HUMAN, tr|A0A0G2JKD1|A0A0G2JKD1_HUMAN	tr|G3QVD5|G3QVD5_GORGO
OG0000615	sp|Q9Y4C2|TCAF1_HUMAN	tr|A0A2I2YSE4|A0A2I2YSE4_GORGO
OG0000615	tr|A0A1B0GVM2|A0A1B0GVM2_HUMAN, sp|A6NFQ2|TCAF2_HUMAN	tr|G3QM00|G3QM00_GORGO
OG0000616	sp|P15121|ALDR_HUMAN	tr|A0A2I2Z042|A0A2I2Z042_GORGO, tr|G3R7U6|G3R7U6_GORGO, tr|A0A2I2Y3R8|A0A2I2Y3R8_GORGO, tr|A0A2I2Z0E8|A0A2I2Z0E8_GORGO
OG0000617	sp|O00459|P85B_HUMAN	tr|A0A2I2Y5U1|A0A2I2Y5U1_GORGO
OG0000617	sp|Q92569|P55G_HUMAN, sp|P27986|P85A_HUMAN	tr|A0A2I2ZTD7|A0A2I2ZTD7_GORGO
OG0000618	sp|Q96KE9|BTBD6_HUMAN	tr|A0A2I2ZE79|A0A2I2ZE79_GORGO, tr|A0A2I2YTW8|A0A2I2YTW8_GORGO
OG0000618	sp|Q9Y2F9|BTBD3_HUMAN	tr|G3SHX8|G3SHX8_GORGO
OG0000619	sp|B6SEH9|ERVV2_HUMAN, sp|Q14264|ENR1_HUMAN, sp|P60509|ERB1_HUMAN, sp|B6SEH8|ERVV1_HUMAN	tr|A0A2I2ZSI0|A0A2I2ZSI0_GORGO
OG0000620	sp|Q8N2F6|ARM10_HUMAN, sp|Q9P291|ARMX1_HUMAN, sp|Q7L311|ARMX2_HUMAN, sp|Q9UH62|ARMX3_HUMAN	tr|G3QH76|G3QH76_GORGO
OG0000621	sp|Q12974|TP4A2_HUMAN	tr|A0A2I2ZXM0|A0A2I2ZXM0_GORGO
OG0000621	sp|Q93096|TP4A1_HUMAN	tr|A0A2I2ZCG4|A0A2I2ZCG4_GORGO, tr|A0A2I2Z0T4|A0A2I2Z0T4_GORGO
OG0000622	sp|Q9BQ04|RBM4B_HUMAN	tr|A0A2I2Y471|A0A2I2Y471_GORGO
OG0000622	sp|Q9BWF3|RBM4_HUMAN	tr|G3R7Q9|G3R7Q9_GORGO, tr|A0A2I2YPQ6|A0A2I2YPQ6_GORGO
OG0000623	sp|O75131|CPNE3_HUMAN	tr|G3RZC4|G3RZC4_GORGO
OG0000623	sp|Q99829|CPNE1_HUMAN, sp|Q96FN4|CPNE2_HUMAN	tr|G3QMW2|G3QMW2_GORGO
OG0000624	sp|Q8WW12|PCNP_HUMAN	tr|A0A2I2Z845|A0A2I2Z845_GORGO, tr|G3S8C5|G3S8C5_GORGO, tr|A0A2I2Y8V4|A0A2I2Y8V4_GORGO, tr|A0A2I2YXH4|A0A2I2YXH4_GORGO
OG0000625	sp|P60981|DEST_HUMAN	tr|A0A2I2YH89|A0A2I2YH89_GORGO, tr|G3RMX1|G3RMX1_GORGO, tr|A0A2I2ZD47|A0A2I2ZD47_GORGO, tr|G3R0W0|G3R0W0_GORGO
OG0000626	sp|Q96GK7|FAH2A_HUMAN	tr|G3RWB7|G3RWB7_GORGO
OG0000626	sp|Q6P2I3|FAH2B_HUMAN	tr|G3RJF7|G3RJF7_GORGO, tr|A0A2I2Y9P1|A0A2I2Y9P1_GORGO
OG0000627	sp|P12318|FCG2A_HUMAN	tr|G3QMN5|G3QMN5_GORGO
OG0000627	sp|P31995|FCG2C_HUMAN, sp|P31994|FCG2B_HUMAN	tr|G3S7Y7|G3S7Y7_GORGO
OG0000628	sp|P68036|UB2L3_HUMAN	tr|A0A2I2ZXG1|A0A2I2ZXG1_GORGO
OG0000628	sp|A0A1B0GUS4|UB2L5_HUMAN	tr|A0A2I2ZVM1|A0A2I2ZVM1_GORGO, tr|A0A2I2Z459|A0A2I2Z459_GORGO
OG0000629	sp|P40227|TCPZ_HUMAN	tr|G3SKQ6|G3SKQ6_GORGO, tr|G3R729|G3R729_GORGO
OG0000629	sp|Q92526|TCPW_HUMAN	tr|A0A2I2YZK3|A0A2I2YZK3_GORGO
OG0000630	sp|P42892|ECE1_HUMAN, sp|P0DPD8|EFCE2_HUMAN, sp|P0DPD7|EFMT4_HUMAN, sp|P0DPD6|ECE2_HUMAN	tr|G3R8T0|G3R8T0_GORGO
OG0000631	sp|P61353|RL27_HUMAN	tr|G3S8W1|G3S8W1_GORGO, tr|A0A2I2Z8G8|A0A2I2Z8G8_GORGO, tr|A0A2I2Y718|A0A2I2Y718_GORGO, tr|A0A2I2YHR4|A0A2I2YHR4_GORGO
OG0000632	sp|P32969|RL9_HUMAN	tr|G3S049|G3S049_GORGO, tr|G3SHM1|G3SHM1_GORGO, tr|A0A2I2YWB5|A0A2I2YWB5_GORGO, tr|A0A2I2YSI3|A0A2I2YSI3_GORGO
OG0000633	sp|Q6UB35|C1TM_HUMAN	tr|G3QM61|G3QM61_GORGO
OG0000633	sp|P11586|C1TC_HUMAN	tr|G3RRT3|G3RRT3_GORGO, tr|A0A2I2YV23|A0A2I2YV23_GORGO
OG0000634	sp|Q9UPN3|MACF1_HUMAN	tr|A0A2I2Y844|A0A2I2Y844_GORGO
OG0000634	sp|Q03001|DYST_HUMAN	tr|A0A2I2ZWP2|A0A2I2ZWP2_GORGO, tr|G3RZK6|G3RZK6_GORGO
OG0000635	sp|Q92973|TNPO1_HUMAN	tr|A0A2I2ZPQ4|A0A2I2ZPQ4_GORGO
OG0000635	sp|O14787|TNPO2_HUMAN	tr|G3RPW3|G3RPW3_GORGO, tr|G3RP50|G3RP50_GORGO
OG0000636	sp|O95221|OR5F1_HUMAN	tr|G3S5W2|G3S5W2_GORGO, tr|G3RVZ6|G3RVZ6_GORGO, tr|A0A2I2Z7H9|A0A2I2Z7H9_GORGO, tr|A0A2I2Z6M2|A0A2I2Z6M2_GORGO
OG0000637	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A2I2ZDE8|A0A2I2ZDE8_GORGO, tr|A0A2I2YMU7|A0A2I2YMU7_GORGO, tr|G3RS38|G3RS38_GORGO, tr|A0A2I2YTV8|A0A2I2YTV8_GORGO
OG0000638	sp|Q9UL03|INT6_HUMAN	tr|A0A2I2ZER5|A0A2I2ZER5_GORGO
OG0000638	sp|Q5JSJ4|INT6L_HUMAN	tr|G3QFT2|G3QFT2_GORGO, tr|A0A2I2YZG2|A0A2I2YZG2_GORGO
OG0000639	sp|Q86UE8|TLK2_HUMAN	tr|G3S1X8|G3S1X8_GORGO
OG0000639	sp|Q9UKI8|TLK1_HUMAN	tr|G3QHG2|G3QHG2_GORGO, tr|G3RC61|G3RC61_GORGO
OG0000640	sp|A8MYA2|CX049_HUMAN	tr|A0A2I2ZQD0|A0A2I2ZQD0_GORGO
OG0000640	tr|A0A1B0GWI6|A0A1B0GWI6_HUMAN	tr|A0A2I2YXB3|A0A2I2YXB3_GORGO, tr|G3RZX1|G3RZX1_GORGO
OG0000641	sp|Q16659|MK06_HUMAN	tr|G3S5G8|G3S5G8_GORGO, tr|G3QN22|G3QN22_GORGO, tr|A0A2I2ZEZ1|A0A2I2ZEZ1_GORGO, tr|A0A2I2ZLW0|A0A2I2ZLW0_GORGO
OG0000642	sp|Q86YZ3|HORN_HUMAN	tr|G3QHH8|G3QHH8_GORGO
OG0000642	sp|P20930|FILA_HUMAN, sp|P80511|S10AC_HUMAN	tr|G3QV32|G3QV32_GORGO
OG0000643	sp|O95416|SOX14_HUMAN, sp|P48431|SOX2_HUMAN, sp|O00570|SOX1_HUMAN, sp|P41225|SOX3_HUMAN	tr|G3RDD2|G3RDD2_GORGO
OG0000644	sp|Q01860|PO5F1_HUMAN, sp|Q8N7G0|PO5F2_HUMAN, tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q06416|P5F1B_HUMAN	tr|G3S2Z8|G3S2Z8_GORGO
OG0000645	sp|P16402|H13_HUMAN	tr|G3QW70|G3QW70_GORGO
OG0000645	sp|P22492|H1T_HUMAN, sp|P10412|H14_HUMAN	tr|G3QWQ1|G3QWQ1_GORGO
OG0000646	sp|A6NKH3|RL37L_HUMAN	tr|G3RUG2|G3RUG2_GORGO, tr|A0A2I2Y5K3|A0A2I2Y5K3_GORGO
OG0000646	sp|P61513|RL37A_HUMAN	tr|A0A2I2Y5Q5|A0A2I2Y5Q5_GORGO
OG0000647	sp|P67809|YBOX1_HUMAN	tr|G3QQ03|G3QQ03_GORGO, tr|G3S2R7|G3S2R7_GORGO, tr|G3RT71|G3RT71_GORGO, tr|G3S8E4|G3S8E4_GORGO
OG0000648	sp|Q6PFW1|VIP1_HUMAN	tr|A0A2I2YLK3|A0A2I2YLK3_GORGO
OG0000648	sp|O43314|VIP2_HUMAN	tr|A0A2I2ZLG5|A0A2I2ZLG5_GORGO, tr|G3R987|G3R987_GORGO
OG0000649	sp|P12956|XRCC6_HUMAN	tr|A0A2I2ZXL1|A0A2I2ZXL1_GORGO, tr|G3SIR7|G3SIR7_GORGO, tr|A0A2I2Y5D2|A0A2I2Y5D2_GORGO, tr|G3RIJ0|G3RIJ0_GORGO
OG0000650	sp|P54274|TERF1_HUMAN	tr|A0A2I2Z249|A0A2I2Z249_GORGO, tr|A0A2I2YYC2|A0A2I2YYC2_GORGO, tr|G3SB61|G3SB61_GORGO, tr|G3SHY3|G3SHY3_GORGO
OG0000651	sp|Q8IWT0|ARCH_HUMAN	tr|A0A2I2ZWB6|A0A2I2ZWB6_GORGO, tr|A0A2I2Y839|A0A2I2Y839_GORGO, tr|A0A2I2YKY3|A0A2I2YKY3_GORGO, tr|G3QX27|G3QX27_GORGO
OG0000652	sp|P10635|CP2D6_HUMAN, tr|A0A0G2JQZ4|A0A0G2JQZ4_HUMAN, tr|A0A1B0GTQ1|A0A1B0GTQ1_HUMAN, sp|A0A087X1C5|CP2D7_HUMAN	tr|G3QDX1|G3QDX1_GORGO
OG0000653	sp|Q96MC6|MF14A_HUMAN	tr|A0A2I2Z5P1|A0A2I2Z5P1_GORGO
OG0000653	sp|Q5VZR4|MF14C_HUMAN, sp|Q5SR56|MF14B_HUMAN	tr|G3QZH9|G3QZH9_GORGO
OG0000654	sp|Q96KN3|PKNX2_HUMAN	tr|A0A2I2Z5B1|A0A2I2Z5B1_GORGO, tr|A0A2I2ZP72|A0A2I2ZP72_GORGO
OG0000654	sp|P55347|PKNX1_HUMAN	tr|G3RD54|G3RD54_GORGO
OG0000655	sp|Q08170|SRSF4_HUMAN	tr|G3QJ23|G3QJ23_GORGO
OG0000655	sp|Q13247|SRSF6_HUMAN	tr|G3R2W6|G3R2W6_GORGO, tr|A0A2I2ZLA5|A0A2I2ZLA5_GORGO
OG0000656	sp|O75678|RFPL2_HUMAN, sp|O75679|RFPL3_HUMAN, sp|O75677|RFPL1_HUMAN, sp|Q6ZWI9|RFPLB_HUMAN	tr|G3R6Y4|G3R6Y4_GORGO
OG0000658	sp|Q10567|AP1B1_HUMAN	tr|G3QUE0|G3QUE0_GORGO
OG0000658	sp|P63010|AP2B1_HUMAN	tr|G3S3T5|G3S3T5_GORGO, tr|A0A2I2ZLS9|A0A2I2ZLS9_GORGO
OG0000659	sp|Q8N323|NXPE1_HUMAN	tr|G3S5K8|G3S5K8_GORGO
OG0000659	sp|Q96DL1|NXPE2_HUMAN, sp|Q6UWF7|NXPE4_HUMAN	tr|G3R0G2|G3R0G2_GORGO
OG0000660	sp|Q8IUC1|KR111_HUMAN, sp|Q9BYR7|KRA32_HUMAN	tr|G3R9J4|G3R9J4_GORGO
OG0000660	sp|Q9BYR6|KRA33_HUMAN	tr|G3S0T1|G3S0T1_GORGO
OG0000662	sp|Q9H869|YYAP1_HUMAN	tr|A0A2I2YXP1|A0A2I2YXP1_GORGO
OG0000662	sp|Q3T8J9|GON4L_HUMAN	tr|A0A2I2ZQS4|A0A2I2ZQS4_GORGO, tr|G3QDY9|G3QDY9_GORGO
OG0000663	sp|Q99873|ANM1_HUMAN	tr|A0A2I2YEE0|A0A2I2YEE0_GORGO
OG0000663	sp|Q9NR22|ANM8_HUMAN	tr|A0A2I2Y7D0|A0A2I2Y7D0_GORGO, tr|G3R436|G3R436_GORGO
OG0000664	sp|P16050|LOX15_HUMAN	tr|G3SGP9|G3SGP9_GORGO
OG0000664	sp|P18054|LOX12_HUMAN	tr|G3RWW0|G3RWW0_GORGO, tr|G3R2S7|G3R2S7_GORGO
OG0000665	sp|Q8WWN9|ICEF1_HUMAN	tr|G3RI32|G3RI32_GORGO
OG0000665	sp|G9CGD6|CNIPF_HUMAN, sp|Q6P9H4|CNKR3_HUMAN	tr|G3QFX6|G3QFX6_GORGO
OG0000666	sp|P69892|HBG2_HUMAN	sp|P62742|HBG2_GORGO
OG0000666	sp|P69891|HBG1_HUMAN	sp|P62741|HBG1_GORGO, tr|G3SBL4|G3SBL4_GORGO
OG0000667	sp|Q63ZY6|NSN5C_HUMAN, sp|Q3KNT7|NSN5B_HUMAN	tr|G3RI68|G3RI68_GORGO
OG0000667	sp|Q96P11|NSUN5_HUMAN	tr|G3R7U5|G3R7U5_GORGO
OG0000668	sp|Q5VWM4|PRAM8_HUMAN, sp|Q5VXH5|PRAM7_HUMAN	tr|G3QHY0|G3QHY0_GORGO
OG0000668	sp|O95522|PRA12_HUMAN	tr|G3RCQ3|G3RCQ3_GORGO
OG0000669	sp|P05386|RLA1_HUMAN	tr|G3S7X2|G3S7X2_GORGO, tr|A0A2I2YLT3|A0A2I2YLT3_GORGO, tr|G3QMD7|G3QMD7_GORGO, tr|G3RT68|G3RT68_GORGO
OG0000670	sp|Q16527|CSRP2_HUMAN	tr|A0A2I2YGY9|A0A2I2YGY9_GORGO
OG0000670	sp|P21291|CSRP1_HUMAN	tr|A0A2I2ZQQ3|A0A2I2ZQQ3_GORGO, tr|G3QQ82|G3QQ82_GORGO
OG0000671	sp|Q9NWY4|HPF1_HUMAN	tr|G3QKQ7|G3QKQ7_GORGO, tr|A0A2I2ZUL5|A0A2I2ZUL5_GORGO
OG0000671	sp|A8MVJ9|HPF1L_HUMAN	tr|G3R900|G3R900_GORGO
OG0000672	sp|Q58FF3|ENPLL_HUMAN	tr|G3QL18|G3QL18_GORGO
OG0000672	sp|P14625|ENPL_HUMAN	tr|G3SHK6|G3SHK6_GORGO, tr|G3SAJ1|G3SAJ1_GORGO
OG0000673	sp|Q9NRP0|OSTC_HUMAN	tr|A0A2I2YVF9|A0A2I2YVF9_GORGO, tr|A0A2I2YY29|A0A2I2YY29_GORGO, tr|A0A2I2YDV7|A0A2I2YDV7_GORGO, tr|A0A2I2ZFE1|A0A2I2ZFE1_GORGO
OG0000674	sp|B2RNN3|C1T9B_HUMAN, sp|P0C862|C1T9A_HUMAN	tr|G3R1Y3|G3R1Y3_GORGO
OG0000674	sp|Q9BXJ0|C1QT5_HUMAN	tr|A0A2I2YM85|A0A2I2YM85_GORGO
OG0000675	sp|P01876|IGHA1_HUMAN	tr|G3SJK7|G3SJK7_GORGO, sp|P20758|IGHA1_GORGO
OG0000675	sp|P01877|IGHA2_HUMAN	tr|G3SAA4|G3SAA4_GORGO
OG0000676	sp|Q8NGU2|OR9A4_HUMAN	tr|G3QU60|G3QU60_GORGO
OG0000676	sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGT5|OR9A2_HUMAN	tr|A0A2I2ZEC0|A0A2I2ZEC0_GORGO
OG0000677	sp|P63252|KCNJ2_HUMAN	tr|A0A2I2Z844|A0A2I2Z844_GORGO
OG0000677	sp|Q14500|KCJ12_HUMAN, sp|B7U540|KCJ18_HUMAN	tr|A0A2I2ZUY2|A0A2I2ZUY2_GORGO
OG0000678	sp|Q96K17|BT3L4_HUMAN	tr|A0A2I2ZQ01|A0A2I2ZQ01_GORGO, tr|A0A2I2Y647|A0A2I2Y647_GORGO, tr|A0A2I2ZP76|A0A2I2ZP76_GORGO, tr|G3S423|G3S423_GORGO
OG0000679	sp|A0A1B0GTU1|ZC11B_HUMAN	tr|A0A2I2YYF2|A0A2I2YYF2_GORGO, tr|A0A2I2Z6A7|A0A2I2Z6A7_GORGO
OG0000679	sp|O75152|ZC11A_HUMAN	tr|A0A2I2ZAR8|A0A2I2ZAR8_GORGO
OG0000680	sp|Q6EEV6|SUMO4_HUMAN, sp|P61956|SUMO2_HUMAN, sp|P55854|SUMO3_HUMAN	tr|G3RLZ7|G3RLZ7_GORGO, tr|A0A2I2ZE48|A0A2I2ZE48_GORGO
OG0000681	sp|O43506|ADA20_HUMAN	tr|G3RPV0|G3RPV0_GORGO
OG0000681	sp|Q9UKJ8|ADA21_HUMAN	tr|G3SBG9|G3SBG9_GORGO, tr|G3SAR3|G3SAR3_GORGO
OG0000682	sp|P14678|RSMB_HUMAN	tr|G3S6A6|G3S6A6_GORGO
OG0000682	sp|P63162|RSMN_HUMAN	tr|A0A2I2YRJ0|A0A2I2YRJ0_GORGO, tr|G3QN10|G3QN10_GORGO
OG0000683	sp|Q5SWL8|PRA19_HUMAN	tr|G3S1G2|G3S1G2_GORGO
OG0000683	sp|A3QJZ6|PRA22_HUMAN, sp|Q5VWM3|PRA18_HUMAN	tr|G3RVR5|G3RVR5_GORGO
OG0000684	sp|P29692|EF1D_HUMAN	tr|A0A2I2YWJ7|A0A2I2YWJ7_GORGO, tr|A0A2I2YT60|A0A2I2YT60_GORGO, tr|G3QIY0|G3QIY0_GORGO, tr|G3SA90|G3SA90_GORGO
OG0000686	sp|P61966|AP1S1_HUMAN	tr|A0A2I2ZX63|A0A2I2ZX63_GORGO
OG0000686	sp|P56377|AP1S2_HUMAN	tr|G3RQR8|G3RQR8_GORGO, tr|A0A2I2YN18|A0A2I2YN18_GORGO
OG0000687	sp|P04000|OPSR_HUMAN, sp|P0DN78|OPSG3_HUMAN, sp|P0DN77|OPSG2_HUMAN, sp|P04001|OPSG_HUMAN	tr|G3QNI8|G3QNI8_GORGO
OG0000688	sp|A6NM45|CLD24_HUMAN	tr|G3RZ65|G3RZ65_GORGO
OG0000688	sp|C9JDP6|CLD25_HUMAN, sp|Q8N7P3|CLD22_HUMAN	tr|G3SGM4|G3SGM4_GORGO
OG0000689	sp|Q96QA6|YPEL2_HUMAN	tr|A0A2I2ZS13|A0A2I2ZS13_GORGO
OG0000689	sp|P61236|YPEL3_HUMAN, sp|O60688|YPEL1_HUMAN	tr|A0A2I2Y307|A0A2I2Y307_GORGO
OG0000690	sp|Q04609|FOLH1_HUMAN	tr|G3RBD7|G3RBD7_GORGO
OG0000690	sp|Q9HBA9|FOH1B_HUMAN, sp|Q9Y3Q0|NALD2_HUMAN	tr|G3SKE8|G3SKE8_GORGO
OG0000691	sp|P08319|ADH4_HUMAN	tr|A0A2I2ZTH3|A0A2I2ZTH3_GORGO
OG0000691	sp|P11766|ADHX_HUMAN	tr|A0A2I2ZQP9|A0A2I2ZQP9_GORGO, tr|G3RV06|G3RV06_GORGO
OG0000692	sp|Q9BS34|ZN670_HUMAN	tr|G3SFH6|G3SFH6_GORGO
OG0000692	sp|Q8N972|ZN709_HUMAN, sp|Q3KP31|ZN791_HUMAN	tr|G3QEA6|G3QEA6_GORGO
OG0000693	sp|Q7L273|KCTD9_HUMAN	tr|G3QPA6|G3QPA6_GORGO, tr|G3R709|G3R709_GORGO, tr|G3R8Y8|G3R8Y8_GORGO, tr|A0A2I2ZGM6|A0A2I2ZGM6_GORGO
OG0000694	sp|P09923|PPBI_HUMAN	tr|G3RWG5|G3RWG5_GORGO
