Orthogroup	Homo_sapiens	Diceros_bicornis_minor
OG0000484	sp|Q8N7R7|CCYL1_HUMAN	tr|A0A7J7E4E3|A0A7J7E4E3_DICBM
OG0000484	sp|Q5T2Q4|CCYL2_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|A0A7J7FLG1|A0A7J7FLG1_DICBM
OG0000485	sp|P05164|PERM_HUMAN	tr|A0A7J7EJM8|A0A7J7EJM8_DICBM
OG0000485	sp|P11678|PERE_HUMAN	tr|A0A7J7EJQ5|A0A7J7EJQ5_DICBM
OG0000485	sp|P22079|PERL_HUMAN	tr|A0A7J7EJU4|A0A7J7EJU4_DICBM
OG0000486	sp|Q6PXP3|GTR7_HUMAN	tr|A0A7J7ENM4|A0A7J7ENM4_DICBM, tr|A0A7J7ENV0|A0A7J7ENV0_DICBM
OG0000486	sp|Q9NRM0|GTR9_HUMAN, sp|P22732|GTR5_HUMAN	tr|A0A7J7ENI6|A0A7J7ENI6_DICBM
OG0000487	sp|P04066|FUCO_HUMAN	tr|A0A7J7E5K1|A0A7J7E5K1_DICBM, tr|A0A7J7E4N2|A0A7J7E4N2_DICBM
OG0000487	sp|Q9BTY2|FUCO2_HUMAN	tr|A0A7J7F9A9|A0A7J7F9A9_DICBM, tr|A0A7J7FEF4|A0A7J7FEF4_DICBM
OG0000488	sp|Q8IVF7|FMNL3_HUMAN	tr|A0A7J7FLN0|A0A7J7FLN0_DICBM
OG0000488	sp|O95466|FMNL1_HUMAN	tr|A0A7J7F8W6|A0A7J7F8W6_DICBM
OG0000488	sp|Q96PY5|FMNL2_HUMAN	tr|A0A7J7E543|A0A7J7E543_DICBM
OG0000490	sp|Q08174|PCDH1_HUMAN, sp|O60245|PCDH7_HUMAN, sp|Q9BZA7|PC11X_HUMAN, sp|Q9BZA8|PC11Y_HUMAN, sp|Q9HC56|PCDH9_HUMAN	tr|A0A7J7ECD8|A0A7J7ECD8_DICBM
OG0000491	sp|Q06830|PRDX1_HUMAN	tr|A0A7J7F5C5|A0A7J7F5C5_DICBM, tr|A0A7J7EEL3|A0A7J7EEL3_DICBM
OG0000491	sp|Q13162|PRDX4_HUMAN, sp|P32119|PRDX2_HUMAN	tr|A0A7J7EY21|A0A7J7EY21_DICBM
OG0000492	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A7J7EA42|A0A7J7EA42_DICBM
OG0000492	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A7J7EWJ9|A0A7J7EWJ9_DICBM
OG0000492	sp|Q9UHD9|UBQL2_HUMAN	tr|A0A7J7ESE3|A0A7J7ESE3_DICBM
OG0000493	sp|P28702|RXRB_HUMAN	tr|A0A7J7EJ36|A0A7J7EJ36_DICBM
OG0000493	sp|P48443|RXRG_HUMAN	tr|A0A7J7EWQ1|A0A7J7EWQ1_DICBM
OG0000493	sp|P19793|RXRA_HUMAN	tr|A0A7J7EKI7|A0A7J7EKI7_DICBM
OG0000494	sp|Q8NDA2|HMCN2_HUMAN	tr|A0A7J7FJI4|A0A7J7FJI4_DICBM
OG0000494	sp|Q96RW7|HMCN1_HUMAN	tr|A0A7J7ELS5|A0A7J7ELS5_DICBM, tr|A0A7J7EM39|A0A7J7EM39_DICBM, tr|A0A7J7ELP8|A0A7J7ELP8_DICBM
OG0000495	sp|O14490|DLGP1_HUMAN	tr|A0A7J7EU19|A0A7J7EU19_DICBM
OG0000495	sp|Q9P1A6|DLGP2_HUMAN	tr|A0A7J7EQ26|A0A7J7EQ26_DICBM, tr|A0A7J7E3L0|A0A7J7E3L0_DICBM, tr|A0A7J7F492|A0A7J7F492_DICBM
OG0000496	sp|Q13530|SERC3_HUMAN	tr|A0A7J7EP96|A0A7J7EP96_DICBM
OG0000496	sp|Q96SA4|SERC2_HUMAN	tr|A0A7J7E3S7|A0A7J7E3S7_DICBM
OG0000496	sp|Q9NRX5|SERC1_HUMAN	tr|A0A7J7EWE6|A0A7J7EWE6_DICBM
OG0000498	sp|Q9NWB7|IFT57_HUMAN	tr|A0A7J7FF90|A0A7J7FF90_DICBM
OG0000498	sp|Q02224|CENPE_HUMAN	tr|A0A7J7FF54|A0A7J7FF54_DICBM, tr|A0A7J7FF00|A0A7J7FF00_DICBM, tr|A0A7J7FF11|A0A7J7FF11_DICBM
OG0000499	sp|P61266|STX1B_HUMAN	tr|A0A7J7EFY5|A0A7J7EFY5_DICBM
OG0000499	sp|P32856|STX2_HUMAN	tr|A0A7J7FGM9|A0A7J7FGM9_DICBM
OG0000499	sp|Q16623|STX1A_HUMAN	tr|A0A7J7FL35|A0A7J7FL35_DICBM
OG0000500	sp|O75594|PGRP1_HUMAN	tr|A0A7J7E3S5|A0A7J7E3S5_DICBM, tr|A0A7J7E467|A0A7J7E467_DICBM, tr|A0A7J7E7F9|A0A7J7E7F9_DICBM, tr|A0A7J7E757|A0A7J7E757_DICBM, tr|A0A7J7E460|A0A7J7E460_DICBM
OG0000501	sp|A8MTL0|IQCF5_HUMAN	tr|A0A7J7EXX1|A0A7J7EXX1_DICBM, tr|A0A7J7FIT7|A0A7J7FIT7_DICBM
OG0000501	sp|A8MYZ5|IQCF6_HUMAN	tr|A0A7J7FIP1|A0A7J7FIP1_DICBM, tr|A0A7J7FIS9|A0A7J7FIS9_DICBM
OG0000502	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A7J7FB54|A0A7J7FB54_DICBM
OG0000502	sp|Q86XE0|SNX32_HUMAN	tr|A0A7J7FJT4|A0A7J7FJT4_DICBM
OG0000502	sp|Q9UNH7|SNX6_HUMAN	tr|A0A7J7FCK9|A0A7J7FCK9_DICBM
OG0000503	sp|P40313|CTRL_HUMAN	tr|A0A7J7EV55|A0A7J7EV55_DICBM
OG0000503	sp|Q6GPI1|CTRB2_HUMAN, sp|P17538|CTRB1_HUMAN	tr|A0A7J7F2P3|A0A7J7F2P3_DICBM, tr|A0A7J7F2N7|A0A7J7F2N7_DICBM
OG0000504	sp|P35372|OPRM_HUMAN	tr|A0A7J7EGK6|A0A7J7EGK6_DICBM
OG0000504	sp|Q96P67|GPR82_HUMAN, sp|P41145|OPRK_HUMAN, sp|P41143|OPRD_HUMAN	tr|A0A7J7F999|A0A7J7F999_DICBM
OG0000505	sp|P25705|ATPA_HUMAN	tr|A0A7J7ETY7|A0A7J7ETY7_DICBM, tr|A0A7J7F1H4|A0A7J7F1H4_DICBM, tr|A0A7J7F1B9|A0A7J7F1B9_DICBM, tr|A0A7J7FIG5|A0A7J7FIG5_DICBM, tr|A0A7J7FI82|A0A7J7FI82_DICBM
OG0000506	sp|P52564|MP2K6_HUMAN	tr|A0A7J7F8K1|A0A7J7F8K1_DICBM
OG0000506	sp|P46734|MP2K3_HUMAN	tr|A0A7J7EF85|A0A7J7EF85_DICBM
OG0000506	sp|P45985|MP2K4_HUMAN	tr|A0A7J7E893|A0A7J7E893_DICBM
OG0000507	sp|Q86VI3|IQGA3_HUMAN	tr|A0A7J7EWU2|A0A7J7EWU2_DICBM
OG0000507	sp|Q13576|IQGA2_HUMAN	tr|A0A7J7ECW8|A0A7J7ECW8_DICBM
OG0000507	sp|P46940|IQGA1_HUMAN	tr|A0A7J7FH67|A0A7J7FH67_DICBM
OG0000508	sp|Q96AA8|JKIP2_HUMAN	tr|A0A7J7EC48|A0A7J7EC48_DICBM
OG0000508	sp|Q5VZ66|JKIP3_HUMAN	tr|A0A7J7F349|A0A7J7F349_DICBM
OG0000508	sp|Q96N16|JKIP1_HUMAN	tr|A0A7J7FG32|A0A7J7FG32_DICBM
OG0000509	sp|Q14168|MPP2_HUMAN	tr|A0A7J7F9X3|A0A7J7F9X3_DICBM
OG0000509	sp|O14936|CSKP_HUMAN, sp|Q00013|EM55_HUMAN, sp|Q9NZW5|PALS2_HUMAN	tr|A0A7J7FI40|A0A7J7FI40_DICBM
OG0000512	sp|Q9BTC8|MTA3_HUMAN	tr|A0A7J7EBK2|A0A7J7EBK2_DICBM
OG0000512	sp|Q13330|MTA1_HUMAN	tr|A0A7J7EYB5|A0A7J7EYB5_DICBM
OG0000512	sp|O94776|MTA2_HUMAN	tr|A0A7J7FDI1|A0A7J7FDI1_DICBM
OG0000513	sp|Q9Y487|VPP2_HUMAN	tr|A0A7J7EVD6|A0A7J7EVD6_DICBM
OG0000513	sp|Q9HBG4|VPP4_HUMAN	tr|A0A7J7EGG3|A0A7J7EGG3_DICBM
OG0000513	sp|Q93050|VPP1_HUMAN	tr|A0A7J7ERM0|A0A7J7ERM0_DICBM
OG0000514	sp|P08237|PFKAM_HUMAN	tr|A0A7J7FKZ7|A0A7J7FKZ7_DICBM
OG0000514	sp|P17858|PFKAL_HUMAN	tr|A0A7J7EPG9|A0A7J7EPG9_DICBM
OG0000514	sp|Q01813|PFKAP_HUMAN	tr|A0A7J7FIW0|A0A7J7FIW0_DICBM
OG0000515	sp|Q8TDI0|CHD5_HUMAN	tr|A0A7J7EP38|A0A7J7EP38_DICBM
OG0000515	sp|Q14839|CHD4_HUMAN	tr|A0A7J7E9N0|A0A7J7E9N0_DICBM
OG0000515	sp|Q12873|CHD3_HUMAN	tr|A0A7J7E802|A0A7J7E802_DICBM
OG0000516	sp|Q9NUP9|LIN7C_HUMAN	tr|A0A7J7ETK9|A0A7J7ETK9_DICBM
OG0000516	sp|O14910|LIN7A_HUMAN, sp|Q6ZWJ1|STXB4_HUMAN, sp|Q9HAP6|LIN7B_HUMAN	tr|A0A7J7FD39|A0A7J7FD39_DICBM
OG0000517	sp|O95450|ATS2_HUMAN	tr|A0A7J7EYS3|A0A7J7EYS3_DICBM
OG0000517	sp|O15072|ATS3_HUMAN	tr|A0A7J7FFG3|A0A7J7FFG3_DICBM
OG0000517	sp|Q8WXS8|ATS14_HUMAN	tr|A0A7J7FIM3|A0A7J7FIM3_DICBM
OG0000518	sp|P06702|S10A9_HUMAN	tr|A0A7J7F834|A0A7J7F834_DICBM, tr|A0A7J7F841|A0A7J7F841_DICBM, tr|A0A7J7F808|A0A7J7F808_DICBM, tr|A0A7J7F932|A0A7J7F932_DICBM, tr|A0A7J7EKM2|A0A7J7EKM2_DICBM
OG0000519	sp|Q9H3F6|BACD3_HUMAN	tr|A0A7J7FMB7|A0A7J7FMB7_DICBM
OG0000519	sp|Q8WZ19|BACD1_HUMAN	tr|A0A7J7EG08|A0A7J7EG08_DICBM
OG0000519	sp|Q13829|BACD2_HUMAN	tr|A0A7J7EK29|A0A7J7EK29_DICBM
OG0000520	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A7J7F399|A0A7J7F399_DICBM, tr|A0A7J7E990|A0A7J7E990_DICBM
OG0000520	sp|Q86UP9|LHPL3_HUMAN, sp|Q8TAF8|LHPL5_HUMAN	tr|A0A7J7FQM8|A0A7J7FQM8_DICBM
OG0000521	sp|Q75N90|FBN3_HUMAN	tr|A0A7J7FMV5|A0A7J7FMV5_DICBM
OG0000521	sp|P35556|FBN2_HUMAN	tr|A0A7J7ECK5|A0A7J7ECK5_DICBM
OG0000521	sp|P35555|FBN1_HUMAN	tr|A0A7J7FCL9|A0A7J7FCL9_DICBM
OG0000522	sp|Q96GS6|AB17A_HUMAN	tr|A0A7J7EYG1|A0A7J7EYG1_DICBM
OG0000522	sp|Q5VST6|AB17B_HUMAN	tr|A0A7J7EA74|A0A7J7EA74_DICBM
OG0000522	sp|Q6PCB6|AB17C_HUMAN	tr|A0A7J7FHB8|A0A7J7FHB8_DICBM
OG0000523	sp|Q7Z2H8|S36A1_HUMAN	tr|A0A7J7EC64|A0A7J7EC64_DICBM
OG0000523	sp|Q495M3|S36A2_HUMAN	tr|A0A7J7ECE8|A0A7J7ECE8_DICBM
OG0000523	sp|Q495N2|S36A3_HUMAN	tr|A0A7J7EBT0|A0A7J7EBT0_DICBM
OG0000524	sp|Q02487|DSC2_HUMAN	tr|A0A7J7EU03|A0A7J7EU03_DICBM
OG0000524	sp|Q08554|DSC1_HUMAN	tr|A0A7J7ETN8|A0A7J7ETN8_DICBM
OG0000524	sp|Q14574|DSC3_HUMAN	tr|A0A7J7EU00|A0A7J7EU00_DICBM
OG0000525	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A7J7ET63|A0A7J7ET63_DICBM
OG0000525	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A7J7FNW9|A0A7J7FNW9_DICBM
OG0000525	sp|Q8IX30|SCUB3_HUMAN	tr|A0A7J7FNR0|A0A7J7FNR0_DICBM
OG0000526	sp|P78348|ASIC1_HUMAN	tr|A0A7J7FKM5|A0A7J7FKM5_DICBM
OG0000526	sp|Q16515|ASIC2_HUMAN	tr|A0A7J7EL02|A0A7J7EL02_DICBM
OG0000526	sp|Q9UHC3|ASIC3_HUMAN	tr|A0A7J7E716|A0A7J7E716_DICBM
OG0000527	sp|P62750|RL23A_HUMAN	tr|A0A7J7EKJ5|A0A7J7EKJ5_DICBM, tr|A0A7J7FM92|A0A7J7FM92_DICBM, tr|A0A7J7FIV6|A0A7J7FIV6_DICBM, tr|A0A7J7F452|A0A7J7F452_DICBM, tr|A0A7J7FKA8|A0A7J7FKA8_DICBM
OG0000528	sp|Q92777|SYN2_HUMAN	tr|A0A7J7EEW4|A0A7J7EEW4_DICBM, tr|A0A7J7EF77|A0A7J7EF77_DICBM
OG0000528	sp|P17600|SYN1_HUMAN, sp|O14994|SYN3_HUMAN	tr|A0A7J7FEV1|A0A7J7FEV1_DICBM
OG0000529	sp|P62140|PP1B_HUMAN	tr|A0A7J7EB58|A0A7J7EB58_DICBM
OG0000529	sp|P62136|PP1A_HUMAN	tr|A0A7J7EYP4|A0A7J7EYP4_DICBM
OG0000529	sp|P36873|PP1G_HUMAN	tr|A0A7J7FNU1|A0A7J7FNU1_DICBM
OG0000530	sp|P62987|RL40_HUMAN	tr|A0A7J7EF41|A0A7J7EF41_DICBM, tr|A0A7J7EMU5|A0A7J7EMU5_DICBM, tr|A0A7J7EM03|A0A7J7EM03_DICBM, tr|A0A7J7FA05|A0A7J7FA05_DICBM, tr|A0A7J7EM30|A0A7J7EM30_DICBM
OG0000531	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A7J7FBF4|A0A7J7FBF4_DICBM
OG0000531	sp|Q9NQX4|MYO5C_HUMAN	tr|A0A7J7FBH4|A0A7J7FBH4_DICBM
OG0000531	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A7J7EUH1|A0A7J7EUH1_DICBM
OG0000532	sp|O75386|TULP3_HUMAN	tr|A0A7J7EVB5|A0A7J7EVB5_DICBM
OG0000532	sp|O00295|TULP2_HUMAN	tr|A0A7J7FDW0|A0A7J7FDW0_DICBM
OG0000532	sp|P50607|TUB_HUMAN	tr|A0A7J7ETM6|A0A7J7ETM6_DICBM
OG0000533	sp|Q9BVK6|TMED9_HUMAN	tr|A0A7J7EXM3|A0A7J7EXM3_DICBM
OG0000533	sp|Q7Z7H5|TMED4_HUMAN	tr|A0A7J7EYF6|A0A7J7EYF6_DICBM, tr|A0A7J7F241|A0A7J7F241_DICBM, tr|A0A7J7EMH3|A0A7J7EMH3_DICBM
OG0000534	sp|Q8IUN9|CLC10_HUMAN	tr|A0A7J7E7M3|A0A7J7E7M3_DICBM
OG0000534	sp|P07307|ASGR2_HUMAN	tr|A0A7J7E7Z8|A0A7J7E7Z8_DICBM
OG0000534	sp|P07306|ASGR1_HUMAN	tr|A0A7J7E7V2|A0A7J7E7V2_DICBM
OG0000535	sp|Q7Z5D8|NANGN_HUMAN, sp|A0A2R8Y7D0|TINCR_HUMAN, sp|Q9P1C3|YN010_HUMAN, sp|Q96CB5|CH044_HUMAN, sp|Q9NRJ1|MOST1_HUMAN	tr|A0A7J7E9D4|A0A7J7E9D4_DICBM
OG0000536	sp|Q14185|DOCK1_HUMAN	tr|A0A7J7F2L8|A0A7J7F2L8_DICBM
OG0000536	sp|Q92608|DOCK2_HUMAN	tr|A0A7J7ECS0|A0A7J7ECS0_DICBM
OG0000536	sp|Q9H7D0|DOCK5_HUMAN	tr|A0A7J7F728|A0A7J7F728_DICBM
OG0000537	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A7J7FGH7|A0A7J7FGH7_DICBM
OG0000537	sp|O14639|ABLM1_HUMAN	tr|A0A7J7FK58|A0A7J7FK58_DICBM
OG0000537	sp|O94929|ABLM3_HUMAN	tr|A0A7J7EC46|A0A7J7EC46_DICBM
OG0000538	sp|P52294|IMA5_HUMAN	tr|A0A7J7F7I8|A0A7J7F7I8_DICBM
OG0000538	sp|O15131|IMA6_HUMAN	tr|A0A7J7EWI0|A0A7J7EWI0_DICBM
OG0000538	sp|O60684|IMA7_HUMAN	tr|A0A7J7E3Q7|A0A7J7E3Q7_DICBM
OG0000539	sp|A6NIZ1|RP1BL_HUMAN	tr|A0A7J7FJP8|A0A7J7FJP8_DICBM
OG0000539	sp|P62834|RAP1A_HUMAN	tr|A0A7J7E5V2|A0A7J7E5V2_DICBM
OG0000539	sp|P61224|RAP1B_HUMAN	tr|A0A7J7FEI2|A0A7J7FEI2_DICBM
OG0000540	sp|P29622|KAIN_HUMAN	tr|A0A7J7EET3|A0A7J7EET3_DICBM
OG0000540	sp|Q6UXR4|SPA13_HUMAN, sp|P05543|THBG_HUMAN, sp|Q86WD7|SPA9_HUMAN	tr|A0A7J7EF93|A0A7J7EF93_DICBM
OG0000541	sp|Q03252|LMNB2_HUMAN	tr|A0A7J7EIP2|A0A7J7EIP2_DICBM
OG0000541	sp|P02545|LMNA_HUMAN	tr|A0A7J7EXL6|A0A7J7EXL6_DICBM
OG0000541	sp|P20700|LMNB1_HUMAN	tr|A0A7J7ECF0|A0A7J7ECF0_DICBM
OG0000542	sp|Q9UGI9|AAKG3_HUMAN	tr|A0A7J7F3F4|A0A7J7F3F4_DICBM
OG0000542	sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A7J7E6Z5|A0A7J7E6Z5_DICBM
OG0000542	sp|P54619|AAKG1_HUMAN	tr|A0A7J7FKH1|A0A7J7FKH1_DICBM
OG0000543	sp|P01034|CYTC_HUMAN, sp|P28325|CYTD_HUMAN, sp|P01036|CYTS_HUMAN, sp|P01037|CYTN_HUMAN, sp|P09228|CYTT_HUMAN	tr|A0A7J7FAL6|A0A7J7FAL6_DICBM
OG0000544	sp|Q15166|PON3_HUMAN	tr|A0A7J7FIT0|A0A7J7FIT0_DICBM
OG0000544	sp|Q15165|PON2_HUMAN	tr|A0A7J7FIE4|A0A7J7FIE4_DICBM
OG0000544	sp|P27169|PON1_HUMAN	tr|A0A7J7FIL0|A0A7J7FIL0_DICBM
OG0000545	sp|P29350|PTN6_HUMAN	tr|A0A7J7E995|A0A7J7E995_DICBM
OG0000545	sp|Q06124|PTN11_HUMAN	tr|A0A7J7EWZ7|A0A7J7EWZ7_DICBM, tr|A0A7J7EWY5|A0A7J7EWY5_DICBM, tr|A0A7J7FMK2|A0A7J7FMK2_DICBM
OG0000546	sp|Q93052|LPP_HUMAN	tr|A0A7J7F2H8|A0A7J7F2H8_DICBM
OG0000546	sp|Q96IF1|AJUBA_HUMAN	tr|A0A7J7FCT0|A0A7J7FCT0_DICBM
OG0000546	sp|A6NIX2|WTIP_HUMAN	tr|A0A7J7F8G1|A0A7J7F8G1_DICBM
OG0000547	sp|Q06455|MTG8_HUMAN	tr|A0A7J7EHQ4|A0A7J7EHQ4_DICBM
OG0000547	sp|O43439|MTG8R_HUMAN	tr|A0A7J7EPY9|A0A7J7EPY9_DICBM
OG0000547	sp|O75081|MTG16_HUMAN	tr|A0A7J7F440|A0A7J7F440_DICBM
OG0000548	sp|Q01974|ROR2_HUMAN	tr|A0A7J7EAW5|A0A7J7EAW5_DICBM
OG0000548	sp|Q01973|ROR1_HUMAN	tr|A0A7J7EAX2|A0A7J7EAX2_DICBM, tr|A0A7J7EAN2|A0A7J7EAN2_DICBM, tr|A0A7J7F7I0|A0A7J7F7I0_DICBM
OG0000549	sp|P03897|NU3M_HUMAN	tr|A0A7J7F6X7|A0A7J7F6X7_DICBM, tr|A0A7J7FHY0|A0A7J7FHY0_DICBM
OG0000549	sp|P00846|ATP6_HUMAN	tr|A0A7J7EY13|A0A7J7EY13_DICBM, tr|A0A7J7F760|A0A7J7F760_DICBM
OG0000550	sp|Q9Y689|ARL5A_HUMAN	tr|A0A7J7E568|A0A7J7E568_DICBM
OG0000550	sp|Q96KC2|ARL5B_HUMAN	tr|A0A7J7FLC2|A0A7J7FLC2_DICBM
OG0000550	sp|A6NH57|ARL5C_HUMAN	tr|A0A7J7EJH4|A0A7J7EJH4_DICBM
OG0000551	sp|Q8IZI9|IFNL3_HUMAN, sp|Q8IZJ0|IFNL2_HUMAN, sp|Q8IU54|IFNL1_HUMAN	tr|A0A7J7F7T1|A0A7J7F7T1_DICBM, tr|A0A7J7FEI1|A0A7J7FEI1_DICBM, tr|A0A7J7EP22|A0A7J7EP22_DICBM
OG0000552	sp|Q7Z7M9|GALT5_HUMAN	tr|A0A7J7E559|A0A7J7E559_DICBM
OG0000552	sp|Q8N4A0|GALT4_HUMAN	tr|A0A7J7FF84|A0A7J7FF84_DICBM
OG0000552	sp|Q8IXK2|GLT12_HUMAN	tr|A0A7J7EPQ6|A0A7J7EPQ6_DICBM
OG0000553	sp|P45379|TNNT2_HUMAN	tr|A0A7J7EDW6|A0A7J7EDW6_DICBM
OG0000553	sp|P13805|TNNT1_HUMAN	tr|A0A7J7EME6|A0A7J7EME6_DICBM
OG0000553	sp|P45378|TNNT3_HUMAN	tr|A0A7J7EGD5|A0A7J7EGD5_DICBM
OG0000554	sp|Q9UKU9|ANGL2_HUMAN	tr|A0A7J7FLK1|A0A7J7FLK1_DICBM
OG0000554	sp|Q8NI99|ANGL6_HUMAN	tr|A0A7J7E770|A0A7J7E770_DICBM
OG0000554	sp|O95841|ANGL1_HUMAN	tr|A0A7J7ELT7|A0A7J7ELT7_DICBM
OG0000555	sp|Q9NTN3|S35D1_HUMAN	tr|A0A7J7F6M1|A0A7J7F6M1_DICBM
OG0000555	sp|Q76EJ3|S35D2_HUMAN, sp|Q24JQ0|TM241_HUMAN, sp|Q5M8T2|S35D3_HUMAN	tr|A0A7J7EA48|A0A7J7EA48_DICBM
OG0000556	sp|Q01064|PDE1B_HUMAN	tr|A0A7J7FL61|A0A7J7FL61_DICBM
OG0000556	sp|Q14123|PDE1C_HUMAN	tr|A0A7J7FJ60|A0A7J7FJ60_DICBM
OG0000556	sp|P54750|PDE1A_HUMAN	tr|A0A7J7E4H0|A0A7J7E4H0_DICBM
OG0000557	sp|O75832|PSD10_HUMAN	tr|A0A7J7E4L2|A0A7J7E4L2_DICBM
OG0000557	sp|Q9UI32|GLSL_HUMAN	tr|A0A7J7FL03|A0A7J7FL03_DICBM
OG0000557	sp|O94925|GLSK_HUMAN	tr|A0A7J7E4C5|A0A7J7E4C5_DICBM
OG0000558	sp|O95677|EYA4_HUMAN	tr|A0A7J7EW92|A0A7J7EW92_DICBM
OG0000558	sp|Q99502|EYA1_HUMAN, sp|O00167|EYA2_HUMAN	tr|A0A7J7FE64|A0A7J7FE64_DICBM, tr|A0A7J7ENT3|A0A7J7ENT3_DICBM
OG0000559	sp|P08069|IGF1R_HUMAN	tr|A0A7J7FGN4|A0A7J7FGN4_DICBM
OG0000559	sp|P14616|INSRR_HUMAN	tr|A0A7J7EX31|A0A7J7EX31_DICBM
OG0000559	sp|P06213|INSR_HUMAN	tr|A0A7J7EUL3|A0A7J7EUL3_DICBM
OG0000560	sp|P55854|SUMO3_HUMAN	tr|A0A7J7EP80|A0A7J7EP80_DICBM
OG0000560	sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN	tr|A0A7J7EV25|A0A7J7EV25_DICBM, tr|A0A7J7FGG1|A0A7J7FGG1_DICBM
OG0000561	sp|P50461|CSRP3_HUMAN	tr|A0A7J7ET71|A0A7J7ET71_DICBM
OG0000561	sp|Q16527|CSRP2_HUMAN	tr|A0A7J7FEW8|A0A7J7FEW8_DICBM
OG0000561	sp|P21291|CSRP1_HUMAN	tr|A0A7J7EDZ4|A0A7J7EDZ4_DICBM
OG0000562	sp|P10588|NR2F6_HUMAN	tr|A0A7J7EDG1|A0A7J7EDG1_DICBM
OG0000562	sp|P10589|COT1_HUMAN, sp|P24468|COT2_HUMAN	tr|A0A7J7FHX0|A0A7J7FHX0_DICBM, tr|A0A7J7ECW7|A0A7J7ECW7_DICBM
OG0000563	sp|Q9BQL6|FERM1_HUMAN	tr|A0A7J7FA41|A0A7J7FA41_DICBM
OG0000563	sp|Q86UX7|URP2_HUMAN	tr|A0A7J7EK03|A0A7J7EK03_DICBM
OG0000563	sp|Q96AC1|FERM2_HUMAN	tr|A0A7J7EI56|A0A7J7EI56_DICBM
OG0000564	sp|P33032|MC5R_HUMAN	tr|A0A7J7EUH7|A0A7J7EUH7_DICBM
OG0000564	sp|P32245|MC4R_HUMAN, sp|Q01718|ACTHR_HUMAN, sp|P41968|MC3R_HUMAN	tr|A0A7J7EZ39|A0A7J7EZ39_DICBM
OG0000565	sp|P26436|ASPX_HUMAN	tr|A0A7J7F051|A0A7J7F051_DICBM, tr|A0A7J7F0U0|A0A7J7F0U0_DICBM, tr|A0A7J7F119|A0A7J7F119_DICBM, tr|A0A7J7F092|A0A7J7F092_DICBM, tr|A0A7J7F0B1|A0A7J7F0B1_DICBM
OG0000566	sp|P98196|AT11A_HUMAN	tr|A0A7J7EWZ5|A0A7J7EWZ5_DICBM
OG0000566	sp|Q9Y2G3|AT11B_HUMAN	tr|A0A7J7F2I2|A0A7J7F2I2_DICBM
OG0000566	sp|Q8NB49|AT11C_HUMAN	tr|A0A7J7EXA1|A0A7J7EXA1_DICBM
OG0000567	sp|Q8IYA2|C144C_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q3MJ40|C144B_HUMAN, sp|Q6NUI1|C144L_HUMAN	tr|A0A7J7EE13|A0A7J7EE13_DICBM, tr|A0A7J7FMI6|A0A7J7FMI6_DICBM
OG0000568	sp|P22888|LSHR_HUMAN	tr|A0A7J7EQI2|A0A7J7EQI2_DICBM
OG0000568	sp|P23945|FSHR_HUMAN	tr|A0A7J7EQQ2|A0A7J7EQQ2_DICBM
OG0000568	sp|P16473|TSHR_HUMAN	tr|A0A7J7F4H4|A0A7J7F4H4_DICBM
OG0000569	sp|Q99963|SH3G3_HUMAN	tr|A0A7J7FH20|A0A7J7FH20_DICBM
OG0000569	sp|Q99962|SH3G2_HUMAN	tr|A0A7J7EB35|A0A7J7EB35_DICBM
OG0000569	sp|Q99961|SH3G1_HUMAN	tr|A0A7J7F5I8|A0A7J7F5I8_DICBM
OG0000570	sp|P24390|ERD21_HUMAN	tr|A0A7J7FD09|A0A7J7FD09_DICBM
OG0000570	sp|O43731|ERD23_HUMAN	tr|A0A7J7FJQ8|A0A7J7FJQ8_DICBM
OG0000570	sp|P33947|ERD22_HUMAN	tr|A0A7J7ERG4|A0A7J7ERG4_DICBM
OG0000571	sp|P49019|HCAR3_HUMAN, sp|Q8TDS4|HCAR2_HUMAN	tr|A0A7J7FMQ0|A0A7J7FMQ0_DICBM
OG0000571	sp|O00270|GPR31_HUMAN, sp|Q9BXC0|HCAR1_HUMAN	tr|A0A7J7FNX8|A0A7J7FNX8_DICBM
OG0000572	sp|Q14722|KCAB1_HUMAN	tr|A0A7J7E422|A0A7J7E422_DICBM
OG0000572	sp|Q13303|KCAB2_HUMAN	tr|A0A7J7ENN4|A0A7J7ENN4_DICBM
OG0000572	sp|O43448|KCAB3_HUMAN	tr|A0A7J7E898|A0A7J7E898_DICBM
