Orthogroup	Homo_sapiens	Rhinolophus_ferrumequinum
OG0002118	sp|Q8NEQ6|SRARP_HUMAN	tr|A0A671EUF7|A0A671EUF7_RHIFE, tr|A0A671E8A0|A0A671E8A0_RHIFE
OG0002119	sp|Q8NGZ3|O13G1_HUMAN, sp|Q8NGR1|O13A1_HUMAN	tr|A0A671ETR4|A0A671ETR4_RHIFE
OG0002120	sp|Q9P0L1|ZKSC7_HUMAN, sp|Q6ZMS4|ZN852_HUMAN	tr|A0A671F7I3|A0A671F7I3_RHIFE
OG0002121	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN	tr|A0A671EV42|A0A671EV42_RHIFE
OG0002122	sp|Q9BYV7|BCDO2_HUMAN, sp|Q16518|RPE65_HUMAN	tr|A0A671E1T1|A0A671E1T1_RHIFE
OG0002123	sp|Q9UBU8|MO4L1_HUMAN	tr|A0A671FQP8|A0A671FQP8_RHIFE, tr|A0A671EQF0|A0A671EQF0_RHIFE
OG0002124	tr|A0A8Q3WKH5|A0A8Q3WKH5_HUMAN, sp|A0A3B3IU63|H2AL3_HUMAN	tr|A0A671FX88|A0A671FX88_RHIFE
OG0002126	sp|P51636|CAV2_HUMAN	tr|A0A671FTW5|A0A671FTW5_RHIFE, sp|Q2IBC2|CAV2_RHIFE
OG0002127	sp|Q14186|TFDP1_HUMAN, sp|Q5H9I0|TFDP3_HUMAN	tr|A0A671F143|A0A671F143_RHIFE
OG0002128	sp|Q8IVU1|IGDC3_HUMAN	tr|A0A671EGM0|A0A671EGM0_RHIFE, tr|A0A671FDT6|A0A671FDT6_RHIFE
OG0002129	sp|Q5TFG8|ZC21B_HUMAN, sp|Q96GY0|ZC21A_HUMAN	tr|A0A671ELM9|A0A671ELM9_RHIFE
OG0002130	sp|Q9NS84|CHST7_HUMAN, sp|Q9Y4C5|CHST2_HUMAN	tr|A0A671E7H9|A0A671E7H9_RHIFE
OG0002131	sp|Q86U42|PABP2_HUMAN, sp|A6NDY0|EPAB2_HUMAN	tr|A0A671FMY0|A0A671FMY0_RHIFE
OG0002132	sp|Q9BXA9|SALL3_HUMAN, sp|Q9NSC2|SALL1_HUMAN	tr|A0A671FI40|A0A671FI40_RHIFE
OG0002133	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|A0A671E7J0|A0A671E7J0_RHIFE
OG0002134	sp|A1KZ92|PXDNL_HUMAN, sp|Q92626|PXDN_HUMAN	tr|A0A671FEX4|A0A671FEX4_RHIFE
OG0002135	sp|P98182|ZN200_HUMAN, sp|Q96LX8|ZN597_HUMAN	tr|A0A671FN90|A0A671FN90_RHIFE
OG0002136	sp|Q8N5J4|SPIC_HUMAN	tr|A0A671FBN3|A0A671FBN3_RHIFE, tr|A0A671FCF1|A0A671FCF1_RHIFE
OG0002137	sp|Q96F24|NRBF2_HUMAN	tr|A0A671FJE8|A0A671FJE8_RHIFE, tr|A0A671G6T1|A0A671G6T1_RHIFE
OG0002138	sp|Q99805|TM9S2_HUMAN	tr|A0A671E6L8|A0A671E6L8_RHIFE, tr|A0A671DL07|A0A671DL07_RHIFE
OG0002139	sp|O43172|PRP4_HUMAN	tr|A0A671F230|A0A671F230_RHIFE, tr|A0A671EEF8|A0A671EEF8_RHIFE
OG0002140	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN	tr|A0A671FY35|A0A671FY35_RHIFE
OG0002141	sp|Q9HB29|ILRL2_HUMAN, sp|P14778|IL1R1_HUMAN	tr|A0A671G5U1|A0A671G5U1_RHIFE
OG0002142	tr|B3KNS4|B3KNS4_HUMAN	tr|A0A671DP71|A0A671DP71_RHIFE, tr|A0A671FWZ0|A0A671FWZ0_RHIFE
OG0002143	sp|Q15631|TSN_HUMAN, sp|Q99598|TSNAX_HUMAN	tr|A0A671EHR8|A0A671EHR8_RHIFE
OG0002144	sp|Q8IZA3|H18_HUMAN, sp|Q5SSJ5|HP1B3_HUMAN	tr|A0A671G0K5|A0A671G0K5_RHIFE
OG0002145	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A671FK31|A0A671FK31_RHIFE
OG0002146	sp|Q9Y6G3|RM42_HUMAN	tr|A0A671FHC3|A0A671FHC3_RHIFE, tr|A0A671FPM7|A0A671FPM7_RHIFE
OG0002147	sp|O75379|VAMP4_HUMAN	tr|A0A671EWP6|A0A671EWP6_RHIFE, tr|A0A671FK29|A0A671FK29_RHIFE
OG0002148	sp|P10153|RNAS2_HUMAN, sp|P12724|ECP_HUMAN	tr|A0A671FQ43|A0A671FQ43_RHIFE
OG0002149	sp|P50052|AGTR2_HUMAN, sp|P30556|AGTR1_HUMAN	tr|A0A671E5F3|A0A671E5F3_RHIFE
OG0002150	sp|Q16181|SEPT7_HUMAN	tr|A0A671FRQ8|A0A671FRQ8_RHIFE, tr|A0A671E045|A0A671E045_RHIFE
OG0002151	sp|Q96PH1|NOX5_HUMAN, sp|Q9Y5S8|NOX1_HUMAN	tr|A0A671DNF1|A0A671DNF1_RHIFE
OG0002152	sp|A0A075B6K6|LV403_HUMAN	tr|A0A671FCD9|A0A671FCD9_RHIFE, tr|A0A671FL80|A0A671FL80_RHIFE
OG0002153	sp|O15151|MDM4_HUMAN	tr|A0A671FHD7|A0A671FHD7_RHIFE, tr|A0A671DQ33|A0A671DQ33_RHIFE
OG0002154	sp|P0CG36|CFC1B_HUMAN, sp|P0CG37|CFC1_HUMAN	tr|A0A671E0F7|A0A671E0F7_RHIFE
OG0002155	sp|Q15646|OASL_HUMAN	tr|A0A671FG73|A0A671FG73_RHIFE, tr|A0A671FG63|A0A671FG63_RHIFE
OG0002156	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|A0A671FE87|A0A671FE87_RHIFE
OG0002157	sp|Q9BZV2|S19A3_HUMAN, sp|Q53S99|CB083_HUMAN	tr|A0A671FNB1|A0A671FNB1_RHIFE
OG0002158	sp|O75356|ENTP5_HUMAN, sp|O75354|ENTP6_HUMAN	tr|A0A671DSD8|A0A671DSD8_RHIFE
OG0002159	sp|P32927|IL3RB_HUMAN	tr|A0A671E5H1|A0A671E5H1_RHIFE, tr|A0A671DXG9|A0A671DXG9_RHIFE
OG0002160	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|A0A671G0L7|A0A671G0L7_RHIFE
OG0002161	sp|Q14444|CAPR1_HUMAN	tr|A0A671F3A4|A0A671F3A4_RHIFE, tr|A0A671E2A8|A0A671E2A8_RHIFE
OG0002162	sp|Q6ZT77|ZN826_HUMAN, sp|Q49A33|Z876P_HUMAN	tr|A0A671EQW3|A0A671EQW3_RHIFE
OG0002163	sp|Q9BYJ1|LOXE3_HUMAN, sp|O15296|LX15B_HUMAN	tr|A0A671EPN9|A0A671EPN9_RHIFE
OG0002164	sp|A8MXU0|DB108_HUMAN, sp|Q8NET1|D108B_HUMAN	tr|A0A671FXF8|A0A671FXF8_RHIFE
OG0002165	sp|P02776|PLF4_HUMAN, sp|P10720|PF4V_HUMAN	tr|A0A671G2K6|A0A671G2K6_RHIFE
OG0002166	sp|P03952|KLKB1_HUMAN, sp|P03951|FA11_HUMAN	tr|A0A671FAI2|A0A671FAI2_RHIFE
OG0002167	sp|P48645|NMU_HUMAN, sp|Q5H8A3|NMS_HUMAN	tr|A0A671E027|A0A671E027_RHIFE
OG0002168	sp|A6NIM6|S15A5_HUMAN, sp|Q8N697|S15A4_HUMAN	tr|A0A671FRY9|A0A671FRY9_RHIFE
OG0002169	sp|O00754|MA2B1_HUMAN, sp|Q9Y2E5|MA2B2_HUMAN	tr|A0A671G4S8|A0A671G4S8_RHIFE
OG0002170	sp|O14830|PPE2_HUMAN, sp|O14829|PPE1_HUMAN	tr|A0A671ET27|A0A671ET27_RHIFE
OG0002171	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|A0A671F402|A0A671F402_RHIFE
OG0002172	sp|O14788|TNF11_HUMAN, sp|Q6UY13|YB003_HUMAN	tr|A0A671FIB4|A0A671FIB4_RHIFE
OG0002173	sp|P30041|PRDX6_HUMAN	tr|A0A671F9U4|A0A671F9U4_RHIFE, tr|A0A671E0Q8|A0A671E0Q8_RHIFE
OG0002174	sp|P51553|IDH3G_HUMAN	tr|A0A671E2N5|A0A671E2N5_RHIFE, tr|A0A671FDK6|A0A671FDK6_RHIFE
OG0002175	sp|Q6PII5|HAGHL_HUMAN, sp|Q16775|GLO2_HUMAN	tr|A0A671G5P2|A0A671G5P2_RHIFE
OG0002176	sp|Q9H1E1|RNAS7_HUMAN, sp|Q8TDE3|RNAS8_HUMAN	tr|A0A671FN35|A0A671FN35_RHIFE
OG0002177	sp|P00568|KAD1_HUMAN	tr|A0A671FBR1|A0A671FBR1_RHIFE, tr|A0A671FIU5|A0A671FIU5_RHIFE
OG0002178	sp|Q6Q0C0|TRAF7_HUMAN	tr|A0A671FIJ3|A0A671FIJ3_RHIFE, tr|A0A671G4B0|A0A671G4B0_RHIFE
OG0002179	sp|Q9NVW2|RNF12_HUMAN	tr|A0A671DHZ6|A0A671DHZ6_RHIFE, tr|A0A671DHW5|A0A671DHW5_RHIFE
OG0002180	sp|Q9UL46|PSME2_HUMAN	tr|A0A671F8B1|A0A671F8B1_RHIFE, tr|A0A671DU87|A0A671DU87_RHIFE
OG0002181	sp|H7C241|CLD34_HUMAN	tr|A0A671FVM9|A0A671FVM9_RHIFE, tr|A0A671FQL5|A0A671FQL5_RHIFE
OG0002182	sp|Q8NGU9|GP150_HUMAN, sp|P30559|OXYR_HUMAN	tr|A0A671FDY9|A0A671FDY9_RHIFE
OG0002183	sp|Q8IUE0|TF2LY_HUMAN, sp|Q8IUE1|TF2LX_HUMAN	tr|A0A671E143|A0A671E143_RHIFE
OG0002184	sp|Q1AE95|T183B_HUMAN, sp|Q8IXX5|T183A_HUMAN	tr|A0A671FZ72|A0A671FZ72_RHIFE
OG0002185	sp|O75934|SPF27_HUMAN	tr|A0A671EA83|A0A671EA83_RHIFE, tr|A0A671FIF7|A0A671FIF7_RHIFE
OG0002186	sp|P0C7L1|ISK8_HUMAN	tr|A0A671EMH4|A0A671EMH4_RHIFE, tr|A0A671EQY8|A0A671EQY8_RHIFE
OG0002187	sp|P22735|TGM1_HUMAN, sp|P49221|TGM4_HUMAN	tr|A0A671DX72|A0A671DX72_RHIFE
OG0002188	sp|Q01995|TAGL_HUMAN	tr|A0A671EK99|A0A671EK99_RHIFE, tr|A0A671EK57|A0A671EK57_RHIFE
OG0002189	sp|P0DQD5|NPY42_HUMAN, sp|P50391|NPY4R_HUMAN	tr|A0A671G153|A0A671G153_RHIFE
OG0002190	sp|P54709|AT1B3_HUMAN	tr|A0A671F7U2|A0A671F7U2_RHIFE, tr|A0A671DZX0|A0A671DZX0_RHIFE
OG0002191	sp|Q96L14|C170L_HUMAN, sp|Q5SW79|CE170_HUMAN	tr|A0A671FZ45|A0A671FZ45_RHIFE
OG0002192	sp|Q7Z429|LFG1_HUMAN	tr|A0A671FTP9|A0A671FTP9_RHIFE, tr|A0A671FJ44|A0A671FJ44_RHIFE
OG0002193	sp|Q8N859|ZN713_HUMAN	tr|A0A671DQ40|A0A671DQ40_RHIFE, tr|A0A671DJF1|A0A671DJF1_RHIFE
OG0002194	sp|Q9BQQ7|RTP3_HUMAN, sp|Q96DX8|RTP4_HUMAN	tr|A0A671FHR3|A0A671FHR3_RHIFE
OG0002195	sp|Q9UQ88|CD11A_HUMAN, sp|P21127|CD11B_HUMAN	tr|A0A671F9B0|A0A671F9B0_RHIFE
OG0002196	sp|P25787|PSA2_HUMAN	tr|A0A671G577|A0A671G577_RHIFE, tr|A0A671EF82|A0A671EF82_RHIFE
OG0002197	sp|P54619|AAKG1_HUMAN	tr|A0A671EMK0|A0A671EMK0_RHIFE, tr|A0A671GB87|A0A671GB87_RHIFE
OG0002198	sp|Q9UIK5|TEFF2_HUMAN, sp|Q8IYR6|TEFF1_HUMAN	tr|A0A671ELX8|A0A671ELX8_RHIFE
OG0002200	sp|Q9BTL3|RAMAC_HUMAN, tr|A0A3B3IU46|A0A3B3IU46_HUMAN	tr|A0A671FYI6|A0A671FYI6_RHIFE
OG0002201	sp|B1AKI9|ISM1_HUMAN, sp|Q6H9L7|ISM2_HUMAN	tr|A0A671E5L6|A0A671E5L6_RHIFE
OG0002202	sp|O00746|NDKM_HUMAN	tr|A0A671E3M2|A0A671E3M2_RHIFE, tr|A0A671G3Y4|A0A671G3Y4_RHIFE
OG0002203	sp|Q96EU7|C1GLC_HUMAN, sp|P0DN25|C1C1L_HUMAN	tr|A0A671DV33|A0A671DV33_RHIFE
OG0002204	sp|Q9H015|S22A4_HUMAN, sp|O76082|S22A5_HUMAN	tr|A0A671FHY2|A0A671FHY2_RHIFE
OG0002205	sp|Q5HY92|FIGN_HUMAN, sp|A6NMB9|FIGL2_HUMAN	tr|A0A671E636|A0A671E636_RHIFE
OG0002206	sp|P49703|ARL4D_HUMAN, sp|P40617|ARL4A_HUMAN	tr|A0A671FL51|A0A671FL51_RHIFE
OG0002207	sp|Q14493|SLBP_HUMAN	tr|A0A671ET97|A0A671ET97_RHIFE, tr|A0A671EQR5|A0A671EQR5_RHIFE
OG0002208	tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN, sp|Q15269|PWP2_HUMAN	tr|A0A671DIK0|A0A671DIK0_RHIFE
OG0002209	sp|P25788|PSA3_HUMAN	tr|A0A671DZV5|A0A671DZV5_RHIFE, tr|A0A671EBF3|A0A671EBF3_RHIFE
OG0002210	sp|Q8N819|PPM1N_HUMAN, sp|P35813|PPM1A_HUMAN	tr|A0A671DWZ3|A0A671DWZ3_RHIFE
OG0002211	sp|Q86WP2|GPBP1_HUMAN	tr|A0A671F9Y2|A0A671F9Y2_RHIFE, tr|A0A671EFE5|A0A671EFE5_RHIFE
OG0002212	sp|Q8WX93|PALLD_HUMAN	tr|A0A671FXE8|A0A671FXE8_RHIFE, tr|A0A671EGI2|A0A671EGI2_RHIFE
OG0002213	tr|A0A590UK10|A0A590UK10_HUMAN, sp|Q6ZSZ5|ARHGI_HUMAN	tr|A0A671EKS5|A0A671EKS5_RHIFE
OG0002214	sp|P05204|HMGN2_HUMAN	tr|A0A671FKR6|A0A671FKR6_RHIFE, tr|A0A671E268|A0A671E268_RHIFE
OG0002215	sp|Q5H9U9|DDX6L_HUMAN, sp|Q8IY21|DDX60_HUMAN	tr|A0A671EIU7|A0A671EIU7_RHIFE
OG0002216	sp|Q5T197|DCST1_HUMAN, sp|Q5T1A1|DCST2_HUMAN	tr|A0A671ELY9|A0A671ELY9_RHIFE
OG0002217	sp|Q6UXG8|BTNL9_HUMAN	tr|A0A671G4Z6|A0A671G4Z6_RHIFE, tr|A0A671GC10|A0A671GC10_RHIFE
OG0002218	sp|O75602|SPAG6_HUMAN	tr|A0A671EJ60|A0A671EJ60_RHIFE, tr|A0A671EIN8|A0A671EIN8_RHIFE
OG0002219	sp|Q8IVN8|SBSPO_HUMAN	tr|A0A671F9Y0|A0A671F9Y0_RHIFE, tr|A0A671EK68|A0A671EK68_RHIFE
OG0002220	sp|Q8TD07|RAE1E_HUMAN	tr|A0A671FIQ3|A0A671FIQ3_RHIFE, tr|A0A671FIZ6|A0A671FIZ6_RHIFE
OG0002221	sp|Q6IN97|FRP2L_HUMAN, sp|Q68DX3|FRPD2_HUMAN	tr|A0A671G322|A0A671G322_RHIFE
OG0002222	sp|Q99766|ATP5S_HUMAN	tr|A0A671DHZ9|A0A671DHZ9_RHIFE, tr|A0A671DX01|A0A671DX01_RHIFE
OG0002223	sp|Q9BVM4|GGACT_HUMAN	tr|A0A671FUU6|A0A671FUU6_RHIFE, tr|A0A671EDQ1|A0A671EDQ1_RHIFE
OG0002224	sp|A8MVJ9|HPF1L_HUMAN, sp|Q9NWY4|HPF1_HUMAN	tr|A0A671E715|A0A671E715_RHIFE
OG0002225	sp|Q9Y487|VPP2_HUMAN	tr|A0A671E3Y2|A0A671E3Y2_RHIFE, tr|A0A671FZU7|A0A671FZU7_RHIFE
OG0002226	sp|O15304|SIVA_HUMAN	tr|A0A671GAG7|A0A671GAG7_RHIFE, tr|A0A671DWM9|A0A671DWM9_RHIFE
OG0002227	sp|Q13492|PICAL_HUMAN	tr|A0A671DHA7|A0A671DHA7_RHIFE, tr|A0A671F216|A0A671F216_RHIFE
OG0002228	sp|A2A3N6|PIPSL_HUMAN, sp|Q99755|PI51A_HUMAN	tr|A0A671GBM1|A0A671GBM1_RHIFE
OG0002229	sp|O00571|DDX3X_HUMAN, sp|O15523|DDX3Y_HUMAN	tr|A0A671DVL2|A0A671DVL2_RHIFE
OG0002230	sp|O94817|ATG12_HUMAN	tr|A0A671FLK7|A0A671FLK7_RHIFE, tr|A0A671EDA9|A0A671EDA9_RHIFE
OG0002231	sp|P54252|ATX3_HUMAN, sp|Q9H3M9|ATX3L_HUMAN	tr|A0A671ED94|A0A671ED94_RHIFE
OG0002232	sp|Q96BZ8|LENG1_HUMAN	tr|A0A671ETY6|A0A671ETY6_RHIFE, tr|A0A671EEN4|A0A671EEN4_RHIFE
OG0002233	sp|Q9Y4L5|RN115_HUMAN, sp|Q9P0P0|RN181_HUMAN	tr|A0A671FTN9|A0A671FTN9_RHIFE
OG0002234	sp|Q13769|THOC5_HUMAN	tr|A0A671G5V4|A0A671G5V4_RHIFE, tr|A0A671FAS6|A0A671FAS6_RHIFE
OG0002235	sp|Q2M3W8|ZN181_HUMAN, sp|Q9NR11|ZN302_HUMAN	tr|A0A671EJU5|A0A671EJU5_RHIFE
OG0002236	sp|Q8N6N3|CA052_HUMAN	tr|A0A671E350|A0A671E350_RHIFE, tr|A0A671EKT5|A0A671EKT5_RHIFE
OG0002237	sp|Q969G3|SMCE1_HUMAN	tr|A0A671EDM4|A0A671EDM4_RHIFE, tr|A0A671FN63|A0A671FN63_RHIFE
OG0002238	sp|O43930|PRKY_HUMAN, sp|P51817|PRKX_HUMAN	tr|A0A671DXX1|A0A671DXX1_RHIFE
OG0002239	sp|Q96G01|BICD1_HUMAN, sp|Q8TD16|BICD2_HUMAN	tr|A0A671DY26|A0A671DY26_RHIFE
OG0002240	sp|P15538|C11B1_HUMAN, sp|P19099|C11B2_HUMAN	tr|A0A671FFC8|A0A671FFC8_RHIFE
OG0002241	sp|Q53H12|AGK_HUMAN	tr|A0A671G2Y6|A0A671G2Y6_RHIFE, tr|A0A671G931|A0A671G931_RHIFE
OG0002242	sp|Q8WWH4|ASZ1_HUMAN	sp|Q2IBB4|ASZ1_RHIFE, tr|A0A671FQN7|A0A671FQN7_RHIFE
OG0002243	sp|Q99618|CDCA3_HUMAN	tr|A0A671DQJ9|A0A671DQJ9_RHIFE, tr|A0A671DU53|A0A671DU53_RHIFE
OG0002244	sp|Q9UQ80|PA2G4_HUMAN	tr|A0A671G6D9|A0A671G6D9_RHIFE, tr|A0A671EG30|A0A671EG30_RHIFE
OG0002245	sp|P59861|D131A_HUMAN, sp|A0A096LNP1|D131B_HUMAN	tr|A0A671E382|A0A671E382_RHIFE
OG0002246	sp|Q9NRY7|PLS2_HUMAN, sp|O15162|PLS1_HUMAN	tr|A0A671E3Y3|A0A671E3Y3_RHIFE
OG0002247	sp|A6NJW9|CD8B2_HUMAN, sp|P10966|CD8B_HUMAN	tr|A0A671EIQ9|A0A671EIQ9_RHIFE
OG0002248	sp|P17987|TCPA_HUMAN	tr|A0A671EBU1|A0A671EBU1_RHIFE, tr|A0A671DP40|A0A671DP40_RHIFE
OG0002249	sp|Q5GH73|XKR6_HUMAN, sp|Q5GH72|XKR7_HUMAN	tr|A0A671EW30|A0A671EW30_RHIFE
OG0002250	sp|Q8N488|RYBP_HUMAN, sp|Q8IY57|YAF2_HUMAN	tr|A0A671FIX9|A0A671FIX9_RHIFE
OG0002251	sp|O15529|GPR42_HUMAN, sp|O14843|FFAR3_HUMAN	tr|A0A671EN34|A0A671EN34_RHIFE
OG0002252	sp|O95741|CPNE6_HUMAN	tr|A0A671DST3|A0A671DST3_RHIFE, tr|A0A671EY77|A0A671EY77_RHIFE
OG0002253	sp|Q9Y277|VDAC3_HUMAN	tr|A0A671FGI8|A0A671FGI8_RHIFE, tr|A0A671F7Z5|A0A671F7Z5_RHIFE
OG0002254	sp|A8MTI9|PRS47_HUMAN	tr|A0A671E0I7|A0A671E0I7_RHIFE, tr|A0A671F7N1|A0A671F7N1_RHIFE
OG0002255	sp|P35240|MERL_HUMAN	tr|A0A671E8W6|A0A671E8W6_RHIFE, tr|A0A671EBZ8|A0A671EBZ8_RHIFE
OG0002256	sp|Q86YG4|NT5D4_HUMAN, sp|P49902|5NTC_HUMAN	tr|A0A671FHG7|A0A671FHG7_RHIFE
OG0002257	sp|Q15397|PUM3_HUMAN	tr|A0A671E3L1|A0A671E3L1_RHIFE, tr|A0A671DWE1|A0A671DWE1_RHIFE
OG0002258	sp|Q15434|RBMS2_HUMAN	tr|A0A671EE33|A0A671EE33_RHIFE, tr|A0A671EMK5|A0A671EMK5_RHIFE
OG0002259	sp|Q96FL8|S47A1_HUMAN	tr|A0A671EJM7|A0A671EJM7_RHIFE, tr|A0A671EJS5|A0A671EJS5_RHIFE
OG0002260	sp|Q96RI1|NR1H4_HUMAN	tr|A0A671FIT7|A0A671FIT7_RHIFE, tr|A0A671FPF5|A0A671FPF5_RHIFE
OG0002261	sp|Q9H4R4|CT191_HUMAN, sp|O75376|NCOR1_HUMAN	tr|A0A671EV56|A0A671EV56_RHIFE
OG0002262	sp|Q7Z7D3|VTCN1_HUMAN, sp|Q9UM44|HHLA2_HUMAN	tr|A0A671FYR0|A0A671FYR0_RHIFE
OG0002263	sp|Q9Y587|AP4S1_HUMAN	tr|A0A671DVM5|A0A671DVM5_RHIFE, tr|A0A671FUN6|A0A671FUN6_RHIFE
OG0002264	sp|P13569|CFTR_HUMAN	sp|Q2IBB3|CFTR_RHIFE, tr|A0A671FYW1|A0A671FYW1_RHIFE
OG0002265	sp|Q6IS14|IF5AL_HUMAN, sp|P63241|IF5A1_HUMAN	tr|A0A671FL85|A0A671FL85_RHIFE
OG0002266	sp|A6NDU8|RIMC1_HUMAN	tr|A0A671FST3|A0A671FST3_RHIFE, tr|A0A671FS75|A0A671FS75_RHIFE
OG0002267	tr|A0A8I5KW96|A0A8I5KW96_HUMAN, sp|P27144|KAD4_HUMAN	tr|A0A671DXV8|A0A671DXV8_RHIFE
OG0002268	sp|Q15696|U2AFM_HUMAN, sp|Q15695|U2AFL_HUMAN	tr|A0A671EYN1|A0A671EYN1_RHIFE
OG0002269	sp|Q8IX29|FBX16_HUMAN	tr|A0A671FLA1|A0A671FLA1_RHIFE, tr|A0A671F901|A0A671F901_RHIFE
OG0002270	sp|Q9P291|ARMX1_HUMAN, sp|Q7L311|ARMX2_HUMAN	tr|A0A671DPJ7|A0A671DPJ7_RHIFE
OG0002271	sp|A6PVC2|TTLL8_HUMAN	tr|A0A671F459|A0A671F459_RHIFE, tr|A0A671EBL1|A0A671EBL1_RHIFE
OG0002272	sp|P80511|S10AC_HUMAN, sp|P20930|FILA_HUMAN	tr|A0A671FDC3|A0A671FDC3_RHIFE
OG0002273	sp|Q8N1E2|LYG1_HUMAN, sp|Q86SG7|LYG2_HUMAN	tr|A0A671G618|A0A671G618_RHIFE
OG0002274	sp|Q9HAU0|PKHA5_HUMAN	tr|A0A671FT41|A0A671FT41_RHIFE, tr|A0A671ERE6|A0A671ERE6_RHIFE
OG0002275	sp|Q8TAK6|OLIG1_HUMAN, sp|Q7RTU3|OLIG3_HUMAN	tr|A0A671E8V4|A0A671E8V4_RHIFE
OG0002276	sp|Q8IXS6|PALM2_HUMAN, tr|C9JA33|C9JA33_HUMAN	tr|A0A671FQ45|A0A671FQ45_RHIFE
OG0002277	sp|Q9Y4P9|SPEF1_HUMAN	tr|A0A671ELC5|A0A671ELC5_RHIFE, tr|A0A671FMF9|A0A671FMF9_RHIFE
OG0002278	sp|Q7Z7A3|CTU1_HUMAN	tr|A0A671EHE6|A0A671EHE6_RHIFE, tr|A0A671EV91|A0A671EV91_RHIFE
OG0002279	sp|Q8TEQ0|SNX29_HUMAN, sp|Q8IUI4|S29P2_HUMAN	tr|A0A671FAY3|A0A671FAY3_RHIFE
OG0002280	sp|Q8TC17|GRAPL_HUMAN, sp|Q13588|GRAP_HUMAN	tr|A0A671G7C8|A0A671G7C8_RHIFE
OG0002281	sp|Q9NYM4|GPR83_HUMAN	tr|A0A671DP84|A0A671DP84_RHIFE, tr|A0A671G6C2|A0A671G6C2_RHIFE
OG0002282	sp|O15347|HMGB3_HUMAN	tr|A0A671EDC6|A0A671EDC6_RHIFE, tr|A0A671E590|A0A671E590_RHIFE
OG0002283	sp|Q5BKY6|YV018_HUMAN	tr|A0A671FGG3|A0A671FGG3_RHIFE, tr|A0A671F2J7|A0A671F2J7_RHIFE
OG0002284	sp|Q68DD2|PA24F_HUMAN, sp|Q9UP65|PA24C_HUMAN	tr|A0A671DLU0|A0A671DLU0_RHIFE
OG0002285	sp|Q9NRP0|OSTC_HUMAN	tr|A0A671DLZ9|A0A671DLZ9_RHIFE, tr|A0A671DW69|A0A671DW69_RHIFE
OG0002286	sp|Q9UMY1|NOL7_HUMAN	tr|A0A671F658|A0A671F658_RHIFE, tr|A0A671EGF2|A0A671EGF2_RHIFE
OG0002287	sp|P35568|IRS1_HUMAN	tr|A0A671FP93|A0A671FP93_RHIFE, tr|A0A671DVV4|A0A671DVV4_RHIFE
OG0002288	sp|P86791|CCZ1_HUMAN, sp|P86790|CCZ1B_HUMAN	tr|A0A671ESD5|A0A671ESD5_RHIFE
OG0002289	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN	tr|A0A671G4U4|A0A671G4U4_RHIFE
OG0002290	sp|Q9NVM6|DJC17_HUMAN	tr|A0A671FFZ2|A0A671FFZ2_RHIFE, tr|A0A671DXZ3|A0A671DXZ3_RHIFE
OG0002291	sp|Q6NUR6|R216L_HUMAN, sp|Q9NWF9|RN216_HUMAN	tr|A0A671EV87|A0A671EV87_RHIFE
OG0002292	sp|A0A1B0GX56|TRDV1_HUMAN, sp|A0A0A6YYK7|TVA19_HUMAN	tr|A0A671FXN0|A0A671FXN0_RHIFE
OG0002293	sp|O75832|PSD10_HUMAN	tr|A0A671G770|A0A671G770_RHIFE, tr|A0A671G4R6|A0A671G4R6_RHIFE
OG0002294	sp|Q9HB58|SP110_HUMAN	tr|A0A671F6G2|A0A671F6G2_RHIFE, tr|A0A671FE27|A0A671FE27_RHIFE
OG0002295	sp|P36542|ATPG_HUMAN	tr|A0A671FJW1|A0A671FJW1_RHIFE, tr|A0A671FLD1|A0A671FLD1_RHIFE
OG0002296	sp|Q6PEZ8|PONL1_HUMAN	tr|A0A671EVM8|A0A671EVM8_RHIFE, tr|A0A671FT94|A0A671FT94_RHIFE
OG0002297	sp|O95271|TNKS1_HUMAN, sp|Q9H2K2|TNKS2_HUMAN	tr|A0A671E5S2|A0A671E5S2_RHIFE
OG0002298	sp|Q9P0N9|TBCD7_HUMAN	tr|A0A671F8B4|A0A671F8B4_RHIFE, tr|A0A671DSY6|A0A671DSY6_RHIFE
OG0002299	sp|P08758|ANXA5_HUMAN	tr|A0A671EEU3|A0A671EEU3_RHIFE, tr|A0A671DM58|A0A671DM58_RHIFE
OG0002300	sp|Q9H074|PAIP1_HUMAN	tr|A0A671DSE7|A0A671DSE7_RHIFE, tr|A0A671FX94|A0A671FX94_RHIFE
OG0002301	sp|Q9H633|RPP21_HUMAN	tr|A0A671G6A2|A0A671G6A2_RHIFE, tr|A0A671DXB2|A0A671DXB2_RHIFE
