Orthogroup	Homo_sapiens	Ursus_americanus
OG0001184	sp|Q86W92|LIPB1_HUMAN	tr|A0A452SCK8|A0A452SCK8_URSAM
OG0001184	sp|Q8ND30|LIPB2_HUMAN	tr|A0A452QSB0|A0A452QSB0_URSAM
OG0001185	sp|Q5JY77|GASP1_HUMAN	tr|A0A452QCA8|A0A452QCA8_URSAM
OG0001185	sp|Q96D09|GASP2_HUMAN	tr|A0A452QCW9|A0A452QCW9_URSAM
OG0001186	sp|O75582|KS6A5_HUMAN	tr|A0A452RFI4|A0A452RFI4_URSAM
OG0001186	sp|O75676|KS6A4_HUMAN	tr|A0A452SDD1|A0A452SDD1_URSAM
OG0001187	sp|P45844|ABCG1_HUMAN	tr|A0A452SLN3|A0A452SLN3_URSAM
OG0001187	sp|Q9H172|ABCG4_HUMAN	tr|A0A452RHB0|A0A452RHB0_URSAM
OG0001188	sp|P56703|WNT3_HUMAN	tr|A0A452SSW5|A0A452SSW5_URSAM
OG0001188	sp|P56704|WNT3A_HUMAN	tr|A0A452R264|A0A452R264_URSAM
OG0001189	sp|P62491|RB11A_HUMAN	tr|A0A452SQB3|A0A452SQB3_URSAM
OG0001189	sp|Q15907|RB11B_HUMAN	tr|A0A452QQI3|A0A452QQI3_URSAM
OG0001190	sp|Q14832|GRM3_HUMAN	tr|A0A452RBW1|A0A452RBW1_URSAM
OG0001190	sp|Q14416|GRM2_HUMAN	tr|A0A452S4Q6|A0A452S4Q6_URSAM
OG0001191	sp|Q16828|DUS6_HUMAN	tr|A0A452RF25|A0A452RF25_URSAM
OG0001191	sp|Q16829|DUS7_HUMAN	tr|A0A452S4B3|A0A452S4B3_URSAM
OG0001192	sp|Q5T9C2|F102A_HUMAN	tr|A0A452RNP5|A0A452RNP5_URSAM
OG0001192	sp|Q5T8I3|F102B_HUMAN	tr|A0A452SF55|A0A452SF55_URSAM
OG0001193	sp|Q695T7|S6A19_HUMAN	tr|A0A452RFM4|A0A452RFM4_URSAM
OG0001193	sp|Q96N87|S6A18_HUMAN	tr|A0A452RFK2|A0A452RFK2_URSAM
OG0001194	sp|Q9UBY0|SL9A2_HUMAN	tr|A0A452R3A6|A0A452R3A6_URSAM
OG0001194	sp|Q6AI14|SL9A4_HUMAN	tr|A0A452QPW5|A0A452QPW5_URSAM
OG0001195	sp|O75417|DPOLQ_HUMAN	tr|A0A452R046|A0A452R046_URSAM
OG0001195	sp|Q7Z5Q5|DPOLN_HUMAN	tr|A0A452RBY0|A0A452RBY0_URSAM
OG0001196	sp|Q9H334|FOXP1_HUMAN	tr|A0A452QQ92|A0A452QQ92_URSAM
OG0001196	sp|O15409|FOXP2_HUMAN	tr|A0A452SW50|A0A452SW50_URSAM
OG0001197	sp|Q9UPU9|SMAG1_HUMAN	tr|A0A452SKU6|A0A452SKU6_URSAM
OG0001197	sp|Q5PRF9|SMAG2_HUMAN	tr|A0A452R249|A0A452R249_URSAM
OG0001198	sp|Q96JB6|LOXL4_HUMAN	tr|A0A452RLD2|A0A452RLD2_URSAM
OG0001198	sp|Q9Y4K0|LOXL2_HUMAN	tr|A0A452QTJ8|A0A452QTJ8_URSAM
OG0001199	sp|Q9Y678|COPG1_HUMAN	tr|A0A452RXB5|A0A452RXB5_URSAM
OG0001199	sp|Q9UBF2|COPG2_HUMAN	tr|A0A452QFL8|A0A452QFL8_URSAM
OG0001200	sp|O15397|IPO8_HUMAN	tr|A0A452RB98|A0A452RB98_URSAM
OG0001200	sp|O95373|IPO7_HUMAN	tr|A0A452QRV4|A0A452QRV4_URSAM
OG0001201	sp|B2RNN3|C1T9B_HUMAN, sp|P0C862|C1T9A_HUMAN	tr|A0A452RFF7|A0A452RFF7_URSAM, tr|A0A452QHN8|A0A452QHN8_URSAM
OG0001202	sp|P23109|AMPD1_HUMAN	tr|A0A452S4J9|A0A452S4J9_URSAM
OG0001202	sp|Q01432|AMPD3_HUMAN	tr|A0A452S5Y6|A0A452S5Y6_URSAM
OG0001203	sp|P25391|LAMA1_HUMAN	tr|A0A452Q9A7|A0A452Q9A7_URSAM
OG0001203	sp|P24043|LAMA2_HUMAN	tr|A0A452RF08|A0A452RF08_URSAM
OG0001204	sp|Q6P1L6|ZN343_HUMAN, sp|Q86UQ0|ZN589_HUMAN, sp|P52736|ZN133_HUMAN	tr|A0A452SLP2|A0A452SLP2_URSAM
OG0001205	sp|Q7L0X2|ERIP6_HUMAN, sp|Q5W0A0|ERI6B_HUMAN, sp|Q8ND61|CC020_HUMAN	tr|A0A452SS40|A0A452SS40_URSAM
OG0001206	sp|Q8TDF5|NETO1_HUMAN	tr|A0A452RY09|A0A452RY09_URSAM
OG0001206	sp|Q8NC67|NETO2_HUMAN	tr|A0A452RI38|A0A452RI38_URSAM
OG0001207	sp|P61371|ISL1_HUMAN	tr|A0A452QIV5|A0A452QIV5_URSAM
OG0001207	sp|Q96A47|ISL2_HUMAN	tr|A0A452SIW8|A0A452SIW8_URSAM
OG0001208	sp|Q9Y5P8|P2R3B_HUMAN	tr|A0A452R8I0|A0A452R8I0_URSAM
OG0001208	sp|Q06190|P2R3A_HUMAN	tr|A0A452RJ59|A0A452RJ59_URSAM
OG0001209	sp|Q96FC9|DDX11_HUMAN, sp|A8MPP1|D11L8_HUMAN, sp|Q92771|DDX12_HUMAN	tr|A0A452QFW9|A0A452QFW9_URSAM
OG0001210	sp|P35914|HMGCL_HUMAN	tr|A0A452QYN2|A0A452QYN2_URSAM
OG0001210	sp|Q8TB92|HMGC2_HUMAN	tr|A0A452QFN9|A0A452QFN9_URSAM
OG0001211	sp|P54132|BLM_HUMAN, sp|O94761|RECQ4_HUMAN, sp|P46063|RECQ1_HUMAN	tr|A0A452QFP1|A0A452QFP1_URSAM
OG0001212	sp|Q6ZMN7|PZRN4_HUMAN	tr|A0A452RBG7|A0A452RBG7_URSAM
OG0001212	sp|Q9UPQ7|PZRN3_HUMAN	tr|A0A452RWE9|A0A452RWE9_URSAM
OG0001213	sp|Q9Y4D1|DAAM1_HUMAN	tr|A0A452QRG5|A0A452QRG5_URSAM
OG0001213	sp|Q86T65|DAAM2_HUMAN	tr|A0A452SAA3|A0A452SAA3_URSAM
OG0001214	sp|Q14435|GALT3_HUMAN	tr|A0A452Q971|A0A452Q971_URSAM
OG0001214	sp|Q8NCL4|GALT6_HUMAN	tr|A0A452SMM3|A0A452SMM3_URSAM
OG0001215	sp|Q9ULK5|VANG2_HUMAN	tr|A0A452S6U1|A0A452S6U1_URSAM
OG0001215	sp|Q8TAA9|VANG1_HUMAN	tr|A0A452S8D8|A0A452S8D8_URSAM
OG0001216	sp|Q8WY21|SORC1_HUMAN	tr|A0A452RDW2|A0A452RDW2_URSAM
OG0001216	sp|Q9UPU3|SORC3_HUMAN	tr|A0A452RNE0|A0A452RNE0_URSAM
OG0001217	sp|Q92527|ANKR7_HUMAN	tr|A0A452RJZ0|A0A452RJZ0_URSAM, tr|A0A452R825|A0A452R825_URSAM, tr|A0A452QRB9|A0A452QRB9_URSAM
OG0001218	sp|Q96QB1|RHG07_HUMAN	tr|A0A452R5L8|A0A452R5L8_URSAM
OG0001218	sp|Q9Y3M8|STA13_HUMAN	tr|A0A452SW48|A0A452SW48_URSAM
OG0001219	sp|Q9H9S3|S61A2_HUMAN	tr|A0A452SFW1|A0A452SFW1_URSAM
OG0001219	sp|P61619|S61A1_HUMAN	tr|A0A452QKY1|A0A452QKY1_URSAM
OG0001220	sp|Q9UKI8|TLK1_HUMAN	tr|A0A452QJL5|A0A452QJL5_URSAM
OG0001220	sp|Q86UE8|TLK2_HUMAN	tr|A0A452S8H5|A0A452S8H5_URSAM
OG0001221	sp|Q9H6X2|ANTR1_HUMAN, sp|P58335|ANTR2_HUMAN, sp|A6NF34|ANTRL_HUMAN	tr|A0A452RBD8|A0A452RBD8_URSAM
OG0001222	sp|O00291|HIP1_HUMAN	tr|A0A452R9J2|A0A452R9J2_URSAM
OG0001222	sp|O75146|HIP1R_HUMAN	tr|A0A452QMW4|A0A452QMW4_URSAM
OG0001223	sp|O43147|SGSM2_HUMAN, sp|Q2NKQ1|SGSM1_HUMAN	tr|A0A452RFL6|A0A452RFL6_URSAM, tr|A0A452QQ69|A0A452QQ69_URSAM
OG0001224	sp|P07686|HEXB_HUMAN	tr|A0A452QEB0|A0A452QEB0_URSAM
OG0001224	sp|P06865|HEXA_HUMAN	tr|A0A452SMA1|A0A452SMA1_URSAM
OG0001225	sp|P0CG32|ZCC18_HUMAN	tr|A0A452SMD4|A0A452SMD4_URSAM
OG0001225	sp|Q6PEW1|ZCH12_HUMAN	tr|A0A452RDP3|A0A452RDP3_URSAM
OG0001226	sp|Q6ZN16|M3K15_HUMAN	tr|A0A452SFV4|A0A452SFV4_URSAM
OG0001226	sp|Q99683|M3K5_HUMAN	tr|A0A452QPF4|A0A452QPF4_URSAM
OG0001227	sp|Q5H9K5|ZMAT1_HUMAN, sp|F2Z398|LMO7D_HUMAN, sp|Q5T7P6|TMM78_HUMAN	tr|A0A452RJR4|A0A452RJR4_URSAM
OG0001228	sp|P63146|UBE2B_HUMAN	tr|A0A452R148|A0A452R148_URSAM
OG0001228	sp|P49459|UBE2A_HUMAN	tr|A0A452SWR4|A0A452SWR4_URSAM
OG0001229	sp|Q14722|KCAB1_HUMAN	tr|A0A452SB65|A0A452SB65_URSAM
OG0001229	sp|Q13303|KCAB2_HUMAN	tr|A0A452SHM2|A0A452SHM2_URSAM
OG0001230	sp|O75131|CPNE3_HUMAN	tr|A0A452QKH0|A0A452QKH0_URSAM
OG0001230	sp|Q99829|CPNE1_HUMAN	tr|A0A452R3A3|A0A452R3A3_URSAM
OG0001231	sp|Q9BXJ8|TACAN_HUMAN	tr|A0A452RBC5|A0A452RBC5_URSAM
OG0001231	sp|A0PK00|T120B_HUMAN	tr|A0A452QU40|A0A452QU40_URSAM
OG0001232	sp|Q9H324|ATS10_HUMAN	tr|A0A452QLM3|A0A452QLM3_URSAM
OG0001232	sp|Q9UKP5|ATS6_HUMAN	tr|A0A452R1D8|A0A452R1D8_URSAM
OG0001233	sp|O60256|KPRB_HUMAN	tr|A0A452R6X6|A0A452R6X6_URSAM
OG0001233	sp|Q14558|KPRA_HUMAN	tr|A0A452SAD7|A0A452SAD7_URSAM
OG0001234	sp|Q7M4L6|SHF_HUMAN	tr|A0A452SIM9|A0A452SIM9_URSAM
OG0001234	sp|Q15464|SHB_HUMAN	tr|A0A452QKA5|A0A452QKA5_URSAM
OG0001235	sp|Q86XT4|TRI50_HUMAN, sp|Q86UV6|TRI74_HUMAN, sp|Q86UV7|TRI73_HUMAN	tr|A0A452RPA9|A0A452RPA9_URSAM
OG0001236	sp|Q9ULK6|RN150_HUMAN	tr|A0A452S2G7|A0A452S2G7_URSAM
OG0001236	sp|Q86XS8|GOLI_HUMAN	tr|A0A452QKK4|A0A452QKK4_URSAM
OG0001237	sp|Q9H1F0|WF10A_HUMAN, sp|Q8IUB3|WF10B_HUMAN	tr|A0A452R375|A0A452R375_URSAM, tr|A0A452S3L4|A0A452S3L4_URSAM
OG0001238	sp|Q9HBI1|PARVB_HUMAN	tr|A0A452RZ99|A0A452RZ99_URSAM
OG0001238	sp|Q9NVD7|PARVA_HUMAN	tr|A0A452QL84|A0A452QL84_URSAM
OG0001239	sp|O60271|JIP4_HUMAN	tr|A0A452RTS9|A0A452RTS9_URSAM
OG0001239	sp|Q9UPT6|JIP3_HUMAN	tr|A0A452RDI0|A0A452RDI0_URSAM
OG0001240	sp|Q5JUW0|KRBX4_HUMAN, sp|Q2M3X9|ZN674_HUMAN	tr|A0A452R8U2|A0A452R8U2_URSAM, tr|A0A452SW26|A0A452SW26_URSAM
OG0001241	sp|Q96CQ1|S2536_HUMAN	tr|A0A452RCW8|A0A452RCW8_URSAM
OG0001241	sp|Q9BSK2|S2533_HUMAN	tr|A0A452RIY7|A0A452RIY7_URSAM
OG0001242	sp|Q5VXU3|CHIC1_HUMAN	tr|A0A452S4H0|A0A452S4H0_URSAM
OG0001242	sp|Q9UKJ5|CHIC2_HUMAN	tr|A0A452RIU0|A0A452RIU0_URSAM
OG0001243	sp|P69905|HBA_HUMAN	tr|A0A452QD23|A0A452QD23_URSAM, tr|A0A452QCZ1|A0A452QCZ1_URSAM, tr|A0A452QDS9|A0A452QDS9_URSAM
OG0001244	sp|Q13621|S12A1_HUMAN	tr|A0A452S1E6|A0A452S1E6_URSAM
OG0001244	sp|P55011|S12A2_HUMAN	tr|A0A452STH6|A0A452STH6_URSAM
OG0001245	sp|Q15334|L2GL1_HUMAN	tr|A0A452R4U0|A0A452R4U0_URSAM
OG0001245	sp|Q6P1M3|L2GL2_HUMAN	tr|A0A452QE01|A0A452QE01_URSAM
OG0001246	sp|Q7Z419|R144B_HUMAN, sp|Q8TC41|RN217_HUMAN, sp|P50876|R144A_HUMAN	tr|A0A452SGS3|A0A452SGS3_URSAM
OG0001247	sp|Q14156|EFR3A_HUMAN	tr|A0A452QCS1|A0A452QCS1_URSAM
OG0001247	sp|Q9Y2G0|EFR3B_HUMAN	tr|A0A452R0X0|A0A452R0X0_URSAM
OG0001248	sp|A0A0B4J265|TVAZ2_HUMAN	tr|A0A452QKV0|A0A452QKV0_URSAM, tr|A0A452QA66|A0A452QA66_URSAM, tr|A0A452QEP2|A0A452QEP2_URSAM
OG0001249	sp|P62714|PP2AB_HUMAN	tr|A0A452S659|A0A452S659_URSAM
OG0001249	sp|P67775|PP2AA_HUMAN	tr|A0A452RUM9|A0A452RUM9_URSAM
OG0001250	sp|Q9H0U3|MAGT1_HUMAN	tr|A0A452S671|A0A452S671_URSAM
OG0001250	sp|Q13454|TUSC3_HUMAN	tr|A0A452SP99|A0A452SP99_URSAM
OG0001251	sp|Q13464|ROCK1_HUMAN	tr|A0A452RIP4|A0A452RIP4_URSAM
OG0001251	sp|O75116|ROCK2_HUMAN	tr|A0A452RY98|A0A452RY98_URSAM
OG0001252	sp|Q6PL18|ATAD2_HUMAN	tr|A0A452R8I8|A0A452R8I8_URSAM
OG0001252	sp|Q9ULI0|ATD2B_HUMAN	tr|A0A452SDH7|A0A452SDH7_URSAM
OG0001253	sp|Q6Q8B3|MO2R2_HUMAN, sp|Q8TD46|MO2R1_HUMAN	tr|A0A452QKW9|A0A452QKW9_URSAM, tr|A0A452SP23|A0A452SP23_URSAM
OG0001255	sp|X6R8R1|ST15B_HUMAN, sp|Q9BQS2|SYT15_HUMAN, tr|A0A096LNH4|A0A096LNH4_HUMAN	tr|A0A452QUF2|A0A452QUF2_URSAM
OG0001256	sp|Q9H898|ZMAT4_HUMAN	tr|A0A452R229|A0A452R229_URSAM
OG0001256	sp|Q9UL40|ZN346_HUMAN	tr|A0A452SVD2|A0A452SVD2_URSAM
OG0001257	sp|P09086|PO2F2_HUMAN	tr|A0A452R863|A0A452R863_URSAM
OG0001257	sp|P14859|PO2F1_HUMAN	tr|A0A452RVN5|A0A452RVN5_URSAM
OG0001258	sp|P47901|V1BR_HUMAN	tr|A0A452QKS2|A0A452QKS2_URSAM, tr|A0A452QHB2|A0A452QHB2_URSAM, tr|A0A452SB89|A0A452SB89_URSAM
OG0001259	sp|Q9Y600|CSAD_HUMAN	tr|A0A452QES3|A0A452QES3_URSAM
OG0001259	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A452QIA8|A0A452QIA8_URSAM
OG0001260	sp|Q96MR6|CFA57_HUMAN, sp|Q9BUR4|TCAB1_HUMAN, sp|Q9Y3F4|STRAP_HUMAN	tr|A0A452Q901|A0A452Q901_URSAM
OG0001261	sp|Q9UKT6|FXL21_HUMAN	tr|A0A452QGY0|A0A452QGY0_URSAM
OG0001261	sp|Q9UKT7|FBXL3_HUMAN	tr|A0A452S448|A0A452S448_URSAM
OG0001262	sp|P49802|RGS7_HUMAN	tr|A0A452RJ36|A0A452RJ36_URSAM
OG0001262	sp|P49758|RGS6_HUMAN	tr|A0A452R7G8|A0A452R7G8_URSAM
OG0001263	sp|P49137|MAPK2_HUMAN	tr|A0A452Q7X1|A0A452Q7X1_URSAM
OG0001263	sp|Q16644|MAPK3_HUMAN	tr|A0A452RF65|A0A452RF65_URSAM
OG0001264	sp|Q8N4F7|RN175_HUMAN	tr|A0A452RS69|A0A452RS69_URSAM
OG0001264	sp|Q9H920|RN121_HUMAN	tr|A0A452ST24|A0A452ST24_URSAM
OG0001265	sp|O95793|STAU1_HUMAN	tr|A0A452SLE1|A0A452SLE1_URSAM
OG0001265	sp|Q9NUL3|STAU2_HUMAN	tr|A0A452RY69|A0A452RY69_URSAM
OG0001266	sp|O15085|ARHGB_HUMAN	tr|A0A452RHH0|A0A452RHH0_URSAM, tr|A0A452QYX8|A0A452QYX8_URSAM, tr|A0A452QHQ5|A0A452QHQ5_URSAM
OG0001267	sp|P48448|AL3B2_HUMAN	tr|A0A452SGQ6|A0A452SGQ6_URSAM
OG0001267	sp|P43353|AL3B1_HUMAN	tr|A0A452RZF9|A0A452RZF9_URSAM
OG0001268	sp|Q92625|ANS1A_HUMAN	tr|A0A452SL32|A0A452SL32_URSAM
OG0001268	sp|Q7Z6G8|ANS1B_HUMAN	tr|A0A452S003|A0A452S003_URSAM
OG0001269	sp|Q06455|MTG8_HUMAN	tr|A0A452QHL7|A0A452QHL7_URSAM
OG0001269	sp|O75081|MTG16_HUMAN	tr|A0A452SLX5|A0A452SLX5_URSAM
OG0001270	sp|P23258|TBG1_HUMAN	tr|A0A452QT33|A0A452QT33_URSAM
OG0001270	sp|Q9NRH3|TBG2_HUMAN	tr|A0A452QT57|A0A452QT57_URSAM
OG0001271	sp|P42025|ACTY_HUMAN	tr|A0A452SEZ4|A0A452SEZ4_URSAM
OG0001271	sp|P61163|ACTZ_HUMAN	tr|A0A452QWD2|A0A452QWD2_URSAM
OG0001272	sp|P98194|AT2C1_HUMAN	tr|A0A452S2Z7|A0A452S2Z7_URSAM
OG0001272	sp|O75185|AT2C2_HUMAN	tr|A0A452QJ77|A0A452QJ77_URSAM
OG0001273	sp|Q3ZLR7|SP201_HUMAN, sp|P0C7V6|SP202_HUMAN, sp|Q8NEM7|SP20H_HUMAN	tr|A0A452QAD7|A0A452QAD7_URSAM
OG0001274	sp|Q86SX6|GLRX5_HUMAN	tr|A0A452RJ45|A0A452RJ45_URSAM
OG0001274	sp|O76003|GLRX3_HUMAN	tr|A0A452SDG8|A0A452SDG8_URSAM
OG0001276	sp|P10644|KAP0_HUMAN	tr|A0A452SM37|A0A452SM37_URSAM
OG0001276	sp|P31321|KAP1_HUMAN	tr|A0A452QTH2|A0A452QTH2_URSAM
OG0001277	sp|P17213|BPI_HUMAN	tr|A0A452SCN5|A0A452SCN5_URSAM
OG0001277	sp|P18428|LBP_HUMAN	tr|A0A452SCT7|A0A452SCT7_URSAM
OG0001278	sp|Q14240|IF4A2_HUMAN	tr|A0A452RM36|A0A452RM36_URSAM
OG0001278	sp|P60842|IF4A1_HUMAN	tr|A0A452QG46|A0A452QG46_URSAM
OG0001279	sp|P04798|CP1A1_HUMAN	tr|A0A452SQZ9|A0A452SQZ9_URSAM
OG0001279	sp|P05177|CP1A2_HUMAN	tr|A0A452SQS8|A0A452SQS8_URSAM
OG0001280	sp|P06213|INSR_HUMAN	tr|A0A452RT86|A0A452RT86_URSAM
OG0001280	sp|P08069|IGF1R_HUMAN	tr|A0A452R952|A0A452R952_URSAM
OG0001281	sp|Q16602|CALRL_HUMAN	tr|A0A452S6C1|A0A452S6C1_URSAM
OG0001281	sp|P30988|CALCR_HUMAN	tr|A0A452R3D8|A0A452R3D8_URSAM
OG0001282	sp|P52292|IMA1_HUMAN	tr|A0A452R2V2|A0A452R2V2_URSAM, tr|A0A452Q7G5|A0A452Q7G5_URSAM, tr|A0A452RNV2|A0A452RNV2_URSAM
OG0001283	sp|Q5VV43|K0319_HUMAN	tr|A0A452R514|A0A452R514_URSAM
OG0001283	sp|Q8IZA0|K319L_HUMAN	tr|A0A452QA11|A0A452QA11_URSAM
OG0001284	sp|Q9Y605|MOFA1_HUMAN, sp|Q96HT8|MR1L1_HUMAN	tr|A0A452SD08|A0A452SD08_URSAM, tr|A0A452SCU5|A0A452SCU5_URSAM
OG0001285	sp|Q9Y462|ZN711_HUMAN, sp|P08048|ZFY_HUMAN, sp|P17010|ZFX_HUMAN	tr|A0A452RSN7|A0A452RSN7_URSAM
OG0001286	sp|Q8N9I0|SYT2_HUMAN, sp|Q8NBV8|SYT8_HUMAN, sp|P21579|SYT1_HUMAN	tr|A0A452SJP1|A0A452SJP1_URSAM
OG0001287	sp|Q13237|KGP2_HUMAN	tr|A0A452SLD5|A0A452SLD5_URSAM
OG0001287	sp|Q13976|KGP1_HUMAN	tr|A0A452QQ90|A0A452QQ90_URSAM
OG0001288	sp|Q1L5Z9|LONF2_HUMAN	tr|A0A452QNM4|A0A452QNM4_URSAM
OG0001288	sp|Q17RB8|LONF1_HUMAN	tr|A0A452R8J7|A0A452R8J7_URSAM
OG0001289	sp|Q8N3A8|PARP8_HUMAN	tr|A0A452RUN6|A0A452RUN6_URSAM
OG0001289	sp|Q2NL67|PARP6_HUMAN	tr|A0A452SMF3|A0A452SMF3_URSAM
OG0001290	sp|Q8IUQ0|CLVS1_HUMAN	tr|A0A452RR24|A0A452RR24_URSAM
OG0001290	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A452QXV7|A0A452QXV7_URSAM
OG0001291	sp|Q5VWP2|TET5C_HUMAN	tr|A0A452QWD5|A0A452QWD5_URSAM
OG0001291	sp|Q8NEK8|TET5D_HUMAN	tr|A0A452QR60|A0A452QR60_URSAM
OG0001292	sp|Q5VZF2|MBNL2_HUMAN	tr|A0A452QXC2|A0A452QXC2_URSAM
OG0001292	sp|Q9NUK0|MBNL3_HUMAN	tr|A0A452R797|A0A452R797_URSAM
OG0001293	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A452S2P1|A0A452S2P1_URSAM
OG0001293	sp|O60346|PHLP1_HUMAN	tr|A0A452QVF1|A0A452QVF1_URSAM
OG0001294	sp|Q15233|NONO_HUMAN	tr|A0A452QW82|A0A452QW82_URSAM
OG0001294	sp|Q8WXF1|PSPC1_HUMAN	tr|A0A452R9T8|A0A452R9T8_URSAM
OG0001295	sp|Q49A17|GLTL6_HUMAN	tr|A0A452RM97|A0A452RM97_URSAM
OG0001295	sp|Q86SR1|GLT10_HUMAN	tr|A0A452S1K1|A0A452S1K1_URSAM
OG0001296	sp|Q8TDY3|ACTT2_HUMAN	tr|A0A452SD45|A0A452SD45_URSAM
OG0001296	sp|Q8TDG2|ACTT1_HUMAN	tr|A0A452SQS5|A0A452SQS5_URSAM
OG0001297	sp|Q8WVX9|FACR1_HUMAN	tr|A0A452R7B0|A0A452R7B0_URSAM
OG0001297	sp|Q96K12|FACR2_HUMAN	tr|A0A452QPP3|A0A452QPP3_URSAM
OG0001298	sp|Q96N28|PLD3A_HUMAN	tr|A0A452S7V5|A0A452S7V5_URSAM
OG0001298	sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A452S8G9|A0A452S8G9_URSAM
OG0001299	sp|Q16706|MA2A1_HUMAN	tr|A0A452QN17|A0A452QN17_URSAM
OG0001299	sp|P49641|MA2A2_HUMAN	tr|A0A452S2Q3|A0A452S2Q3_URSAM
OG0001300	sp|Q8TDI8|TMC1_HUMAN	tr|A0A452S2E9|A0A452S2E9_URSAM
OG0001300	sp|Q8TDI7|TMC2_HUMAN	tr|A0A452QNC1|A0A452QNC1_URSAM
OG0001301	sp|Q96A19|C102A_HUMAN, sp|Q68D86|C102B_HUMAN	tr|A0A452QH80|A0A452QH80_URSAM, tr|A0A452RI18|A0A452RI18_URSAM
OG0001302	sp|O00506|STK25_HUMAN	tr|A0A452QX13|A0A452QX13_URSAM
OG0001302	sp|Q9Y6E0|STK24_HUMAN	tr|A0A452SVB9|A0A452SVB9_URSAM
OG0001303	sp|P10696|PPBN_HUMAN, sp|P05187|PPB1_HUMAN, sp|P09923|PPBI_HUMAN	tr|A0A452S3F7|A0A452S3F7_URSAM
OG0001304	sp|Q16773|KAT1_HUMAN	tr|A0A452RND9|A0A452RND9_URSAM
OG0001304	sp|Q6YP21|KAT3_HUMAN	tr|A0A452SP85|A0A452SP85_URSAM
OG0001305	sp|Q86XX4|FRAS1_HUMAN, sp|Q5SZK8|FREM2_HUMAN, sp|P0C091|FREM3_HUMAN	tr|A0A452RGK6|A0A452RGK6_URSAM
OG0001306	sp|Q9NQX7|ITM2C_HUMAN	tr|A0A452QC34|A0A452QC34_URSAM
OG0001306	sp|Q9Y287|ITM2B_HUMAN	tr|A0A452R4D0|A0A452R4D0_URSAM
OG0001307	sp|P17812|PYRG1_HUMAN	tr|A0A452SDI8|A0A452SDI8_URSAM
OG0001307	sp|Q9NRF8|PYRG2_HUMAN	tr|A0A452QUZ8|A0A452QUZ8_URSAM
OG0001308	sp|O15427|MOT4_HUMAN	tr|A0A452R7X1|A0A452R7X1_URSAM
OG0001308	sp|O95907|MOT3_HUMAN	tr|A0A452S3H6|A0A452S3H6_URSAM
OG0001309	sp|P19652|A1AG2_HUMAN, sp|P02763|A1AG1_HUMAN	tr|A0A452RVK8|A0A452RVK8_URSAM, tr|A0A452RVJ1|A0A452RVJ1_URSAM
OG0001310	sp|A1Z1Q3|MACD2_HUMAN	tr|A0A452QEE8|A0A452QEE8_URSAM
OG0001310	sp|Q9BQ69|MACD1_HUMAN	tr|A0A452RJV6|A0A452RJV6_URSAM
OG0001311	sp|Q9BPW8|NIPS1_HUMAN	tr|A0A452RKT6|A0A452RKT6_URSAM
OG0001311	sp|O75323|NIPS2_HUMAN	tr|A0A452QER5|A0A452QER5_URSAM
OG0001312	sp|O95718|ERR2_HUMAN	tr|A0A452RW89|A0A452RW89_URSAM
OG0001312	sp|P62508|ERR3_HUMAN	tr|A0A452RUY0|A0A452RUY0_URSAM
OG0001313	sp|Q9Y6U3|SCIN_HUMAN	tr|A0A452R0M3|A0A452R0M3_URSAM
OG0001313	sp|P06396|GELS_HUMAN	tr|A0A452QF67|A0A452QF67_URSAM
OG0001314	sp|Q494W8|CRFM7_HUMAN, sp|P36544|ACHA7_HUMAN, tr|A0A1W2PN81|A0A1W2PN81_HUMAN	tr|A0A452S1E4|A0A452S1E4_URSAM
OG0001315	sp|Q4KWH8|PLCH1_HUMAN	tr|A0A452R8P6|A0A452R8P6_URSAM
OG0001315	sp|O75038|PLCH2_HUMAN	tr|A0A452SMR9|A0A452SMR9_URSAM
OG0001316	sp|Q96QA6|YPEL2_HUMAN	tr|A0A452S5R7|A0A452S5R7_URSAM, tr|A0A452S6V6|A0A452S6V6_URSAM, tr|A0A452SGA7|A0A452SGA7_URSAM
OG0001317	tr|A0A7P0TBJ1|A0A7P0TBJ1_HUMAN	tr|A0A452QPQ1|A0A452QPQ1_URSAM
OG0001317	sp|Q14CZ0|HAPR1_HUMAN	tr|A0A452S2I6|A0A452S2I6_URSAM
OG0001318	sp|Q9UI32|GLSL_HUMAN	tr|A0A452S7M6|A0A452S7M6_URSAM
OG0001318	sp|O94925|GLSK_HUMAN	tr|A0A452SP13|A0A452SP13_URSAM
OG0001319	sp|O00144|FZD9_HUMAN	tr|A0A452RPB0|A0A452RPB0_URSAM
OG0001319	sp|Q9ULW2|FZD10_HUMAN	tr|A0A452S6I2|A0A452S6I2_URSAM
OG0001321	sp|P36896|ACV1B_HUMAN	tr|A0A452RF84|A0A452RF84_URSAM
OG0001321	sp|P36897|TGFR1_HUMAN	tr|A0A452RDU3|A0A452RDU3_URSAM
OG0001322	sp|P49146|NPY2R_HUMAN, sp|P50391|NPY4R_HUMAN, sp|P0DQD5|NPY42_HUMAN	tr|A0A452QUI6|A0A452QUI6_URSAM
