Orthogroup	Homo_sapiens	Camelus_dromedarius
OG0002263	sp|P17301|ITA2_HUMAN, sp|P56199|ITA1_HUMAN	tr|A0A5N4EC77|A0A5N4EC77_CAMDR
OG0002264	sp|Q969S2|NEIL2_HUMAN, sp|Q8TAT5|NEIL3_HUMAN	tr|A0A5N4CF76|A0A5N4CF76_CAMDR
OG0002265	sp|Q01954|BNC1_HUMAN	tr|A0A5N4E8E7|A0A5N4E8E7_CAMDR, tr|A0A5N4CF91|A0A5N4CF91_CAMDR
OG0002266	sp|O15169|AXIN1_HUMAN, sp|Q9Y2T1|AXIN2_HUMAN	tr|A0A5N4D307|A0A5N4D307_CAMDR
OG0002267	sp|Q969W3|F104A_HUMAN, sp|Q5XKR9|F104B_HUMAN	tr|A0A5N4D3H2|A0A5N4D3H2_CAMDR
OG0002268	sp|Q09328|MGT5A_HUMAN, sp|Q3V5L5|MGT5B_HUMAN	tr|A0A5N4D3J6|A0A5N4D3J6_CAMDR
OG0002269	sp|Q96C01|F136A_HUMAN	tr|A0A5N4DKS7|A0A5N4DKS7_CAMDR, tr|A0A5N4D7J7|A0A5N4D7J7_CAMDR
OG0002270	sp|Q8IYT3|CC170_HUMAN	tr|A0A5N4E2Q3|A0A5N4E2Q3_CAMDR, tr|A0A5N4DVH1|A0A5N4DVH1_CAMDR
OG0002271	sp|A0A1B0GTK4|F237A_HUMAN, sp|A0A1B0GVD1|F237B_HUMAN	tr|A0A5N4E5V1|A0A5N4E5V1_CAMDR
OG0002272	sp|Q9NQ38|ISK5_HUMAN	tr|A0A5N4EDT4|A0A5N4EDT4_CAMDR, tr|A0A5N4ECR0|A0A5N4ECR0_CAMDR
OG0002273	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|A0A5N4CN46|A0A5N4CN46_CAMDR
OG0002274	sp|P08100|OPSD_HUMAN, sp|Q9H1Y3|OPN3_HUMAN	tr|A0A5N4D0T7|A0A5N4D0T7_CAMDR
OG0002275	sp|Q8IZL9|CDK20_HUMAN	tr|A0A5N4CAQ8|A0A5N4CAQ8_CAMDR, tr|A0A5N4D6X7|A0A5N4D6X7_CAMDR
OG0002276	sp|O43809|CPSF5_HUMAN	tr|A0A5N4D7R0|A0A5N4D7R0_CAMDR, tr|A0A5N4DRX4|A0A5N4DRX4_CAMDR
OG0002277	sp|O95926|SYF2_HUMAN	tr|A0A5N4DBJ5|A0A5N4DBJ5_CAMDR, tr|A0A5N4DEK5|A0A5N4DEK5_CAMDR
OG0002278	sp|P62316|SMD2_HUMAN	tr|A0A5N4CQ66|A0A5N4CQ66_CAMDR, tr|A0A5N4DR97|A0A5N4DR97_CAMDR
OG0002279	sp|P31391|SSR4_HUMAN, sp|P30872|SSR1_HUMAN	tr|A0A5N4E283|A0A5N4E283_CAMDR
OG0002280	sp|Q6UX04|CWC27_HUMAN, sp|Q9H2H8|PPIL3_HUMAN	tr|A0A5N4E809|A0A5N4E809_CAMDR
OG0002281	sp|P83881|RL36A_HUMAN	tr|A0A5N4C161|A0A5N4C161_CAMDR, tr|A0A5N4E067|A0A5N4E067_CAMDR
OG0002282	sp|P41229|KDM5C_HUMAN, sp|Q9BY66|KDM5D_HUMAN	tr|A0A5N4C287|A0A5N4C287_CAMDR
OG0002283	sp|P46092|CCR10_HUMAN, sp|P49682|CXCR3_HUMAN	tr|A0A5N4C340|A0A5N4C340_CAMDR
OG0002284	sp|P39060|COIA1_HUMAN	tr|A0A5N4C884|A0A5N4C884_CAMDR, tr|A0A5N4EK23|A0A5N4EK23_CAMDR
OG0002285	sp|P07148|FABPL_HUMAN	tr|A0A5N4CD06|A0A5N4CD06_CAMDR, tr|A0A5N4CDM9|A0A5N4CDM9_CAMDR
OG0002286	sp|Q13510|ASAH1_HUMAN, sp|Q02083|NAAA_HUMAN	tr|A0A5N4CFI8|A0A5N4CFI8_CAMDR
OG0002287	sp|O75882|ATRN_HUMAN, sp|Q5VV63|ATRN1_HUMAN	tr|A0A5N4CVK4|A0A5N4CVK4_CAMDR
OG0002288	sp|Q9ULU8|CAPS1_HUMAN, sp|Q86UW7|CAPS2_HUMAN	tr|A0A5N4D027|A0A5N4D027_CAMDR
OG0002289	sp|P0CK96|S352B_HUMAN, sp|P0CK97|S35E2_HUMAN	tr|A0A5N4DCX4|A0A5N4DCX4_CAMDR
OG0002290	sp|P62314|SMD1_HUMAN, sp|Q969L4|LSM10_HUMAN	tr|A0A5N4DD51|A0A5N4DD51_CAMDR
OG0002291	sp|P08579|RU2B_HUMAN	tr|A0A5N4DDW8|A0A5N4DDW8_CAMDR, tr|A0A5N4CVD1|A0A5N4CVD1_CAMDR
OG0002292	sp|Q7Z5K2|WAPL_HUMAN	tr|A0A5N4DIL0|A0A5N4DIL0_CAMDR, tr|A0A5N4DI31|A0A5N4DI31_CAMDR
OG0002293	sp|Q9BWD1|THIC_HUMAN	tr|A0A5N4DWW8|A0A5N4DWW8_CAMDR, tr|A0A5N4DZX7|A0A5N4DZX7_CAMDR
OG0002294	sp|P30626|SORCN_HUMAN, sp|P28676|GRAN_HUMAN	tr|A0A5N4E647|A0A5N4E647_CAMDR
OG0002295	sp|Q9BW91|NUDT9_HUMAN	tr|A0A5N4EHA1|A0A5N4EHA1_CAMDR, tr|A0A5N4DIV0|A0A5N4DIV0_CAMDR
OG0002296	sp|Q8TF05|PP4R1_HUMAN, sp|Q9P1A2|PP4RL_HUMAN	tr|A0A5N4CI25|A0A5N4CI25_CAMDR
OG0002297	sp|O95376|ARI2_HUMAN	tr|A0A5N4CYP9|A0A5N4CYP9_CAMDR, tr|A0A5N4D0H8|A0A5N4D0H8_CAMDR
OG0002298	sp|O14977|AZIN1_HUMAN	tr|A0A5N4D8I6|A0A5N4D8I6_CAMDR, tr|A0A5N4CGS6|A0A5N4CGS6_CAMDR
OG0002299	sp|Q9UQ88|CD11A_HUMAN, sp|P21127|CD11B_HUMAN	tr|A0A5N4DD15|A0A5N4DD15_CAMDR
OG0002300	sp|Q9UBM8|MGT4C_HUMAN	tr|A0A5N4DFA6|A0A5N4DFA6_CAMDR, tr|A0A5N4CI08|A0A5N4CI08_CAMDR
OG0002301	sp|Q9Y4E1|WAC2C_HUMAN, sp|Q641Q2|WAC2A_HUMAN	tr|A0A5N4DI26|A0A5N4DI26_CAMDR
OG0002302	sp|Q8TF40|FNIP1_HUMAN, sp|Q9P278|FNIP2_HUMAN	tr|A0A5N4ECP8|A0A5N4ECP8_CAMDR
OG0002303	sp|Q9UQB8|BAIP2_HUMAN	tr|A0A5N4D1E9|A0A5N4D1E9_CAMDR, tr|A0A5N4CBZ2|A0A5N4CBZ2_CAMDR
OG0002304	sp|Q8WUR7|CO040_HUMAN	tr|A0A5N4CDS7|A0A5N4CDS7_CAMDR, tr|A0A5N4E304|A0A5N4E304_CAMDR
OG0002305	sp|Q96C03|MID49_HUMAN	tr|A0A5N4D5T9|A0A5N4D5T9_CAMDR, tr|A0A5N4D5W1|A0A5N4D5W1_CAMDR
OG0002306	sp|O43447|PPIH_HUMAN	tr|A0A5N4DCT4|A0A5N4DCT4_CAMDR, tr|A0A5N4CYE6|A0A5N4CYE6_CAMDR
OG0002307	sp|Q8IYB3|SRRM1_HUMAN	tr|A0A5N4DD71|A0A5N4DD71_CAMDR, tr|A0A5N4DHR0|A0A5N4DHR0_CAMDR
OG0002308	sp|Q8WTR4|GDPD5_HUMAN, sp|Q6W3E5|GDPD4_HUMAN	tr|A0A5N4DMQ1|A0A5N4DMQ1_CAMDR
OG0002309	sp|Q9BY19|M4A8_HUMAN, sp|Q3C1V0|M4A18_HUMAN	tr|A0A5N4DNH2|A0A5N4DNH2_CAMDR
OG0002310	sp|Q9H553|ALG2_HUMAN	tr|A0A5N4E8B4|A0A5N4E8B4_CAMDR, tr|A0A5N4DP11|A0A5N4DP11_CAMDR
OG0002311	sp|O14559|RHG33_HUMAN	tr|A0A5N4C7J8|A0A5N4C7J8_CAMDR, tr|A0A5N4DV62|A0A5N4DV62_CAMDR
OG0002312	sp|Q53S58|TM177_HUMAN	tr|A0A5N4E5B1|A0A5N4E5B1_CAMDR, tr|A0A5N4E5J1|A0A5N4E5J1_CAMDR
OG0002313	sp|Q96DN6|MBD6_HUMAN	tr|A0A5N4DFC7|A0A5N4DFC7_CAMDR, tr|A0A5N4E7D8|A0A5N4E7D8_CAMDR
OG0002314	sp|Q6UWW0|LCN15_HUMAN, sp|P07360|CO8G_HUMAN	tr|A0A5N4EA51|A0A5N4EA51_CAMDR
OG0002315	sp|O43921|EFNA2_HUMAN, sp|P52803|EFNA5_HUMAN	tr|A0A5N4CL05|A0A5N4CL05_CAMDR
OG0002316	sp|P18428|LBP_HUMAN	tr|A0A5N4CVG7|A0A5N4CVG7_CAMDR, tr|A0A5N4CU43|A0A5N4CU43_CAMDR
OG0002317	sp|Q5VTY9|HHAT_HUMAN, sp|Q9HCP6|HHATL_HUMAN	tr|A0A5N4D065|A0A5N4D065_CAMDR
OG0002318	sp|Q9UI32|GLSL_HUMAN, sp|O94925|GLSK_HUMAN	tr|A0A5N4DI65|A0A5N4DI65_CAMDR
OG0002319	sp|Q12962|TAF10_HUMAN	tr|A0A5N4DMX0|A0A5N4DMX0_CAMDR, tr|A0A5N4C6T4|A0A5N4C6T4_CAMDR
OG0002320	sp|Q8N5U1|M4A15_HUMAN, sp|Q01362|FCERB_HUMAN	tr|A0A5N4DNH5|A0A5N4DNH5_CAMDR
OG0002321	sp|Q7Z5U6|WDR53_HUMAN, sp|Q9H6Y2|WDR55_HUMAN	tr|A0A5N4EIT5|A0A5N4EIT5_CAMDR
OG0002322	sp|P19623|SPEE_HUMAN	tr|A0A5N4DBJ0|A0A5N4DBJ0_CAMDR, tr|A0A5N4C193|A0A5N4C193_CAMDR
OG0002323	sp|O75762|TRPA1_HUMAN	tr|A0A5N4CCC4|A0A5N4CCC4_CAMDR, tr|A0A5N4E660|A0A5N4E660_CAMDR
OG0002324	sp|P98077|SHC2_HUMAN	tr|A0A5N4CKD2|A0A5N4CKD2_CAMDR, tr|A0A5N4CAP1|A0A5N4CAP1_CAMDR
OG0002325	sp|P63241|IF5A1_HUMAN, sp|Q6IS14|IF5AL_HUMAN	tr|A0A5N4D1L5|A0A5N4D1L5_CAMDR
OG0002326	sp|P28838|AMPL_HUMAN	tr|A0A5N4DW02|A0A5N4DW02_CAMDR, tr|A0A5N4EF31|A0A5N4EF31_CAMDR
OG0002327	sp|Q8WZ42|TITIN_HUMAN	tr|A0A5N4E759|A0A5N4E759_CAMDR, tr|A0A5N4E6Z6|A0A5N4E6Z6_CAMDR
OG0002328	sp|Q96A46|MFRN2_HUMAN, sp|Q9NYZ2|MFRN1_HUMAN	tr|A0A5N4CAX7|A0A5N4CAX7_CAMDR
OG0002329	sp|Q8IY21|DDX60_HUMAN, sp|Q5H9U9|DDX6L_HUMAN	tr|A0A5N4CV51|A0A5N4CV51_CAMDR
OG0002330	sp|P78369|CLD10_HUMAN, sp|P56746|CLD15_HUMAN	tr|A0A5N4CY87|A0A5N4CY87_CAMDR
OG0002331	sp|P07919|QCR6_HUMAN, sp|A0A096LP55|QCR6L_HUMAN	tr|A0A5N4DC25|A0A5N4DC25_CAMDR
OG0002332	sp|Q8NFU0|BEST4_HUMAN	tr|A0A5N4DE47|A0A5N4DE47_CAMDR, tr|A0A5N4DHF1|A0A5N4DHF1_CAMDR
OG0002333	sp|Q5SRD1|TI23B_HUMAN, sp|O14925|TIM23_HUMAN	tr|A0A5N4DI10|A0A5N4DI10_CAMDR
OG0002334	sp|Q8WWQ2|HPSE2_HUMAN, sp|Q9Y251|HPSE_HUMAN	tr|A0A5N4EHH7|A0A5N4EHH7_CAMDR
OG0002335	sp|Q9Y4C5|CHST2_HUMAN, sp|Q9NS84|CHST7_HUMAN	tr|A0A5N4EKV0|A0A5N4EKV0_CAMDR
OG0002337	sp|Q8NI60|COQ8A_HUMAN	tr|A0A5N4CIA6|A0A5N4CIA6_CAMDR, tr|A0A5N4CI36|A0A5N4CI36_CAMDR
OG0002338	sp|P13765|DOB_HUMAN	tr|A0A5N4CRX5|A0A5N4CRX5_CAMDR, tr|A0A5N4CS08|A0A5N4CS08_CAMDR
OG0002339	sp|Q96E66|LRC51_HUMAN, sp|Q8IYG6|LRC56_HUMAN	tr|A0A5N4DN11|A0A5N4DN11_CAMDR
OG0002340	sp|P49895|IOD1_HUMAN, sp|P55073|IOD3_HUMAN	tr|A0A5N4DDI6|A0A5N4DDI6_CAMDR
OG0002341	sp|P51884|LUM_HUMAN, sp|Q99983|OMD_HUMAN	tr|A0A5N4DEY4|A0A5N4DEY4_CAMDR
OG0002342	sp|Q5H9R7|PP6R3_HUMAN, sp|O75170|PP6R2_HUMAN	tr|A0A5N4DGB8|A0A5N4DGB8_CAMDR
OG0002343	sp|Q8N140|EID3_HUMAN, sp|Q9NXX6|NSE4A_HUMAN	tr|A0A5N4DJ14|A0A5N4DJ14_CAMDR
OG0002344	sp|Q9NP08|HMX1_HUMAN, sp|A6NHT5|HMX3_HUMAN	tr|A0A5N4DKR7|A0A5N4DKR7_CAMDR
OG0002345	sp|Q8N612|FHI1B_HUMAN	tr|A0A5N4EEX0|A0A5N4EEX0_CAMDR, tr|A0A5N4DP41|A0A5N4DP41_CAMDR
OG0002346	sp|O43524|FOXO3_HUMAN, sp|A0A2Z4LIS9|FXO3B_HUMAN	tr|A0A5N4DVZ9|A0A5N4DVZ9_CAMDR
OG0002347	sp|Q8N443|RIBC1_HUMAN	tr|A0A5N4C0X0|A0A5N4C0X0_CAMDR, tr|A0A5N4C266|A0A5N4C266_CAMDR
OG0002348	sp|Q9Y2S6|TMA7_HUMAN, tr|A0A024R1R8|A0A024R1R8_HUMAN	tr|A0A5N4C4V7|A0A5N4C4V7_CAMDR
OG0002349	sp|P55089|UCN1_HUMAN, sp|P06850|CRF_HUMAN	tr|A0A5N4CC96|A0A5N4CC96_CAMDR
OG0002350	sp|Q8NGK6|O52I1_HUMAN, sp|Q8NH67|O52I2_HUMAN	tr|A0A5N4DKX6|A0A5N4DKX6_CAMDR
OG0002351	sp|O00327|BMAL1_HUMAN, sp|Q8WYA1|BMAL2_HUMAN	tr|A0A5N4DL41|A0A5N4DL41_CAMDR
OG0002352	sp|Q9UI42|CBPA4_HUMAN, sp|P48052|CBPA2_HUMAN	tr|A0A5N4DZC6|A0A5N4DZC6_CAMDR
OG0002353	sp|A8MUU1|FB5L3_HUMAN, sp|Q01469|FABP5_HUMAN	tr|A0A5N4CCL4|A0A5N4CCL4_CAMDR
OG0002354	sp|Q9Y5J1|UTP18_HUMAN	tr|A0A5N4D3R8|A0A5N4D3R8_CAMDR, tr|A0A5N4CIM3|A0A5N4CIM3_CAMDR
OG0002355	sp|Q9H4M3|FBX44_HUMAN, sp|Q9NRD1|FBX6_HUMAN	tr|A0A5N4DAW0|A0A5N4DAW0_CAMDR
OG0002356	sp|Q9NWS6|F118A_HUMAN, sp|Q9BPY3|F118B_HUMAN	tr|A0A5N4DFD0|A0A5N4DFD0_CAMDR
OG0002357	sp|Q86Y97|KMT5C_HUMAN, sp|Q4FZB7|KMT5B_HUMAN	tr|A0A5N4DSZ8|A0A5N4DSZ8_CAMDR
OG0002358	sp|Q969T7|5NT3B_HUMAN, sp|Q9H0P0|5NT3A_HUMAN	tr|A0A5N4DXZ9|A0A5N4DXZ9_CAMDR
OG0002359	sp|P78509|RELN_HUMAN	tr|A0A5N4DZI5|A0A5N4DZI5_CAMDR, tr|A0A5N4DYZ4|A0A5N4DYZ4_CAMDR
OG0002360	sp|Q9Y376|CAB39_HUMAN, sp|Q9H9S4|CB39L_HUMAN	tr|A0A5N4E835|A0A5N4E835_CAMDR
OG0002361	sp|Q5T2R2|DPS1_HUMAN, sp|Q86YH6|DLP1_HUMAN	tr|A0A5N4C4S2|A0A5N4C4S2_CAMDR
OG0002362	sp|Q8IZ69|TRM2A_HUMAN	tr|A0A5N4E991|A0A5N4E991_CAMDR, tr|A0A5N4C9S2|A0A5N4C9S2_CAMDR
OG0002364	sp|Q66K74|MAP1S_HUMAN	tr|A0A5N4E2W3|A0A5N4E2W3_CAMDR, tr|A0A5N4CLU5|A0A5N4CLU5_CAMDR
OG0002365	sp|Q9UKL6|PPCT_HUMAN	tr|A0A5N4CZC2|A0A5N4CZC2_CAMDR, tr|A0A5N4D3F1|A0A5N4D3F1_CAMDR
OG0002366	sp|Q6X9E4|FBW12_HUMAN	tr|A0A5N4CZP3|A0A5N4CZP3_CAMDR, tr|A0A5N4CAJ9|A0A5N4CAJ9_CAMDR
OG0002367	sp|O14576|DC1I1_HUMAN, sp|Q13409|DC1I2_HUMAN	tr|A0A5N4E7I8|A0A5N4E7I8_CAMDR
OG0002368	sp|P25685|DNJB1_HUMAN	tr|A0A5N4CMB6|A0A5N4CMB6_CAMDR, tr|A0A5N4EJV2|A0A5N4EJV2_CAMDR
OG0002369	sp|Q9Y5Z0|BACE2_HUMAN, sp|P56817|BACE1_HUMAN	tr|A0A5N4C7V3|A0A5N4C7V3_CAMDR
OG0002370	sp|Q86UT6|NLRX1_HUMAN, sp|Q7RTR2|NLRC3_HUMAN	tr|A0A5N4C859|A0A5N4C859_CAMDR
OG0002371	sp|O60512|B4GT3_HUMAN	tr|A0A5N4CPQ4|A0A5N4CPQ4_CAMDR, tr|A0A5N4DRG8|A0A5N4DRG8_CAMDR
OG0002372	sp|Q13542|4EBP2_HUMAN, sp|Q13541|4EBP1_HUMAN	tr|A0A5N4DIF1|A0A5N4DIF1_CAMDR
OG0002373	sp|Q96B70|LENG9_HUMAN, sp|O15504|NUP42_HUMAN	tr|A0A5N4DRF9|A0A5N4DRF9_CAMDR
OG0002375	sp|Q8IZ73|RUSD2_HUMAN, sp|Q9UJJ7|RUSD1_HUMAN	tr|A0A5N4E1T6|A0A5N4E1T6_CAMDR
OG0002376	sp|P10809|CH60_HUMAN	tr|A0A5N4E5J5|A0A5N4E5J5_CAMDR, tr|A0A5N4DMY4|A0A5N4DMY4_CAMDR
OG0002377	sp|Q16560|U1SBP_HUMAN, sp|P08621|RU17_HUMAN	tr|A0A5N4C9C9|A0A5N4C9C9_CAMDR
OG0002378	sp|O60675|MAFK_HUMAN, sp|O15525|MAFG_HUMAN	tr|A0A5N4CYC5|A0A5N4CYC5_CAMDR
OG0002380	sp|Q13393|PLD1_HUMAN, sp|O14939|PLD2_HUMAN	tr|A0A5N4D4U6|A0A5N4D4U6_CAMDR
OG0002381	sp|Q6NSI8|SANBR_HUMAN	tr|A0A5N4C693|A0A5N4C693_CAMDR, tr|A0A5N4D7Y7|A0A5N4D7Y7_CAMDR
OG0002382	sp|Q8NC51|PAIRB_HUMAN, sp|Q5JVS0|HABP4_HUMAN	tr|A0A5N4DBU8|A0A5N4DBU8_CAMDR
OG0002383	sp|Q14CX5|MF13A_HUMAN	tr|A0A5N4CVZ8|A0A5N4CVZ8_CAMDR, tr|A0A5N4DJP7|A0A5N4DJP7_CAMDR
OG0002384	sp|P98194|AT2C1_HUMAN, sp|O75185|AT2C2_HUMAN	tr|A0A5N4DQN5|A0A5N4DQN5_CAMDR
OG0002385	sp|Q567U6|CCD93_HUMAN	tr|A0A5N4DW72|A0A5N4DW72_CAMDR, tr|A0A5N4E7D6|A0A5N4E7D6_CAMDR
OG0002386	sp|Q9Y4C1|KDM3A_HUMAN	tr|A0A5N4E6Z5|A0A5N4E6Z5_CAMDR, tr|A0A5N4CDD5|A0A5N4CDD5_CAMDR
OG0002387	sp|P67775|PP2AA_HUMAN, sp|P62714|PP2AB_HUMAN	tr|A0A5N4EDC0|A0A5N4EDC0_CAMDR
OG0002388	sp|O95198|KLHL2_HUMAN, sp|Q9UH77|KLHL3_HUMAN	tr|A0A5N4EGZ5|A0A5N4EGZ5_CAMDR
OG0002389	sp|Q6EMK4|VASN_HUMAN, sp|Q96PB8|LRC3B_HUMAN	tr|A0A5N4EIE9|A0A5N4EIE9_CAMDR
OG0002390	sp|Q96DX8|RTP4_HUMAN, sp|Q9BQQ7|RTP3_HUMAN	tr|A0A5N4EJN0|A0A5N4EJN0_CAMDR
OG0002391	sp|P11413|G6PD_HUMAN	tr|A0A5N4C6W7|A0A5N4C6W7_CAMDR, tr|A0A5N4C2V0|A0A5N4C2V0_CAMDR
OG0002392	sp|Q9NUQ7|UFSP2_HUMAN, sp|Q6NVU6|UFSP1_HUMAN	tr|A0A5N4CFK1|A0A5N4CFK1_CAMDR
OG0002393	sp|Q8TDI8|TMC1_HUMAN, sp|Q8TDI7|TMC2_HUMAN	tr|A0A5N4CUP6|A0A5N4CUP6_CAMDR
OG0002394	sp|B1ANY3|F220P_HUMAN, sp|Q7Z4H9|F220A_HUMAN	tr|A0A5N4CX46|A0A5N4CX46_CAMDR
OG0002395	sp|Q16829|DUS7_HUMAN	tr|A0A5N4D002|A0A5N4D002_CAMDR, tr|A0A5N4CXQ2|A0A5N4CXQ2_CAMDR
OG0002396	sp|P40429|RL13A_HUMAN	tr|A0A5N4DS07|A0A5N4DS07_CAMDR, tr|A0A5N4CN60|A0A5N4CN60_CAMDR
OG0002397	sp|O95500|CLD14_HUMAN, sp|P56880|CLD20_HUMAN	tr|A0A5N4EKX6|A0A5N4EKX6_CAMDR
OG0002398	sp|P48556|PSMD8_HUMAN	tr|A0A5N4CD59|A0A5N4CD59_CAMDR, tr|A0A5N4DS17|A0A5N4DS17_CAMDR
OG0002399	sp|Q02543|RL18A_HUMAN	tr|A0A5N4E2G7|A0A5N4E2G7_CAMDR, tr|A0A5N4CLU3|A0A5N4CLU3_CAMDR
OG0002400	sp|Q9GZK7|O11A1_HUMAN	tr|A0A5N4CQN5|A0A5N4CQN5_CAMDR, tr|A0A5N4CT23|A0A5N4CT23_CAMDR
OG0002401	sp|Q86T13|CLC14_HUMAN, sp|Q9NPY3|C1QR1_HUMAN	tr|A0A5N4CUI2|A0A5N4CUI2_CAMDR
OG0002402	sp|O95747|OXSR1_HUMAN, sp|Q9UEW8|STK39_HUMAN	tr|A0A5N4D097|A0A5N4D097_CAMDR
OG0002403	sp|Q9NX94|WBP1L_HUMAN, sp|Q96G27|WBP1_HUMAN	tr|A0A5N4DJA1|A0A5N4DJA1_CAMDR
OG0002404	sp|H0YL14|TM250_HUMAN	tr|A0A5N4E983|A0A5N4E983_CAMDR, tr|A0A5N4EBI9|A0A5N4EBI9_CAMDR
OG0002405	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A5N4D0W8|A0A5N4D0W8_CAMDR, tr|A0A5N4EHU2|A0A5N4EHU2_CAMDR
OG0002406	sp|Q6UXI9|NPNT_HUMAN, sp|Q8IUX8|EGFL6_HUMAN	tr|A0A5N4C1J7|A0A5N4C1J7_CAMDR
OG0002407	sp|Q99218|AMELY_HUMAN, sp|Q99217|AMELX_HUMAN	tr|A0A5N4C2C1|A0A5N4C2C1_CAMDR
OG0002408	sp|P21673|SAT1_HUMAN	tr|A0A5N4C3B0|A0A5N4C3B0_CAMDR, tr|A0A5N4C2I1|A0A5N4C2I1_CAMDR
OG0002409	sp|Q96JY6|PDLI2_HUMAN	tr|A0A5N4C4V8|A0A5N4C4V8_CAMDR, tr|A0A5N4CB11|A0A5N4CB11_CAMDR
OG0002410	sp|Q8N1E2|LYG1_HUMAN, sp|Q86SG7|LYG2_HUMAN	tr|A0A5N4CCW2|A0A5N4CCW2_CAMDR
OG0002411	sp|O75192|PX11A_HUMAN, sp|O96011|PX11B_HUMAN	tr|A0A5N4CES2|A0A5N4CES2_CAMDR
OG0002412	sp|Q8WUA7|TB22A_HUMAN, sp|Q9NU19|TB22B_HUMAN	tr|A0A5N4CTD0|A0A5N4CTD0_CAMDR
OG0002413	sp|Q8NC69|KCTD6_HUMAN, sp|Q8N5I3|KCNRG_HUMAN	tr|A0A5N4CZQ9|A0A5N4CZQ9_CAMDR
OG0002414	sp|Q13253|NOGG_HUMAN	tr|A0A5N4D5B4|A0A5N4D5B4_CAMDR, tr|A0A5N4D5G9|A0A5N4D5G9_CAMDR
OG0002415	sp|Q5SQS8|CJ120_HUMAN	tr|A0A5N4DIX0|A0A5N4DIX0_CAMDR, tr|A0A5N4DIY4|A0A5N4DIY4_CAMDR
OG0002416	sp|Q9NVK5|FGOP2_HUMAN	tr|A0A5N4E6P4|A0A5N4E6P4_CAMDR, tr|A0A5N4C640|A0A5N4C640_CAMDR
OG0002417	sp|Q9HBM6|TAF9B_HUMAN, sp|Q16594|TAF9_HUMAN	tr|A0A5N4C2A7|A0A5N4C2A7_CAMDR
OG0002418	sp|O94761|RECQ4_HUMAN	tr|A0A5N4CH52|A0A5N4CH52_CAMDR, tr|A0A5N4C4P0|A0A5N4C4P0_CAMDR
OG0002419	sp|Q9P0K7|RAI14_HUMAN, sp|Q9BZF9|UACA_HUMAN	tr|A0A5N4CED8|A0A5N4CED8_CAMDR
OG0002420	sp|Q96L14|C170L_HUMAN, sp|Q5SW79|CE170_HUMAN	tr|A0A5N4CJA0|A0A5N4CJA0_CAMDR
OG0002421	sp|Q5T0J7|TEX35_HUMAN	tr|A0A5N4CP30|A0A5N4CP30_CAMDR, tr|A0A5N4CP80|A0A5N4CP80_CAMDR
OG0002423	sp|O14753|OVOL1_HUMAN, sp|Q9BRP0|OVOL2_HUMAN	tr|A0A5N4CUV8|A0A5N4CUV8_CAMDR
OG0002424	sp|P86452|ZBED6_HUMAN, sp|O75132|ZBED4_HUMAN	tr|A0A5N4DG14|A0A5N4DG14_CAMDR
OG0002425	sp|Q96E35|ZMY19_HUMAN, sp|Q4VC12|MSS51_HUMAN	tr|A0A5N4EA71|A0A5N4EA71_CAMDR
OG0002426	sp|Q9HCG7|GBA2_HUMAN	tr|A0A5N4D2V1|A0A5N4D2V1_CAMDR, tr|A0A5N4EAP9|A0A5N4EAP9_CAMDR
OG0002427	sp|Q99962|SH3G2_HUMAN, sp|Q99963|SH3G3_HUMAN	tr|A0A5N4EAT5|A0A5N4EAT5_CAMDR
OG0002428	sp|P53597|SUCA_HUMAN	tr|A0A5N4CDE9|A0A5N4CDE9_CAMDR, tr|A0A5N4EGL5|A0A5N4EGL5_CAMDR
OG0002429	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A5N4C1C1|A0A5N4C1C1_CAMDR, tr|A0A5N4C1E6|A0A5N4C1E6_CAMDR
OG0002430	sp|P98174|FGD1_HUMAN, sp|Q5JSP0|FGD3_HUMAN	tr|A0A5N4C2I4|A0A5N4C2I4_CAMDR
OG0002431	sp|Q0D2K3|RIPP1_HUMAN, sp|Q5TAB7|RIPP2_HUMAN	tr|A0A5N4C468|A0A5N4C468_CAMDR
OG0002432	sp|Q6GV28|TM225_HUMAN	tr|A0A5N4C7E4|A0A5N4C7E4_CAMDR, tr|A0A5N4C7D8|A0A5N4C7D8_CAMDR
OG0002434	sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN	tr|A0A5N4CM00|A0A5N4CM00_CAMDR
OG0002435	sp|Q03519|TAP2_HUMAN	tr|A0A5N4CT11|A0A5N4CT11_CAMDR, tr|A0A5N4CRY5|A0A5N4CRY5_CAMDR
OG0002436	sp|Q9H845|ACAD9_HUMAN, sp|P49748|ACADV_HUMAN	tr|A0A5N4D583|A0A5N4D583_CAMDR
OG0002437	sp|P25800|RBTN1_HUMAN	tr|A0A5N4C6H7|A0A5N4C6H7_CAMDR, tr|A0A5N4DP52|A0A5N4DP52_CAMDR
OG0002438	sp|Q86UP9|LHPL3_HUMAN, sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A5N4DZ19|A0A5N4DZ19_CAMDR
OG0002439	sp|Q07021|C1QBP_HUMAN	tr|A0A5N4D2P2|A0A5N4D2P2_CAMDR, tr|A0A5N4E0A7|A0A5N4E0A7_CAMDR
