Orthogroup	Homo_sapiens	Ailuropoda_melanoleuca
OG0000840	sp|Q93074|MED12_HUMAN	tr|G1MC13|G1MC13_AILME
OG0000840	sp|Q86YW9|MD12L_HUMAN	tr|G1LQH2|G1LQH2_AILME
OG0000841	sp|Q16849|PTPRN_HUMAN, sp|Q5W5W9|RES18_HUMAN, sp|Q92932|PTPR2_HUMAN	tr|G1MEE8|G1MEE8_AILME
OG0000842	sp|Q96P50|ACAP3_HUMAN	tr|A0A7N5JYW4|A0A7N5JYW4_AILME
OG0000842	sp|Q15057|ACAP2_HUMAN	tr|A0A7N5K191|A0A7N5K191_AILME
OG0000843	sp|Q9H444|CHM4B_HUMAN, sp|P59074|CHM4P_HUMAN	tr|A0A7N5K7A6|A0A7N5K7A6_AILME, tr|G1LR23|G1LR23_AILME
OG0000844	sp|P15421|GLPE_HUMAN, sp|P06028|GLPB_HUMAN, sp|P02724|GLPA_HUMAN	tr|A0A7N5KDB8|A0A7N5KDB8_AILME
OG0000845	sp|O14817|TSN4_HUMAN	tr|G1L375|G1L375_AILME
OG0000845	sp|O75954|TSN9_HUMAN	tr|A0A7N5KHE2|A0A7N5KHE2_AILME
OG0000846	sp|Q86XU0|ZN677_HUMAN	tr|G1LUL6|G1LUL6_AILME, tr|A0A7N5P6R6|A0A7N5P6R6_AILME, tr|A0A7N5KHL9|A0A7N5KHL9_AILME
OG0000847	sp|Q9ULQ0|STRP2_HUMAN	tr|G1LFF5|G1LFF5_AILME
OG0000847	sp|Q5VSL9|STRP1_HUMAN	tr|A0A7N5P7P9|A0A7N5P7P9_AILME
OG0000848	sp|Q5TBA9|FRY_HUMAN	tr|A0A7N5JT84|A0A7N5JT84_AILME
OG0000848	sp|O94915|FRYL_HUMAN	tr|G1L8I3|G1L8I3_AILME
OG0000849	tr|A0A499FJF3|A0A499FJF3_HUMAN, sp|Q3KRB8|RHGBB_HUMAN, sp|Q6P4F7|RHGBA_HUMAN	tr|G1LEX9|G1LEX9_AILME
OG0000850	sp|Q96GG9|DCNL1_HUMAN	tr|G1MBV4|G1MBV4_AILME
OG0000850	sp|Q6PH85|DCNL2_HUMAN	tr|A0A7N5K147|A0A7N5K147_AILME
OG0000851	sp|Q8NEV4|MYO3A_HUMAN	tr|G1LE84|G1LE84_AILME
OG0000851	sp|Q8WXR4|MYO3B_HUMAN	tr|G1LV96|G1LV96_AILME
OG0000852	sp|Q9Y6Q5|AP1M2_HUMAN	tr|G1LXZ4|G1LXZ4_AILME
OG0000852	sp|Q9BXS5|AP1M1_HUMAN	tr|A0A7N5JY53|A0A7N5JY53_AILME
OG0000853	sp|Q6JVE9|LCN8_HUMAN	tr|A0A7N5JG97|A0A7N5JG97_AILME, tr|A0A7N5J8I5|A0A7N5J8I5_AILME, tr|G1LA52|G1LA52_AILME
OG0000854	sp|Q6JVE6|LCN10_HUMAN	tr|G1LJY2|G1LJY2_AILME, tr|A0A7N5P2R7|A0A7N5P2R7_AILME, tr|A0A7N5JNG6|A0A7N5JNG6_AILME
OG0000855	sp|Q9BUB5|MKNK1_HUMAN	tr|A0A7N5KII7|A0A7N5KII7_AILME
OG0000855	sp|Q9HBH9|MKNK2_HUMAN	tr|A0A7N5JSP1|A0A7N5JSP1_AILME
OG0000856	sp|P40126|TYRP2_HUMAN	tr|G1LUE4|G1LUE4_AILME, tr|A0A7N5JTD6|A0A7N5JTD6_AILME, tr|A0A7N5P4F3|A0A7N5P4F3_AILME
OG0000857	sp|Q01650|LAT1_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q9GIP4|LAT1L_HUMAN	tr|G1MIT1|G1MIT1_AILME
OG0000858	sp|Q9H1P3|OSBL2_HUMAN	tr|A0A7N5P564|A0A7N5P564_AILME
OG0000858	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A7N5K0N5|A0A7N5K0N5_AILME
OG0000860	sp|Q86WS3|OOSP2_HUMAN, sp|Q9HBJ0|PLAC1_HUMAN, sp|A0A2R8YFL7|OSP4A_HUMAN	tr|G1L0V7|G1L0V7_AILME
OG0000861	sp|Q15915|ZIC1_HUMAN	tr|G1L5V6|G1L5V6_AILME
OG0000861	sp|Q96T25|ZIC5_HUMAN	tr|G1LCV4|G1LCV4_AILME
OG0000862	sp|P52757|CHIO_HUMAN	tr|G1LGJ0|G1LGJ0_AILME
OG0000862	sp|P15882|CHIN_HUMAN	tr|G1M0W4|G1M0W4_AILME
OG0000863	sp|A6NHQ2|FBLL1_HUMAN	tr|G1LKK4|G1LKK4_AILME
OG0000863	sp|P22087|FBRL_HUMAN	tr|G1M1Y1|G1M1Y1_AILME
OG0000864	sp|P23975|SC6A2_HUMAN	tr|G1MDM8|G1MDM8_AILME
OG0000864	sp|Q01959|SC6A3_HUMAN	tr|A0A7N5JM71|A0A7N5JM71_AILME
OG0000865	sp|Q9P283|SEM5B_HUMAN	tr|G1LDW3|G1LDW3_AILME
OG0000865	sp|Q13591|SEM5A_HUMAN	tr|G1LB24|G1LB24_AILME
OG0000866	sp|O14775|GNB5_HUMAN	tr|G1LKV4|G1LKV4_AILME, tr|A0A7N5JYA3|A0A7N5JYA3_AILME, tr|A0A7N5KS80|A0A7N5KS80_AILME
OG0000867	sp|P46926|GNPI1_HUMAN	tr|D2GUL3|D2GUL3_AILME
OG0000867	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A7N5P203|A0A7N5P203_AILME
OG0000868	sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A7N5P1A7|A0A7N5P1A7_AILME
OG0000868	sp|Q8TDC3|BRSK1_HUMAN	tr|G1LA73|G1LA73_AILME
OG0000869	sp|Q96JB1|DYH8_HUMAN	tr|A0A7N5JQZ8|A0A7N5JQZ8_AILME
OG0000869	sp|Q8TE73|DYH5_HUMAN	tr|G1LSX5|G1LSX5_AILME
OG0000870	sp|P05783|K1C18_HUMAN	tr|A0A7N5JVU2|A0A7N5JVU2_AILME, tr|A0A7N5JGK8|A0A7N5JGK8_AILME, tr|G1LZY7|G1LZY7_AILME
OG0000871	sp|A8MZ59|LEUTX_HUMAN, sp|O15499|GSC2_HUMAN, sp|P56915|GSC_HUMAN	tr|A0A7N5KDW3|A0A7N5KDW3_AILME
OG0000872	sp|Q8NDW4|ZN248_HUMAN	tr|A0A7N5P2T4|A0A7N5P2T4_AILME, tr|A0A7N5JJF1|A0A7N5JJF1_AILME, tr|G1LTL1|G1LTL1_AILME
OG0000873	sp|Q5T197|DCST1_HUMAN, sp|Q5T1A1|DCST2_HUMAN	tr|A0A7N5P3D9|A0A7N5P3D9_AILME, tr|G1LY91|G1LY91_AILME
OG0000874	sp|Q6ZS30|NBEL1_HUMAN	tr|G1M339|G1M339_AILME
OG0000874	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A7N5P9Y5|A0A7N5P9Y5_AILME
OG0000875	sp|Q86TA1|MOB3B_HUMAN, sp|Q70IA8|MOB3C_HUMAN, sp|Q96BX8|MOB3A_HUMAN	tr|G1L4V3|G1L4V3_AILME
OG0000876	sp|Q92973|TNPO1_HUMAN	tr|G1LKS9|G1LKS9_AILME
OG0000876	sp|O14787|TNPO2_HUMAN	tr|G1M0G8|G1M0G8_AILME
OG0000877	sp|Q16518|RPE65_HUMAN	tr|G1L0Y3|G1L0Y3_AILME, tr|A0A7N5JTG6|A0A7N5JTG6_AILME, tr|A0A7N5P7N1|A0A7N5P7N1_AILME
OG0000878	sp|Q86UP3|ZFHX4_HUMAN	tr|G1MCM8|G1MCM8_AILME
OG0000878	sp|Q15911|ZFHX3_HUMAN	tr|G1L5Y8|G1L5Y8_AILME
OG0000879	sp|P32246|CCR1_HUMAN	tr|G1MMA2|G1MMA2_AILME
OG0000879	sp|P51677|CCR3_HUMAN	tr|G1MMC8|G1MMC8_AILME
OG0000880	sp|P48039|MTR1A_HUMAN	tr|G1LEM8|G1LEM8_AILME
OG0000880	sp|P49286|MTR1B_HUMAN	tr|A0A7N5JTA8|A0A7N5JTA8_AILME
OG0000881	sp|Q16644|MAPK3_HUMAN	tr|A0A7N5P365|A0A7N5P365_AILME
OG0000881	sp|P49137|MAPK2_HUMAN	tr|G1MGL7|G1MGL7_AILME
OG0000882	sp|Q9Y2F9|BTBD3_HUMAN	tr|D2HA87|D2HA87_AILME
OG0000882	sp|Q96KE9|BTBD6_HUMAN	tr|G1KZP2|G1KZP2_AILME
OG0000883	sp|Q96ND8|ZN583_HUMAN, sp|Q5EBM4|ZN542_HUMAN, sp|Q9BX82|ZN471_HUMAN	tr|G1LSJ1|G1LSJ1_AILME
OG0000884	sp|P17812|PYRG1_HUMAN	tr|A0A7N5KI01|A0A7N5KI01_AILME
OG0000884	sp|Q9NRF8|PYRG2_HUMAN	tr|G1LV08|G1LV08_AILME
OG0000885	sp|Q5XG92|EST4A_HUMAN, sp|Q9UKY3|CES1P_HUMAN, sp|P23141|EST1_HUMAN	tr|G1MDR5|G1MDR5_AILME
OG0000886	sp|Q8NES3|LFNG_HUMAN	tr|A0A7N5JNB6|A0A7N5JNB6_AILME
OG0000886	sp|O00587|MFNG_HUMAN	tr|G1LTS5|G1LTS5_AILME
OG0000887	sp|Q8TEY7|UBP33_HUMAN	tr|A0A7N5JNV9|A0A7N5JNV9_AILME
OG0000887	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A7N5K8J8|A0A7N5K8J8_AILME
OG0000888	sp|P63316|TNNC1_HUMAN	tr|A9XHY5|A9XHY5_AILME, tr|A0A7N5KKH5|A0A7N5KKH5_AILME, tr|A0A7N5JWA0|A0A7N5JWA0_AILME
OG0000889	sp|Q9Y232|CDYL_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y6F8|CDY1_HUMAN	tr|A0A7N5JWF7|A0A7N5JWF7_AILME
OG0000890	sp|P42025|ACTY_HUMAN	tr|G1MHH5|G1MHH5_AILME
OG0000890	sp|P61163|ACTZ_HUMAN	tr|A0A7N5K5G5|A0A7N5K5G5_AILME
OG0000891	sp|O75116|ROCK2_HUMAN	tr|A0A7N5K8G0|A0A7N5K8G0_AILME
OG0000891	sp|Q13464|ROCK1_HUMAN	tr|G1LJU8|G1LJU8_AILME
OG0000892	sp|O75110|ATP9A_HUMAN	tr|A0A7N5P668|A0A7N5P668_AILME
OG0000892	sp|O43861|ATP9B_HUMAN	tr|G1LUR7|G1LUR7_AILME
OG0000893	sp|Q8NAM6|ZSCA4_HUMAN	sp|D2HQI1|ZSCA4_AILME, tr|A0A7N5P6K6|A0A7N5P6K6_AILME, tr|G1LE31|G1LE31_AILME
OG0000894	sp|Q8TDX7|NEK7_HUMAN	tr|A0A7N5JCQ4|A0A7N5JCQ4_AILME
OG0000894	sp|Q9HC98|NEK6_HUMAN	tr|A0A7N5KS08|A0A7N5KS08_AILME
OG0000895	sp|Q5VWX1|KHDR2_HUMAN	tr|A0A7N5JGL9|A0A7N5JGL9_AILME
OG0000895	sp|O75525|KHDR3_HUMAN	tr|A0A7N5J9M7|A0A7N5J9M7_AILME
OG0000896	sp|Q5FVE4|ACBG2_HUMAN	tr|G1LJV9|G1LJV9_AILME, tr|A0A7N5JJC7|A0A7N5JJC7_AILME, tr|A0A7N5JG44|A0A7N5JG44_AILME
OG0000897	sp|Q92791|SC65_HUMAN	tr|A0A7N5JRY0|A0A7N5JRY0_AILME
OG0000897	sp|O75718|CRTAP_HUMAN	tr|G1L6S5|G1L6S5_AILME
OG0000898	sp|P03952|KLKB1_HUMAN	tr|G1LET2|G1LET2_AILME
OG0000898	sp|P03951|FA11_HUMAN	tr|G1LEP0|G1LEP0_AILME
OG0000899	sp|P0CW24|PNM6A_HUMAN	tr|A0A7N5KQ89|A0A7N5KQ89_AILME, tr|G1LQR5|G1LQR5_AILME, tr|G1L099|G1L099_AILME
OG0000900	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A7N5JGJ4|A0A7N5JGJ4_AILME
OG0000900	sp|Q8N436|CPXM2_HUMAN	tr|G1LSL6|G1LSL6_AILME
OG0000901	sp|O43747|AP1G1_HUMAN	tr|G1L6V5|G1L6V5_AILME
OG0000901	sp|O75843|AP1G2_HUMAN	tr|G1ME04|G1ME04_AILME
OG0000902	sp|O43314|VIP2_HUMAN	tr|G1MET1|G1MET1_AILME
OG0000902	sp|Q6PFW1|VIP1_HUMAN	tr|G1M9Y7|G1M9Y7_AILME
OG0000903	sp|P04156|PRIO_HUMAN	sp|Q6EH52|PRIO_AILME, tr|A0A7N5JR75|A0A7N5JR75_AILME, tr|A0A7N5J9N2|A0A7N5J9N2_AILME
OG0000904	sp|Q15111|PLCL1_HUMAN	tr|A0A7N5JIS4|A0A7N5JIS4_AILME
OG0000904	sp|Q9UPR0|PLCL2_HUMAN	tr|G1LR54|G1LR54_AILME
OG0000905	sp|P37088|SCNNA_HUMAN	tr|G1M7M1|G1M7M1_AILME
OG0000905	sp|P51172|SCNND_HUMAN	tr|A0A7N5KFC7|A0A7N5KFC7_AILME
OG0000906	sp|Q86UW7|CAPS2_HUMAN	tr|G1LCR0|G1LCR0_AILME
OG0000906	sp|Q9ULU8|CAPS1_HUMAN	tr|A0A7N5KKV7|A0A7N5KKV7_AILME
OG0000907	sp|Q9NPF2|CHSTB_HUMAN, sp|Q8NET6|CHSTD_HUMAN, sp|Q8NCH0|CHSTE_HUMAN	tr|G1LJJ4|G1LJJ4_AILME
OG0000908	sp|Q92879|CELF1_HUMAN	tr|G1LM44|G1LM44_AILME
OG0000908	sp|O95319|CELF2_HUMAN	tr|A0A7N5P3S2|A0A7N5P3S2_AILME
OG0000909	sp|P11388|TOP2A_HUMAN	tr|G1LN78|G1LN78_AILME
OG0000909	sp|Q02880|TOP2B_HUMAN	tr|A0A7N5JIA1|A0A7N5JIA1_AILME
OG0000911	sp|P59536|T2R41_HUMAN, sp|P59551|T2R60_HUMAN, sp|Q9NYV7|T2R16_HUMAN	tr|A0A7N5JMK1|A0A7N5JMK1_AILME
OG0000912	sp|P98179|RBM3_HUMAN	tr|G1M1W2|G1M1W2_AILME, tr|A0A7N5K6B0|A0A7N5K6B0_AILME, tr|A0A7N5K516|A0A7N5K516_AILME
OG0000913	sp|Q2KHT4|GSG1_HUMAN	tr|A0A7N5JWD6|A0A7N5JWD6_AILME
OG0000913	sp|Q6UXU4|GSG1L_HUMAN	tr|A0A7N5KMQ1|A0A7N5KMQ1_AILME
OG0000914	sp|Q5W064|LIPJ_HUMAN	tr|G1L1K9|G1L1K9_AILME
OG0000914	sp|Q5VXJ0|LIPK_HUMAN	tr|G1L1R8|G1L1R8_AILME
OG0000915	sp|Q9Y287|ITM2B_HUMAN	tr|G1LAI8|G1LAI8_AILME, tr|A0A7N5KMB3|A0A7N5KMB3_AILME, tr|A0A7N5P3V4|A0A7N5P3V4_AILME
OG0000916	sp|O00203|AP3B1_HUMAN	tr|G1LH31|G1LH31_AILME
OG0000916	sp|Q13367|AP3B2_HUMAN	tr|G1M6L6|G1M6L6_AILME
OG0000917	sp|Q15399|TLR1_HUMAN	tr|G1MJK4|G1MJK4_AILME
OG0000917	sp|Q9Y2C9|TLR6_HUMAN	tr|G1MJK1|G1MJK1_AILME
OG0000918	sp|P61923|COPZ1_HUMAN	tr|A0A7N5J9E2|A0A7N5J9E2_AILME
OG0000918	sp|Q9P299|COPZ2_HUMAN	tr|A0A7N5KLX2|A0A7N5KLX2_AILME
OG0000919	sp|Q05901|ACHB3_HUMAN	tr|G1LEK8|G1LEK8_AILME
OG0000919	sp|P30532|ACHA5_HUMAN	tr|A0A7N5K7L1|A0A7N5K7L1_AILME
OG0000920	sp|B2RXH2|KDM4E_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|Q6B0I6|KDM4D_HUMAN	tr|A0A7N5KK85|A0A7N5KK85_AILME
OG0000922	sp|P48730|KC1D_HUMAN	tr|A0A7N5JA14|A0A7N5JA14_AILME
OG0000922	sp|P49674|KC1E_HUMAN	tr|A0A7N5P7W4|A0A7N5P7W4_AILME
OG0000923	sp|Q86UE8|TLK2_HUMAN	tr|G1LBG8|G1LBG8_AILME
OG0000923	sp|Q9UKI8|TLK1_HUMAN	tr|G1LQ41|G1LQ41_AILME
OG0000924	sp|P41743|KPCI_HUMAN	tr|G1LDE2|G1LDE2_AILME
OG0000924	sp|Q05513|KPCZ_HUMAN	tr|G1M4G8|G1M4G8_AILME
OG0000925	sp|Q9UPZ6|THS7A_HUMAN	tr|G1LVM4|G1LVM4_AILME
OG0000925	sp|Q9C0I4|THS7B_HUMAN	tr|G1LQP6|G1LQP6_AILME
OG0000926	sp|Q9NVP2|ASF1B_HUMAN	tr|G1M3K1|G1M3K1_AILME
OG0000926	sp|Q9Y294|ASF1A_HUMAN	tr|A0A7N5JCP3|A0A7N5JCP3_AILME
OG0000927	sp|Q2PPJ7|RGPA2_HUMAN	tr|A0A7N5KFM6|A0A7N5KFM6_AILME
OG0000927	sp|Q6GYQ0|RGPA1_HUMAN	tr|A0A7N5JAH7|A0A7N5JAH7_AILME
OG0000928	sp|Q8NH89|O5AK3_HUMAN, sp|Q8NH90|O5AK2_HUMAN	tr|G1MNX6|G1MNX6_AILME, tr|G1M6X0|G1M6X0_AILME
OG0000929	sp|Q02878|RL6_HUMAN	tr|A0A7N5JL89|A0A7N5JL89_AILME, tr|D2HRU8|D2HRU8_AILME, tr|A0A7N5J9B0|A0A7N5J9B0_AILME
OG0000931	sp|Q9H0Q0|CYRIA_HUMAN	tr|G1L2J0|G1L2J0_AILME
OG0000931	sp|Q9NUQ9|CYRIB_HUMAN	tr|A0A7N5P5N5|A0A7N5P5N5_AILME
OG0000932	sp|P20338|RAB4A_HUMAN	tr|G1LRA3|G1LRA3_AILME
OG0000932	sp|P61018|RAB4B_HUMAN	tr|G1M0L3|G1M0L3_AILME
OG0000933	sp|P36959|GMPR1_HUMAN	tr|A0A7N5JFX2|A0A7N5JFX2_AILME
OG0000933	sp|Q9P2T1|GMPR2_HUMAN	tr|A0A7N5K1P0|A0A7N5K1P0_AILME
OG0000935	sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A7N5KFA0|A0A7N5KFA0_AILME, tr|G1L525|G1L525_AILME
OG0000936	sp|Q13547|HDAC1_HUMAN	tr|G1LM86|G1LM86_AILME
OG0000936	sp|Q92769|HDAC2_HUMAN	tr|G1M3K7|G1M3K7_AILME
OG0000937	sp|Q9GZQ6|NPFF1_HUMAN	tr|G1MHM3|G1MHM3_AILME
OG0000937	sp|Q9Y5X5|NPFF2_HUMAN	tr|G1LK67|G1LK67_AILME
OG0000938	sp|A6NH57|ARL5C_HUMAN	tr|A0A7N5J9A0|A0A7N5J9A0_AILME
OG0000938	sp|Q96KC2|ARL5B_HUMAN	tr|A0A7N5KBS5|A0A7N5KBS5_AILME
OG0000939	sp|P36969|GPX4_HUMAN	tr|A0A7N5K3N8|A0A7N5K3N8_AILME, tr|A0A7N5PAS4|A0A7N5PAS4_AILME, tr|A0A7N5P485|A0A7N5P485_AILME
OG0000940	sp|Q9ULW5|RAB26_HUMAN	tr|G1MHG8|G1MHG8_AILME
OG0000940	sp|Q96AX2|RAB37_HUMAN	tr|A0A7N5KIW5|A0A7N5KIW5_AILME
OG0000941	sp|Q8IWU5|SULF2_HUMAN	tr|G1M3J9|G1M3J9_AILME
OG0000941	sp|Q8IWU6|SULF1_HUMAN	tr|A0A7N5KFA9|A0A7N5KFA9_AILME
OG0000942	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A7N5K7X4|A0A7N5K7X4_AILME
OG0000942	sp|Q8NGP3|OR5M9_HUMAN	tr|G1MJN9|G1MJN9_AILME
OG0000943	sp|P41732|TSN7_HUMAN	tr|G1LKL2|G1LKL2_AILME, tr|A0A7N5KEV0|A0A7N5KEV0_AILME, tr|A0A7N5KNU1|A0A7N5KNU1_AILME
OG0000944	sp|Q9H7F4|T185B_HUMAN	tr|D2H754|D2H754_AILME
OG0000944	sp|Q8NFB2|T185A_HUMAN	tr|G1LRZ5|G1LRZ5_AILME
OG0000945	sp|Q9HB90|RRAGC_HUMAN	tr|G1LUT3|G1LUT3_AILME
OG0000945	sp|Q9NQL2|RRAGD_HUMAN	tr|G1L106|G1L106_AILME
OG0000946	sp|Q9GZU7|CTDS1_HUMAN	tr|A0A7N5P9U5|A0A7N5P9U5_AILME
OG0000946	sp|O15194|CTDSL_HUMAN	tr|G1MHN6|G1MHN6_AILME
OG0000947	sp|Q3KQV3|ZN792_HUMAN	tr|A0A7N5P5E5|A0A7N5P5E5_AILME
OG0000947	sp|Q8TAW3|ZN671_HUMAN	tr|G1L3Q1|G1L3Q1_AILME
OG0000948	sp|Q10567|AP1B1_HUMAN	tr|A0A7N5P7P1|A0A7N5P7P1_AILME
OG0000948	sp|P63010|AP2B1_HUMAN	tr|G1M8C8|G1M8C8_AILME
OG0000949	sp|Q4VNC1|AT134_HUMAN	tr|G1MBT9|G1MBT9_AILME
OG0000949	sp|Q4VNC0|AT135_HUMAN	tr|G1MBW2|G1MBW2_AILME
OG0000950	sp|Q9UDY6|TRI10_HUMAN	tr|G1MC65|G1MC65_AILME
OG0000950	sp|Q9C019|TRI15_HUMAN	tr|A0A7N5JTH2|A0A7N5JTH2_AILME
OG0000951	sp|O43306|ADCY6_HUMAN	tr|A0A7N5JQG4|A0A7N5JQG4_AILME
OG0000951	sp|O95622|ADCY5_HUMAN	tr|G1LDN4|G1LDN4_AILME
OG0000952	sp|Q9Y678|COPG1_HUMAN	tr|G1M9Y5|G1M9Y5_AILME
OG0000952	sp|Q9UBF2|COPG2_HUMAN	tr|A0A7N5KCQ2|A0A7N5KCQ2_AILME
OG0000953	sp|Q9NSD4|ZN275_HUMAN	tr|A0A7N5KIA1|A0A7N5KIA1_AILME, tr|A0A7N5KGH0|A0A7N5KGH0_AILME, tr|A0A7N5K5R8|A0A7N5K5R8_AILME
OG0000954	sp|Q9NWB1|RFOX1_HUMAN	tr|A0A7N5P5J2|A0A7N5P5J2_AILME
OG0000954	sp|A6NFN3|RFOX3_HUMAN	tr|G1M6I5|G1M6I5_AILME
OG0000955	sp|Q13574|DGKZ_HUMAN	tr|G1LJJ8|G1LJJ8_AILME
OG0000955	sp|O75912|DGKI_HUMAN	tr|A0A7N5JQJ7|A0A7N5JQJ7_AILME
OG0000956	sp|O60784|TOM1_HUMAN	tr|A0A7N5KR54|A0A7N5KR54_AILME
OG0000956	sp|Q6ZVM7|TM1L2_HUMAN	tr|A0A7N5K102|A0A7N5K102_AILME
OG0000957	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A7N5KCR5|A0A7N5KCR5_AILME
OG0000957	sp|Q9Y297|FBW1A_HUMAN	tr|G1MGX1|G1MGX1_AILME
OG0000959	sp|P48201|AT5G3_HUMAN	tr|G1M112|G1M112_AILME, tr|A0A7N5KP76|A0A7N5KP76_AILME, tr|A0A7N5K849|A0A7N5K849_AILME
OG0000960	sp|Q96S37|S22AC_HUMAN	tr|G1MHU7|G1MHU7_AILME
OG0000960	sp|Q9NSA0|S22AB_HUMAN	tr|A0A7N5P5V3|A0A7N5P5V3_AILME
OG0000961	sp|Q9ULZ2|STAP1_HUMAN	tr|G1L9S6|G1L9S6_AILME
OG0000961	sp|Q9UGK3|STAP2_HUMAN	tr|A0A7N5JVJ4|A0A7N5JVJ4_AILME
OG0000962	sp|Q9HBG4|VPP4_HUMAN	tr|G1MI19|G1MI19_AILME
OG0000962	sp|Q93050|VPP1_HUMAN	tr|G1LIT2|G1LIT2_AILME
OG0000963	sp|Q6PII5|HAGHL_HUMAN	tr|A0A7N5JAZ7|A0A7N5JAZ7_AILME
OG0000963	sp|Q16775|GLO2_HUMAN	tr|A0A7N5JE76|A0A7N5JE76_AILME
OG0000964	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A7N5JJF8|A0A7N5JJF8_AILME
OG0000964	sp|Q9H9B4|SFXN1_HUMAN	tr|G1LK28|G1LK28_AILME
OG0000965	sp|Q8N3A8|PARP8_HUMAN	tr|A0A7N5K0P6|A0A7N5K0P6_AILME
OG0000965	sp|Q2NL67|PARP6_HUMAN	tr|G1LHS7|G1LHS7_AILME
OG0000966	sp|O00560|SDCB1_HUMAN	tr|A0A7N5P7L0|A0A7N5P7L0_AILME, tr|A0A7N5P7F9|A0A7N5P7F9_AILME, tr|A0A7N5JV31|A0A7N5JV31_AILME
OG0000967	sp|Q14435|GALT3_HUMAN	tr|A0A7N5JKM5|A0A7N5JKM5_AILME
OG0000967	sp|Q8NCL4|GALT6_HUMAN	tr|G1L5F2|G1L5F2_AILME
OG0000968	sp|Q8N142|PURA1_HUMAN	tr|G1LMW5|G1LMW5_AILME
OG0000968	sp|P30520|PURA2_HUMAN	tr|G1LRP6|G1LRP6_AILME
OG0000970	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A7N5JF04|A0A7N5JF04_AILME, tr|A0A7N5JNC7|A0A7N5JNC7_AILME, tr|A0A7N5P2S3|A0A7N5P2S3_AILME
OG0000971	sp|Q15166|PON3_HUMAN	tr|G1LUN9|G1LUN9_AILME
OG0000971	sp|Q15165|PON2_HUMAN	tr|A0A7N5JHR6|A0A7N5JHR6_AILME
OG0000972	sp|Q8WXF1|PSPC1_HUMAN	tr|A0A7N5JLY1|A0A7N5JLY1_AILME
OG0000972	sp|Q15233|NONO_HUMAN	tr|G1MC92|G1MC92_AILME
OG0000973	sp|P27348|1433T_HUMAN	tr|G1LPU6|G1LPU6_AILME, tr|A0A7N5KGY2|A0A7N5KGY2_AILME, tr|A0A7N5JV34|A0A7N5JV34_AILME
OG0000974	sp|Q03393|PTPS_HUMAN	tr|A0A7N5JEJ0|A0A7N5JEJ0_AILME, tr|G1LBC1|G1LBC1_AILME, tr|A0A7N5KA65|A0A7N5KA65_AILME
OG0000975	sp|Q6QHF9|PAOX_HUMAN	tr|G1L931|G1L931_AILME
OG0000975	sp|Q9NWM0|SMOX_HUMAN	tr|G1LCG8|G1LCG8_AILME
OG0000976	sp|Q9Y485|DMXL1_HUMAN	tr|G1MAZ9|G1MAZ9_AILME
OG0000976	sp|Q8TDJ6|DMXL2_HUMAN	tr|G1LRN2|G1LRN2_AILME
OG0000977	sp|Q96A32|MYL11_HUMAN	tr|G1LMX7|G1LMX7_AILME, tr|A0A7N5P2B6|A0A7N5P2B6_AILME, tr|A0A7N5JGM2|A0A7N5JGM2_AILME
OG0000978	sp|Q8IWA5|CTL2_HUMAN	tr|A0A7N5JVV4|A0A7N5JVV4_AILME
OG0000978	sp|Q8NCS7|CTL5_HUMAN	tr|G1LA18|G1LA18_AILME
OG0000979	sp|Q04759|KPCT_HUMAN	tr|A0A7N5JE72|A0A7N5JE72_AILME
OG0000979	sp|Q05655|KPCD_HUMAN	tr|A0A7N5P7X2|A0A7N5P7X2_AILME
OG0000980	sp|P84022|SMAD3_HUMAN	tr|G1L9I9|G1L9I9_AILME
OG0000980	sp|Q15796|SMAD2_HUMAN	tr|G1M2H3|G1M2H3_AILME
OG0000981	sp|Q9NYU2|UGGG1_HUMAN	tr|G1MH51|G1MH51_AILME
OG0000981	sp|Q9NYU1|UGGG2_HUMAN	tr|G1LV80|G1LV80_AILME
OG0000982	sp|Q8TCU6|PREX1_HUMAN	tr|G1M5M9|G1M5M9_AILME
OG0000982	sp|Q70Z35|PREX2_HUMAN	tr|G1M8E4|G1M8E4_AILME
OG0000983	sp|Q8NGS4|O13F1_HUMAN	tr|G1MNG8|G1MNG8_AILME, tr|G1MK75|G1MK75_AILME, tr|G1MNE0|G1MNE0_AILME
OG0000984	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A7N5KLM6|A0A7N5KLM6_AILME
OG0000984	sp|O95258|UCP5_HUMAN	tr|G1M8K3|G1M8K3_AILME
