Orthogroup	Homo_sapiens	Mustela_putorius_furo
OG0003101	sp|P49685|GPR15_HUMAN	tr|M3Z8D2|M3Z8D2_MUSPF
OG0003102	sp|P51687|SUOX_HUMAN	tr|M3XPF5|M3XPF5_MUSPF
OG0003103	sp|Q14439|GP176_HUMAN	tr|A0A8U0SUN1|A0A8U0SUN1_MUSPF
OG0003104	sp|Q15031|SYLM_HUMAN	tr|A0A8U0MZ01|A0A8U0MZ01_MUSPF
OG0003105	sp|Q53S33|BOLA3_HUMAN	tr|A0A8U0V011|A0A8U0V011_MUSPF
OG0003106	sp|Q5I0X7|TTC32_HUMAN	tr|A0A8U0SSE4|A0A8U0SSE4_MUSPF
OG0003107	sp|Q5JTJ3|COA6_HUMAN	tr|G9L131|G9L131_MUSPF
OG0003108	sp|Q5VWC8|HACD4_HUMAN	tr|M3YX21|M3YX21_MUSPF
OG0003109	sp|Q5VXU9|SHOC1_HUMAN	tr|A0A8U0S7A2|A0A8U0S7A2_MUSPF
OG0003110	sp|Q5VZB9|DMRTA_HUMAN	tr|M3YX05|M3YX05_MUSPF
OG0003111	sp|Q68D91|MBLC2_HUMAN	tr|M3Y973|M3Y973_MUSPF
OG0003112	sp|Q6ISB3|GRHL2_HUMAN	tr|A0A8U0P091|A0A8U0P091_MUSPF
OG0003113	sp|Q6NZ36|FAP20_HUMAN	tr|A0A8U0UN26|A0A8U0UN26_MUSPF
OG0003114	sp|Q6P2C8|MED27_HUMAN	tr|A0A8U0MVX9|A0A8U0MVX9_MUSPF
OG0003115	sp|Q6P9F0|CCD62_HUMAN	tr|A0A8U0RU88|A0A8U0RU88_MUSPF
OG0003116	sp|Q6UX01|LMBRL_HUMAN	tr|A0A8U0RRS7|A0A8U0RRS7_MUSPF
OG0003117	sp|Q6UYE1|LEU7_HUMAN	tr|A0A8U0V2P2|A0A8U0V2P2_MUSPF
OG0003118	sp|Q6ZMH5|S39A5_HUMAN	tr|A0A8U0UUU3|A0A8U0UUU3_MUSPF
OG0003119	sp|Q7L0Y3|TM10C_HUMAN	tr|M3Z8D4|M3Z8D4_MUSPF
OG0003120	sp|Q7Z7M9|GALT5_HUMAN	tr|M3XMZ8|M3XMZ8_MUSPF
OG0003121	sp|Q8IXZ2|ZC3H3_HUMAN	tr|A0A8U0RSC9|A0A8U0RSC9_MUSPF
OG0003122	sp|Q8IZC4|RTKN2_HUMAN	tr|A0A8U0TH72|A0A8U0TH72_MUSPF
OG0003123	sp|Q8N7H5|PAF1_HUMAN	tr|A0A8U0NCM8|A0A8U0NCM8_MUSPF
OG0003124	sp|Q8NCX0|CC150_HUMAN	tr|A0A8U0T3I7|A0A8U0T3I7_MUSPF
OG0003125	sp|Q8WVE0|EFMT1_HUMAN	tr|M3XNE3|M3XNE3_MUSPF
OG0003126	sp|Q92504|S39A7_HUMAN	tr|M3XT52|M3XT52_MUSPF
OG0003127	sp|Q96B67|ARRD3_HUMAN	tr|M3Y8J6|M3Y8J6_MUSPF
OG0003128	sp|Q96KS0|EGLN2_HUMAN	tr|A0A8U0NC22|A0A8U0NC22_MUSPF
OG0003129	sp|Q96MT7|CFA44_HUMAN	tr|A0A8U0MZY8|A0A8U0MZY8_MUSPF
OG0003130	sp|Q96RT1|ERBIN_HUMAN	tr|A0A8U0RUJ6|A0A8U0RUJ6_MUSPF
OG0003131	sp|Q96T83|SL9A7_HUMAN	tr|A0A8U0US27|A0A8U0US27_MUSPF
OG0003132	sp|Q99442|SEC62_HUMAN	tr|A0A8U0TEV8|A0A8U0TEV8_MUSPF
OG0003133	sp|Q9BQY9|DBND2_HUMAN	tr|A0A8U0NQT4|A0A8U0NQT4_MUSPF
OG0003134	sp|Q9BXJ2|C1QT7_HUMAN	tr|A0A8U0T8T0|A0A8U0T8T0_MUSPF
OG0003135	sp|Q9BY71|LRRC3_HUMAN	tr|M3Z5T1|M3Z5T1_MUSPF
OG0003136	sp|Q9BZJ4|S2539_HUMAN	tr|G9KPD2|G9KPD2_MUSPF
OG0003137	sp|Q9GZN7|ROGDI_HUMAN	tr|A0A8U0UUQ5|A0A8U0UUQ5_MUSPF
OG0003138	sp|Q9GZW8|MS4A7_HUMAN	tr|M3YSU4|M3YSU4_MUSPF
OG0003139	sp|Q9H0H0|INT2_HUMAN	tr|A0A8U0STC7|A0A8U0STC7_MUSPF
OG0003140	sp|Q9H3S5|PIGM_HUMAN	tr|A0A8U0NCG2|A0A8U0NCG2_MUSPF
OG0003141	sp|Q9NR46|SHLB2_HUMAN	tr|A0A8U0SB75|A0A8U0SB75_MUSPF
OG0003142	sp|Q9NUI1|DECR2_HUMAN	tr|M3YX49|M3YX49_MUSPF
OG0003143	sp|Q9UIB8|SLAF5_HUMAN	tr|M3YRT6|M3YRT6_MUSPF
OG0003144	sp|Q9UIQ6|LCAP_HUMAN	tr|A0A8U0N726|A0A8U0N726_MUSPF
OG0003145	sp|Q9UK61|TASOR_HUMAN	tr|A0A8U0MDN1|A0A8U0MDN1_MUSPF
OG0003146	sp|Q9UKT9|IKZF3_HUMAN	tr|M3YU48|M3YU48_MUSPF
OG0003147	sp|Q9UL59|ZN214_HUMAN	tr|M3YGB5|M3YGB5_MUSPF
OG0003148	sp|Q9UPX8|SHAN2_HUMAN	tr|A0A8U0RE38|A0A8U0RE38_MUSPF
OG0003149	sp|Q9Y2G3|AT11B_HUMAN	tr|A0A8U0SN80|A0A8U0SN80_MUSPF
OG0003150	sp|Q9Y6W3|CAN7_HUMAN	tr|M3XRN3|M3XRN3_MUSPF
OG0003151	sp|A0AUZ9|KAL1L_HUMAN	tr|A0A8U0TG24|A0A8U0TG24_MUSPF
OG0003152	sp|O14526|FCHO1_HUMAN	tr|M3YWI9|M3YWI9_MUSPF
OG0003153	sp|O15079|SNPH_HUMAN	tr|A0A8U0SBP9|A0A8U0SBP9_MUSPF
OG0003154	sp|O43159|RRP8_HUMAN	tr|A0A8U0NHI2|A0A8U0NHI2_MUSPF
OG0003155	sp|O43189|PHF1_HUMAN	tr|A0A8U0N8I8|A0A8U0N8I8_MUSPF
OG0003156	sp|O76096|CYTF_HUMAN	tr|M3XPV5|M3XPV5_MUSPF
OG0003157	sp|O95455|TGDS_HUMAN	tr|M3YK99|M3YK99_MUSPF
OG0003158	sp|O95644|NFAC1_HUMAN	tr|A0A8U0SE08|A0A8U0SE08_MUSPF
OG0003159	sp|P01135|TGFA_HUMAN	tr|A0A8U0V1U7|A0A8U0V1U7_MUSPF
OG0003160	sp|P01730|CD4_HUMAN	tr|A0A8U0RMT4|A0A8U0RMT4_MUSPF
OG0003161	sp|P01833|PIGR_HUMAN	tr|M3YER0|M3YER0_MUSPF
OG0003162	sp|P04198|MYCN_HUMAN	tr|A0A8U0ML00|A0A8U0ML00_MUSPF
OG0003163	sp|P0C7M8|CLC2L_HUMAN	tr|A0A8U0TAX0|A0A8U0TAX0_MUSPF
OG0003164	sp|P0C7W6|CC172_HUMAN	tr|M3XWL7|M3XWL7_MUSPF
OG0003165	sp|P11926|DCOR_HUMAN	tr|M3YPG5|M3YPG5_MUSPF
OG0003166	sp|P26010|ITB7_HUMAN	tr|M3Y419|M3Y419_MUSPF
OG0003167	sp|P48509|CD151_HUMAN	tr|A0A8U0UQJ9|A0A8U0UQJ9_MUSPF
OG0003168	sp|P51149|RAB7A_HUMAN	tr|M3Z0W1|M3Z0W1_MUSPF
OG0003169	sp|P56559|ARL4C_HUMAN	tr|M3Z6D0|M3Z6D0_MUSPF
OG0003170	sp|Q13077|TRAF1_HUMAN	tr|M3Y8C9|M3Y8C9_MUSPF
OG0003171	sp|Q13946|PDE7A_HUMAN	tr|A0A8U0RYM2|A0A8U0RYM2_MUSPF
OG0003172	sp|Q14344|GNA13_HUMAN	tr|A0A8U0S6I4|A0A8U0S6I4_MUSPF
OG0003173	sp|Q14865|ARI5B_HUMAN	tr|M3YI29|M3YI29_MUSPF
OG0003174	sp|Q17R55|F187B_HUMAN	tr|A0A8U0N214|A0A8U0N214_MUSPF
OG0003175	sp|Q3SXY8|AR13B_HUMAN	tr|M3XUE7|M3XUE7_MUSPF
OG0003176	sp|Q53G44|IF44L_HUMAN	tr|M3YH61|M3YH61_MUSPF
OG0003177	sp|Q5T9L3|WLS_HUMAN	tr|M3XP04|M3XP04_MUSPF
OG0003178	sp|Q5TB30|DEP1A_HUMAN	tr|M3XP83|M3XP83_MUSPF
OG0003179	sp|Q6PL45|BRID5_HUMAN	tr|A0A8U0MQF9|A0A8U0MQF9_MUSPF
OG0003180	sp|Q6ZRR5|TLCD5_HUMAN	tr|M3Y2K2|M3Y2K2_MUSPF
OG0003181	sp|Q86SQ0|PHLB2_HUMAN	tr|A0A8U0SMV3|A0A8U0SMV3_MUSPF
OG0003182	sp|Q86X10|RLGPB_HUMAN	tr|A0A8U0V534|A0A8U0V534_MUSPF
OG0003183	sp|Q8IV76|PASD1_HUMAN	tr|A0A8U0RJT5|A0A8U0RJT5_MUSPF
OG0003184	sp|Q8IW40|CC103_HUMAN	tr|M3YCH8|M3YCH8_MUSPF
OG0003185	sp|Q8N335|GPD1L_HUMAN	tr|M3YKG9|M3YKG9_MUSPF
OG0003186	sp|Q8N485|LIX1_HUMAN	tr|M3XZA8|M3XZA8_MUSPF
OG0003187	sp|Q8N4P3|MESH1_HUMAN	tr|A0A8U0NYI7|A0A8U0NYI7_MUSPF
OG0003188	sp|Q8N9F0|NAT8L_HUMAN	tr|A0A8U0RTI7|A0A8U0RTI7_MUSPF
OG0003189	sp|Q8NC60|NOA1_HUMAN	tr|A0A8U0S3D9|A0A8U0S3D9_MUSPF
OG0003190	sp|Q8NCT3|MACA2_HUMAN	tr|A0A8U0SQP7|A0A8U0SQP7_MUSPF
OG0003191	sp|Q8NE28|STKL1_HUMAN	tr|A0A8U0SCG9|A0A8U0SCG9_MUSPF
OG0003192	sp|Q8NFD5|ARI1B_HUMAN	tr|A0A8U0V2Y6|A0A8U0V2Y6_MUSPF
OG0003193	sp|Q8NGF3|O51D1_HUMAN	tr|A0A8U0N4P8|A0A8U0N4P8_MUSPF
OG0003194	sp|Q8TAI7|REBL1_HUMAN	tr|A0A8U0NLW1|A0A8U0NLW1_MUSPF
OG0003195	sp|Q8WXK1|ASB15_HUMAN	tr|M3Y5Z0|M3Y5Z0_MUSPF
OG0003196	sp|Q8WYQ9|ZCH14_HUMAN	tr|A0A8U0UZS8|A0A8U0UZS8_MUSPF
OG0003197	sp|Q96EY4|TMA16_HUMAN	tr|M3XS12|M3XS12_MUSPF
OG0003198	sp|Q96F81|DISP1_HUMAN	tr|A0A8U0V023|A0A8U0V023_MUSPF
OG0003199	sp|Q96FL9|GLT14_HUMAN	tr|M3XZL1|M3XZL1_MUSPF
OG0003200	sp|Q96MH6|TMM68_HUMAN	tr|A0A8U0RVH1|A0A8U0RVH1_MUSPF
OG0003201	sp|Q96PS8|AQP10_HUMAN	tr|A0A8U0TAA6|A0A8U0TAA6_MUSPF
OG0003202	sp|Q96QE2|MYCT_HUMAN	tr|M3XMD1|M3XMD1_MUSPF
OG0003203	sp|Q99437|VATO_HUMAN	tr|M3YQ83|M3YQ83_MUSPF
OG0003204	sp|Q9BT43|RPC7L_HUMAN	tr|M3XP06|M3XP06_MUSPF
OG0003205	sp|Q9BVV8|F174C_HUMAN	tr|A0A8U0V8K3|A0A8U0V8K3_MUSPF
OG0003206	sp|Q9NQ11|AT132_HUMAN	tr|A0A8U0R992|A0A8U0R992_MUSPF
OG0003207	sp|Q9NS98|SEM3G_HUMAN	tr|M3YZA5|M3YZA5_MUSPF
OG0003208	sp|Q9UBX7|KLK11_HUMAN	tr|M3XR05|M3XR05_MUSPF
OG0003209	sp|Q9UHV5|RPGFL_HUMAN	tr|A0A8U0N280|A0A8U0N280_MUSPF
OG0003210	sp|Q9UI42|CBPA4_HUMAN	tr|M3Y1F0|M3Y1F0_MUSPF
OG0003211	sp|Q9UJJ9|GNPTG_HUMAN	tr|M3YW35|M3YW35_MUSPF
OG0003212	sp|Q9UNA3|A4GCT_HUMAN	tr|A0A8U0MZD4|A0A8U0MZD4_MUSPF
OG0003213	sp|Q9UNK4|PA2GD_HUMAN	tr|M3YXE8|M3YXE8_MUSPF
OG0003214	sp|Q9Y276|BCS1_HUMAN	tr|M3YYM7|M3YYM7_MUSPF
OG0003215	sp|Q9Y5N6|ORC6_HUMAN	tr|M3XUC6|M3XUC6_MUSPF
OG0003216	sp|A5YM72|CRNS1_HUMAN	tr|A0A8U0RE88|A0A8U0RE88_MUSPF
OG0003217	sp|O15533|TPSN_HUMAN	tr|A0A8U0N7R7|A0A8U0N7R7_MUSPF
OG0003218	sp|O43572|AKA10_HUMAN	tr|M3YFT9|M3YFT9_MUSPF
OG0003219	sp|O60427|FADS1_HUMAN	tr|M3YRP4|M3YRP4_MUSPF
OG0003220	sp|O75113|N4BP1_HUMAN	tr|A0A8U0NP85|A0A8U0NP85_MUSPF
OG0003221	sp|O75969|AKAP3_HUMAN	tr|A0A8U0NL32|A0A8U0NL32_MUSPF
OG0003222	sp|O95069|KCNK2_HUMAN	tr|A0A8U0NLZ5|A0A8U0NLZ5_MUSPF
OG0003223	sp|P00918|CAH2_HUMAN	tr|M3YH86|M3YH86_MUSPF
OG0003224	sp|P02679|FIBG_HUMAN	tr|A0A8U0N8U4|A0A8U0N8U4_MUSPF
OG0003225	sp|P02748|CO9_HUMAN	tr|M3YTM4|M3YTM4_MUSPF
OG0003226	sp|P07305|H10_HUMAN	tr|M3Z6F2|M3Z6F2_MUSPF
OG0003227	sp|P09543|CN37_HUMAN	tr|A0A8U0S756|A0A8U0S756_MUSPF
OG0003228	sp|P10301|RRAS_HUMAN	tr|M3XTT6|M3XTT6_MUSPF
OG0003229	sp|P18858|DNLI1_HUMAN	tr|M3XYX5|M3XYX5_MUSPF
OG0003230	sp|P22304|IDS_HUMAN	tr|A0A8U0ND75|A0A8U0ND75_MUSPF
OG0003231	sp|P36551|HEM6_HUMAN	tr|M3YIL9|M3YIL9_MUSPF
OG0003232	sp|P41159|LEP_HUMAN	tr|M3Y573|M3Y573_MUSPF
OG0003233	sp|P45379|TNNT2_HUMAN	tr|A0A8U0NVB3|A0A8U0NVB3_MUSPF
OG0003234	sp|P49589|SYCC_HUMAN	tr|M3Y111|M3Y111_MUSPF
OG0003235	sp|P56705|WNT4_HUMAN	tr|A0A8U0UKP1|A0A8U0UKP1_MUSPF
OG0003236	sp|P82675|RT05_HUMAN	tr|A0A8U0S334|A0A8U0S334_MUSPF
OG0003237	sp|P98164|LRP2_HUMAN	tr|A0A8U0SRJ8|A0A8U0SRJ8_MUSPF
OG0003238	sp|Q05707|COEA1_HUMAN	tr|A0A8U0MIN0|A0A8U0MIN0_MUSPF
OG0003239	sp|Q05940|VMAT2_HUMAN	tr|M3XW67|M3XW67_MUSPF
OG0003240	sp|Q07325|CXCL9_HUMAN	tr|A8DBK9|A8DBK9_MUSPF
OG0003241	sp|Q12980|NPRL3_HUMAN	tr|A0A8U0MPS1|A0A8U0MPS1_MUSPF
OG0003242	sp|Q13405|RM49_HUMAN	tr|A0A8U0N816|A0A8U0N816_MUSPF
OG0003243	sp|Q13822|ENPP2_HUMAN	tr|A0A8U0MJF9|A0A8U0MJF9_MUSPF
OG0003244	sp|Q14498|RBM39_HUMAN	tr|M3Z262|M3Z262_MUSPF
OG0003245	sp|Q15035|TRAM2_HUMAN	tr|A0A8U0NKA2|A0A8U0NKA2_MUSPF
OG0003246	sp|Q16352|AINX_HUMAN	tr|M3YZH9|M3YZH9_MUSPF
OG0003247	sp|Q16654|PDK4_HUMAN	tr|M3XR41|M3XR41_MUSPF
OG0003248	sp|Q4KMG0|CDON_HUMAN	tr|A0A8U0TDX4|A0A8U0TDX4_MUSPF
OG0003249	sp|Q53QZ3|RHG15_HUMAN	tr|M3XX51|M3XX51_MUSPF
OG0003250	sp|Q5BN46|PIRC1_HUMAN	tr|A0A8U0SA61|A0A8U0SA61_MUSPF
OG0003251	sp|Q5D0E6|DALD3_HUMAN	tr|A0A8U0S435|A0A8U0S435_MUSPF
OG0003252	sp|Q5THK1|PR14L_HUMAN	tr|A0A8U0RFX4|A0A8U0RFX4_MUSPF
OG0003253	sp|Q6PIU2|NCEH1_HUMAN	tr|M3Z0F1|M3Z0F1_MUSPF
OG0003254	sp|Q6UW56|ARAID_HUMAN	tr|A0A8U0T0P8|A0A8U0T0P8_MUSPF
OG0003256	sp|Q76I76|SSH2_HUMAN	tr|A0A8U0SSY9|A0A8U0SSY9_MUSPF
OG0003257	sp|Q7LGA3|HS2ST_HUMAN	tr|A0A8U0SVJ2|A0A8U0SVJ2_MUSPF
OG0003258	sp|Q86VF5|MOGT3_HUMAN	tr|A0A8U0MZ06|A0A8U0MZ06_MUSPF
OG0003259	sp|Q86WG3|ATCAY_HUMAN	tr|M3XZB8|M3XZB8_MUSPF
OG0003260	sp|Q86WZ0|HEAT4_HUMAN	tr|A0A8U0RSR8|A0A8U0RSR8_MUSPF
OG0003261	sp|Q86XM0|CTSRD_HUMAN	tr|A0A8U0V6N5|A0A8U0V6N5_MUSPF
OG0003262	sp|Q8IVS8|GLCTK_HUMAN	tr|A0A8U0NNF7|A0A8U0NNF7_MUSPF
OG0003263	sp|Q8IVU3|HERC6_HUMAN	tr|A0A8U0MV74|A0A8U0MV74_MUSPF
OG0003264	sp|Q8IZ63|PRR22_HUMAN	tr|A0A8U0N8G9|A0A8U0N8G9_MUSPF
OG0003265	sp|Q8N1P7|CRBG2_HUMAN	tr|A0A8U0MGK3|A0A8U0MGK3_MUSPF
OG0003266	sp|Q8N554|ZN276_HUMAN	tr|A0A8U0RWW5|A0A8U0RWW5_MUSPF
OG0003267	sp|Q8N9B4|ANR42_HUMAN	tr|A0A8U0UTB0|A0A8U0UTB0_MUSPF
OG0003268	sp|Q8NBQ7|AQP11_HUMAN	tr|M3YWY2|M3YWY2_MUSPF
OG0003269	sp|Q8TDG4|HELQ_HUMAN	tr|A0A8U0RZM5|A0A8U0RZM5_MUSPF
OG0003270	sp|Q8TEB1|DCA11_HUMAN	tr|A0A8U0NT34|A0A8U0NT34_MUSPF
OG0003271	sp|Q8WYP3|RIN2_HUMAN	tr|A0A8U0NSL6|A0A8U0NSL6_MUSPF
OG0003272	sp|Q969M1|TM40L_HUMAN	tr|A0A8U0SGL2|A0A8U0SGL2_MUSPF
OG0003273	sp|Q96EG1|ARSG_HUMAN	tr|M3YSZ0|M3YSZ0_MUSPF
OG0003274	sp|Q96HM7|PED1B_HUMAN	tr|A0A8U0TH67|A0A8U0TH67_MUSPF
OG0003275	sp|Q96K80|ZC3HA_HUMAN	tr|M3Z466|M3Z466_MUSPF
OG0003276	sp|Q96T88|UHRF1_HUMAN	tr|M3Y1N4|M3Y1N4_MUSPF
OG0003277	sp|Q99542|MMP19_HUMAN	tr|M3XPC2|M3XPC2_MUSPF
OG0003278	sp|Q9H582|ZN644_HUMAN	tr|M3XZS9|M3XZS9_MUSPF
OG0003279	sp|Q9H6X4|TM134_HUMAN	tr|A0A8U0MY44|A0A8U0MY44_MUSPF
OG0003280	sp|Q9HCC6|HES4_HUMAN	tr|M3YR52|M3YR52_MUSPF
OG0003281	sp|Q9NR21|PAR11_HUMAN	tr|A0A8U0NEV7|A0A8U0NEV7_MUSPF
OG0003282	sp|Q9NR50|EI2BG_HUMAN	tr|M3YPE7|M3YPE7_MUSPF
OG0003283	sp|Q9NRV9|HEBP1_HUMAN	tr|A0A8U0MVF0|A0A8U0MVF0_MUSPF
OG0003284	sp|Q9NVM1|EVA1B_HUMAN	tr|M3YTL2|M3YTL2_MUSPF
OG0003285	sp|Q9NX55|HYPK_HUMAN	tr|M3YGV0|M3YGV0_MUSPF
OG0003286	sp|Q9ULW3|ABT1_HUMAN	tr|M3YB31|M3YB31_MUSPF
OG0003287	sp|Q9Y4Y9|LSM5_HUMAN	tr|A0A8U0MZT2|A0A8U0MZT2_MUSPF
OG0003288	sp|A0A286YF18|SMI44_HUMAN	tr|A0A8U0SGY9|A0A8U0SGY9_MUSPF
OG0003289	sp|B9A014|F243A_HUMAN	tr|M3Z694|M3Z694_MUSPF
OG0003290	sp|O00411|RPOM_HUMAN	tr|M3YES8|M3YES8_MUSPF
OG0003291	sp|O00444|PLK4_HUMAN	tr|A0A8U0RCZ1|A0A8U0RCZ1_MUSPF
OG0003292	sp|O00451|GFRA2_HUMAN	tr|M3XYS5|M3XYS5_MUSPF
OG0003293	sp|O00567|NOP56_HUMAN	tr|M3YCI5|M3YCI5_MUSPF
OG0003294	sp|O15342|VA0E1_HUMAN	tr|A0A8U0SN17|A0A8U0SN17_MUSPF
OG0003295	sp|O60879|DIAP2_HUMAN	tr|A0A8U0NJX2|A0A8U0NJX2_MUSPF
OG0003296	sp|O94888|UBXN7_HUMAN	tr|A0A8U0SS64|A0A8U0SS64_MUSPF
OG0003297	sp|O94923|GLCE_HUMAN	tr|M3XMA6|M3XMA6_MUSPF
OG0003298	sp|O95473|SNG4_HUMAN	tr|M3XYF8|M3XYF8_MUSPF
OG0003299	sp|P01116|RASK_HUMAN	tr|A0A8U0RR18|A0A8U0RR18_MUSPF
OG0003300	sp|P0DJ93|SIM13_HUMAN	tr|A0A8U0SVV8|A0A8U0SVV8_MUSPF
OG0003301	sp|P14316|IRF2_HUMAN	tr|A0A8U0RIH1|A0A8U0RIH1_MUSPF
OG0003302	sp|P14651|HXB3_HUMAN	tr|A0A8U0URR8|A0A8U0URR8_MUSPF
OG0003303	sp|P20701|ITAL_HUMAN	tr|A0A8U0T4W4|A0A8U0T4W4_MUSPF
OG0003304	sp|P31276|HXC13_HUMAN	tr|A0A8U0T597|A0A8U0T597_MUSPF
OG0003305	sp|P32247|BRS3_HUMAN	tr|M3XS37|M3XS37_MUSPF
OG0003306	sp|P35269|T2FA_HUMAN	tr|M3Y5A9|M3Y5A9_MUSPF
OG0003307	sp|P35372|OPRM_HUMAN	tr|M3XS95|M3XS95_MUSPF
OG0003308	sp|P36269|GGT5_HUMAN	tr|A0A8U0NN05|A0A8U0NN05_MUSPF
OG0003309	sp|P49247|RPIA_HUMAN	tr|A0A8U0MHP3|A0A8U0MHP3_MUSPF
OG0003310	sp|P49716|CEBPD_HUMAN	tr|A0A8U0T7K6|A0A8U0T7K6_MUSPF
OG0003311	sp|P51587|BRCA2_HUMAN	tr|M3XS78|M3XS78_MUSPF
OG0003312	sp|P60660|MYL6_HUMAN	tr|A0A8U0N9S8|A0A8U0N9S8_MUSPF
OG0003313	sp|P61129|ZC3H6_HUMAN	tr|A0A8U0S241|A0A8U0S241_MUSPF
OG0003314	sp|P80075|CCL8_HUMAN	tr|M3YTS4|M3YTS4_MUSPF
OG0003315	sp|P98179|RBM3_HUMAN	tr|M3YQB9|M3YQB9_MUSPF
OG0003316	sp|Q00577|PURA_HUMAN	tr|A0A8U0RUU4|A0A8U0RUU4_MUSPF
OG0003317	sp|Q0P6D6|CCD15_HUMAN	tr|M3Y4I4|M3Y4I4_MUSPF
OG0003318	sp|Q13495|MAMD1_HUMAN	tr|A0A8U0RG68|A0A8U0RG68_MUSPF
OG0003319	sp|Q15366|PCBP2_HUMAN	tr|M3Y3M8|M3Y3M8_MUSPF
OG0003320	sp|Q16595|FRDA_HUMAN	tr|A0A8U0RAN7|A0A8U0RAN7_MUSPF
OG0003321	sp|Q16678|CP1B1_HUMAN	tr|M3YFT5|M3YFT5_MUSPF
OG0003322	sp|Q5I0G3|MDH1B_HUMAN	tr|M3XN17|M3XN17_MUSPF
OG0003323	sp|Q5T3U5|MRP7_HUMAN	tr|A0A8U0NY43|A0A8U0NY43_MUSPF
OG0003324	sp|Q5T8D3|ACBD5_HUMAN	tr|A0A8U0NX62|A0A8U0NX62_MUSPF
OG0003325	sp|Q5TA50|CPTP_HUMAN	tr|M3YSA3|M3YSA3_MUSPF
OG0003326	sp|Q60I27|AL2CL_HUMAN	tr|M3YUP5|M3YUP5_MUSPF
OG0003327	sp|Q659A1|ICE2_HUMAN	tr|M3XNV7|M3XNV7_MUSPF
OG0003328	sp|Q6P3W7|SCYL2_HUMAN	tr|M3YJF3|M3YJF3_MUSPF
OG0003329	sp|Q6ZTR5|CFA47_HUMAN	tr|A0A8U0V9R6|A0A8U0V9R6_MUSPF
OG0003330	sp|Q6ZVT6|CF20D_HUMAN	tr|A0A8U0TCM1|A0A8U0TCM1_MUSPF
OG0003331	sp|Q86W34|AMZ2_HUMAN	tr|M3YSZ9|M3YSZ9_MUSPF
OG0003332	sp|Q86WR7|PRSR2_HUMAN	tr|M3XPR3|M3XPR3_MUSPF
OG0003333	sp|Q8N3C7|CLIP4_HUMAN	tr|M3Z2Q9|M3Z2Q9_MUSPF
OG0003334	sp|Q8N5G0|SIM20_HUMAN	tr|A0A8U0RWB1|A0A8U0RWB1_MUSPF
OG0003335	sp|Q8N9F7|GDPD1_HUMAN	tr|A0A8U0MM37|A0A8U0MM37_MUSPF
OG0003336	sp|Q8TBP0|TBC16_HUMAN	tr|M3YLE4|M3YLE4_MUSPF
OG0003337	sp|Q8WU76|SCFD2_HUMAN	tr|A0A8U0N2T3|A0A8U0N2T3_MUSPF
OG0003338	sp|Q93052|LPP_HUMAN	tr|A0A8U0V9R7|A0A8U0V9R7_MUSPF
OG0003339	sp|Q969M7|UBE2F_HUMAN	tr|A0A8U0SKM3|A0A8U0SKM3_MUSPF
OG0003340	sp|Q96BW5|PTER_HUMAN	tr|M3YJB4|M3YJB4_MUSPF
OG0003341	sp|Q96C00|ZBTB9_HUMAN	tr|M3Z507|M3Z507_MUSPF
OG0003342	sp|Q96DN6|MBD6_HUMAN	tr|A0A8U0N8Z8|A0A8U0N8Z8_MUSPF
OG0003343	sp|Q96IU4|ABHEB_HUMAN	tr|M3YK09|M3YK09_MUSPF
OG0003344	sp|Q96JP5|ZFP91_HUMAN	tr|A0A8U0R8P6|A0A8U0R8P6_MUSPF
OG0003345	sp|Q96NJ3|ZN285_HUMAN	tr|M3Y507|M3Y507_MUSPF
OG0003346	sp|Q9BQI4|CCDC3_HUMAN	tr|A0A8U0NKB9|A0A8U0NKB9_MUSPF
OG0003347	sp|Q9BQT9|CSTN3_HUMAN	tr|M3YZ92|M3YZ92_MUSPF
OG0003348	sp|Q9BWW7|SCRT1_HUMAN	tr|A0A8U0RSE2|A0A8U0RSE2_MUSPF
OG0003349	sp|Q9BXP2|S12A9_HUMAN	tr|A0A8U0NXK8|A0A8U0NXK8_MUSPF
OG0003350	sp|Q9GZU0|CF062_HUMAN	tr|A0A8U0SDR1|A0A8U0SDR1_MUSPF
OG0003351	sp|Q9H1A4|APC1_HUMAN	tr|M3YDK4|M3YDK4_MUSPF
OG0003352	sp|Q9H987|SYP2L_HUMAN	tr|A0A8U0N7K8|A0A8U0N7K8_MUSPF
OG0003353	sp|Q9NUT2|MITOS_HUMAN	tr|M3Y9L6|M3Y9L6_MUSPF
OG0003354	sp|Q9NVX2|NLE1_HUMAN	tr|A0A8U0NR92|A0A8U0NR92_MUSPF
OG0003355	sp|Q9NWR8|MCUB_HUMAN	tr|M3YB70|M3YB70_MUSPF
OG0003356	sp|Q9NY27|PP4R2_HUMAN	tr|M3YZZ1|M3YZZ1_MUSPF
OG0003357	sp|Q9UBC2|EP15R_HUMAN	tr|A0A8U0V3A1|A0A8U0V3A1_MUSPF
OG0003358	sp|Q9UHB9|SRP68_HUMAN	tr|M3YQ36|M3YQ36_MUSPF
OG0003359	sp|Q9UL26|RB22A_HUMAN	tr|A0A8U0UTN4|A0A8U0UTN4_MUSPF
OG0003360	sp|Q9Y2S7|PDIP2_HUMAN	tr|M3YSA7|M3YSA7_MUSPF
OG0003361	sp|A0FGR9|ESYT3_HUMAN	tr|M3YCM7|M3YCM7_MUSPF
