Orthogroup	Homo_sapiens	Myotis_brandtii
OG0001822	sp|Q8NDV3|SMC1B_HUMAN	tr|S7NSR4|S7NSR4_MYOBR
OG0001822	sp|Q14683|SMC1A_HUMAN	tr|S7PG70|S7PG70_MYOBR
OG0001823	sp|O75469|NR1I2_HUMAN	tr|S7N8L3|S7N8L3_MYOBR
OG0001823	sp|Q14994|NR1I3_HUMAN	tr|S7NAQ3|S7NAQ3_MYOBR
OG0001824	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|S7Q8E2|S7Q8E2_MYOBR, tr|S7NCM5|S7NCM5_MYOBR
OG0001825	sp|Q9H9F9|ARP5_HUMAN	tr|S7PKB2|S7PKB2_MYOBR, tr|S7Q600|S7Q600_MYOBR, tr|S7NG37|S7NG37_MYOBR
OG0001826	sp|P27338|AOFB_HUMAN	tr|S7Q0P1|S7Q0P1_MYOBR
OG0001826	sp|P21397|AOFA_HUMAN	tr|S7Q7J6|S7Q7J6_MYOBR
OG0001827	sp|Q8WU20|FRS2_HUMAN	tr|S7MDH7|S7MDH7_MYOBR
OG0001827	sp|P78371|TCPB_HUMAN	tr|S7P0M2|S7P0M2_MYOBR
OG0001828	sp|Q8TCQ1|MARH1_HUMAN	tr|S7P231|S7P231_MYOBR
OG0001828	sp|Q5T0T0|MARH8_HUMAN	tr|S7MBW6|S7MBW6_MYOBR
OG0001829	sp|P17026|ZNF22_HUMAN	tr|S7P256|S7P256_MYOBR, tr|S7PPX3|S7PPX3_MYOBR, tr|S7MMP8|S7MMP8_MYOBR
OG0001830	sp|Q6FIF0|ZFAN6_HUMAN, sp|O76080|ZFAN5_HUMAN	tr|S7PT44|S7PT44_MYOBR, tr|S7PF25|S7PF25_MYOBR
OG0001831	sp|O95747|OXSR1_HUMAN	tr|S7NN29|S7NN29_MYOBR
OG0001831	sp|Q9UEW8|STK39_HUMAN	tr|S7P3V2|S7P3V2_MYOBR
OG0001832	sp|P20142|PEPC_HUMAN	tr|S7NQI7|S7NQI7_MYOBR, tr|S7MJY4|S7MJY4_MYOBR, tr|S7P7Y0|S7P7Y0_MYOBR
OG0001833	sp|Q86Z02|HIPK1_HUMAN	tr|S7MIK0|S7MIK0_MYOBR
OG0001833	sp|Q9H2X6|HIPK2_HUMAN	tr|S7NA45|S7NA45_MYOBR
OG0001834	sp|Q13107|UBP4_HUMAN	tr|S7MUW8|S7MUW8_MYOBR, tr|S7NUQ4|S7NUQ4_MYOBR, tr|S7PAR9|S7PAR9_MYOBR
OG0001835	sp|Q8NH89|O5AK3_HUMAN, sp|Q8NH90|O5AK2_HUMAN	tr|S7QEB6|S7QEB6_MYOBR, tr|S7Q826|S7Q826_MYOBR
OG0001836	sp|O43365|HXA3_HUMAN	tr|S7P619|S7P619_MYOBR
OG0001836	sp|P31249|HXD3_HUMAN	tr|S7MDM3|S7MDM3_MYOBR
OG0001837	sp|P00505|AATM_HUMAN	tr|S7PUK0|S7PUK0_MYOBR, tr|S7PL28|S7PL28_MYOBR, tr|S7MW98|S7MW98_MYOBR
OG0001838	sp|P11388|TOP2A_HUMAN	tr|S7MLH7|S7MLH7_MYOBR
OG0001838	sp|Q02880|TOP2B_HUMAN	tr|S7NVH2|S7NVH2_MYOBR
OG0001839	sp|Q12946|FOXF1_HUMAN	tr|S7MMP1|S7MMP1_MYOBR
OG0001839	sp|Q12947|FOXF2_HUMAN	tr|S7MYT0|S7MYT0_MYOBR
OG0001840	sp|Q9ULQ0|STRP2_HUMAN	tr|S7MY18|S7MY18_MYOBR
OG0001840	sp|Q5VSL9|STRP1_HUMAN	tr|S7P7Z6|S7P7Z6_MYOBR
OG0001841	sp|Q96AC6|KIFC2_HUMAN, sp|Q9UIL4|KIF25_HUMAN, sp|Q9BVG8|KIFC3_HUMAN	tr|S7N7W5|S7N7W5_MYOBR
OG0001842	sp|Q9NZ71|RTEL1_HUMAN	tr|S7MXT9|S7MXT9_MYOBR, tr|S7PM93|S7PM93_MYOBR, tr|S7Q8T2|S7Q8T2_MYOBR
OG0001843	sp|Q9H4L4|SENP3_HUMAN	tr|S7PYZ9|S7PYZ9_MYOBR, tr|S7NE65|S7NE65_MYOBR, tr|S7N9S5|S7N9S5_MYOBR
OG0001844	sp|Q8NB90|SPAT5_HUMAN	tr|S7MS64|S7MS64_MYOBR, tr|S7MW22|S7MW22_MYOBR, tr|S7Q9Z8|S7Q9Z8_MYOBR
OG0001845	sp|Q9H4D0|CSTN2_HUMAN	tr|S7PHB0|S7PHB0_MYOBR
OG0001845	sp|O94985|CSTN1_HUMAN	tr|S7N5C4|S7N5C4_MYOBR
OG0001846	sp|Q9NR56|MBNL1_HUMAN	tr|S7PZA0|S7PZA0_MYOBR, tr|S7PSP2|S7PSP2_MYOBR, tr|S7PPK2|S7PPK2_MYOBR
OG0001847	sp|Q99759|M3K3_HUMAN	tr|S7Q0E9|S7Q0E9_MYOBR, tr|S7MGG5|S7MGG5_MYOBR, tr|S7PTN7|S7PTN7_MYOBR
OG0001848	sp|Q9BV47|DUS26_HUMAN	tr|S7MQ56|S7MQ56_MYOBR, tr|S7MTT3|S7MTT3_MYOBR, tr|S7MQX1|S7MQX1_MYOBR
OG0001849	sp|Q9BXL6|CAR14_HUMAN	tr|S7MQ33|S7MQ33_MYOBR, tr|S7NIU0|S7NIU0_MYOBR, tr|S7MMN2|S7MMN2_MYOBR
OG0001850	sp|Q9NVX0|HAUS2_HUMAN	tr|S7N404|S7N404_MYOBR, tr|S7NBB4|S7NBB4_MYOBR, tr|S7MJ06|S7MJ06_MYOBR
OG0001851	sp|P53677|AP3M2_HUMAN	tr|S7MEH3|S7MEH3_MYOBR
OG0001851	sp|Q9Y2T2|AP3M1_HUMAN	tr|S7MTT6|S7MTT6_MYOBR
OG0001852	sp|Q6PJ21|SPSB3_HUMAN	tr|S7MU47|S7MU47_MYOBR, tr|S7NED0|S7NED0_MYOBR, tr|S7NUE5|S7NUE5_MYOBR
OG0001853	sp|Q99729|ROAA_HUMAN	tr|S7MS82|S7MS82_MYOBR, tr|S7MS06|S7MS06_MYOBR, tr|S7PUU3|S7PUU3_MYOBR
OG0001854	sp|P52272|HNRPM_HUMAN	tr|S7MZS5|S7MZS5_MYOBR
OG0001854	sp|Q9P2K5|MYEF2_HUMAN	tr|S7N0L3|S7N0L3_MYOBR
OG0001855	sp|Q86U28|ISCA2_HUMAN	tr|S7NM36|S7NM36_MYOBR, tr|S7NSA8|S7NSA8_MYOBR, tr|S7NP58|S7NP58_MYOBR
OG0001856	sp|Q9Y6D5|BIG2_HUMAN	tr|S7N4G5|S7N4G5_MYOBR
OG0001856	sp|Q9Y6D6|BIG1_HUMAN	tr|S7PCD3|S7PCD3_MYOBR
OG0001857	sp|P47211|GALR1_HUMAN, sp|O43603|GALR2_HUMAN, sp|O60755|GALR3_HUMAN	tr|S7MN48|S7MN48_MYOBR
OG0001858	sp|O75385|ULK1_HUMAN	tr|S7N525|S7N525_MYOBR
OG0001858	sp|Q8IYT8|ULK2_HUMAN	tr|S7PP52|S7PP52_MYOBR
OG0001859	sp|Q9H347|UBQL3_HUMAN	tr|S7P2K9|S7P2K9_MYOBR
OG0001859	sp|Q8IYU4|UBQLN_HUMAN	tr|S7MJ91|S7MJ91_MYOBR
OG0001860	sp|Q9Y255|PRLD1_HUMAN	tr|S7MS57|S7MS57_MYOBR, tr|S7NC77|S7NC77_MYOBR, tr|S7Q1G1|S7Q1G1_MYOBR
OG0001861	sp|O14986|PI51B_HUMAN	tr|S7Q1D4|S7Q1D4_MYOBR
OG0001861	sp|O60331|PI51C_HUMAN	tr|S7MI42|S7MI42_MYOBR
OG0001862	sp|P31785|IL2RG_HUMAN	tr|S7P3X3|S7P3X3_MYOBR, tr|S7PSE4|S7PSE4_MYOBR, tr|S7PSS8|S7PSS8_MYOBR
OG0001863	sp|P61247|RS3A_HUMAN	tr|S7N1Q8|S7N1Q8_MYOBR, tr|S7PTB4|S7PTB4_MYOBR, tr|S7MNZ5|S7MNZ5_MYOBR
OG0001864	sp|Q06210|GFPT1_HUMAN	tr|S7PKU5|S7PKU5_MYOBR
OG0001864	sp|O94808|GFPT2_HUMAN	tr|S7MRF1|S7MRF1_MYOBR
OG0001865	sp|Q13296|SG2A2_HUMAN, sp|O75556|SG2A1_HUMAN	tr|S7PEP8|S7PEP8_MYOBR, tr|S7PLG6|S7PLG6_MYOBR
OG0001866	sp|Q9H8M2|BRD9_HUMAN	tr|S7MXF0|S7MXF0_MYOBR, tr|S7NY11|S7NY11_MYOBR, tr|S7PLZ2|S7PLZ2_MYOBR
OG0001867	sp|O00629|IMA3_HUMAN	tr|S7PES7|S7PES7_MYOBR
OG0001867	sp|O00505|IMA4_HUMAN	tr|S7MNM8|S7MNM8_MYOBR
OG0001868	sp|P25791|RBTN2_HUMAN	tr|S7Q3C4|S7Q3C4_MYOBR, tr|S7MTJ6|S7MTJ6_MYOBR, tr|S7PZH5|S7PZH5_MYOBR
OG0001870	sp|P08246|ELNE_HUMAN, sp|P24158|PRTN3_HUMAN, sp|P20160|CAP7_HUMAN	tr|S7PCP3|S7PCP3_MYOBR
OG0001871	sp|P12829|MYL4_HUMAN	tr|S7MFU1|S7MFU1_MYOBR
OG0001871	sp|P08590|MYL3_HUMAN	tr|S7MV72|S7MV72_MYOBR
OG0001872	sp|P02549|SPTA1_HUMAN	tr|S7NJ60|S7NJ60_MYOBR
OG0001872	sp|Q13813|SPTN1_HUMAN	tr|S7NI68|S7NI68_MYOBR
OG0001873	sp|Q14562|DHX8_HUMAN	tr|S7PUR4|S7PUR4_MYOBR, tr|S7PYF2|S7PYF2_MYOBR, tr|S7Q1I2|S7Q1I2_MYOBR
OG0001874	sp|O14647|CHD2_HUMAN	tr|S7PNS0|S7PNS0_MYOBR
OG0001874	sp|O14646|CHD1_HUMAN	tr|S7PRA9|S7PRA9_MYOBR
OG0001875	sp|Q6PFW1|VIP1_HUMAN	tr|S7Q1M5|S7Q1M5_MYOBR
OG0001875	sp|O43314|VIP2_HUMAN	tr|S7MU06|S7MU06_MYOBR
OG0001876	sp|P24539|AT5F1_HUMAN	tr|S7NL69|S7NL69_MYOBR, tr|S7PZD6|S7PZD6_MYOBR, tr|S7MHC9|S7MHC9_MYOBR
OG0001877	sp|Q9Y2W2|WBP11_HUMAN	tr|S7MUG1|S7MUG1_MYOBR, tr|S7N2M2|S7N2M2_MYOBR, tr|S7P4L6|S7P4L6_MYOBR
OG0001878	sp|Q6PI25|CNIH2_HUMAN, sp|Q8TBE1|CNIH3_HUMAN, sp|O95406|CNIH1_HUMAN	tr|S7P8M7|S7P8M7_MYOBR
OG0001879	sp|O15460|P4HA2_HUMAN	tr|S7PB65|S7PB65_MYOBR
OG0001879	sp|P13674|P4HA1_HUMAN	tr|S7PFM7|S7PFM7_MYOBR
OG0001880	sp|P62841|RS15_HUMAN	tr|S7MR85|S7MR85_MYOBR, tr|S7NUJ7|S7NUJ7_MYOBR, tr|S7MUB9|S7MUB9_MYOBR
OG0001881	sp|Q92915|FGF14_HUMAN, sp|P61328|FGF12_HUMAN, sp|Q92913|FGF13_HUMAN	tr|S7P531|S7P531_MYOBR
OG0001882	sp|O76021|RL1D1_HUMAN	tr|S7PRL1|S7PRL1_MYOBR, tr|S7N5E0|S7N5E0_MYOBR, tr|S7MRK3|S7MRK3_MYOBR
OG0001883	sp|Q5GJ75|TP8L3_HUMAN	tr|S7P810|S7P810_MYOBR
OG0001883	sp|O95379|TFIP8_HUMAN	tr|S7MCP9|S7MCP9_MYOBR
OG0001884	sp|P17707|DCAM_HUMAN	tr|S7NPF3|S7NPF3_MYOBR, tr|S7MEP5|S7MEP5_MYOBR, tr|S7Q7R8|S7Q7R8_MYOBR
OG0001885	sp|P30532|ACHA5_HUMAN	tr|S7N6K1|S7N6K1_MYOBR
OG0001885	sp|Q05901|ACHB3_HUMAN	tr|S7NVD2|S7NVD2_MYOBR
OG0001886	sp|Q9H7S9|ZN703_HUMAN	tr|S7P1X9|S7P1X9_MYOBR
OG0001886	sp|Q96F45|ZN503_HUMAN	tr|S7MTT2|S7MTT2_MYOBR
OG0001887	sp|Q96F44|TRI11_HUMAN, sp|Q9Y577|TRI17_HUMAN, sp|P14373|TRI27_HUMAN	tr|S7MRB0|S7MRB0_MYOBR
OG0001888	sp|Q9BXS5|AP1M1_HUMAN	tr|S7NVL4|S7NVL4_MYOBR
OG0001888	sp|Q9Y6Q5|AP1M2_HUMAN	tr|S7MH80|S7MH80_MYOBR
OG0001889	sp|Q86VQ6|TRXR3_HUMAN	tr|S7MXG7|S7MXG7_MYOBR
OG0001889	sp|Q16881|TRXR1_HUMAN	tr|S7PB36|S7PB36_MYOBR
OG0001890	sp|Q9NRH2|SNRK_HUMAN	tr|S7MEI2|S7MEI2_MYOBR, tr|S7MD52|S7MD52_MYOBR, tr|S7NKK6|S7NKK6_MYOBR
OG0001891	sp|Q13127|REST_HUMAN	tr|S7NBV0|S7NBV0_MYOBR, tr|S7ME58|S7ME58_MYOBR, tr|S7MR78|S7MR78_MYOBR
OG0001892	sp|Q15642|CIP4_HUMAN	tr|S7NK73|S7NK73_MYOBR, tr|S7NBR9|S7NBR9_MYOBR, tr|S7NDG8|S7NDG8_MYOBR
OG0001893	sp|Q9Y2Y8|PRG3_HUMAN, sp|P13727|PRG2_HUMAN	tr|S7NQL6|S7NQL6_MYOBR, tr|S7NRD2|S7NRD2_MYOBR
OG0001894	sp|Q99687|MEIS3_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|A6NDR6|ME3L1_HUMAN	tr|S7NXX6|S7NXX6_MYOBR
OG0001895	sp|O94906|PRP6_HUMAN	tr|S7MYR9|S7MYR9_MYOBR, tr|S7N570|S7N570_MYOBR, tr|S7Q8R9|S7Q8R9_MYOBR
OG0001896	sp|Q9UNL2|SSRG_HUMAN	tr|S7N858|S7N858_MYOBR, tr|S7QAH7|S7QAH7_MYOBR, tr|S7N6Y8|S7N6Y8_MYOBR
OG0001897	sp|Q8N1G2|CMTR1_HUMAN	tr|S7PNI5|S7PNI5_MYOBR, tr|S7NLT3|S7NLT3_MYOBR, tr|S7NPA0|S7NPA0_MYOBR
OG0001898	sp|O43318|M3K7_HUMAN	tr|S7N314|S7N314_MYOBR, tr|S7NLU8|S7NLU8_MYOBR, tr|S7NIZ6|S7NIZ6_MYOBR
OG0001899	sp|P23786|CPT2_HUMAN	tr|S7Q3C6|S7Q3C6_MYOBR, tr|S7P8F5|S7P8F5_MYOBR, tr|S7MJ01|S7MJ01_MYOBR
OG0001900	sp|P84103|SRSF3_HUMAN	tr|S7MDU9|S7MDU9_MYOBR, tr|S7QET5|S7QET5_MYOBR, tr|S7MC22|S7MC22_MYOBR
OG0001901	sp|Q9BXJ9|NAA15_HUMAN	tr|S7NEL3|S7NEL3_MYOBR
OG0001901	sp|Q6N069|NAA16_HUMAN	tr|S7Q3C2|S7Q3C2_MYOBR
OG0001902	sp|P17900|SAP3_HUMAN	tr|S7PSM4|S7PSM4_MYOBR, tr|S7PKW5|S7PKW5_MYOBR, tr|S7N2Z2|S7N2Z2_MYOBR
OG0001903	sp|P49368|TCPG_HUMAN	tr|S7MYQ8|S7MYQ8_MYOBR, tr|S7PKJ3|S7PKJ3_MYOBR, tr|S7PNA3|S7PNA3_MYOBR
OG0001904	sp|O75746|S2512_HUMAN	tr|S7MF29|S7MF29_MYOBR
OG0001904	sp|Q9UJS0|S2513_HUMAN	tr|S7NBX1|S7NBX1_MYOBR
OG0001905	sp|P47813|IF1AX_HUMAN	tr|S7MLR2|S7MLR2_MYOBR, tr|S7N0V0|S7N0V0_MYOBR, tr|S7PP85|S7PP85_MYOBR
OG0001906	sp|Q96NC0|ZMAT2_HUMAN	tr|S7NKD0|S7NKD0_MYOBR, tr|S7MNU1|S7MNU1_MYOBR, tr|S7NPS5|S7NPS5_MYOBR
OG0001907	sp|P15374|UCHL3_HUMAN	tr|S7ML20|S7ML20_MYOBR, tr|S7N245|S7N245_MYOBR, tr|S7NVR7|S7NVR7_MYOBR
OG0001908	sp|Q9Y2K5|R3HD2_HUMAN	tr|S7NGL3|S7NGL3_MYOBR, tr|S7MFQ2|S7MFQ2_MYOBR, tr|S7MD92|S7MD92_MYOBR
OG0001909	sp|P18065|IBP2_HUMAN	tr|S7NLW4|S7NLW4_MYOBR, tr|S7MWB8|S7MWB8_MYOBR, tr|S7NI20|S7NI20_MYOBR
OG0001910	sp|P84098|RL19_HUMAN	tr|S7PBD8|S7PBD8_MYOBR, tr|S7QAH5|S7QAH5_MYOBR, tr|S7Q172|S7Q172_MYOBR
OG0001911	sp|P62899|RL31_HUMAN	tr|S7MG17|S7MG17_MYOBR, tr|S7N150|S7N150_MYOBR, tr|S7ND13|S7ND13_MYOBR
OG0001912	sp|Q9NQ92|COPRS_HUMAN	tr|S7PUV6|S7PUV6_MYOBR, tr|S7NS24|S7NS24_MYOBR, tr|S7NE45|S7NE45_MYOBR
OG0001927	sp|P07339|CATD_HUMAN, sp|O96009|NAPSA_HUMAN	tr|S7NQS1|S7NQS1_MYOBR
OG0001928	sp|P51172|SCNND_HUMAN, sp|P37088|SCNNA_HUMAN	tr|S7PV64|S7PV64_MYOBR
OG0001929	sp|P43652|AFAM_HUMAN	tr|S7N7U0|S7N7U0_MYOBR, tr|S7N7H2|S7N7H2_MYOBR
OG0001930	sp|P59773|MNARL_HUMAN, sp|Q9UPX6|MNAR1_HUMAN	tr|S7MSM0|S7MSM0_MYOBR
OG0001931	sp|P42224|STAT1_HUMAN, sp|Q14765|STAT4_HUMAN	tr|S7PL51|S7PL51_MYOBR
OG0001933	sp|Q6NV75|GP153_HUMAN, sp|Q16538|GP162_HUMAN	tr|S7N5H5|S7N5H5_MYOBR
OG0001934	sp|Q5VZ72|IZUM3_HUMAN, sp|Q6UXV1|IZUM2_HUMAN	tr|S7QAS2|S7QAS2_MYOBR
OG0001935	sp|Q9BSG1|ZNF2_HUMAN, sp|Q6ZNH5|ZN497_HUMAN	tr|S7MJ47|S7MJ47_MYOBR
OG0001937	sp|Q8NAT1|PMGT2_HUMAN	tr|S7MX72|S7MX72_MYOBR, tr|S7P1T0|S7P1T0_MYOBR
OG0001938	sp|Q8TBY0|RBM46_HUMAN, sp|Q8IYX4|DND1_HUMAN	tr|S7P216|S7P216_MYOBR
OG0001939	sp|Q9NZC4|EHF_HUMAN, sp|P78545|ELF3_HUMAN	tr|S7P8U5|S7P8U5_MYOBR
OG0001940	sp|Q9UGC6|RGS17_HUMAN, sp|O76081|RGS20_HUMAN	tr|S7N470|S7N470_MYOBR
OG0001941	sp|A6NKC9|SH2D7_HUMAN, sp|Q9NP31|SH22A_HUMAN	tr|S7MVR7|S7MVR7_MYOBR
OG0001942	sp|A0A1B0GTR3|CX05A_HUMAN, sp|P0DPH9|CX05B_HUMAN	tr|S7PX71|S7PX71_MYOBR
OG0001943	sp|P46777|RL5_HUMAN	tr|S7Q419|S7Q419_MYOBR, tr|S7N3W1|S7N3W1_MYOBR
OG0001944	sp|P55082|MFAP3_HUMAN, sp|O75121|MFA3L_HUMAN	tr|S7P988|S7P988_MYOBR
OG0001945	sp|P78367|NKX32_HUMAN, sp|Q99801|NKX31_HUMAN	tr|S7P8Z4|S7P8Z4_MYOBR
OG0001946	sp|Q15084|PDIA6_HUMAN, sp|Q96JJ7|TMX3_HUMAN	tr|S7PK83|S7PK83_MYOBR
OG0001947	sp|P31629|ZEP2_HUMAN, sp|Q5T1R4|ZEP3_HUMAN	tr|S7NZN0|S7NZN0_MYOBR
OG0001948	sp|Q7Z6G3|NECA2_HUMAN	tr|S7MMS0|S7MMS0_MYOBR, tr|S7NSP4|S7NSP4_MYOBR
OG0001950	sp|Q8WVC0|LEO1_HUMAN	tr|S7MS71|S7MS71_MYOBR, tr|S7MPS2|S7MPS2_MYOBR
OG0001952	sp|Q96AQ1|CC74A_HUMAN, sp|Q96LY2|CC74B_HUMAN	tr|S7PY71|S7PY71_MYOBR
OG0001953	sp|Q96QR1|SG3A1_HUMAN, sp|Q96PL1|SG3A2_HUMAN	tr|S7Q1R1|S7Q1R1_MYOBR
OG0001954	sp|Q9H479|FN3K_HUMAN, sp|Q9HA64|KT3K_HUMAN	tr|S7NPC4|S7NPC4_MYOBR
OG0001955	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN	tr|S7MKZ3|S7MKZ3_MYOBR
OG0001957	sp|A0A1B0GUW6|SPEM3_HUMAN, sp|Q8N4L4|SPEM1_HUMAN	tr|S7NE61|S7NE61_MYOBR
OG0001958	sp|A0AV96|RBM47_HUMAN, sp|Q9NQ94|A1CF_HUMAN	tr|S7PS81|S7PS81_MYOBR
OG0001959	sp|P48509|CD151_HUMAN, sp|A1L157|TSN11_HUMAN	tr|S7Q0T7|S7Q0T7_MYOBR
OG0001960	sp|A6NL88|SHSA7_HUMAN	tr|S7P694|S7P694_MYOBR, tr|S7MRB6|S7MRB6_MYOBR
OG0001961	sp|P55085|PAR2_HUMAN, sp|O00254|PAR3_HUMAN	tr|S7NY81|S7NY81_MYOBR
OG0001962	sp|O75954|TSN9_HUMAN, sp|O14817|TSN4_HUMAN	tr|S7NBJ6|S7NBJ6_MYOBR
OG0001963	sp|O15417|TNC18_HUMAN, sp|Q9P281|BAHC1_HUMAN	tr|S7NEF1|S7NEF1_MYOBR
OG0001964	sp|P23434|GCSH_HUMAN	tr|S7MPZ2|S7MPZ2_MYOBR, tr|S7Q7M8|S7Q7M8_MYOBR
OG0001965	sp|P55084|ECHB_HUMAN, sp|P42765|THIM_HUMAN	tr|S7MTM7|S7MTM7_MYOBR
OG0001966	sp|P55039|DRG2_HUMAN, sp|Q9BZE4|GTPB4_HUMAN	tr|S7PHJ2|S7PHJ2_MYOBR
OG0001967	sp|P61925|IPKA_HUMAN, sp|Q9C010|IPKB_HUMAN	tr|S7MG71|S7MG71_MYOBR
OG0001968	sp|Q6P1K8|T2H2L_HUMAN, sp|Q13888|TF2H2_HUMAN	tr|S7NY53|S7NY53_MYOBR
OG0001969	sp|Q86YH2|Z280B_HUMAN, sp|P59817|Z280A_HUMAN	tr|S7PY18|S7PY18_MYOBR
OG0001970	sp|Q8IVW4|CDKL3_HUMAN, sp|Q92772|CDKL2_HUMAN	tr|S7NVI8|S7NVI8_MYOBR
OG0001971	sp|Q8WWN9|ICEF1_HUMAN, sp|G9CGD6|CNIPF_HUMAN	tr|S7PLR0|S7PLR0_MYOBR
OG0001972	sp|Q9NZM6|PK2L2_HUMAN, sp|Q9P0L9|PK2L1_HUMAN	tr|S7NQX7|S7NQX7_MYOBR
OG0001973	sp|O15245|S22A1_HUMAN, sp|O15244|S22A2_HUMAN	tr|S7NAN7|S7NAN7_MYOBR
OG0001974	sp|O75460|ERN1_HUMAN, sp|Q76MJ5|ERN2_HUMAN	tr|S7MGH4|S7MGH4_MYOBR
OG0001975	sp|O75899|GABR2_HUMAN, sp|Q9UBS5|GABR1_HUMAN	tr|S7PPW4|S7PPW4_MYOBR
OG0001976	sp|P01275|GLUC_HUMAN	tr|S7PG72|S7PG72_MYOBR, tr|S7P0P8|S7P0P8_MYOBR
OG0001977	sp|P09544|WNT2_HUMAN, sp|Q93097|WNT2B_HUMAN	tr|S7NCQ9|S7NCQ9_MYOBR
OG0001978	sp|P0C875|F228B_HUMAN, sp|Q86W67|F228A_HUMAN	tr|S7N7N6|S7N7N6_MYOBR
OG0001979	sp|P07332|FES_HUMAN, sp|P16591|FER_HUMAN	tr|S7MWN9|S7MWN9_MYOBR
OG0001980	sp|P23284|PPIB_HUMAN, sp|P45877|PPIC_HUMAN	tr|S7MFD7|S7MFD7_MYOBR
OG0001981	sp|Q6T4R5|NHS_HUMAN, sp|Q5SYE7|NHSL1_HUMAN	tr|S7MIK4|S7MIK4_MYOBR
OG0001982	sp|Q8N682|DRAM1_HUMAN, sp|Q6UX65|DRAM2_HUMAN	tr|S7NGU2|S7NGU2_MYOBR
OG0001985	sp|Q96JB3|HIC2_HUMAN, sp|Q96K58|ZN668_HUMAN	tr|S7PRI3|S7PRI3_MYOBR
OG0001986	sp|Q9HCN8|SDF2L_HUMAN, sp|Q99470|SDF2_HUMAN	tr|S7ND24|S7ND24_MYOBR
OG0001987	sp|P08579|RU2B_HUMAN	tr|S7P8T7|S7P8T7_MYOBR, tr|S7ND86|S7ND86_MYOBR
OG0001988	sp|P01137|TGFB1_HUMAN, sp|P10600|TGFB3_HUMAN	tr|S7Q571|S7Q571_MYOBR
OG0001989	sp|Q96QS6|KPSH2_HUMAN, sp|P11801|KPSH1_HUMAN	tr|S7NAL0|S7NAL0_MYOBR
OG0001990	sp|P08833|IBP1_HUMAN, sp|P22692|IBP4_HUMAN	tr|S7MNG0|S7MNG0_MYOBR
OG0001991	sp|P29274|AA2AR_HUMAN, sp|P29275|AA2BR_HUMAN	tr|S7N2F1|S7N2F1_MYOBR
OG0001992	sp|Q86SG5|S1A7A_HUMAN, sp|P31151|S10A7_HUMAN	tr|S7NEQ1|S7NEQ1_MYOBR
OG0001993	sp|Q68D10|SPT2_HUMAN	tr|S7NLJ6|S7NLJ6_MYOBR, tr|S7NXW0|S7NXW0_MYOBR
OG0001994	sp|Q8WVN8|UB2Q2_HUMAN, sp|Q7Z7E8|UB2Q1_HUMAN	tr|S7N6Z2|S7N6Z2_MYOBR
OG0001995	sp|Q6NUS6|TECT3_HUMAN, sp|Q96GX1|TECT2_HUMAN	tr|S7NR74|S7NR74_MYOBR
OG0001996	sp|Q9NPQ8|RIC8A_HUMAN, sp|Q9NVN3|RIC8B_HUMAN	tr|S7ML61|S7ML61_MYOBR
OG0001997	sp|Q9NV35|NUD15_HUMAN, sp|P36639|8ODP_HUMAN	tr|S7QBG4|S7QBG4_MYOBR
OG0001998	sp|Q7Z5L2|R3HCL_HUMAN, sp|Q9Y3T6|R3HC1_HUMAN	tr|S7PFG6|S7PFG6_MYOBR
OG0001999	sp|A0A096LP55|QCR6L_HUMAN, sp|P07919|QCR6_HUMAN	tr|S7PLY2|S7PLY2_MYOBR
OG0002000	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	tr|S7PJP5|S7PJP5_MYOBR
OG0002001	sp|Q8N5Y2|MS3L1_HUMAN, sp|P0C860|MS3L2_HUMAN	tr|S7NJM3|S7NJM3_MYOBR
OG0002002	sp|P48047|ATPO_HUMAN	tr|S7NAH4|S7NAH4_MYOBR, tr|S7P2D5|S7P2D5_MYOBR
OG0002003	sp|P49773|HINT1_HUMAN	tr|S7PGV7|S7PGV7_MYOBR, tr|S7N2K5|S7N2K5_MYOBR
OG0002004	sp|Q03828|EVX2_HUMAN, sp|P49640|EVX1_HUMAN	tr|S7NXF2|S7NXF2_MYOBR
OG0002005	sp|Q7RTT9|S29A4_HUMAN, sp|Q14542|S29A2_HUMAN	tr|S7MQE8|S7MQE8_MYOBR
OG0002006	sp|P26927|HGFL_HUMAN, sp|Q2TV78|MST1L_HUMAN	tr|S7MS05|S7MS05_MYOBR
OG0002007	sp|Q494V2|CP100_HUMAN, sp|Q502W7|CCD38_HUMAN	tr|S7PJJ4|S7PJJ4_MYOBR
OG0002008	sp|Q6P582|MZT2A_HUMAN, sp|Q6NZ67|MZT2B_HUMAN	tr|S7NB18|S7NB18_MYOBR
OG0002009	sp|Q7Z695|ADCK2_HUMAN, sp|Q86TW2|ADCK1_HUMAN	tr|S7P883|S7P883_MYOBR
OG0002010	sp|Q8WXS5|CCG8_HUMAN, sp|Q9UBN1|CCG4_HUMAN	tr|S7MFX1|S7MFX1_MYOBR
OG0002011	sp|Q96A54|PAQR1_HUMAN	tr|S7NTX1|S7NTX1_MYOBR, tr|S7NFR2|S7NFR2_MYOBR
