Orthogroup	Homo_sapiens	Puma_concolor
OG0002118	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|A0A6P6H1R3|A0A6P6H1R3_PUMCO
OG0002119	sp|Q5JQS6|GSAML_HUMAN, sp|Q8N6F7|GCSAM_HUMAN	tr|A0A6P6HKX1|A0A6P6HKX1_PUMCO
OG0002120	sp|Q9Y534|CSDC2_HUMAN, sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A6P6HB24|A0A6P6HB24_PUMCO
OG0002121	sp|O00154|BACH_HUMAN, sp|Q6ZUV0|BACHL_HUMAN	tr|A0A6P6IF63|A0A6P6IF63_PUMCO
OG0002122	sp|Q496F6|CLM2_HUMAN, sp|P0DMS9|TMIG3_HUMAN	tr|A0A6P6I877|A0A6P6I877_PUMCO
OG0002123	sp|P0DMW4|SIL2A_HUMAN, sp|P0DMW5|SIL2B_HUMAN	tr|A0A6P6IPV1|A0A6P6IPV1_PUMCO
OG0002124	sp|Q2WGN9|GAB4_HUMAN, sp|Q9UQC2|GAB2_HUMAN	tr|A0A6P6IAN0|A0A6P6IAN0_PUMCO
OG0002125	sp|Q5GH76|XKR4_HUMAN	tr|A0A6P6HS31|A0A6P6HS31_PUMCO, tr|A0A6P6HRD7|A0A6P6HRD7_PUMCO
OG0002126	sp|Q969E2|SCAM4_HUMAN, sp|Q8TAC9|SCAM5_HUMAN	tr|A0A6P6HGW3|A0A6P6HGW3_PUMCO
OG0002127	sp|Q9Y605|MOFA1_HUMAN	tr|A0A6P6HPI0|A0A6P6HPI0_PUMCO, tr|A0A6P6IEU7|A0A6P6IEU7_PUMCO
OG0002128	sp|O14602|IF1AY_HUMAN, sp|P47813|IF1AX_HUMAN	tr|A0A6P6IQI6|A0A6P6IQI6_PUMCO
OG0002130	sp|Q86T29|ZN605_HUMAN	tr|A0A6P6HKI2|A0A6P6HKI2_PUMCO, tr|A0A6P6HGI1|A0A6P6HGI1_PUMCO
OG0002131	sp|Q9UMF0|ICAM5_HUMAN	tr|A0A6P6H732|A0A6P6H732_PUMCO, tr|A0A6P6I6Y1|A0A6P6I6Y1_PUMCO
OG0002132	sp|P68036|UB2L3_HUMAN, sp|A0A1B0GUS4|UB2L5_HUMAN	tr|A0A6P6INM8|A0A6P6INM8_PUMCO
OG0002133	sp|P0DPI2|GAL3A_HUMAN, sp|A0A0B4J2D5|GAL3B_HUMAN	tr|A0A6P6H095|A0A6P6H095_PUMCO
OG0002134	sp|P24071|FCAR_HUMAN, sp|B6A8C7|TARM1_HUMAN	tr|A0A6P6H525|A0A6P6H525_PUMCO
OG0002135	sp|Q76KP1|B4GN4_HUMAN, sp|Q6L9W6|B4GN3_HUMAN	tr|A0A6P6IDD6|A0A6P6IDD6_PUMCO
OG0002136	sp|Q8IZX4|TAF1L_HUMAN, sp|P21675|TAF1_HUMAN	tr|A0A6P6IP70|A0A6P6IP70_PUMCO
OG0002137	sp|Q8N5W8|FA24B_HUMAN, sp|A6NFZ4|FA24A_HUMAN	tr|A0A6P6HE95|A0A6P6HE95_PUMCO
OG0002138	sp|Q9BY66|KDM5D_HUMAN, sp|P41229|KDM5C_HUMAN	tr|A0A6P6IQ04|A0A6P6IQ04_PUMCO
OG0002139	sp|Q9NVJ2|ARL8B_HUMAN, sp|Q96BM9|ARL8A_HUMAN	tr|A0A6P6HLV5|A0A6P6HLV5_PUMCO
OG0002140	sp|Q641Q3|METRL_HUMAN, sp|Q9UJH8|METRN_HUMAN	tr|A0A6P6I5Q6|A0A6P6I5Q6_PUMCO
OG0002141	sp|P09429|HMGB1_HUMAN, sp|B2RPK0|HGB1A_HUMAN	tr|A0A6P6HWG0|A0A6P6HWG0_PUMCO
OG0002143	sp|Q658K8|EF1DL_HUMAN, sp|P29692|EF1D_HUMAN	tr|A0A6P6HSE1|A0A6P6HSE1_PUMCO
OG0002144	sp|Q9HAZ2|PRD16_HUMAN, sp|Q03112|MECOM_HUMAN	tr|A0A6P6H2I0|A0A6P6H2I0_PUMCO
OG0002145	sp|Q9H1U9|S2551_HUMAN, sp|Q3SY17|S2552_HUMAN	tr|A0A6P6IGM0|A0A6P6IGM0_PUMCO
OG0002146	sp|Q6IB77|GLYAT_HUMAN	tr|A0A6P6IB18|A0A6P6IB18_PUMCO, tr|A0A6P6I7W5|A0A6P6I7W5_PUMCO
OG0002147	sp|Q6NYC8|PPR18_HUMAN, sp|Q4KMQ1|TPRN_HUMAN	tr|A0A6P6HBH5|A0A6P6HBH5_PUMCO
OG0002148	sp|P0C5Y9|H2AB1_HUMAN, sp|P0C5Z0|H2AB2_HUMAN	tr|A0A6P6IBF7|A0A6P6IBF7_PUMCO
OG0002149	sp|Q04637|IF4G1_HUMAN	tr|A0A6P6H0Z3|A0A6P6H0Z3_PUMCO, tr|A0A6P6I2E4|A0A6P6I2E4_PUMCO
OG0002150	sp|Q8WXI3|ASB10_HUMAN	tr|A0A6P6IH05|A0A6P6IH05_PUMCO, tr|A0A6P6IFJ0|A0A6P6IFJ0_PUMCO
OG0002151	sp|Q96A57|TM230_HUMAN	tr|A0A6P6IHG9|A0A6P6IHG9_PUMCO, tr|A0A6P6I2R9|A0A6P6I2R9_PUMCO
OG0002152	sp|Q6P1Q9|MET2B_HUMAN, sp|Q96IZ6|MET2A_HUMAN	tr|A0A6P6I535|A0A6P6I535_PUMCO
OG0002153	sp|Q9UHI7|S23A1_HUMAN	tr|A0A6P6IBZ6|A0A6P6IBZ6_PUMCO, tr|A0A6P6HUH3|A0A6P6HUH3_PUMCO
OG0002155	sp|Q8TD33|SG1C1_HUMAN, sp|P0DMR2|SG1C2_HUMAN	tr|A0A6P6H7E4|A0A6P6H7E4_PUMCO
OG0002156	sp|O95810|CAVN2_HUMAN, sp|Q6NZI2|CAVN1_HUMAN	tr|A0A6P6IUS3|A0A6P6IUS3_PUMCO
OG0002157	sp|Q9GZS9|CHST5_HUMAN, sp|Q9GZX3|CHST6_HUMAN	tr|A0A6P6HLB5|A0A6P6HLB5_PUMCO
OG0002158	sp|P0CK97|S35E2_HUMAN, sp|P0CK96|S352B_HUMAN	tr|A0A6P6ISS8|A0A6P6ISS8_PUMCO
OG0002159	sp|O15530|PDPK1_HUMAN, sp|Q6A1A2|PDPK2_HUMAN	tr|A0A6P6HAF5|A0A6P6HAF5_PUMCO
OG0002160	sp|Q86WN2|IFNE_HUMAN	tr|A0A6P6HKH0|A0A6P6HKH0_PUMCO, tr|A0A6P6I5S3|A0A6P6I5S3_PUMCO
OG0002161	sp|Q8IYS8|BD1L2_HUMAN, sp|Q96IK1|BOD1_HUMAN	tr|A0A6P6HVU9|A0A6P6HVU9_PUMCO
OG0002162	sp|Q01959|SC6A3_HUMAN, sp|P23975|SC6A2_HUMAN	tr|A0A6P6HKR0|A0A6P6HKR0_PUMCO
OG0002163	sp|Q15836|VAMP3_HUMAN	tr|A0A6P6GYC2|A0A6P6GYC2_PUMCO, tr|A0A6P6HJZ7|A0A6P6HJZ7_PUMCO
OG0002164	sp|Q9BXS1|IDI2_HUMAN, sp|Q13907|IDI1_HUMAN	tr|A0A6P6IIN7|A0A6P6IIN7_PUMCO
OG0002165	sp|Q9Y5J7|TIM9_HUMAN	tr|A0A6P6HIZ1|A0A6P6HIZ1_PUMCO, tr|A0A6P6H3N2|A0A6P6H3N2_PUMCO
OG0002166	sp|O43374|RASL2_HUMAN, sp|C9J798|RAS4B_HUMAN	tr|A0A6P6HTW5|A0A6P6HTW5_PUMCO
OG0002167	sp|P0DP57|SLUR2_HUMAN, sp|Q6UXB3|LYPD2_HUMAN	tr|A0A6P6HUB1|A0A6P6HUB1_PUMCO
OG0002168	sp|Q14129|DGCR6_HUMAN, sp|Q9BY27|DGC6L_HUMAN	tr|A0A6P6ILJ4|A0A6P6ILJ4_PUMCO
OG0002169	sp|Q5MJ68|SPDYC_HUMAN, sp|Q5MJ70|SPDYA_HUMAN	tr|A0A6P6I4U8|A0A6P6I4U8_PUMCO
OG0002170	sp|Q6ZSS7|MFSD6_HUMAN, sp|Q8IWD5|MFS6L_HUMAN	tr|A0A6P6GXV9|A0A6P6GXV9_PUMCO
OG0002171	sp|Q86X55|CARM1_HUMAN	tr|A0A6P6IGG0|A0A6P6IGG0_PUMCO, tr|A0A6P6H7M7|A0A6P6H7M7_PUMCO
OG0002172	sp|Q9NYZ1|TV23B_HUMAN, sp|Q96ET8|TV23C_HUMAN	tr|A0A6P6HLN1|A0A6P6HLN1_PUMCO
OG0002173	sp|Q96PN6|ADCYA_HUMAN	tr|A0A6P6I1C0|A0A6P6I1C0_PUMCO, tr|A0A6P6I1X3|A0A6P6I1X3_PUMCO
OG0002174	sp|O95714|HERC2_HUMAN, sp|Q9BVR0|HRC23_HUMAN	tr|A0A6P6HHX6|A0A6P6HHX6_PUMCO
OG0002175	sp|Q9BS40|LXN_HUMAN, sp|P49788|TIG1_HUMAN	tr|A0A6P6GZ50|A0A6P6GZ50_PUMCO
OG0002176	sp|P67809|YBOX1_HUMAN, sp|Q9Y2T7|YBOX2_HUMAN	tr|A0A6P6I2K6|A0A6P6I2K6_PUMCO
OG0002177	sp|A0A0U1RQI7|KLF18_HUMAN, sp|Q5JT82|KLF17_HUMAN	tr|A0A6P6I2U0|A0A6P6I2U0_PUMCO
OG0002178	sp|Q6UX46|ALKL2_HUMAN, sp|Q6UXT8|ALKL1_HUMAN	tr|A0A6P6HRE1|A0A6P6HRE1_PUMCO
OG0002179	sp|Q86WZ6|ZN227_HUMAN	tr|A0A6P6H4Q7|A0A6P6H4Q7_PUMCO, tr|A0A6P6H545|A0A6P6H545_PUMCO
OG0002180	sp|Q96D53|COQ8B_HUMAN, sp|Q8NI60|COQ8A_HUMAN	tr|A0A6P6H5F9|A0A6P6H5F9_PUMCO
OG0002181	sp|Q9H2W1|M4A6A_HUMAN, sp|Q96DS6|M4A6E_HUMAN	tr|A0A6P6H7P9|A0A6P6H7P9_PUMCO
OG0002182	sp|Q9ULS6|KCNS2_HUMAN, sp|Q96KK3|KCNS1_HUMAN	tr|A0A6P6HSE6|A0A6P6HSE6_PUMCO
OG0002183	sp|Q92886|NGN1_HUMAN, sp|Q9Y4Z2|NGN3_HUMAN	tr|A0A6P6I056|A0A6P6I056_PUMCO
OG0002184	sp|Q9Y6Z7|COL10_HUMAN, sp|Q9BWP8|COL11_HUMAN	tr|A0A6P6HSY1|A0A6P6HSY1_PUMCO
OG0002185	sp|P37059|DHB2_HUMAN, sp|P80365|DHI2_HUMAN	tr|A0A6P6HKL6|A0A6P6HKL6_PUMCO
OG0002186	sp|Q9NZB2|F120A_HUMAN, sp|Q5T035|CI129_HUMAN	tr|A0A6P6IGW1|A0A6P6IGW1_PUMCO
OG0002187	sp|Q86UP8|GTD2A_HUMAN, sp|Q6EKJ0|GTD2B_HUMAN	tr|A0A6P6HTJ6|A0A6P6HTJ6_PUMCO
OG0002188	sp|Q2TAP0|GOG7B_HUMAN, sp|Q7Z5G4|GOGA7_HUMAN	tr|A0A6P6HDL2|A0A6P6HDL2_PUMCO
OG0002189	sp|Q9NSC5|HOME3_HUMAN, sp|Q86YM7|HOME1_HUMAN	tr|A0A6P6HV55|A0A6P6HV55_PUMCO
OG0002190	sp|Q96MU8|KREM1_HUMAN, sp|Q8NCW0|KREM2_HUMAN	tr|A0A6P6IMC8|A0A6P6IMC8_PUMCO
OG0002191	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|A0A6P6HZK9|A0A6P6HZK9_PUMCO
OG0002192	sp|Q8N752|KC1AL_HUMAN, sp|P48729|KC1A_HUMAN	tr|A0A6P6HW80|A0A6P6HW80_PUMCO
OG0002193	sp|Q9H6Q3|SLAP2_HUMAN, sp|Q13239|SLAP1_HUMAN	tr|A0A6P6IMN7|A0A6P6IMN7_PUMCO
OG0002195	sp|Q8NEB5|PLPP5_HUMAN, sp|Q5VZY2|PLPP4_HUMAN	tr|A0A6P6HEX2|A0A6P6HEX2_PUMCO
OG0002196	sp|Q86XF0|DYR2_HUMAN, sp|P00374|DYR_HUMAN	tr|A0A6P6HUJ2|A0A6P6HUJ2_PUMCO
OG0002197	sp|P47871|GLR_HUMAN, sp|P48546|GIPR_HUMAN	tr|A0A6P6H2W3|A0A6P6H2W3_PUMCO
OG0002198	sp|P61626|LYSC_HUMAN	tr|A0A6P6I3R6|A0A6P6I3R6_PUMCO, tr|A0A6P6IE39|A0A6P6IE39_PUMCO
OG0002199	sp|Q5T7M4|ADIPL_HUMAN, sp|Q4G0M1|ERFE_HUMAN	tr|A0A6P6GW34|A0A6P6GW34_PUMCO
OG0002200	sp|Q9HBJ0|PLAC1_HUMAN, sp|A0A2R8YFL7|OSP4A_HUMAN	tr|A0A6P6IPM1|A0A6P6IPM1_PUMCO
OG0002201	sp|P0DP73|D130B_HUMAN, sp|P0DP74|D130A_HUMAN	tr|A0A6P6IM65|A0A6P6IM65_PUMCO
OG0002202	sp|Q86YV6|MYLK4_HUMAN, sp|Q32MK0|MYLK3_HUMAN	tr|A0A6P6HM77|A0A6P6HM77_PUMCO
OG0002203	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A6P6IRW6|A0A6P6IRW6_PUMCO, tr|A0A6P6IMJ3|A0A6P6IMJ3_PUMCO
OG0002204	sp|Q5VZM2|RRAGB_HUMAN, sp|Q7L523|RRAGA_HUMAN	tr|A0A6P6IV89|A0A6P6IV89_PUMCO
OG0002205	sp|Q8WW33|GTSF1_HUMAN	tr|A0A6P6H3C4|A0A6P6H3C4_PUMCO, tr|A0A6P6IDI0|A0A6P6IDI0_PUMCO
OG0002206	sp|Q9H5Z1|DHX35_HUMAN, sp|Q8IY37|DHX37_HUMAN	tr|A0A6P6IJQ7|A0A6P6IJQ7_PUMCO
OG0002207	sp|O75840|KLF7_HUMAN, sp|Q99612|KLF6_HUMAN	tr|A0A6P6II45|A0A6P6II45_PUMCO
OG0002208	sp|Q99748|NRTN_HUMAN, sp|P39905|GDNF_HUMAN	tr|A0A6P6HX16|A0A6P6HX16_PUMCO
OG0002209	sp|Q9BXL8|CDCA4_HUMAN, sp|Q14140|SRTD2_HUMAN	tr|A0A6P6HJZ6|A0A6P6HJZ6_PUMCO
OG0002210	sp|P52565|GDIR1_HUMAN, sp|P52566|GDIR2_HUMAN	tr|A0A6P6ICA3|A0A6P6ICA3_PUMCO
OG0002211	sp|Q2TAC6|KIF19_HUMAN	tr|A0A6P6HU46|A0A6P6HU46_PUMCO, tr|A0A6P6I873|A0A6P6I873_PUMCO
OG0002212	sp|Q8N9Z2|CC71L_HUMAN	tr|A0A6P6IBR1|A0A6P6IBR1_PUMCO, tr|A0A6P6H5M6|A0A6P6H5M6_PUMCO
OG0002213	sp|Q8NGL0|OR5L2_HUMAN, sp|Q8NGL2|OR5L1_HUMAN	tr|A0A6P6IAA9|A0A6P6IAA9_PUMCO
OG0002214	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A6P6HFC0|A0A6P6HFC0_PUMCO, tr|A0A6P6HKU1|A0A6P6HKU1_PUMCO
OG0002215	sp|Q96GJ1|TRM2B_HUMAN, sp|Q8IZ69|TRM2A_HUMAN	tr|A0A6P6IPZ0|A0A6P6IPZ0_PUMCO
OG0002216	sp|Q8N2C3|DEPD4_HUMAN, sp|Q96QD5|DEPD7_HUMAN	tr|A0A6P6I8E5|A0A6P6I8E5_PUMCO
OG0002217	sp|A6NCF5|KLH33_HUMAN	tr|A0A6P6GW01|A0A6P6GW01_PUMCO, tr|A0A6P6HJ66|A0A6P6HJ66_PUMCO
OG0002218	sp|O95214|LERL1_HUMAN, sp|O15243|OBRG_HUMAN	tr|A0A6P6IKR9|A0A6P6IKR9_PUMCO
OG0002219	sp|P04090|REL2_HUMAN, sp|P04808|REL1_HUMAN	tr|A0A6P6IGV0|A0A6P6IGV0_PUMCO
OG0002220	sp|Q5BKT4|AG10A_HUMAN, sp|Q5I7T1|AG10B_HUMAN	tr|A0A6P6IE03|A0A6P6IE03_PUMCO
OG0002221	sp|Q96K75|ZN514_HUMAN	tr|A0A6P6I4T6|A0A6P6I4T6_PUMCO, tr|A0A6P6HRP9|A0A6P6HRP9_PUMCO
OG0002222	sp|Q9UEG4|ZN629_HUMAN	tr|A0A6P6HKB8|A0A6P6HKB8_PUMCO, tr|A0A6P6IJJ8|A0A6P6IJJ8_PUMCO
OG0002223	tr|A0A2R8Y550|A0A2R8Y550_HUMAN, sp|A8MWV9|SM34A_HUMAN	tr|A0A6P6H102|A0A6P6H102_PUMCO
OG0002224	sp|Q92692|NECT2_HUMAN, sp|P15151|PVR_HUMAN	tr|A0A6P6H2S0|A0A6P6H2S0_PUMCO
OG0002225	tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN, sp|Q9NY37|ASIC5_HUMAN	tr|A0A6P6HQD2|A0A6P6HQD2_PUMCO
OG0002226	sp|Q8IXF9|AQ12A_HUMAN, sp|A6NM10|AQ12B_HUMAN	tr|A0A6P6GY62|A0A6P6GY62_PUMCO
OG0002227	sp|Q5T5D7|ZN684_HUMAN	tr|A0A6P6I229|A0A6P6I229_PUMCO, tr|A0A6P6I4T1|A0A6P6I4T1_PUMCO
OG0002228	sp|A6NND4|O2AT4_HUMAN	tr|A0A6P6I926|A0A6P6I926_PUMCO, tr|A0A6P6I9G3|A0A6P6I9G3_PUMCO
OG0002229	sp|P15927|RFA2_HUMAN, sp|Q13156|RFA4_HUMAN	tr|A0A6P6IP82|A0A6P6IP82_PUMCO
OG0002230	sp|P51504|ZNF80_HUMAN	tr|A0A6P6H3B6|A0A6P6H3B6_PUMCO, tr|A0A6P6H0S4|A0A6P6H0S4_PUMCO
OG0002231	sp|P56915|GSC_HUMAN, sp|Q9BPY8|HOP_HUMAN	tr|A0A6P6HIC4|A0A6P6HIC4_PUMCO
OG0002232	sp|Q6NVU6|UFSP1_HUMAN, sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A6P6IPD5|A0A6P6IPD5_PUMCO
OG0002233	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A6P6HUM1|A0A6P6HUM1_PUMCO, tr|A0A6P6HYL6|A0A6P6HYL6_PUMCO
OG0002234	sp|P04085|PDGFA_HUMAN, sp|P01127|PDGFB_HUMAN	tr|A0A6P6I2S0|A0A6P6I2S0_PUMCO
OG0002235	sp|P21926|CD9_HUMAN, sp|P60033|CD81_HUMAN	tr|A0A6P6IEV6|A0A6P6IEV6_PUMCO
OG0002236	sp|Q8IX30|SCUB3_HUMAN, sp|Q8IWY4|SCUB1_HUMAN	tr|A0A6P6HZ71|A0A6P6HZ71_PUMCO
OG0002237	sp|Q5EBM4|ZN542_HUMAN, sp|Q8NCK3|ZN485_HUMAN	tr|A0A6P6HEG5|A0A6P6HEG5_PUMCO
OG0002238	sp|P23771|GATA3_HUMAN, sp|P23769|GATA2_HUMAN	tr|A0A6P6HNF1|A0A6P6HNF1_PUMCO
OG0002239	sp|P62266|RS23_HUMAN, sp|O15235|RT12_HUMAN	tr|A0A6P6HVE2|A0A6P6HVE2_PUMCO
OG0002240	sp|Q5JUK3|KCNT1_HUMAN, sp|Q6UVM3|KCNT2_HUMAN	tr|A0A6P6I621|A0A6P6I621_PUMCO
OG0002241	sp|Q8IYN2|TCAL8_HUMAN	tr|A0A6P6IJA8|A0A6P6IJA8_PUMCO, tr|A0A6P6ISR0|A0A6P6ISR0_PUMCO
OG0002242	sp|A6NM43|TCPQL_HUMAN, sp|Q96SF2|TCPQM_HUMAN	tr|A0A6P6IAL3|A0A6P6IAL3_PUMCO
OG0002243	sp|Q9BSK4|FEM1A_HUMAN, sp|Q96JP0|FEM1C_HUMAN	tr|A0A6P6HX02|A0A6P6HX02_PUMCO
OG0002244	sp|A8MYA2|CX049_HUMAN, tr|A0A1B0GWI6|A0A1B0GWI6_HUMAN	tr|A0A6P6IMZ5|A0A6P6IMZ5_PUMCO
OG0002245	sp|A5D8V7|ODAD3_HUMAN, sp|Q5T5S1|CC183_HUMAN	tr|A0A6P6HUW3|A0A6P6HUW3_PUMCO
OG0002246	sp|Q58FF3|ENPLL_HUMAN, sp|P14625|ENPL_HUMAN	tr|A0A6P6I405|A0A6P6I405_PUMCO
OG0002247	sp|Q5TG30|RHG40_HUMAN, sp|Q8N392|RHG18_HUMAN	tr|A0A6P6I0Y3|A0A6P6I0Y3_PUMCO
OG0002248	sp|P30968|GNRHR_HUMAN, sp|Q96P88|GNRR2_HUMAN	tr|A0A6P6HPQ8|A0A6P6HPQ8_PUMCO
OG0002249	sp|Q9UF47|DNJ5B_HUMAN, sp|Q9H3Z4|DNJC5_HUMAN	tr|A0A6P6HSF5|A0A6P6HSF5_PUMCO
OG0002250	sp|Q6NZ63|STEAL_HUMAN, sp|Q9UHE8|STEA1_HUMAN	tr|A0A6P6IBW6|A0A6P6IBW6_PUMCO
OG0002251	sp|M0QZC1|RN225_HUMAN, sp|E7ERA6|RN223_HUMAN	tr|A0A6P6GW62|A0A6P6GW62_PUMCO
OG0002252	sp|Q9C0J9|BHE41_HUMAN, sp|O14503|BHE40_HUMAN	tr|A0A6P6HQ65|A0A6P6HQ65_PUMCO
OG0002253	sp|Q712K3|UB2R2_HUMAN, sp|P49427|UB2R1_HUMAN	tr|A0A6P6H5L0|A0A6P6H5L0_PUMCO
OG0002254	sp|Q96EC8|YIPF6_HUMAN	tr|A0A6P6II46|A0A6P6II46_PUMCO, tr|A0A6P6INQ1|A0A6P6INQ1_PUMCO
OG0002255	sp|Q8TD90|MAGE2_HUMAN, sp|Q9HCI5|MAGE1_HUMAN	tr|A0A6P6IQU1|A0A6P6IQU1_PUMCO
OG0002256	sp|Q9NPI5|NRK2_HUMAN, sp|Q9NWW6|NRK1_HUMAN	tr|A0A6P6IGQ5|A0A6P6IGQ5_PUMCO
OG0002257	sp|Q9P016|THYN1_HUMAN	tr|A0A6P6I959|A0A6P6I959_PUMCO, tr|A0A6P6I7Y7|A0A6P6I7Y7_PUMCO
OG0002258	sp|P10072|ZN875_HUMAN, sp|P52736|ZN133_HUMAN	tr|A0A6P6IJJ1|A0A6P6IJJ1_PUMCO
OG0002259	sp|Q96B86|RGMA_HUMAN, sp|Q6NW40|RGMB_HUMAN	tr|A0A6P6HUV8|A0A6P6HUV8_PUMCO
OG0002260	sp|Q96M93|ADAD1_HUMAN, sp|Q8NCV1|ADAD2_HUMAN	tr|A0A6P6HMN2|A0A6P6HMN2_PUMCO
OG0002261	sp|Q9HCB6|SPON1_HUMAN, sp|Q9BUD6|SPON2_HUMAN	tr|A0A6P6I7Q3|A0A6P6I7Q3_PUMCO
OG0002262	sp|P78426|NKX61_HUMAN, sp|Q9C056|NKX62_HUMAN	tr|A0A6P6HRT4|A0A6P6HRT4_PUMCO
OG0002263	sp|P84095|RHOG_HUMAN	tr|A0A6P6IA37|A0A6P6IA37_PUMCO, tr|A0A6P6IP40|A0A6P6IP40_PUMCO
OG0002264	sp|Q13185|CBX3_HUMAN	tr|A0A6P6IB75|A0A6P6IB75_PUMCO, tr|A0A6P6I0K4|A0A6P6I0K4_PUMCO
OG0002265	sp|A1A5D9|BICL2_HUMAN, sp|Q6ZP65|BICL1_HUMAN	tr|A0A6P6IMC2|A0A6P6IMC2_PUMCO
OG0002266	sp|Q8NGR1|O13A1_HUMAN	tr|A0A6P6HFH6|A0A6P6HFH6_PUMCO, tr|A0A6P6HEK2|A0A6P6HEK2_PUMCO
OG0002267	sp|Q5T1J5|CHCH9_HUMAN, sp|Q9Y6H1|CHCH2_HUMAN	tr|A0A6P6HT58|A0A6P6HT58_PUMCO
OG0002268	sp|Q15628|TRADD_HUMAN, sp|Q13546|RIPK1_HUMAN	tr|A0A6P6HAL3|A0A6P6HAL3_PUMCO
OG0002269	sp|Q16288|NTRK3_HUMAN, sp|P04629|NTRK1_HUMAN	tr|A0A6P6HGP6|A0A6P6HGP6_PUMCO
OG0002270	sp|Q5TGI4|SAMD5_HUMAN, sp|O15357|SHIP2_HUMAN	tr|A0A6P6IC03|A0A6P6IC03_PUMCO
OG0002272	sp|O60676|CST8_HUMAN	tr|A0A6P6IKR2|A0A6P6IKR2_PUMCO, tr|A0A6P6IKK2|A0A6P6IKK2_PUMCO
OG0002273	sp|O95475|SIX6_HUMAN, sp|O95343|SIX3_HUMAN	tr|A0A6P6HH36|A0A6P6HH36_PUMCO
OG0002274	sp|Q14186|TFDP1_HUMAN, sp|Q5H9I0|TFDP3_HUMAN	tr|A0A6P6HUA6|A0A6P6HUA6_PUMCO
OG0002275	sp|Q9NZG7|NINJ2_HUMAN, sp|Q92982|NINJ1_HUMAN	tr|A0A6P6IGD9|A0A6P6IGD9_PUMCO
OG0002276	sp|Q9Y342|PLLP_HUMAN, sp|Q9BSK0|MALD1_HUMAN	tr|A0A6P6HKN4|A0A6P6HKN4_PUMCO
OG0002277	sp|P02585|TNNC2_HUMAN, sp|Q8TD86|CALL6_HUMAN	tr|A0A6P6II00|A0A6P6II00_PUMCO
OG0002278	sp|P78337|PITX1_HUMAN, sp|Q99697|PITX2_HUMAN	tr|A0A6P6HP17|A0A6P6HP17_PUMCO
OG0002279	sp|P25815|S100P_HUMAN, sp|Q5D862|FILA2_HUMAN	tr|A0A6P6HPH3|A0A6P6HPH3_PUMCO
OG0002280	sp|Q9BXA9|SALL3_HUMAN, sp|Q9NSC2|SALL1_HUMAN	tr|A0A6P6HL27|A0A6P6HL27_PUMCO
OG0002281	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|A0A6P6H6U4|A0A6P6H6U4_PUMCO
OG0002283	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN	tr|A0A6P6HJC3|A0A6P6HJC3_PUMCO
OG0002284	sp|Q9H6K1|ILRUN_HUMAN, sp|Q14596|NBR1_HUMAN	tr|A0A6P6HBZ8|A0A6P6HBZ8_PUMCO
OG0002285	sp|Q460N3|PAR15_HUMAN, sp|Q53GL7|PAR10_HUMAN	tr|A0A6P6H0V5|A0A6P6H0V5_PUMCO
OG0002286	sp|Q9BSW2|EFC4B_HUMAN, sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A6P6IEV9|A0A6P6IEV9_PUMCO
OG0002287	sp|Q96J84|KIRR1_HUMAN, sp|Q8IZU9|KIRR3_HUMAN	tr|A0A6P6I943|A0A6P6I943_PUMCO
OG0002288	sp|Q9H6A9|PCX3_HUMAN	tr|A0A6P6H6X9|A0A6P6H6X9_PUMCO, tr|A0A6P6H582|A0A6P6H582_PUMCO
OG0002289	sp|Q9Y291|RT33_HUMAN	tr|A0A6P6H388|A0A6P6H388_PUMCO, tr|A0A6P6H7X9|A0A6P6H7X9_PUMCO
OG0002290	sp|P14138|EDN3_HUMAN, sp|P05305|EDN1_HUMAN	tr|A0A6P6HB88|A0A6P6HB88_PUMCO
OG0002291	sp|P43489|TNR4_HUMAN, sp|P25942|TNR5_HUMAN	tr|A0A6P6IIP3|A0A6P6IIP3_PUMCO
OG0002292	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN	tr|A0A6P6I4T4|A0A6P6I4T4_PUMCO
OG0002293	sp|Q96NA8|TSNA1_HUMAN, sp|Q86VE0|MYPOP_HUMAN	tr|A0A6P6HU73|A0A6P6HU73_PUMCO
OG0002294	sp|Q9HAJ7|SP30L_HUMAN, sp|O75446|SAP30_HUMAN	tr|A0A6P6HXM3|A0A6P6HXM3_PUMCO
OG0002295	sp|P0CG01|GKN3_HUMAN, sp|Q9NS71|GKN1_HUMAN	tr|A0A6P6IJ26|A0A6P6IJ26_PUMCO
OG0002296	sp|P30926|ACHB4_HUMAN, sp|P17787|ACHB2_HUMAN	tr|A0A6P6HFB7|A0A6P6HFB7_PUMCO
