Orthogroup	Homo_sapiens	Odocoileus_virginianus_texanus
OG0001001	sp|Q96L15|NAR5_HUMAN	tr|A0A6J0XC06|A0A6J0XC06_ODOVR, tr|A0A6J0WSE0|A0A6J0WSE0_ODOVR, tr|A0A6J0WP79|A0A6J0WP79_ODOVR
OG0001002	sp|Q6ZN16|M3K15_HUMAN	tr|A0A6J0Z927|A0A6J0Z927_ODOVR
OG0001002	sp|Q99683|M3K5_HUMAN	tr|A0A6J0XYI6|A0A6J0XYI6_ODOVR
OG0001003	sp|O14787|TNPO2_HUMAN	tr|A0A6J0WYS3|A0A6J0WYS3_ODOVR
OG0001003	sp|Q92973|TNPO1_HUMAN	tr|A0A6J0ZBF9|A0A6J0ZBF9_ODOVR
OG0001004	sp|O60333|KIF1B_HUMAN	tr|A0A6J0X7Q9|A0A6J0X7Q9_ODOVR
OG0001004	sp|Q12756|KIF1A_HUMAN	tr|A0A6J0Z3X1|A0A6J0Z3X1_ODOVR
OG0001005	sp|Q13303|KCAB2_HUMAN	tr|A0A6J0YEN4|A0A6J0YEN4_ODOVR
OG0001005	sp|Q14722|KCAB1_HUMAN	tr|A0A6J0VIK9|A0A6J0VIK9_ODOVR
OG0001006	sp|Q16576|RBBP7_HUMAN	tr|A0A6J0Y4Z2|A0A6J0Y4Z2_ODOVR
OG0001006	sp|Q09028|RBBP4_HUMAN	tr|A0A6J0XQE0|A0A6J0XQE0_ODOVR
OG0001007	sp|Q86VL8|S47A2_HUMAN	tr|A0A6J0XNJ3|A0A6J0XNJ3_ODOVR
OG0001007	sp|Q96FL8|S47A1_HUMAN	tr|A0A6J0XNZ4|A0A6J0XNZ4_ODOVR
OG0001008	sp|Q8N6W0|CELF5_HUMAN	tr|A0A6J0XMD8|A0A6J0XMD8_ODOVR
OG0001008	sp|Q9BZC1|CELF4_HUMAN	tr|A0A6J0VNW6|A0A6J0VNW6_ODOVR
OG0001009	sp|Q9H324|ATS10_HUMAN	tr|A0A6J0XZ52|A0A6J0XZ52_ODOVR
OG0001009	sp|Q9UKP5|ATS6_HUMAN	tr|A0A6J0YW84|A0A6J0YW84_ODOVR
OG0001010	sp|Q14558|KPRA_HUMAN	tr|A0A6J0ZDC8|A0A6J0ZDC8_ODOVR
OG0001010	sp|O60256|KPRB_HUMAN	tr|A0A6J0Z939|A0A6J0Z939_ODOVR
OG0001011	sp|Q6WRX3|ZY11A_HUMAN	tr|A0A6J0VNZ0|A0A6J0VNZ0_ODOVR
OG0001011	sp|Q9C0D3|ZY11B_HUMAN	tr|A0A6J0VNS5|A0A6J0VNS5_ODOVR
OG0001012	sp|Q86UV7|TRI73_HUMAN, sp|Q86UV6|TRI74_HUMAN, sp|Q86XT4|TRI50_HUMAN	tr|A0A6J0XTE4|A0A6J0XTE4_ODOVR
OG0001013	sp|Q9NVD7|PARVA_HUMAN	tr|A0A6J0YHI1|A0A6J0YHI1_ODOVR
OG0001013	sp|Q9HBI1|PARVB_HUMAN	tr|A0A6J0XYC6|A0A6J0XYC6_ODOVR
OG0001014	sp|O43157|PLXB1_HUMAN	tr|A0A6J0ZEE3|A0A6J0ZEE3_ODOVR
OG0001014	sp|Q9ULL4|PLXB3_HUMAN	tr|A0A6J0XEU1|A0A6J0XEU1_ODOVR
OG0001015	sp|O75155|CAND2_HUMAN	tr|A0A6J0VWZ1|A0A6J0VWZ1_ODOVR
OG0001015	sp|Q86VP6|CAND1_HUMAN	tr|A0A6J0Y3G4|A0A6J0Y3G4_ODOVR
OG0001016	sp|P31350|RIR2_HUMAN	tr|A0A6J0XE56|A0A6J0XE56_ODOVR
OG0001016	sp|Q7LG56|RIR2B_HUMAN	tr|A0A6J0VZL5|A0A6J0VZL5_ODOVR
OG0001017	sp|P42338|PK3CB_HUMAN	tr|A0A6J0Y5V3|A0A6J0Y5V3_ODOVR, tr|A0A6J0VKV8|A0A6J0VKV8_ODOVR, tr|A0A6J0VR09|A0A6J0VR09_ODOVR
OG0001018	sp|P81534|D103A_HUMAN	tr|A0A6J0WFQ6|A0A6J0WFQ6_ODOVR
OG0001018	sp|O15263|DFB4A_HUMAN	tr|A0A6J0WFL9|A0A6J0WFL9_ODOVR
OG0001019	sp|Q9Y657|SPIN1_HUMAN	tr|A0A6J0XT91|A0A6J0XT91_ODOVR
OG0001019	sp|Q5JUX0|SPIN3_HUMAN	tr|A0A6J0VP98|A0A6J0VP98_ODOVR
OG0001020	sp|Q8N5B7|CERS5_HUMAN	tr|A0A6J0YQI9|A0A6J0YQI9_ODOVR
OG0001020	sp|Q6ZMG9|CERS6_HUMAN	tr|A0A6J0Z670|A0A6J0Z670_ODOVR
OG0001021	sp|Q8NEP9|ZN555_HUMAN, sp|Q68EA5|ZNF57_HUMAN, sp|Q9HAH1|ZN556_HUMAN	tr|A0A6J0XMV7|A0A6J0XMV7_ODOVR
OG0001022	sp|Q5VXU3|CHIC1_HUMAN	tr|A0A6J0X816|A0A6J0X816_ODOVR
OG0001022	sp|Q9UKJ5|CHIC2_HUMAN	tr|A0A6J0Z168|A0A6J0Z168_ODOVR
OG0001023	sp|P22004|BMP6_HUMAN	tr|A0A6J0VIN5|A0A6J0VIN5_ODOVR
OG0001023	sp|P18075|BMP7_HUMAN	tr|A0A6J0YGK7|A0A6J0YGK7_ODOVR
OG0001024	sp|P55011|S12A2_HUMAN	tr|A0A6J0XIA1|A0A6J0XIA1_ODOVR
OG0001024	sp|Q13621|S12A1_HUMAN	tr|A0A6J0W1D4|A0A6J0W1D4_ODOVR
OG0001025	sp|Q9Y264|ANGP4_HUMAN	tr|A0A6J0Y5F8|A0A6J0Y5F8_ODOVR
OG0001025	sp|Q15389|ANGP1_HUMAN	tr|A0A6J0WBQ6|A0A6J0WBQ6_ODOVR
OG0001026	sp|Q99435|NELL2_HUMAN	tr|A0A6J0Y5P1|A0A6J0Y5P1_ODOVR
OG0001026	sp|Q92832|NELL1_HUMAN	tr|A0A6J0XGK2|A0A6J0XGK2_ODOVR
OG0001027	sp|Q9UPW5|CBPC1_HUMAN	tr|A0A6J0WP39|A0A6J0WP39_ODOVR
OG0001027	sp|Q96MI9|CBPC4_HUMAN	tr|A0A6J0YMY3|A0A6J0YMY3_ODOVR
OG0001028	sp|Q9NRD1|FBX6_HUMAN	tr|A0A6J0XEU0|A0A6J0XEU0_ODOVR
OG0001028	sp|Q9H4M3|FBX44_HUMAN	tr|A0A6J0XLQ0|A0A6J0XLQ0_ODOVR
OG0001030	sp|O60422|ONEC3_HUMAN	tr|A0A6J0VLM0|A0A6J0VLM0_ODOVR
OG0001030	sp|Q9UBC0|HNF6_HUMAN	tr|A0A6J0XIR3|A0A6J0XIR3_ODOVR
OG0001031	sp|Q9Y6K5|OAS3_HUMAN, sp|P29728|OAS2_HUMAN, sp|P00973|OAS1_HUMAN	tr|A0A6J0YDL9|A0A6J0YDL9_ODOVR
OG0001032	sp|P09429|HMGB1_HUMAN, sp|P23497|SP100_HUMAN, sp|B2RPK0|HGB1A_HUMAN	tr|A0A6J0XM80|A0A6J0XM80_ODOVR
OG0001033	sp|P67775|PP2AA_HUMAN	tr|A0A6J0YPE3|A0A6J0YPE3_ODOVR
OG0001033	sp|P62714|PP2AB_HUMAN	tr|A0A6J0WAK5|A0A6J0WAK5_ODOVR
OG0001034	sp|Q13464|ROCK1_HUMAN	tr|A0A6J0WI71|A0A6J0WI71_ODOVR
OG0001034	sp|O75116|ROCK2_HUMAN	tr|A0A6J0WQU7|A0A6J0WQU7_ODOVR
OG0001035	sp|X6R8R1|ST15B_HUMAN, sp|Q9BQS2|SYT15_HUMAN, tr|A0A096LNH4|A0A096LNH4_HUMAN	tr|A0A6J0YXS1|A0A6J0YXS1_ODOVR
OG0001036	sp|P29474|NOS3_HUMAN	tr|A0A6J0VUH4|A0A6J0VUH4_ODOVR
OG0001036	sp|P29475|NOS1_HUMAN	tr|A0A6J0WDR8|A0A6J0WDR8_ODOVR
OG0001037	sp|Q9Y600|CSAD_HUMAN	tr|A0A6J0XRG5|A0A6J0XRG5_ODOVR
OG0001037	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A6J0YZ03|A0A6J0YZ03_ODOVR
OG0001038	sp|Q8NBJ5|GT251_HUMAN	tr|A0A6J0XZ16|A0A6J0XZ16_ODOVR
OG0001038	sp|Q8IYK4|GT252_HUMAN	tr|A0A6J0X9H1|A0A6J0X9H1_ODOVR
OG0001039	sp|Q9UKT7|FBXL3_HUMAN	tr|A0A6J0ZGN7|A0A6J0ZGN7_ODOVR
OG0001039	sp|Q9UKT6|FXL21_HUMAN	tr|A0A6J0W0L7|A0A6J0W0L7_ODOVR
OG0001040	sp|P49802|RGS7_HUMAN	tr|A0A6J0W1S8|A0A6J0W1S8_ODOVR
OG0001040	sp|P49758|RGS6_HUMAN	tr|A0A6J0Y2M2|A0A6J0Y2M2_ODOVR
OG0001041	sp|Q16644|MAPK3_HUMAN	tr|A0A6J0ZD32|A0A6J0ZD32_ODOVR
OG0001041	sp|P49137|MAPK2_HUMAN	tr|A0A6J0Y5I3|A0A6J0Y5I3_ODOVR
OG0001042	sp|Q8N4F7|RN175_HUMAN	tr|A0A6J0YTV9|A0A6J0YTV9_ODOVR
OG0001042	sp|Q9H920|RN121_HUMAN	tr|A0A6J0WNR3|A0A6J0WNR3_ODOVR
OG0001043	sp|P48448|AL3B2_HUMAN	tr|A0A6J0WIW4|A0A6J0WIW4_ODOVR
OG0001043	sp|P43353|AL3B1_HUMAN	tr|A0A6J0WK69|A0A6J0WK69_ODOVR
OG0001044	sp|Q5TAQ9|DCAF8_HUMAN, sp|A6NGE4|DC8L1_HUMAN, sp|P0C7V8|DC8L2_HUMAN	tr|A0A6J0WVQ4|A0A6J0WVQ4_ODOVR
OG0001045	sp|Q8N4P2|TT30B_HUMAN, sp|Q86WT1|TT30A_HUMAN	tr|A0A6J0XTV4|A0A6J0XTV4_ODOVR, tr|A0A6J0XTT8|A0A6J0XTT8_ODOVR
OG0001046	sp|Q5BKY9|F133B_HUMAN	tr|A0A6J0Z4Y7|A0A6J0Z4Y7_ODOVR
OG0001046	sp|Q8N9E0|F133A_HUMAN	tr|A0A6J0W9W4|A0A6J0W9W4_ODOVR
OG0001047	sp|Q9UKJ1|PILRA_HUMAN, sp|Q9UKJ0|PILRB_HUMAN	tr|A0A6J0YE29|A0A6J0YE29_ODOVR, tr|A0A6J0YFT0|A0A6J0YFT0_ODOVR
OG0001048	sp|Q06455|MTG8_HUMAN	tr|A0A6J0YNB9|A0A6J0YNB9_ODOVR
OG0001048	sp|O75081|MTG16_HUMAN	tr|A0A6J0Z0X1|A0A6J0Z0X1_ODOVR
OG0001049	sp|P23258|TBG1_HUMAN	tr|A0A6J0X1D8|A0A6J0X1D8_ODOVR
OG0001049	sp|Q9NRH3|TBG2_HUMAN	tr|A0A6J0X3L4|A0A6J0X3L4_ODOVR
OG0001050	sp|P04920|B3A2_HUMAN	tr|A0A6J0VU33|A0A6J0VU33_ODOVR
OG0001050	sp|P48751|B3A3_HUMAN	tr|A0A6J0YHB9|A0A6J0YHB9_ODOVR
OG0001051	sp|P61163|ACTZ_HUMAN	tr|A0A6J0XWM6|A0A6J0XWM6_ODOVR
OG0001051	sp|P42025|ACTY_HUMAN	tr|A0A6J0YIN1|A0A6J0YIN1_ODOVR
OG0001052	sp|O75185|AT2C2_HUMAN	tr|A0A6J0XT67|A0A6J0XT67_ODOVR
OG0001052	sp|P98194|AT2C1_HUMAN	tr|A0A6J0YWI6|A0A6J0YWI6_ODOVR
OG0001053	sp|P15170|ERF3A_HUMAN	tr|A0A6J0WP54|A0A6J0WP54_ODOVR
OG0001053	sp|Q8IYD1|ERF3B_HUMAN	tr|A0A6J0WXN7|A0A6J0WXN7_ODOVR
OG0001054	sp|Q8ND25|ZNRF1_HUMAN	tr|A0A6J0X7H1|A0A6J0X7H1_ODOVR
OG0001054	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A6J0XJC6|A0A6J0XJC6_ODOVR
OG0001055	sp|Q92879|CELF1_HUMAN	tr|A0A6J0VM80|A0A6J0VM80_ODOVR
OG0001055	sp|O95319|CELF2_HUMAN	tr|A0A6J0XHF3|A0A6J0XHF3_ODOVR
OG0001056	sp|Q96T55|KCNKG_HUMAN	tr|A0A6J0WIC1|A0A6J0WIC1_ODOVR, tr|A0A6J0XHV0|A0A6J0XHV0_ODOVR, tr|A0A6J0XHL5|A0A6J0XHL5_ODOVR
OG0001057	sp|Q9NUU7|DD19A_HUMAN	tr|A0A6J0Y7B0|A0A6J0Y7B0_ODOVR
OG0001057	sp|Q9UMR2|DD19B_HUMAN	tr|A0A6J0Y737|A0A6J0Y737_ODOVR
OG0001059	sp|P10644|KAP0_HUMAN	tr|A0A6J0W1U6|A0A6J0W1U6_ODOVR
OG0001059	sp|P31321|KAP1_HUMAN	tr|A0A6J0WJM6|A0A6J0WJM6_ODOVR
OG0001060	sp|Q14739|LBR_HUMAN	tr|A0A6J0WBH5|A0A6J0WBH5_ODOVR
OG0001060	sp|O76062|ERG24_HUMAN	tr|A0A6J0ZEL9|A0A6J0ZEL9_ODOVR
OG0001061	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A6J0XN41|A0A6J0XN41_ODOVR
OG0001061	sp|Q9UL03|INT6_HUMAN	tr|A0A6J0Y1R2|A0A6J0Y1R2_ODOVR
OG0001062	sp|P08069|IGF1R_HUMAN	tr|A0A6J0YYC1|A0A6J0YYC1_ODOVR
OG0001062	sp|P14616|INSRR_HUMAN	tr|A0A6J0YZA9|A0A6J0YZA9_ODOVR
OG0001063	sp|B3KU38|IQIP1_HUMAN, sp|P0DPB3|SCHI1_HUMAN, sp|Q1A5X6|IQCJ_HUMAN	tr|A0A6J0WLD3|A0A6J0WLD3_ODOVR
OG0001064	sp|Q16602|CALRL_HUMAN	tr|A0A6J0Z716|A0A6J0Z716_ODOVR
OG0001064	sp|P30988|CALCR_HUMAN	tr|A0A6J0XMJ8|A0A6J0XMJ8_ODOVR
OG0001065	sp|Q9C0G6|DYH6_HUMAN	tr|A0A6J0Y512|A0A6J0Y512_ODOVR
OG0001065	sp|Q0VDD8|DYH14_HUMAN	tr|A0A6J0WBT5|A0A6J0WBT5_ODOVR
OG0001066	sp|Q6JQN1|ACD10_HUMAN	tr|A0A6J0XVB6|A0A6J0XVB6_ODOVR, tr|A0A6J0XVB7|A0A6J0XVB7_ODOVR, tr|A0A6J0VP43|A0A6J0VP43_ODOVR
OG0001067	sp|Q86W24|NAL14_HUMAN	tr|A0A6J0W7H7|A0A6J0W7H7_ODOVR
OG0001067	sp|Q86W25|NAL13_HUMAN	tr|A0A6J0XQ97|A0A6J0XQ97_ODOVR
OG0001068	sp|Q9H1X3|DJC25_HUMAN	tr|A0A6J0YAZ7|A0A6J0YAZ7_ODOVR, tr|A0A6J0XP42|A0A6J0XP42_ODOVR, tr|A0A6J0XSD1|A0A6J0XSD1_ODOVR
OG0001069	sp|Q6ZMS7|ZN783_HUMAN	tr|A0A6J0XPA2|A0A6J0XPA2_ODOVR
OG0001069	sp|Q9UDV7|ZN282_HUMAN	tr|A0A6J0XNU4|A0A6J0XNU4_ODOVR
OG0001070	sp|P17010|ZFX_HUMAN	tr|A0A6J0YAJ1|A0A6J0YAJ1_ODOVR
OG0001070	sp|P08048|ZFY_HUMAN	tr|A0A6J0YCC1|A0A6J0YCC1_ODOVR
OG0001071	sp|P11532|DMD_HUMAN	tr|A0A6J0WVB1|A0A6J0WVB1_ODOVR
OG0001071	sp|P46939|UTRN_HUMAN	tr|A0A6J0Z1H6|A0A6J0Z1H6_ODOVR
OG0001072	sp|P46020|KPB1_HUMAN	tr|A0A6J0VT18|A0A6J0VT18_ODOVR
OG0001072	sp|P46019|KPB2_HUMAN	tr|A0A6J0XAQ8|A0A6J0XAQ8_ODOVR
OG0001073	sp|P55287|CAD11_HUMAN	tr|A0A6J0Y3X9|A0A6J0Y3X9_ODOVR
OG0001073	sp|P55286|CADH8_HUMAN	tr|A0A6J0Y9K8|A0A6J0Y9K8_ODOVR
OG0001074	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A6J0Y826|A0A6J0Y826_ODOVR
OG0001074	sp|O60346|PHLP1_HUMAN	tr|A0A6J0YHU8|A0A6J0YHU8_ODOVR
OG0001075	sp|Q8TDY3|ACTT2_HUMAN	tr|A0A6J0VXN4|A0A6J0VXN4_ODOVR
OG0001075	sp|Q8TDG2|ACTT1_HUMAN	tr|A0A6J0Y5L9|A0A6J0Y5L9_ODOVR
OG0001077	sp|Q16706|MA2A1_HUMAN	tr|A0A6J0Z2E7|A0A6J0Z2E7_ODOVR
OG0001077	sp|P49641|MA2A2_HUMAN	tr|A0A6J0YKH6|A0A6J0YKH6_ODOVR
OG0001078	sp|Q9HCQ5|GALT9_HUMAN	tr|A0A6J0YHV7|A0A6J0YHV7_ODOVR
OG0001078	sp|Q6IS24|GLT17_HUMAN	tr|A0A6J0VIX1|A0A6J0VIX1_ODOVR
OG0001079	sp|Q9NV66|TYW1_HUMAN	tr|A0A6J0VWM5|A0A6J0VWM5_ODOVR
OG0001079	sp|Q6NUM6|TYW1B_HUMAN	tr|A0A6J0Y2E6|A0A6J0Y2E6_ODOVR
OG0001080	sp|O00506|STK25_HUMAN	tr|A0A6J0Z5V2|A0A6J0Z5V2_ODOVR
OG0001080	sp|Q9Y6E0|STK24_HUMAN	tr|A0A6J0YQY4|A0A6J0YQY4_ODOVR
OG0001081	sp|P0C091|FREM3_HUMAN	tr|A0A6J0WDT0|A0A6J0WDT0_ODOVR
OG0001081	sp|Q5SZK8|FREM2_HUMAN	tr|A0A6J0XU97|A0A6J0XU97_ODOVR
OG0001082	sp|Q8TE56|ATS17_HUMAN	tr|A0A6J0YER4|A0A6J0YER4_ODOVR
OG0001082	sp|Q8TE59|ATS19_HUMAN	tr|A0A6J0XYK3|A0A6J0XYK3_ODOVR
OG0001083	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A6J0Y094|A0A6J0Y094_ODOVR
OG0001083	sp|Q6RI45|BRWD3_HUMAN	tr|A0A6J0WFX4|A0A6J0WFX4_ODOVR
OG0001084	sp|P17812|PYRG1_HUMAN	tr|A0A6J0Z8E2|A0A6J0Z8E2_ODOVR
OG0001084	sp|Q9NRF8|PYRG2_HUMAN	tr|A0A6J0X0B1|A0A6J0X0B1_ODOVR
OG0001085	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A6J0XLJ2|A0A6J0XLJ2_ODOVR
OG0001085	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A6J0WLN4|A0A6J0WLN4_ODOVR
OG0001086	sp|O75152|ZC11A_HUMAN, sp|A0A1B0GTU1|ZC11B_HUMAN	tr|A0A6J0W905|A0A6J0W905_ODOVR, tr|A0A6J0ZDA1|A0A6J0ZDA1_ODOVR
OG0001087	sp|P31944|CASPE_HUMAN	tr|A0A6J0Y813|A0A6J0Y813_ODOVR, tr|A0A6J0VS26|A0A6J0VS26_ODOVR, tr|A0A6J0VNN1|A0A6J0VNN1_ODOVR
OG0001088	sp|Q15697|ZN174_HUMAN	tr|A0A6J0XBY1|A0A6J0XBY1_ODOVR, tr|A0A6J0X7E4|A0A6J0X7E4_ODOVR, tr|A0A6J0Z7X7|A0A6J0Z7X7_ODOVR
OG0001089	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A6J0Y9W1|A0A6J0Y9W1_ODOVR
OG0001089	sp|Q8N436|CPXM2_HUMAN	tr|A0A6J0VS52|A0A6J0VS52_ODOVR
OG0001090	sp|O95718|ERR2_HUMAN	tr|A0A6J0XG63|A0A6J0XG63_ODOVR
OG0001090	sp|P62508|ERR3_HUMAN	tr|A0A6J0YG74|A0A6J0YG74_ODOVR
OG0001091	sp|P36544|ACHA7_HUMAN, tr|A0A1W2PN81|A0A1W2PN81_HUMAN, sp|Q494W8|CRFM7_HUMAN	tr|A0A6J0YAG5|A0A6J0YAG5_ODOVR
OG0001092	sp|O95968|SG1D1_HUMAN, sp|Q6XE38|SG1D4_HUMAN, sp|O95969|SG1D2_HUMAN	tr|A0A6J0ZFK5|A0A6J0ZFK5_ODOVR
OG0001093	sp|Q9P2F6|RHG20_HUMAN	tr|A0A6J0VJR0|A0A6J0VJR0_ODOVR, tr|A0A6J0VHJ0|A0A6J0VHJ0_ODOVR, tr|A0A6J0VJG0|A0A6J0VJG0_ODOVR
OG0001094	sp|O94925|GLSK_HUMAN	tr|A0A6J0Y6H5|A0A6J0Y6H5_ODOVR
OG0001094	sp|Q9UI32|GLSL_HUMAN	tr|A0A6J0WT77|A0A6J0WT77_ODOVR
OG0001095	sp|Q8NGH6|O52L2_HUMAN, sp|Q8NGH7|O52L1_HUMAN	tr|A0A6J0YFB6|A0A6J0YFB6_ODOVR, tr|A0A6J0YXI1|A0A6J0YXI1_ODOVR
OG0001097	sp|P47869|GBRA2_HUMAN	tr|A0A6J0X7F7|A0A6J0X7F7_ODOVR
OG0001097	sp|P14867|GBRA1_HUMAN	tr|A0A6J0Y617|A0A6J0Y617_ODOVR
OG0001098	sp|P57086|SCND1_HUMAN	tr|A0A6J0VVN0|A0A6J0VVN0_ODOVR, tr|A0A6J0Y4G3|A0A6J0Y4G3_ODOVR, tr|A0A6J0XL55|A0A6J0XL55_ODOVR
OG0001099	sp|Q9H9B4|SFXN1_HUMAN	tr|A0A6J0Y8K8|A0A6J0Y8K8_ODOVR
OG0001099	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A6J0VRY5|A0A6J0VRY5_ODOVR
OG0001100	sp|P40425|PBX2_HUMAN	tr|A0A6J0YTZ2|A0A6J0YTZ2_ODOVR
OG0001100	sp|Q9BYU1|PBX4_HUMAN	tr|A0A6J0YYE3|A0A6J0YYE3_ODOVR
OG0001101	sp|P39687|AN32A_HUMAN, sp|O43423|AN32C_HUMAN, sp|O95626|AN32D_HUMAN	tr|A0A6J0WGP8|A0A6J0WGP8_ODOVR
OG0001102	sp|P08865|RSSA_HUMAN, tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN	tr|A0A6J0YEB5|A0A6J0YEB5_ODOVR, tr|A0A6J0XQ77|A0A6J0XQ77_ODOVR
OG0001103	sp|P81133|SIM1_HUMAN	tr|A0A6J0YSG3|A0A6J0YSG3_ODOVR
OG0001103	sp|Q14190|SIM2_HUMAN	tr|A0A6J0VQM3|A0A6J0VQM3_ODOVR
OG0001104	sp|Q9P283|SEM5B_HUMAN	tr|A0A6J0VTR3|A0A6J0VTR3_ODOVR
OG0001104	sp|Q13591|SEM5A_HUMAN	tr|A0A6J0X9X2|A0A6J0X9X2_ODOVR
OG0001105	sp|Q29RF7|PDS5A_HUMAN	tr|A0A6J0WE07|A0A6J0WE07_ODOVR
OG0001105	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A6J0W506|A0A6J0W506_ODOVR
OG0001106	sp|Q63HK5|TSH3_HUMAN	tr|A0A6J0WQY2|A0A6J0WQY2_ODOVR
OG0001106	sp|Q6ZSZ6|TSH1_HUMAN	tr|A0A6J0WAQ7|A0A6J0WAQ7_ODOVR
OG0001107	sp|Q9UQ26|RIMS2_HUMAN	tr|A0A6J0YE70|A0A6J0YE70_ODOVR
OG0001107	sp|Q86UR5|RIMS1_HUMAN	tr|A0A6J0XJY7|A0A6J0XJY7_ODOVR
OG0001108	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A6J0WMS3|A0A6J0WMS3_ODOVR
OG0001108	sp|Q8WXF7|ATLA1_HUMAN	tr|A0A6J0VKR0|A0A6J0VKR0_ODOVR
OG0001110	sp|Q15796|SMAD2_HUMAN	tr|A0A6J0XYK0|A0A6J0XYK0_ODOVR
OG0001110	sp|P84022|SMAD3_HUMAN	tr|A0A6J0YEX7|A0A6J0YEX7_ODOVR
OG0001111	sp|Q86T29|ZN605_HUMAN	tr|A0A6J0YHY3|A0A6J0YHY3_ODOVR, tr|A0A6J0Y0C0|A0A6J0Y0C0_ODOVR, tr|A0A6J0YWJ4|A0A6J0YWJ4_ODOVR
OG0001112	sp|O95259|KCNH1_HUMAN, sp|Q8NCM2|KCNH5_HUMAN	tr|A0A6J0Z728|A0A6J0Z728_ODOVR, tr|A0A6J0WM99|A0A6J0WM99_ODOVR
OG0001113	sp|Q9NRD9|DUOX1_HUMAN	tr|A0A6J0Z5Q0|A0A6J0Z5Q0_ODOVR
OG0001113	sp|Q9NRD8|DUOX2_HUMAN	tr|A0A6J0Z2W5|A0A6J0Z2W5_ODOVR
OG0001114	sp|Q9NZM1|MYOF_HUMAN	tr|A0A6J0YSM4|A0A6J0YSM4_ODOVR
OG0001114	sp|O75923|DYSF_HUMAN	tr|A0A6J0YVP9|A0A6J0YVP9_ODOVR
OG0001115	sp|Q9Y3P9|RBGP1_HUMAN	tr|A0A6J0VVS3|A0A6J0VVS3_ODOVR
OG0001115	sp|Q5R372|RBG1L_HUMAN	tr|A0A6J0Y8R6|A0A6J0Y8R6_ODOVR
OG0001116	sp|Q8N961|ABTB2_HUMAN	tr|A0A6J0Z198|A0A6J0Z198_ODOVR
OG0001116	sp|A6QL63|ABTB3_HUMAN	tr|A0A6J0YU76|A0A6J0YU76_ODOVR
OG0001117	sp|P03956|MMP1_HUMAN	tr|A0A6J0YLN1|A0A6J0YLN1_ODOVR, tr|A0A6J0Y337|A0A6J0Y337_ODOVR, tr|A0A6J0Y349|A0A6J0Y349_ODOVR
OG0001118	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A6J0VWU8|A0A6J0VWU8_ODOVR
OG0001118	sp|O95258|UCP5_HUMAN	tr|A0A6J0X854|A0A6J0X854_ODOVR
OG0001119	sp|Q8NFP4|MDGA1_HUMAN	tr|A0A6J0VUX9|A0A6J0VUX9_ODOVR
OG0001119	sp|Q7Z553|MDGA2_HUMAN	tr|A0A6J0X2T2|A0A6J0X2T2_ODOVR
OG0001120	sp|P41229|KDM5C_HUMAN	tr|A0A6J0W817|A0A6J0W817_ODOVR
OG0001120	sp|Q9BY66|KDM5D_HUMAN	tr|A0A6J0WUT1|A0A6J0WUT1_ODOVR
OG0001121	sp|Q96BM9|ARL8A_HUMAN	tr|A0A6J0WMJ6|A0A6J0WMJ6_ODOVR
OG0001121	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A6J0ZAB2|A0A6J0ZAB2_ODOVR
OG0001122	sp|O75366|AVIL_HUMAN	tr|A0A6J0VYD3|A0A6J0VYD3_ODOVR
OG0001122	sp|P09327|VILI_HUMAN	tr|A0A6J0YF42|A0A6J0YF42_ODOVR
OG0001123	sp|Q9UJL9|ZF69B_HUMAN	tr|A0A6J0XNN6|A0A6J0XNN6_ODOVR
OG0001123	sp|Q49AA0|ZFP69_HUMAN	tr|A0A6J0XIS0|A0A6J0XIS0_ODOVR
OG0001124	sp|Q6IB77|GLYAT_HUMAN	tr|A0A6J0XK71|A0A6J0XK71_ODOVR, tr|A0A6J0YFT3|A0A6J0YFT3_ODOVR, tr|A0A6J0YH43|A0A6J0YH43_ODOVR
OG0001125	sp|P05198|IF2A_HUMAN	tr|A0A6J0YGH6|A0A6J0YGH6_ODOVR, tr|A0A6J0XS36|A0A6J0XS36_ODOVR, tr|A0A6J0W5G0|A0A6J0W5G0_ODOVR
OG0001126	sp|P10826|RARB_HUMAN	tr|A0A6J0WL86|A0A6J0WL86_ODOVR
OG0001126	sp|P10276|RARA_HUMAN	tr|A0A6J0X7D3|A0A6J0X7D3_ODOVR
OG0001127	sp|P49590|SYHM_HUMAN	tr|A0A6J0WEY5|A0A6J0WEY5_ODOVR
OG0001127	sp|P12081|HARS1_HUMAN	tr|A0A6J0WIN4|A0A6J0WIN4_ODOVR
