Orthogroup	Homo_sapiens	Camelus_ferus 
OG0001729	sp|Q6PIF6|MYO7B_HUMAN	tr|S9WCU7|S9WCU7_CAMFR
OG0001729	sp|Q13402|MYO7A_HUMAN	tr|S9WP52|S9WP52_CAMFR
OG0001730	sp|Q9UKY3|CES1P_HUMAN, sp|P23141|EST1_HUMAN, sp|Q5XG92|EST4A_HUMAN	tr|S9XI02|S9XI02_CAMFR
OG0001731	sp|P00973|OAS1_HUMAN, sp|Q9Y6K5|OAS3_HUMAN, sp|P29728|OAS2_HUMAN	tr|T0M4L2|T0M4L2_CAMFR
OG0001732	sp|Q5PT55|NTCP5_HUMAN	tr|S9XGU3|S9XGU3_CAMFR
OG0001732	sp|P09131|P3_HUMAN	tr|S9XKY8|S9XKY8_CAMFR
OG0001733	sp|Q96P50|ACAP3_HUMAN	tr|S9XCB2|S9XCB2_CAMFR
OG0001733	sp|Q15057|ACAP2_HUMAN	tr|S9YMW9|S9YMW9_CAMFR
OG0001734	sp|Q13394|MB211_HUMAN	tr|S9X5V8|S9X5V8_CAMFR
OG0001734	sp|Q9Y586|MB212_HUMAN	tr|S9W853|S9W853_CAMFR
OG0001735	sp|Q96KM6|Z512B_HUMAN	tr|S9XJH6|S9XJH6_CAMFR
OG0001735	sp|Q96ME7|ZN512_HUMAN	tr|S9WFV5|S9WFV5_CAMFR
OG0001736	sp|Q8TCB0|IFI44_HUMAN	tr|S9X4N4|S9X4N4_CAMFR
OG0001736	sp|Q53G44|IF44L_HUMAN	tr|S9YDJ4|S9YDJ4_CAMFR
OG0001737	sp|Q9UGC6|RGS17_HUMAN	tr|S9WJH4|S9WJH4_CAMFR
OG0001737	sp|P49795|RGS19_HUMAN	tr|S9YUZ7|S9YUZ7_CAMFR
OG0001738	sp|Q9H6B1|Z385D_HUMAN, sp|Q66K41|Z385C_HUMAN, sp|Q96PM9|Z385A_HUMAN	tr|S9XI00|S9XI00_CAMFR
OG0001739	sp|P54296|MYOM2_HUMAN	tr|S9YPE4|S9YPE4_CAMFR
OG0001739	sp|P52179|MYOM1_HUMAN	tr|T0M9Q1|T0M9Q1_CAMFR
OG0001740	sp|Q02641|CACB1_HUMAN, sp|O00305|CACB4_HUMAN, sp|Q08289|CACB2_HUMAN	tr|S9X9Q3|S9X9Q3_CAMFR
OG0001741	sp|Q8N6D2|RN182_HUMAN, sp|Q9H0X6|RN208_HUMAN, tr|A0A7I2V3R4|A0A7I2V3R4_HUMAN	tr|S9WWR4|S9WWR4_CAMFR
OG0001742	sp|Q3T8J9|GON4L_HUMAN, sp|Q9UKL3|C8AP2_HUMAN, sp|Q9H869|YYAP1_HUMAN	tr|S9XE06|S9XE06_CAMFR
OG0001743	sp|O43365|HXA3_HUMAN	tr|S9YJZ3|S9YJZ3_CAMFR
OG0001743	sp|P14651|HXB3_HUMAN	tr|S9XG86|S9XG86_CAMFR
OG0001744	sp|P06756|ITAV_HUMAN	tr|S9WH56|S9WH56_CAMFR
OG0001744	sp|P53708|ITA8_HUMAN	tr|S9YM40|S9YM40_CAMFR
OG0001745	sp|Q96P11|NSUN5_HUMAN, sp|Q63ZY6|NSN5C_HUMAN, sp|Q3KNT7|NSN5B_HUMAN	tr|S9X6G4|S9X6G4_CAMFR
OG0001746	sp|Q93008|USP9X_HUMAN, sp|O00507|USP9Y_HUMAN	tr|S9XEX2|S9XEX2_CAMFR, tr|S9XQJ8|S9XQJ8_CAMFR
OG0001747	sp|P53667|LIMK1_HUMAN, sp|P53671|LIMK2_HUMAN	tr|S9XYK4|S9XYK4_CAMFR, tr|S9Y0K9|S9Y0K9_CAMFR
OG0001748	sp|O95154|ARK73_HUMAN, sp|Q8NHP1|ARK74_HUMAN, sp|O43488|ARK72_HUMAN	tr|T0NSU8|T0NSU8_CAMFR
OG0001749	sp|Q96AY3|FKB10_HUMAN	tr|S9WC59|S9WC59_CAMFR, tr|S9X9B6|S9X9B6_CAMFR, tr|S9XLM4|S9XLM4_CAMFR
OG0001750	sp|Q9H8M5|CNNM2_HUMAN	tr|S9X2F9|S9X2F9_CAMFR
OG0001750	sp|Q6P4Q7|CNNM4_HUMAN	tr|S9XD49|S9XD49_CAMFR
OG0001751	sp|Q9Y3C6|PPIL1_HUMAN	tr|S9W8S4|S9W8S4_CAMFR
OG0001751	sp|Q6UX04|CWC27_HUMAN	tr|S9WNF9|S9WNF9_CAMFR
OG0001752	sp|Q13322|GRB10_HUMAN, sp|Q14449|GRB14_HUMAN, sp|Q14451|GRB7_HUMAN	tr|S9XG18|S9XG18_CAMFR
OG0001753	sp|Q15800|MSMO1_HUMAN, sp|O75845|SC5D_HUMAN, sp|O95992|CH25H_HUMAN	tr|S9WQQ7|S9WQQ7_CAMFR
OG0001754	sp|O15226|NKRF_HUMAN, sp|Q9NXV6|CARF_HUMAN, sp|Q96HQ2|C2AIL_HUMAN	tr|S9WZE6|S9WZE6_CAMFR
OG0001755	sp|P23258|TBG1_HUMAN, sp|Q9NRH3|TBG2_HUMAN	tr|S9XCV5|S9XCV5_CAMFR, tr|S9YL95|S9YL95_CAMFR
OG0001756	sp|Q53EU6|GPAT3_HUMAN	tr|S9XYT7|S9XYT7_CAMFR
OG0001756	sp|Q86UL3|GPAT4_HUMAN	tr|T0NSZ5|T0NSZ5_CAMFR
OG0001757	sp|Q8IV13|CCNJL_HUMAN, sp|Q5T7P6|TMM78_HUMAN, sp|F2Z398|LMO7D_HUMAN	tr|S9XC70|S9XC70_CAMFR
OG0001758	sp|Q9UQ88|CD11A_HUMAN, sp|P21127|CD11B_HUMAN	tr|S9YHJ5|S9YHJ5_CAMFR, tr|S9YM89|S9YM89_CAMFR
OG0001759	sp|A6NIE6|RN3P2_HUMAN, sp|Q9NYV6|RRN3_HUMAN, sp|Q2M238|RN3P1_HUMAN	tr|S9YM79|S9YM79_CAMFR
OG0001760	sp|O75154|RFIP3_HUMAN	tr|S9XT20|S9XT20_CAMFR
OG0001760	sp|Q86YS3|RFIP4_HUMAN	tr|T0M7E0|T0M7E0_CAMFR
OG0001761	sp|Q9H7F4|T185B_HUMAN	tr|S9WJM4|S9WJM4_CAMFR
OG0001761	sp|Q8NFB2|T185A_HUMAN	tr|S9W742|S9W742_CAMFR
OG0001762	sp|P42568|AF9_HUMAN	tr|S9X9X5|S9X9X5_CAMFR
OG0001762	sp|Q03111|ENL_HUMAN	tr|S9YFZ3|S9YFZ3_CAMFR
OG0001763	sp|Q5VXU1|NKAI2_HUMAN, sp|Q8N8D7|NKAI3_HUMAN, sp|Q4KMZ8|NKAI1_HUMAN	tr|S9XAA0|S9XAA0_CAMFR
OG0001764	sp|Q9NSY2|STAR5_HUMAN, sp|Q96DR4|STAR4_HUMAN, sp|P59095|STAR6_HUMAN	tr|T0NTI3|T0NTI3_CAMFR
OG0001765	sp|Q8WYN0|ATG4A_HUMAN	tr|S9W8F9|S9W8F9_CAMFR
OG0001765	sp|Q9Y4P1|ATG4B_HUMAN	tr|S9X4M3|S9X4M3_CAMFR
OG0001766	sp|P49641|MA2A2_HUMAN	tr|S9XIJ1|S9XIJ1_CAMFR
OG0001766	sp|Q16706|MA2A1_HUMAN	tr|S9X7P1|S9X7P1_CAMFR
OG0001767	sp|Q9Y5T5|UBP16_HUMAN, sp|Q70EL2|UBP45_HUMAN	tr|S9XYQ4|S9XYQ4_CAMFR, tr|S9W984|S9W984_CAMFR
OG0001768	sp|Q9NZW5|PALS2_HUMAN, sp|Q00013|EM55_HUMAN, sp|Q14168|MPP2_HUMAN	tr|S9YY66|S9YY66_CAMFR
OG0001769	sp|Q9H0R8|GBRL1_HUMAN, sp|Q9BY60|GBRL3_HUMAN, sp|O95166|GBRAP_HUMAN	tr|T0NN93|T0NN93_CAMFR
OG0001770	sp|O60518|RNBP6_HUMAN	tr|S9WL47|S9WL47_CAMFR
OG0001770	sp|O00410|IPO5_HUMAN	tr|S9W4J9|S9W4J9_CAMFR
OG0001771	sp|Q9BQE9|BCL7B_HUMAN, sp|Q8WUZ0|BCL7C_HUMAN, sp|Q4VC05|BCL7A_HUMAN	tr|S9Y949|S9Y949_CAMFR
OG0001772	sp|Q9UFD9|RIM3A_HUMAN, sp|A6NNM3|RIM3B_HUMAN, sp|A6NJZ7|RIM3C_HUMAN	tr|S9YGS7|S9YGS7_CAMFR
OG0001773	sp|Q8WW22|DNJA4_HUMAN	tr|S9YZM6|S9YZM6_CAMFR
OG0001773	sp|P31689|DNJA1_HUMAN	tr|S9Y5Q5|S9Y5Q5_CAMFR
OG0001774	sp|Q8N6P7|I22R1_HUMAN, sp|Q969J5|I22R2_HUMAN, sp|Q9UHF4|I20RA_HUMAN	tr|T0MJY2|T0MJY2_CAMFR
OG0001775	sp|Q96MY1|NOL4L_HUMAN	tr|S9YC23|S9YC23_CAMFR, tr|S9W590|S9W590_CAMFR, tr|S9W9K7|S9W9K7_CAMFR
OG0001776	sp|Q14188|TFDP2_HUMAN, sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|S9WLX7|S9WLX7_CAMFR
OG0001777	sp|Q00534|CDK6_HUMAN, sp|Q8TEA7|TBCK_HUMAN, sp|P11802|CDK4_HUMAN	tr|S9WUL2|S9WUL2_CAMFR
OG0001778	sp|P58743|S26A5_HUMAN, sp|Q9BXS9|S26A6_HUMAN, sp|Q7LBE3|S26A9_HUMAN	tr|T0MFS7|T0MFS7_CAMFR
OG0001779	sp|Q86V35|CABP7_HUMAN	tr|S9YD63|S9YD63_CAMFR
OG0001779	sp|Q9BXU9|CABP8_HUMAN	tr|S9XQW3|S9XQW3_CAMFR
OG0001780	sp|Q3SXY7|LRIT3_HUMAN, sp|A6NDA9|LRIT2_HUMAN, sp|Q9P2V4|LRIT1_HUMAN	tr|S9WQY0|S9WQY0_CAMFR
OG0001781	sp|Q99435|NELL2_HUMAN	tr|S9WMM6|S9WMM6_CAMFR
OG0001781	sp|Q92832|NELL1_HUMAN	tr|T0MA47|T0MA47_CAMFR
OG0001782	sp|Q9GZW8|MS4A7_HUMAN, sp|Q9H2W1|M4A6A_HUMAN, sp|Q96DS6|M4A6E_HUMAN	tr|S9XFV5|S9XFV5_CAMFR
OG0001783	sp|Q14722|KCAB1_HUMAN, sp|Q13303|KCAB2_HUMAN, sp|O43448|KCAB3_HUMAN	tr|S9XQK7|S9XQK7_CAMFR
OG0001784	sp|Q6NSW7|NANP8_HUMAN, sp|Q9H9S0|NANOG_HUMAN, sp|Q8N7R0|NANG2_HUMAN	tr|T0MKI5|T0MKI5_CAMFR
OG0001785	sp|Q86VD7|S2542_HUMAN, sp|P16260|GDC_HUMAN, sp|Q8WUT9|S2543_HUMAN	tr|S9Y7D3|S9Y7D3_CAMFR
OG0001786	sp|O15055|PER2_HUMAN, sp|O15534|PER1_HUMAN, sp|P56645|PER3_HUMAN	tr|S9XCS0|S9XCS0_CAMFR
OG0001787	sp|Q00577|PURA_HUMAN	tr|S9Z153|S9Z153_CAMFR
OG0001787	sp|Q96QR8|PURB_HUMAN	tr|S9XKJ7|S9XKJ7_CAMFR
OG0001788	sp|P33897|ABCD1_HUMAN	tr|T0NNH7|T0NNH7_CAMFR
OG0001788	sp|Q9UBJ2|ABCD2_HUMAN	tr|S9YBX7|S9YBX7_CAMFR
OG0001789	sp|P13591|NCAM1_HUMAN	tr|S9XEH8|S9XEH8_CAMFR
OG0001789	sp|O15394|NCAM2_HUMAN	tr|S9XJ90|S9XJ90_CAMFR
OG0001790	sp|A6NDG6|PGP_HUMAN, sp|Q96GD0|PLPP_HUMAN	tr|S9XF39|S9XF39_CAMFR, tr|S9YYD5|S9YYD5_CAMFR
OG0001791	sp|P36382|CXA5_HUMAN, sp|P57773|CXA9_HUMAN, sp|Q969M2|CXA10_HUMAN	tr|S9XPK6|S9XPK6_CAMFR
OG0001792	sp|Q9H5I1|SUV92_HUMAN, sp|Q53H47|SETMR_HUMAN, sp|O43463|SUV91_HUMAN	tr|S9XIG4|S9XIG4_CAMFR
OG0001793	sp|Q9H4T2|ZSC16_HUMAN, sp|Q9NW07|ZN358_HUMAN, sp|Q7L3S4|ZN771_HUMAN	tr|S9XJT4|S9XJT4_CAMFR
OG0001794	sp|Q9NZI8|IF2B1_HUMAN	tr|S9XEZ9|S9XEZ9_CAMFR
OG0001794	sp|O00425|IF2B3_HUMAN	tr|S9YM27|S9YM27_CAMFR
OG0001795	sp|Q8NEG7|DEN6B_HUMAN, sp|Q8IWF6|DEN6A_HUMAN	tr|S9XYG4|S9XYG4_CAMFR, tr|S9XBJ4|S9XBJ4_CAMFR
OG0001796	sp|Q02156|KPCE_HUMAN	tr|S9XYS9|S9XYS9_CAMFR
OG0001796	sp|P24723|KPCL_HUMAN	tr|S9WY08|S9WY08_CAMFR
OG0001797	sp|Q9Y232|CDYL_HUMAN, sp|Q9Y6F8|CDY1_HUMAN, sp|Q9Y6F7|CDY2_HUMAN	tr|S9Y8V0|S9Y8V0_CAMFR
OG0001798	sp|Q96JW4|S41A2_HUMAN, sp|Q96GZ6|S41A3_HUMAN, sp|Q8IVJ1|S41A1_HUMAN	tr|T0MHW3|T0MHW3_CAMFR
OG0001799	sp|Q9Y4D1|DAAM1_HUMAN	tr|S9WWD5|S9WWD5_CAMFR
OG0001799	sp|Q86T65|DAAM2_HUMAN	tr|S9XN27|S9XN27_CAMFR
OG0001800	sp|Q12968|NFAC3_HUMAN, sp|Q14934|NFAC4_HUMAN, sp|O95644|NFAC1_HUMAN	tr|S9Y8V2|S9Y8V2_CAMFR
OG0001801	sp|Q99735|MGST2_HUMAN, sp|Q16873|LTC4S_HUMAN, sp|O14880|MGST3_HUMAN	tr|S9XE57|S9XE57_CAMFR
OG0001802	sp|P60763|RAC3_HUMAN, sp|P63000|RAC1_HUMAN, sp|P15153|RAC2_HUMAN	tr|S9YLX4|S9YLX4_CAMFR
OG0001803	sp|Q9UL17|TBX21_HUMAN, sp|O95936|EOMES_HUMAN, sp|Q16650|TBR1_HUMAN	tr|T0MDT2|T0MDT2_CAMFR
OG0001804	sp|P19484|TFEB_HUMAN, sp|P19532|TFE3_HUMAN, sp|O14948|TFEC_HUMAN	tr|S9XN55|S9XN55_CAMFR
OG0001805	sp|Q5TAQ9|DCAF8_HUMAN, sp|A6NGE4|DC8L1_HUMAN, sp|P0C7V8|DC8L2_HUMAN	tr|S9WK13|S9WK13_CAMFR
OG0001806	sp|P06400|RB_HUMAN, sp|P28749|RBL1_HUMAN, sp|Q08999|RBL2_HUMAN	tr|S9WVI0|S9WVI0_CAMFR
OG0001807	sp|Q9H6Q4|CIAO3_HUMAN	tr|S9XR19|S9XR19_CAMFR
OG0001807	sp|Q9UHQ1|NARF_HUMAN	tr|S9XLA1|S9XLA1_CAMFR
OG0001808	sp|Q8NHS4|CLHC1_HUMAN, sp|P53675|CLH2_HUMAN, sp|Q00610|CLH1_HUMAN	tr|S9YHA4|S9YHA4_CAMFR
OG0001809	sp|Q8TBG9|SYNPR_HUMAN, sp|Q5VXT5|SYPL2_HUMAN, sp|Q16563|SYPL1_HUMAN	tr|S9YNX5|S9YNX5_CAMFR
OG0001810	sp|Q9UNH7|SNX6_HUMAN	tr|S9Y735|S9Y735_CAMFR
OG0001810	sp|Q86XE0|SNX32_HUMAN	tr|T0MEI3|T0MEI3_CAMFR
OG0001811	sp|Q96SN7|ORAI2_HUMAN, sp|Q96D31|CRCM1_HUMAN, sp|Q9BRQ5|ORAI3_HUMAN	tr|S9Y922|S9Y922_CAMFR
OG0001812	sp|O00746|NDKM_HUMAN, sp|Q13232|NDK3_HUMAN, sp|P15531|NDKA_HUMAN	tr|S9XGD0|S9XGD0_CAMFR
OG0001813	sp|Q9NZI2|KCIP1_HUMAN, sp|Q9Y2W7|CSEN_HUMAN, sp|Q6PIL6|KCIP4_HUMAN	tr|S9XWD4|S9XWD4_CAMFR
OG0001814	tr|A0A1W2PR80|A0A1W2PR80_HUMAN, sp|Q3SYA9|P12L1_HUMAN, sp|A6NNC1|P12LL_HUMAN	tr|T0MFS3|T0MFS3_CAMFR
OG0001815	sp|Q2MV58|TECT1_HUMAN, sp|Q6NUS6|TECT3_HUMAN, sp|Q96GX1|TECT2_HUMAN	tr|T0NPC4|T0NPC4_CAMFR
OG0001816	sp|Q9Y487|VPP2_HUMAN, sp|Q9HBG4|VPP4_HUMAN, sp|Q93050|VPP1_HUMAN	tr|S9XCV8|S9XCV8_CAMFR
OG0001817	sp|Q9NRJ5|PAPOB_HUMAN, sp|P51003|PAPOA_HUMAN, sp|Q9BWT3|PAPOG_HUMAN	tr|S9WIK0|S9WIK0_CAMFR
OG0001818	sp|Q9BSM1|PCGF1_HUMAN, sp|Q9BYE7|PCGF6_HUMAN, sp|Q9NS91|RAD18_HUMAN	tr|T0NML1|T0NML1_CAMFR
OG0001819	sp|P22760|AAAD_HUMAN, sp|Q6P093|ADCL2_HUMAN, sp|Q6PIU2|NCEH1_HUMAN	tr|S9WIW9|S9WIW9_CAMFR
OG0001820	sp|Q9BT49|THAP7_HUMAN, sp|Q8TBB0|THAP6_HUMAN, sp|Q9H5L6|THAP9_HUMAN	tr|S9WL32|S9WL32_CAMFR
OG0001821	sp|A0A5B7|TVB29_HUMAN, tr|A0A075B6H5|A0A075B6H5_HUMAN, sp|A0A075B6N2|TVBT1_HUMAN	tr|S9XZD9|S9XZD9_CAMFR
OG0001822	sp|A6NJ46|NKX63_HUMAN, sp|Q9C056|NKX62_HUMAN, sp|P78426|NKX61_HUMAN	tr|T0NM82|T0NM82_CAMFR
OG0001823	sp|P00747|PLMN_HUMAN, sp|P08519|APOA_HUMAN, sp|Q16609|LPAL2_HUMAN	tr|S9XC57|S9XC57_CAMFR
OG0001824	sp|Q96A32|MYL11_HUMAN, sp|Q02045|MYL5_HUMAN, sp|Q01449|MLRA_HUMAN	tr|T0NR07|T0NR07_CAMFR
OG0001825	sp|Q8NGD0|OR4M1_HUMAN, sp|Q8NGB6|OR4M2_HUMAN, sp|A0A0X1KG70|ORM2B_HUMAN	tr|S9WIT8|S9WIT8_CAMFR
OG0001826	sp|Q15173|2A5B_HUMAN, sp|Q15172|2A5A_HUMAN, sp|Q16537|2A5E_HUMAN	tr|T0MET2|T0MET2_CAMFR
OG0001864	sp|Q8WZ74|CTTB2_HUMAN	tr|S9W9N4|S9W9N4_CAMFR, tr|S9YR43|S9YR43_CAMFR
OG0001865	sp|Q7L1Q6|5MP2_HUMAN, sp|Q9Y6E2|5MP1_HUMAN	tr|S9WCF2|S9WCF2_CAMFR
OG0001866	sp|Q92824|PCSK5_HUMAN, sp|P29122|PCSK6_HUMAN	tr|S9WHL0|S9WHL0_CAMFR
OG0001867	sp|P62318|SMD3_HUMAN	tr|S9WMD2|S9WMD2_CAMFR, tr|S9XEK9|S9XEK9_CAMFR
OG0001868	sp|P17302|CXA1_HUMAN	tr|S9WLM5|S9WLM5_CAMFR, tr|S9WP69|S9WP69_CAMFR
OG0001869	sp|P60323|NANO3_HUMAN	tr|S9YD89|S9YD89_CAMFR, tr|S9X0M1|S9X0M1_CAMFR
OG0001870	sp|P20337|RAB3B_HUMAN	tr|S9YKH4|S9YKH4_CAMFR, tr|S9X9Z0|S9X9Z0_CAMFR
OG0001871	sp|Q9NPZ5|B3GA2_HUMAN, sp|Q9P2W7|B3GA1_HUMAN	tr|S9XRB5|S9XRB5_CAMFR
OG0001872	sp|Q9GZZ7|GFRA4_HUMAN, sp|P56159|GFRA1_HUMAN	tr|S9Y3X8|S9Y3X8_CAMFR
OG0001873	sp|P41146|OPRX_HUMAN	tr|S9XMJ3|S9XMJ3_CAMFR, tr|S9YKE7|S9YKE7_CAMFR
OG0001875	sp|Q09666|AHNK_HUMAN	tr|S9YH00|S9YH00_CAMFR, tr|S9YQH0|S9YQH0_CAMFR
OG0001876	sp|Q9P0I2|EMC3_HUMAN	tr|T0MEZ0|T0MEZ0_CAMFR, tr|S9X048|S9X048_CAMFR
OG0001877	sp|Q8WWL2|SPIR2_HUMAN	tr|S9XE60|S9XE60_CAMFR, tr|T0NMP7|T0NMP7_CAMFR
OG0001878	sp|P62826|RAN_HUMAN	tr|S9WW36|S9WW36_CAMFR, tr|S9WIK2|S9WIK2_CAMFR
OG0001879	sp|Q8WVM0|TFB1M_HUMAN, sp|Q9H5Q4|TFB2M_HUMAN	tr|S9WTC0|S9WTC0_CAMFR
OG0001880	sp|Q9H467|CUED2_HUMAN	tr|S9WVT5|S9WVT5_CAMFR, tr|S9XVX0|S9XVX0_CAMFR
OG0001881	sp|A8MTI9|PRS47_HUMAN	tr|S9X9N6|S9X9N6_CAMFR, tr|S9XB18|S9XB18_CAMFR
OG0001882	sp|Q07617|SPAG1_HUMAN	tr|S9XI40|S9XI40_CAMFR, tr|S9WMK1|S9WMK1_CAMFR
OG0001883	sp|Q9UGR2|Z3H7B_HUMAN, sp|Q8IWR0|Z3H7A_HUMAN	tr|S9XLK8|S9XLK8_CAMFR
OG0001884	sp|Q96B26|EXOS8_HUMAN, sp|Q15024|EXOS7_HUMAN	tr|S9XMX8|S9XMX8_CAMFR
OG0001885	sp|Q8NGB4|OR4S1_HUMAN	tr|S9XYZ1|S9XYZ1_CAMFR, tr|S9WG74|S9WG74_CAMFR
OG0001886	sp|Q12948|FOXC1_HUMAN, sp|Q99958|FOXC2_HUMAN	tr|S9Y704|S9Y704_CAMFR
OG0001887	sp|A1L3X0|ELOV7_HUMAN, sp|Q9BW60|ELOV1_HUMAN	tr|T0MGH5|T0MGH5_CAMFR
OG0001888	sp|Q86UU1|PHLB1_HUMAN	tr|S9W9R7|S9W9R7_CAMFR, tr|S9YVH6|S9YVH6_CAMFR
OG0001889	sp|Q7Z553|MDGA2_HUMAN, sp|Q8NFP4|MDGA1_HUMAN	tr|S9WG59|S9WG59_CAMFR
OG0001890	sp|Q9HCN3|PGAP6_HUMAN	tr|S9WSP9|S9WSP9_CAMFR, tr|S9X5D9|S9X5D9_CAMFR
OG0001891	sp|P00742|FA10_HUMAN, sp|P22891|PROZ_HUMAN	tr|S9XFE4|S9XFE4_CAMFR
OG0001892	sp|Q9NPF8|ADAP2_HUMAN, sp|O75689|ADAP1_HUMAN	tr|S9XN24|S9XN24_CAMFR
OG0001893	sp|Q9UK58|CCNL1_HUMAN, sp|Q96S94|CCNL2_HUMAN	tr|S9Y2W1|S9Y2W1_CAMFR
OG0001894	sp|Q96M53|TBATA_HUMAN, sp|Q53FE4|CD017_HUMAN	tr|S9YHQ3|S9YHQ3_CAMFR
OG0001895	sp|Q12778|FOXO1_HUMAN	tr|S9YXD3|S9YXD3_CAMFR, tr|S9WWH6|S9WWH6_CAMFR
OG0001896	sp|Q8WXI7|MUC16_HUMAN	tr|T0MGY4|T0MGY4_CAMFR, tr|T0MED9|T0MED9_CAMFR
OG0001897	sp|Q8N8A6|DDX51_HUMAN, sp|Q9H0S4|DDX47_HUMAN	tr|T0MIF9|T0MIF9_CAMFR
OG0001898	sp|Q9UGF5|O14J1_HUMAN	tr|S9W8J8|S9W8J8_CAMFR, tr|S9X5S5|S9X5S5_CAMFR
OG0001899	sp|Q13630|FCL_HUMAN	tr|S9WC48|S9WC48_CAMFR, tr|S9X8G6|S9X8G6_CAMFR
OG0001900	sp|O95544|NADK_HUMAN	tr|S9YHJ6|S9YHJ6_CAMFR, tr|S9XV47|S9XV47_CAMFR
OG0001901	sp|Q5T5C0|STXB5_HUMAN, sp|Q9Y2K9|STB5L_HUMAN	tr|S9XZ43|S9XZ43_CAMFR
OG0001902	sp|Q9H0U3|MAGT1_HUMAN, sp|Q13454|TUSC3_HUMAN	tr|S9YRV9|S9YRV9_CAMFR
OG0001903	sp|Q8NGM9|OR8D4_HUMAN	tr|S9YXX9|S9YXX9_CAMFR, tr|S9YAH9|S9YAH9_CAMFR
OG0001904	sp|Q9UL46|PSME2_HUMAN	tr|S9Z0N9|S9Z0N9_CAMFR, tr|S9XHB9|S9XHB9_CAMFR
OG0001905	sp|A1A519|F170A_HUMAN	tr|S9XAM3|S9XAM3_CAMFR, tr|T0M8X5|T0M8X5_CAMFR
OG0001906	sp|Q5VWI1|TCRGL_HUMAN, sp|O14776|TCRG1_HUMAN	tr|T0NKS4|T0NKS4_CAMFR
OG0001907	sp|Q00341|VIGLN_HUMAN	tr|S9WGT6|S9WGT6_CAMFR, tr|S9X4N3|S9X4N3_CAMFR
OG0001908	sp|P55055|NR1H2_HUMAN, sp|Q13133|NR1H3_HUMAN	tr|S9XLD5|S9XLD5_CAMFR
OG0001909	sp|Q6IAN0|DRS7B_HUMAN, sp|A6NNS2|DRS7C_HUMAN	tr|S9YXA1|S9YXA1_CAMFR
OG0001910	sp|Q8NBJ7|SUMF2_HUMAN, sp|Q8NBK3|SUMF1_HUMAN	tr|T0MGU5|T0MGU5_CAMFR
OG0001912	sp|Q8N3F9|G137C_HUMAN, sp|O60478|G137B_HUMAN	tr|S9WDQ1|S9WDQ1_CAMFR
OG0001913	sp|P79522|PRR3_HUMAN	tr|S9WCG7|S9WCG7_CAMFR, tr|S9WJD8|S9WJD8_CAMFR
OG0001914	sp|Q9BXS0|COPA1_HUMAN, sp|Q86Y22|CONA1_HUMAN	tr|S9WPD6|S9WPD6_CAMFR
OG0001915	sp|P33992|MCM5_HUMAN	tr|S9Y2C7|S9Y2C7_CAMFR, tr|S9X0D6|S9X0D6_CAMFR
OG0001916	sp|Q9UFC0|LRWD1_HUMAN	tr|S9WT68|S9WT68_CAMFR, tr|S9X6E8|S9X6E8_CAMFR
OG0001917	sp|Q9BVA0|KTNB1_HUMAN, sp|Q9H079|KTBL1_HUMAN	tr|S9X8P8|S9X8P8_CAMFR
OG0001919	sp|O43323|DHH_HUMAN	tr|S9XCZ6|S9XCZ6_CAMFR, tr|S9WWI2|S9WWI2_CAMFR
OG0001920	sp|Q8NGR5|OR1L4_HUMAN, sp|Q8NGR2|OR1L6_HUMAN	tr|S9XGD4|S9XGD4_CAMFR
OG0001921	sp|Q9H6K4|OPA3_HUMAN	tr|S9X9B4|S9X9B4_CAMFR, tr|S9YBX6|S9YBX6_CAMFR
OG0001922	sp|P22670|RFX1_HUMAN	tr|S9X0L7|S9X0L7_CAMFR, tr|S9YD94|S9YD94_CAMFR
OG0001923	sp|Q9UPT5|EXOC7_HUMAN	tr|S9WIV7|S9WIV7_CAMFR, tr|T0M449|T0M449_CAMFR
OG0001924	sp|Q9P2K2|TXD16_HUMAN, sp|P30101|PDIA3_HUMAN	tr|T0ME68|T0ME68_CAMFR
OG0001925	sp|Q12929|EPS8_HUMAN, sp|Q9H6S3|ES8L2_HUMAN	tr|T0MKD2|T0MKD2_CAMFR
OG0001926	sp|Q8N695|SC5A8_HUMAN, sp|Q1EHB4|SC5AC_HUMAN	tr|T0NUM3|T0NUM3_CAMFR
OG0001927	sp|P0C5Y9|H2AB1_HUMAN, sp|P0C5Z0|H2AB2_HUMAN	tr|S9W2U5|S9W2U5_CAMFR
OG0001928	sp|P19474|RO52_HUMAN, sp|O00635|TRI38_HUMAN	tr|S9X519|S9X519_CAMFR
OG0001929	sp|Q9H0K4|RSH6A_HUMAN, sp|Q5TD94|RSH4A_HUMAN	tr|S9XH76|S9XH76_CAMFR
OG0001930	sp|Q969S3|ZN622_HUMAN	tr|S9XUL0|S9XUL0_CAMFR, tr|S9XLM8|S9XLM8_CAMFR
OG0001931	sp|P51610|HCFC1_HUMAN, sp|Q9Y5Z7|HCFC2_HUMAN	tr|S9Y289|S9Y289_CAMFR
OG0001932	sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN	tr|S9Y8I2|S9Y8I2_CAMFR
OG0001933	sp|P41002|CCNF_HUMAN, sp|P20248|CCNA2_HUMAN	tr|S9Y9L2|S9Y9L2_CAMFR
