Orthogroup	Homo_sapiens	Pan_troglodytes
OG0001483	sp|P27540|ARNT_HUMAN	tr|H2R3D7|H2R3D7_PANTR
OG0001484	sp|Q9Y6D5|BIG2_HUMAN	tr|A0A2I3SN59|A0A2I3SN59_PANTR
OG0001484	sp|Q9Y6D6|BIG1_HUMAN	tr|H2QW96|H2QW96_PANTR
OG0001485	sp|O15481|MAGB4_HUMAN, sp|Q9BZ81|MAGB5_HUMAN, sp|O15480|MAGB3_HUMAN	tr|G2HHF1|G2HHF1_PANTR
OG0001486	sp|O75385|ULK1_HUMAN	tr|A0A2I3TKC3|A0A2I3TKC3_PANTR
OG0001486	sp|Q8IYT8|ULK2_HUMAN	tr|K7ARJ8|K7ARJ8_PANTR
OG0001487	sp|O94808|GFPT2_HUMAN	tr|K7C6M2|K7C6M2_PANTR
OG0001487	sp|Q06210|GFPT1_HUMAN	tr|H2R176|H2R176_PANTR
OG0001488	sp|O15318|RPC7_HUMAN	tr|H2QR79|H2QR79_PANTR, tr|A0A2I3RBN5|A0A2I3RBN5_PANTR, tr|A0A2I3SAS2|A0A2I3SAS2_PANTR
OG0001489	sp|Q7Z4W2|LYZL2_HUMAN	tr|H2Q1S7|H2Q1S7_PANTR
OG0001489	sp|Q6UWQ5|LYZL1_HUMAN	tr|H2R7R3|H2R7R3_PANTR
OG0001490	sp|Q8N769|CN178_HUMAN	tr|A0A2I3TN90|A0A2I3TN90_PANTR, tr|A0A2J8QLK1|A0A2J8QLK1_PANTR, tr|A0A2I3T529|A0A2I3T529_PANTR
OG0001491	sp|O00303|EIF3F_HUMAN	tr|A0A2J8P649|A0A2J8P649_PANTR, sp|A5A6I3|EIF3F_PANTR, tr|A0A2I3TGA7|A0A2I3TGA7_PANTR
OG0001492	sp|P15498|VAV_HUMAN	tr|H2QF58|H2QF58_PANTR
OG0001492	sp|Q9UKW4|VAV3_HUMAN	tr|A0A2I3TLP8|A0A2I3TLP8_PANTR
OG0001493	sp|P51648|AL3A2_HUMAN	tr|K7DDP9|K7DDP9_PANTR
OG0001493	sp|P30838|AL3A1_HUMAN	tr|A0A2J8J782|A0A2J8J782_PANTR
OG0001494	sp|Q96A73|P33MX_HUMAN	tr|A0A2I3TE79|A0A2I3TE79_PANTR, tr|A0A2I3S2P8|A0A2I3S2P8_PANTR, tr|H2QS22|H2QS22_PANTR
OG0001495	sp|P59510|ATS20_HUMAN	tr|A0A2I3SPX7|A0A2I3SPX7_PANTR
OG0001495	sp|Q9P2N4|ATS9_HUMAN	tr|H2QMW5|H2QMW5_PANTR
OG0001496	sp|Q96E17|RAB3C_HUMAN	tr|H2QQY1|H2QQY1_PANTR
OG0001496	sp|P20336|RAB3A_HUMAN	tr|A0A2I3SM83|A0A2I3SM83_PANTR
OG0001497	sp|P12829|MYL4_HUMAN	tr|H2R3H6|H2R3H6_PANTR
OG0001497	sp|P08590|MYL3_HUMAN	tr|H2QMH5|H2QMH5_PANTR
OG0001498	sp|Q96NU1|SAM11_HUMAN	tr|H2QZR7|H2QZR7_PANTR, tr|A0A2I3SPH7|A0A2I3SPH7_PANTR, tr|A0A2I3RR89|A0A2I3RR89_PANTR
OG0001499	sp|Q9UN37|VPS4A_HUMAN	tr|A0A2I3TNE2|A0A2I3TNE2_PANTR
OG0001499	sp|O75351|VPS4B_HUMAN	tr|A0A2I3RLZ5|A0A2I3RLZ5_PANTR
OG0001500	sp|Q13813|SPTN1_HUMAN	tr|A0A2I3RKD2|A0A2I3RKD2_PANTR
OG0001500	sp|P02549|SPTA1_HUMAN	tr|H2Q0C2|H2Q0C2_PANTR
OG0001501	sp|P35326|SPR2A_HUMAN, sp|P35325|SPR2B_HUMAN	tr|A0A2I3RK47|A0A2I3RK47_PANTR, tr|H2R8M3|H2R8M3_PANTR
OG0001502	sp|Q5MJ09|SPXN3_HUMAN	sp|Q0ZNK1|SPXN3_PANTR
OG0001502	sp|Q5MJ10|SPXN2_HUMAN	tr|H2RCX4|H2RCX4_PANTR
OG0001503	sp|O75467|Z324A_HUMAN	tr|A0A2I3SMZ0|A0A2I3SMZ0_PANTR
OG0001503	sp|Q6AW86|Z324B_HUMAN	tr|A0A2J8JM74|A0A2J8JM74_PANTR
OG0001504	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A2I3SJV0|A0A2I3SJV0_PANTR, tr|A0A2I3T997|A0A2I3T997_PANTR, tr|A0A2J8JNT8|A0A2J8JNT8_PANTR
OG0001505	sp|O14646|CHD1_HUMAN	tr|A0A2J8KJR8|A0A2J8KJR8_PANTR
OG0001505	sp|O14647|CHD2_HUMAN	tr|A0A2I3RQ86|A0A2I3RQ86_PANTR
OG0001506	sp|Q8IUI8|CRLF3_HUMAN	tr|H2QCL5|H2QCL5_PANTR, tr|A0A2I3SFI4|A0A2I3SFI4_PANTR, tr|A0A2I3RNT1|A0A2I3RNT1_PANTR
OG0001507	sp|Q8N1T3|MYO1H_HUMAN	tr|A0A2I3TGH9|A0A2I3TGH9_PANTR
OG0001507	sp|O00159|MYO1C_HUMAN	tr|A0A2I3TLG6|A0A2I3TLG6_PANTR
OG0001508	sp|Q8ND56|LS14A_HUMAN	tr|A0A2I3RK64|A0A2I3RK64_PANTR, tr|A0A2I3SV38|A0A2I3SV38_PANTR, tr|A0A2I3TWM5|A0A2I3TWM5_PANTR
OG0001509	sp|O15460|P4HA2_HUMAN	tr|A0A2I3TIN5|A0A2I3TIN5_PANTR
OG0001509	sp|P13674|P4HA1_HUMAN	tr|H2Q230|H2Q230_PANTR
OG0001510	sp|Q29983|MICA_HUMAN	tr|H2R7H5|H2R7H5_PANTR
OG0001510	sp|Q29980|MICB_HUMAN	tr|H2RDU4|H2RDU4_PANTR
OG0001511	sp|Q8IVM8|S22A9_HUMAN	tr|H2Q3X9|H2Q3X9_PANTR
OG0001511	sp|Q6T423|S22AP_HUMAN	tr|H2Q3X6|H2Q3X6_PANTR
OG0001512	sp|A6NEC2|PSAL_HUMAN	tr|G2HII8|G2HII8_PANTR
OG0001512	sp|P55786|PSA_HUMAN	tr|H2QDA2|H2QDA2_PANTR
OG0001513	sp|O75956|CDKA2_HUMAN	tr|H2Q492|H2Q492_PANTR, tr|A0A2I3SZ30|A0A2I3SZ30_PANTR, tr|A0A2I3TUX5|A0A2I3TUX5_PANTR
OG0001514	sp|P47736|RPGP1_HUMAN	tr|A0A2I3RL14|A0A2I3RL14_PANTR
OG0001514	sp|Q684P5|RPGP2_HUMAN	tr|A0A2I3T5J2|A0A2I3T5J2_PANTR
OG0001515	sp|Q6IF99|O10K2_HUMAN	tr|A0A2J8K5S4|A0A2J8K5S4_PANTR
OG0001515	sp|Q8NGX5|O10K1_HUMAN	tr|A0A2J8K5R5|A0A2J8K5R5_PANTR
OG0001516	sp|P62249|RS16_HUMAN	tr|A0A2I3TPT6|A0A2I3TPT6_PANTR, tr|A0A2I3RS84|A0A2I3RS84_PANTR, tr|A0A2I3SHE6|A0A2I3SHE6_PANTR
OG0001517	sp|Q9BXS5|AP1M1_HUMAN	tr|A0A2I3SE57|A0A2I3SE57_PANTR
OG0001517	sp|Q9Y6Q5|AP1M2_HUMAN	tr|H2QFC2|H2QFC2_PANTR
OG0001518	sp|Q9NWB1|RFOX1_HUMAN	tr|A0A2I3T7A9|A0A2I3T7A9_PANTR
OG0001518	sp|A6NFN3|RFOX3_HUMAN	tr|A0A2I3TXS3|A0A2I3TXS3_PANTR
OG0001519	sp|P40617|ARL4A_HUMAN	tr|A0A2I3S5F4|A0A2I3S5F4_PANTR, tr|A0A2I3SNU1|A0A2I3SNU1_PANTR, tr|H2QZJ8|H2QZJ8_PANTR
OG0001520	sp|P83731|RL24_HUMAN	tr|A0A2I3T325|A0A2I3T325_PANTR, tr|A0A2I3RD26|A0A2I3RD26_PANTR, tr|A0A2I3RK05|A0A2I3RK05_PANTR
OG0001521	sp|Q08211|DHX9_HUMAN	tr|H2Q0R0|H2Q0R0_PANTR, tr|A0A2I3TMC0|A0A2I3TMC0_PANTR, tr|A0A2I3RUE1|A0A2I3RUE1_PANTR
OG0001522	sp|Q86VQ6|TRXR3_HUMAN	tr|H2QNA4|H2QNA4_PANTR
OG0001522	sp|Q16881|TRXR1_HUMAN	tr|A0A2I3S327|A0A2I3S327_PANTR
OG0001523	sp|Q92747|ARC1A_HUMAN	tr|H2QV00|H2QV00_PANTR, tr|A0A2I3TQ84|A0A2I3TQ84_PANTR, tr|A0A2I3T7D9|A0A2I3T7D9_PANTR
OG0001524	sp|O95983|MBD3_HUMAN	tr|H2R3B9|H2R3B9_PANTR
OG0001524	sp|Q9UBB5|MBD2_HUMAN	tr|H2R6Q6|H2R6Q6_PANTR
OG0001525	sp|P43364|MAGAB_HUMAN	tr|A0A2J8ILL3|A0A2J8ILL3_PANTR, tr|A0A2I3TSX5|A0A2I3TSX5_PANTR, tr|A0A2I3RS23|A0A2I3RS23_PANTR
OG0001526	sp|O00716|E2F3_HUMAN	tr|A0A2I3RYU7|A0A2I3RYU7_PANTR, tr|A0A2I3TXA6|A0A2I3TXA6_PANTR, tr|A0A2I3RS40|A0A2I3RS40_PANTR
OG0001527	sp|Q8TDR4|TCP1L_HUMAN	tr|A0A2I3TX84|A0A2I3TX84_PANTR, tr|G2HEW6|G2HEW6_PANTR, sp|Q68US1|TCP1L_PANTR
OG0001528	sp|Q9NYU1|UGGG2_HUMAN	tr|H2Q7Q4|H2Q7Q4_PANTR
OG0001528	sp|Q9NYU2|UGGG1_HUMAN	tr|H2QIP7|H2QIP7_PANTR
OG0001529	tr|A0A1W2PR95|A0A1W2PR95_HUMAN	tr|A0A2I3S877|A0A2I3S877_PANTR
OG0001529	sp|P78318|IGBP1_HUMAN	tr|A0A2J8L3H0|A0A2J8L3H0_PANTR
OG0001530	sp|O75608|LYPA1_HUMAN	tr|K7BDK8|K7BDK8_PANTR, tr|A0A2I3TDB0|A0A2I3TDB0_PANTR, tr|A0A2I3RU95|A0A2I3RU95_PANTR
OG0001531	sp|P60953|CDC42_HUMAN	tr|A0A2I3TL10|A0A2I3TL10_PANTR, tr|A0A2I3SXG3|A0A2I3SXG3_PANTR, tr|A0A2I3RQI4|A0A2I3RQI4_PANTR
OG0001532	sp|Q8IWT0|ARCH_HUMAN	tr|A0A2I3S880|A0A2I3S880_PANTR, tr|K7BTY5|K7BTY5_PANTR, tr|A0A2I3RJJ2|A0A2I3RJJ2_PANTR
OG0001533	sp|A6NDR6|ME3L1_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|Q99687|MEIS3_HUMAN	tr|A0A2I3S5F2|A0A2I3S5F2_PANTR
OG0001534	sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN	tr|A0A2I3S9S4|A0A2I3S9S4_PANTR, tr|A0A2I3RZ90|A0A2I3RZ90_PANTR
OG0001535	sp|Q8IYS2|K2013_HUMAN	tr|A0A2I3SAN9|A0A2I3SAN9_PANTR, tr|A0A2I3TGG1|A0A2I3TGG1_PANTR, tr|A0A2I3SIH2|A0A2I3SIH2_PANTR
OG0001536	sp|Q96LU5|IMP1L_HUMAN	tr|A0A2J8P498|A0A2J8P498_PANTR, tr|A0A2I3SLV9|A0A2I3SLV9_PANTR, tr|A0A2I3T4U7|A0A2I3T4U7_PANTR
OG0001537	sp|P40939|ECHA_HUMAN	tr|H2QHK4|H2QHK4_PANTR, tr|A0A2I3RNW4|A0A2I3RNW4_PANTR, tr|A0A2I3RE94|A0A2I3RE94_PANTR
OG0001538	sp|P17017|ZNF14_HUMAN	tr|H2QFV9|H2QFV9_PANTR
OG0001538	sp|Q9ULM2|ZN490_HUMAN	tr|A0A2I3T2W7|A0A2I3T2W7_PANTR
OG0001539	sp|P84103|SRSF3_HUMAN	tr|A0A2I3RC95|A0A2I3RC95_PANTR, tr|A0A2I3RXN3|A0A2I3RXN3_PANTR, tr|A0A2I3T510|A0A2I3T510_PANTR
OG0001540	sp|Q9BXJ9|NAA15_HUMAN	tr|H2R9X9|H2R9X9_PANTR
OG0001540	sp|Q6N069|NAA16_HUMAN	tr|H2R0S3|H2R0S3_PANTR
OG0001541	sp|P60981|DEST_HUMAN	tr|H2QK00|H2QK00_PANTR, tr|A0A2I3TJT0|A0A2I3TJT0_PANTR, tr|A0A2I3T6P6|A0A2I3T6P6_PANTR
OG0001542	sp|Q06330|SUH_HUMAN	tr|A0A2I3TFW2|A0A2I3TFW2_PANTR, tr|A0A2I3SYZ1|A0A2I3SYZ1_PANTR, tr|A0A2J8NVW7|A0A2J8NVW7_PANTR
OG0001543	sp|Q9UJS0|S2513_HUMAN	tr|H2QUZ0|H2QUZ0_PANTR
OG0001543	sp|O75746|S2512_HUMAN	tr|H2QIZ2|H2QIZ2_PANTR
OG0001544	sp|O60927|PP1RB_HUMAN	sp|Q7YR30|PP1RB_PANTR, tr|A0A2I3TVU1|A0A2I3TVU1_PANTR, tr|A0A2I3RYE1|A0A2I3RYE1_PANTR
OG0001545	sp|P83916|CBX1_HUMAN	tr|H2RH50|H2RH50_PANTR, tr|A0A2I3RGD9|A0A2I3RGD9_PANTR, tr|A0A2I3T736|A0A2I3T736_PANTR
OG0001546	sp|Q93091|RNAS6_HUMAN	sp|O46525|RNAS6_PANTR
OG0001546	sp|Q5GAN6|RNS10_HUMAN	tr|H2Q7X1|H2Q7X1_PANTR
OG0001547	sp|Q9H9L7|AKIR1_HUMAN	tr|A0A2I3S0W1|A0A2I3S0W1_PANTR, tr|A0A2I3TQS7|A0A2I3TQS7_PANTR, tr|A0A2I3S118|A0A2I3S118_PANTR
OG0001548	sp|P30086|PEBP1_HUMAN	tr|H2Q6Z4|H2Q6Z4_PANTR, tr|A0A2I3RPC7|A0A2I3RPC7_PANTR, tr|A0A2I3TE15|A0A2I3TE15_PANTR
OG0001549	sp|P26641|EF1G_HUMAN	tr|H2RH61|H2RH61_PANTR, tr|H2Q3V7|H2Q3V7_PANTR, tr|A0A2I3RGZ1|A0A2I3RGZ1_PANTR
OG0001550	sp|P61221|ABCE1_HUMAN	tr|A0A2I3SRX5|A0A2I3SRX5_PANTR, tr|A0A2I3RJF3|A0A2I3RJF3_PANTR, tr|G2HF28|G2HF28_PANTR
OG0001551	sp|P61970|NTF2_HUMAN	tr|H2QBC9|H2QBC9_PANTR, tr|A0A2I3RIC2|A0A2I3RIC2_PANTR, tr|A0A2I3TG07|A0A2I3TG07_PANTR
OG0001552	sp|P51654|GPC3_HUMAN	tr|A0A2I3SFF7|A0A2I3SFF7_PANTR, tr|A0A2I3RUU6|A0A2I3RUU6_PANTR, sp|A5A6P7|GPC3_PANTR
OG0001553	sp|Q8N687|DB125_HUMAN	sp|Q30KK3|DB125_PANTR, tr|A0A2I3SL63|A0A2I3SL63_PANTR, tr|H2QJS1|H2QJS1_PANTR
OG0001571	sp|O00748|EST2_HUMAN	tr|H2QBA6|H2QBA6_PANTR, tr|A0A2I3SKQ8|A0A2I3SKQ8_PANTR
OG0001572	sp|O96009|NAPSA_HUMAN	tr|H2R5W4|H2R5W4_PANTR, tr|A0A2I3TVV8|A0A2I3TVV8_PANTR
OG0001573	sp|P31267|HXA6_HUMAN	tr|A0A2I3RPG5|A0A2I3RPG5_PANTR, tr|H2REI2|H2REI2_PANTR
OG0001574	sp|Q96NG8|ZN582_HUMAN, sp|Q14585|ZN345_HUMAN	tr|A0A2J8JLK3|A0A2J8JLK3_PANTR
OG0001575	sp|Q6NZY7|BORG3_HUMAN, sp|Q9H3Q1|BORG4_HUMAN	tr|H2R5U9|H2R5U9_PANTR
OG0001576	sp|A6PVY3|F177B_HUMAN, sp|Q8N128|F177A_HUMAN	tr|H2R1E7|H2R1E7_PANTR
OG0001577	sp|Q8NAT1|PMGT2_HUMAN	sp|Q5NDF1|PMGT2_PANTR, tr|K7AMW1|K7AMW1_PANTR
OG0001578	sp|Q9Y421|FA32A_HUMAN	tr|H2QFP1|H2QFP1_PANTR, tr|A0A2I3T330|A0A2I3T330_PANTR
OG0001579	sp|O15547|P2RX6_HUMAN	tr|A0A2I3TQ42|A0A2I3TQ42_PANTR, tr|H2QLA5|H2QLA5_PANTR
OG0001580	sp|Q13257|MD2L1_HUMAN	tr|A0A2I3SR54|A0A2I3SR54_PANTR, tr|H2QQ35|H2QQ35_PANTR
OG0001581	sp|Q53H54|TYW2_HUMAN, sp|Q32P41|TRM5_HUMAN	tr|H2Q8F0|H2Q8F0_PANTR
OG0001582	sp|Q8N140|EID3_HUMAN, sp|Q9NXX6|NSE4A_HUMAN	tr|H2Q2P5|H2Q2P5_PANTR
OG0001583	sp|Q9Y3A4|RRP7A_HUMAN, sp|Q9NSQ0|RRP7B_HUMAN	tr|H2QLU2|H2QLU2_PANTR
OG0001584	sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN	tr|A0A2I3RXX8|A0A2I3RXX8_PANTR
OG0001585	sp|P01138|NGF_HUMAN	tr|A0A2I3S007|A0A2I3S007_PANTR, sp|Q9N2F1|NGF_PANTR
OG0001586	sp|P25089|FPR3_HUMAN	tr|A0A2J8Q6W1|A0A2J8Q6W1_PANTR, sp|P79243|FPR3_PANTR
OG0001587	sp|P42765|THIM_HUMAN	tr|H2QEI6|H2QEI6_PANTR, tr|A0A2I3TKV8|A0A2I3TKV8_PANTR
OG0001588	sp|P51811|XK_HUMAN	sp|Q49LS5|XK_PANTR, tr|A0A2I3RVW1|A0A2I3RVW1_PANTR
OG0001589	sp|P62314|SMD1_HUMAN	tr|A0A2I3S590|A0A2I3S590_PANTR, tr|A0A2I3TRF2|A0A2I3TRF2_PANTR
OG0001590	sp|Q13888|TF2H2_HUMAN, sp|Q6P1K8|T2H2L_HUMAN	tr|H2QR13|H2QR13_PANTR
OG0001591	sp|Q86YH2|Z280B_HUMAN	tr|A0A2I3SMP4|A0A2I3SMP4_PANTR, tr|A0A2J8IMV0|A0A2J8IMV0_PANTR
OG0001593	sp|Q9NR99|MXRA5_HUMAN	tr|A0A2I3RQ50|A0A2I3RQ50_PANTR, tr|H2RFH5|H2RFH5_PANTR
OG0001594	sp|P28039|AOAH_HUMAN	tr|H2QUF6|H2QUF6_PANTR, tr|A0A2I3T0L2|A0A2I3T0L2_PANTR
OG0001595	sp|P43358|MAGA4_HUMAN	tr|A0A2I3SX08|A0A2I3SX08_PANTR, tr|A0A2J8JLA7|A0A2J8JLA7_PANTR
OG0001596	sp|O95302|FKBP9_HUMAN, sp|Q75LS8|FKB9L_HUMAN	tr|H2QUE6|H2QUE6_PANTR
OG0001597	sp|Q7Z4J2|GL6D1_HUMAN	tr|H2R628|H2R628_PANTR, tr|A0A2I3R9Z3|A0A2I3R9Z3_PANTR
OG0001598	sp|Q8TCS8|PNPT1_HUMAN	tr|A0A2I3RVJ0|A0A2I3RVJ0_PANTR, tr|A0A2I3T4K2|A0A2I3T4K2_PANTR
OG0001599	sp|Q96B01|R51A1_HUMAN	tr|A0A2I3RX23|A0A2I3RX23_PANTR, tr|A0A2I3RFK1|A0A2I3RFK1_PANTR
OG0001600	sp|Q99470|SDF2_HUMAN, sp|Q9HCN8|SDF2L_HUMAN	tr|H2QLB2|H2QLB2_PANTR
OG0001601	sp|Q9GZU8|PIP30_HUMAN	tr|H2RA62|H2RA62_PANTR, tr|A0A2I3STP9|A0A2I3STP9_PANTR
OG0001602	sp|Q9H8M1|CQ10B_HUMAN	tr|H2QJ70|H2QJ70_PANTR, tr|A0A2I3RX59|A0A2I3RX59_PANTR
OG0001603	sp|P00519|ABL1_HUMAN	tr|A0A2I3RAJ1|A0A2I3RAJ1_PANTR, tr|A0A2I3S7G9|A0A2I3S7G9_PANTR
OG0001604	sp|P08579|RU2B_HUMAN	tr|A0A2J8MSX5|A0A2J8MSX5_PANTR, tr|A0A2I3RPD8|A0A2I3RPD8_PANTR
OG0001605	sp|Q6AI12|ANR40_HUMAN, sp|Q53H64|AK40L_HUMAN	tr|H2QDF8|H2QDF8_PANTR
OG0001606	sp|Q8WVL7|ANR49_HUMAN	tr|A0A2I3TTD2|A0A2I3TTD2_PANTR, tr|H2Q4K6|H2Q4K6_PANTR
OG0001607	sp|Q96MK3|FA20A_HUMAN, sp|Q8IXL6|FA20C_HUMAN	tr|K7CKT2|K7CKT2_PANTR
OG0001608	sp|Q9H867|MT21D_HUMAN	tr|A0A2I3SZQ7|A0A2I3SZQ7_PANTR, tr|H2Q896|H2Q896_PANTR
OG0001609	sp|A0A096LP55|QCR6L_HUMAN, sp|P07919|QCR6_HUMAN	tr|A0A2I3T4V4|A0A2I3T4V4_PANTR
OG0001610	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	sp|Q0MQF9|NDUC2_PANTR
OG0001611	sp|P30542|AA1R_HUMAN, sp|P0DMS8|AA3R_HUMAN	tr|H2Q0X8|H2Q0X8_PANTR
OG0001612	sp|P48047|ATPO_HUMAN	tr|A0A2I3SJP9|A0A2I3SJP9_PANTR, tr|A0A2I3RUL9|A0A2I3RUL9_PANTR
OG0001613	sp|P49720|PSB3_HUMAN	tr|H2RAT7|H2RAT7_PANTR, tr|K7B7X6|K7B7X6_PANTR
OG0001614	sp|P49773|HINT1_HUMAN	tr|A0A2I3SKX6|A0A2I3SKX6_PANTR, tr|H2QRF6|H2QRF6_PANTR
OG0001615	sp|P56282|DPOE2_HUMAN	tr|H2Q891|H2Q891_PANTR, tr|A0A2I3TS73|A0A2I3TS73_PANTR
OG0001616	sp|P98077|SHC2_HUMAN, sp|P29353|SHC1_HUMAN	tr|H2R8L2|H2R8L2_PANTR
OG0001617	sp|Q075Z2|BSPH1_HUMAN	tr|H2QGQ3|H2QGQ3_PANTR, tr|A0A2I3T2A2|A0A2I3T2A2_PANTR
OG0001618	sp|P26927|HGFL_HUMAN, sp|Q2TV78|MST1L_HUMAN	tr|H2R8A3|H2R8A3_PANTR
OG0001619	sp|Q5RL73|RBM48_HUMAN	tr|A0A2I3RX99|A0A2I3RX99_PANTR, tr|A0A2I3TME1|A0A2I3TME1_PANTR
OG0001620	sp|Q8N2U0|TM256_HUMAN	tr|A0A2I3SJL5|A0A2I3SJL5_PANTR, tr|A0A2I3T254|A0A2I3T254_PANTR
OG0001621	sp|Q96LA6|FCRL1_HUMAN, sp|Q96LA5|FCRL2_HUMAN	tr|A0A2I3TP16|A0A2I3TP16_PANTR
OG0001622	sp|Q96QU8|XPO6_HUMAN	tr|H2QAT9|H2QAT9_PANTR, tr|A0A2I3SL05|A0A2I3SL05_PANTR
OG0001623	sp|Q9BVK6|TMED9_HUMAN	tr|H2QS43|H2QS43_PANTR, tr|A0A2I3TE73|A0A2I3TE73_PANTR
OG0001624	sp|Q9BPW4|APOL4_HUMAN, sp|O95236|APOL3_HUMAN	tr|H2R701|H2R701_PANTR
OG0001625	sp|Q9BRG1|VPS25_HUMAN	tr|A0A2I3TLV0|A0A2I3TLV0_PANTR, tr|A0A2I3TK40|A0A2I3TK40_PANTR
OG0001626	sp|Q3LFD5|UBP41_HUMAN, sp|Q9UMW8|UBP18_HUMAN	tr|H2QL77|H2QL77_PANTR
OG0001627	sp|P30040|ERP29_HUMAN	tr|H2Q6W7|H2Q6W7_PANTR, tr|A0A2I3TSN7|A0A2I3TSN7_PANTR
OG0001628	sp|P51460|INSL3_HUMAN	tr|A0A2I3TMU4|A0A2I3TMU4_PANTR, sp|Q5CZK3|INSL3_PANTR
OG0001629	sp|Q08648|SG11B_HUMAN, sp|Q6PDA7|SG11A_HUMAN	sp|Q9MZ28|SG11A_PANTR
OG0001630	sp|Q15014|MO4L2_HUMAN	sp|A5A6J5|MO4L2_PANTR, tr|A0A2I3S832|A0A2I3S832_PANTR
OG0001631	sp|Q96QE4|LR37B_HUMAN	tr|A0A2I3RS04|A0A2I3RS04_PANTR, tr|H2QCM7|H2QCM7_PANTR
OG0001632	sp|Q9NX02|NALP2_HUMAN	tr|A0A2I3S916|A0A2I3S916_PANTR, tr|A0A2J8IX51|A0A2J8IX51_PANTR
OG0001633	sp|Q8IWY8|ZSC29_HUMAN, sp|A0A1W2PQ72|MSD7_HUMAN	tr|A0A2I3SW55|A0A2I3SW55_PANTR
OG0001634	sp|P80188|NGAL_HUMAN	tr|H2R697|H2R697_PANTR, tr|A0A2I3S0N6|A0A2I3S0N6_PANTR
OG0001635	sp|Q13526|PIN1_HUMAN	tr|A0A2I3SXK0|A0A2I3SXK0_PANTR, tr|H2QFA4|H2QFA4_PANTR
OG0001636	sp|Q15545|TAF7_HUMAN, sp|Q5H9L4|TAF7L_HUMAN	tr|A0A2I3STA2|A0A2I3STA2_PANTR
OG0001637	sp|Q76FK4|NOL8_HUMAN	tr|H2QXG3|H2QXG3_PANTR, tr|A0A2I3RS46|A0A2I3RS46_PANTR
OG0001638	sp|Q9BRX8|PXL2A_HUMAN	tr|H2Q262|H2Q262_PANTR, tr|A0A2I3RMB4|A0A2I3RMB4_PANTR
OG0001639	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A2I3TSU4|A0A2I3TSU4_PANTR, tr|A0A2I3TUQ4|A0A2I3TUQ4_PANTR
OG0001640	sp|Q9UPT8|ZC3H4_HUMAN	tr|A0A2I3TDC5|A0A2I3TDC5_PANTR, tr|A0A2I3RKH7|A0A2I3RKH7_PANTR
OG0001641	sp|O00471|EXOC5_HUMAN	tr|A0A2I3RQW7|A0A2I3RQW7_PANTR, tr|A0A2I3SL82|A0A2I3SL82_PANTR
OG0001642	sp|P04733|MT1F_HUMAN	tr|H2QB54|H2QB54_PANTR, tr|H2QB57|H2QB57_PANTR
OG0001643	sp|P05112|IL4_HUMAN	sp|Q8HYB1|IL4_PANTR, tr|A0A140TAX8|A0A140TAX8_PANTR
OG0001644	sp|P45880|VDAC2_HUMAN	tr|H2RHS4|H2RHS4_PANTR, tr|A0A2I3T0Z3|A0A2I3T0Z3_PANTR
OG0001645	sp|Q2VYF4|LETM2_HUMAN	tr|A0A2I3RKV7|A0A2I3RKV7_PANTR, tr|H2QW17|H2QW17_PANTR
OG0001646	sp|A0PJX2|TLDC2_HUMAN	tr|A0A2I3SS89|A0A2I3SS89_PANTR, tr|A0A2J8MKY2|A0A2J8MKY2_PANTR
OG0001647	sp|A6NJY4|T238L_HUMAN, sp|C9JI98|TM238_HUMAN	tr|A0A2I3TP79|A0A2I3TP79_PANTR
OG0001648	sp|O60573|IF4E2_HUMAN	tr|A0A2I3SBC9|A0A2I3SBC9_PANTR, tr|A0A2I3TUQ9|A0A2I3TUQ9_PANTR
OG0001649	sp|P05455|LA_HUMAN	tr|A0A2I3SQE3|A0A2I3SQE3_PANTR, tr|H2QIY6|H2QIY6_PANTR
OG0001650	sp|Q63HM9|PLCX3_HUMAN, sp|Q0VAA5|PLCX2_HUMAN	tr|H2QQT7|H2QQT7_PANTR
OG0001651	sp|Q6P2C8|MED27_HUMAN	tr|H2RER0|H2RER0_PANTR, tr|K7CT09|K7CT09_PANTR
OG0001652	sp|Q8IZI9|IFNL3_HUMAN, sp|Q8IZJ0|IFNL2_HUMAN	tr|H2QGA1|H2QGA1_PANTR
OG0001653	sp|Q96T83|SL9A7_HUMAN	tr|H2QYI2|H2QYI2_PANTR, tr|H2REG4|H2REG4_PANTR
OG0001654	sp|Q9BYW3|DB126_HUMAN	sp|Q30KK2|DB126_PANTR, tr|H2QJS2|H2QJS2_PANTR
OG0001655	sp|Q9NX95|SYBU_HUMAN, sp|O15079|SNPH_HUMAN	tr|A0A2J8PN74|A0A2J8PN74_PANTR
OG0001656	sp|P12525|MYCP1_HUMAN, sp|P12524|MYCL_HUMAN	tr|H2PYR4|H2PYR4_PANTR
OG0001657	sp|P13073|COX41_HUMAN	sp|O46577|COX41_PANTR, tr|H2QBN5|H2QBN5_PANTR
