Orthogroup	Homo_sapiens	Mus_musculus
OG0002411	sp|Q68CL5|TPGS2_HUMAN	sp|Q66JT5|TPGS2_MOUSE
OG0002412	sp|Q6STE5|SMRD3_HUMAN	sp|Q6P9Z1|SMRD3_MOUSE
OG0002413	sp|Q6UWY2|PRS57_HUMAN	sp|Q14B24|PRS57_MOUSE
OG0002414	sp|Q86TW2|ADCK1_HUMAN	sp|Q9D0L4|ADCK1_MOUSE
OG0002415	sp|Q86X27|RGPS2_HUMAN	sp|Q9ERD6|RGPS2_MOUSE
OG0002416	sp|Q8IZ40|RCOR2_HUMAN	sp|Q8C796|RCOR2_MOUSE
OG0002417	sp|Q8N2U0|TM256_HUMAN	sp|Q5F285|TM256_MOUSE
OG0002418	sp|Q8N531|FBXL6_HUMAN	sp|Q9QXW0|FBXL6_MOUSE
OG0002419	sp|Q8N684|CPSF7_HUMAN	sp|Q8BTV2|CPSF7_MOUSE
OG0002420	sp|Q8NEF9|SRFB1_HUMAN	sp|Q9CZ91|SRFB1_MOUSE
OG0002421	sp|Q8NHR7|TERB2_HUMAN	sp|Q9D494|TERB2_MOUSE
OG0002422	sp|Q8NHS2|AATC2_HUMAN	sp|Q7TSV6|AATC2_MOUSE
OG0002423	sp|Q8TAE7|KCNG3_HUMAN	sp|P59053|KCNG3_MOUSE
OG0002424	sp|Q8TER0|SNED1_HUMAN	sp|Q70E20|SNED1_MOUSE
OG0002425	sp|Q8TES7|FBF1_HUMAN	sp|A2A870|FBF1_MOUSE
OG0002426	sp|Q8WXS5|CCG8_HUMAN	sp|Q8VHW2|CCG8_MOUSE
OG0002427	sp|Q92995|UBP13_HUMAN	sp|Q5BKP2|UBP13_MOUSE
OG0002428	sp|Q96A54|PAQR1_HUMAN	sp|Q91VH1|PAQR1_MOUSE
OG0002429	sp|Q96GS4|BORC6_HUMAN	sp|Q9D6W8|BORC6_MOUSE
OG0002430	sp|Q96JA4|M4A14_HUMAN	tr|A0A087WSD2|A0A087WSD2_MOUSE
OG0002431	sp|Q96KP4|CNDP2_HUMAN	sp|Q9D1A2|CNDP2_MOUSE
OG0002432	sp|Q96MX6|DAA10_HUMAN	sp|Q8BGF3|DAA10_MOUSE
OG0002433	sp|Q96PD5|PGRP2_HUMAN	sp|Q8VCS0|PGRP2_MOUSE
OG0002434	sp|Q96Q89|KI20B_HUMAN	sp|Q80WE4|KI20B_MOUSE
OG0002435	sp|Q96QU8|XPO6_HUMAN	sp|Q924Z6|XPO6_MOUSE
OG0002436	sp|Q9BTC0|DIDO1_HUMAN	sp|Q8C9B9|DIDO1_MOUSE
OG0002437	sp|Q9BVK6|TMED9_HUMAN	sp|Q99KF1|TMED9_MOUSE
OG0002438	sp|Q9BYV6|TRI55_HUMAN	tr|G3X8Y1|G3X8Y1_MOUSE
OG0002439	sp|Q9GZV5|WWTR1_HUMAN	sp|Q9EPK5|WWTR1_MOUSE
OG0002440	sp|Q9H158|PCDC1_HUMAN	tr|Q91Y10|Q91Y10_MOUSE
OG0002441	sp|Q9H9P5|UNKL_HUMAN	sp|Q5FWH2|UNKL_MOUSE
OG0002442	sp|Q9HB40|RISC_HUMAN	sp|Q920A5|RISC_MOUSE
OG0002443	sp|Q9NPA3|M1IP1_HUMAN	sp|Q9CQ20|M1IP1_MOUSE
OG0002444	sp|Q9NQX0|PRDM6_HUMAN	sp|Q3UZD5|PRDM6_MOUSE
OG0002445	sp|Q9UK58|CCNL1_HUMAN	sp|Q52KE7|CCNL1_MOUSE
OG0002446	sp|Q9ULK0|GRID1_HUMAN	sp|Q61627|GRID1_MOUSE
OG0002447	sp|Q9Y3U8|RL36_HUMAN	sp|P47964|RL36_MOUSE
OG0002448	sp|Q9Y4E6|WDR7_HUMAN	sp|Q920I9|WDR7_MOUSE
OG0002449	sp|Q9Y6E2|5MP1_HUMAN	sp|Q91VK1|5MP1_MOUSE
OG0002450	sp|A6NE02|BTBDH_HUMAN	sp|Q9DB72|BTBDH_MOUSE
OG0002451	sp|A6NGH7|CC160_HUMAN	sp|Q3UYG1|CC160_MOUSE
OG0002452	sp|A6NHS7|MANS4_HUMAN	sp|Q3UU94|MANS4_MOUSE
OG0002453	sp|O00233|PSMD9_HUMAN	sp|Q9CR00|PSMD9_MOUSE
OG0002454	sp|O14545|TRAD1_HUMAN	sp|Q3UDK1|TRAD1_MOUSE
OG0002455	sp|O14639|ABLM1_HUMAN	sp|Q8K4G5|ABLM1_MOUSE
OG0002456	sp|O15371|EIF3D_HUMAN	sp|O70194|EIF3D_MOUSE
OG0002457	sp|O15379|HDAC3_HUMAN	sp|O88895|HDAC3_MOUSE
OG0002458	sp|O43169|CYB5B_HUMAN	sp|Q9CQX2|CYB5B_MOUSE
OG0002459	sp|O60353|FZD6_HUMAN	sp|Q61089|FZD6_MOUSE
OG0002460	sp|O75128|COBL_HUMAN	sp|Q5NBX1|COBL_MOUSE
OG0002461	sp|O76036|NCTR1_HUMAN	sp|Q8C567|NCTR1_MOUSE
OG0002462	sp|O95363|SYFM_HUMAN	sp|Q99M01|SYFM_MOUSE
OG0002463	sp|O95620|DUS4L_HUMAN	sp|Q32M08|DUS4L_MOUSE
OG0002464	sp|O95785|WIZ_HUMAN	sp|O88286|WIZ_MOUSE
OG0002465	sp|P05160|F13B_HUMAN	sp|Q07968|F13B_MOUSE
OG0002466	sp|P09681|GIP_HUMAN	sp|P48756|GIP_MOUSE
OG0002467	sp|P10997|IAPP_HUMAN	sp|P12968|IAPP_MOUSE
OG0002468	sp|P17275|JUNB_HUMAN	sp|P09450|JUNB_MOUSE
OG0002469	sp|P25940|CO5A3_HUMAN	tr|Q9JLI2|Q9JLI2_MOUSE
OG0002470	sp|P43657|LPAR6_HUMAN	sp|Q8BMC0|LPAR6_MOUSE
OG0002471	sp|P48764|SL9A3_HUMAN	sp|G3X939|SL9A3_MOUSE
OG0002472	sp|P49207|RL34_HUMAN	sp|Q9D1R9|RL34_MOUSE
OG0002473	sp|P49862|KLK7_HUMAN	sp|Q91VE3|KLK7_MOUSE
OG0002474	sp|P50539|MXI1_HUMAN	sp|P50540|MXI1_MOUSE
OG0002475	sp|P52798|EFNA4_HUMAN	sp|O08542|EFNA4_MOUSE
OG0002476	sp|P53007|TXTP_HUMAN	sp|Q8JZU2|TXTP_MOUSE
OG0002477	sp|P56278|MTCP1_HUMAN	sp|Q60945|MTCP1_MOUSE
OG0002478	sp|P56715|RP1_HUMAN	sp|P56716|RP1_MOUSE
OG0002479	sp|P62910|RL32_HUMAN	sp|P62911|RL32_MOUSE
OG0002480	sp|Q08289|CACB2_HUMAN	sp|Q8CC27|CACB2_MOUSE
OG0002481	sp|Q08357|S20A2_HUMAN	sp|Q80UP8|S20A2_MOUSE
OG0002482	sp|Q0VG06|FP100_HUMAN	sp|A2ACJ2|FP100_MOUSE
OG0002483	sp|Q19T08|ECSCR_HUMAN	sp|Q3TZW0|ECSCR_MOUSE
OG0002484	sp|Q4G0X9|CCD40_HUMAN	sp|Q8BI79|CCD40_MOUSE
OG0002485	sp|Q5T0L3|SPT46_HUMAN	sp|Q4FZF2|SPT46_MOUSE
OG0002486	sp|Q6ICB4|SESQ2_HUMAN	sp|Q14B98|SESQ2_MOUSE
OG0002487	sp|Q6NV74|CRCDL_HUMAN	tr|E9Q3M9|E9Q3M9_MOUSE
OG0002488	sp|Q6X4U4|SOSD1_HUMAN	sp|Q9CQN4|SOSD1_MOUSE
OG0002489	sp|Q6ZN32|ETV3L_HUMAN	tr|A0A5F8MPE2|A0A5F8MPE2_MOUSE
OG0002490	sp|Q6ZWE6|PKHM3_HUMAN	sp|Q8BM47|PKHM3_MOUSE
OG0002491	sp|Q70EL2|UBP45_HUMAN	sp|Q8K387|UBP45_MOUSE
OG0002492	sp|Q7RTS6|OTOP2_HUMAN	sp|Q80SX5|OTOP2_MOUSE
OG0002493	sp|Q86SS6|SYT9_HUMAN	sp|Q9R0N9|SYT9_MOUSE
OG0002494	sp|Q86Z20|CC125_HUMAN	sp|Q5U465|CC125_MOUSE
OG0002495	sp|Q8IXQ8|PDZD9_HUMAN	sp|Q9D9M4|PDZD9_MOUSE
OG0002496	sp|Q8N205|SYNE4_HUMAN	sp|Q8CII8|SYNE4_MOUSE
OG0002497	sp|Q8N729|NPW_HUMAN	tr|F7B5D6|F7B5D6_MOUSE
OG0002498	sp|Q8NAA5|LR75A_HUMAN	sp|Q7TSF4|LR75A_MOUSE
OG0002499	sp|Q8TAE8|G45IP_HUMAN	sp|Q9CR59|G45IP_MOUSE
OG0002500	sp|Q8TAG6|VEXIN_HUMAN	sp|Q8BG31|VEXIN_MOUSE
OG0002501	sp|Q8TCX5|RHPN1_HUMAN	sp|Q61085|RHPN1_MOUSE
OG0002502	sp|Q8TCY9|URGCP_HUMAN	sp|Q5NCI0|URGCP_MOUSE
OG0002503	sp|Q92685|ALG3_HUMAN	sp|Q8K2A8|ALG3_MOUSE
OG0002504	sp|Q96CM8|ACSF2_HUMAN	sp|Q8VCW8|ACSF2_MOUSE
OG0002505	sp|Q96FH0|BORC8_HUMAN	sp|Q9D6Y4|BORC8_MOUSE
OG0002506	sp|Q96JK2|DCAF5_HUMAN	sp|Q80T85|DCAF5_MOUSE
OG0002507	sp|Q99675|CGRF1_HUMAN	sp|Q8BMJ7|CGRF1_MOUSE
OG0002508	sp|Q9BRG1|VPS25_HUMAN	sp|Q9CQ80|VPS25_MOUSE
OG0002509	sp|Q9BTA9|WAC_HUMAN	sp|Q924H7|WAC_MOUSE
OG0002510	sp|Q9BVW5|TIPIN_HUMAN	sp|Q91WA1|TIPIN_MOUSE
OG0002511	sp|Q9BXS6|NUSAP_HUMAN	sp|Q9ERH4|NUSAP_MOUSE
OG0002512	sp|Q9GZT5|WN10A_HUMAN	sp|P70701|WN10A_MOUSE
OG0002513	sp|Q9H093|NUAK2_HUMAN	sp|Q8BZN4|NUAK2_MOUSE
OG0002514	sp|Q9H8W4|PKHF2_HUMAN	sp|Q91WB4|PKHF2_MOUSE
OG0002515	sp|Q9HC98|NEK6_HUMAN	sp|Q9ES70|NEK6_MOUSE
OG0002516	sp|Q9HCU9|BRMS1_HUMAN	sp|Q99N20|BRMS1_MOUSE
OG0002517	sp|Q9NQ32|CK016_HUMAN	sp|Q9JJR6|CK016_MOUSE
OG0002518	sp|Q9NY15|STAB1_HUMAN	sp|Q8R4Y4|STAB1_MOUSE
OG0002519	sp|Q9P206|K1522_HUMAN	sp|A2A7S8|K1522_MOUSE
OG0002520	sp|Q9UHY1|NRBP_HUMAN	sp|Q99J45|NRBP_MOUSE
OG0002521	sp|Q9UMR3|TBX20_HUMAN	sp|Q9ES03|TBX20_MOUSE
OG0002522	sp|Q9Y6E7|SIR4_HUMAN	sp|Q8R216|SIR4_MOUSE
OG0002523	sp|A6NKF7|TM88B_HUMAN	sp|Q3TYP4|TM88B_MOUSE
OG0002524	sp|O00566|MPP10_HUMAN	sp|Q810V0|MPP10_MOUSE
OG0002525	sp|O15056|SYNJ2_HUMAN	sp|Q9D2G5|SYNJ2_MOUSE
OG0002526	sp|O15075|DCLK1_HUMAN	sp|Q9JLM8|DCLK1_MOUSE
OG0002527	sp|O15144|ARPC2_HUMAN	sp|Q9CVB6|ARPC2_MOUSE
OG0002528	sp|O43248|HXC11_HUMAN	sp|P31313|HXC11_MOUSE
OG0002529	sp|O43310|CTIF_HUMAN	sp|Q6PEE2|CTIF_MOUSE
OG0002530	sp|O75333|TBX10_HUMAN	sp|Q810F8|TBX10_MOUSE
OG0002531	sp|O75347|TBCA_HUMAN	sp|P48428|TBCA_MOUSE
OG0002532	sp|O75953|DNJB5_HUMAN	sp|O89114|DNJB5_MOUSE
OG0002533	sp|O94905|ERLN2_HUMAN	sp|Q8BFZ9|ERLN2_MOUSE
OG0002534	sp|O95677|EYA4_HUMAN	sp|Q9Z191|EYA4_MOUSE
OG0002535	sp|P01100|FOS_HUMAN	sp|P01101|FOS_MOUSE
OG0002536	sp|P04216|THY1_HUMAN	sp|P01831|THY1_MOUSE
OG0002537	sp|P05231|IL6_HUMAN	sp|P08505|IL6_MOUSE
OG0002539	sp|P11274|BCR_HUMAN	sp|Q6PAJ1|BCR_MOUSE
OG0002540	sp|P27487|DPP4_HUMAN	sp|P28843|DPP4_MOUSE
OG0002541	sp|P29972|AQP1_HUMAN	sp|Q02013|AQP1_MOUSE
OG0002542	sp|P30040|ERP29_HUMAN	sp|P57759|ERP29_MOUSE
OG0002543	sp|P40937|RFC5_HUMAN	sp|Q9D0F6|RFC5_MOUSE
OG0002544	sp|P51460|INSL3_HUMAN	sp|O09107|INSL3_MOUSE
OG0002545	sp|P57764|GSDMD_HUMAN	sp|Q9D8T2|GSDMD_MOUSE
OG0002546	sp|Q01831|XPC_HUMAN	sp|P51612|XPC_MOUSE
OG0002547	sp|Q13164|MK07_HUMAN	sp|Q9WVS8|MK07_MOUSE
OG0002548	sp|Q13630|FCL_HUMAN	sp|P23591|FCL_MOUSE
OG0002549	sp|Q14289|FAK2_HUMAN	sp|Q9QVP9|FAK2_MOUSE
OG0002550	sp|Q15014|MO4L2_HUMAN	sp|Q9R0Q4|MO4L2_MOUSE
OG0002551	sp|Q15116|PDCD1_HUMAN	sp|Q02242|PDCD1_MOUSE
OG0002552	sp|Q15118|PDK1_HUMAN	sp|Q8BFP9|PDK1_MOUSE
OG0002553	sp|Q15813|TBCE_HUMAN	sp|Q8CIV8|TBCE_MOUSE
OG0002554	sp|Q16790|CAH9_HUMAN	sp|Q8VHB5|CAH9_MOUSE
OG0002555	sp|Q2M2I8|AAK1_HUMAN	sp|Q3UHJ0|AAK1_MOUSE
OG0002556	sp|Q2NL68|PRSR3_HUMAN	sp|Q7TSA6|PRSR3_MOUSE
OG0002557	sp|Q3B8N5|PROX2_HUMAN	sp|Q8BII1|PROX2_MOUSE
OG0002558	sp|Q53EZ4|CEP55_HUMAN	sp|Q8BT07|CEP55_MOUSE
OG0002559	sp|Q5JTW2|CEP78_HUMAN	sp|Q6IRU7|CEP78_MOUSE
OG0002560	sp|Q5T7P8|SYT6_HUMAN	sp|Q9R0N8|SYT6_MOUSE
OG0002561	sp|Q6UWI2|PARM1_HUMAN	sp|Q923D3|PARM1_MOUSE
OG0002562	sp|Q6ZMT1|STAC2_HUMAN	sp|Q8R1B0|STAC2_MOUSE
OG0002563	sp|Q7L0R7|RNF44_HUMAN	sp|Q3UHJ8|RNF44_MOUSE
OG0002564	sp|Q7Z589|EMSY_HUMAN	sp|Q8BMB0|EMSY_MOUSE
OG0002565	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A494B9V8|A0A494B9V8_MOUSE
OG0002566	sp|Q7Z6M1|RABEK_HUMAN	sp|Q8VCH5|RABEK_MOUSE
OG0002567	sp|Q86VD9|PIGZ_HUMAN	sp|Q8BTP0|PIGZ_MOUSE
OG0002568	sp|Q86X83|COMD2_HUMAN	sp|Q8BXC6|COMD2_MOUSE
OG0002569	sp|Q8IYT4|KATL2_HUMAN	sp|Q9D3R6|KATL2_MOUSE
OG0002570	sp|Q8N336|ELMD1_HUMAN	sp|Q3V1U8|ELMD1_MOUSE
OG0002571	sp|Q8N3R3|TCAIM_HUMAN	sp|Q66JZ4|TCAIM_MOUSE
OG0002572	sp|Q8N465|D2HDH_HUMAN	sp|Q8CIM3|D2HDH_MOUSE
OG0002573	sp|Q8N4L1|T151A_HUMAN	sp|Q6GQT5|T151A_MOUSE
OG0002574	sp|Q8N5M4|TTC9C_HUMAN	sp|Q810A3|TTC9C_MOUSE
OG0002575	sp|Q8NEG5|ZSWM2_HUMAN	sp|Q9D9X6|ZSWM2_MOUSE
OG0002576	sp|Q8NGF4|O5AP2_HUMAN	sp|Q8VFK7|O1020_MOUSE
OG0002577	sp|Q8NHS3|MFSD8_HUMAN	sp|Q8BH31|MFSD8_MOUSE
OG0002578	sp|Q8TC05|MDM1_HUMAN	sp|Q9D067|MDM1_MOUSE
OG0002579	sp|Q8TC57|M1AP_HUMAN	sp|Q9Z0E1|M1AP_MOUSE
OG0002580	sp|Q96BZ4|PLD4_HUMAN	sp|Q8BG07|PLD4_MOUSE
OG0002581	sp|Q96NW7|LRRC7_HUMAN	sp|Q80TE7|LRRC7_MOUSE
OG0002582	sp|Q9BTY2|FUCO2_HUMAN	sp|Q99KR8|FUCO2_MOUSE
OG0002583	sp|Q9C0I3|CCSE1_HUMAN	sp|Q8C0C4|CCSE1_MOUSE
OG0002584	sp|Q9HAT2|SIAE_HUMAN	sp|P70665|SIAE_MOUSE
OG0002585	sp|Q9HCK1|ZDBF2_HUMAN	sp|Q5SS00|ZDBF2_MOUSE
OG0002586	sp|Q9NP50|SHCAF_HUMAN	sp|Q8C8M1|SHCAF_MOUSE
OG0002587	sp|Q9NQP4|PFD4_HUMAN	tr|Q3UWL8|Q3UWL8_MOUSE
OG0002588	sp|Q9NRF2|SH2B1_HUMAN	sp|Q91ZM2|SH2B1_MOUSE
OG0002589	sp|Q9NRS6|SNX15_HUMAN	sp|Q91WE1|SNX15_MOUSE
OG0002590	sp|Q9NRX3|NUA4L_HUMAN	sp|Q4FZG9|NUA4L_MOUSE
OG0002591	sp|Q9NUJ3|T11L1_HUMAN	sp|Q8BTG3|T11L1_MOUSE
OG0002592	sp|Q9UBQ5|EIF3K_HUMAN	sp|Q9DBZ5|EIF3K_MOUSE
OG0002593	sp|Q9Y274|SIA10_HUMAN	sp|Q8VIB3|SIA10_MOUSE
OG0002594	sp|Q9Y2Z4|SYYM_HUMAN	sp|Q8BYL4|SYYM_MOUSE
OG0002595	sp|Q9Y5N5|N6MT1_HUMAN	sp|Q6SKR2|N6MT1_MOUSE
OG0002596	tr|A0A1B0GTG8|A0A1B0GTG8_HUMAN	tr|A0A1B0GRQ9|A0A1B0GRQ9_MOUSE
OG0002597	sp|A0A1W2PQ72|MSD7_HUMAN	tr|Q3UDN3|Q3UDN3_MOUSE
OG0002598	sp|O15226|NKRF_HUMAN	sp|Q8BY02|NKRF_MOUSE
OG0002599	sp|O43182|RHG06_HUMAN	sp|O54834|RHG06_MOUSE
OG0002600	sp|O43526|KCNQ2_HUMAN	sp|Q9Z351|KCNQ2_MOUSE
OG0002601	sp|O43766|LIAS_HUMAN	sp|Q99M04|LIAS_MOUSE
OG0002602	sp|O75564|JERKY_HUMAN	sp|Q60976|JERKY_MOUSE
OG0002603	sp|O95476|CNEP1_HUMAN	sp|Q3TP92|CNEP1_MOUSE
OG0002604	sp|O95502|NPTXR_HUMAN	sp|Q99J85|NPTXR_MOUSE
OG0002605	sp|P08F94|PKHD1_HUMAN	sp|E9PZ36|PKHD1_MOUSE
OG0002606	sp|P13861|KAP2_HUMAN	sp|P12367|KAP2_MOUSE
OG0002607	sp|P14415|AT1B2_HUMAN	sp|P14231|AT1B2_MOUSE
OG0002608	sp|P17040|ZSC20_HUMAN	sp|B2KFW1|ZSC20_MOUSE
OG0002609	sp|P19971|TYPH_HUMAN	sp|Q99N42|TYPH_MOUSE
OG0002610	sp|P25440|BRD2_HUMAN	sp|Q7JJ13|BRD2_MOUSE
OG0002611	sp|P26022|PTX3_HUMAN	sp|P48759|PTX3_MOUSE
OG0002612	sp|P30085|KCY_HUMAN	sp|Q9DBP5|KCY_MOUSE
OG0002613	sp|P50995|ANX11_HUMAN	sp|P97384|ANX11_MOUSE
OG0002614	sp|P51684|CCR6_HUMAN	sp|O54689|CCR6_MOUSE
OG0002615	sp|P52746|ZN142_HUMAN	sp|G5E869|ZN142_MOUSE
OG0002616	sp|P62891|RL39_HUMAN	sp|P62892|RL39_MOUSE
OG0002617	sp|P80188|NGAL_HUMAN	sp|P11672|NGAL_MOUSE
OG0002618	sp|Q02577|HEN2_HUMAN	sp|Q64221|HEN2_MOUSE
OG0002619	sp|Q05195|MAD1_HUMAN	sp|P50538|MAD1_MOUSE
OG0002620	sp|Q08AI8|MB214_HUMAN	sp|Q8CEZ4|MB214_MOUSE
OG0002621	sp|Q13087|PDIA2_HUMAN	sp|D3Z6P0|PDIA2_MOUSE
OG0002622	sp|Q14674|ESPL1_HUMAN	sp|P60330|ESPL1_MOUSE
OG0002623	sp|Q15466|NR0B2_HUMAN	sp|Q62227|NR0B2_MOUSE
OG0002624	sp|Q155Q3|DIXC1_HUMAN	sp|Q80Y83|DIXC1_MOUSE
OG0002625	sp|Q15849|UT2_HUMAN	sp|Q8R4T9|UT2_MOUSE
OG0002626	sp|Q16394|EXT1_HUMAN	sp|P97464|EXT1_MOUSE
OG0002627	sp|Q3YBR2|TBRG1_HUMAN	sp|Q3UB74|TBRG1_MOUSE
OG0002628	sp|Q5BJH7|YIF1B_HUMAN	sp|Q9CX30|YIF1B_MOUSE
OG0002629	sp|Q5TEJ8|THMS2_HUMAN	sp|Q91YX0|THMS2_MOUSE
OG0002630	sp|Q5VTE6|ANGE2_HUMAN	sp|Q8K1C0|ANGE2_MOUSE
OG0002631	sp|Q5VV67|PPRC1_HUMAN	sp|Q6NZN1|PPRC1_MOUSE
OG0002632	sp|Q6IPU0|CENPP_HUMAN	sp|Q9CZ92|CENPP_MOUSE
OG0002633	sp|Q6NUS6|TECT3_HUMAN	sp|Q8R2Q6|TECT3_MOUSE
OG0002634	sp|Q6ZV89|SH2D5_HUMAN	sp|Q8JZW5|SH2D5_MOUSE
OG0002635	sp|Q76FK4|NOL8_HUMAN	sp|Q3UHX0|NOL8_MOUSE
OG0002636	sp|Q7Z745|MRO2B_HUMAN	sp|Q7M6Y6|MRO2B_MOUSE
OG0002637	sp|Q86VZ5|SMS1_HUMAN	sp|Q8VCQ6|SMS1_MOUSE
OG0002638	sp|Q8IV56|PRR15_HUMAN	sp|Q9D1T5|PRR15_MOUSE
OG0002639	sp|Q8IVT2|MISP_HUMAN	sp|Q9D279|MISP_MOUSE
OG0002640	sp|Q8IWE2|NXP20_HUMAN	sp|Q9D281|NXP20_MOUSE
OG0002641	sp|Q8N0Z3|SPICE_HUMAN	sp|Q8C804|SPICE_MOUSE
OG0002642	sp|Q8NBT3|TM145_HUMAN	sp|Q8C4U2|TM145_MOUSE
OG0002643	sp|Q8NER5|ACV1C_HUMAN	sp|Q8K348|ACV1C_MOUSE
OG0002644	sp|Q8WWI1|LMO7_HUMAN	tr|E9PYF4|E9PYF4_MOUSE
OG0002645	sp|Q92575|UBXN4_HUMAN	sp|Q8VCH8|UBXN4_MOUSE
OG0002646	sp|Q92945|FUBP2_HUMAN	sp|Q3U0V1|FUBP2_MOUSE
OG0002647	sp|Q96A70|AZIN2_HUMAN	sp|Q8BVM4|AZIN2_MOUSE
OG0002648	sp|Q96EY8|MMAB_HUMAN	sp|Q9D273|MMAB_MOUSE
OG0002649	sp|Q9BQP7|MGME1_HUMAN	sp|Q9CXC3|MGME1_MOUSE
OG0002650	sp|Q9BRX8|PXL2A_HUMAN	sp|Q9CYH2|PXL2A_MOUSE
OG0002651	sp|Q9BUR5|MIC26_HUMAN	sp|Q9DCZ4|MIC26_MOUSE
OG0002652	sp|Q9BX93|PG12B_HUMAN	sp|Q99P27|PG12B_MOUSE
OG0002653	sp|Q9BXR0|TGT_HUMAN	sp|Q9JMA2|TGT_MOUSE
OG0002654	sp|Q9H0Z9|RBM38_HUMAN	sp|Q62176|RBM38_MOUSE
OG0002655	sp|Q9H2K0|IF3M_HUMAN	sp|Q9CZD5|IF3M_MOUSE
OG0002656	sp|Q9H313|TTYH1_HUMAN	sp|Q9D3A9|TTYH1_MOUSE
OG0002657	sp|Q9H7Z6|KAT8_HUMAN	sp|Q9D1P2|KAT8_MOUSE
OG0002658	sp|Q9HAQ2|KIF9_HUMAN	sp|Q9WV04|KIF9_MOUSE
OG0002659	sp|Q9NPI9|KCJ16_HUMAN	sp|Q9Z307|KCJ16_MOUSE
OG0002660	sp|Q9NQZ6|ZC4H2_HUMAN	sp|Q68FG0|ZC4H2_MOUSE
OG0002661	sp|Q9UH36|SRR1L_HUMAN	sp|Q8K2M3|SRR1L_MOUSE
OG0002662	sp|Q9UPT8|ZC3H4_HUMAN	sp|Q6ZPZ3|ZC3H4_MOUSE
OG0002663	sp|Q9Y233|PDE10_HUMAN	sp|Q8CA95|PDE10_MOUSE
OG0002664	sp|Q9Y4G2|PKHM1_HUMAN	sp|Q7TSI1|PKHM1_MOUSE
OG0002665	sp|A2RUT3|TMM89_HUMAN	sp|Q9DA04|TMM89_MOUSE
OG0002666	sp|A6NKG5|RTL1_HUMAN	sp|Q7M732|RTL1_MOUSE
OG0002667	sp|B1AJZ9|FHAD1_HUMAN	sp|A6PWD2|FHAD1_MOUSE
OG0002668	sp|C9JH25|PRRT4_HUMAN	sp|B2RU40|PRRT4_MOUSE
OG0002669	sp|O00471|EXOC5_HUMAN	sp|Q3TPX4|EXOC5_MOUSE
OG0002670	sp|O14513|NCKP5_HUMAN	tr|E9QAE1|E9QAE1_MOUSE
OG0002671	sp|O15165|LRAD4_HUMAN	sp|Q8BWJ4|LRAD4_MOUSE
OG0002672	sp|O75069|TMCC2_HUMAN	sp|Q80W04|TMCC2_MOUSE
OG0002673	sp|O75971|SNPC5_HUMAN	sp|Q8R2K7|SNPC5_MOUSE
OG0002674	sp|O94769|ECM2_HUMAN	sp|Q5FW85|ECM2_MOUSE
OG0002675	sp|O95800|GPR75_HUMAN	sp|Q6X632|GPR75_MOUSE
OG0002676	sp|P05112|IL4_HUMAN	sp|P07750|IL4_MOUSE
OG0002677	sp|P08571|CD14_HUMAN	sp|P10810|CD14_MOUSE
OG0002678	sp|P09417|DHPR_HUMAN	sp|Q8BVI4|DHPR_MOUSE
OG0002679	sp|P0DH78|RN224_HUMAN	sp|Q3UIW8|RN224_MOUSE
OG0002681	sp|P15863|PAX1_HUMAN	sp|P09084|PAX1_MOUSE
OG0002682	sp|P15923|TFE2_HUMAN	sp|P15806|TFE2_MOUSE
OG0002683	sp|P19838|NFKB1_HUMAN	sp|P25799|NFKB1_MOUSE
OG0002684	sp|P22459|KCNA4_HUMAN	sp|Q61423|KCNA4_MOUSE
OG0002685	sp|P24752|THIL_HUMAN	sp|Q8QZT1|THIL_MOUSE
OG0002686	sp|P32929|CGL_HUMAN	sp|Q8VCN5|CGL_MOUSE
OG0002687	sp|P43268|ETV4_HUMAN	sp|P28322|ETV4_MOUSE
OG0002688	sp|P45880|VDAC2_HUMAN	sp|Q60930|VDAC2_MOUSE
OG0002689	sp|P50151|GBG10_HUMAN	sp|Q9CXP8|GBG10_MOUSE
OG0002690	sp|P54764|EPHA4_HUMAN	sp|Q03137|EPHA4_MOUSE
OG0002691	sp|P57682|KLF3_HUMAN	sp|Q60980|KLF3_MOUSE
OG0002692	sp|P62244|RS15A_HUMAN	sp|P62245|RS15A_MOUSE
OG0002693	sp|P62316|SMD2_HUMAN	sp|P62317|SMD2_MOUSE
OG0002694	sp|Q00LT1|PRCD_HUMAN	sp|Q00LT2|PRCD_MOUSE
OG0002695	sp|Q02833|RASF7_HUMAN	sp|Q9DD19|RASF7_MOUSE
OG0002696	sp|Q08999|RBL2_HUMAN	sp|Q64700|RBL2_MOUSE
OG0002697	sp|Q13115|DUS4_HUMAN	sp|Q8BFV3|DUS4_MOUSE
OG0002698	sp|Q13795|ARFRP_HUMAN	sp|Q8BXL7|ARFRP_MOUSE
OG0002699	sp|Q2VYF4|LETM2_HUMAN	sp|Q7TNU7|LETM2_MOUSE
OG0002700	sp|Q5FYB1|ARSI_HUMAN	sp|Q32KI9|ARSI_MOUSE
OG0002701	sp|Q5VVW2|GARL3_HUMAN	sp|Q3V0G7|GARL3_MOUSE
OG0002702	sp|Q6ZP01|RBM44_HUMAN	sp|Q3V089|RBM44_MOUSE
OG0002703	sp|Q6ZUK4|TMM26_HUMAN	sp|Q3UP23|TMM26_MOUSE
