Orthogroup	Homo_sapiens	Cervus_elaphus_hippelaphus
OG0000276	sp|Q9BZ95|NSD3_HUMAN	tr|A0A212C3C4|A0A212C3C4_CEREH
OG0000276	sp|Q96L73|NSD1_HUMAN	tr|A0A212D2N5|A0A212D2N5_CEREH
OG0000276	sp|O96028|NSD2_HUMAN	tr|A0A212D0X2|A0A212D0X2_CEREH, tr|A0A212C336|A0A212C336_CEREH, tr|A0A212D5Y1|A0A212D5Y1_CEREH
OG0000277	sp|P31949|S10AB_HUMAN, sp|P25815|S100P_HUMAN, sp|Q8WXG8|S100Z_HUMAN, sp|Q86YZ3|HORN_HUMAN, sp|P20930|FILA_HUMAN, sp|P06702|S10A9_HUMAN, sp|P80511|S10AC_HUMAN	tr|A0A212CG07|A0A212CG07_CEREH
OG0000278	sp|P29973|CNGA1_HUMAN	tr|A0A212D688|A0A212D688_CEREH
OG0000278	sp|Q8IV77|CNGA4_HUMAN	tr|A0A212DJ14|A0A212DJ14_CEREH
OG0000278	sp|Q16280|CNGA2_HUMAN	tr|A0A212C047|A0A212C047_CEREH
OG0000278	sp|Q16281|CNGA3_HUMAN	tr|A0A212CXK8|A0A212CXK8_CEREH
OG0000279	sp|Q7Z6B7|SRGP1_HUMAN	tr|A0A212DEX0|A0A212DEX0_CEREH
OG0000279	sp|O43295|SRGP3_HUMAN	tr|A0A212C951|A0A212C951_CEREH
OG0000279	sp|P0DMP2|SRG2B_HUMAN, sp|P0DJJ0|SRG2C_HUMAN, sp|O75044|SRGP2_HUMAN	tr|A0A212CQM3|A0A212CQM3_CEREH
OG0000280	sp|P25025|CXCR2_HUMAN, sp|O15218|GP182_HUMAN, sp|P25106|ACKR3_HUMAN, sp|Q99527|GPER1_HUMAN, sp|Q96CH1|GP146_HUMAN, sp|P25024|CXCR1_HUMAN	tr|A0A212D3W2|A0A212D3W2_CEREH, tr|A0A212D3I9|A0A212D3I9_CEREH
OG0000282	sp|Q92626|PXDN_HUMAN	tr|A0A212C7S0|A0A212C7S0_CEREH
OG0000282	sp|A1KZ92|PXDNL_HUMAN, sp|P07202|PERT_HUMAN, sp|P05164|PERM_HUMAN, sp|P11678|PERE_HUMAN, sp|P22079|PERL_HUMAN	tr|A0A212D7G6|A0A212D7G6_CEREH
OG0000283	sp|P51817|PRKX_HUMAN, sp|O43930|PRKY_HUMAN	tr|A0A212CQ13|A0A212CQ13_CEREH
OG0000283	sp|P22694|KAPCB_HUMAN, sp|P22612|KAPCG_HUMAN, sp|P17612|KAPCA_HUMAN	tr|A0A212CHN4|A0A212CHN4_CEREH, tr|A0A212D091|A0A212D091_CEREH
OG0000284	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A212CCT8|A0A212CCT8_CEREH, tr|A0A212DHE1|A0A212DHE1_CEREH
OG0000284	sp|Q8IX30|SCUB3_HUMAN	tr|A0A212D5L0|A0A212D5L0_CEREH
OG0000284	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A212CDK3|A0A212CDK3_CEREH
OG0000285	sp|O00308|WWP2_HUMAN	tr|A0A212DEA1|A0A212DEA1_CEREH
OG0000285	sp|Q9H0M0|WWP1_HUMAN	tr|A0A212CDZ2|A0A212CDZ2_CEREH
OG0000285	sp|Q96J02|ITCH_HUMAN	tr|A0A212CLD7|A0A212CLD7_CEREH, tr|A0A212C2F5|A0A212C2F5_CEREH, tr|A0A212CB71|A0A212CB71_CEREH
OG0000286	sp|P30405|PPIF_HUMAN	tr|A0A212CNL0|A0A212CNL0_CEREH
OG0000286	sp|P62937|PPIA_HUMAN	tr|A0A212CCF6|A0A212CCF6_CEREH, tr|A0A212C1F8|A0A212C1F8_CEREH, tr|A0A212CKA1|A0A212CKA1_CEREH, tr|A0A212DGD6|A0A212DGD6_CEREH, tr|A0A212CIP0|A0A212CIP0_CEREH
OG0000287	sp|Q7Z2H8|S36A1_HUMAN	tr|A0A212D0B3|A0A212D0B3_CEREH
OG0000287	sp|Q495M3|S36A2_HUMAN	tr|A0A212D1Q7|A0A212D1Q7_CEREH
OG0000287	sp|Q6YBV0|S36A4_HUMAN, sp|Q9H598|VIAAT_HUMAN, sp|Q495N2|S36A3_HUMAN	tr|A0A212D2H9|A0A212D2H9_CEREH
OG0000288	sp|O00743|PPP6_HUMAN	tr|A0A212CVU7|A0A212CVU7_CEREH
OG0000288	sp|P60510|PP4C_HUMAN, sp|P53041|PPP5_HUMAN, sp|P67775|PP2AA_HUMAN, sp|P62714|PP2AB_HUMAN	tr|A0A212C2Z3|A0A212C2Z3_CEREH, tr|A0A212D0U7|A0A212D0U7_CEREH
OG0000289	sp|Q2M2I5|K1C24_HUMAN	tr|A0A212D7M1|A0A212D7M1_CEREH, tr|A0A212D6R3|A0A212D6R3_CEREH, tr|A0A212DAF8|A0A212DAF8_CEREH, tr|A0A212D793|A0A212D793_CEREH, tr|A0A212D6S5|A0A212D6S5_CEREH, tr|A0A212D9L8|A0A212D9L8_CEREH, tr|A0A212DA24|A0A212DA24_CEREH
OG0000290	sp|Q9BZL6|KPCD2_HUMAN	tr|A0A212DBK4|A0A212DBK4_CEREH
OG0000290	sp|Q15139|KPCD1_HUMAN	tr|A0A212CS80|A0A212CS80_CEREH
OG0000290	sp|O94806|KPCD3_HUMAN	tr|A0A212CVZ6|A0A212CVZ6_CEREH, tr|A0A212CS20|A0A212CS20_CEREH, tr|A0A212CW56|A0A212CW56_CEREH
OG0000291	sp|Q05655|KPCD_HUMAN	tr|A0A212C9V8|A0A212C9V8_CEREH
OG0000291	sp|Q02156|KPCE_HUMAN	tr|A0A212CXF7|A0A212CXF7_CEREH
OG0000291	sp|P24723|KPCL_HUMAN	tr|A0A212CVL3|A0A212CVL3_CEREH, tr|A0A212CX17|A0A212CX17_CEREH
OG0000292	sp|P56705|WNT4_HUMAN	tr|A0A212D3P8|A0A212D3P8_CEREH
OG0000292	sp|O00755|WNT7A_HUMAN, sp|P56706|WNT7B_HUMAN	tr|A0A212CCJ2|A0A212CCJ2_CEREH
OG0000292	sp|P56703|WNT3_HUMAN, sp|P56704|WNT3A_HUMAN	tr|A0A212CLN6|A0A212CLN6_CEREH
OG0000293	sp|P30556|AGTR1_HUMAN, sp|P50052|AGTR2_HUMAN, sp|P35414|APJ_HUMAN, sp|O00155|GPR25_HUMAN, sp|P49685|GPR15_HUMAN, sp|Q9NSD7|RL3R1_HUMAN, sp|Q8TDU9|RL3R2_HUMAN	tr|A0A212CJ77|A0A212CJ77_CEREH
OG0000294	sp|Q15366|PCBP2_HUMAN	tr|A0A212DFD0|A0A212DFD0_CEREH
OG0000294	sp|Q15365|PCBP1_HUMAN	tr|A0A212CVS3|A0A212CVS3_CEREH
OG0000294	sp|P57721|PCBP3_HUMAN	tr|A0A212CHT7|A0A212CHT7_CEREH, tr|A0A212C0Q3|A0A212C0Q3_CEREH, tr|A0A212CIH1|A0A212CIH1_CEREH
OG0000295	sp|O95834|EMAL2_HUMAN	tr|A0A212DEE0|A0A212DEE0_CEREH
OG0000295	sp|O00423|EMAL1_HUMAN	tr|A0A212CT95|A0A212CT95_CEREH
OG0000295	sp|Q32P44|EMAL3_HUMAN, sp|Q9HC35|EMAL4_HUMAN, sp|Q8TBY9|CF251_HUMAN	tr|A0A212CVN9|A0A212CVN9_CEREH
OG0000296	sp|P50570|DYN2_HUMAN	tr|A0A212D194|A0A212D194_CEREH
OG0000296	sp|Q05193|DYN1_HUMAN	tr|A0A212CX98|A0A212CX98_CEREH
OG0000296	sp|Q9UQ16|DYN3_HUMAN	tr|A0A212CQ49|A0A212CQ49_CEREH, tr|A0A212CRJ2|A0A212CRJ2_CEREH, tr|A0A212CQA7|A0A212CQA7_CEREH
OG0000297	sp|P40424|PBX1_HUMAN	tr|A0A212CH00|A0A212CH00_CEREH
OG0000297	sp|P40425|PBX2_HUMAN	tr|A0A212D4Q6|A0A212D4Q6_CEREH
OG0000297	sp|Q9BYU1|PBX4_HUMAN	tr|A0A212CVK1|A0A212CVK1_CEREH, tr|A0A212D311|A0A212D311_CEREH
OG0000298	sp|Q15172|2A5A_HUMAN	tr|A0A212CQB7|A0A212CQB7_CEREH
OG0000298	sp|Q16537|2A5E_HUMAN	tr|A0A212CUE4|A0A212CUE4_CEREH
OG0000298	sp|Q14738|2A5D_HUMAN, sp|Q13362|2A5G_HUMAN, sp|Q15173|2A5B_HUMAN	tr|A0A212DGN2|A0A212DGN2_CEREH
OG0000299	sp|P15529|MCP_HUMAN	tr|A0A212CRP2|A0A212CRP2_CEREH
OG0000299	sp|Q2VPA4|CR1L_HUMAN, sp|P17927|CR1_HUMAN	tr|A0A212CQP0|A0A212CQP0_CEREH
OG0000299	sp|P08174|DAF_HUMAN	tr|A0A212CR48|A0A212CR48_CEREH
OG0000300	sp|P21796|VDAC1_HUMAN	tr|A0A212D042|A0A212D042_CEREH
OG0000300	sp|P45880|VDAC2_HUMAN	tr|A0A212CP34|A0A212CP34_CEREH
OG0000300	sp|Q9Y277|VDAC3_HUMAN	tr|A0A212C2N7|A0A212C2N7_CEREH, tr|A0A212C2N0|A0A212C2N0_CEREH, tr|A0A212CUW6|A0A212CUW6_CEREH
OG0000301	sp|Q9NR64|KLHL1_HUMAN	tr|A0A212C3X4|A0A212C3X4_CEREH
OG0000301	sp|Q96PQ7|KLHL5_HUMAN	tr|A0A212CLK9|A0A212CLK9_CEREH
OG0000301	sp|Q6TDP4|KLH17_HUMAN, sp|Q9Y2M5|KLH20_HUMAN	tr|A0A212CRC6|A0A212CRC6_CEREH
OG0000302	sp|Q99784|NOE1_HUMAN	tr|A0A212CVH4|A0A212CVH4_CEREH
OG0000302	sp|Q6UX06|OLFM4_HUMAN	tr|A0A212CI08|A0A212CI08_CEREH
OG0000302	sp|Q96PB7|NOE3_HUMAN	tr|A0A212CH94|A0A212CH94_CEREH
OG0000302	sp|O95897|NOE2_HUMAN	tr|A0A212D2I4|A0A212D2I4_CEREH
OG0000303	sp|Q01484|ANK2_HUMAN	tr|A0A212CLJ1|A0A212CLJ1_CEREH
OG0000303	sp|P16157|ANK1_HUMAN	tr|A0A212CPG8|A0A212CPG8_CEREH, tr|A0A212CPP2|A0A212CPP2_CEREH, tr|A0A212CPU0|A0A212CPU0_CEREH, tr|A0A212C3G0|A0A212C3G0_CEREH, tr|A0A212C2X4|A0A212C2X4_CEREH
OG0000304	sp|P51685|CCR8_HUMAN, sp|P46094|XCR1_HUMAN, sp|P51679|CCR4_HUMAN, sp|P41597|CCR2_HUMAN, sp|P51681|CCR5_HUMAN, sp|P51677|CCR3_HUMAN, sp|P32246|CCR1_HUMAN	tr|A0A212C8U8|A0A212C8U8_CEREH
OG0000305	sp|Q9UKV8|AGO2_HUMAN	tr|A0A212CEG6|A0A212CEG6_CEREH
OG0000305	sp|Q9HCK5|AGO4_HUMAN	tr|A0A212CG90|A0A212CG90_CEREH
OG0000305	sp|Q9UL18|AGO1_HUMAN	tr|A0A212CH98|A0A212CH98_CEREH
OG0000305	sp|Q9H9G7|AGO3_HUMAN	tr|A0A212CHN3|A0A212CHN3_CEREH
OG0000306	sp|O00445|SYT5_HUMAN	tr|A0A212DCX7|A0A212DCX7_CEREH
OG0000306	sp|P21579|SYT1_HUMAN	tr|A0A212DFH4|A0A212DFH4_CEREH
OG0000306	sp|Q8N9I0|SYT2_HUMAN	tr|A0A212DCV5|A0A212DCV5_CEREH
OG0000307	sp|O60825|F262_HUMAN	tr|A0A212CR07|A0A212CR07_CEREH
OG0000307	sp|P16118|F261_HUMAN	tr|A0A212C074|A0A212C074_CEREH
OG0000307	sp|Q16877|F264_HUMAN	tr|A0A212C912|A0A212C912_CEREH
OG0000307	sp|Q16875|F263_HUMAN	tr|A0A212CAG4|A0A212CAG4_CEREH
OG0000308	sp|Q9HDB9|GAK5_HUMAN, sp|P63145|GAK24_HUMAN, sp|P62684|GA113_HUMAN, sp|P63128|POK9_HUMAN, sp|P63124|VPK04_HUMAN, sp|P63121|VP113_HUMAN	tr|A0A212D0C3|A0A212D0C3_CEREH, tr|A0A212C107|A0A212C107_CEREH
OG0000309	sp|P26038|MOES_HUMAN	tr|A0A212C160|A0A212C160_CEREH
OG0000309	sp|P35240|MERL_HUMAN	tr|A0A212DI64|A0A212DI64_CEREH, tr|A0A212D7E6|A0A212D7E6_CEREH
OG0000309	sp|P15311|EZRI_HUMAN	tr|A0A212C7N9|A0A212C7N9_CEREH
OG0000310	sp|Q56A73|SPIN4_HUMAN	tr|A0A212BZP3|A0A212BZP3_CEREH
OG0000310	sp|Q9BPZ2|SPI2B_HUMAN, sp|Q99865|SPI2A_HUMAN	tr|A0A212BZH5|A0A212BZH5_CEREH
OG0000310	sp|Q5JUX0|SPIN3_HUMAN, sp|Q9Y657|SPIN1_HUMAN	tr|A0A212CM97|A0A212CM97_CEREH
OG0000311	sp|Q15717|ELAV1_HUMAN	tr|A0A212D076|A0A212D076_CEREH
OG0000311	sp|Q14576|ELAV3_HUMAN	tr|A0A212D1R4|A0A212D1R4_CEREH
OG0000311	sp|P26378|ELAV4_HUMAN, sp|Q12926|ELAV2_HUMAN	tr|A0A212CFW0|A0A212CFW0_CEREH, tr|A0A212C512|A0A212C512_CEREH
OG0000312	sp|P01848|TRAC_HUMAN, sp|A0A0A6YYC5|TVA14_HUMAN, sp|A0A0A6YYK7|TVA19_HUMAN, sp|A0A1B0GX56|TRDV1_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0B4J264|TV381_HUMAN, sp|P0DTU3|TRAR2_HUMAN	tr|A0A212CVB7|A0A212CVB7_CEREH
OG0000313	sp|Q8NHM4|TRY6_HUMAN, sp|P35030|TRY3_HUMAN, sp|P07478|TRY2_HUMAN, sp|P07477|TRY1_HUMAN, sp|P06870|KLK1_HUMAN, sp|P20151|KLK2_HUMAN, sp|P07288|KLK3_HUMAN	tr|A0A212CLG9|A0A212CLG9_CEREH
OG0000314	sp|P31512|FMO4_HUMAN	tr|A0A212CR75|A0A212CR75_CEREH
OG0000314	sp|Q01740|FMO1_HUMAN, sp|Q99518|FMO2_HUMAN, sp|P49326|FMO5_HUMAN, sp|O60774|FMO6_HUMAN, sp|P31513|FMO3_HUMAN	tr|A0A212C1V5|A0A212C1V5_CEREH
OG0000315	sp|O43520|AT8B1_HUMAN	tr|A0A212C740|A0A212C740_CEREH
OG0000315	sp|P98198|AT8B2_HUMAN	tr|A0A212CGN7|A0A212CGN7_CEREH
OG0000315	sp|Q8TF62|AT8B4_HUMAN	tr|A0A212CVB6|A0A212CVB6_CEREH
OG0000315	sp|O60423|AT8B3_HUMAN	tr|A0A212D196|A0A212D196_CEREH
OG0000316	sp|P17693|HLAG_HUMAN, sp|P30511|HLAF_HUMAN, sp|P01889|HLAB_HUMAN, sp|P10321|HLAC_HUMAN, sp|P01893|HLAH_HUMAN, sp|P04439|HLAA_HUMAN, sp|P13747|HLAE_HUMAN	tr|A0A212D4G3|A0A212D4G3_CEREH
OG0000317	sp|Q96PR1|KCNC2_HUMAN	tr|A0A212DFR0|A0A212DFR0_CEREH
OG0000317	sp|Q14003|KCNC3_HUMAN	tr|A0A212DCX6|A0A212DCX6_CEREH
OG0000317	sp|P48547|KCNC1_HUMAN	tr|A0A212DI52|A0A212DI52_CEREH
OG0000317	sp|Q03721|KCNC4_HUMAN	tr|A0A212CGI3|A0A212CGI3_CEREH
OG0000318	sp|O15066|KIF3B_HUMAN	tr|A0A212CAK6|A0A212CAK6_CEREH
OG0000318	sp|Q9P2E2|KIF17_HUMAN	tr|A0A212D2Z6|A0A212D2Z6_CEREH
OG0000318	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A212D652|A0A212D652_CEREH
OG0000319	sp|Q8NFZ4|NLGN2_HUMAN	tr|A0A212D8I1|A0A212D8I1_CEREH
OG0000319	sp|Q9NZ94|NLGN3_HUMAN	tr|A0A212BZT1|A0A212BZT1_CEREH
OG0000319	sp|Q8N0W4|NLGNX_HUMAN, sp|Q8NFZ3|NLGNY_HUMAN, sp|Q8N2Q7|NLGN1_HUMAN	tr|A0A212CJ02|A0A212CJ02_CEREH
OG0000320	sp|Q13467|FZD5_HUMAN, sp|Q9H461|FZD8_HUMAN, sp|O00144|FZD9_HUMAN, sp|Q9ULW2|FZD10_HUMAN, sp|Q14332|FZD2_HUMAN, sp|Q9UP38|FZD1_HUMAN, sp|O75084|FZD7_HUMAN	tr|A0A212D3M1|A0A212D3M1_CEREH
OG0000321	sp|Q00975|CAC1B_HUMAN, sp|Q01668|CAC1D_HUMAN, sp|Q13936|CAC1C_HUMAN, sp|O60840|CAC1F_HUMAN, sp|Q13698|CAC1S_HUMAN, sp|Q15878|CAC1E_HUMAN, sp|O00555|CAC1A_HUMAN	tr|A0A212CY39|A0A212CY39_CEREH
OG0000322	sp|Q8NC42|RN149_HUMAN	tr|A0A212CVG4|A0A212CVG4_CEREH
OG0000322	sp|Q9ULK6|RN150_HUMAN, sp|Q86XS8|GOLI_HUMAN, sp|Q8TEB7|RN128_HUMAN, sp|Q8N7C7|RN148_HUMAN, sp|Q8WVZ7|RN133_HUMAN	tr|A0A212CL75|A0A212CL75_CEREH
OG0000323	sp|Q8NH76|O56B4_HUMAN, sp|Q8NGI3|O56B1_HUMAN, sp|Q8NGI1|O56B2_HUMAN, sp|Q8NGH8|O56A4_HUMAN, sp|P0C7T3|O56A5_HUMAN, sp|Q8NGH5|O56A1_HUMAN, sp|Q8NH54|O56A3_HUMAN	tr|A0A212DIH8|A0A212DIH8_CEREH
OG0000324	sp|Q9UH62|ARMX3_HUMAN	tr|A0A212C104|A0A212C104_CEREH
OG0000324	sp|Q7L311|ARMX2_HUMAN, sp|Q9P291|ARMX1_HUMAN	tr|A0A212DEC5|A0A212DEC5_CEREH
OG0000324	sp|Q5H9R4|ARMX4_HUMAN, sp|Q8N2F6|ARM10_HUMAN	tr|A0A212CLB0|A0A212CLB0_CEREH
OG0000337	sp|P28370|SMCA1_HUMAN	tr|A0A212CSV9|A0A212CSV9_CEREH, tr|A0A212CNX0|A0A212CNX0_CEREH, tr|A0A212CVC9|A0A212CVC9_CEREH, tr|A0A212C0D3|A0A212C0D3_CEREH
OG0000337	sp|O60264|SMCA5_HUMAN	tr|A0A212DAA1|A0A212DAA1_CEREH
OG0000338	sp|Q9NQB0|TF7L2_HUMAN	tr|A0A212CP95|A0A212CP95_CEREH
OG0000338	sp|Q9HCS4|TF7L1_HUMAN	tr|A0A212CWS9|A0A212CWS9_CEREH
OG0000338	sp|P36402|TCF7_HUMAN	tr|A0A212D0P7|A0A212D0P7_CEREH, tr|A0A212D1B3|A0A212D1B3_CEREH
OG0000339	sp|O15162|PLS1_HUMAN	tr|A0A212CIE5|A0A212CIE5_CEREH
OG0000339	sp|A0PG75|PLS5_HUMAN	tr|A0A212CJG5|A0A212CJG5_CEREH
OG0000339	sp|Q9NRY7|PLS2_HUMAN	tr|A0A212CHY3|A0A212CHY3_CEREH, tr|A0A212CB24|A0A212CB24_CEREH
OG0000340	sp|P61236|YPEL3_HUMAN	tr|A0A212CYX2|A0A212CYX2_CEREH
OG0000340	sp|Q96NS1|YPEL4_HUMAN, sp|O60688|YPEL1_HUMAN, sp|Q96QA6|YPEL2_HUMAN	tr|A0A212DAJ4|A0A212DAJ4_CEREH, tr|A0A212D880|A0A212D880_CEREH
OG0000341	sp|O14983|AT2A1_HUMAN	tr|A0A212CYW8|A0A212CYW8_CEREH
OG0000341	sp|Q93084|AT2A3_HUMAN	tr|A0A212D6I5|A0A212D6I5_CEREH
OG0000341	sp|P16615|AT2A2_HUMAN	tr|A0A212DA34|A0A212DA34_CEREH, tr|A0A212D7H1|A0A212D7H1_CEREH
OG0000342	sp|P13929|ENOB_HUMAN	tr|A0A212D927|A0A212D927_CEREH
OG0000342	sp|P09104|ENOG_HUMAN	tr|A0A212CCY3|A0A212CCY3_CEREH
OG0000342	sp|P06733|ENOA_HUMAN	tr|A0A212CQF6|A0A212CQF6_CEREH, tr|A0A212CQS6|A0A212CQS6_CEREH
OG0000343	sp|P24534|EF1B_HUMAN	tr|A0A212BZS2|A0A212BZS2_CEREH, tr|A0A212D422|A0A212D422_CEREH, tr|A0A212CDT2|A0A212CDT2_CEREH, tr|A0A212CVJ7|A0A212CVJ7_CEREH, tr|A0A212D7T3|A0A212D7T3_CEREH, tr|A0A212D9Q0|A0A212D9Q0_CEREH
OG0000345	sp|P13631|RARG_HUMAN	tr|A0A212DET8|A0A212DET8_CEREH
OG0000345	sp|P10827|THA_HUMAN, sp|P10828|THB_HUMAN, sp|P10826|RARB_HUMAN, sp|P10276|RARA_HUMAN	tr|A0A212D928|A0A212D928_CEREH
OG0000346	sp|P11274|BCR_HUMAN	tr|A0A212D7Q0|A0A212D7Q0_CEREH
OG0000346	sp|Q12979|ABR_HUMAN	tr|A0A212DA01|A0A212DA01_CEREH, tr|A0A212DAP6|A0A212DAP6_CEREH, tr|A0A212D6T3|A0A212D6T3_CEREH, tr|A0A212D781|A0A212D781_CEREH
OG0000347	sp|P27987|IP3KB_HUMAN	tr|A0A212CRB5|A0A212CRB5_CEREH
OG0000347	sp|P23677|IP3KA_HUMAN	tr|A0A212CU88|A0A212CU88_CEREH
OG0000347	sp|Q96DU7|IP3KC_HUMAN	tr|A0A212DCE6|A0A212DCE6_CEREH, tr|A0A212DDT4|A0A212DDT4_CEREH
OG0000349	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A212DFH6|A0A212DFH6_CEREH
OG0000349	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A212DGR8|A0A212DGR8_CEREH
OG0000349	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A212DC24|A0A212DC24_CEREH
OG0000350	sp|P42685|FRK_HUMAN	tr|A0A212C665|A0A212C665_CEREH, tr|A0A212CEG9|A0A212CEG9_CEREH, tr|A0A212D6P3|A0A212D6P3_CEREH, tr|A0A212D5C6|A0A212D5C6_CEREH, tr|A0A212CPM6|A0A212CPM6_CEREH, tr|A0A212D2T2|A0A212D2T2_CEREH
OG0000351	sp|P51854|TKTL1_HUMAN	tr|A0A212BZR6|A0A212BZR6_CEREH
OG0000351	sp|P29401|TKT_HUMAN	tr|A0A212C9G3|A0A212C9G3_CEREH
OG0000351	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A212CLI7|A0A212CLI7_CEREH
OG0000352	sp|Q9UH73|COE1_HUMAN, sp|Q9H4W6|COE3_HUMAN, sp|Q9HAK2|COE2_HUMAN, sp|Q9BQW3|COE4_HUMAN	tr|A0A212CAW6|A0A212CAW6_CEREH, tr|A0A212CP79|A0A212CP79_CEREH, tr|A0A212D2V2|A0A212D2V2_CEREH
OG0000354	sp|Q66K14|TBC9B_HUMAN	tr|A0A212D1S8|A0A212D1S8_CEREH
OG0000354	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A212D9E0|A0A212D9E0_CEREH
OG0000354	sp|O95759|TBCD8_HUMAN, sp|Q0IIM8|TBC8B_HUMAN	tr|A0A212BZJ4|A0A212BZJ4_CEREH
OG0000355	sp|P11216|PYGB_HUMAN	tr|A0A212CAS6|A0A212CAS6_CEREH
OG0000355	sp|P06737|PYGL_HUMAN	tr|A0A212CTB7|A0A212CTB7_CEREH, tr|A0A212CUW8|A0A212CUW8_CEREH
OG0000355	sp|P11217|PYGM_HUMAN	tr|A0A212DGZ3|A0A212DGZ3_CEREH
OG0000356	sp|P06213|INSR_HUMAN	tr|A0A212D277|A0A212D277_CEREH
OG0000356	sp|P14616|INSRR_HUMAN	tr|A0A212CHQ7|A0A212CHQ7_CEREH, tr|A0A212CI38|A0A212CI38_CEREH
OG0000356	sp|P08069|IGF1R_HUMAN	tr|A0A212D0J7|A0A212D0J7_CEREH
OG0000357	sp|Q96F07|CYFP2_HUMAN, sp|Q7L576|CYFP1_HUMAN	tr|A0A212D1C3|A0A212D1C3_CEREH, tr|A0A212C263|A0A212C263_CEREH, tr|A0A212C2F1|A0A212C2F1_CEREH, tr|A0A212C1F6|A0A212C1F6_CEREH, tr|A0A212C205|A0A212C205_CEREH
OG0000358	sp|Q96Q40|CDK15_HUMAN	tr|A0A212CK47|A0A212CK47_CEREH
OG0000358	sp|Q00535|CDK5_HUMAN	tr|A0A212C2J2|A0A212C2J2_CEREH, tr|A0A212C0N0|A0A212C0N0_CEREH, tr|A0A212CVE4|A0A212CVE4_CEREH, tr|A0A212CK06|A0A212CK06_CEREH
OG0000359	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A212D4M4|A0A212D4M4_CEREH
OG0000359	sp|P98174|FGD1_HUMAN, sp|Q5JSP0|FGD3_HUMAN	tr|A0A212CMP8|A0A212CMP8_CEREH
OG0000359	sp|Q96M96|FGD4_HUMAN	tr|A0A212CCF0|A0A212CCF0_CEREH
OG0000360	sp|A0AVI2|FR1L5_HUMAN	tr|A0A212CXI0|A0A212CXI0_CEREH
OG0000360	sp|Q9NZM1|MYOF_HUMAN	tr|A0A212CPC1|A0A212CPC1_CEREH
OG0000360	sp|O75923|DYSF_HUMAN	tr|A0A212CPX9|A0A212CPX9_CEREH
OG0000361	sp|Q9NYL9|TMOD3_HUMAN	tr|A0A212CUJ9|A0A212CUJ9_CEREH
OG0000361	sp|P28289|TMOD1_HUMAN	tr|A0A212C4R3|A0A212C4R3_CEREH
OG0000361	sp|Q9NZR1|TMOD2_HUMAN	tr|A0A212CU11|A0A212CU11_CEREH
OG0000362	sp|O75366|AVIL_HUMAN	tr|A0A212DF88|A0A212DF88_CEREH
OG0000362	sp|P09327|VILI_HUMAN	tr|A0A212D3X8|A0A212D3X8_CEREH
OG0000362	sp|O15195|VILL_HUMAN	tr|A0A212C9J2|A0A212C9J2_CEREH, tr|A0A212C9A9|A0A212C9A9_CEREH
OG0000363	sp|Q13153|PAK1_HUMAN, sp|O75914|PAK3_HUMAN	tr|A0A212BZS4|A0A212BZS4_CEREH
OG0000363	sp|Q13177|PAK2_HUMAN	tr|A0A212C168|A0A212C168_CEREH, tr|A0A212BZD7|A0A212BZD7_CEREH, tr|A0A212CJJ3|A0A212CJJ3_CEREH
OG0000364	sp|Q93100|KPBB_HUMAN	tr|A0A212DC07|A0A212DC07_CEREH
OG0000364	sp|P46019|KPB2_HUMAN	tr|A0A212C0B0|A0A212C0B0_CEREH, tr|A0A212C158|A0A212C158_CEREH
OG0000364	sp|P46020|KPB1_HUMAN	tr|A0A212C0F9|A0A212C0F9_CEREH
OG0000365	sp|P54284|CACB3_HUMAN, sp|O00305|CACB4_HUMAN	tr|A0A212C1X2|A0A212C1X2_CEREH, tr|A0A212CA75|A0A212CA75_CEREH
OG0000365	sp|Q08289|CACB2_HUMAN, sp|Q02641|CACB1_HUMAN	tr|A0A212D6R4|A0A212D6R4_CEREH
OG0000366	sp|Q11130|FUT7_HUMAN, sp|P22083|FUT4_HUMAN, sp|Q9Y231|FUT9_HUMAN, sp|P51993|FUT6_HUMAN, sp|P21217|FUT3_HUMAN, sp|Q11128|FUT5_HUMAN	tr|A0A212CWK4|A0A212CWK4_CEREH
OG0000367	sp|P51787|KCNQ1_HUMAN	tr|A0A212DG19|A0A212DG19_CEREH
OG0000367	sp|P56696|KCNQ4_HUMAN	tr|A0A212CGT1|A0A212CGT1_CEREH
OG0000367	sp|Q9NR82|KCNQ5_HUMAN	tr|A0A212CAB1|A0A212CAB1_CEREH
OG0000368	sp|O95819|M4K4_HUMAN	tr|A0A212CWG9|A0A212CWG9_CEREH
OG0000368	sp|Q9UKE5|TNIK_HUMAN	tr|A0A212CX51|A0A212CX51_CEREH, tr|A0A212CJ03|A0A212CJ03_CEREH
OG0000368	sp|Q8N4C8|MINK1_HUMAN	tr|A0A212D6X5|A0A212D6X5_CEREH
OG0000369	sp|O14975|S27A2_HUMAN	tr|A0A212CUU8|A0A212CUU8_CEREH
