Orthogroup	Homo_sapiens	Bos_taurus
OG0000691	sp|P15509|CSF2R_HUMAN	tr|A0A3Q1MPX8|A0A3Q1MPX8_BOVIN, tr|G3N1Y8|G3N1Y8_BOVIN, tr|A0A3Q1MB14|A0A3Q1MB14_BOVIN, tr|A0A3Q1MBR6|A0A3Q1MBR6_BOVIN
OG0000692	sp|P56181|NDUV3_HUMAN	tr|A0A3Q1N7L1|A0A3Q1N7L1_BOVIN, tr|A0A3Q1M7B1|A0A3Q1M7B1_BOVIN, tr|A0A3Q1N0E1|A0A3Q1N0E1_BOVIN, sp|P25712|NDUV3_BOVIN
OG0000693	sp|P46926|GNPI1_HUMAN	sp|A4FV08|GNPI1_BOVIN
OG0000693	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A452DIC9|A0A452DIC9_BOVIN, sp|Q17QL1|GNPI2_BOVIN
OG0000695	sp|Q6VN20|RBP10_HUMAN	tr|A0A3Q1MPW0|A0A3Q1MPW0_BOVIN, sp|A3KMV8|RBP10_BOVIN
OG0000695	sp|Q96S59|RANB9_HUMAN	tr|A0A3Q1MPB6|A0A3Q1MPB6_BOVIN
OG0000696	sp|P0C7N8|OR9G9_HUMAN, sp|Q8NH87|OR9G1_HUMAN	tr|G3MYT3|G3MYT3_BOVIN, tr|E1BFG5|E1BFG5_BOVIN, tr|G5E6E2|G5E6E2_BOVIN
OG0000697	sp|P04080|CYTB_HUMAN	sp|P25417|CYTB_BOVIN, tr|A0A140T831|A0A140T831_BOVIN, sp|P35478|CYTX_BOVIN, tr|A6QPZ0|A6QPZ0_BOVIN
OG0000698	sp|Q9P2T1|GMPR2_HUMAN	tr|F1MCZ0|F1MCZ0_BOVIN, sp|Q32L93|GMPR2_BOVIN
OG0000698	sp|P36959|GMPR1_HUMAN	tr|F6R1R5|F6R1R5_BOVIN
OG0000699	sp|Q9BXY8|BEX2_HUMAN, sp|Q9HBH7|BEX1_HUMAN	sp|Q2TBV0|BEX2_BOVIN, tr|A0A3Q1LNZ5|A0A3Q1LNZ5_BOVIN, tr|Q2KIR6|Q2KIR6_BOVIN
OG0000700	sp|Q9H2C5|O52A5_HUMAN, sp|A6NMU1|O52A4_HUMAN, sp|Q9UKL2|O52A1_HUMAN	tr|G3N2Z5|G3N2Z5_BOVIN, tr|G3X878|G3X878_BOVIN
OG0000701	sp|P29017|CD1C_HUMAN, sp|P06126|CD1A_HUMAN	tr|G5E587|G5E587_BOVIN, tr|A0A3Q1LVB3|A0A3Q1LVB3_BOVIN, tr|A0A3Q1LSM0|A0A3Q1LSM0_BOVIN
OG0000702	sp|Q96D42|HAVR1_HUMAN	tr|G5E641|G5E641_BOVIN, tr|A0A3Q1N268|A0A3Q1N268_BOVIN, tr|G3MZI4|G3MZI4_BOVIN, tr|F6QN80|F6QN80_BOVIN
OG0000704	sp|Q7L523|RRAGA_HUMAN	sp|Q3SX43|RRAGA_BOVIN
OG0000704	sp|Q5VZM2|RRAGB_HUMAN	tr|E1BGP6|E1BGP6_BOVIN, tr|G5E5G3|G5E5G3_BOVIN
OG0000705	sp|Q9NRY7|PLS2_HUMAN	tr|E1BK12|E1BK12_BOVIN
OG0000705	sp|O15162|PLS1_HUMAN	tr|A0A3Q1N7R8|A0A3Q1N7R8_BOVIN, sp|Q3ZBG9|PLS2_BOVIN
OG0000706	sp|Q9NRC1|ST7_HUMAN	sp|A4D7R9|ST7_BOVIN
OG0000706	sp|Q8TDW4|ST7L_HUMAN	tr|A0A3Q1LPG4|A0A3Q1LPG4_BOVIN, sp|A3KN28|ST7L_BOVIN
OG0000707	sp|B2RPK0|HGB1A_HUMAN, sp|P23497|SP100_HUMAN	tr|E1BMK2|E1BMK2_BOVIN
OG0000707	sp|P09429|HMGB1_HUMAN	sp|P10103|HMGB1_BOVIN
OG0000708	sp|Q9NZR2|LRP1B_HUMAN	tr|A0A3Q1MEB6|A0A3Q1MEB6_BOVIN
OG0000708	sp|Q5SZI1|LRAD2_HUMAN, sp|Q07954|LRP1_HUMAN	tr|E1BGJ0|E1BGJ0_BOVIN
OG0000709	sp|Q8NGP6|OR5M8_HUMAN, sp|Q6IEU7|OR5MA_HUMAN, sp|Q8NGP8|OR5M1_HUMAN	tr|G5E555|G5E555_BOVIN, tr|G3MZK5|G3MZK5_BOVIN
OG0000710	sp|Q9Y4A0|JERKL_HUMAN, sp|Q6NT04|TIGD7_HUMAN, sp|Q17RP2|TIGD6_HUMAN, sp|Q8IY51|TIGD4_HUMAN	tr|F1MTE4|F1MTE4_BOVIN
OG0000711	sp|P35218|CAH5A_HUMAN	tr|A0A3Q1LWK4|A0A3Q1LWK4_BOVIN
OG0000711	sp|Q8WTZ4|CA5BL_HUMAN, sp|Q9Y2D0|CAH5B_HUMAN	tr|F1N5D1|F1N5D1_BOVIN
OG0000712	sp|P30988|CALCR_HUMAN	tr|F6Q8B6|F6Q8B6_BOVIN
OG0000712	sp|Q16602|CALRL_HUMAN	tr|G3X6P6|G3X6P6_BOVIN, sp|A6QP74|CALRL_BOVIN
OG0000713	sp|P41091|IF2G_HUMAN, sp|Q2VIR3|IF2GL_HUMAN	sp|Q2KHU8|IF2G_BOVIN, tr|G3MWU5|G3MWU5_BOVIN, tr|A0A3Q1M1J7|A0A3Q1M1J7_BOVIN
OG0000714	sp|P14678|RSMB_HUMAN	sp|Q58DW4|RSMB_BOVIN
OG0000714	sp|P63162|RSMN_HUMAN	tr|A0A3Q1M489|A0A3Q1M489_BOVIN, sp|Q17QN3|RSMN_BOVIN
OG0000715	sp|P61077|UB2D3_HUMAN	tr|A0A3Q1M5N0|A0A3Q1M5N0_BOVIN
OG0000715	sp|Q9Y2X8|UB2D4_HUMAN, sp|P62837|UB2D2_HUMAN	sp|Q1RMX2|UB2D2_BOVIN
OG0000716	sp|Q13325|IFIT5_HUMAN	tr|Q17QZ9|Q17QZ9_BOVIN
OG0000716	sp|Q5T764|IFT1B_HUMAN, sp|P09914|IFIT1_HUMAN	tr|F1MM71|F1MM71_BOVIN
OG0000717	sp|Q16762|THTR_HUMAN	tr|A0A452DJ91|A0A452DJ91_BOVIN, sp|P00586|THTR_BOVIN
OG0000717	sp|P25325|THTM_HUMAN	tr|A0A3Q1M9D2|A0A3Q1M9D2_BOVIN
OG0000718	sp|Q6XPS3|TPTE2_HUMAN, sp|P56180|TPTE_HUMAN, sp|Q8N9U9|SPOT1_HUMAN, sp|Q5T6R2|TPT2L_HUMAN	tr|A0A3Q1MHQ7|A0A3Q1MHQ7_BOVIN
OG0000719	sp|P19957|ELAF_HUMAN	tr|A1A4Q6|A1A4Q6_BOVIN, tr|A0A3Q1MM10|A0A3Q1MM10_BOVIN, tr|G3MZJ9|G3MZJ9_BOVIN, tr|G3X7X6|G3X7X6_BOVIN
OG0000720	sp|Q86X60|FA72B_HUMAN, sp|Q5TYM5|FA72A_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q6L9T8|FA72D_HUMAN	sp|A6QL50|FA72A_BOVIN
OG0000721	sp|Q9BYT9|ANO3_HUMAN	tr|A0A3Q1MUE0|A0A3Q1MUE0_BOVIN
OG0000721	sp|Q6IWH7|ANO7_HUMAN, sp|Q32M45|ANO4_HUMAN	sp|A6QLE6|ANO4_BOVIN
OG0000722	sp|P20591|MX1_HUMAN	sp|P79135|MX1_BOVIN
OG0000722	sp|P20592|MX2_HUMAN	tr|F1MZT4|F1MZT4_BOVIN, sp|Q9BDI7|MX2_BOVIN
OG0000723	sp|P03950|ANGI_HUMAN	tr|A6H6X2|A6H6X2_BOVIN, sp|P80929|ANG2_BOVIN, tr|F1MSQ0|F1MSQ0_BOVIN, sp|P10152|ANG1_BOVIN
OG0000724	sp|P63104|1433Z_HUMAN	sp|P63103|1433Z_BOVIN
OG0000724	sp|P31946|1433B_HUMAN	sp|P68250|1433B_BOVIN, tr|A0A140T894|A0A140T894_BOVIN
OG0000725	sp|O43451|MGA_HUMAN	tr|G3N3S2|G3N3S2_BOVIN
OG0000725	sp|Q2M2H8|MGAL_HUMAN, sp|P14410|SUIS_HUMAN	tr|E1BGH5|E1BGH5_BOVIN
OG0000726	sp|Q5VW00|DC122_HUMAN, sp|Q5VU92|DC121_HUMAN	tr|A0A3Q1NCX2|A0A3Q1NCX2_BOVIN, tr|A0A3Q1LL41|A0A3Q1LL41_BOVIN, tr|A0A3Q1M0D2|A0A3Q1M0D2_BOVIN
OG0000727	sp|Q9H3M9|ATX3L_HUMAN	tr|A0A3Q1M4J1|A0A3Q1M4J1_BOVIN
OG0000727	sp|P54252|ATX3_HUMAN	tr|A0A3Q1MF75|A0A3Q1MF75_BOVIN, tr|A6H799|A6H799_BOVIN
OG0000728	sp|P0DMU2|OR83P_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q15617|OR8G1_HUMAN	tr|F1MIJ7|F1MIJ7_BOVIN
OG0000729	sp|Q6UWF7|NXPE4_HUMAN	tr|A0A3Q1NJ96|A0A3Q1NJ96_BOVIN
OG0000729	sp|Q8N323|NXPE1_HUMAN, sp|Q96DL1|NXPE2_HUMAN	tr|A0A3Q1MRW8|A0A3Q1MRW8_BOVIN
OG0000730	sp|B6SEH8|ERVV1_HUMAN, sp|B6SEH9|ERVV2_HUMAN, sp|Q9H9K5|MER34_HUMAN, sp|Q14264|ENR1_HUMAN	tr|A0A3Q1LZM6|A0A3Q1LZM6_BOVIN
OG0000731	sp|Q06210|GFPT1_HUMAN	tr|F1MZY2|F1MZY2_BOVIN
OG0000731	sp|O94808|GFPT2_HUMAN	tr|A0A452DHW0|A0A452DHW0_BOVIN, sp|Q08DQ2|GFPT2_BOVIN
OG0000732	sp|Q86U17|SPA11_HUMAN, sp|P01011|AACT_HUMAN, sp|Q86WD7|SPA9_HUMAN, sp|Q6UXR4|SPA13_HUMAN	tr|A5PK77|A5PK77_BOVIN
OG0000733	sp|P60891|PRPS1_HUMAN	sp|Q2HJ58|PRPS1_BOVIN
OG0000733	sp|P21108|PRPS3_HUMAN, sp|P11908|PRPS2_HUMAN	tr|F1MBV2|F1MBV2_BOVIN
OG0000734	sp|Q8NGL9|OR4CG_HUMAN, sp|Q6IEV9|OR4CB_HUMAN	tr|G5E5L0|G5E5L0_BOVIN, tr|G5E5E3|G5E5E3_BOVIN, tr|G3X792|G3X792_BOVIN
OG0000735	sp|P14598|NCF1_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN	sp|O77774|NCF1_BOVIN, tr|A0A452DHY1|A0A452DHY1_BOVIN
OG0000736	sp|P98198|AT8B2_HUMAN	tr|A0A3Q1M082|A0A3Q1M082_BOVIN
OG0000736	sp|Q8TF62|AT8B4_HUMAN	tr|F1MP29|F1MP29_BOVIN, tr|F1MMX5|F1MMX5_BOVIN
OG0000737	sp|Q7Z7K6|CENPV_HUMAN, sp|A0A0U1RRI6|CENL3_HUMAN, sp|A0A0U1RR11|CENL1_HUMAN, sp|P0DPI3|CENL2_HUMAN	tr|G3N1U1|G3N1U1_BOVIN
OG0000738	sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P0DMN0|ST1A4_HUMAN, sp|P0DMM9|ST1A3_HUMAN	sp|P50227|ST1A1_BOVIN
OG0000739	sp|P12829|MYL4_HUMAN	tr|Q1RMM7|Q1RMM7_BOVIN
OG0000739	sp|P08590|MYL3_HUMAN	sp|P85100|MYL3_BOVIN, tr|A0A3Q1M165|A0A3Q1M165_BOVIN
OG0000740	sp|P56134|ATPK_HUMAN	sp|Q28851|ATPK_BOVIN, tr|A0A3Q1N4G2|A0A3Q1N4G2_BOVIN, tr|A0A3Q1M7G3|A0A3Q1M7G3_BOVIN, tr|A0A3Q1MCR1|A0A3Q1MCR1_BOVIN
OG0000741	sp|Q92556|ELMO1_HUMAN	tr|A0A3Q1MHU3|A0A3Q1MHU3_BOVIN
OG0000741	sp|Q96JJ3|ELMO2_HUMAN	tr|A0A3Q1NMX4|A0A3Q1NMX4_BOVIN, sp|A4FUD6|ELMO2_BOVIN
OG0000742	sp|Q8IZP6|R113B_HUMAN, sp|O15541|R113A_HUMAN	sp|Q67ER4|R113A_BOVIN, tr|A0A140T863|A0A140T863_BOVIN, tr|E1BF77|E1BF77_BOVIN
OG0000743	sp|O14520|AQP7_HUMAN, sp|A0A075B734|AQP7B_HUMAN, tr|Q8WX69|Q8WX69_HUMAN, sp|A6NL99|AQP73_HUMAN	tr|F1N3R5|F1N3R5_BOVIN
OG0000744	sp|P41002|CCNF_HUMAN	sp|A5PK16|CCNF_BOVIN
OG0000744	sp|Q7L2K0|TEDC2_HUMAN	tr|A0A452DK24|A0A452DK24_BOVIN, sp|Q3ZBU3|TEDC2_BOVIN
OG0000745	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A3Q1NFD5|A0A3Q1NFD5_BOVIN, tr|E1BCM5|E1BCM5_BOVIN, tr|A0A3Q1MSY0|A0A3Q1MSY0_BOVIN, tr|A0A3Q1LUG6|A0A3Q1LUG6_BOVIN
OG0000746	sp|Q6IMI6|ST1C3_HUMAN	tr|E1BIS9|E1BIS9_BOVIN
OG0000746	sp|O43704|ST1B1_HUMAN	tr|E1BAC7|E1BAC7_BOVIN, sp|Q3T0Y3|ST1B1_BOVIN
OG0000747	sp|Q8NH76|O56B4_HUMAN, sp|Q8NGI1|O56B2_HUMAN, sp|Q8NGI3|O56B1_HUMAN	tr|A0A3Q1MHM5|A0A3Q1MHM5_BOVIN, tr|A0A3Q1M6U3|A0A3Q1M6U3_BOVIN
OG0000748	sp|Q8WV16|DCAF4_HUMAN, sp|Q3SXM0|DC4L1_HUMAN, sp|Q8NA75|DC4L2_HUMAN	tr|Q1LZF5|Q1LZF5_BOVIN, sp|Q58DC2|DCAF4_BOVIN
OG0000749	sp|Q7L9L4|MOB1B_HUMAN	tr|A0A3Q1MBK1|A0A3Q1MBK1_BOVIN
OG0000749	sp|Q70IA6|MOB2_HUMAN, sp|Q9H8S9|MOB1A_HUMAN	tr|A0A3Q1M4W1|A0A3Q1M4W1_BOVIN
OG0000750	sp|A0A087WT01|TVA27_HUMAN, sp|P0DPF4|TVA35_HUMAN, sp|A0A0B4J273|TVA34_HUMAN, sp|A0A087WSZ9|TVA30_HUMAN	tr|A0A3Q1MBD8|A0A3Q1MBD8_BOVIN
OG0000751	sp|A8MWY0|ELAP2_HUMAN	tr|A0A452DHZ6|A0A452DHZ6_BOVIN, sp|A7E2Z9|ELAP2_BOVIN
OG0000751	sp|Q6UXG2|ELAP1_HUMAN	tr|F1MIM6|F1MIM6_BOVIN
OG0000752	sp|P04000|OPSR_HUMAN, sp|P04001|OPSG_HUMAN, sp|P0DN78|OPSG3_HUMAN, sp|P0DN77|OPSG2_HUMAN	sp|Q9BGI7|OPSR_BOVIN
OG0000753	sp|Q8N2A0|CX062_HUMAN, sp|Q8N976|YG039_HUMAN	tr|E1BJA7|E1BJA7_BOVIN
OG0000753	sp|Q96MD7|CI085_HUMAN	tr|A0A3Q1LVC6|A0A3Q1LVC6_BOVIN
OG0000754	sp|A0A0B4J275|TVA17_HUMAN, sp|A0A0B4J263|TVA39_HUMAN, sp|A0A075B6T7|TVA6_HUMAN	tr|A0A3Q1N052|A0A3Q1N052_BOVIN, tr|A0A3Q1MXJ8|A0A3Q1MXJ8_BOVIN
OG0000755	sp|Q10567|AP1B1_HUMAN	tr|A0A3Q1M481|A0A3Q1M481_BOVIN
OG0000755	sp|P63010|AP2B1_HUMAN	tr|A0A3Q1LJX4|A0A3Q1LJX4_BOVIN, sp|Q08DS7|AP1B1_BOVIN
OG0000756	sp|Q6B0I6|KDM4D_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|B2RXH2|KDM4E_HUMAN	tr|E1BB12|E1BB12_BOVIN, tr|A0A3Q1N5S0|A0A3Q1N5S0_BOVIN
OG0000757	sp|Q9C0K3|ARP3C_HUMAN, sp|Q9P1U1|ARP3B_HUMAN	tr|F1N6J8|F1N6J8_BOVIN
OG0000757	sp|P61158|ARP3_HUMAN	sp|P61157|ARP3_BOVIN
OG0000758	sp|Q969N4|TAAR8_HUMAN, sp|Q96RI9|TAAR9_HUMAN, sp|Q96RI8|TAAR6_HUMAN	tr|G5E6D8|G5E6D8_BOVIN, tr|G3X880|G3X880_BOVIN
OG0000759	sp|O00763|ACACB_HUMAN	tr|F1MSC3|F1MSC3_BOVIN
OG0000759	sp|Q13085|ACACA_HUMAN	tr|A0A3Q1MUW1|A0A3Q1MUW1_BOVIN, sp|Q9TTS3|ACACA_BOVIN
OG0000760	sp|Q86UD5|SL9B2_HUMAN	tr|E1BFC4|E1BFC4_BOVIN
OG0000760	sp|Q4ZJI4|SL9B1_HUMAN, sp|A6NJY1|SL9P1_HUMAN	tr|F1MFR7|F1MFR7_BOVIN
OG0000761	sp|P05091|ALDH2_HUMAN	sp|P20000|ALDH2_BOVIN
OG0000761	sp|P30837|AL1B1_HUMAN	sp|P52476|AL1B1_BOVIN, tr|G5E5P4|G5E5P4_BOVIN
OG0000762	sp|A8MYX2|FM25E_HUMAN, sp|B3EWG6|FM25G_HUMAN, sp|B3EWG3|FM25A_HUMAN, sp|B3EWG5|FM25C_HUMAN	tr|F1MVR7|F1MVR7_BOVIN
OG0000763	sp|A0A075B6T8|TVA91_HUMAN, sp|A0A0B4J280|TVA40_HUMAN, sp|A0A087WT02|TVA92_HUMAN	tr|A0A3Q1N4T6|A0A3Q1N4T6_BOVIN, tr|A0A3Q1LWR6|A0A3Q1LWR6_BOVIN
OG0000764	sp|P09488|GSTM1_HUMAN, sp|P46439|GSTM5_HUMAN, sp|P28161|GSTM2_HUMAN, sp|Q03013|GSTM4_HUMAN	tr|A1A4L7|A1A4L7_BOVIN
OG0000765	sp|P00747|PLMN_HUMAN, sp|P08519|APOA_HUMAN, sp|Q16609|LPAL2_HUMAN	sp|P06868|PLMN_BOVIN, tr|E1B726|E1B726_BOVIN
OG0000766	sp|Q6UW32|IGFL1_HUMAN, sp|Q6UXB1|IGFL3_HUMAN, sp|Q6UWQ7|IGFL2_HUMAN, sp|Q6B9Z1|IGFL4_HUMAN	tr|E1BIH0|E1BIH0_BOVIN
OG0000767	sp|Q9HC56|PCDH9_HUMAN	tr|F1MMW5|F1MMW5_BOVIN
OG0000767	sp|Q9BZA8|PC11Y_HUMAN, sp|Q9BZA7|PC11X_HUMAN	tr|A0A3Q1N768|A0A3Q1N768_BOVIN
OG0000768	sp|Q8NFW1|COMA1_HUMAN, sp|Q14993|COJA1_HUMAN, sp|P20849|CO9A1_HUMAN, sp|Q96P44|COLA1_HUMAN	tr|A0A3Q1MQC5|A0A3Q1MQC5_BOVIN
OG0000783	sp|Q9UL03|INT6_HUMAN	tr|E1BF57|E1BF57_BOVIN
OG0000783	sp|Q5JSJ4|INT6L_HUMAN	tr|E1BG98|E1BG98_BOVIN
OG0000784	sp|P98194|AT2C1_HUMAN	sp|P57709|AT2C1_BOVIN
OG0000784	sp|O75185|AT2C2_HUMAN	tr|A0A3Q1LYD6|A0A3Q1LYD6_BOVIN
OG0000785	sp|Q9UH62|ARMX3_HUMAN	tr|E1BE36|E1BE36_BOVIN
OG0000785	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A3Q1MUJ7|A0A3Q1MUJ7_BOVIN
OG0000786	sp|P54646|AAPK2_HUMAN	tr|F1MQV7|F1MQV7_BOVIN
OG0000786	sp|Q13131|AAPK1_HUMAN	tr|F1MBG5|F1MBG5_BOVIN
OG0000787	sp|Q8TC56|GAR3_HUMAN, sp|Q8NEG0|GAR6_HUMAN, sp|Q8IYT1|GAR4_HUMAN	tr|F1N7X7|F1N7X7_BOVIN
OG0000789	sp|Q7Z739|YTHD3_HUMAN	tr|A0A3Q1MIT1|A0A3Q1MIT1_BOVIN
OG0000789	sp|Q9Y5A9|YTHD2_HUMAN	sp|Q0VCZ3|YTHD2_BOVIN
OG0000790	sp|P07942|LAMB1_HUMAN	tr|A0A3Q1MY30|A0A3Q1MY30_BOVIN
OG0000790	sp|A4D0S4|LAMB4_HUMAN	tr|F1MTS4|F1MTS4_BOVIN
OG0000791	sp|Q8TE57|ATS16_HUMAN	tr|F1N7N4|F1N7N4_BOVIN
OG0000791	sp|Q8TE60|ATS18_HUMAN	tr|E1B8S3|E1B8S3_BOVIN
OG0000792	sp|Q9BZG1|RAB34_HUMAN	tr|A0A3Q1LX70|A0A3Q1LX70_BOVIN
OG0000792	sp|O95755|RAB36_HUMAN	tr|E1BJ06|E1BJ06_BOVIN
OG0000793	sp|Q8NGY0|O10X1_HUMAN	tr|F1MI80|F1MI80_BOVIN, tr|E1BBC7|E1BBC7_BOVIN, tr|F1MJ40|F1MJ40_BOVIN
OG0000794	sp|Q8TEU7|RPGF6_HUMAN	tr|F1MS53|F1MS53_BOVIN
OG0000794	sp|Q9Y4G8|RPGF2_HUMAN	sp|F1MSG6|RPGF2_BOVIN
OG0000796	sp|Q13616|CUL1_HUMAN	tr|G3N0Q3|G3N0Q3_BOVIN, tr|A0A3Q1LPQ1|A0A3Q1LPQ1_BOVIN, tr|F1MYD0|F1MYD0_BOVIN
OG0000797	sp|Q8N9E0|F133A_HUMAN	tr|G3X6W4|G3X6W4_BOVIN, tr|A0A3Q1LTN1|A0A3Q1LTN1_BOVIN, tr|A0A3Q1MHG4|A0A3Q1MHG4_BOVIN
OG0000798	sp|P30566|PUR8_HUMAN	tr|F1MHP6|F1MHP6_BOVIN, sp|A3KN12|PUR8_BOVIN, tr|A0A3Q1LX84|A0A3Q1LX84_BOVIN
OG0000799	sp|Q92832|NELL1_HUMAN	tr|A0A3Q1MDY1|A0A3Q1MDY1_BOVIN
OG0000799	sp|Q99435|NELL2_HUMAN	sp|A6QR11|NELL2_BOVIN
OG0000800	sp|Q12792|TWF1_HUMAN, sp|Q6IBS0|TWF2_HUMAN	sp|Q56JV6|TWF1_BOVIN, tr|A0A3Q1NES9|A0A3Q1NES9_BOVIN
OG0000801	sp|Q86VP6|CAND1_HUMAN	sp|A7MBJ5|CAND1_BOVIN
OG0000801	sp|O75155|CAND2_HUMAN	tr|E1BNE2|E1BNE2_BOVIN
OG0000802	sp|Q8NGF8|OR4B1_HUMAN	tr|F1N1E8|F1N1E8_BOVIN, tr|F1MTL2|F1MTL2_BOVIN, tr|E1BP70|E1BP70_BOVIN
OG0000803	sp|O60676|CST8_HUMAN, sp|Q9H112|CST11_HUMAN, sp|Q9H114|CSTL1_HUMAN	tr|F1MNB0|F1MNB0_BOVIN
OG0000804	sp|P10451|OSTP_HUMAN	tr|A0A3Q1LZU0|A0A3Q1LZU0_BOVIN, sp|P31096|OSTP_BOVIN, sp|P31098|OSTK_BOVIN
OG0000805	sp|P01042|KNG1_HUMAN	sp|P01045|KNG2_BOVIN, sp|P01044|KNG1_BOVIN, tr|A0A140T8C8|A0A140T8C8_BOVIN
OG0000806	sp|Q9Y6Y1|CMTA1_HUMAN	tr|A6QNL3|A6QNL3_BOVIN
OG0000806	sp|O94983|CMTA2_HUMAN	tr|E1BH04|E1BH04_BOVIN
OG0000807	sp|Q13467|FZD5_HUMAN	tr|F1MGM1|F1MGM1_BOVIN
OG0000807	sp|Q9H461|FZD8_HUMAN	tr|A0A3Q1MA92|A0A3Q1MA92_BOVIN
OG0000808	sp|P63146|UBE2B_HUMAN	sp|Q32P99|UBE2B_BOVIN
OG0000808	sp|P49459|UBE2A_HUMAN	tr|A0A3Q1N1X1|A0A3Q1N1X1_BOVIN
OG0000809	sp|Q13188|STK3_HUMAN	tr|A0JN96|A0JN96_BOVIN
OG0000809	sp|Q13043|STK4_HUMAN	sp|Q5E9L6|STK4_BOVIN
OG0000810	sp|P18433|PTPRA_HUMAN	tr|A0A3Q1LI10|A0A3Q1LI10_BOVIN
OG0000810	sp|P23469|PTPRE_HUMAN	tr|F1MP45|F1MP45_BOVIN
OG0000811	sp|Q9H8H3|MET7A_HUMAN	tr|Q3MHK8|Q3MHK8_BOVIN, tr|A0A3Q1M0M7|A0A3Q1M0M7_BOVIN, tr|F1N7H2|F1N7H2_BOVIN
OG0000812	sp|Q86W67|F228A_HUMAN	sp|Q32KQ1|F228A_BOVIN
OG0000812	sp|P0C875|F228B_HUMAN	sp|A6QQ68|F228B_BOVIN
OG0000813	sp|Q5H9K5|ZMAT1_HUMAN, sp|F2Z398|LMO7D_HUMAN, sp|Q5T7P6|TMM78_HUMAN	tr|E1BHF4|E1BHF4_BOVIN
OG0000815	sp|Q9BYZ6|RHBT2_HUMAN	tr|F1MZJ4|F1MZJ4_BOVIN
OG0000815	sp|O94844|RHBT1_HUMAN	tr|F1MIH7|F1MIH7_BOVIN
OG0000816	sp|Q76B58|BRNP3_HUMAN	tr|F1N0Y7|F1N0Y7_BOVIN
OG0000816	sp|Q9C0B6|BRNP2_HUMAN	tr|E1B9Z7|E1B9Z7_BOVIN
OG0000817	sp|Q9NTG1|PKDRE_HUMAN	tr|A0A3Q1LH85|A0A3Q1LH85_BOVIN, tr|E1BC61|E1BC61_BOVIN, tr|G3MZE3|G3MZE3_BOVIN
OG0000818	sp|Q96GJ1|TRM2B_HUMAN	tr|A0A3Q1LIZ3|A0A3Q1LIZ3_BOVIN
OG0000818	sp|Q8IZ69|TRM2A_HUMAN	tr|A0A3Q1M2X8|A0A3Q1M2X8_BOVIN
OG0000819	sp|Q96DH6|MSI2H_HUMAN	tr|A0A3Q1LVY4|A0A3Q1LVY4_BOVIN
OG0000819	sp|O43347|MSI1H_HUMAN	tr|A2PYH9|A2PYH9_BOVIN
OG0000820	sp|Q96LB9|PGRP3_HUMAN	tr|A0A3Q1M1U5|A0A3Q1M1U5_BOVIN
OG0000820	sp|Q96LB8|PGRP4_HUMAN	tr|A0A3Q1MPE3|A0A3Q1MPE3_BOVIN
OG0000821	sp|Q8N490|PNKD_HUMAN	tr|A0A452DI30|A0A452DI30_BOVIN, tr|Q2M2S4|Q2M2S4_BOVIN, sp|A7YY46|PNKD_BOVIN
OG0000822	sp|A0A0U1RQE8|GLYLB_HUMAN, sp|Q969I3|GLYL1_HUMAN, sp|Q8WU03|GLYL2_HUMAN	tr|E1B7T8|E1B7T8_BOVIN
OG0000823	sp|Q9H0C5|BTBD1_HUMAN	tr|F1MZA8|F1MZA8_BOVIN
OG0000823	sp|Q9BX70|BTBD2_HUMAN	tr|F1N4P1|F1N4P1_BOVIN
OG0000824	sp|Q8NGJ3|O52E1_HUMAN	tr|G3MYI1|G3MYI1_BOVIN, tr|F1MRC1|F1MRC1_BOVIN, tr|E1BMU9|E1BMU9_BOVIN
OG0000825	sp|Q8WX39|LCN9_HUMAN	tr|E1BLF9|E1BLF9_BOVIN, tr|G3MZU3|G3MZU3_BOVIN, tr|E1BJP1|E1BJP1_BOVIN
OG0000826	sp|P03956|MMP1_HUMAN	tr|F1MM68|F1MM68_BOVIN, sp|P28053|MMP1_BOVIN, tr|F1MT97|F1MT97_BOVIN
OG0000827	sp|P15313|VATB1_HUMAN	sp|P31407|VATB1_BOVIN
OG0000827	sp|P21281|VATB2_HUMAN	sp|P31408|VATB2_BOVIN
OG0000828	sp|O14756|H17B6_HUMAN	sp|Q3T001|H17B6_BOVIN, tr|F1MG20|F1MG20_BOVIN, tr|A0A3Q1NIN1|A0A3Q1NIN1_BOVIN
OG0000829	sp|Q9H3Y8|PPDPF_HUMAN	sp|Q3ZCB6|PPDPF_BOVIN, tr|F1MVB9|F1MVB9_BOVIN, tr|G3N2P7|G3N2P7_BOVIN
OG0000831	sp|Q5VUY2|ADCL4_HUMAN	tr|A0A3Q1M595|A0A3Q1M595_BOVIN
OG0000831	sp|Q5VUY0|ADCL3_HUMAN	tr|G5E5I3|G5E5I3_BOVIN
