Orthogroup	Homo_sapiens	Pan_paniscus
OG0001103	sp|O75185|AT2C2_HUMAN	tr|A0A2R9A931|A0A2R9A931_PANPA
OG0001104	sp|Q96JB1|DYH8_HUMAN	tr|A0A2R9CRG6|A0A2R9CRG6_PANPA
OG0001104	sp|Q8TE73|DYH5_HUMAN	tr|A0A2R9BVL7|A0A2R9BVL7_PANPA
OG0001105	sp|Q92879|CELF1_HUMAN	tr|A0A2R9AVQ9|A0A2R9AVQ9_PANPA
OG0001105	sp|O95319|CELF2_HUMAN	tr|A0A2R9A990|A0A2R9A990_PANPA
OG0001106	sp|Q9Y5S2|MRCKB_HUMAN	tr|A0A2R9CHV9|A0A2R9CHV9_PANPA
OG0001106	sp|Q5VT25|MRCKA_HUMAN	tr|A0A2R9AG24|A0A2R9AG24_PANPA
OG0001107	sp|P56211|ARP19_HUMAN	tr|A0A2R9B860|A0A2R9B860_PANPA
OG0001107	sp|O43768|ENSA_HUMAN	tr|A0A2R8ZAI3|A0A2R8ZAI3_PANPA
OG0001108	sp|Q86SX6|GLRX5_HUMAN	tr|A0A2R9BJR9|A0A2R9BJR9_PANPA
OG0001108	sp|O76003|GLRX3_HUMAN	tr|A0A2R9C0J8|A0A2R9C0J8_PANPA
OG0001109	sp|P01876|IGHA1_HUMAN, sp|P01877|IGHA2_HUMAN	tr|A0A2R9ALL5|A0A2R9ALL5_PANPA, tr|A0A2R9AMP9|A0A2R9AMP9_PANPA
OG0001110	sp|P10644|KAP0_HUMAN	tr|A0A2R9AQD9|A0A2R9AQD9_PANPA
OG0001110	sp|P31321|KAP1_HUMAN	tr|A0A2R9BW82|A0A2R9BW82_PANPA
OG0001111	sp|Q92764|KRT35_HUMAN	tr|A0A2R9ATZ6|A0A2R9ATZ6_PANPA
OG0001111	sp|Q14532|K1H2_HUMAN	tr|A0A2R8ZEN7|A0A2R8ZEN7_PANPA
OG0001112	sp|P04798|CP1A1_HUMAN	tr|A0A2R9B5W8|A0A2R9B5W8_PANPA
OG0001112	sp|P05177|CP1A2_HUMAN	tr|A0A2R8ZXU3|A0A2R8ZXU3_PANPA
OG0001113	sp|Q9C0G6|DYH6_HUMAN	tr|A0A2R9B4I4|A0A2R9B4I4_PANPA
OG0001113	sp|Q0VDD8|DYH14_HUMAN	tr|A0A2R9AUA6|A0A2R9AUA6_PANPA
OG0001114	sp|P46939|UTRN_HUMAN	tr|A0A2R8Z7A9|A0A2R8Z7A9_PANPA
OG0001114	sp|P11532|DMD_HUMAN	tr|A0A2R9CFU5|A0A2R9CFU5_PANPA
OG0001115	sp|P21579|SYT1_HUMAN	tr|A0A2R9A4D0|A0A2R9A4D0_PANPA
OG0001115	sp|Q8N9I0|SYT2_HUMAN	tr|A0A2R9BB69|A0A2R9BB69_PANPA
OG0001116	sp|P46020|KPB1_HUMAN	tr|A0A2R9CAQ3|A0A2R9CAQ3_PANPA
OG0001116	sp|P46019|KPB2_HUMAN	tr|A0A2R9BBG6|A0A2R9BBG6_PANPA
OG0001117	sp|P55287|CAD11_HUMAN	tr|A0A2R8ZRM5|A0A2R8ZRM5_PANPA
OG0001117	sp|P55286|CADH8_HUMAN	tr|A0A2R9B1E9|A0A2R9B1E9_PANPA
OG0001118	sp|B6SEH9|ERVV2_HUMAN, sp|B6SEH8|ERVV1_HUMAN, sp|Q14264|ENR1_HUMAN	tr|A0A2R9B6F8|A0A2R9B6F8_PANPA
OG0001119	sp|Q52M93|Z585B_HUMAN	tr|A0A2R9ACY1|A0A2R9ACY1_PANPA
OG0001119	sp|Q6P3V2|Z585A_HUMAN	tr|A0A2R9AC95|A0A2R9AC95_PANPA
OG0001120	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A2R9BFT0|A0A2R9BFT0_PANPA
OG0001120	sp|Q8IUQ0|CLVS1_HUMAN	tr|A0A2R9ASN8|A0A2R9ASN8_PANPA
OG0001121	sp|Q8N475|FSTL5_HUMAN	tr|A0A2R9AXH6|A0A2R9AXH6_PANPA
OG0001121	sp|Q6MZW2|FSTL4_HUMAN	tr|A0A2R8ZCQ3|A0A2R8ZCQ3_PANPA
OG0001122	sp|Q96E22|NGBR_HUMAN	tr|A0A2R8ZGV4|A0A2R8ZGV4_PANPA, tr|A0A2R8ZGX8|A0A2R8ZGX8_PANPA, tr|A0A2R9A2J0|A0A2R9A2J0_PANPA
OG0001123	sp|O60346|PHLP1_HUMAN	tr|A0A2R9AAZ5|A0A2R9AAZ5_PANPA
OG0001123	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A2R9BS97|A0A2R9BS97_PANPA
OG0001124	sp|P35754|GLRX1_HUMAN	tr|A0A2R9C505|A0A2R9C505_PANPA, tr|A0A2R9CS70|A0A2R9CS70_PANPA, tr|A0A2R9CN60|A0A2R9CN60_PANPA
OG0001125	sp|Q49A17|GLTL6_HUMAN	tr|A0A2R8Z7F0|A0A2R8Z7F0_PANPA
OG0001125	sp|Q86SR1|GLT10_HUMAN	tr|A0A2R8ZJQ1|A0A2R8ZJQ1_PANPA
OG0001126	sp|Q8TDY3|ACTT2_HUMAN	tr|A0A2R8Z9G4|A0A2R8Z9G4_PANPA
OG0001126	sp|Q8TDG2|ACTT1_HUMAN	tr|A0A2R8ZPK0|A0A2R8ZPK0_PANPA
OG0001127	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A2R9BHW0|A0A2R9BHW0_PANPA
OG0001127	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A2R9B671|A0A2R9B671_PANPA
OG0001128	sp|P82970|HMGN5_HUMAN	tr|A0A2R9CF04|A0A2R9CF04_PANPA
OG0001128	sp|P05114|HMGN1_HUMAN	tr|A0A2R9C1W6|A0A2R9C1W6_PANPA
OG0001129	sp|Q8TAP4|LMO3_HUMAN	tr|A0A2R9C7D4|A0A2R9C7D4_PANPA
OG0001129	sp|P25800|RBTN1_HUMAN	tr|A0A2R9ABA4|A0A2R9ABA4_PANPA
OG0001130	sp|Q5JRV8|T255A_HUMAN	tr|A0A2R9B7X7|A0A2R9B7X7_PANPA
OG0001130	sp|Q8WV15|T255B_HUMAN	tr|A0A2R8ZDA8|A0A2R8ZDA8_PANPA
OG0001131	sp|Q6IS24|GLT17_HUMAN	tr|A0A2R8Z659|A0A2R8Z659_PANPA
OG0001131	sp|Q9HCQ5|GALT9_HUMAN	tr|A0A2R9CTC4|A0A2R9CTC4_PANPA
OG0001132	sp|Q8TDI8|TMC1_HUMAN	tr|A0A2R9AMV9|A0A2R9AMV9_PANPA
OG0001132	sp|Q8TDI7|TMC2_HUMAN	tr|A0A2R8ZW49|A0A2R8ZW49_PANPA
OG0001133	sp|Q14012|KCC1A_HUMAN	tr|A0A2R9AX74|A0A2R9AX74_PANPA
OG0001133	sp|Q8IU85|KCC1D_HUMAN	tr|A0A2R9CEE6|A0A2R9CEE6_PANPA
OG0001134	sp|P0C091|FREM3_HUMAN	tr|A0A2R9A5H1|A0A2R9A5H1_PANPA
OG0001134	sp|Q5SZK8|FREM2_HUMAN	tr|A0A2R9AXU3|A0A2R9AXU3_PANPA
OG0001135	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A2R9A398|A0A2R9A398_PANPA
OG0001135	sp|Q6RI45|BRWD3_HUMAN	tr|A0A2R9B9Z0|A0A2R9B9Z0_PANPA
OG0001136	sp|P17812|PYRG1_HUMAN	tr|A0A2R9A3V1|A0A2R9A3V1_PANPA
OG0001136	sp|Q9NRF8|PYRG2_HUMAN	tr|A0A2R9AJL3|A0A2R9AJL3_PANPA
OG0001137	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A2R9CEC0|A0A2R9CEC0_PANPA
OG0001137	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A2R8ZZE0|A0A2R8ZZE0_PANPA
OG0001138	sp|O95372|LYPA2_HUMAN	tr|A0A2R8ZLB5|A0A2R8ZLB5_PANPA, tr|A0A2R8ZRL3|A0A2R8ZRL3_PANPA, tr|A0A2R9BU06|A0A2R9BU06_PANPA
OG0001139	sp|Q6GQQ9|OTU7B_HUMAN	tr|A0A2R8ZTV4|A0A2R8ZTV4_PANPA
OG0001139	sp|Q8TE49|OTU7A_HUMAN	tr|A0A2R8Z7L7|A0A2R8Z7L7_PANPA
OG0001140	sp|O75323|NIPS2_HUMAN	tr|A0A2R9CKL1|A0A2R9CKL1_PANPA
OG0001140	sp|Q9BPW8|NIPS1_HUMAN	tr|A0A2R9C7E8|A0A2R9C7E8_PANPA
OG0001141	sp|P62508|ERR3_HUMAN	tr|A0A2R9B4N7|A0A2R9B4N7_PANPA
OG0001141	sp|O95718|ERR2_HUMAN	tr|A0A2R9B8V6|A0A2R9B8V6_PANPA
OG0001142	sp|P06396|GELS_HUMAN	tr|A0A2R9AWE7|A0A2R9AWE7_PANPA
OG0001142	sp|Q9Y6U3|SCIN_HUMAN	tr|A0A2R9CL46|A0A2R9CL46_PANPA
OG0001143	sp|P36544|ACHA7_HUMAN, tr|A0A1W2PN81|A0A1W2PN81_HUMAN, sp|Q494W8|CRFM7_HUMAN	tr|A0A2R8ZQJ5|A0A2R8ZQJ5_PANPA
OG0001144	sp|Q9UI32|GLSL_HUMAN	tr|A0A2R8ZZ76|A0A2R8ZZ76_PANPA
OG0001144	sp|O94925|GLSK_HUMAN	tr|A0A2R8ZVJ3|A0A2R8ZVJ3_PANPA
OG0001145	sp|P18089|ADA2B_HUMAN, sp|P18825|ADA2C_HUMAN, sp|P08913|ADA2A_HUMAN	tr|A0A2R8ZLT2|A0A2R8ZLT2_PANPA
OG0001147	sp|P36896|ACV1B_HUMAN	tr|A0A2R9BFF9|A0A2R9BFF9_PANPA
OG0001147	sp|P36897|TGFR1_HUMAN	tr|A0A2R9AE23|A0A2R9AE23_PANPA
OG0001148	sp|Q01518|CAP1_HUMAN	tr|A0A2R9BWZ3|A0A2R9BWZ3_PANPA, tr|A0A2R9C7E9|A0A2R9C7E9_PANPA, tr|A0A2R9AZV9|A0A2R9AZV9_PANPA
OG0001149	sp|Q9H9B4|SFXN1_HUMAN	tr|A0A2R9BAN6|A0A2R9BAN6_PANPA
OG0001149	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A2R9A819|A0A2R9A819_PANPA
OG0001150	sp|Q5XX13|FBW10_HUMAN, sp|O95170|CDRT1_HUMAN	tr|A0A2R9AL34|A0A2R9AL34_PANPA, tr|A0A2R9A1V1|A0A2R9A1V1_PANPA
OG0001151	sp|P41208|CETN2_HUMAN	tr|A0A2R9BTG6|A0A2R9BTG6_PANPA
OG0001151	sp|Q12798|CETN1_HUMAN	tr|A0A2R9AQL0|A0A2R9AQL0_PANPA
OG0001152	sp|Q13591|SEM5A_HUMAN	tr|A0A2R9CRB8|A0A2R9CRB8_PANPA
OG0001152	sp|Q9P283|SEM5B_HUMAN	tr|A0A2R9A0M5|A0A2R9A0M5_PANPA
OG0001153	sp|Q29RF7|PDS5A_HUMAN	tr|A0A2R9BBB8|A0A2R9BBB8_PANPA
OG0001153	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A2R8ZG18|A0A2R8ZG18_PANPA
OG0001154	sp|O00219|HYAS3_HUMAN	tr|A0A2R9CLM4|A0A2R9CLM4_PANPA
OG0001154	sp|Q92819|HYAS2_HUMAN	tr|A0A2R9AEF5|A0A2R9AEF5_PANPA
OG0001155	sp|Q86UR5|RIMS1_HUMAN	tr|A0A2R9C2B4|A0A2R9C2B4_PANPA
OG0001155	sp|Q9UQ26|RIMS2_HUMAN	tr|A0A2R9C371|A0A2R9C371_PANPA
OG0001156	sp|Q6ZUV0|BACHL_HUMAN	tr|A0A2R9B3G0|A0A2R9B3G0_PANPA
OG0001156	sp|O00154|BACH_HUMAN	tr|A0A2R8ZAP4|A0A2R8ZAP4_PANPA
OG0001157	sp|Q8IUK8|CBLN2_HUMAN	tr|A0A2R9CJ56|A0A2R9CJ56_PANPA
OG0001157	sp|P23435|CBLN1_HUMAN	tr|A0A2R9BI84|A0A2R9BI84_PANPA
OG0001158	sp|Q2WGN9|GAB4_HUMAN	tr|A0A2R8ZPM0|A0A2R8ZPM0_PANPA
OG0001158	sp|Q9UQC2|GAB2_HUMAN	tr|A0A2R9A8P1|A0A2R9A8P1_PANPA
OG0001159	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A2R9B859|A0A2R9B859_PANPA
OG0001159	sp|Q8WXF7|ATLA1_HUMAN	tr|A0A2R9ASU8|A0A2R9ASU8_PANPA
OG0001160	sp|Q9UM01|YLAT1_HUMAN	tr|A0A2R9BHL1|A0A2R9BHL1_PANPA
OG0001160	sp|Q92536|YLAT2_HUMAN	tr|A0A2R9C2Q6|A0A2R9C2Q6_PANPA
OG0001161	sp|Q9C0E4|GRIP2_HUMAN	tr|A0A2R9C8P5|A0A2R9C8P5_PANPA
OG0001161	sp|Q9Y3R0|GRIP1_HUMAN	tr|A0A2R9B9A4|A0A2R9B9A4_PANPA
OG0001162	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A2R8Z6S5|A0A2R8Z6S5_PANPA
OG0001162	sp|Q13107|UBP4_HUMAN	tr|A0A2R9ADB3|A0A2R9ADB3_PANPA
OG0001163	sp|Q14206|RCAN2_HUMAN	tr|A0A2R9A643|A0A2R9A643_PANPA
OG0001163	sp|P53805|RCAN1_HUMAN	tr|A0A2R9B179|A0A2R9B179_PANPA
OG0001164	sp|Q9NS66|GP173_HUMAN, sp|P60893|GPR85_HUMAN, sp|Q9NS67|GPR27_HUMAN	tr|A0A2R8ZPC2|A0A2R8ZPC2_PANPA
OG0001165	sp|Q15796|SMAD2_HUMAN	tr|A0A2R9B4S1|A0A2R9B4S1_PANPA
OG0001165	sp|P84022|SMAD3_HUMAN	tr|A0A2R9AV36|A0A2R9AV36_PANPA
OG0001166	sp|Q9P2E8|MARH4_HUMAN	tr|A0A2R9B6S4|A0A2R9B6S4_PANPA
OG0001166	sp|Q86YJ5|MARH9_HUMAN	tr|A0A2R9AYS1|A0A2R9AYS1_PANPA
OG0001167	sp|O95259|KCNH1_HUMAN	tr|A0A2R9CDK7|A0A2R9CDK7_PANPA
OG0001167	sp|Q8NCM2|KCNH5_HUMAN	tr|A0A2R8ZTW0|A0A2R8ZTW0_PANPA
OG0001168	sp|Q9NRD9|DUOX1_HUMAN	tr|A0A2R9C626|A0A2R9C626_PANPA
OG0001168	sp|Q9NRD8|DUOX2_HUMAN	tr|A0A2R9C978|A0A2R9C978_PANPA
OG0001169	sp|O75923|DYSF_HUMAN	tr|A0A2R9BB95|A0A2R9BB95_PANPA
OG0001169	sp|Q9NZM1|MYOF_HUMAN	tr|A0A2R9C196|A0A2R9C196_PANPA
OG0001170	sp|Q5R372|RBG1L_HUMAN	tr|A0A2R9BUR7|A0A2R9BUR7_PANPA
OG0001170	sp|Q9Y3P9|RBGP1_HUMAN	tr|A0A2R8ZE78|A0A2R8ZE78_PANPA
OG0001171	sp|A6QL63|ABTB3_HUMAN	tr|A0A2R9C2I1|A0A2R9C2I1_PANPA
OG0001171	sp|Q8N961|ABTB2_HUMAN	tr|A0A2R9BSX7|A0A2R9BSX7_PANPA
OG0001172	sp|P21675|TAF1_HUMAN	tr|A0A2R8ZFY0|A0A2R8ZFY0_PANPA
OG0001172	sp|Q8IZX4|TAF1L_HUMAN	tr|A0A2R8Z796|A0A2R8Z796_PANPA
OG0001173	sp|Q9BYN7|ZN341_HUMAN	tr|A0A2R9BZW1|A0A2R9BZW1_PANPA, tr|A0A2R9AJW5|A0A2R9AJW5_PANPA, tr|A0A2R9BHC8|A0A2R9BHC8_PANPA
OG0001174	sp|Q8NFF2|NCKX4_HUMAN	tr|A0A2R9C5V7|A0A2R9C5V7_PANPA
OG0001174	sp|Q9HC58|NCKX3_HUMAN	tr|A0A2R9AU42|A0A2R9AU42_PANPA
OG0001175	sp|O75366|AVIL_HUMAN	tr|A0A2R9CR49|A0A2R9CR49_PANPA
OG0001175	sp|P09327|VILI_HUMAN	tr|A0A2R8Z8Z4|A0A2R8Z8Z4_PANPA
OG0001176	sp|P33908|MA1A1_HUMAN	tr|A0A2R9BFB5|A0A2R9BFB5_PANPA
OG0001176	sp|O60476|MA1A2_HUMAN	tr|A0A2R9A2C4|A0A2R9A2C4_PANPA
OG0001177	sp|P43487|RANG_HUMAN	tr|A0A2R9CFI6|A0A2R9CFI6_PANPA, tr|A0A2R9CDR0|A0A2R9CDR0_PANPA, tr|A0A2R9CKI9|A0A2R9CKI9_PANPA
OG0001178	sp|Q6P9F7|LRC8B_HUMAN	tr|A0A2R8ZS38|A0A2R8ZS38_PANPA
OG0001178	sp|Q8IWT6|LRC8A_HUMAN	tr|A0A2R9CN78|A0A2R9CN78_PANPA
OG0001179	sp|Q9BTV7|CABL2_HUMAN	tr|A0A2R9C5A4|A0A2R9C5A4_PANPA
OG0001179	sp|Q8TDN4|CABL1_HUMAN	tr|A0A2R9A3A0|A0A2R9A3A0_PANPA
OG0001181	sp|P49590|SYHM_HUMAN	tr|A0A2R9BX99|A0A2R9BX99_PANPA
OG0001181	sp|P12081|HARS1_HUMAN	tr|A0A2R9BVQ3|A0A2R9BVQ3_PANPA
OG0001182	sp|P35346|SSR5_HUMAN	tr|A0A2R9ABB2|A0A2R9ABB2_PANPA
OG0001182	sp|P30874|SSR2_HUMAN	tr|A0A2R8ZAV2|A0A2R8ZAV2_PANPA
OG0001183	sp|P41225|SOX3_HUMAN, sp|O00570|SOX1_HUMAN, sp|P48431|SOX2_HUMAN	tr|A0A2R9C6Z4|A0A2R9C6Z4_PANPA
OG0001184	sp|Q96A44|SPSB4_HUMAN	tr|A0A2R9AD32|A0A2R9AD32_PANPA
OG0001184	sp|Q96BD6|SPSB1_HUMAN	tr|A0A2R9AUW8|A0A2R9AUW8_PANPA
OG0001185	sp|Q9UHI7|S23A1_HUMAN	tr|A0A2R9CK27|A0A2R9CK27_PANPA
OG0001185	sp|Q9UGH3|S23A2_HUMAN	tr|A0A2R9AZQ8|A0A2R9AZQ8_PANPA
OG0001186	sp|A0A075B6N2|TVBT1_HUMAN, sp|A0A5B7|TVB29_HUMAN, tr|A0A075B6H5|A0A075B6H5_HUMAN	tr|A0A2R8ZTG2|A0A2R8ZTG2_PANPA
OG0001187	sp|O75912|DGKI_HUMAN	tr|A0A2R9ASD1|A0A2R9ASD1_PANPA
OG0001187	sp|Q13574|DGKZ_HUMAN	tr|A0A2R9BSA8|A0A2R9BSA8_PANPA
OG0001188	sp|P31025|LCN1_HUMAN	tr|A0A2R9BEH0|A0A2R9BEH0_PANPA
OG0001188	sp|Q5VSP4|LC1L1_HUMAN	tr|A0A2R9BTG0|A0A2R9BTG0_PANPA
OG0001189	sp|P59780|AP3S2_HUMAN	tr|A0A2R8ZAK3|A0A2R8ZAK3_PANPA
OG0001189	sp|Q92572|AP3S1_HUMAN	tr|A0A2R9B750|A0A2R9B750_PANPA
OG0001190	sp|Q9BUE6|ISCA1_HUMAN	tr|A0A2R9BN79|A0A2R9BN79_PANPA, tr|A0A2R9CBB1|A0A2R9CBB1_PANPA, tr|A0A2R9C1X3|A0A2R9C1X3_PANPA
OG0001191	sp|Q9BV35|SCMC3_HUMAN	tr|A0A2R9BZ33|A0A2R9BZ33_PANPA
OG0001191	sp|Q6KCM7|SCMC2_HUMAN	tr|A0A2R8ZP57|A0A2R8ZP57_PANPA
OG0001192	sp|Q9GZX3|CHST6_HUMAN	tr|A0A2R8Z788|A0A2R8Z788_PANPA
OG0001192	sp|Q9GZS9|CHST5_HUMAN	tr|A0A2R8ZDD6|A0A2R8ZDD6_PANPA
OG0001193	sp|Q9P2T1|GMPR2_HUMAN	tr|A0A2R9C072|A0A2R9C072_PANPA
OG0001193	sp|P36959|GMPR1_HUMAN	tr|A0A2R8ZE75|A0A2R8ZE75_PANPA
OG0001194	sp|P07996|TSP1_HUMAN	tr|A0A2R8ZKW5|A0A2R8ZKW5_PANPA
OG0001194	sp|P35442|TSP2_HUMAN	tr|A0A2R9C0U2|A0A2R9C0U2_PANPA
OG0001195	sp|P48544|KCNJ5_HUMAN	tr|A0A2R9B4F1|A0A2R9B4F1_PANPA
OG0001195	sp|P48051|KCNJ6_HUMAN	tr|A0A2R9ASG2|A0A2R9ASG2_PANPA
OG0001196	sp|Q8IYS8|BD1L2_HUMAN	tr|A0A2R9CH88|A0A2R9CH88_PANPA
OG0001196	sp|Q96IK1|BOD1_HUMAN	tr|A0A2R9AZ56|A0A2R9AZ56_PANPA
OG0001197	sp|Q9Y2D4|EXC6B_HUMAN	tr|A0A2R8ZQ79|A0A2R8ZQ79_PANPA
OG0001197	sp|Q8TAG9|EXOC6_HUMAN	tr|A0A2R8ZXF2|A0A2R8ZXF2_PANPA
OG0001198	sp|Q9Y316|MEMO1_HUMAN	tr|A0A2R9AMR3|A0A2R9AMR3_PANPA, tr|A0A2R9B932|A0A2R9B932_PANPA, tr|A0A2R9AI01|A0A2R9AI01_PANPA
OG0001199	sp|Q01959|SC6A3_HUMAN	tr|A0A2R8ZUK6|A0A2R8ZUK6_PANPA
OG0001199	sp|P23975|SC6A2_HUMAN	tr|A0A2R9AJ86|A0A2R9AJ86_PANPA
OG0001200	sp|Q5JWF2|GNAS1_HUMAN	tr|A0A2R9AQF1|A0A2R9AQF1_PANPA
OG0001200	sp|P38405|GNAL_HUMAN	tr|A0A2R9A1C8|A0A2R9A1C8_PANPA
OG0001201	sp|Q3SXM0|DC4L1_HUMAN, sp|Q8NA75|DC4L2_HUMAN, sp|Q8WV16|DCAF4_HUMAN	tr|A0A2R9A8Q8|A0A2R9A8Q8_PANPA
OG0001202	sp|Q8NHB1|OR2V1_HUMAN	tr|A0A2R8ZEX9|A0A2R8ZEX9_PANPA
OG0001202	sp|Q96R30|OR2V2_HUMAN	tr|A0A2R8ZMI4|A0A2R8ZMI4_PANPA
OG0001203	sp|P15882|CHIN_HUMAN	tr|A0A2R8ZPH5|A0A2R8ZPH5_PANPA
OG0001203	sp|P52757|CHIO_HUMAN	tr|A0A2R9AIP2|A0A2R9AIP2_PANPA
OG0001204	sp|Q9NY57|ST32B_HUMAN	tr|A0A2R9CK56|A0A2R9CK56_PANPA
OG0001204	sp|Q86UX6|ST32C_HUMAN	tr|A0A2R9C5E0|A0A2R9C5E0_PANPA
OG0001205	sp|P60983|GMFB_HUMAN	tr|A0A2R8Z822|A0A2R8Z822_PANPA
OG0001205	sp|O60234|GMFG_HUMAN	tr|A0A2R9BS29|A0A2R9BS29_PANPA
OG0001206	sp|P49279|NRAM1_HUMAN	tr|A0A2R9B2T1|A0A2R9B2T1_PANPA
OG0001206	sp|P49281|NRAM2_HUMAN	tr|A0A2R9BX91|A0A2R9BX91_PANPA
OG0001207	sp|Q9NRC1|ST7_HUMAN	tr|A0A2R8ZXV9|A0A2R8ZXV9_PANPA
OG0001207	sp|Q8TDW4|ST7L_HUMAN	tr|A0A2R9BHE9|A0A2R9BHE9_PANPA
OG0001208	sp|Q92802|N42L2_HUMAN	tr|A0A2R9C466|A0A2R9C466_PANPA
OG0001208	sp|Q5TBK1|N42L1_HUMAN	tr|A0A2R9CB59|A0A2R9CB59_PANPA
OG0001209	sp|Q96FA3|PELI1_HUMAN	tr|A0A2R9CTL4|A0A2R9CTL4_PANPA
OG0001209	sp|Q9HAT8|PELI2_HUMAN	tr|A0A2R9BZ80|A0A2R9BZ80_PANPA
OG0001210	sp|Q8NHS0|DNJB8_HUMAN	tr|A0A2R8Z9J2|A0A2R8Z9J2_PANPA, tr|A0A2R9BYC4|A0A2R9BYC4_PANPA, tr|A0A2R9ARS0|A0A2R9ARS0_PANPA
OG0001211	sp|A0A0B4J248|TVA11_HUMAN	tr|A0A2R8ZDV8|A0A2R8ZDV8_PANPA
OG0001211	sp|A0A0B4J238|TVA12_HUMAN	tr|A0A2R8ZGB9|A0A2R8ZGB9_PANPA
OG0001212	sp|P0C0L4|CO4A_HUMAN, sp|Q6ZMU1|C3P1_HUMAN, sp|P0C0L5|CO4B_HUMAN	tr|A0A2R9AYC7|A0A2R9AYC7_PANPA
OG0001213	sp|P35670|ATP7B_HUMAN	tr|A0A2R9B2F2|A0A2R9B2F2_PANPA
OG0001213	sp|Q04656|ATP7A_HUMAN	tr|A0A2R9CJU6|A0A2R9CJU6_PANPA
OG0001214	sp|Q5T319|F182B_HUMAN, sp|Q5T1J6|F182A_HUMAN	tr|A0A2R9B6T5|A0A2R9B6T5_PANPA, tr|A0A2R9B1E2|A0A2R9B1E2_PANPA
OG0001215	sp|Q09428|ABCC8_HUMAN	tr|A0A2R8ZS53|A0A2R8ZS53_PANPA
OG0001215	sp|O60706|ABCC9_HUMAN	tr|A0A2R9AZ23|A0A2R9AZ23_PANPA
OG0001216	sp|P22059|OSBP1_HUMAN	tr|A0A2R9BGG9|A0A2R9BGG9_PANPA
OG0001216	sp|Q969R2|OSBP2_HUMAN	tr|A0A2R9BCE7|A0A2R9BCE7_PANPA
OG0001217	sp|Q02383|SEMG2_HUMAN	tr|A0A2R9A479|A0A2R9A479_PANPA
OG0001217	sp|P04279|SEMG1_HUMAN	tr|A0A2R9A5R7|A0A2R9A5R7_PANPA
OG0001218	sp|Q16099|GRIK4_HUMAN	tr|A0A2R9ADN4|A0A2R9ADN4_PANPA
OG0001218	sp|Q16478|GRIK5_HUMAN	tr|A0A2R9B7D6|A0A2R9B7D6_PANPA
OG0001219	sp|P35558|PCKGC_HUMAN	tr|A0A2R9BLN9|A0A2R9BLN9_PANPA
OG0001219	sp|Q16822|PCKGM_HUMAN	tr|A0A2R9AWJ1|A0A2R9AWJ1_PANPA
OG0001220	sp|Q3SY69|AL1L2_HUMAN	tr|A0A2R9B8M2|A0A2R9B8M2_PANPA
OG0001220	sp|O75891|AL1L1_HUMAN	tr|A0A2R9AW45|A0A2R9AW45_PANPA
OG0001221	sp|Q8NGR5|OR1L4_HUMAN	tr|A0A2R8Z8B7|A0A2R8Z8B7_PANPA
OG0001221	sp|Q8NGR2|OR1L6_HUMAN	tr|A0A2R8ZCS6|A0A2R8ZCS6_PANPA
OG0001222	sp|A6BM72|MEG11_HUMAN	tr|A0A2R9CJ52|A0A2R9CJ52_PANPA
OG0001222	sp|Q96KG7|MEG10_HUMAN	tr|A0A2R9BUG2|A0A2R9BUG2_PANPA
OG0001223	sp|O00762|UBE2C_HUMAN	tr|A0A2R9BM27|A0A2R9BM27_PANPA, tr|A0A2R8ZPG2|A0A2R8ZPG2_PANPA, tr|A0A2R9AJ19|A0A2R9AJ19_PANPA
OG0001224	sp|P13378|HXD8_HUMAN	tr|A0A2R9AXY1|A0A2R9AXY1_PANPA
OG0001224	sp|P31273|HXC8_HUMAN	tr|A0A2R9ASM5|A0A2R9ASM5_PANPA
OG0001225	sp|Q5VZM2|RRAGB_HUMAN	tr|A0A2R9B1D3|A0A2R9B1D3_PANPA
OG0001225	sp|Q7L523|RRAGA_HUMAN	tr|A0A2R8ZGS2|A0A2R8ZGS2_PANPA
OG0001226	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A2R8ZLC0|A0A2R8ZLC0_PANPA
OG0001226	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A2R8ZI33|A0A2R8ZI33_PANPA
OG0001227	sp|Q8N8J0|PI4P1_HUMAN	tr|A0A2R8ZYQ7|A0A2R8ZYQ7_PANPA
OG0001227	sp|A4QPH2|PI4P2_HUMAN	tr|A0A2R8ZVS0|A0A2R8ZVS0_PANPA
OG0001228	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A2R9AQV3|A0A2R9AQV3_PANPA
OG0001228	sp|Q8N431|RGF1C_HUMAN	tr|A0A2R9CJ05|A0A2R9CJ05_PANPA
OG0001229	sp|Q8N8N0|RN152_HUMAN	tr|A0A2R9AU77|A0A2R9AU77_PANPA
