Orthogroup	Homo_sapiens	Neovison_vison
OG0000171	sp|Q14833|GRM4_HUMAN	tr|A0A8C7B2I0|A0A8C7B2I0_NEOVI
OG0000173	sp|Q3SYF9|KR197_HUMAN, sp|Q3LI72|KR195_HUMAN, sp|Q7Z4W3|KR193_HUMAN, sp|Q8IUB9|KR191_HUMAN, sp|Q3LI73|KR194_HUMAN, sp|Q3LI54|KR198_HUMAN	tr|A0A8C7AAM5|A0A8C7AAM5_NEOVI, tr|A0A8C7BA79|A0A8C7BA79_NEOVI
OG0000174	sp|Q9H3R1|NDST4_HUMAN	tr|A0A8C7EQR2|A0A8C7EQR2_NEOVI
OG0000174	sp|O95803|NDST3_HUMAN	tr|A0A8C7B6Q0|A0A8C7B6Q0_NEOVI
OG0000174	sp|P52848|NDST1_HUMAN	tr|A0A8C7A2K9|A0A8C7A2K9_NEOVI
OG0000174	sp|P52849|NDST2_HUMAN	tr|A0A8C7ENM8|A0A8C7ENM8_NEOVI
OG0000175	sp|Q04726|TLE3_HUMAN	tr|A0A8C7A967|A0A8C7A967_NEOVI
OG0000175	sp|Q04725|TLE2_HUMAN	tr|A0A8C7ELT1|A0A8C7ELT1_NEOVI
OG0000175	sp|Q04724|TLE1_HUMAN	tr|A0A8C7ALK6|A0A8C7ALK6_NEOVI
OG0000175	sp|Q04727|TLE4_HUMAN	tr|A0A8C7B7W5|A0A8C7B7W5_NEOVI
OG0000176	sp|Q15418|KS6A1_HUMAN	tr|A0A8C7EXQ1|A0A8C7EXQ1_NEOVI
OG0000176	sp|P51812|KS6A3_HUMAN	tr|A0A8C7AA78|A0A8C7AA78_NEOVI
OG0000176	sp|Q9UK32|KS6A6_HUMAN	tr|A0A8C7BZK0|A0A8C7BZK0_NEOVI
OG0000176	sp|Q15349|KS6A2_HUMAN	tr|A0A8C7BKD6|A0A8C7BKD6_NEOVI
OG0000177	sp|Q8NGL1|OR5DI_HUMAN	tr|A0A8C7C5U0|A0A8C7C5U0_NEOVI
OG0000177	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A8C7C0C7|A0A8C7C0C7_NEOVI
OG0000177	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A8C7EY27|A0A8C7EY27_NEOVI
OG0000178	sp|P42262|GRIA2_HUMAN	tr|A0A8C7B5I8|A0A8C7B5I8_NEOVI
OG0000178	sp|P42261|GRIA1_HUMAN	tr|A0A8C7BRB1|A0A8C7BRB1_NEOVI
OG0000178	sp|P42263|GRIA3_HUMAN	tr|A0A8C7C0D1|A0A8C7C0D1_NEOVI
OG0000178	sp|P48058|GRIA4_HUMAN	tr|A0A8C7BYW5|A0A8C7BYW5_NEOVI
OG0000179	sp|Q8N7R7|CCYL1_HUMAN	tr|A0A8C7ALK1|A0A8C7ALK1_NEOVI
OG0000179	sp|Q5T2Q4|CCYL2_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q6PGQ1|DRIC1_HUMAN, sp|Q6IC83|CV042_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|A0A8C7BFI9|A0A8C7BFI9_NEOVI
OG0000180	sp|Q9Y657|SPIN1_HUMAN	tr|A0A8C7BFM1|A0A8C7BFM1_NEOVI
OG0000180	sp|Q5JUX0|SPIN3_HUMAN	tr|A0A8C7ATZ9|A0A8C7ATZ9_NEOVI
OG0000180	sp|Q9BPZ2|SPI2B_HUMAN, sp|Q99865|SPI2A_HUMAN	tr|A0A8C7AK11|A0A8C7AK11_NEOVI
OG0000181	sp|Q9H339|O51B5_HUMAN	tr|A0A8C7AI47|A0A8C7AI47_NEOVI
OG0000181	sp|Q9H340|O51B6_HUMAN	tr|A0A8C7AFU7|A0A8C7AFU7_NEOVI
OG0000181	sp|Q9Y5P1|O51B2_HUMAN	tr|A0A8C7AFT6|A0A8C7AFT6_NEOVI
OG0000181	sp|Q9Y5P0|O51B4_HUMAN	tr|A0A8C7AKF3|A0A8C7AKF3_NEOVI
OG0000183	sp|O00624|NPT3_HUMAN	tr|A0A8C7AQX0|A0A8C7AQX0_NEOVI
OG0000183	sp|O00476|NPT4_HUMAN	tr|A0A8C7ARN9|A0A8C7ARN9_NEOVI
OG0000183	sp|Q14916|NPT1_HUMAN	tr|A0A8C7ANY7|A0A8C7ANY7_NEOVI
OG0000183	sp|Q9Y2C5|S17A4_HUMAN	tr|A0A8C7AUK3|A0A8C7AUK3_NEOVI
OG0000185	sp|Q86WZ6|ZN227_HUMAN	tr|A0A8C7CF87|A0A8C7CF87_NEOVI
OG0000185	sp|Q6ZN11|ZN793_HUMAN	tr|A0A8C7C008|A0A8C7C008_NEOVI, tr|A0A8C7C9L1|A0A8C7C9L1_NEOVI, tr|A0A8C7AP95|A0A8C7AP95_NEOVI, tr|A0A8C7AWY5|A0A8C7AWY5_NEOVI, tr|A0A8C7BAU6|A0A8C7BAU6_NEOVI
OG0000186	sp|Q5T2L2|AKCL1_HUMAN	tr|A0A8C7AQU9|A0A8C7AQU9_NEOVI
OG0000186	sp|P17516|AK1C4_HUMAN, sp|Q04828|AK1C1_HUMAN, sp|P52895|AK1C2_HUMAN, sp|P42330|AK1C3_HUMAN, sp|P51857|AK1D1_HUMAN	tr|A0A8C7BXR3|A0A8C7BXR3_NEOVI
OG0000187	sp|Q09470|KCNA1_HUMAN	tr|A0A8C7BSD7|A0A8C7BSD7_NEOVI
OG0000187	sp|P22459|KCNA4_HUMAN	tr|A0A8C7EL98|A0A8C7EL98_NEOVI
OG0000187	sp|P22001|KCNA3_HUMAN	tr|A0A8C7BVM8|A0A8C7BVM8_NEOVI
OG0000187	sp|P16389|KCNA2_HUMAN	tr|A0A8C7EX53|A0A8C7EX53_NEOVI
OG0000188	sp|P51508|ZNF81_HUMAN	tr|A0A8C7ASJ2|A0A8C7ASJ2_NEOVI
OG0000188	sp|Q9Y473|ZN175_HUMAN	tr|A0A8C7C151|A0A8C7C151_NEOVI
OG0000188	sp|Q5JVG2|ZN484_HUMAN	tr|A0A8C7ETI6|A0A8C7ETI6_NEOVI
OG0000188	sp|P51814|ZNF41_HUMAN	tr|A0A8C7ETH6|A0A8C7ETH6_NEOVI
OG0000189	sp|A0A075B6K6|LV403_HUMAN	tr|A0A8C7AFC8|A0A8C7AFC8_NEOVI
OG0000189	sp|A0A0B4J1Y8|LV949_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6H9|LV469_HUMAN	tr|A0A8C7B622|A0A8C7B622_NEOVI, tr|A0A8C7AI21|A0A8C7AI21_NEOVI, tr|A0A8C7ANH8|A0A8C7ANH8_NEOVI
OG0000190	sp|Q8WWP7|GIMA1_HUMAN, sp|Q9UG22|GIMA2_HUMAN, sp|Q6P9H5|GIMA6_HUMAN, sp|Q96F15|GIMA5_HUMAN, sp|Q8ND71|GIMA8_HUMAN, sp|Q9NUV9|GIMA4_HUMAN, sp|Q8NHV1|GIMA7_HUMAN	tr|A0A8C7A3C7|A0A8C7A3C7_NEOVI
OG0000191	sp|Q8N349|OR2LD_HUMAN, sp|Q8NG85|OR2L3_HUMAN, sp|Q8NGY9|OR2L8_HUMAN, sp|Q8NH16|OR2L2_HUMAN, sp|Q8NG80|OR2L5_HUMAN	tr|A0A8C7A9V3|A0A8C7A9V3_NEOVI, tr|A0A8C7AU45|A0A8C7AU45_NEOVI, tr|A0A8C7AMG0|A0A8C7AMG0_NEOVI
OG0000192	sp|P07384|CAN1_HUMAN	tr|A0A8C7BD68|A0A8C7BD68_NEOVI
OG0000192	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A8C7AXA9|A0A8C7AXA9_NEOVI
OG0000192	sp|P17655|CAN2_HUMAN	tr|A0A8C7BBQ2|A0A8C7BBQ2_NEOVI
OG0000192	sp|A6NHC0|CAN8_HUMAN	tr|A0A8C7BEM0|A0A8C7BEM0_NEOVI
OG0000193	sp|Q86Y26|NUTM1_HUMAN, sp|A1L443|NTM2F_HUMAN, sp|Q5VZR2|NTM2G_HUMAN, sp|Q8IVF1|NTM2A_HUMAN, sp|A6NNL0|NTM2B_HUMAN, sp|B1AL46|NTM2E_HUMAN, sp|Q5VT03|NTM2D_HUMAN	tr|A0A8C7AA34|A0A8C7AA34_NEOVI
OG0000194	sp|P14867|GBRA1_HUMAN	tr|A0A8C7AEH4|A0A8C7AEH4_NEOVI
OG0000194	sp|P34903|GBRA3_HUMAN	tr|A0A8C7B6M7|A0A8C7B6M7_NEOVI
OG0000194	sp|P31644|GBRA5_HUMAN	tr|A0A8C7BA35|A0A8C7BA35_NEOVI
OG0000194	sp|P47869|GBRA2_HUMAN	tr|A0A8C7B4P1|A0A8C7B4P1_NEOVI
OG0000195	sp|Q96C28|ZN707_HUMAN	tr|A0A8C7EY73|A0A8C7EY73_NEOVI
OG0000195	sp|P0C7X2|ZN688_HUMAN	tr|A0A8C7CI65|A0A8C7CI65_NEOVI
OG0000195	sp|Q9BV97|ZN747_HUMAN, sp|Q96H86|ZN764_HUMAN	tr|A0A8C7C7Q2|A0A8C7C7Q2_NEOVI
OG0000196	sp|P0DMR1|HNRC4_HUMAN, sp|B7ZW38|HNRC3_HUMAN, tr|A0A0G2JPF8|A0A0G2JPF8_HUMAN, tr|A0A0G2JNQ3|A0A0G2JNQ3_HUMAN, sp|B2RXH8|HNRC2_HUMAN, sp|O60812|HNRC1_HUMAN, sp|P07910|HNRPC_HUMAN	tr|A0A8C7ERT7|A0A8C7ERT7_NEOVI
OG0000197	sp|P35579|MYH9_HUMAN	tr|A0A8C7A8A2|A0A8C7A8A2_NEOVI
OG0000197	sp|P35580|MYH10_HUMAN	tr|A0A8C7ADB5|A0A8C7ADB5_NEOVI
OG0000197	sp|P35749|MYH11_HUMAN	tr|A0A8C7BLV1|A0A8C7BLV1_NEOVI
OG0000197	sp|Q7Z406|MYH14_HUMAN	tr|A0A8C7BEE0|A0A8C7BEE0_NEOVI
OG0000198	sp|A0A075B6I3|LVK55_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A075B6J1|LV537_HUMAN	tr|A0A8C7AC06|A0A8C7AC06_NEOVI, tr|A0A8C7AR30|A0A8C7AR30_NEOVI
OG0000199	sp|P08861|CEL3B_HUMAN, sp|P09093|CEL3A_HUMAN	tr|A0A8C7C0K2|A0A8C7C0K2_NEOVI
OG0000199	sp|Q9UNI1|CELA1_HUMAN, sp|P08218|CEL2B_HUMAN, sp|P08217|CEL2A_HUMAN, sp|Q99895|CTRC_HUMAN	tr|A0A8C7EQ40|A0A8C7EQ40_NEOVI
OG0000202	sp|Q92729|PTPRU_HUMAN	tr|A0A8C7BYI8|A0A8C7BYI8_NEOVI
OG0000202	sp|O14522|PTPRT_HUMAN	tr|A0A8C7EQK7|A0A8C7EQK7_NEOVI
OG0000202	sp|P28827|PTPRM_HUMAN	tr|A0A8C7B3Q3|A0A8C7B3Q3_NEOVI
OG0000202	sp|Q15262|PTPRK_HUMAN	tr|A0A8C7A8P3|A0A8C7A8P3_NEOVI
OG0000203	sp|P48065|S6A12_HUMAN	tr|A0A8C7AFU2|A0A8C7AFU2_NEOVI
OG0000203	sp|P31641|SC6A6_HUMAN	tr|A0A8C7ARH7|A0A8C7ARH7_NEOVI
OG0000203	sp|P48066|S6A11_HUMAN	tr|A0A8C7CCP3|A0A8C7CCP3_NEOVI
OG0000203	sp|Q9NSD5|S6A13_HUMAN	tr|A0A8C7AGQ8|A0A8C7AGQ8_NEOVI
OG0000204	sp|P54793|ARSF_HUMAN	tr|A0A8C7B9G1|A0A8C7B9G1_NEOVI
OG0000204	sp|P51689|ARSD_HUMAN	tr|A0A8C7B5S0|A0A8C7B5S0_NEOVI
OG0000204	sp|P51690|ARSL_HUMAN	tr|A0A8C7BI10|A0A8C7BI10_NEOVI
OG0000204	sp|Q5FYA8|ARSH_HUMAN	tr|A0A8C7ES72|A0A8C7ES72_NEOVI
OG0000205	sp|P12814|ACTN1_HUMAN	tr|A0A8C7AY69|A0A8C7AY69_NEOVI
OG0000205	sp|P35609|ACTN2_HUMAN	tr|A0A8C7B5B8|A0A8C7B5B8_NEOVI
OG0000205	sp|Q08043|ACTN3_HUMAN	tr|A0A8C7B3U2|A0A8C7B3U2_NEOVI
OG0000205	sp|O43707|ACTN4_HUMAN	tr|A0A8C7AQN9|A0A8C7AQN9_NEOVI
OG0000207	sp|P21439|MDR3_HUMAN	tr|A0A8C7A4S2|A0A8C7A4S2_NEOVI
OG0000207	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A8C7B913|A0A8C7B913_NEOVI
OG0000207	sp|O95342|ABCBB_HUMAN	tr|A0A8C7AJ48|A0A8C7AJ48_NEOVI
OG0000207	sp|P08183|MDR1_HUMAN	tr|A0A8C7AF41|A0A8C7AF41_NEOVI
OG0000208	sp|Q9HAK2|COE2_HUMAN	tr|A0A8C7BKP2|A0A8C7BKP2_NEOVI
OG0000208	sp|Q9H4W6|COE3_HUMAN	tr|A0A8C7AZ79|A0A8C7AZ79_NEOVI
OG0000208	sp|Q9UH73|COE1_HUMAN	tr|U6CRR5|U6CRR5_NEOVI
OG0000208	sp|Q9BQW3|COE4_HUMAN	tr|A0A8C7BLM9|A0A8C7BLM9_NEOVI
OG0000209	sp|O75044|SRGP2_HUMAN	tr|A0A8C7BPV1|A0A8C7BPV1_NEOVI
OG0000209	sp|Q7Z6B7|SRGP1_HUMAN	tr|A0A8C7C5Y8|A0A8C7C5Y8_NEOVI
OG0000209	sp|O43295|SRGP3_HUMAN	tr|A0A8C7B8E2|A0A8C7B8E2_NEOVI
OG0000211	sp|Q9UH17|ABC3B_HUMAN, sp|P31941|ABC3A_HUMAN, sp|Q9HC16|ABC3G_HUMAN	tr|A0A8C7A295|A0A8C7A295_NEOVI
OG0000211	sp|Q9NRW3|ABC3C_HUMAN, sp|Q96AK3|ABC3D_HUMAN, sp|Q8IUX4|ABC3F_HUMAN	tr|A0A8C7A6E5|A0A8C7A6E5_NEOVI
OG0000212	sp|Q9UQM7|KCC2A_HUMAN	tr|A0A8C7A3V4|A0A8C7A3V4_NEOVI
OG0000212	sp|Q13557|KCC2D_HUMAN	tr|A0A8C7ERD3|A0A8C7ERD3_NEOVI
OG0000212	sp|Q13554|KCC2B_HUMAN	tr|A0A8C7BVF9|A0A8C7BVF9_NEOVI
OG0000212	sp|Q13555|KCC2G_HUMAN	tr|A0A8C7AVK9|A0A8C7AVK9_NEOVI
OG0000213	sp|Q9H254|SPTN4_HUMAN	tr|A0A8C7AVL7|A0A8C7AVL7_NEOVI
OG0000213	sp|P11277|SPTB1_HUMAN	tr|A0A8C7AM69|A0A8C7AM69_NEOVI
OG0000213	sp|Q01082|SPTB2_HUMAN	tr|A0A8C7EJE1|A0A8C7EJE1_NEOVI
OG0000213	sp|O15020|SPTN2_HUMAN	tr|A0A8C7ERC4|A0A8C7ERC4_NEOVI
OG0000214	sp|Q08499|PDE4D_HUMAN	tr|A0A8C7AU25|A0A8C7AU25_NEOVI
OG0000214	sp|Q08493|PDE4C_HUMAN	tr|A0A8C7BEI0|A0A8C7BEI0_NEOVI
OG0000214	sp|Q07343|PDE4B_HUMAN	tr|A0A8C7EPF0|A0A8C7EPF0_NEOVI
OG0000214	sp|P27815|PDE4A_HUMAN	tr|A0A8C7CDA0|A0A8C7CDA0_NEOVI
OG0000215	sp|Q01860|PO5F1_HUMAN, sp|Q06416|P5F1B_HUMAN	tr|A0A8C7BZJ8|A0A8C7BZJ8_NEOVI
OG0000215	sp|Q8N7G0|PO5F2_HUMAN	tr|A0A8C7ALA1|A0A8C7ALA1_NEOVI
OG0000215	tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN	tr|A0A8C7CGZ1|A0A8C7CGZ1_NEOVI, tr|A0A8C7EN67|A0A8C7EN67_NEOVI
OG0000216	sp|P15531|NDKA_HUMAN	tr|A0A8C7BPH1|A0A8C7BPH1_NEOVI, tr|A0A8C7AZI9|A0A8C7AZI9_NEOVI, tr|A0A8C7B6L7|A0A8C7B6L7_NEOVI
OG0000216	sp|Q13232|NDK3_HUMAN, sp|P22392|NDKB_HUMAN, sp|O60361|NDK8_HUMAN	tr|A0A8C7AZL5|A0A8C7AZL5_NEOVI
OG0000217	sp|Q6NT55|CP4FN_HUMAN	tr|A0A8C7B4S7|A0A8C7B4S7_NEOVI
OG0000217	sp|Q9HBI6|CP4FB_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|P98187|CP4F8_HUMAN, sp|P78329|CP4F2_HUMAN, sp|Q08477|CP4F3_HUMAN	tr|A0A8C7B2P0|A0A8C7B2P0_NEOVI
OG0000219	sp|Q9NY91|SC5A4_HUMAN	tr|A0A8C7AKL5|A0A8C7AKL5_NEOVI
OG0000219	sp|P13866|SC5A1_HUMAN	tr|A0A8C7BNV0|A0A8C7BNV0_NEOVI
OG0000219	sp|P31639|SC5A2_HUMAN	tr|A0A8C7EY56|A0A8C7EY56_NEOVI
OG0000219	sp|P53794|SC5A3_HUMAN	tr|A0A8C7BUY6|A0A8C7BUY6_NEOVI
OG0000220	sp|P52789|HXK2_HUMAN	tr|A0A8C7BUF2|A0A8C7BUF2_NEOVI
OG0000220	sp|P52790|HXK3_HUMAN	tr|A0A8C7C618|A0A8C7C618_NEOVI
OG0000220	sp|P19367|HXK1_HUMAN	tr|A0A8C7B9E5|A0A8C7B9E5_NEOVI
OG0000220	sp|Q2TB90|HKDC1_HUMAN	tr|A0A8C7B185|A0A8C7B185_NEOVI
OG0000221	sp|O60840|CAC1F_HUMAN	tr|A0A8C7EMT2|A0A8C7EMT2_NEOVI
OG0000221	sp|Q13936|CAC1C_HUMAN	tr|A0A8C7AZU5|A0A8C7AZU5_NEOVI
OG0000221	sp|Q13698|CAC1S_HUMAN	tr|A0A8C7B1W5|A0A8C7B1W5_NEOVI
OG0000221	sp|Q01668|CAC1D_HUMAN	tr|A0A8C7BZW0|A0A8C7BZW0_NEOVI
OG0000222	sp|Q9UIW2|PLXA1_HUMAN	tr|A0A8C7EU04|A0A8C7EU04_NEOVI
OG0000222	sp|P51805|PLXA3_HUMAN	tr|A0A8C7C3M3|A0A8C7C3M3_NEOVI
OG0000222	sp|Q9HCM2|PLXA4_HUMAN	tr|A0A8C7C3N4|A0A8C7C3N4_NEOVI
OG0000222	sp|O75051|PLXA2_HUMAN	tr|A0A8C7ET64|A0A8C7ET64_NEOVI
OG0000223	sp|P07195|LDHB_HUMAN	tr|A0A8C7BTT1|A0A8C7BTT1_NEOVI
OG0000223	sp|Q9BYZ2|LDH6B_HUMAN, sp|Q6ZMR3|LDH6A_HUMAN, sp|P07864|LDHC_HUMAN	tr|A0A8C7EUM2|A0A8C7EUM2_NEOVI
OG0000223	sp|P00338|LDHA_HUMAN	tr|A0A8C7B2R6|A0A8C7B2R6_NEOVI
OG0000224	sp|P63151|2ABA_HUMAN	tr|A0A8C7BKD1|A0A8C7BKD1_NEOVI
OG0000224	sp|Q66LE6|2ABD_HUMAN	tr|A0A8C7APB2|A0A8C7APB2_NEOVI
OG0000224	sp|Q9Y2T4|2ABG_HUMAN	tr|A0A8C7AIV4|A0A8C7AIV4_NEOVI
OG0000224	sp|Q00005|2ABB_HUMAN	tr|A0A8C7AT54|A0A8C7AT54_NEOVI
OG0000225	sp|Q16555|DPYL2_HUMAN	tr|A0A8C7AKD8|A0A8C7AKD8_NEOVI
OG0000225	sp|O14531|DPYL4_HUMAN	tr|A0A8C7B2G4|A0A8C7B2G4_NEOVI
OG0000225	sp|Q14195|DPYL3_HUMAN	tr|A0A8C7AYI7|A0A8C7AYI7_NEOVI
OG0000225	sp|Q14194|DPYL1_HUMAN	tr|A0A8C7AJH2|A0A8C7AJH2_NEOVI
OG0000226	sp|Q92796|DLG3_HUMAN	tr|A0A8C7AXK1|A0A8C7AXK1_NEOVI
OG0000226	sp|Q12959|DLG1_HUMAN	tr|A0A8C7AXV7|A0A8C7AXV7_NEOVI
OG0000226	sp|Q15700|DLG2_HUMAN	tr|A0A8C7AED3|A0A8C7AED3_NEOVI
OG0000226	sp|P78352|DLG4_HUMAN	tr|A0A8C6ZYP8|A0A8C6ZYP8_NEOVI
OG0000227	sp|Q9H4M9|EHD1_HUMAN	tr|A0A8C7BI56|A0A8C7BI56_NEOVI
OG0000227	sp|Q9NZN3|EHD3_HUMAN	tr|A0A8C7C0K1|A0A8C7C0K1_NEOVI
OG0000227	sp|Q9NZN4|EHD2_HUMAN	tr|A0A8C7B5B3|A0A8C7B5B3_NEOVI
OG0000227	sp|Q9H223|EHD4_HUMAN	tr|A0A8C7BUJ8|A0A8C7BUJ8_NEOVI
OG0000228	sp|P49792|RBP2_HUMAN, sp|Q99666|RGPD5_HUMAN, sp|O14715|RGPD8_HUMAN, sp|Q7Z3J3|RGPD4_HUMAN, sp|A6NKT7|RGPD3_HUMAN, sp|P0DJD0|RGPD1_HUMAN, sp|P0DJD1|RGPD2_HUMAN	tr|A0A8C7AU19|A0A8C7AU19_NEOVI
OG0000229	sp|Q8NGY3|OR6K3_HUMAN	tr|A0A8C7EWB8|A0A8C7EWB8_NEOVI, tr|A0A8C7BYX8|A0A8C7BYX8_NEOVI
OG0000229	sp|Q8NGY2|OR6K2_HUMAN	tr|A0A8C7EWL6|A0A8C7EWL6_NEOVI
OG0000229	sp|Q8NGW6|OR6K6_HUMAN	tr|A0A8C7BXT6|A0A8C7BXT6_NEOVI
OG0000230	sp|P06239|LCK_HUMAN	tr|A0A8C7CDX3|A0A8C7CDX3_NEOVI
OG0000230	sp|P08631|HCK_HUMAN	tr|A0A8C7EUF4|A0A8C7EUF4_NEOVI
OG0000230	sp|P07948|LYN_HUMAN	tr|A0A8C7ERM4|A0A8C7ERM4_NEOVI
OG0000230	sp|P51451|BLK_HUMAN	tr|A0A8C7BW95|A0A8C7BW95_NEOVI
OG0000231	sp|O60825|F262_HUMAN	tr|A0A8C7B2S5|A0A8C7B2S5_NEOVI
OG0000231	sp|Q16877|F264_HUMAN	tr|A0A8C7BVU3|A0A8C7BVU3_NEOVI
OG0000231	sp|P16118|F261_HUMAN	tr|A0A8C7AKE6|A0A8C7AKE6_NEOVI
OG0000231	sp|Q16875|F263_HUMAN	tr|A0A8C7B0D1|A0A8C7B0D1_NEOVI
OG0000232	sp|Q01814|AT2B2_HUMAN	tr|A0A8C7C5A7|A0A8C7C5A7_NEOVI
OG0000232	sp|Q16720|AT2B3_HUMAN	tr|A0A8C7EXW9|A0A8C7EXW9_NEOVI
OG0000232	sp|P23634|AT2B4_HUMAN	tr|A0A8C7ET13|A0A8C7ET13_NEOVI
OG0000232	sp|P20020|AT2B1_HUMAN	tr|A0A8C7EI67|A0A8C7EI67_NEOVI
OG0000233	sp|P48547|KCNC1_HUMAN	tr|A0A8C7BQ35|A0A8C7BQ35_NEOVI
OG0000233	sp|Q14003|KCNC3_HUMAN	tr|A0A8C7BLH6|A0A8C7BLH6_NEOVI
OG0000233	sp|Q96PR1|KCNC2_HUMAN	tr|A0A8C7AB84|A0A8C7AB84_NEOVI
OG0000233	sp|Q03721|KCNC4_HUMAN	tr|A0A8C7C117|A0A8C7C117_NEOVI
OG0000234	sp|P47881|OR3A1_HUMAN	tr|A0A8C7EM17|A0A8C7EM17_NEOVI
OG0000234	sp|P47883|OR3A4_HUMAN	tr|A0A8C7AN87|A0A8C7AN87_NEOVI
OG0000234	sp|P47888|OR3A3_HUMAN, sp|P47893|OR3A2_HUMAN	tr|A0A8C7AK41|A0A8C7AK41_NEOVI
OG0000235	sp|O75145|LIPA3_HUMAN	tr|A0A8C7B467|A0A8C7B467_NEOVI
OG0000235	sp|Q13136|LIPA1_HUMAN	tr|A0A8C7B2I8|A0A8C7B2I8_NEOVI
OG0000235	sp|O75334|LIPA2_HUMAN	tr|A0A8C7EIZ6|A0A8C7EIZ6_NEOVI
OG0000235	sp|O75335|LIPA4_HUMAN	tr|A0A8C7BC90|A0A8C7BC90_NEOVI
OG0000236	sp|P31689|DNJA1_HUMAN	tr|A0A8C7A2G7|A0A8C7A2G7_NEOVI
OG0000236	sp|Q8WW22|DNJA4_HUMAN	tr|A0A8C7C1C6|A0A8C7C1C6_NEOVI, tr|A0A8C7AIV0|A0A8C7AIV0_NEOVI, tr|A0A8C7ESD9|A0A8C7ESD9_NEOVI, tr|A0A8C7AQF3|A0A8C7AQF3_NEOVI, tr|A0A8C7AU47|A0A8C7AU47_NEOVI
OG0000237	sp|P20336|RAB3A_HUMAN	tr|A0A8C7BKA5|A0A8C7BKA5_NEOVI
OG0000237	sp|P20337|RAB3B_HUMAN	tr|A0A8C7ASP4|A0A8C7ASP4_NEOVI
OG0000237	sp|O95716|RAB3D_HUMAN	tr|A0A8C7AEG2|A0A8C7AEG2_NEOVI
OG0000237	sp|Q96E17|RAB3C_HUMAN	tr|A0A8C7AQ60|A0A8C7AQ60_NEOVI
OG0000238	sp|P55209|NP1L1_HUMAN	tr|A0A8C7BSZ8|A0A8C7BSZ8_NEOVI, tr|A0A8C7AE84|A0A8C7AE84_NEOVI
OG0000238	sp|Q99733|NP1L4_HUMAN	tr|A0A8C7A8H9|A0A8C7A8H9_NEOVI, tr|A0A8C7ALW1|A0A8C7ALW1_NEOVI, tr|A0A8C7AS69|A0A8C7AS69_NEOVI, tr|A0A8C7AP54|A0A8C7AP54_NEOVI
OG0000239	sp|Q9UKZ4|TEN1_HUMAN	tr|A0A8C7C2D3|A0A8C7C2D3_NEOVI
OG0000239	sp|Q6N022|TEN4_HUMAN	tr|A0A8C7A9Z9|A0A8C7A9Z9_NEOVI
OG0000239	sp|Q9P273|TEN3_HUMAN	tr|A0A8C7AE40|A0A8C7AE40_NEOVI
OG0000239	sp|Q9NT68|TEN2_HUMAN	tr|A0A8C7AFH3|A0A8C7AFH3_NEOVI
OG0000240	sp|P18077|RL35A_HUMAN	tr|A0A8C7B9X2|A0A8C7B9X2_NEOVI, tr|A0A8C7B5P0|A0A8C7B5P0_NEOVI, tr|A0A8C7AEL9|A0A8C7AEL9_NEOVI, tr|A0A8C7AFD0|A0A8C7AFD0_NEOVI, tr|A0A8C7AED8|A0A8C7AED8_NEOVI, tr|A0A8C7AIY7|A0A8C7AIY7_NEOVI, tr|A0A8C7AWZ1|A0A8C7AWZ1_NEOVI
OG0000241	sp|Q9UIA0|CYH4_HUMAN	tr|A0A8C7A6N2|A0A8C7A6N2_NEOVI
OG0000241	sp|Q15438|CYH1_HUMAN	tr|A0A8C7BFF0|A0A8C7BFF0_NEOVI
OG0000241	sp|Q99418|CYH2_HUMAN	tr|A0A8C7AX09|A0A8C7AX09_NEOVI
OG0000241	sp|O43739|CYH3_HUMAN	tr|A0A8C7AIH2|A0A8C7AIH2_NEOVI
OG0000242	sp|P11021|BIP_HUMAN	tr|A0A8C7AS87|A0A8C7AS87_NEOVI, tr|A0A8C7ESE0|A0A8C7ESE0_NEOVI, tr|A0A8C7AC29|A0A8C7AC29_NEOVI, tr|A0A8C7BZB0|A0A8C7BZB0_NEOVI, tr|A0A8C7A5B6|A0A8C7A5B6_NEOVI, tr|A0A8C7B305|A0A8C7B305_NEOVI, tr|A0A8C7EMW3|A0A8C7EMW3_NEOVI
OG0000243	sp|A1A4Y4|IRGM_HUMAN	tr|A0A8C7AKV5|A0A8C7AKV5_NEOVI
OG0000243	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A8C7AMU2|A0A8C7AMU2_NEOVI, tr|A0A8C7AJ73|A0A8C7AJ73_NEOVI, tr|A0A8C7EMG0|A0A8C7EMG0_NEOVI, tr|A0A8C7C9J8|A0A8C7C9J8_NEOVI, tr|A0A8C7CHB5|A0A8C7CHB5_NEOVI
