Orthogroup	Homo_sapiens	Vicugna_pacos
OG0002806	sp|P01100|FOS_HUMAN	tr|A0A6I9I9P5|A0A6I9I9P5_VICPA
OG0002807	sp|P04216|THY1_HUMAN	tr|A0A6I9IDQ9|A0A6I9IDQ9_VICPA
OG0002808	sp|P05231|IL6_HUMAN	tr|A0A6I9I561|A0A6I9I561_VICPA
OG0002810	sp|P27487|DPP4_HUMAN	tr|A0A6J0AYE9|A0A6J0AYE9_VICPA
OG0002811	sp|P29972|AQP1_HUMAN	tr|A0A6I9I508|A0A6I9I508_VICPA
OG0002812	sp|P30040|ERP29_HUMAN	tr|A0A6I9I9K9|A0A6I9I9K9_VICPA
OG0002813	sp|P40937|RFC5_HUMAN	tr|A0A6I9I6B3|A0A6I9I6B3_VICPA
OG0002814	sp|P57764|GSDMD_HUMAN	tr|A0A6J3BGS6|A0A6J3BGS6_VICPA
OG0002815	sp|Q01831|XPC_HUMAN	tr|A0A6J3B9U1|A0A6J3B9U1_VICPA
OG0002817	sp|Q13164|MK07_HUMAN	tr|A0A6J0AX03|A0A6J0AX03_VICPA
OG0002818	sp|Q13630|FCL_HUMAN	tr|A0A6I9IF16|A0A6I9IF16_VICPA
OG0002819	sp|Q14289|FAK2_HUMAN	tr|A0A6J3BRQ6|A0A6J3BRQ6_VICPA
OG0002820	sp|Q15014|MO4L2_HUMAN	tr|A0A6J0B1P1|A0A6J0B1P1_VICPA
OG0002821	sp|Q15116|PDCD1_HUMAN	tr|A0A6J0ASH2|A0A6J0ASH2_VICPA
OG0002822	sp|Q15813|TBCE_HUMAN	tr|A0A6J3A4L9|A0A6J3A4L9_VICPA
OG0002823	sp|Q16790|CAH9_HUMAN	tr|A0A6I9I8P2|A0A6I9I8P2_VICPA
OG0002824	sp|Q2M2I8|AAK1_HUMAN	tr|A0A6J0AFT5|A0A6J0AFT5_VICPA
OG0002825	sp|Q2NL68|PRSR3_HUMAN	tr|A0A6J0AYD4|A0A6J0AYD4_VICPA
OG0002826	sp|Q3B8N5|PROX2_HUMAN	tr|A0A6I9I9N4|A0A6I9I9N4_VICPA
OG0002827	sp|Q53EZ4|CEP55_HUMAN	tr|A0A6I9II54|A0A6I9II54_VICPA
OG0002828	sp|Q5JTW2|CEP78_HUMAN	tr|A0A6J0AKP9|A0A6J0AKP9_VICPA
OG0002829	sp|Q6UWI2|PARM1_HUMAN	tr|A0A6J0AWY7|A0A6J0AWY7_VICPA
OG0002830	sp|Q6ZMT1|STAC2_HUMAN	tr|A0A6J0AX81|A0A6J0AX81_VICPA
OG0002831	sp|Q6ZWI9|RFPLB_HUMAN	tr|A0A6J3AMH9|A0A6J3AMH9_VICPA
OG0002832	sp|Q7L0R7|RNF44_HUMAN	tr|A0A6J0ADZ2|A0A6J0ADZ2_VICPA
OG0002833	sp|Q7Z589|EMSY_HUMAN	tr|A0A6J3AXH8|A0A6J3AXH8_VICPA
OG0002834	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A6J0ANU1|A0A6J0ANU1_VICPA
OG0002835	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A6J3AG46|A0A6J3AG46_VICPA
OG0002836	sp|Q86VD9|PIGZ_HUMAN	tr|A0A6J3B070|A0A6J3B070_VICPA
OG0002837	sp|Q86X83|COMD2_HUMAN	tr|A0A6J0AF23|A0A6J0AF23_VICPA
OG0002838	sp|Q8IYT4|KATL2_HUMAN	tr|A0A6I9IPZ4|A0A6I9IPZ4_VICPA
OG0002839	sp|Q8N336|ELMD1_HUMAN	tr|A0A6J0AZG3|A0A6J0AZG3_VICPA
OG0002840	sp|Q8N465|D2HDH_HUMAN	tr|A0A6J0AR54|A0A6J0AR54_VICPA
OG0002841	sp|Q8N4L1|T151A_HUMAN	tr|A0A6J3BL41|A0A6J3BL41_VICPA
OG0002842	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A6I9IL03|A0A6I9IL03_VICPA
OG0002843	sp|Q8NEG5|ZSWM2_HUMAN	tr|A0A6I9IEN0|A0A6I9IEN0_VICPA
OG0002844	sp|Q8NGF4|O5AP2_HUMAN	tr|A0A6I9IMG2|A0A6I9IMG2_VICPA
OG0002845	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A6J3BQM1|A0A6J3BQM1_VICPA
OG0002846	sp|Q8TC05|MDM1_HUMAN	tr|A0A6J0AJ22|A0A6J0AJ22_VICPA
OG0002847	sp|Q8TC57|M1AP_HUMAN	tr|A0A6J0B5B8|A0A6J0B5B8_VICPA
OG0002848	sp|Q8WWL7|CCNB3_HUMAN	tr|A0A6J3A9C8|A0A6J3A9C8_VICPA
OG0002849	sp|Q96BZ4|PLD4_HUMAN	tr|A0A6J0AY42|A0A6J0AY42_VICPA
OG0002850	sp|Q96NW7|LRRC7_HUMAN	tr|A0A6J3B3P8|A0A6J3B3P8_VICPA
OG0002851	sp|Q9BTY2|FUCO2_HUMAN	tr|A0A6I9HZD8|A0A6I9HZD8_VICPA
OG0002852	sp|Q9C0I3|CCSE1_HUMAN	tr|A0A6J3BHU1|A0A6J3BHU1_VICPA
OG0002853	sp|Q9HAT2|SIAE_HUMAN	tr|A0A6I9IDW0|A0A6I9IDW0_VICPA
OG0002854	sp|Q9HCK1|ZDBF2_HUMAN	tr|A0A6J3AJS1|A0A6J3AJS1_VICPA
OG0002855	sp|Q9NP50|SHCAF_HUMAN	tr|A0A6J2ZYB3|A0A6J2ZYB3_VICPA
OG0002856	sp|Q9NQP4|PFD4_HUMAN	tr|A0A6I9I8Z4|A0A6I9I8Z4_VICPA
OG0002857	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A6J0ADB1|A0A6J0ADB1_VICPA
OG0002858	sp|Q9NRS6|SNX15_HUMAN	tr|A0A6I9IR54|A0A6I9IR54_VICPA
OG0002859	sp|Q9NRX3|NUA4L_HUMAN	tr|A0A6J3AG30|A0A6J3AG30_VICPA
OG0002860	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A6J3ASV0|A0A6J3ASV0_VICPA
OG0002861	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A6J3AWR7|A0A6J3AWR7_VICPA
OG0002862	sp|Q9Y274|SIA10_HUMAN	tr|A0A6J3A4C0|A0A6J3A4C0_VICPA
OG0002863	sp|Q9Y2Z4|SYYM_HUMAN	tr|A0A6I9I1J8|A0A6I9I1J8_VICPA
OG0002864	sp|Q9Y394|DHRS7_HUMAN	tr|A0A6J3AMF9|A0A6J3AMF9_VICPA
OG0002865	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A6I9ID54|A0A6I9ID54_VICPA
OG0002866	sp|O15226|NKRF_HUMAN	tr|A0A6I9ICD4|A0A6I9ICD4_VICPA
OG0002867	sp|O43182|RHG06_HUMAN	tr|A0A6J0AUW6|A0A6J0AUW6_VICPA
OG0002868	sp|O43526|KCNQ2_HUMAN	tr|A0A6J3BGW9|A0A6J3BGW9_VICPA
OG0002869	sp|O43766|LIAS_HUMAN	tr|A0A6I9IVL4|A0A6I9IVL4_VICPA
OG0002870	sp|O75564|JERKY_HUMAN	tr|A0A6I9IGG9|A0A6I9IGG9_VICPA
OG0002871	sp|O95476|CNEP1_HUMAN	tr|A0A6J0B0K6|A0A6J0B0K6_VICPA
OG0002872	sp|O95502|NPTXR_HUMAN	tr|A0A6J0AKM4|A0A6J0AKM4_VICPA
OG0002873	sp|P08F94|PKHD1_HUMAN	tr|A0A6J3BI15|A0A6J3BI15_VICPA
OG0002874	sp|P14415|AT1B2_HUMAN	tr|A0A6I9IQZ3|A0A6I9IQZ3_VICPA
OG0002875	sp|P17040|ZSC20_HUMAN	tr|A0A6J3AZ04|A0A6J3AZ04_VICPA
OG0002876	sp|P30085|KCY_HUMAN	tr|A0A6I9I261|A0A6I9I261_VICPA
OG0002877	sp|P50995|ANX11_HUMAN	tr|A0A6J3AYE8|A0A6J3AYE8_VICPA
OG0002878	sp|P51684|CCR6_HUMAN	tr|A0A6J3AR68|A0A6J3AR68_VICPA
OG0002879	sp|P52746|ZN142_HUMAN	tr|A0A6J3AJX1|A0A6J3AJX1_VICPA
OG0002880	sp|P62891|RL39_HUMAN	tr|A0A6J0B143|A0A6J0B143_VICPA
OG0002881	sp|Q02577|HEN2_HUMAN	tr|A0A6I9IM65|A0A6I9IM65_VICPA
OG0002882	sp|Q05195|MAD1_HUMAN	tr|A0A6I9I4R7|A0A6I9I4R7_VICPA
OG0002883	sp|Q08AI8|MB214_HUMAN	tr|A0A6J3ACV2|A0A6J3ACV2_VICPA
OG0002884	sp|Q13087|PDIA2_HUMAN	tr|A0A6I9I604|A0A6I9I604_VICPA
OG0002885	sp|Q14674|ESPL1_HUMAN	tr|A0A6J3AVS9|A0A6J3AVS9_VICPA
OG0002886	sp|Q15466|NR0B2_HUMAN	tr|A0A6I9HX88|A0A6I9HX88_VICPA
OG0002887	sp|Q155Q3|DIXC1_HUMAN	tr|A0A6J0B207|A0A6J0B207_VICPA
OG0002888	sp|Q15849|UT2_HUMAN	tr|A0A6J3BUQ8|A0A6J3BUQ8_VICPA
OG0002889	sp|Q16394|EXT1_HUMAN	tr|A0A6J3BLJ9|A0A6J3BLJ9_VICPA
OG0002890	sp|Q3YBR2|TBRG1_HUMAN	tr|A0A6I9IGF5|A0A6I9IGF5_VICPA
OG0002891	sp|Q5BJH7|YIF1B_HUMAN	tr|A0A6I9ILE6|A0A6I9ILE6_VICPA
OG0002892	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A6J0AIQ5|A0A6J0AIQ5_VICPA
OG0002893	sp|Q5VTE6|ANGE2_HUMAN	tr|A0A6I9I008|A0A6I9I008_VICPA
OG0002894	sp|Q5VV67|PPRC1_HUMAN	tr|A0A6J0AQ75|A0A6J0AQ75_VICPA
OG0002895	sp|Q6IPU0|CENPP_HUMAN	tr|A0A6I9ICF4|A0A6I9ICF4_VICPA
OG0002896	sp|Q6NUS6|TECT3_HUMAN	tr|A0A6I9IPX2|A0A6I9IPX2_VICPA
OG0002897	sp|Q6ZMY9|ZN517_HUMAN	tr|A0A6J3BLY7|A0A6J3BLY7_VICPA
OG0002898	sp|Q6ZV89|SH2D5_HUMAN	tr|A0A6J3B0G6|A0A6J3B0G6_VICPA
OG0002899	sp|Q76FK4|NOL8_HUMAN	tr|A0A6I9IFJ2|A0A6I9IFJ2_VICPA
OG0002900	sp|Q7Z745|MRO2B_HUMAN	tr|A0A6I9IDP0|A0A6I9IDP0_VICPA
OG0002901	sp|Q86VZ5|SMS1_HUMAN	tr|A0A6J3AXT0|A0A6J3AXT0_VICPA
OG0002902	sp|Q8IV56|PRR15_HUMAN	tr|A0A6I9I400|A0A6I9I400_VICPA
OG0002903	sp|Q8IVT2|MISP_HUMAN	tr|A0A6J0AK12|A0A6J0AK12_VICPA
OG0002904	sp|Q8IWE2|NXP20_HUMAN	tr|A0A6J0AP86|A0A6J0AP86_VICPA
OG0002905	sp|Q8N0Z3|SPICE_HUMAN	tr|A0A6J0ATS5|A0A6J0ATS5_VICPA
OG0002906	sp|Q8NBT3|TM145_HUMAN	tr|A0A6J3AV21|A0A6J3AV21_VICPA
OG0002907	sp|Q8WWI1|LMO7_HUMAN	tr|A0A6J3B4Q3|A0A6J3B4Q3_VICPA
OG0002908	sp|Q92575|UBXN4_HUMAN	tr|A0A6I9HWW7|A0A6I9HWW7_VICPA
OG0002909	sp|Q92945|FUBP2_HUMAN	tr|A0A6J3BK43|A0A6J3BK43_VICPA
OG0002910	sp|Q96A70|AZIN2_HUMAN	tr|A0A6I9GZU1|A0A6I9GZU1_VICPA
OG0002911	sp|Q96EY8|MMAB_HUMAN	tr|A0A6I9I6Q1|A0A6I9I6Q1_VICPA
OG0002912	sp|Q9BQP7|MGME1_HUMAN	tr|A0A6I9I9T2|A0A6I9I9T2_VICPA
OG0002913	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A6J3AWF5|A0A6J3AWF5_VICPA
OG0002914	sp|Q9BUR5|MIC26_HUMAN	tr|A0A6I9IIC0|A0A6I9IIC0_VICPA
OG0002915	sp|Q9BX93|PG12B_HUMAN	tr|A0A6J3B093|A0A6J3B093_VICPA
OG0002916	sp|Q9BXR0|TGT_HUMAN	tr|A0A6J0AM87|A0A6J0AM87_VICPA
OG0002917	sp|Q9H2K0|IF3M_HUMAN	tr|A0A6I9IT87|A0A6I9IT87_VICPA
OG0002918	sp|Q9H313|TTYH1_HUMAN	tr|A0A6I9ISB3|A0A6I9ISB3_VICPA
OG0002919	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A6I9I4E8|A0A6I9I4E8_VICPA
OG0002920	sp|Q9HAQ2|KIF9_HUMAN	tr|A0A6I9I3B8|A0A6I9I3B8_VICPA
OG0002921	sp|Q9NPI9|KCJ16_HUMAN	tr|A0A6J3B5W0|A0A6J3B5W0_VICPA
OG0002922	sp|Q9NQZ6|ZC4H2_HUMAN	tr|A0A6I9INV2|A0A6I9INV2_VICPA
OG0002923	sp|Q9UH36|SRR1L_HUMAN	tr|A0A6I9ILN2|A0A6I9ILN2_VICPA
OG0002924	sp|Q9UPT8|ZC3H4_HUMAN	tr|A0A6J3AT96|A0A6J3AT96_VICPA
OG0002925	sp|Q9Y233|PDE10_HUMAN	tr|A0A6J3ARC2|A0A6J3ARC2_VICPA
OG0002926	sp|Q9Y4G2|PKHM1_HUMAN	tr|A0A6J3B6C2|A0A6J3B6C2_VICPA
OG0002927	sp|A2RUT3|TMM89_HUMAN	tr|A0A6I9HUK8|A0A6I9HUK8_VICPA
OG0002928	sp|A6NKG5|RTL1_HUMAN	tr|A0A6I9IFE7|A0A6I9IFE7_VICPA
OG0002929	sp|B1AJZ9|FHAD1_HUMAN	tr|A0A6J3B1G3|A0A6J3B1G3_VICPA
OG0002930	sp|C9JH25|PRRT4_HUMAN	tr|A0A6I9I2H1|A0A6I9I2H1_VICPA
OG0002931	sp|O00471|EXOC5_HUMAN	tr|A0A6I9HZR0|A0A6I9HZR0_VICPA
OG0002932	sp|O14513|NCKP5_HUMAN	tr|A0A6J3ALR1|A0A6J3ALR1_VICPA
OG0002933	sp|O15165|LRAD4_HUMAN	tr|A0A6J3BNI2|A0A6J3BNI2_VICPA
OG0002934	sp|O75069|TMCC2_HUMAN	tr|A0A6J3BHM1|A0A6J3BHM1_VICPA
OG0002935	sp|O75971|SNPC5_HUMAN	tr|A0A6J0AQU2|A0A6J0AQU2_VICPA
OG0002936	sp|O95800|GPR75_HUMAN	tr|A0A6I9IIA0|A0A6I9IIA0_VICPA
OG0002937	sp|P05112|IL4_HUMAN	tr|A0A6I9IKM8|A0A6I9IKM8_VICPA
OG0002938	sp|P08571|CD14_HUMAN	tr|A0A6J0AL86|A0A6J0AL86_VICPA
OG0002939	sp|P09417|DHPR_HUMAN	tr|A0A6J3BC56|A0A6J3BC56_VICPA
OG0002940	sp|P0DH78|RN224_HUMAN	tr|A0A6J3AES6|A0A6J3AES6_VICPA
OG0002942	sp|P15923|TFE2_HUMAN	tr|A0A6J3A7U6|A0A6J3A7U6_VICPA
OG0002943	sp|P19838|NFKB1_HUMAN	tr|A0A6J3BIV9|A0A6J3BIV9_VICPA
OG0002944	sp|P24752|THIL_HUMAN	tr|A0A6J3AAD6|A0A6J3AAD6_VICPA
OG0002945	sp|P32929|CGL_HUMAN	tr|A0A6I9IA83|A0A6I9IA83_VICPA
OG0002946	sp|P43268|ETV4_HUMAN	tr|A0A6J3B315|A0A6J3B315_VICPA
OG0002947	sp|P50151|GBG10_HUMAN	tr|A0A6J3AI83|A0A6J3AI83_VICPA
OG0002949	sp|P57682|KLF3_HUMAN	tr|A0A6I9IG98|A0A6I9IG98_VICPA
OG0002950	sp|P62244|RS15A_HUMAN	tr|A0A6I9IHM3|A0A6I9IHM3_VICPA
OG0002951	sp|P62316|SMD2_HUMAN	tr|A0A6I9IC23|A0A6I9IC23_VICPA
OG0002952	sp|Q00LT1|PRCD_HUMAN	tr|A0A6I9I1P8|A0A6I9I1P8_VICPA
OG0002953	sp|Q02833|RASF7_HUMAN	tr|A0A6J3AE81|A0A6J3AE81_VICPA
OG0002954	sp|Q08999|RBL2_HUMAN	tr|A0A6J0AQK2|A0A6J0AQK2_VICPA
OG0002955	sp|Q13115|DUS4_HUMAN	tr|A0A6I9I321|A0A6I9I321_VICPA
OG0002956	sp|Q13795|ARFRP_HUMAN	tr|A0A6I9IG39|A0A6I9IG39_VICPA
OG0002957	sp|Q13938|CAYP1_HUMAN	tr|A0A6I9IBT0|A0A6I9IBT0_VICPA
OG0002958	sp|Q2VYF4|LETM2_HUMAN	tr|A0A6J3BJZ7|A0A6J3BJZ7_VICPA
OG0002959	sp|Q538Z0|LUZP6_HUMAN	tr|A0A6J0ATG2|A0A6J0ATG2_VICPA
OG0002960	sp|Q5VVW2|GARL3_HUMAN	tr|A0A6I9IAF3|A0A6I9IAF3_VICPA
OG0002961	sp|Q6ZP01|RBM44_HUMAN	tr|A0A6I9ICD3|A0A6I9ICD3_VICPA
OG0002962	sp|Q6ZUK4|TMM26_HUMAN	tr|A0A6I9IFF5|A0A6I9IFF5_VICPA
OG0002963	sp|Q7L5A8|FA2H_HUMAN	tr|A0A6I9IDC9|A0A6I9IDC9_VICPA
OG0002964	sp|Q7Z3U7|MON2_HUMAN	tr|A0A6I9IP42|A0A6I9IP42_VICPA
OG0002965	sp|Q86T24|KAISO_HUMAN	tr|A0A6I9IQ64|A0A6I9IQ64_VICPA
OG0002966	sp|Q86VN1|VPS36_HUMAN	tr|A0A6I9IGV6|A0A6I9IGV6_VICPA
OG0002967	sp|Q86YW7|GPHB5_HUMAN	tr|A0A6I9I9I7|A0A6I9I9I7_VICPA
OG0002969	sp|Q8IXM2|BAP18_HUMAN	tr|A0A6I9ISE4|A0A6I9ISE4_VICPA
OG0002970	sp|Q8N2H4|SYS1_HUMAN	tr|A0A6J3BBR6|A0A6J3BBR6_VICPA
OG0002971	sp|Q8N608|DPP10_HUMAN	tr|A0A6I9HUL7|A0A6I9HUL7_VICPA
OG0002972	sp|Q8N9I5|FADS6_HUMAN	tr|A0A6J0AE73|A0A6J0AE73_VICPA
OG0002973	sp|Q8NCR3|MFI_HUMAN	tr|A0A6I9IN28|A0A6I9IN28_VICPA
OG0002974	sp|Q8NEG4|FA83F_HUMAN	tr|A0A6I9I9Q1|A0A6I9I9Q1_VICPA
OG0002975	sp|Q8NFW5|DMBX1_HUMAN	tr|A0A6J0AC51|A0A6J0AC51_VICPA
OG0002976	sp|Q8TEX9|IPO4_HUMAN	tr|A0A6I9IPB0|A0A6I9IPB0_VICPA
OG0002977	sp|Q92918|M4K1_HUMAN	tr|A0A6I9ILD4|A0A6I9ILD4_VICPA
OG0002978	sp|Q969K4|ABTB1_HUMAN	tr|A0A6I9ISI0|A0A6I9ISI0_VICPA
OG0002979	sp|Q969M2|CXA10_HUMAN	tr|A0A6J0ABY5|A0A6J0ABY5_VICPA
OG0002980	sp|Q96M98|PACRG_HUMAN	tr|A0A6J0AX21|A0A6J0AX21_VICPA
OG0002981	sp|Q96N19|G137A_HUMAN	tr|A0A6I9IN66|A0A6I9IN66_VICPA
OG0002982	sp|Q99848|EBP2_HUMAN	tr|A0A6I9HZJ3|A0A6I9HZJ3_VICPA
OG0002983	sp|Q9BYE0|HES7_HUMAN	tr|A0A6J3ABX4|A0A6J3ABX4_VICPA
OG0002984	sp|Q9BZJ0|CRNL1_HUMAN	tr|A0A6I9IT21|A0A6I9IT21_VICPA
OG0002985	sp|Q9GZZ6|ACH10_HUMAN	tr|A0A6J3AVV2|A0A6J3AVV2_VICPA
OG0002986	sp|Q9HC78|ZBT20_HUMAN	tr|A0A6J3ASM4|A0A6J3ASM4_VICPA
OG0002987	sp|Q9UI36|DACH1_HUMAN	tr|A0A6I9IDV0|A0A6I9IDV0_VICPA
OG0002988	sp|Q9UK28|TM59L_HUMAN	tr|A0A6I9HXV1|A0A6I9HXV1_VICPA
OG0002989	sp|Q9UQ53|MGT4B_HUMAN	tr|A0A6I9I0I3|A0A6I9I0I3_VICPA
OG0002990	sp|Q9Y6W8|ICOS_HUMAN	tr|A0A6J0ALX5|A0A6J0ALX5_VICPA
OG0002991	sp|A0A1B0GTI8|TM272_HUMAN	tr|A0A6J3B0B8|A0A6J3B0B8_VICPA
OG0002992	sp|A0PJX2|TLDC2_HUMAN	tr|A0A6J3BBX7|A0A6J3BBX7_VICPA
OG0002993	sp|A8MT70|ZBBX_HUMAN	tr|A0A6J3ASC9|A0A6J3ASC9_VICPA
OG0002994	sp|A8MTL3|R212B_HUMAN	tr|A0A6J3ALQ8|A0A6J3ALQ8_VICPA
OG0002995	sp|O15014|ZN609_HUMAN	tr|A0A6I9IG14|A0A6I9IG14_VICPA
OG0002996	sp|O15287|FANCG_HUMAN	tr|A0A6J0AKN9|A0A6J0AKN9_VICPA
OG0002997	sp|O15519|CFLAR_HUMAN	tr|A0A6J3AHN4|A0A6J3AHN4_VICPA
OG0002998	sp|O43681|GET3_HUMAN	tr|A0A6I9IBJ2|A0A6I9IBJ2_VICPA
OG0002999	sp|O43915|VEGFD_HUMAN	tr|A0A6I9IGV9|A0A6I9IGV9_VICPA
OG0003000	sp|O60573|IF4E2_HUMAN	tr|A0A6I9IFG2|A0A6I9IFG2_VICPA
OG0003001	sp|O75445|USH2A_HUMAN	tr|A0A6I9I6R1|A0A6I9I6R1_VICPA
OG0003002	sp|P00966|ASSY_HUMAN	tr|A0A6J0AII2|A0A6J0AII2_VICPA
OG0003003	sp|P05455|LA_HUMAN	tr|A0A6I9IM71|A0A6I9IM71_VICPA
OG0003004	sp|P08908|5HT1A_HUMAN	tr|A0A6I9I9L4|A0A6I9I9L4_VICPA
OG0003005	sp|P15428|PGDH_HUMAN	tr|A0A6J3BRU7|A0A6J3BRU7_VICPA
OG0003006	sp|P20774|MIME_HUMAN	tr|A0A6I9ICY8|A0A6I9ICY8_VICPA
OG0003007	sp|P29597|TYK2_HUMAN	tr|A0A6J3BGR4|A0A6J3BGR4_VICPA
OG0003008	sp|P48067|SC6A9_HUMAN	tr|A0A6I9I2W4|A0A6I9I2W4_VICPA
OG0003009	sp|P51687|SUOX_HUMAN	tr|A0A6J3B0J8|A0A6J3B0J8_VICPA
OG0003010	sp|Q14439|GP176_HUMAN	tr|A0A6I9I3Q6|A0A6I9I3Q6_VICPA
OG0003011	sp|Q15031|SYLM_HUMAN	tr|A0A6J3BD59|A0A6J3BD59_VICPA
OG0003012	sp|Q53S33|BOLA3_HUMAN	tr|A0A6I9IQB1|A0A6I9IQB1_VICPA
OG0003013	sp|Q5I0X7|TTC32_HUMAN	tr|A0A6I9HVE6|A0A6I9HVE6_VICPA
OG0003014	sp|Q5JTJ3|COA6_HUMAN	tr|A0A6J0ASE8|A0A6J0ASE8_VICPA
OG0003015	sp|Q5VWC8|HACD4_HUMAN	tr|A0A6J0ANM1|A0A6J0ANM1_VICPA
OG0003016	sp|Q5VXU9|SHOC1_HUMAN	tr|A0A6J3AHL8|A0A6J3AHL8_VICPA
OG0003017	sp|Q5VZB9|DMRTA_HUMAN	tr|A0A6I9IK97|A0A6I9IK97_VICPA
OG0003018	sp|Q63HM9|PLCX3_HUMAN	tr|A0A6I9IAM0|A0A6I9IAM0_VICPA
OG0003019	sp|Q68D91|MBLC2_HUMAN	tr|A0A6I9HYJ6|A0A6I9HYJ6_VICPA
OG0003020	sp|Q6ISB3|GRHL2_HUMAN	tr|A0A6J0AUS9|A0A6J0AUS9_VICPA
OG0003021	sp|Q6NZ36|FAP20_HUMAN	tr|A0A6J3A6T0|A0A6J3A6T0_VICPA
OG0003022	sp|Q6P2C8|MED27_HUMAN	tr|A0A6I9INF4|A0A6I9INF4_VICPA
OG0003023	sp|Q6P9F0|CCD62_HUMAN	tr|A0A6J2ZYB5|A0A6J2ZYB5_VICPA
OG0003024	sp|Q6UYE1|LEU7_HUMAN	tr|A0A6I9IGU0|A0A6I9IGU0_VICPA
OG0003025	sp|Q6ZMH5|S39A5_HUMAN	tr|A0A6J0B2W7|A0A6J0B2W7_VICPA
OG0003026	sp|Q7L0Y3|TM10C_HUMAN	tr|A0A6I9IB13|A0A6I9IB13_VICPA
OG0003027	sp|Q7Z7M9|GALT5_HUMAN	tr|A0A6I9HW34|A0A6I9HW34_VICPA
OG0003028	sp|Q86UE6|LRRT1_HUMAN	tr|A0A6I9I535|A0A6I9I535_VICPA
OG0003029	sp|Q8IXZ2|ZC3H3_HUMAN	tr|A0A6J3BLR9|A0A6J3BLR9_VICPA
OG0003030	sp|Q8IZC4|RTKN2_HUMAN	tr|A0A6I9ICU6|A0A6I9ICU6_VICPA
OG0003031	sp|Q8N7H5|PAF1_HUMAN	tr|A0A6I9ILC6|A0A6I9ILC6_VICPA
OG0003032	sp|Q8NCX0|CC150_HUMAN	tr|A0A6J0AZH9|A0A6J0AZH9_VICPA
OG0003033	sp|Q8WVE0|EFMT1_HUMAN	tr|A0A6J0B1K2|A0A6J0B1K2_VICPA
OG0003034	sp|Q92504|S39A7_HUMAN	tr|A0A6I9I4F4|A0A6I9I4F4_VICPA
OG0003035	sp|Q96B67|ARRD3_HUMAN	tr|A0A6I9HZ91|A0A6I9HZ91_VICPA
OG0003036	sp|Q96KS0|EGLN2_HUMAN	tr|A0A6I9ILA1|A0A6I9ILA1_VICPA
OG0003037	sp|Q96MT7|CFA44_HUMAN	tr|A0A6I9IFV8|A0A6I9IFV8_VICPA
OG0003038	sp|Q96RT1|ERBIN_HUMAN	tr|A0A6J0AS34|A0A6J0AS34_VICPA
OG0003039	sp|Q99442|SEC62_HUMAN	tr|A0A6I9I2J9|A0A6I9I2J9_VICPA
OG0003040	sp|Q9BQY9|DBND2_HUMAN	tr|A0A6J0AGZ8|A0A6J0AGZ8_VICPA
OG0003041	sp|Q9BXJ2|C1QT7_HUMAN	tr|A0A6I9IBA3|A0A6I9IBA3_VICPA
OG0003042	sp|Q9BY71|LRRC3_HUMAN	tr|A0A6J3AS80|A0A6J3AS80_VICPA
OG0003043	sp|Q9BYW3|DB126_HUMAN	tr|A0A6I9I373|A0A6I9I373_VICPA
OG0003044	sp|Q9BZJ4|S2539_HUMAN	tr|A0A6J0B334|A0A6J0B334_VICPA
OG0003045	sp|Q9GZN7|ROGDI_HUMAN	tr|A0A6J3BDZ1|A0A6J3BDZ1_VICPA
OG0003046	sp|Q9GZW8|MS4A7_HUMAN	tr|A0A6J0AVT6|A0A6J0AVT6_VICPA
OG0003047	sp|Q9H0H0|INT2_HUMAN	tr|A0A6J3B293|A0A6J3B293_VICPA
OG0003048	sp|Q9H346|O52D1_HUMAN	tr|A0A6I9I7F9|A0A6I9I7F9_VICPA
OG0003049	sp|Q9H3S5|PIGM_HUMAN	tr|A0A6I9IM78|A0A6I9IM78_VICPA
OG0003050	sp|Q9NUI1|DECR2_HUMAN	tr|A0A6J3BBA7|A0A6J3BBA7_VICPA
OG0003051	sp|Q9NV06|DCA13_HUMAN	tr|A0A6I9IH41|A0A6I9IH41_VICPA
OG0003052	sp|Q9UIB8|SLAF5_HUMAN	tr|A0A6J0AWN5|A0A6J0AWN5_VICPA
OG0003053	sp|Q9UIQ6|LCAP_HUMAN	tr|A0A6I9IIQ0|A0A6I9IIQ0_VICPA
OG0003054	sp|Q9UK61|TASOR_HUMAN	tr|A0A6J0AC64|A0A6J0AC64_VICPA
OG0003055	sp|Q9UKT9|IKZF3_HUMAN	tr|A0A6I9IKA8|A0A6I9IKA8_VICPA
OG0003056	sp|Q9UL59|ZN214_HUMAN	tr|A0A6I9I7Y5|A0A6I9I7Y5_VICPA
OG0003057	sp|Q9UPX8|SHAN2_HUMAN	tr|A0A6J3BII9|A0A6J3BII9_VICPA
OG0003058	sp|Q9Y2G3|AT11B_HUMAN	tr|A0A6J3AVI2|A0A6J3AVI2_VICPA
