Orthogroup	Homo_sapiens	Bison_bison_bison
OG0001174	sp|O43747|AP1G1_HUMAN	tr|A0A6P3IBM4|A0A6P3IBM4_BISBI
OG0001174	sp|O75843|AP1G2_HUMAN	tr|A0A6P3GT29|A0A6P3GT29_BISBI
OG0001175	sp|Q9P2D1|CHD7_HUMAN	tr|A0A6P3HD89|A0A6P3HD89_BISBI
OG0001175	sp|Q3L8U1|CHD9_HUMAN	tr|A0A6P3ITZ7|A0A6P3ITZ7_BISBI
OG0001176	sp|Q5W188|CST9P_HUMAN, sp|Q9H4G1|CST9L_HUMAN, sp|Q5W186|CST9_HUMAN	tr|A0A6P3H6A3|A0A6P3H6A3_BISBI
OG0001177	sp|Q9NRH3|TBG2_HUMAN	tr|A0A6P3HPV2|A0A6P3HPV2_BISBI
OG0001177	sp|P23258|TBG1_HUMAN	tr|A0A6P3HQI3|A0A6P3HQI3_BISBI
OG0001178	sp|P39880|CUX1_HUMAN	tr|A0A6P3INI5|A0A6P3INI5_BISBI
OG0001178	sp|O14529|CUX2_HUMAN	tr|A0A6P3HKP9|A0A6P3HKP9_BISBI
OG0001179	sp|Q8NA75|DC4L2_HUMAN, sp|Q3SXM0|DC4L1_HUMAN, sp|Q8WV16|DCAF4_HUMAN	tr|A0A6P3IQT9|A0A6P3IQT9_BISBI
OG0001180	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A6P3ITL8|A0A6P3ITL8_BISBI
OG0001180	sp|Q15111|PLCL1_HUMAN	tr|A0A6P3IY31|A0A6P3IY31_BISBI
OG0001181	sp|Q9Y2D0|CAH5B_HUMAN, sp|P35218|CAH5A_HUMAN, sp|Q8WTZ4|CA5BL_HUMAN	tr|A0A6P3J1B7|A0A6P3J1B7_BISBI
OG0001182	sp|Q13363|CTBP1_HUMAN	tr|A0A6P3H3F6|A0A6P3H3F6_BISBI
OG0001182	sp|P56545|CTBP2_HUMAN	tr|A0A6P3IUA3|A0A6P3IUA3_BISBI
OG0001183	sp|Q9H1E1|RNAS7_HUMAN, sp|Q8TDE3|RNAS8_HUMAN	tr|A0A6P3H6U0|A0A6P3H6U0_BISBI, tr|A0A6P3H6S7|A0A6P3H6S7_BISBI
OG0001184	sp|Q9UBL6|CPNE7_HUMAN	tr|A0A6P3HIX8|A0A6P3HIX8_BISBI
OG0001184	sp|Q96A23|CPNE4_HUMAN	tr|A0A6P3GP46|A0A6P3GP46_BISBI
OG0001185	sp|Q6ZRP7|QSOX2_HUMAN	tr|A0A6P3J0A0|A0A6P3J0A0_BISBI
OG0001185	sp|O00391|QSOX1_HUMAN	tr|A0A6P3I1I2|A0A6P3I1I2_BISBI
OG0001186	sp|P78426|NKX61_HUMAN	tr|A0A6P3HYC2|A0A6P3HYC2_BISBI
OG0001186	sp|Q9C056|NKX62_HUMAN	tr|A0A6P3IGH8|A0A6P3IGH8_BISBI
OG0001187	sp|O14926|FSCN2_HUMAN	tr|A0A6P3IKH9|A0A6P3IKH9_BISBI
OG0001187	sp|Q16658|FSCN1_HUMAN	tr|A0A6P3I012|A0A6P3I012_BISBI
OG0001188	sp|Q92793|CBP_HUMAN	tr|A0A6P3H9J8|A0A6P3H9J8_BISBI
OG0001188	sp|Q09472|EP300_HUMAN	tr|A0A6P3GQ00|A0A6P3GQ00_BISBI
OG0001189	sp|Q9NRZ7|PLCC_HUMAN	tr|A0A6P3H2G0|A0A6P3H2G0_BISBI
OG0001189	sp|Q9NRZ5|PLCD_HUMAN	tr|A0A6P3H7C6|A0A6P3H7C6_BISBI
OG0001190	sp|P61978|HNRPK_HUMAN	tr|A0A6P3I298|A0A6P3I298_BISBI, tr|A0A6P3GTH7|A0A6P3GTH7_BISBI, tr|A0A6P3HGT8|A0A6P3HGT8_BISBI
OG0001191	sp|A6NHQ2|FBLL1_HUMAN	tr|A0A6P3J525|A0A6P3J525_BISBI
OG0001191	sp|P22087|FBRL_HUMAN	tr|A0A6P3HYE7|A0A6P3HYE7_BISBI
OG0001192	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A6P3J1I7|A0A6P3J1I7_BISBI
OG0001192	sp|P46926|GNPI1_HUMAN	tr|A0A6P3I210|A0A6P3I210_BISBI
OG0001193	sp|O00763|ACACB_HUMAN	tr|A0A6P3GKE5|A0A6P3GKE5_BISBI
OG0001193	sp|Q13085|ACACA_HUMAN	tr|A0A6P3J8V9|A0A6P3J8V9_BISBI
OG0001194	sp|P58872|RHBL3_HUMAN	tr|A0A6P3J611|A0A6P3J611_BISBI
OG0001194	sp|O75783|RHBL1_HUMAN	tr|A0A6P3GIJ8|A0A6P3GIJ8_BISBI
OG0001195	sp|Q86Y01|DTX1_HUMAN	tr|A0A6P3G503|A0A6P3G503_BISBI
OG0001195	sp|Q9Y2E6|DTX4_HUMAN	tr|A0A6P3GYJ8|A0A6P3GYJ8_BISBI
OG0001196	sp|P03952|KLKB1_HUMAN	tr|A0A6P3H4V2|A0A6P3H4V2_BISBI
OG0001196	sp|P03951|FA11_HUMAN	tr|A0A6P3GRH5|A0A6P3GRH5_BISBI
OG0001197	sp|Q5VUY0|ADCL3_HUMAN	tr|A0A6P3I987|A0A6P3I987_BISBI
OG0001197	sp|Q5VUY2|ADCL4_HUMAN	tr|A0A6P3I9P1|A0A6P3I9P1_BISBI
OG0001198	sp|Q6NUS8|UD3A1_HUMAN, sp|Q3SY77|UD3A2_HUMAN	tr|A0A6P3IJG5|A0A6P3IJG5_BISBI, tr|A0A6P3IJR7|A0A6P3IJR7_BISBI
OG0001199	sp|P21281|VATB2_HUMAN	tr|A0A6P3HWR3|A0A6P3HWR3_BISBI
OG0001199	sp|P15313|VATB1_HUMAN	tr|A0A6P3GF19|A0A6P3GF19_BISBI
OG0001200	sp|Q8IWU6|SULF1_HUMAN	tr|A0A6P3I3V4|A0A6P3I3V4_BISBI
OG0001200	sp|Q8IWU5|SULF2_HUMAN	tr|A0A6P3H2Y2|A0A6P3H2Y2_BISBI
OG0001201	sp|Q9ULU8|CAPS1_HUMAN	tr|A0A6P3IEM7|A0A6P3IEM7_BISBI
OG0001201	sp|Q86UW7|CAPS2_HUMAN	tr|A0A6P3HCV0|A0A6P3HCV0_BISBI
OG0001203	sp|Q13207|TBX2_HUMAN	tr|A0A6P3J7T8|A0A6P3J7T8_BISBI
OG0001203	sp|O15119|TBX3_HUMAN	tr|A0A6P3GKC5|A0A6P3GKC5_BISBI
OG0001204	sp|Q02880|TOP2B_HUMAN	tr|A0A6P3HZI5|A0A6P3HZI5_BISBI
OG0001204	sp|P11388|TOP2A_HUMAN	tr|A0A6P3HF98|A0A6P3HF98_BISBI
OG0001205	sp|Q01650|LAT1_HUMAN, sp|Q9GIP4|LAT1L_HUMAN, sp|Q8MH63|LAT1N_HUMAN	tr|A0A6P3I3E5|A0A6P3I3E5_BISBI
OG0001206	sp|A8CG34|P121C_HUMAN, sp|A6NF01|P121B_HUMAN, sp|Q96HA1|P121A_HUMAN	tr|A0A6P3IDJ8|A0A6P3IDJ8_BISBI
OG0001207	sp|O00624|NPT3_HUMAN	tr|A0A6P3HT92|A0A6P3HT92_BISBI
OG0001207	sp|O00476|NPT4_HUMAN	tr|A0A6P3HFS5|A0A6P3HFS5_BISBI
OG0001208	sp|O75746|S2512_HUMAN	tr|A0A6P3HIH8|A0A6P3HIH8_BISBI
OG0001208	sp|Q9UJS0|S2513_HUMAN	tr|A0A6P3HFX1|A0A6P3HFX1_BISBI
OG0001209	sp|P14678|RSMB_HUMAN	tr|A0A6P3GYR2|A0A6P3GYR2_BISBI
OG0001209	sp|P63162|RSMN_HUMAN	tr|A0A6P3GZF9|A0A6P3GZF9_BISBI
OG0001210	sp|Q5TAP6|UT14C_HUMAN, sp|Q9BVJ6|UT14A_HUMAN	tr|A0A6P3GNS1|A0A6P3GNS1_BISBI, tr|A0A6P3H5T0|A0A6P3H5T0_BISBI
OG0001211	sp|P31944|CASPE_HUMAN	tr|A0A6P3IQS3|A0A6P3IQS3_BISBI, tr|A0A6P3H5I1|A0A6P3H5I1_BISBI, tr|A0A6P3H985|A0A6P3H985_BISBI
OG0001212	sp|Q96BI3|APH1A_HUMAN	tr|A0A6P3HD00|A0A6P3HD00_BISBI
OG0001212	sp|Q8WW43|APH1B_HUMAN	tr|A0A6P3HIZ1|A0A6P3HIZ1_BISBI
OG0001213	sp|Q8TD30|ALAT2_HUMAN	tr|A0A6P3HH45|A0A6P3HH45_BISBI
OG0001213	sp|P24298|ALAT1_HUMAN	tr|A0A6P3H1N1|A0A6P3H1N1_BISBI
OG0001214	sp|Q16696|CP2AD_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN	tr|A0A6P3I747|A0A6P3I747_BISBI
OG0001215	sp|Q86UV7|TRI73_HUMAN, sp|Q86UV6|TRI74_HUMAN, sp|Q86XT4|TRI50_HUMAN	tr|A0A6P3IDP5|A0A6P3IDP5_BISBI
OG0001216	sp|Q8WUX1|S38A5_HUMAN	tr|A0A6P3IH31|A0A6P3IH31_BISBI
OG0001216	sp|Q99624|S38A3_HUMAN	tr|A0A6P3I6P2|A0A6P3I6P2_BISBI
OG0001217	sp|P54646|AAPK2_HUMAN	tr|A0A6P3IIF3|A0A6P3IIF3_BISBI
OG0001217	sp|Q13131|AAPK1_HUMAN	tr|A0A6P3ILW7|A0A6P3ILW7_BISBI
OG0001218	sp|P63010|AP2B1_HUMAN	tr|A0A6P3J5H0|A0A6P3J5H0_BISBI
OG0001218	sp|Q10567|AP1B1_HUMAN	tr|A0A6P3GJT9|A0A6P3GJT9_BISBI
OG0001219	sp|Q9HAU6|TCTP8_HUMAN, sp|Q56UQ5|TPT1L_HUMAN, sp|P13693|TCTP_HUMAN	tr|A0A6P3GQT3|A0A6P3GQT3_BISBI
OG0001220	sp|P51151|RAB9A_HUMAN	tr|A0A6P3GW50|A0A6P3GW50_BISBI
OG0001220	sp|Q9NP90|RAB9B_HUMAN	tr|A0A6P3I1L2|A0A6P3I1L2_BISBI
OG0001221	sp|Q8NEV4|MYO3A_HUMAN	tr|A0A6P3IVK1|A0A6P3IVK1_BISBI
OG0001221	sp|Q8WXR4|MYO3B_HUMAN	tr|A0A6P3I7K5|A0A6P3I7K5_BISBI
OG0001222	sp|Q96P26|5NT1B_HUMAN	tr|A0A6P3HI70|A0A6P3HI70_BISBI
OG0001222	sp|Q9BXI3|5NT1A_HUMAN	tr|A0A6P3J8U6|A0A6P3J8U6_BISBI
OG0001223	sp|P07225|PROS_HUMAN	tr|A0A6P3HUJ5|A0A6P3HUJ5_BISBI
OG0001223	sp|Q14393|GAS6_HUMAN	tr|A0A6P3GTR7|A0A6P3GTR7_BISBI
OG0001224	sp|Q29RF7|PDS5A_HUMAN	tr|A0A6P3GZS6|A0A6P3GZS6_BISBI
OG0001224	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A6P3H6R8|A0A6P3H6R8_BISBI
OG0001225	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A6P3IS83|A0A6P3IS83_BISBI
OG0001225	sp|Q14012|KCC1A_HUMAN	tr|A0A6P3HLQ9|A0A6P3HLQ9_BISBI
OG0001226	sp|O95475|SIX6_HUMAN	tr|A0A6P3HTR0|A0A6P3HTR0_BISBI
OG0001226	sp|O95343|SIX3_HUMAN	tr|A0A6P3HCT5|A0A6P3HCT5_BISBI
OG0001227	sp|P28482|MK01_HUMAN	tr|A0A6P3I7Q3|A0A6P3I7Q3_BISBI
OG0001227	sp|P27361|MK03_HUMAN	tr|A0A6P3GWM5|A0A6P3GWM5_BISBI
OG0001228	sp|O43791|SPOP_HUMAN	tr|A0A6P3HPE8|A0A6P3HPE8_BISBI
OG0001228	sp|Q6IQ16|SPOPL_HUMAN	tr|A0A6P3IBL0|A0A6P3IBL0_BISBI
OG0001229	sp|O75155|CAND2_HUMAN	tr|A0A6P3J2N9|A0A6P3J2N9_BISBI
OG0001229	sp|Q86VP6|CAND1_HUMAN	tr|A0A6P3HKA6|A0A6P3HKA6_BISBI
OG0001230	sp|P51864|TDGF3_HUMAN, sp|P13385|TDGF1_HUMAN	tr|A0A6P3J5T9|A0A6P3J5T9_BISBI, tr|A0A6P3J7X1|A0A6P3J7X1_BISBI
OG0001231	tr|A0A2R8Y747|A0A2R8Y747_HUMAN, sp|F8WCM5|INSR2_HUMAN, sp|P01308|INS_HUMAN	tr|A0A6P3H586|A0A6P3H586_BISBI
OG0001232	sp|Q9H6S3|ES8L2_HUMAN	tr|A0A6P3HN58|A0A6P3HN58_BISBI
OG0001232	sp|Q12929|EPS8_HUMAN	tr|A0A6P3IRY3|A0A6P3IRY3_BISBI
OG0001233	sp|Q00526|CDK3_HUMAN	tr|A0A6P3IJF3|A0A6P3IJF3_BISBI
OG0001233	sp|P24941|CDK2_HUMAN	tr|A0A6P3HFX0|A0A6P3HFX0_BISBI
OG0001234	sp|Q8WZ84|OR8D1_HUMAN, sp|Q9GZM6|OR8D2_HUMAN	tr|A0A6P3G7J4|A0A6P3G7J4_BISBI, tr|A0A6P3GE58|A0A6P3GE58_BISBI
OG0001235	sp|Q14671|PUM1_HUMAN	tr|A0A6P3H7S4|A0A6P3H7S4_BISBI
OG0001235	sp|Q8TB72|PUM2_HUMAN	tr|A0A6P3H9M8|A0A6P3H9M8_BISBI
OG0001236	sp|P09341|GROA_HUMAN, sp|P19875|CXCL2_HUMAN, sp|P19876|CXCL3_HUMAN	tr|A0A6P3HD67|A0A6P3HD67_BISBI
OG0001237	sp|P63098|CANB1_HUMAN	tr|A0A6P3HWG1|A0A6P3HWG1_BISBI
OG0001237	sp|Q96LZ3|CANB2_HUMAN	tr|A0A6P3HV12|A0A6P3HV12_BISBI
OG0001238	sp|P14770|GPIX_HUMAN, sp|Q2I0M4|LRC26_HUMAN, sp|Q8N967|LRTM2_HUMAN	tr|A0A6P3HXT6|A0A6P3HXT6_BISBI
OG0001239	sp|Q02363|ID2_HUMAN, sp|P41134|ID1_HUMAN, sp|P47928|ID4_HUMAN	tr|A0A6P3I6W1|A0A6P3I6W1_BISBI
OG0001240	sp|Q9HAP6|LIN7B_HUMAN, sp|O14910|LIN7A_HUMAN, sp|Q9NUP9|LIN7C_HUMAN	tr|A0A6P3IAI6|A0A6P3IAI6_BISBI
OG0001241	sp|Q5VSG8|MANEL_HUMAN	tr|A0A6P3J3E7|A0A6P3J3E7_BISBI
OG0001241	sp|Q5SRI9|MANEA_HUMAN	tr|A0A6P3H1Z2|A0A6P3H1Z2_BISBI
OG0001242	sp|Q9P2P5|HECW2_HUMAN	tr|A0A6P3IXW1|A0A6P3IXW1_BISBI
OG0001242	sp|Q76N89|HECW1_HUMAN	tr|A0A6P3GKR4|A0A6P3GKR4_BISBI
OG0001243	sp|P20264|PO3F3_HUMAN	tr|A0A6P3GNX0|A0A6P3GNX0_BISBI, tr|A0A6P3J3H0|A0A6P3J3H0_BISBI, tr|A0A6P3H225|A0A6P3H225_BISBI
OG0001244	sp|Q8NGF1|O52R1_HUMAN	tr|A0A6P3J9X0|A0A6P3J9X0_BISBI, tr|A0A6P3IT04|A0A6P3IT04_BISBI, tr|A0A6P3GQ97|A0A6P3GQ97_BISBI
OG0001245	sp|Q9C0G6|DYH6_HUMAN	tr|A0A6P3J1M7|A0A6P3J1M7_BISBI
OG0001245	sp|Q0VDD8|DYH14_HUMAN	tr|A0A6P3IH21|A0A6P3IH21_BISBI
OG0001246	sp|Q13360|ZN177_HUMAN	tr|A0A6P3GIV0|A0A6P3GIV0_BISBI, tr|A0A6P3GJZ5|A0A6P3GJZ5_BISBI, tr|A0A6P3G4V5|A0A6P3G4V5_BISBI
OG0001247	sp|P19622|HME2_HUMAN	tr|A0A6P3GM68|A0A6P3GM68_BISBI
OG0001247	sp|Q05925|HME1_HUMAN	tr|A0A6P3IZ55|A0A6P3IZ55_BISBI
OG0001248	sp|Q9BX84|TRPM6_HUMAN	tr|A0A6P3HLB0|A0A6P3HLB0_BISBI
OG0001248	sp|Q96QT4|TRPM7_HUMAN	tr|A0A6P3H6Z5|A0A6P3H6Z5_BISBI
OG0001249	sp|Q9GZP9|DERL2_HUMAN	tr|A0A6P3HSZ2|A0A6P3HSZ2_BISBI
OG0001249	sp|Q96Q80|DERL3_HUMAN	tr|A0A6P3I168|A0A6P3I168_BISBI
OG0001250	sp|X6R8R1|ST15B_HUMAN, tr|A0A096LNH4|A0A096LNH4_HUMAN, sp|Q9BQS2|SYT15_HUMAN	tr|A0A6P3IDZ0|A0A6P3IDZ0_BISBI
OG0001251	sp|Q8IZS8|CA2D3_HUMAN	tr|A0A6P3IH68|A0A6P3IH68_BISBI
OG0001251	sp|Q7Z3S7|CA2D4_HUMAN	tr|A0A6P3HW48|A0A6P3HW48_BISBI
OG0001252	sp|Q92794|KAT6A_HUMAN	tr|A0A6P3HZJ6|A0A6P3HZJ6_BISBI
OG0001252	sp|Q8WYB5|KAT6B_HUMAN	tr|A0A6P3IIA1|A0A6P3IIA1_BISBI
OG0001253	sp|Q96FA3|PELI1_HUMAN	tr|A0A6P3JE30|A0A6P3JE30_BISBI
OG0001253	sp|Q9HAT8|PELI2_HUMAN	tr|A0A6P3HU30|A0A6P3HU30_BISBI
OG0001254	sp|A6NDX5|ZN840_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A6P3G496|A0A6P3G496_BISBI
OG0001255	sp|Q8NGE9|OR9Q2_HUMAN	tr|A0A6P3GX54|A0A6P3GX54_BISBI
OG0001255	sp|Q8NGQ5|OR9Q1_HUMAN	tr|A0A6P3GXI0|A0A6P3GXI0_BISBI
OG0001256	sp|P20338|RAB4A_HUMAN	tr|A0A6P3GZW0|A0A6P3GZW0_BISBI
OG0001256	sp|P61018|RAB4B_HUMAN	tr|A0A6P3HYI0|A0A6P3HYI0_BISBI
OG0001257	sp|Q8TDI8|TMC1_HUMAN	tr|A0A6P3HV62|A0A6P3HV62_BISBI
OG0001257	sp|Q8TDI7|TMC2_HUMAN	tr|A0A6P3H6J2|A0A6P3H6J2_BISBI
OG0001258	sp|O00203|AP3B1_HUMAN	tr|A0A6P3I2D1|A0A6P3I2D1_BISBI
OG0001258	sp|Q13367|AP3B2_HUMAN	tr|A0A6P3HB45|A0A6P3HB45_BISBI
OG0001259	sp|O96028|NSD2_HUMAN	tr|A0A6P3I2G8|A0A6P3I2G8_BISBI
OG0001259	sp|Q9BZ95|NSD3_HUMAN	tr|A0A6P3HD50|A0A6P3HD50_BISBI
OG0001260	sp|P48751|B3A3_HUMAN	tr|A0A6P3J4T6|A0A6P3J4T6_BISBI
OG0001260	sp|P04920|B3A2_HUMAN	tr|A0A6P3IU73|A0A6P3IU73_BISBI
OG0001261	sp|Q96PU9|ODF3A_HUMAN	tr|A0A6P3GP02|A0A6P3GP02_BISBI
OG0001261	sp|A8MYP8|ODF3B_HUMAN	tr|A0A6P3H9L1|A0A6P3H9L1_BISBI
OG0001262	sp|Q86XA9|HTR5A_HUMAN	tr|A0A6P3I0W2|A0A6P3I0W2_BISBI
OG0001262	sp|Q9P2D3|HTR5B_HUMAN	tr|A0A6P3H4C9|A0A6P3H4C9_BISBI
OG0001263	sp|P0C875|F228B_HUMAN	tr|A0A6P3H5V8|A0A6P3H5V8_BISBI
OG0001263	sp|Q86W67|F228A_HUMAN	tr|A0A6P3H5W6|A0A6P3H5W6_BISBI
OG0001264	sp|P10827|THA_HUMAN	tr|A0A6P3HFB2|A0A6P3HFB2_BISBI
OG0001264	sp|P10828|THB_HUMAN	tr|A0A6P3HZH1|A0A6P3HZH1_BISBI
OG0001265	sp|Q86VQ3|TXND2_HUMAN	tr|A0A6P3ISV6|A0A6P3ISV6_BISBI
OG0001265	sp|P10599|THIO_HUMAN	tr|A0A6P3HTI6|A0A6P3HTI6_BISBI
OG0001266	sp|P41743|KPCI_HUMAN	tr|A0A6P3GPV6|A0A6P3GPV6_BISBI
OG0001266	sp|Q05513|KPCZ_HUMAN	tr|A0A6P3I0M0|A0A6P3I0M0_BISBI
OG0001267	sp|O75095|MEGF6_HUMAN	tr|A0A6P3I1C3|A0A6P3I1C3_BISBI
OG0001267	sp|Q0D2K5|EGFEM_HUMAN	tr|A0A6P3H4Q4|A0A6P3H4Q4_BISBI
OG0001268	sp|Q9NRD8|DUOX2_HUMAN	tr|A0A6P3HU04|A0A6P3HU04_BISBI
OG0001268	sp|Q9NRD9|DUOX1_HUMAN	tr|A0A6P3I328|A0A6P3I328_BISBI
OG0001269	sp|Q9H4M3|FBX44_HUMAN	tr|A0A6P3IBE8|A0A6P3IBE8_BISBI
OG0001269	sp|Q9NRD1|FBX6_HUMAN	tr|A0A6P3I8W1|A0A6P3I8W1_BISBI
OG0001270	sp|P15151|PVR_HUMAN	tr|A0A6P3IIU1|A0A6P3IIU1_BISBI
OG0001270	sp|Q92692|NECT2_HUMAN	tr|A0A6P3I8Q5|A0A6P3I8Q5_BISBI
OG0001271	sp|Q16623|STX1A_HUMAN	tr|A0A6P3INK2|A0A6P3INK2_BISBI
OG0001271	sp|P61266|STX1B_HUMAN	tr|A0A6P3HB27|A0A6P3HB27_BISBI
OG0001272	sp|Q765P7|MTSS2_HUMAN	tr|A0A6P3I3C6|A0A6P3I3C6_BISBI
OG0001272	sp|O43312|MTSS1_HUMAN	tr|A0A6P3HFD6|A0A6P3HFD6_BISBI
OG0001273	sp|Q9Y3L5|RAP2C_HUMAN	tr|A0A6P3HJR3|A0A6P3HJR3_BISBI
OG0001273	sp|P10114|RAP2A_HUMAN	tr|A0A6P3I4P5|A0A6P3I4P5_BISBI
OG0001274	sp|Q06033|ITIH3_HUMAN	tr|A0A6P3IGJ0|A0A6P3IGJ0_BISBI
OG0001274	sp|P19827|ITIH1_HUMAN	tr|A0A6P3IE29|A0A6P3IE29_BISBI
OG0001275	sp|Q63ZY6|NSN5C_HUMAN, sp|Q3KNT7|NSN5B_HUMAN, sp|Q96P11|NSUN5_HUMAN	tr|A0A6P3INF8|A0A6P3INF8_BISBI
OG0001276	sp|O60229|KALRN_HUMAN	tr|A0A6P3GM26|A0A6P3GM26_BISBI
OG0001276	sp|O75962|TRIO_HUMAN	tr|A0A6P3IXU0|A0A6P3IXU0_BISBI
OG0001277	sp|Q96S37|S22AC_HUMAN	tr|A0A6P3HBA9|A0A6P3HBA9_BISBI
OG0001277	sp|Q9NSA0|S22AB_HUMAN	tr|A0A6P3HB17|A0A6P3HB17_BISBI
OG0001278	sp|P29274|AA2AR_HUMAN	tr|A0A6P3HFH6|A0A6P3HFH6_BISBI
OG0001278	sp|P29275|AA2BR_HUMAN	tr|A0A6P3HRY1|A0A6P3HRY1_BISBI
OG0001279	sp|O43895|XPP2_HUMAN	tr|A0A6P3I7N4|A0A6P3I7N4_BISBI
OG0001279	sp|Q9NQW7|XPP1_HUMAN	tr|A0A6P3IZ53|A0A6P3IZ53_BISBI
OG0001280	sp|Q8NGH6|O52L2_HUMAN, sp|Q8NGH7|O52L1_HUMAN	tr|A0A6P3GX65|A0A6P3GX65_BISBI, tr|A0A6P3GMK7|A0A6P3GMK7_BISBI
OG0001281	sp|Q5JX71|F209A_HUMAN, sp|Q5JX69|F209B_HUMAN	tr|A0A6P3HAB2|A0A6P3HAB2_BISBI, tr|A0A6P3IBM2|A0A6P3IBM2_BISBI
OG0001282	sp|Q9Y485|DMXL1_HUMAN	tr|A0A6P3HZW1|A0A6P3HZW1_BISBI
OG0001282	sp|Q8TDJ6|DMXL2_HUMAN	tr|A0A6P3HER0|A0A6P3HER0_BISBI
OG0001283	sp|A2RTX5|SYTC2_HUMAN	tr|A0A6P3HT60|A0A6P3HT60_BISBI
OG0001283	sp|P26639|SYTC_HUMAN	tr|A0A6P3IJK3|A0A6P3IJK3_BISBI
OG0001284	sp|P23469|PTPRE_HUMAN	tr|A0A6P3J1E2|A0A6P3J1E2_BISBI
OG0001284	sp|P18433|PTPRA_HUMAN	tr|A0A6P3GTT9|A0A6P3GTT9_BISBI
OG0001285	sp|Q6VN20|RBP10_HUMAN	tr|A0A6P3IC82|A0A6P3IC82_BISBI
OG0001285	sp|Q96S59|RANB9_HUMAN	tr|A0A6P3HX44|A0A6P3HX44_BISBI
OG0001286	sp|Q8WVZ9|KBTB7_HUMAN	tr|A0A6P3I0U9|A0A6P3I0U9_BISBI
OG0001286	sp|Q86V97|KBTB6_HUMAN	tr|A0A6P3HP90|A0A6P3HP90_BISBI
OG0001287	sp|Q6NUJ1|SAPL1_HUMAN	tr|A0A6P3IEC0|A0A6P3IEC0_BISBI
OG0001287	sp|P07602|SAP_HUMAN	tr|A0A6P3I7W5|A0A6P3I7W5_BISBI
OG0001288	sp|P25098|ARBK1_HUMAN	tr|A0A6P3GXR7|A0A6P3GXR7_BISBI
OG0001288	sp|P35626|ARBK2_HUMAN	tr|A0A6P3GBL5|A0A6P3GBL5_BISBI
OG0001289	sp|P23219|PGH1_HUMAN	tr|A0A6P3I7H3|A0A6P3I7H3_BISBI
OG0001289	sp|P35354|PGH2_HUMAN	tr|A0A6P3IA02|A0A6P3IA02_BISBI
OG0001290	sp|Q8NEA9|GMCL2_HUMAN	tr|A0A6P3IBL6|A0A6P3IBL6_BISBI
OG0001290	sp|Q96IK5|GMCL1_HUMAN	tr|A0A6P3HWF2|A0A6P3HWF2_BISBI
OG0001291	sp|Q16877|F264_HUMAN	tr|A0A6P3IEA3|A0A6P3IEA3_BISBI
OG0001291	sp|P16118|F261_HUMAN	tr|A0A6P3ILH5|A0A6P3ILH5_BISBI
OG0001292	sp|Q01959|SC6A3_HUMAN	tr|A0A6P3IWD7|A0A6P3IWD7_BISBI
OG0001292	sp|P23975|SC6A2_HUMAN	tr|A0A6P3JA15|A0A6P3JA15_BISBI
OG0001293	sp|Q16647|PTGIS_HUMAN	tr|A0A6P3J6Q2|A0A6P3J6Q2_BISBI, tr|A0A6P3IS01|A0A6P3IS01_BISBI, tr|A0A6P3H342|A0A6P3H342_BISBI
OG0001294	sp|O14646|CHD1_HUMAN	tr|A0A6P3GL94|A0A6P3GL94_BISBI
OG0001294	sp|O14647|CHD2_HUMAN	tr|A0A6P3GU81|A0A6P3GU81_BISBI
OG0001295	sp|Q9HC78|ZBT20_HUMAN	tr|A0A6P3HMH0|A0A6P3HMH0_BISBI
OG0001295	sp|Q96K62|ZBT45_HUMAN	tr|A0A6P3INQ9|A0A6P3INQ9_BISBI
OG0001296	sp|A6NI72|NCF1B_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|P14598|NCF1_HUMAN	tr|A0A6P3IDU4|A0A6P3IDU4_BISBI
OG0001297	sp|P20839|IMDH1_HUMAN	tr|A0A6P3GKK9|A0A6P3GKK9_BISBI
OG0001297	sp|P12268|IMDH2_HUMAN	tr|A0A6P3IH19|A0A6P3IH19_BISBI
OG0001298	sp|P32019|I5P2_HUMAN	tr|A0A6P3J8X6|A0A6P3J8X6_BISBI
OG0001298	sp|Q01968|OCRL_HUMAN	tr|A0A6P3GZG2|A0A6P3GZG2_BISBI
OG0001299	sp|P49459|UBE2A_HUMAN	tr|A0A6P3HE79|A0A6P3HE79_BISBI
OG0001299	sp|P63146|UBE2B_HUMAN	tr|A0A6P3HKB9|A0A6P3HKB9_BISBI
OG0001300	sp|Q9HBM6|TAF9B_HUMAN, sp|Q16594|TAF9_HUMAN	tr|A0A6P3IJ45|A0A6P3IJ45_BISBI, tr|A0A6P3HN74|A0A6P3HN74_BISBI
OG0001301	sp|O95199|RCBT2_HUMAN	tr|A0A6P3GS46|A0A6P3GS46_BISBI
OG0001301	sp|Q8NDN9|RCBT1_HUMAN	tr|A0A6P3H4G0|A0A6P3H4G0_BISBI
OG0001302	sp|Q8TD84|DSCL1_HUMAN	tr|A0A6P3GHE4|A0A6P3GHE4_BISBI
