Orthogroup	Homo_sapiens	Equus_asinus_asinus
OG0003181	sp|Q14781|CBX2_HUMAN	tr|A0A8C4LBT1|A0A8C4LBT1_EQUAS
OG0003182	sp|P56202|CATW_HUMAN	tr|A0A8C4LCI0|A0A8C4LCI0_EQUAS
OG0003183	sp|Q02080|MEF2B_HUMAN	tr|A0A8C4LCV3|A0A8C4LCV3_EQUAS
OG0003184	sp|Q32MZ4|LRRF1_HUMAN	tr|A0A8C4LDV7|A0A8C4LDV7_EQUAS
OG0003185	sp|Q96JC9|EAF1_HUMAN	tr|A0A8C4LFB2|A0A8C4LFB2_EQUAS
OG0003186	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A8C4LHN9|A0A8C4LHN9_EQUAS
OG0003187	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A8C4LJ46|A0A8C4LJ46_EQUAS
OG0003188	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A8C4LJ51|A0A8C4LJ51_EQUAS
OG0003189	sp|Q9Y478|AAKB1_HUMAN	tr|A0A8C4LKT3|A0A8C4LKT3_EQUAS
OG0003190	sp|Q9NXL9|MCM9_HUMAN	tr|A0A8C4LLW2|A0A8C4LLW2_EQUAS
OG0003191	sp|Q9NQS5|GPR84_HUMAN	tr|A0A8C4LQC3|A0A8C4LQC3_EQUAS
OG0003192	sp|Q8TC99|FNDC8_HUMAN	tr|A0A8C4LT09|A0A8C4LT09_EQUAS
OG0003193	sp|Q8NEJ9|NGDN_HUMAN	tr|A0A8C4LTZ0|A0A8C4LTZ0_EQUAS
OG0003194	sp|Q92843|B2CL2_HUMAN	tr|A0A8C4LWK5|A0A8C4LWK5_EQUAS
OG0003195	sp|Q5NUL3|FFAR4_HUMAN	tr|A0A8C4LX44|A0A8C4LX44_EQUAS
OG0003196	sp|P05549|AP2A_HUMAN	tr|A0A8C4LXB4|A0A8C4LXB4_EQUAS
OG0003197	sp|A6NKN8|PC4L1_HUMAN	tr|A0A8C4LZ30|A0A8C4LZ30_EQUAS
OG0003198	sp|Q5VX71|SUSD4_HUMAN	tr|A0A8C4M0J7|A0A8C4M0J7_EQUAS
OG0003199	sp|Q9BSD7|NTPCR_HUMAN	tr|A0A8C4M0K6|A0A8C4M0K6_EQUAS
OG0003200	sp|O75949|NALF2_HUMAN	tr|A0A8C4M3X6|A0A8C4M3X6_EQUAS
OG0003201	sp|Q96A58|RERG_HUMAN	tr|A0A8C4M469|A0A8C4M469_EQUAS
OG0003202	sp|Q13309|SKP2_HUMAN	tr|A0A8C4M5H2|A0A8C4M5H2_EQUAS
OG0003203	sp|Q16612|NREP_HUMAN	tr|A0A8C4M8K3|A0A8C4M8K3_EQUAS
OG0003204	sp|P0DH78|RN224_HUMAN	tr|A0A8C4MAY4|A0A8C4MAY4_EQUAS
OG0003205	sp|O95868|LY66D_HUMAN	tr|A0A8C4MBU6|A0A8C4MBU6_EQUAS
OG0003206	sp|Q05586|NMDZ1_HUMAN	tr|A0A8C4MD47|A0A8C4MD47_EQUAS
OG0003207	sp|Q9H8W3|F204A_HUMAN	tr|A0A8C4MDX0|A0A8C4MDX0_EQUAS
OG0003208	sp|Q9HCQ5|GALT9_HUMAN	tr|A0A8C4ME41|A0A8C4ME41_EQUAS
OG0003209	sp|Q13510|ASAH1_HUMAN	tr|A0A8C4MGI7|A0A8C4MGI7_EQUAS
OG0003210	sp|Q9Y375|CIA30_HUMAN	tr|A0A8C4MI08|A0A8C4MI08_EQUAS
OG0003211	sp|P69905|HBA_HUMAN	tr|A0A8C4MIX5|A0A8C4MIX5_EQUAS
OG0003212	sp|Q9BZE4|GTPB4_HUMAN	tr|A0A8C4MKH0|A0A8C4MKH0_EQUAS
OG0003213	sp|Q8NAV2|CH058_HUMAN	tr|A0A8C4MM07|A0A8C4MM07_EQUAS
OG0003214	sp|Q6ZR62|RTL4_HUMAN	tr|A0A8C4MMB2|A0A8C4MMB2_EQUAS
OG0003215	sp|Q7L8W6|DPH6_HUMAN	tr|A0A8C4MMJ3|A0A8C4MMJ3_EQUAS
OG0003216	sp|Q8WV60|PTCD2_HUMAN	tr|A0A8C4MND1|A0A8C4MND1_EQUAS
OG0003217	sp|O76062|ERG24_HUMAN	tr|A0A8C4MQT1|A0A8C4MQT1_EQUAS
OG0003218	sp|Q7Z3F1|GP155_HUMAN	tr|A0A8C4MXE4|A0A8C4MXE4_EQUAS
OG0003219	sp|Q15915|ZIC1_HUMAN	tr|A0A8C4N4Y8|A0A8C4N4Y8_EQUAS
OG0003220	sp|Q9NVV0|TM38B_HUMAN	tr|A0A8C4N7Y7|A0A8C4N7Y7_EQUAS
OG0003221	sp|Q5JR98|DYLT4_HUMAN	tr|A0A8C4PGQ3|A0A8C4PGQ3_EQUAS
OG0003222	sp|Q96IR7|HPDL_HUMAN	tr|A0A8C4PHB4|A0A8C4PHB4_EQUAS
OG0003223	sp|Q96C45|ULK4_HUMAN	tr|A0A8C4PK30|A0A8C4PK30_EQUAS
OG0003224	sp|Q3B8N5|PROX2_HUMAN	tr|A0A8C4PMS9|A0A8C4PMS9_EQUAS
OG0003225	sp|Q96B97|SH3K1_HUMAN	tr|A0A8C4PQ03|A0A8C4PQ03_EQUAS
OG0003226	sp|Q96DA2|RB39B_HUMAN	tr|A0A8C4PRJ2|A0A8C4PRJ2_EQUAS
OG0003227	sp|Q5SQI0|ATAT_HUMAN	tr|A0A8C4PSR6|A0A8C4PSR6_EQUAS
OG0003228	sp|Q9BRR8|GPTC1_HUMAN	tr|A0A8C4PUK1|A0A8C4PUK1_EQUAS
OG0003229	sp|Q9Y5K1|SPO11_HUMAN	tr|A0A8C4PVJ4|A0A8C4PVJ4_EQUAS
OG0003230	sp|Q8IZS6|DYLT2_HUMAN	tr|A0A8C4KRU3|A0A8C4KRU3_EQUAS
OG0003231	sp|Q9H832|UBE2Z_HUMAN	tr|A0A8C4KX58|A0A8C4KX58_EQUAS
OG0003232	sp|Q96S90|LYSM1_HUMAN	tr|A0A8C4KY14|A0A8C4KY14_EQUAS
OG0003233	sp|Q2M5E4|RGS21_HUMAN	tr|A0A8C4L0R0|A0A8C4L0R0_EQUAS
OG0003234	sp|Q9UDY8|MALT1_HUMAN	tr|A0A8C4L0T9|A0A8C4L0T9_EQUAS
OG0003235	sp|Q8N6H7|ARFG2_HUMAN	tr|A0A8C4L0V8|A0A8C4L0V8_EQUAS
OG0003236	sp|Q9UH65|SWP70_HUMAN	tr|A0A8C4L1F8|A0A8C4L1F8_EQUAS
OG0003237	sp|P59827|BPIB4_HUMAN	tr|A0A8C4L322|A0A8C4L322_EQUAS
OG0003238	sp|O95139|NDUB6_HUMAN	tr|A0A8C4L4H2|A0A8C4L4H2_EQUAS
OG0003239	sp|O00155|GPR25_HUMAN	tr|A0A8C4L667|A0A8C4L667_EQUAS
OG0003240	sp|P31949|S10AB_HUMAN	tr|A0A8C4L6D4|A0A8C4L6D4_EQUAS
OG0003241	sp|Q9UQ07|MOK_HUMAN	tr|A0A8C4L8E2|A0A8C4L8E2_EQUAS
OG0003242	sp|O75792|RNH2A_HUMAN	tr|A0A8C4L8X6|A0A8C4L8X6_EQUAS
OG0003243	sp|Q8N4L1|T151A_HUMAN	tr|A0A8C4LAF7|A0A8C4LAF7_EQUAS
OG0003244	sp|Q7L985|LIGO2_HUMAN	tr|A0A8C4LD53|A0A8C4LD53_EQUAS
OG0003245	sp|O75496|GEMI_HUMAN	tr|A0A8C4LGC0|A0A8C4LGC0_EQUAS
OG0003246	sp|O60502|OGA_HUMAN	tr|A0A8C4LIU5|A0A8C4LIU5_EQUAS
OG0003247	sp|Q96I82|KAZD1_HUMAN	tr|A0A8C4LLC4|A0A8C4LLC4_EQUAS
OG0003248	sp|Q149N8|SHPRH_HUMAN	tr|A0A8C4LLK1|A0A8C4LLK1_EQUAS
OG0003249	sp|Q9HD26|GOPC_HUMAN	tr|A0A8C4LLS5|A0A8C4LLS5_EQUAS
OG0003250	sp|Q8N6L7|TM252_HUMAN	tr|A0A8C4LLT8|A0A8C4LLT8_EQUAS
OG0003251	sp|Q9GZR2|REXO4_HUMAN	tr|A0A8C4LMQ3|A0A8C4LMQ3_EQUAS
OG0003252	sp|Q9BXS9|S26A6_HUMAN	tr|A0A8C4LNB3|A0A8C4LNB3_EQUAS
OG0003253	sp|Q9P298|HIG1B_HUMAN	tr|A0A8C4LRE0|A0A8C4LRE0_EQUAS
OG0003254	sp|Q6UVY6|MOXD1_HUMAN	tr|A0A8C4LRJ0|A0A8C4LRJ0_EQUAS
OG0003255	sp|A8MX76|CAN14_HUMAN	tr|A0A8C4LSN3|A0A8C4LSN3_EQUAS
OG0003256	sp|O00458|IFRD1_HUMAN	tr|A0A8C4LT59|A0A8C4LT59_EQUAS
OG0003257	sp|Q86U28|ISCA2_HUMAN	tr|A0A8C4LUM9|A0A8C4LUM9_EQUAS
OG0003258	sp|Q6NZI2|CAVN1_HUMAN	tr|A0A8C4LX90|A0A8C4LX90_EQUAS
OG0003259	sp|Q96GI7|FA89A_HUMAN	tr|A0A8C4LY54|A0A8C4LY54_EQUAS
OG0003260	sp|O95273|CCDB1_HUMAN	tr|A0A8C4LYY7|A0A8C4LYY7_EQUAS
OG0003261	sp|Q96FT7|ASIC4_HUMAN	tr|A0A8C4LZ39|A0A8C4LZ39_EQUAS
OG0003262	sp|Q13740|CD166_HUMAN	tr|A0A8C4M0H1|A0A8C4M0H1_EQUAS
OG0003263	sp|Q6PID6|TTC33_HUMAN	tr|A0A8C4M1A1|A0A8C4M1A1_EQUAS
OG0003264	sp|Q96I59|SYNM_HUMAN	tr|A0A8C4M859|A0A8C4M859_EQUAS
OG0003265	sp|P32320|CDD_HUMAN	tr|A0A8C4M8F4|A0A8C4M8F4_EQUAS
OG0003266	sp|P24530|EDNRB_HUMAN	tr|A0A8C4M9T8|A0A8C4M9T8_EQUAS
OG0003267	sp|Q0D2I5|IFFO1_HUMAN	tr|A0A8C4MAI5|A0A8C4MAI5_EQUAS
OG0003268	sp|Q86YS6|RAB43_HUMAN	tr|A0A8C4MBU3|A0A8C4MBU3_EQUAS
OG0003269	sp|Q6PI48|SYDM_HUMAN	tr|A0A8C4MCB4|A0A8C4MCB4_EQUAS
OG0003270	sp|Q9NP70|AMBN_HUMAN	tr|A0A8C4MCG3|A0A8C4MCG3_EQUAS
OG0003271	sp|P45985|MP2K4_HUMAN	tr|A0A8C4MCU6|A0A8C4MCU6_EQUAS
OG0003272	sp|O60303|KATIP_HUMAN	tr|A0A8C4MH57|A0A8C4MH57_EQUAS
OG0003273	sp|Q9H251|CAD23_HUMAN	tr|A0A8C4MID4|A0A8C4MID4_EQUAS
OG0003274	sp|Q8NG31|KNL1_HUMAN	tr|A0A8C4MLF4|A0A8C4MLF4_EQUAS
OG0003275	sp|Q8NE00|TM104_HUMAN	tr|A0A8C4MLV4|A0A8C4MLV4_EQUAS
OG0003276	sp|P14859|PO2F1_HUMAN	tr|A0A8C4MMM2|A0A8C4MMM2_EQUAS
OG0003277	sp|P08247|SYPH_HUMAN	tr|A0A8C4MN00|A0A8C4MN00_EQUAS
OG0003278	sp|O14949|QCR8_HUMAN	tr|A0A8C4MRC7|A0A8C4MRC7_EQUAS
OG0003279	sp|P13232|IL7_HUMAN	tr|A0A8C4MS62|A0A8C4MS62_EQUAS
OG0003280	sp|P54803|GALC_HUMAN	tr|A0A8C4MS91|A0A8C4MS91_EQUAS
OG0003281	sp|Q9H4S2|GSX1_HUMAN	tr|A0A8C4MYQ1|A0A8C4MYQ1_EQUAS
OG0003282	sp|Q6P2H8|TMM53_HUMAN	tr|A0A8C4PG16|A0A8C4PG16_EQUAS
OG0003283	sp|P55010|IF5_HUMAN	tr|A0A8C4PHK3|A0A8C4PHK3_EQUAS
OG0003284	sp|O95825|QORL1_HUMAN	tr|A0A8C4PIQ9|A0A8C4PIQ9_EQUAS
OG0003285	sp|Q8IWS0|PHF6_HUMAN	tr|A0A8C4PJE3|A0A8C4PJE3_EQUAS
OG0003286	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A8C4PKJ0|A0A8C4PKJ0_EQUAS
OG0003287	sp|Q6ICH7|ASPH2_HUMAN	tr|A0A8C4PL80|A0A8C4PL80_EQUAS
OG0003288	sp|Q9H2F5|EPC1_HUMAN	tr|A0A8C4PLJ4|A0A8C4PLJ4_EQUAS
OG0003289	sp|P16383|GCFC2_HUMAN	tr|A0A8C4PLW1|A0A8C4PLW1_EQUAS
OG0003290	sp|Q08722|CD47_HUMAN	tr|A0A8C4PM94|A0A8C4PM94_EQUAS
OG0003291	sp|P54577|SYYC_HUMAN	tr|A0A8C4PML4|A0A8C4PML4_EQUAS
OG0003292	sp|P09668|CATH_HUMAN	tr|A0A8C4PQB1|A0A8C4PQB1_EQUAS
OG0003293	sp|Q9H981|ARP8_HUMAN	tr|A0A8C4PQC5|A0A8C4PQC5_EQUAS
OG0003294	sp|Q13029|PRDM2_HUMAN	tr|A0A8C4PQY4|A0A8C4PQY4_EQUAS
OG0003295	sp|P56693|SOX10_HUMAN	tr|A0A8C4PSK5|A0A8C4PSK5_EQUAS
OG0003296	sp|Q5SQH8|CF136_HUMAN	tr|A0A8C4PSR8|A0A8C4PSR8_EQUAS
OG0003297	sp|Q3KNT9|TMM95_HUMAN	tr|A0A8C4PT37|A0A8C4PT37_EQUAS
OG0003298	sp|Q5JPB2|ZN831_HUMAN	tr|A0A8C4PVV7|A0A8C4PVV7_EQUAS
OG0003299	sp|Q8TAM6|ERMIN_HUMAN	tr|A0A8C4PVX7|A0A8C4PVX7_EQUAS
OG0003300	sp|Q8WU66|TSEAR_HUMAN	tr|A0A8C4KPE4|A0A8C4KPE4_EQUAS
OG0003301	sp|P55073|IOD3_HUMAN	tr|A0A8C4KUW9|A0A8C4KUW9_EQUAS
OG0003302	sp|Q15464|SHB_HUMAN	tr|A0A8C4KWN6|A0A8C4KWN6_EQUAS
OG0003303	sp|P00709|LALBA_HUMAN	tr|A0A8C4KWV0|A0A8C4KWV0_EQUAS
OG0003304	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A8C4KXT1|A0A8C4KXT1_EQUAS
OG0003305	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A8C4KXV6|A0A8C4KXV6_EQUAS
OG0003306	sp|Q9Y228|T3JAM_HUMAN	tr|A0A8C4KZ64|A0A8C4KZ64_EQUAS
OG0003307	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A8C4KZ94|A0A8C4KZ94_EQUAS
OG0003308	sp|Q9ULX7|CAH14_HUMAN	tr|A0A8C4L0M7|A0A8C4L0M7_EQUAS
OG0003309	sp|P57727|TMPS3_HUMAN	tr|A0A8C4L259|A0A8C4L259_EQUAS
OG0003310	sp|P04844|RPN2_HUMAN	tr|A0A8C4L4R4|A0A8C4L4R4_EQUAS
OG0003311	sp|Q13291|SLAF1_HUMAN	tr|A0A8C4L5S9|A0A8C4L5S9_EQUAS
OG0003312	sp|Q71RC2|LARP4_HUMAN	tr|A0A8C4L6J6|A0A8C4L6J6_EQUAS
OG0003313	sp|Q8N8J7|F241A_HUMAN	tr|A0A8C4L8U1|A0A8C4L8U1_EQUAS
OG0003314	sp|Q9BRX5|PSF3_HUMAN	tr|A0A8C4L915|A0A8C4L915_EQUAS
OG0003315	sp|Q8NFW5|DMBX1_HUMAN	tr|A0A8C4LCB8|A0A8C4LCB8_EQUAS
OG0003316	sp|Q8NEW7|TMIE_HUMAN	tr|A0A8C4LGC3|A0A8C4LGC3_EQUAS
OG0003317	sp|Q9NW15|ANO10_HUMAN	tr|A0A8C4LKF3|A0A8C4LKF3_EQUAS
OG0003318	sp|Q9P270|SLAI2_HUMAN	tr|A0A8C4LKU6|A0A8C4LKU6_EQUAS
OG0003319	sp|P0CG01|GKN3_HUMAN	tr|A0A8C4LL98|A0A8C4LL98_EQUAS
OG0003320	sp|Q9UHP9|SMPX_HUMAN	tr|A0A8C4LMM0|A0A8C4LMM0_EQUAS
OG0003321	sp|Q8NCR3|MFI_HUMAN	tr|A0A8C4LN71|A0A8C4LN71_EQUAS
OG0003322	sp|O95835|LATS1_HUMAN	tr|A0A8C4LQB9|A0A8C4LQB9_EQUAS
OG0003323	sp|Q9NP64|ZCC17_HUMAN	tr|A0A8C4LQT4|A0A8C4LQT4_EQUAS
OG0003324	sp|Q86UL3|GPAT4_HUMAN	tr|A0A8C4LS78|A0A8C4LS78_EQUAS
OG0003325	sp|A1X283|SPD2B_HUMAN	tr|A0A8C4LXE7|A0A8C4LXE7_EQUAS
OG0003326	sp|Q15771|RAB30_HUMAN	tr|A0A8C4LXP3|A0A8C4LXP3_EQUAS
OG0003327	sp|Q8NDD1|CA131_HUMAN	tr|A0A8C4M1E1|A0A8C4M1E1_EQUAS
OG0003328	sp|P55056|APOC4_HUMAN	tr|A0A8C4M1Q0|A0A8C4M1Q0_EQUAS
OG0003329	sp|O60931|CTNS_HUMAN	tr|A0A8C4M2E6|A0A8C4M2E6_EQUAS
OG0003330	sp|Q7L7V1|DHX32_HUMAN	tr|A0A8C4M2S0|A0A8C4M2S0_EQUAS
OG0003331	sp|Q969G9|NKD1_HUMAN	tr|A0A8C4M4T8|A0A8C4M4T8_EQUAS
OG0003332	sp|P02675|FIBB_HUMAN	tr|A0A8C4M858|A0A8C4M858_EQUAS
OG0003333	sp|P09758|TACD2_HUMAN	tr|A0A8C4M930|A0A8C4M930_EQUAS
OG0003334	sp|Q6GPH4|XAF1_HUMAN	tr|A0A8C4MA37|A0A8C4MA37_EQUAS
OG0003335	sp|A6NEN9|CX065_HUMAN	tr|A0A8C4MCE5|A0A8C4MCE5_EQUAS
OG0003336	sp|Q8N4V2|SVOP_HUMAN	tr|A0A8C4MCW0|A0A8C4MCW0_EQUAS
OG0003337	sp|Q9H1Z8|AUGN_HUMAN	tr|A0A8C4MFU2|A0A8C4MFU2_EQUAS
OG0003338	sp|Q7M4L6|SHF_HUMAN	tr|A0A8C4MGA1|A0A8C4MGA1_EQUAS
OG0003339	sp|Q96P53|WDFY2_HUMAN	tr|A0A8C4MH93|A0A8C4MH93_EQUAS
OG0003340	sp|O75475|PSIP1_HUMAN	tr|A0A8C4MNZ1|A0A8C4MNZ1_EQUAS
OG0003341	sp|Q8N143|BCL6B_HUMAN	tr|A0A8C4MPV9|A0A8C4MPV9_EQUAS
OG0003342	sp|Q86XK7|VSIG1_HUMAN	tr|A0A8C4MQD8|A0A8C4MQD8_EQUAS
OG0003343	sp|Q6NW40|RGMB_HUMAN	tr|A0A8C4MR50|A0A8C4MR50_EQUAS
OG0003344	sp|Q3SX64|OD3L2_HUMAN	tr|A0A8C4MU35|A0A8C4MU35_EQUAS
OG0003345	sp|Q9BQI4|CCDC3_HUMAN	tr|A0A8C4MWC6|A0A8C4MWC6_EQUAS
OG0003346	sp|P18564|ITB6_HUMAN	tr|A0A8C4N0A0|A0A8C4N0A0_EQUAS
OG0003347	sp|P49796|RGS3_HUMAN	tr|A0A8C4N7Q2|A0A8C4N7Q2_EQUAS
OG0003348	sp|Q9UBW7|ZMYM2_HUMAN	tr|A0A8C4N871|A0A8C4N871_EQUAS
OG0003349	sp|Q7Z7B1|PIGW_HUMAN	tr|A0A8C4PGA2|A0A8C4PGA2_EQUAS
OG0003350	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A8C4PI87|A0A8C4PI87_EQUAS
OG0003351	sp|Q9NZJ6|COQ3_HUMAN	tr|A0A8C4PIZ3|A0A8C4PIZ3_EQUAS
OG0003352	sp|P10515|ODP2_HUMAN	tr|A0A8C4PJP4|A0A8C4PJP4_EQUAS
OG0003353	sp|Q9Y2C2|UST_HUMAN	tr|A0A8C4PKP1|A0A8C4PKP1_EQUAS
OG0003354	sp|P10997|IAPP_HUMAN	tr|A0A8C4PPA3|A0A8C4PPA3_EQUAS
OG0003355	sp|Q99466|NOTC4_HUMAN	tr|A0A8C4PPD8|A0A8C4PPD8_EQUAS
OG0003356	sp|Q7Z572|SPT21_HUMAN	tr|A0A8C4PQV9|A0A8C4PQV9_EQUAS
OG0003357	sp|O60733|PLPL9_HUMAN	tr|A0A8C4PSK0|A0A8C4PSK0_EQUAS
OG0003358	sp|Q5T292|TM273_HUMAN	tr|A0A8C4PTC0|A0A8C4PTC0_EQUAS
OG0003359	sp|Q86XN7|PRSR1_HUMAN	tr|A0A8C4PTJ7|A0A8C4PTJ7_EQUAS
OG0003360	sp|P10645|CMGA_HUMAN	tr|A0A8C4PU95|A0A8C4PU95_EQUAS
OG0003361	sp|Q9UNZ5|L10K_HUMAN	tr|A0A8C4KP36|A0A8C4KP36_EQUAS
OG0003362	sp|Q9UL36|ZN236_HUMAN	tr|A0A8C4KVA9|A0A8C4KVA9_EQUAS
OG0003363	sp|Q9BW92|SYTM_HUMAN	tr|A0A8C4KVG8|A0A8C4KVG8_EQUAS
OG0003364	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A8C4KVN9|A0A8C4KVN9_EQUAS
OG0003365	sp|Q14197|ICT1_HUMAN	tr|A0A8C4KWP9|A0A8C4KWP9_EQUAS
OG0003366	sp|O75037|KI21B_HUMAN	tr|A0A8C4L122|A0A8C4L122_EQUAS
OG0003367	sp|Q9H347|UBQL3_HUMAN	tr|A0A8C4L2K3|A0A8C4L2K3_EQUAS
OG0003368	sp|P60002|ELOF1_HUMAN	tr|A0A8C4L392|A0A8C4L392_EQUAS
OG0003369	sp|O75448|MED24_HUMAN	tr|A0A8C4L4M0|A0A8C4L4M0_EQUAS
OG0003370	sp|Q96DU7|IP3KC_HUMAN	tr|A0A8C4L8C7|A0A8C4L8C7_EQUAS
OG0003371	sp|Q9HB65|ELL3_HUMAN	tr|A0A8C4LA99|A0A8C4LA99_EQUAS
OG0003372	sp|Q6ZN01|MASTR_HUMAN	tr|A0A8C4LAL7|A0A8C4LAL7_EQUAS
OG0003373	sp|Q9H3N8|HRH4_HUMAN	tr|A0A8C4LB14|A0A8C4LB14_EQUAS
OG0003374	sp|Q96FZ5|CKLF7_HUMAN	tr|A0A8C4LBH9|A0A8C4LBH9_EQUAS
OG0003375	sp|O60906|NSMA_HUMAN	tr|A0A8C4LCC5|A0A8C4LCC5_EQUAS
OG0003376	sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A8C4LG13|A0A8C4LG13_EQUAS
OG0003377	sp|Q7L592|NDUF7_HUMAN	tr|A0A8C4LGF0|A0A8C4LGF0_EQUAS
OG0003378	sp|Q9H095|DRC9_HUMAN	tr|A0A8C4LGN9|A0A8C4LGN9_EQUAS
OG0003379	sp|Q14005|IL16_HUMAN	tr|A0A8C4LKF8|A0A8C4LKF8_EQUAS
OG0003380	sp|P61160|ARP2_HUMAN	tr|A0A8C4LL53|A0A8C4LL53_EQUAS
OG0003381	sp|A1L390|PKHG3_HUMAN	tr|A0A8C4LL77|A0A8C4LL77_EQUAS
OG0003382	sp|Q9NQE9|HINT3_HUMAN	tr|A0A8C4LMK8|A0A8C4LMK8_EQUAS
OG0003383	sp|Q00444|HXC5_HUMAN	tr|A0A8C4LPJ7|A0A8C4LPJ7_EQUAS
OG0003384	sp|O43763|TLX2_HUMAN	tr|A0A8C4LPX6|A0A8C4LPX6_EQUAS
OG0003385	sp|Q76M96|CCD80_HUMAN	tr|A0A8C4LST2|A0A8C4LST2_EQUAS
OG0003386	sp|Q5U5R9|HECD2_HUMAN	tr|A0A8C4LT31|A0A8C4LT31_EQUAS
OG0003387	sp|Q9HC38|GLOD4_HUMAN	tr|A0A8C4LW40|A0A8C4LW40_EQUAS
OG0003388	sp|Q765P7|MTSS2_HUMAN	tr|A0A8C4LZW2|A0A8C4LZW2_EQUAS
OG0003389	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A8C4M0I9|A0A8C4M0I9_EQUAS
OG0003390	sp|O43920|NDUS5_HUMAN	tr|A0A8C4M2N4|A0A8C4M2N4_EQUAS
OG0003391	sp|O43432|IF4G3_HUMAN	tr|A0A8C4M322|A0A8C4M322_EQUAS
OG0003392	sp|Q86VE0|MYPOP_HUMAN	tr|A0A8C4M3F4|A0A8C4M3F4_EQUAS
OG0003393	sp|Q14865|ARI5B_HUMAN	tr|A0A8C4M8D4|A0A8C4M8D4_EQUAS
OG0003394	sp|Q96F25|ALG14_HUMAN	tr|A0A8C4M8V0|A0A8C4M8V0_EQUAS
OG0003395	sp|Q9NX78|TM260_HUMAN	tr|A0A8C4M9Z9|A0A8C4M9Z9_EQUAS
OG0003396	sp|Q5GH76|XKR4_HUMAN	tr|A0A8C4MAQ0|A0A8C4MAQ0_EQUAS
OG0003398	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A8C4MEL4|A0A8C4MEL4_EQUAS
OG0003399	sp|Q13541|4EBP1_HUMAN	tr|A0A8C4MER1|A0A8C4MER1_EQUAS
OG0003400	sp|A0AVT1|UBA6_HUMAN	tr|A0A8C4MGB1|A0A8C4MGB1_EQUAS
OG0003401	sp|P48775|T23O_HUMAN	tr|A0A8C4MIW2|A0A8C4MIW2_EQUAS
OG0003402	sp|Q15077|P2RY6_HUMAN	tr|A0A8C4MJ41|A0A8C4MJ41_EQUAS
OG0003403	sp|Q96F10|SAT2_HUMAN	tr|A0A8C4MK17|A0A8C4MK17_EQUAS
OG0003404	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A8C4MKK0|A0A8C4MKK0_EQUAS
OG0003405	sp|Q9UGB7|MIOX_HUMAN	tr|A0A8C4MQ66|A0A8C4MQ66_EQUAS
OG0003406	sp|Q9NYF5|FA13B_HUMAN	tr|A0A8C4MQR6|A0A8C4MQR6_EQUAS
OG0003407	sp|Q7Z7K2|ZN467_HUMAN	tr|A0A8C4MR70|A0A8C4MR70_EQUAS
OG0003408	sp|A6NLU5|VTM2B_HUMAN	tr|A0A8C4MTF3|A0A8C4MTF3_EQUAS
OG0003409	sp|B2RUZ4|SMIM1_HUMAN	tr|A0A8C4MV54|A0A8C4MV54_EQUAS
OG0003410	sp|P46782|RS5_HUMAN	tr|A0A8C4MVY4|A0A8C4MVY4_EQUAS
OG0003411	sp|Q9BXL5|HEMGN_HUMAN	tr|A0A8C4MWD6|A0A8C4MWD6_EQUAS
OG0003412	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A8C4MX44|A0A8C4MX44_EQUAS
OG0003413	sp|P06756|ITAV_HUMAN	tr|A0A8C4MXB2|A0A8C4MXB2_EQUAS
OG0003414	sp|A0PJW8|DAPL1_HUMAN	tr|A0A8C4MZT8|A0A8C4MZT8_EQUAS
OG0003415	sp|Q7Z570|Z804A_HUMAN	tr|A0A8C4N4X0|A0A8C4N4X0_EQUAS
OG0003416	sp|P43681|ACHA4_HUMAN	tr|A0A8C4N5L0|A0A8C4N5L0_EQUAS
OG0003417	sp|Q96P48|ARAP1_HUMAN	tr|A0A8C4PEY8|A0A8C4PEY8_EQUAS
OG0003418	sp|Q4G0X9|CCD40_HUMAN	tr|A0A8C4PI72|A0A8C4PI72_EQUAS
OG0003419	sp|Q16671|AMHR2_HUMAN	tr|A0A8C4PLP7|A0A8C4PLP7_EQUAS
OG0003420	sp|Q9BX95|SGPP1_HUMAN	tr|A0A8C4PQ80|A0A8C4PQ80_EQUAS
OG0003421	sp|Q16637|SMN_HUMAN	tr|A0A8C4PS00|A0A8C4PS00_EQUAS
OG0003422	sp|Q08999|RBL2_HUMAN	tr|A0A8C4PS13|A0A8C4PS13_EQUAS
OG0003423	sp|O76064|RNF8_HUMAN	tr|A0A8C4PUC8|A0A8C4PUC8_EQUAS
OG0003424	sp|O76076|CCN5_HUMAN	tr|A0A8C4PW14|A0A8C4PW14_EQUAS
OG0003425	sp|Q502W6|VWA3B_HUMAN	tr|A0A8C4KR30|A0A8C4KR30_EQUAS
