Orthogroup	Homo_sapiens	Monodon_monoceros
OG0000922	sp|Q9NV79|PCMD2_HUMAN	tr|A0A4U1F6R5|A0A4U1F6R5_MONMO
OG0000923	sp|Q9P2S2|NRX2A_HUMAN	tr|A0A4U1FPY2|A0A4U1FPY2_MONMO
OG0000923	sp|Q9ULB1|NRX1A_HUMAN, sp|Q9Y4C0|NRX3A_HUMAN	tr|A0A4U1ERN1|A0A4U1ERN1_MONMO
OG0000924	sp|P16066|ANPRA_HUMAN	tr|A0A4V6WNY4|A0A4V6WNY4_MONMO
OG0000924	sp|P20594|ANPRB_HUMAN	tr|A0A4U1FTB8|A0A4U1FTB8_MONMO, tr|A0A4U1FDD9|A0A4U1FDD9_MONMO
OG0000926	sp|P16333|NCK1_HUMAN	tr|A0A4U1F1C1|A0A4U1F1C1_MONMO, tr|A0A4U1EKU5|A0A4U1EKU5_MONMO
OG0000926	sp|O43639|NCK2_HUMAN	tr|A0A4U1F3B9|A0A4U1F3B9_MONMO
OG0000927	sp|O94915|FRYL_HUMAN	tr|A0A4U1FLW3|A0A4U1FLW3_MONMO
OG0000927	sp|Q5TBA9|FRY_HUMAN	tr|A0A4U1ENI8|A0A4U1ENI8_MONMO, tr|A0A4U1ENZ3|A0A4U1ENZ3_MONMO
OG0000928	sp|Q8IX30|SCUB3_HUMAN	tr|A0A4U1FI38|A0A4U1FI38_MONMO
OG0000928	sp|Q9NQ36|SCUB2_HUMAN, sp|Q8IWY4|SCUB1_HUMAN	tr|A0A4U1F000|A0A4U1F000_MONMO
OG0000929	sp|Q86TV6|TTC7B_HUMAN	tr|A0A4U1FME3|A0A4U1FME3_MONMO
OG0000929	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A4U1FEC6|A0A4U1FEC6_MONMO, tr|A0A4U1FGM1|A0A4U1FGM1_MONMO
OG0000930	sp|Q9Y388|RBMX2_HUMAN	tr|A0A4V5P8N7|A0A4V5P8N7_MONMO, tr|A0A4U1EGH0|A0A4U1EGH0_MONMO, tr|A0A4U1FHA3|A0A4U1FHA3_MONMO, tr|A0A4U1EW53|A0A4U1EW53_MONMO
OG0000931	sp|P22694|KAPCB_HUMAN	tr|A0A4U1F8I1|A0A4U1F8I1_MONMO
OG0000931	sp|P17612|KAPCA_HUMAN, sp|P22612|KAPCG_HUMAN	tr|A0A4V5P8V1|A0A4V5P8V1_MONMO
OG0000932	sp|P62266|RS23_HUMAN	tr|A0A4U1EY20|A0A4U1EY20_MONMO, tr|A0A4U1ENS2|A0A4U1ENS2_MONMO, tr|A0A4U1EXE3|A0A4U1EXE3_MONMO, tr|A0A4U1EF93|A0A4U1EF93_MONMO
OG0000933	sp|Q9Y5T4|DJC15_HUMAN	tr|A0A4U1FPK6|A0A4U1FPK6_MONMO
OG0000933	sp|Q96DA6|TIM14_HUMAN	tr|A0A4U1FRE0|A0A4U1FRE0_MONMO, tr|A0A4U1F739|A0A4U1F739_MONMO
OG0000934	sp|O94805|ACL6B_HUMAN	tr|A0A4U1FG98|A0A4U1FG98_MONMO
OG0000934	sp|O96019|ACL6A_HUMAN	tr|A0A4U1FPQ5|A0A4U1FPQ5_MONMO, tr|A0A4U1EJL2|A0A4U1EJL2_MONMO
OG0000935	sp|Q07444|NKG2E_HUMAN, sp|O43908|NKG2F_HUMAN, sp|P26717|NKG2C_HUMAN, sp|P26715|NKG2A_HUMAN	tr|A0A4U1FPV8|A0A4U1FPV8_MONMO
OG0000936	sp|Q8NB66|UN13C_HUMAN	tr|A0A4U1FDE0|A0A4U1FDE0_MONMO
OG0000936	sp|O14795|UN13B_HUMAN, sp|Q9UPW8|UN13A_HUMAN	tr|A0A4U1FJW8|A0A4U1FJW8_MONMO
OG0000937	sp|P00740|FA9_HUMAN, sp|P00742|FA10_HUMAN, sp|P22891|PROZ_HUMAN, sp|P08709|FA7_HUMAN	tr|A0A4U1EGG8|A0A4U1EGG8_MONMO
OG0000938	sp|P49619|DGKG_HUMAN	tr|A0A4V5PB74|A0A4V5PB74_MONMO
OG0000938	sp|Q9Y6T7|DGKB_HUMAN, sp|P23743|DGKA_HUMAN	tr|A0A4U1FR10|A0A4U1FR10_MONMO
OG0000939	sp|Q96RU2|UBP28_HUMAN	tr|A0A4U1F3D1|A0A4U1F3D1_MONMO
OG0000939	sp|Q9UHP3|UBP25_HUMAN	tr|A0A4V5P7Z2|A0A4V5P7Z2_MONMO, tr|A0A4U1EV53|A0A4U1EV53_MONMO
OG0000940	sp|Q6IS14|IF5AL_HUMAN, sp|P63241|IF5A1_HUMAN, sp|Q9GZV4|IF5A2_HUMAN	tr|A0A4U1EZW3|A0A4U1EZW3_MONMO, tr|A0A4U1EKF8|A0A4U1EKF8_MONMO
OG0000941	sp|A6NHQ2|FBLL1_HUMAN	tr|A0A4U1FQB6|A0A4U1FQB6_MONMO
OG0000941	sp|P22087|FBRL_HUMAN	tr|A0A4U1EAP9|A0A4U1EAP9_MONMO, tr|A0A4U1ETU5|A0A4U1ETU5_MONMO
OG0000942	sp|Q14186|TFDP1_HUMAN, sp|Q5H9I0|TFDP3_HUMAN	tr|A0A4U1F7G6|A0A4U1F7G6_MONMO
OG0000942	sp|Q14188|TFDP2_HUMAN	tr|A0A4U1ELE2|A0A4U1ELE2_MONMO
OG0000943	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN	tr|A0A4U1EI09|A0A4U1EI09_MONMO
OG0000943	sp|Q99895|CTRC_HUMAN	tr|A0A4U1EI34|A0A4U1EI34_MONMO
OG0000944	sp|Q2TAK8|PWP3A_HUMAN	tr|A0A4U1EVM0|A0A4U1EVM0_MONMO
OG0000944	tr|A0A494C071|A0A494C071_HUMAN, sp|Q5H9M0|PWP3B_HUMAN	tr|A0A4U1EUG1|A0A4U1EUG1_MONMO
OG0000945	sp|P23297|S10A1_HUMAN, sp|Q8WXG8|S100Z_HUMAN, sp|A6NMZ2|SNTAN_HUMAN, sp|Q5D862|FILA2_HUMAN	tr|A0A4U1ENT5|A0A4U1ENT5_MONMO
OG0000946	sp|Q96RE9|ZN300_HUMAN	tr|A0A4U1F6H7|A0A4U1F6H7_MONMO
OG0000946	sp|Q2M218|ZN630_HUMAN	tr|A0A4U1F5F1|A0A4U1F5F1_MONMO, tr|A0A4U1ET21|A0A4U1ET21_MONMO
OG0000947	sp|O60507|TPST1_HUMAN	tr|A0A4U1FPB9|A0A4U1FPB9_MONMO
OG0000947	sp|O60704|TPST2_HUMAN	tr|A0A4U1ET60|A0A4U1ET60_MONMO, tr|A0A4U1ET52|A0A4U1ET52_MONMO
OG0000948	sp|Q5VZ66|JKIP3_HUMAN	tr|A0A4U1FC54|A0A4U1FC54_MONMO
OG0000948	sp|Q96AA8|JKIP2_HUMAN	tr|A0A4V5P993|A0A4V5P993_MONMO, tr|A0A4U1F0V2|A0A4U1F0V2_MONMO
OG0000949	sp|A8MW92|P20L1_HUMAN	tr|A0A4V5PA60|A0A4V5PA60_MONMO
OG0000949	sp|Q9BVI0|PHF20_HUMAN	tr|A0A4U1FGD4|A0A4U1FGD4_MONMO, tr|A0A4U1ETC0|A0A4U1ETC0_MONMO
OG0000950	sp|O95163|ELP1_HUMAN	tr|A0A4U1ECA0|A0A4U1ECA0_MONMO, tr|A0A4U1EBN8|A0A4U1EBN8_MONMO, tr|A0A4U1EBR0|A0A4U1EBR0_MONMO, tr|A0A4U1ET59|A0A4U1ET59_MONMO
OG0000951	sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A4U1FEY7|A0A4U1FEY7_MONMO
OG0000951	sp|O75342|LX12B_HUMAN, sp|O15296|LX15B_HUMAN	tr|A0A4U1FGI3|A0A4U1FGI3_MONMO
OG0000952	sp|Q15833|STXB2_HUMAN	tr|A0A4U1EE68|A0A4U1EE68_MONMO
OG0000952	sp|O00186|STXB3_HUMAN, sp|P61764|STXB1_HUMAN	tr|A0A4U1EQ80|A0A4U1EQ80_MONMO
OG0000953	sp|Q93091|RNAS6_HUMAN, sp|Q9H1E1|RNAS7_HUMAN, sp|Q8TDE3|RNAS8_HUMAN	tr|A0A4U1EM62|A0A4U1EM62_MONMO, tr|A0A4U1ENU0|A0A4U1ENU0_MONMO
OG0000954	sp|Q8WUD6|CHPT1_HUMAN	tr|A0A4U1ENT6|A0A4U1ENT6_MONMO
OG0000954	sp|Q9Y6K0|CEPT1_HUMAN	tr|A0A4U1FBH4|A0A4U1FBH4_MONMO, tr|A0A4U1FBL5|A0A4U1FBL5_MONMO
OG0000955	sp|Q8WW22|DNJA4_HUMAN	tr|A0A4U1EMC9|A0A4U1EMC9_MONMO
OG0000955	sp|P31689|DNJA1_HUMAN	tr|A0A4U1FEH4|A0A4U1FEH4_MONMO, tr|A0A4U1F0C6|A0A4U1F0C6_MONMO
OG0000956	sp|Q13275|SEM3F_HUMAN	tr|A0A4U1EI45|A0A4U1EI45_MONMO
OG0000956	sp|Q99985|SEM3C_HUMAN	tr|A0A4U1FUL3|A0A4U1FUL3_MONMO, tr|A0A4U1FYC6|A0A4U1FYC6_MONMO
OG0000957	sp|Q15032|R3HD1_HUMAN	tr|A0A4U1FT47|A0A4U1FT47_MONMO
OG0000957	sp|Q9Y2K5|R3HD2_HUMAN	tr|A0A4U1FTH2|A0A4U1FTH2_MONMO, tr|A0A4U1FDC7|A0A4U1FDC7_MONMO
OG0000958	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A4U1ER00|A0A4U1ER00_MONMO
OG0000958	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A4U1FIW7|A0A4U1FIW7_MONMO, tr|A0A4U1FIL1|A0A4U1FIL1_MONMO
OG0000959	sp|Q96RU3|FNBP1_HUMAN	tr|A0A4U1ERP9|A0A4U1ERP9_MONMO
OG0000959	sp|Q15642|CIP4_HUMAN, sp|Q5T0N5|FBP1L_HUMAN	tr|A0A4U1FFF9|A0A4U1FFF9_MONMO
OG0000960	sp|Q14161|GIT2_HUMAN	tr|A0A4U1F2E2|A0A4U1F2E2_MONMO
OG0000960	sp|Q9Y2X7|GIT1_HUMAN	tr|A0A4U1F285|A0A4U1F285_MONMO, tr|A0A4V5PAY2|A0A4V5PAY2_MONMO
OG0000961	sp|P80192|M3K9_HUMAN	tr|A0A4U1EIF2|A0A4U1EIF2_MONMO
OG0000961	sp|Q8IWB6|TEX14_HUMAN, sp|Q5TCX8|M3K21_HUMAN	tr|A0A4U1ESB7|A0A4U1ESB7_MONMO
OG0000962	sp|Q92630|DYRK2_HUMAN	tr|A0A4U1FBG2|A0A4U1FBG2_MONMO
OG0000962	sp|Q9NR20|DYRK4_HUMAN, sp|O43781|DYRK3_HUMAN	tr|A0A4U1FCZ9|A0A4U1FCZ9_MONMO
OG0000963	sp|Q9HC56|PCDH9_HUMAN	tr|A0A4U1FDF0|A0A4U1FDF0_MONMO
OG0000963	sp|Q9BZA7|PC11X_HUMAN, sp|Q9BZA8|PC11Y_HUMAN	tr|A0A4U1EFS2|A0A4U1EFS2_MONMO
OG0000964	sp|P34896|GLYC_HUMAN	tr|A0A4U1FS49|A0A4U1FS49_MONMO
OG0000964	sp|P34897|GLYM_HUMAN	tr|A0A4V5PA12|A0A4V5PA12_MONMO, tr|A0A4U1FB49|A0A4U1FB49_MONMO
OG0000965	sp|Q92743|HTRA1_HUMAN	tr|A0A4U1EIJ5|A0A4U1EIJ5_MONMO
OG0000965	sp|P83105|HTRA4_HUMAN, sp|P83110|HTRA3_HUMAN	tr|A0A4U1ECT6|A0A4U1ECT6_MONMO
OG0000967	sp|O75170|PP6R2_HUMAN	tr|A0A4U1EDU2|A0A4U1EDU2_MONMO
OG0000967	sp|Q9UPN7|PP6R1_HUMAN, sp|Q5H9R7|PP6R3_HUMAN	tr|A0A4U1FQ84|A0A4U1FQ84_MONMO
OG0000968	sp|P07942|LAMB1_HUMAN	tr|A0A4U1EI03|A0A4U1EI03_MONMO
OG0000968	sp|A4D0S4|LAMB4_HUMAN, sp|P55268|LAMB2_HUMAN	tr|A0A4U1EM90|A0A4U1EM90_MONMO
OG0000969	sp|P08559|ODPA_HUMAN	tr|A0A4U1F1V3|A0A4U1F1V3_MONMO
OG0000969	sp|P29803|ODPAT_HUMAN	tr|A0A4U1EXV8|A0A4U1EXV8_MONMO, tr|A0A4U1EXM6|A0A4U1EXM6_MONMO
OG0000970	sp|O95025|SEM3D_HUMAN	tr|A0A4V5PE09|A0A4V5PE09_MONMO
OG0000970	sp|Q14563|SEM3A_HUMAN, sp|O15041|SEM3E_HUMAN	tr|A0A4U1FU27|A0A4U1FU27_MONMO
OG0000971	sp|Q9H2H8|PPIL3_HUMAN	tr|A0A4U1F7N0|A0A4U1F7N0_MONMO
OG0000971	sp|Q13356|PPIL2_HUMAN, sp|Q6UX04|CWC27_HUMAN	tr|A0A4U1F043|A0A4U1F043_MONMO
OG0000972	sp|Q16534|HLF_HUMAN	tr|A0A4U1FD07|A0A4U1FD07_MONMO
OG0000972	sp|Q10586|DBP_HUMAN	tr|A0A4U1ESM0|A0A4U1ESM0_MONMO, tr|A0A4V5PB68|A0A4V5PB68_MONMO
OG0000973	sp|O60331|PI51C_HUMAN	tr|A0A4U1F2Z0|A0A4U1F2Z0_MONMO
OG0000973	sp|O14986|PI51B_HUMAN, sp|Q99755|PI51A_HUMAN	tr|A0A4V5P913|A0A4V5P913_MONMO
OG0000975	sp|O43301|HS12A_HUMAN	tr|A0A4U1FFL9|A0A4U1FFL9_MONMO
OG0000975	sp|Q96MM6|HS12B_HUMAN	tr|A0A4U1FF73|A0A4U1FF73_MONMO, tr|A0A4U1FJ17|A0A4U1FJ17_MONMO
OG0000976	sp|Q9UDV6|ZN212_HUMAN	tr|A0A4U1FMC8|A0A4U1FMC8_MONMO, tr|A0A4U1EG93|A0A4U1EG93_MONMO, tr|A0A4U1EM82|A0A4U1EM82_MONMO, tr|A0A4U1F5M8|A0A4U1F5M8_MONMO
OG0000977	sp|O95140|MFN2_HUMAN	tr|A0A4U1FLU8|A0A4U1FLU8_MONMO
OG0000977	sp|Q8IWA4|MFN1_HUMAN	tr|A0A4U1EL77|A0A4U1EL77_MONMO, tr|A0A4U1ECA7|A0A4U1ECA7_MONMO
OG0000978	sp|P07205|PGK2_HUMAN, sp|P00558|PGK1_HUMAN	tr|A0A4U1EU25|A0A4U1EU25_MONMO, tr|A0A4U1F1T4|A0A4U1F1T4_MONMO, tr|A0A4U1F2T4|A0A4U1F2T4_MONMO
OG0000979	sp|Q6ZQN7|SO4C1_HUMAN	tr|A0A4U1EFT6|A0A4U1EFT6_MONMO
OG0000979	sp|Q86UG4|SO6A1_HUMAN, sp|Q96BD0|SO4A1_HUMAN	tr|A0A4U1F6K2|A0A4U1F6K2_MONMO
OG0000980	sp|Q08170|SRSF4_HUMAN	tr|A0A4V5P7Q6|A0A4V5P7Q6_MONMO
OG0000980	sp|Q13247|SRSF6_HUMAN	tr|A0A4U1FDT7|A0A4U1FDT7_MONMO, tr|A0A4U1FBC6|A0A4U1FBC6_MONMO
OG0000981	sp|Q15434|RBMS2_HUMAN	tr|A0A4U1FR19|A0A4U1FR19_MONMO
OG0000981	sp|Q6XE24|RBMS3_HUMAN, sp|P29558|RBMS1_HUMAN	tr|A0A4U1FH62|A0A4U1FH62_MONMO
OG0000982	sp|Q92841|DDX17_HUMAN	tr|A0A4U1F0D3|A0A4U1F0D3_MONMO
OG0000982	sp|P17844|DDX5_HUMAN	tr|A0A4U1F4B8|A0A4U1F4B8_MONMO, tr|A0A4U1FC29|A0A4U1FC29_MONMO
OG0000983	sp|Q8N9M5|TM102_HUMAN	tr|A0A4U1ECH2|A0A4U1ECH2_MONMO, tr|A0A4U1EBK3|A0A4U1EBK3_MONMO, tr|A0A4V5P5I3|A0A4V5P5I3_MONMO, tr|A0A4U1EBI0|A0A4U1EBI0_MONMO
OG0000984	sp|Q5XXA6|ANO1_HUMAN	tr|A0A4U1FPX9|A0A4U1FPX9_MONMO
OG0000984	sp|Q9NQ90|ANO2_HUMAN	tr|A0A4U1EPZ4|A0A4U1EPZ4_MONMO, tr|A0A4U1EQG7|A0A4U1EQG7_MONMO
OG0000985	sp|Q9C0K0|BC11B_HUMAN	tr|A0A4U1FL46|A0A4U1FL46_MONMO
OG0000985	sp|Q9H165|BC11A_HUMAN	tr|A0A4U1EY02|A0A4U1EY02_MONMO, tr|A0A4U1FBW4|A0A4U1FBW4_MONMO
OG0000986	sp|Q9HBF4|ZFYV1_HUMAN	tr|A0A4U1FA62|A0A4U1FA62_MONMO, tr|A0A4U1F9J6|A0A4U1F9J6_MONMO, tr|A0A4U1FAD3|A0A4U1FAD3_MONMO, tr|A0A4V5P862|A0A4V5P862_MONMO
OG0000987	sp|Q9H8K7|PAAT_HUMAN	tr|A0A4U1EI19|A0A4U1EI19_MONMO, tr|A0A4U1EUN1|A0A4U1EUN1_MONMO
OG0000987	sp|Q499Y3|YJ016_HUMAN	tr|A0A4U1EBE7|A0A4U1EBE7_MONMO
OG0000988	sp|Q93086|P2RX5_HUMAN	tr|A0A4V5PAW7|A0A4V5PAW7_MONMO
OG0000988	sp|P51575|P2RX1_HUMAN, sp|Q99571|P2RX4_HUMAN	tr|A0A4V5PA92|A0A4V5PA92_MONMO
OG0000989	sp|O15347|HMGB3_HUMAN	tr|A0A4U1EHM4|A0A4U1EHM4_MONMO
OG0000989	sp|Q8WW32|HMGB4_HUMAN	tr|A0A4U1F6A4|A0A4U1F6A4_MONMO, tr|A0A4U1EE53|A0A4U1EE53_MONMO
OG0000990	sp|P23526|SAHH_HUMAN	tr|A0A4U1EP04|A0A4U1EP04_MONMO, tr|A0A4U1EG09|A0A4U1EG09_MONMO, tr|A0A4U1EZA9|A0A4U1EZA9_MONMO, tr|A0A4U1F0Y1|A0A4U1F0Y1_MONMO
OG0000991	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A4U1F0E7|A0A4U1F0E7_MONMO
OG0000991	sp|P46926|GNPI1_HUMAN	tr|A0A4U1FL19|A0A4U1FL19_MONMO, tr|A0A4U1FFD1|A0A4U1FFD1_MONMO
OG0000992	sp|P11171|EPB41_HUMAN	tr|A0A4U1EVX5|A0A4U1EVX5_MONMO
OG0000992	sp|O43491|E41L2_HUMAN	tr|A0A4V5P7N0|A0A4V5P7N0_MONMO, tr|A0A4V5PCV5|A0A4V5PCV5_MONMO
OG0000993	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A4U1FL84|A0A4U1FL84_MONMO, tr|A0A4U1F5E1|A0A4U1F5E1_MONMO, tr|A0A4U1EUW8|A0A4U1EUW8_MONMO, tr|A0A4U1FNM3|A0A4U1FNM3_MONMO
OG0000994	sp|P11586|C1TC_HUMAN	tr|A0A4U1FLB8|A0A4U1FLB8_MONMO
OG0000994	sp|Q6UB35|C1TM_HUMAN	tr|A0A4U1FLH6|A0A4U1FLH6_MONMO, tr|A0A4U1FLE7|A0A4U1FLE7_MONMO
OG0000995	sp|Q6ZUT9|DEN5B_HUMAN	tr|A0A4V6WNU1|A0A4V6WNU1_MONMO, tr|A0A4U1FCV5|A0A4U1FCV5_MONMO
OG0000995	sp|Q6IQ26|DEN5A_HUMAN	tr|A0A4U1ECQ8|A0A4U1ECQ8_MONMO
OG0000996	sp|O75122|CLAP2_HUMAN	tr|A0A4U1ECR9|A0A4U1ECR9_MONMO, tr|A0A4U1EC48|A0A4U1EC48_MONMO
OG0000996	sp|Q7Z460|CLAP1_HUMAN	tr|A0A4V5PA53|A0A4V5PA53_MONMO
OG0000997	sp|Q9H2K2|TNKS2_HUMAN	tr|A0A4U1FPX3|A0A4U1FPX3_MONMO
OG0000997	sp|O95271|TNKS1_HUMAN	tr|A0A4U1FRQ5|A0A4U1FRQ5_MONMO, tr|A0A4U1FUQ0|A0A4U1FUQ0_MONMO
OG0000998	sp|Q8N3H0|TAFA2_HUMAN	tr|A0A4V5PAB5|A0A4V5PAB5_MONMO
OG0000998	sp|Q96LR4|TAFA4_HUMAN, sp|Q7Z5A9|TAFA1_HUMAN	tr|A0A4U1F0C7|A0A4U1F0C7_MONMO
OG0000999	sp|O14994|SYN3_HUMAN	tr|A0A4U1FQE7|A0A4U1FQE7_MONMO
OG0000999	sp|P17600|SYN1_HUMAN, sp|Q92777|SYN2_HUMAN	tr|A0A4U1EXV0|A0A4U1EXV0_MONMO
OG0001000	sp|P62829|RL23_HUMAN	tr|A0A4U1FHP6|A0A4U1FHP6_MONMO, tr|A0A4V5P9P0|A0A4V5P9P0_MONMO, tr|A0A4U1F117|A0A4U1F117_MONMO, tr|A0A4U1FJ76|A0A4U1FJ76_MONMO
OG0001001	sp|P26374|RAE2_HUMAN	tr|A0A4U1EKF5|A0A4U1EKF5_MONMO
OG0001001	sp|P24386|RAE1_HUMAN	tr|A0A4U1EMB9|A0A4U1EMB9_MONMO, tr|A0A4U1ELX0|A0A4U1ELX0_MONMO
OG0001002	sp|Q8NHM5|KDM2B_HUMAN	tr|A0A4U1F5Y8|A0A4U1F5Y8_MONMO, tr|A0A4U1F6M8|A0A4U1F6M8_MONMO, tr|A0A4U1FJY2|A0A4U1FJY2_MONMO, tr|A0A4U1F7S9|A0A4U1F7S9_MONMO
OG0001003	sp|P38117|ETFB_HUMAN	tr|A0A4V5PBP5|A0A4V5PBP5_MONMO, tr|A0A4U1ED30|A0A4U1ED30_MONMO, tr|A0A4U1EJD0|A0A4U1EJD0_MONMO, tr|A0A4U1F385|A0A4U1F385_MONMO
OG0001004	sp|A6NNM8|TTL13_HUMAN	tr|A0A4U1F807|A0A4U1F807_MONMO
OG0001004	sp|Q8NHH1|TTL11_HUMAN, sp|Q8N841|TTLL6_HUMAN	tr|A0A4U1FLM5|A0A4U1FLM5_MONMO
OG0001005	sp|Q92794|KAT6A_HUMAN	tr|A0A4U1EUQ0|A0A4U1EUQ0_MONMO
OG0001005	sp|Q8WYB5|KAT6B_HUMAN	tr|A0A4U1EVN5|A0A4U1EVN5_MONMO, tr|A0A4U1EGZ4|A0A4U1EGZ4_MONMO
OG0001007	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A4U1FGB1|A0A4U1FGB1_MONMO
OG0001007	sp|Q9H1P3|OSBL2_HUMAN	tr|A0A4U1ED04|A0A4U1ED04_MONMO, tr|A0A4U1F6D6|A0A4U1F6D6_MONMO
OG0001008	sp|Q6I9Y2|THOC7_HUMAN	tr|A0A4U1FQV8|A0A4U1FQV8_MONMO, tr|A0A4U1EKP1|A0A4U1EKP1_MONMO, tr|A0A4U1ED93|A0A4U1ED93_MONMO, tr|A0A4U1F972|A0A4U1F972_MONMO
OG0001009	sp|Q92901|RL3L_HUMAN	tr|A0A4U1FMY6|A0A4U1FMY6_MONMO
OG0001009	sp|P39023|RL3_HUMAN	tr|A0A4V5P607|A0A4V5P607_MONMO, tr|A0A4U1F361|A0A4U1F361_MONMO
OG0001010	sp|Q9NP86|CABP5_HUMAN	tr|A0A4U1FU65|A0A4U1FU65_MONMO
OG0001010	sp|Q9NPB3|CABP2_HUMAN	tr|A0A4V5P8C3|A0A4V5P8C3_MONMO, tr|A0A4U1EL41|A0A4U1EL41_MONMO
OG0001011	sp|O95864|FADS2_HUMAN	tr|A0A4U1FMP3|A0A4U1FMP3_MONMO
OG0001011	sp|A8MWK0|FS2P1_HUMAN, sp|Q9Y5Q0|FADS3_HUMAN	tr|A0A4U1FMB6|A0A4U1FMB6_MONMO
OG0001013	sp|O95696|BRD1_HUMAN	tr|A0A4U1F7S1|A0A4U1F7S1_MONMO
OG0001013	sp|Q9ULD4|BRPF3_HUMAN	tr|A0A4U1ECA6|A0A4U1ECA6_MONMO, tr|A0A4V5PAH6|A0A4V5PAH6_MONMO
OG0001014	sp|Q9P2K5|MYEF2_HUMAN	tr|A0A4U1F3V5|A0A4U1F3V5_MONMO
OG0001014	sp|P52272|HNRPM_HUMAN	tr|A0A4U1F4S7|A0A4U1F4S7_MONMO, tr|A0A4U1ELC3|A0A4U1ELC3_MONMO
OG0001015	sp|P14927|QCR7_HUMAN	tr|A0A4U1EPL3|A0A4U1EPL3_MONMO, tr|A0A4U1FB43|A0A4U1FB43_MONMO, tr|A0A4V5P5L4|A0A4V5P5L4_MONMO, tr|A0A4V6WP06|A0A4V6WP06_MONMO
OG0001016	sp|Q9UI30|TR112_HUMAN	tr|A0A4U1ENC6|A0A4U1ENC6_MONMO, tr|A0A4U1FBU0|A0A4U1FBU0_MONMO, tr|A0A4U1F1S6|A0A4U1F1S6_MONMO, tr|A0A4V5PAX4|A0A4V5PAX4_MONMO
OG0001017	sp|O94808|GFPT2_HUMAN	tr|A0A4U1EVU1|A0A4U1EVU1_MONMO
OG0001017	sp|Q06210|GFPT1_HUMAN	tr|A0A4U1ER13|A0A4U1ER13_MONMO, tr|A0A4U1ERH5|A0A4U1ERH5_MONMO
OG0001018	sp|Q96I23|PREY_HUMAN	tr|A0A4U1ER57|A0A4U1ER57_MONMO, tr|A0A4U1FH76|A0A4U1FH76_MONMO, tr|A0A4V5P8C5|A0A4V5P8C5_MONMO, tr|A0A4U1F2C6|A0A4U1F2C6_MONMO
OG0001019	sp|P78344|IF4G2_HUMAN	tr|A0A4V5P622|A0A4V5P622_MONMO, tr|A0A4U1FAG2|A0A4U1FAG2_MONMO, tr|A0A4U1F7C6|A0A4U1F7C6_MONMO, tr|A0A4U1EJZ3|A0A4U1EJZ3_MONMO
OG0001020	sp|Q15005|SPCS2_HUMAN	tr|A0A4U1FP13|A0A4U1FP13_MONMO, tr|A0A4U1EX22|A0A4U1EX22_MONMO, tr|A0A4V5P641|A0A4V5P641_MONMO, tr|A0A4U1FAA8|A0A4U1FAA8_MONMO
OG0001021	sp|P51648|AL3A2_HUMAN	tr|A0A4U1FVP2|A0A4U1FVP2_MONMO
OG0001021	sp|P30838|AL3A1_HUMAN	tr|A0A4U1EBF2|A0A4U1EBF2_MONMO, tr|A0A4U1FTD4|A0A4U1FTD4_MONMO
OG0001022	sp|P61457|PHS_HUMAN	tr|A0A4U1FR07|A0A4U1FR07_MONMO
OG0001022	sp|Q9H0N5|PHS2_HUMAN	tr|A0A4U1FGP3|A0A4U1FGP3_MONMO, tr|A0A4U1EIZ3|A0A4U1EIZ3_MONMO
OG0001023	sp|Q13813|SPTN1_HUMAN	tr|A0A4U1ENN3|A0A4U1ENN3_MONMO
OG0001023	sp|P02549|SPTA1_HUMAN	tr|A0A4U1EBN7|A0A4U1EBN7_MONMO, tr|A0A4U1FEZ6|A0A4U1FEZ6_MONMO
OG0001024	sp|O14646|CHD1_HUMAN	tr|A0A4V5P7J3|A0A4V5P7J3_MONMO
OG0001024	sp|O14647|CHD2_HUMAN	tr|A0A4U1FIY5|A0A4U1FIY5_MONMO, tr|A0A4U1FII5|A0A4U1FII5_MONMO
OG0001025	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A4U1EMQ2|A0A4U1EMQ2_MONMO, tr|A0A4U1EBC9|A0A4U1EBC9_MONMO, tr|A0A4V5P628|A0A4V5P628_MONMO, tr|A0A4U1EGV7|A0A4U1EGV7_MONMO
OG0001026	sp|P22307|SCP2_HUMAN	tr|A0A4U1FQA5|A0A4U1FQA5_MONMO, tr|A0A4U1FJ79|A0A4U1FJ79_MONMO, tr|A0A4U1ELD5|A0A4U1ELD5_MONMO, tr|A0A4U1EMD6|A0A4U1EMD6_MONMO
OG0001027	sp|P61088|UBE2N_HUMAN	tr|A0A4U1FAX8|A0A4U1FAX8_MONMO, tr|A0A4U1F082|A0A4U1F082_MONMO, tr|A0A4U1FTW1|A0A4U1FTW1_MONMO, tr|A0A4U1EUV5|A0A4U1EUV5_MONMO
