Orthogroup	Homo_sapiens	Rhinopithecus_roxellana
OG0002087	sp|Q7Z3Z3|PIWL3_HUMAN, sp|Q96J94|PIWL1_HUMAN	tr|A0A2K6P951|A0A2K6P951_RHIRO
OG0002088	sp|Q9H8W3|F204A_HUMAN	tr|A0A2K6PML5|A0A2K6PML5_RHIRO, tr|A0A2K6NU42|A0A2K6NU42_RHIRO
OG0002089	tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN, sp|Q9NY37|ASIC5_HUMAN	tr|A0A2K6NNL6|A0A2K6NNL6_RHIRO
OG0002090	sp|Q96KC2|ARL5B_HUMAN, sp|A6NH57|ARL5C_HUMAN	tr|A0A2K6Q2H7|A0A2K6Q2H7_RHIRO
OG0002091	sp|Q8IXF9|AQ12A_HUMAN, sp|A6NM10|AQ12B_HUMAN	tr|A0A2K6PNS6|A0A2K6PNS6_RHIRO
OG0002092	sp|O43684|BUB3_HUMAN	tr|A0A2K6RF92|A0A2K6RF92_RHIRO, tr|A0A2K6RKE3|A0A2K6RKE3_RHIRO
OG0002093	sp|P30872|SSR1_HUMAN, sp|P31391|SSR4_HUMAN	tr|A0A2K6QJ25|A0A2K6QJ25_RHIRO
OG0002094	sp|Q86X40|LRC28_HUMAN	tr|A0A2K6R7D4|A0A2K6R7D4_RHIRO, tr|A0A2K6PRR7|A0A2K6PRR7_RHIRO
OG0002095	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A2K6QKN5|A0A2K6QKN5_RHIRO, tr|A0A2K6PDP2|A0A2K6PDP2_RHIRO
OG0002096	sp|Q96PE7|MCEE_HUMAN	tr|A0A2K6P2H4|A0A2K6P2H4_RHIRO, tr|A0A2K6NKE3|A0A2K6NKE3_RHIRO
OG0002097	sp|Q9Y2Y4|ZBT32_HUMAN, sp|Q05516|ZBT16_HUMAN	tr|A0A2K6QCH1|A0A2K6QCH1_RHIRO
OG0002098	sp|A6NND4|O2AT4_HUMAN	tr|A0A2K6NC08|A0A2K6NC08_RHIRO, tr|A0A2K6RC65|A0A2K6RC65_RHIRO
OG0002099	sp|Q8NFU3|TSTD1_HUMAN, sp|H0UI37|TSTD3_HUMAN	tr|A0A2K6PXS9|A0A2K6PXS9_RHIRO
OG0002100	sp|O75015|FCG3B_HUMAN, sp|P08637|FCG3A_HUMAN	tr|A0A2K6NS84|A0A2K6NS84_RHIRO
OG0002101	sp|Q13156|RFA4_HUMAN, sp|P15927|RFA2_HUMAN	tr|A0A2K6R0V1|A0A2K6R0V1_RHIRO
OG0002102	sp|P16949|STMN1_HUMAN	tr|A0A2K6NKF9|A0A2K6NKF9_RHIRO, tr|A0A2K6R1R5|A0A2K6R1R5_RHIRO
OG0002103	sp|P59666|DEF3_HUMAN, sp|P59665|DEF1_HUMAN	tr|A0A2K6QUT6|A0A2K6QUT6_RHIRO
OG0002104	sp|Q6NVU6|UFSP1_HUMAN, sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A2K6PI95|A0A2K6PI95_RHIRO
OG0002105	sp|Q96LT9|RNPC3_HUMAN	tr|A0A2K6QY38|A0A2K6QY38_RHIRO, tr|A0A2K6PIT2|A0A2K6PIT2_RHIRO
OG0002106	sp|P48556|PSMD8_HUMAN	tr|A0A2K6PV96|A0A2K6PV96_RHIRO, tr|A0A2K6NI35|A0A2K6NI35_RHIRO
OG0002107	sp|Q63HQ0|AP1AR_HUMAN	tr|A0A2K6RX27|A0A2K6RX27_RHIRO, tr|A0A2K6NSP9|A0A2K6NSP9_RHIRO
OG0002108	sp|Q99541|PLIN2_HUMAN	tr|A0A2K6P3R5|A0A2K6P3R5_RHIRO, tr|A0A2K6QQF9|A0A2K6QQF9_RHIRO
OG0002109	sp|Q9UBP6|TRMB_HUMAN	tr|A0A2K6QEU9|A0A2K6QEU9_RHIRO, tr|A0A2K6Q1J8|A0A2K6Q1J8_RHIRO
OG0002110	sp|Q96MV8|ZDH15_HUMAN, sp|Q9UIJ5|ZDHC2_HUMAN	tr|A0A2K6QGA7|A0A2K6QGA7_RHIRO
OG0002111	sp|Q9Y388|RBMX2_HUMAN	tr|A0A2K6R9G4|A0A2K6R9G4_RHIRO, tr|A0A2K6RN14|A0A2K6RN14_RHIRO
OG0002112	sp|Q6NT32|EST5A_HUMAN	tr|A0A2K6QK57|A0A2K6QK57_RHIRO, tr|A0A2K6NYD2|A0A2K6NYD2_RHIRO
OG0002113	sp|O75391|SPAG7_HUMAN	tr|A0A2K6QP98|A0A2K6QP98_RHIRO, tr|A0A2K6Q3L1|A0A2K6Q3L1_RHIRO
OG0002114	sp|A8MV57|MPTX_HUMAN, sp|P02743|SAMP_HUMAN	tr|A0A2K6QGM2|A0A2K6QGM2_RHIRO
OG0002115	sp|P0DPA3|SNH28_HUMAN, sp|P0DPA2|VSIG8_HUMAN	tr|A0A2K6Q823|A0A2K6Q823_RHIRO
OG0002116	sp|P25786|PSA1_HUMAN	tr|A0A2K6QGK4|A0A2K6QGK4_RHIRO, tr|A0A2K6RKR0|A0A2K6RKR0_RHIRO
OG0002117	sp|Q8N720|ZN655_HUMAN	tr|A0A2K6RFK9|A0A2K6RFK9_RHIRO, tr|A0A2K6RN98|A0A2K6RN98_RHIRO
OG0002118	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A2K6N911|A0A2K6N911_RHIRO, tr|A0A2K6P3Y5|A0A2K6P3Y5_RHIRO
OG0002119	sp|Q96GD4|AURKB_HUMAN	tr|A0A2K6QP50|A0A2K6QP50_RHIRO, tr|A0A2K6Q513|A0A2K6Q513_RHIRO
OG0002120	sp|Q9UHE8|STEA1_HUMAN, sp|Q6NZ63|STEAL_HUMAN	tr|A0A2K6NRQ2|A0A2K6NRQ2_RHIRO
OG0002122	sp|O95249|GOSR1_HUMAN	tr|A0A2K6PX71|A0A2K6PX71_RHIRO, tr|A0A2K6Q0Q5|A0A2K6Q0Q5_RHIRO
OG0002123	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A2K6QKE5|A0A2K6QKE5_RHIRO, tr|A0A2K6QCL3|A0A2K6QCL3_RHIRO
OG0002124	sp|Q8N668|COMD1_HUMAN	tr|A0A2K6PC17|A0A2K6PC17_RHIRO, tr|A0A2K6R524|A0A2K6R524_RHIRO
OG0002125	sp|Q9GZQ3|COMD5_HUMAN	tr|A0A2K6NR98|A0A2K6NR98_RHIRO, tr|A0A2K6NSA3|A0A2K6NSA3_RHIRO
OG0002126	sp|Q9P016|THYN1_HUMAN	tr|A0A2K6R252|A0A2K6R252_RHIRO, tr|A0A2K6P0R5|A0A2K6P0R5_RHIRO
OG0002127	sp|Q9P2W9|STX18_HUMAN	tr|A0A2K6P0Q4|A0A2K6P0Q4_RHIRO, tr|A0A2K6REW2|A0A2K6REW2_RHIRO
OG0002128	sp|G2XKQ0|SUMO5_HUMAN, sp|P63165|SUMO1_HUMAN	tr|A0A2K6RJ67|A0A2K6RJ67_RHIRO
OG0002129	sp|P15622|ZN250_HUMAN, sp|P52738|ZN140_HUMAN	tr|A0A2K6P6Y4|A0A2K6P6Y4_RHIRO
OG0002130	sp|P78381|S35A2_HUMAN, sp|Q9Y2D2|S35A3_HUMAN	tr|A0A2K6QWQ0|A0A2K6QWQ0_RHIRO
OG0002131	sp|O43347|MSI1H_HUMAN, sp|Q96DH6|MSI2H_HUMAN	tr|A0A2K6R275|A0A2K6R275_RHIRO
OG0002132	sp|P04632|CPNS1_HUMAN, sp|Q96L46|CPNS2_HUMAN	tr|A0A2K6Q1Y5|A0A2K6Q1Y5_RHIRO
OG0002133	sp|Q9P287|BCCIP_HUMAN	tr|A0A2K6PBU5|A0A2K6PBU5_RHIRO, tr|A0A2K6RPW1|A0A2K6RPW1_RHIRO
OG0002134	sp|Q9P2R7|SUCB1_HUMAN	tr|A0A2K6Q6S4|A0A2K6Q6S4_RHIRO, tr|A0A2K6NJ74|A0A2K6NJ74_RHIRO
OG0002135	sp|P22087|FBRL_HUMAN, sp|A6NHQ2|FBLL1_HUMAN	tr|A0A2K6NFT9|A0A2K6NFT9_RHIRO
OG0002136	sp|Q96G79|S35A4_HUMAN, sp|P78382|S35A1_HUMAN	tr|A0A2K6PZK9|A0A2K6PZK9_RHIRO
OG0002137	sp|P84095|RHOG_HUMAN	tr|A0A2K6RTD6|A0A2K6RTD6_RHIRO, tr|A0A2K6NG33|A0A2K6NG33_RHIRO
OG0002138	sp|Q8WVP5|TP8L1_HUMAN	tr|A0A2K6NGK9|A0A2K6NGK9_RHIRO, tr|A0A2K6Q885|A0A2K6Q885_RHIRO
OG0002139	sp|Q9HAY2|MAGF1_HUMAN, sp|Q96MG7|NSE3_HUMAN	tr|A0A2K6NB65|A0A2K6NB65_RHIRO
OG0002140	sp|Q86SG4|DPCA2_HUMAN	tr|A0A2K6NW23|A0A2K6NW23_RHIRO, tr|A0A2K6PZ39|A0A2K6PZ39_RHIRO
OG0002142	sp|Q13283|G3BP1_HUMAN	tr|A0A2K6P4V0|A0A2K6P4V0_RHIRO, tr|A0A2K6RSR3|A0A2K6RSR3_RHIRO
OG0002143	sp|A6NDY0|EPAB2_HUMAN	tr|A0A2K6PI07|A0A2K6PI07_RHIRO, tr|A0A2K6Q3C6|A0A2K6Q3C6_RHIRO
OG0002144	sp|Q6GMR7|FAAH2_HUMAN, sp|O00519|FAAH1_HUMAN	tr|A0A2K6RDT7|A0A2K6RDT7_RHIRO
OG0002145	sp|O95155|UBE4B_HUMAN	tr|A0A2K6QJE0|A0A2K6QJE0_RHIRO, tr|A0A2K6NQV6|A0A2K6NQV6_RHIRO
OG0002146	sp|O95202|LETM1_HUMAN	tr|A0A2K6NWD1|A0A2K6NWD1_RHIRO, tr|A0A2K6QN82|A0A2K6QN82_RHIRO
OG0002147	sp|Q6Y2X3|DJC14_HUMAN	tr|A0A2K6R8N6|A0A2K6R8N6_RHIRO, tr|A0A2K6PDA7|A0A2K6PDA7_RHIRO
OG0002148	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|A0A2K6RNF6|A0A2K6RNF6_RHIRO
OG0002149	sp|O60831|PRAF2_HUMAN, sp|O75915|PRAF3_HUMAN	tr|A0A2K6QBP2|A0A2K6QBP2_RHIRO
OG0002150	sp|P46199|IF2M_HUMAN, sp|Q8N442|GUF1_HUMAN	tr|A0A2K6QKG6|A0A2K6QKG6_RHIRO
OG0002151	sp|Q8N5J4|SPIC_HUMAN	tr|A0A2K6P5D5|A0A2K6P5D5_RHIRO, tr|A0A2K6RMF0|A0A2K6RMF0_RHIRO
OG0002152	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN	tr|A0A2K6QPC6|A0A2K6QPC6_RHIRO
OG0002153	sp|Q6UWW0|LCN15_HUMAN, sp|Q6ZST4|LCNL1_HUMAN	tr|A0A2K6PWL2|A0A2K6PWL2_RHIRO
OG0002154	sp|Q86YB7|ECHD2_HUMAN, sp|Q13011|ECH1_HUMAN	tr|A0A2K6R1H6|A0A2K6R1H6_RHIRO
OG0002155	sp|Q86YZ3|HORN_HUMAN, sp|P80511|S10AC_HUMAN	tr|A0A2K6RE19|A0A2K6RE19_RHIRO
OG0002156	sp|Q9H3W5|LRRN3_HUMAN, sp|Q6UXK5|LRRN1_HUMAN	tr|A0A2K6NH07|A0A2K6NH07_RHIRO
OG0002157	sp|Q9NZJ9|NUDT4_HUMAN, sp|A0A024RBG1|NUD4B_HUMAN	tr|A0A2K6QTH2|A0A2K6QTH2_RHIRO
OG0002158	sp|O00767|SCD_HUMAN	tr|A0A2K6PN11|A0A2K6PN11_RHIRO, tr|A0A2K6QV31|A0A2K6QV31_RHIRO
OG0002159	sp|P62241|RS8_HUMAN	tr|A0A2K6R8Z7|A0A2K6R8Z7_RHIRO, tr|A0A2K6NHA6|A0A2K6NHA6_RHIRO
OG0002160	sp|Q9BQD1|MCHL2_HUMAN, sp|Q16048|MCHL1_HUMAN	tr|A0A2K6P0W8|A0A2K6P0W8_RHIRO
OG0002161	sp|Q8N461|FXL16_HUMAN	tr|A0A2K6NPK5|A0A2K6NPK5_RHIRO, tr|A0A2K6NRC2|A0A2K6NRC2_RHIRO
OG0002162	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A2K6N9S5|A0A2K6N9S5_RHIRO
OG0002163	sp|Q9Y3D8|KAD6_HUMAN	tr|A0A2K6PLL4|A0A2K6PLL4_RHIRO, tr|A0A2K6Q203|A0A2K6Q203_RHIRO
OG0002164	sp|A0A087WV62|TVB16_HUMAN	tr|A0A2K6NA39|A0A2K6NA39_RHIRO, tr|A0A2K6NKW4|A0A2K6NKW4_RHIRO
OG0002165	sp|Q9NS71|GKN1_HUMAN, sp|P0CG01|GKN3_HUMAN	tr|A0A2K6NPK7|A0A2K6NPK7_RHIRO
OG0002166	sp|P11309|PIM1_HUMAN, sp|Q86V86|PIM3_HUMAN	tr|A0A2K6QPU6|A0A2K6QPU6_RHIRO
OG0002167	sp|Q15185|TEBP_HUMAN	tr|A0A2K6N8L8|A0A2K6N8L8_RHIRO, tr|A0A2K6PSX1|A0A2K6PSX1_RHIRO
OG0002168	sp|Q16181|SEPT7_HUMAN	tr|A0A2K6RAA3|A0A2K6RAA3_RHIRO, tr|A0A2K6QNC0|A0A2K6QNC0_RHIRO
OG0002169	sp|Q16795|NDUA9_HUMAN	tr|A0A2K6QV09|A0A2K6QV09_RHIRO, tr|A0A2K6PYQ6|A0A2K6PYQ6_RHIRO
OG0002170	sp|Q659C4|LAR1B_HUMAN	tr|A0A2K6QKZ2|A0A2K6QKZ2_RHIRO, tr|A0A2K6P8T4|A0A2K6P8T4_RHIRO
OG0002171	sp|P0CG36|CFC1B_HUMAN, sp|P0CG37|CFC1_HUMAN	tr|A0A2K6PBR2|A0A2K6PBR2_RHIRO
OG0002172	sp|P32780|TF2H1_HUMAN	tr|A0A2K6RMD9|A0A2K6RMD9_RHIRO, tr|A0A2K6NTL6|A0A2K6NTL6_RHIRO
OG0002173	sp|P42766|RL35_HUMAN	tr|A0A2K6R6U3|A0A2K6R6U3_RHIRO, tr|A0A2K6NA10|A0A2K6NA10_RHIRO
OG0002174	sp|P30408|T4S1_HUMAN, sp|P48230|T4S4_HUMAN	tr|A0A2K6NEB6|A0A2K6NEB6_RHIRO
OG0002175	sp|Q13200|PSMD2_HUMAN	tr|A0A2K6RQN0|A0A2K6RQN0_RHIRO, tr|A0A2K6QJ51|A0A2K6QJ51_RHIRO
OG0002176	sp|Q8NCA9|ZN784_HUMAN, sp|Q9BWE0|REPI1_HUMAN	tr|A0A2K6P6B3|A0A2K6P6B3_RHIRO
OG0002177	sp|Q96RK1|CITE4_HUMAN, sp|Q99966|CITE1_HUMAN	tr|A0A2K6NMU9|A0A2K6NMU9_RHIRO
OG0002178	sp|Q9UK76|JUPI1_HUMAN	tr|A0A2K6PE65|A0A2K6PE65_RHIRO, tr|A0A2K6NRU6|A0A2K6NRU6_RHIRO
OG0002179	sp|A0A0B4J274|TVA20_HUMAN, sp|A0A075B6U4|TVA7_HUMAN	tr|A0A2K6NJK0|A0A2K6NJK0_RHIRO
OG0002180	sp|O60671|RAD1_HUMAN	tr|A0A2K6NY44|A0A2K6NY44_RHIRO, tr|A0A2K6PY33|A0A2K6PY33_RHIRO
OG0002181	sp|P17931|LEG3_HUMAN	tr|A0A2K6R5S5|A0A2K6R5S5_RHIRO, tr|A0A2K6NVK3|A0A2K6NVK3_RHIRO
OG0002182	sp|Q16543|CDC37_HUMAN	tr|A0A2K6P6X8|A0A2K6P6X8_RHIRO, tr|A0A2K6PMM1|A0A2K6PMM1_RHIRO
OG0002183	sp|Q9HAH1|ZN556_HUMAN, sp|Q6ZT77|ZN826_HUMAN	tr|A0A2K6NC62|A0A2K6NC62_RHIRO
OG0002184	sp|Q9NP86|CABP5_HUMAN, sp|Q9NZU7|CABP1_HUMAN	tr|A0A2K6RAH1|A0A2K6RAH1_RHIRO
OG0002185	sp|A8MXU0|DB108_HUMAN, sp|Q8NET1|D108B_HUMAN	tr|A0A2K6QRA5|A0A2K6QRA5_RHIRO
OG0002186	sp|P05413|FABPH_HUMAN	tr|A0A2K6RE96|A0A2K6RE96_RHIRO, tr|A0A2K6NQ99|A0A2K6NQ99_RHIRO
OG0002187	sp|P35080|PROF2_HUMAN	tr|A0A2K6QKM6|A0A2K6QKM6_RHIRO, tr|A0A2K6R605|A0A2K6R605_RHIRO
OG0002188	sp|Q86UD0|SAPC2_HUMAN	tr|A0A2K6QPY2|A0A2K6QPY2_RHIRO, tr|A0A2K6R1D9|A0A2K6R1D9_RHIRO
OG0002189	sp|Q99471|PFD5_HUMAN	tr|A0A2K6PNC3|A0A2K6PNC3_RHIRO, tr|A0A2K6R978|A0A2K6R978_RHIRO
OG0002190	sp|A6NHQ4|EPOP_HUMAN, sp|Q1XH10|SKDA1_HUMAN	tr|A0A2K6NLE3|A0A2K6NLE3_RHIRO
OG0002191	sp|Q13106|ZN154_HUMAN	tr|A0A2K6NRK5|A0A2K6NRK5_RHIRO, tr|A0A2K6QD26|A0A2K6QD26_RHIRO
OG0002192	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|A0A2K6QLU2|A0A2K6QLU2_RHIRO
OG0002193	sp|Q6UY13|YB003_HUMAN, sp|O14788|TNF11_HUMAN	tr|A0A2K6NVT6|A0A2K6NVT6_RHIRO
OG0002194	sp|O95568|MET18_HUMAN, sp|Q96AZ1|EFMT3_HUMAN	tr|A0A2K6R493|A0A2K6R493_RHIRO
OG0002195	sp|P06730|IF4E_HUMAN	tr|A0A2K6QL47|A0A2K6QL47_RHIRO, tr|A0A2K6PUJ9|A0A2K6PUJ9_RHIRO
OG0002196	sp|Q9NPD3|EXOS4_HUMAN, sp|Q5RKV6|EXOS6_HUMAN	tr|A0A2K6QL66|A0A2K6QL66_RHIRO
OG0002197	sp|Q9NXZ2|DDX43_HUMAN, sp|Q86TM3|DDX53_HUMAN	tr|A0A2K6PD15|A0A2K6PD15_RHIRO
OG0002198	sp|O43819|SCO2_HUMAN, sp|O75880|SCO1_HUMAN	tr|A0A2K6QA16|A0A2K6QA16_RHIRO
OG0002199	sp|O95067|CCNB2_HUMAN	tr|A0A2K6PB66|A0A2K6PB66_RHIRO, tr|A0A2K6NYU4|A0A2K6NYU4_RHIRO
OG0002200	sp|P54368|OAZ1_HUMAN	tr|A0A2K6QEV7|A0A2K6QEV7_RHIRO, tr|A0A2K6Q3E2|A0A2K6Q3E2_RHIRO
OG0002201	sp|Q711Q0|CEFIP_HUMAN, sp|D6RIA3|CD054_HUMAN	tr|A0A2K6QA44|A0A2K6QA44_RHIRO
OG0002202	sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	tr|A0A2K6QFJ2|A0A2K6QFJ2_RHIRO
OG0002203	sp|Q9NVW2|RNF12_HUMAN	tr|A0A2K6R3J0|A0A2K6R3J0_RHIRO, tr|A0A2K6RW99|A0A2K6RW99_RHIRO
OG0002204	sp|Q9UL46|PSME2_HUMAN	tr|A0A2K6QM73|A0A2K6QM73_RHIRO, tr|A0A2K6PBS5|A0A2K6PBS5_RHIRO
OG0002205	sp|A0A0A6YYK7|TVA19_HUMAN, sp|A0A0A6YYC5|TVA14_HUMAN	tr|A0A2K6Q006|A0A2K6Q006_RHIRO
OG0002206	sp|Q86SX6|GLRX5_HUMAN	tr|A0A2K6NHW3|A0A2K6NHW3_RHIRO, tr|A0A2K6QLZ6|A0A2K6QLZ6_RHIRO
OG0002207	sp|Q8IUE1|TF2LX_HUMAN, sp|Q8IUE0|TF2LY_HUMAN	tr|A0A2K6R846|A0A2K6R846_RHIRO
OG0002208	sp|Q99757|THIOM_HUMAN	tr|A0A2K6NVR2|A0A2K6NVR2_RHIRO, tr|A0A2K6N8W0|A0A2K6N8W0_RHIRO
OG0002209	sp|Q9HB09|B2L12_HUMAN	tr|A0A2K6RA42|A0A2K6RA42_RHIRO, tr|A0A2K6PE27|A0A2K6PE27_RHIRO
OG0002210	sp|Q01995|TAGL_HUMAN	tr|A0A2K6RVC6|A0A2K6RVC6_RHIRO, tr|A0A2K6N7R8|A0A2K6N7R8_RHIRO
OG0002211	sp|Q8TCD5|NT5C_HUMAN, sp|Q9NPB1|NT5M_HUMAN	tr|A0A2K6PQR9|A0A2K6PQR9_RHIRO
OG0002212	sp|Q9UHL3|F153A_HUMAN, sp|P0C7A2|F153B_HUMAN	tr|A0A2K6RBQ6|A0A2K6RBQ6_RHIRO
OG0002213	sp|Q9UQR1|ZN148_HUMAN, sp|Q9Y2X9|ZN281_HUMAN	tr|A0A2K6QFQ0|A0A2K6QFQ0_RHIRO
OG0002214	sp|Q9Y4W6|AFG32_HUMAN	tr|A0A2K6QHM8|A0A2K6QHM8_RHIRO, tr|A0A2K6QC54|A0A2K6QC54_RHIRO
OG0002215	sp|P17021|ZNF17_HUMAN, sp|O43361|ZN749_HUMAN	tr|A0A2K6R9X3|A0A2K6R9X3_RHIRO
OG0002216	sp|P02008|HBAZ_HUMAN	tr|A0A2K6Q4K7|A0A2K6Q4K7_RHIRO, tr|A0A2K6PNW2|A0A2K6PNW2_RHIRO
OG0002217	sp|P54709|AT1B3_HUMAN	tr|A0A2K6PGI5|A0A2K6PGI5_RHIRO, tr|A0A2K6P7Q4|A0A2K6P7Q4_RHIRO
OG0002218	sp|Q96L14|C170L_HUMAN, sp|Q5SW79|CE170_HUMAN	tr|A0A2K6QKU0|A0A2K6QKU0_RHIRO
OG0002219	sp|Q6UX15|LAYN_HUMAN	tr|A0A2K6RLG7|A0A2K6RLG7_RHIRO, tr|A0A2K6NEU4|A0A2K6NEU4_RHIRO
OG0002220	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN	tr|A0A2K6P4Y9|A0A2K6P4Y9_RHIRO
OG0002221	sp|A0A0J9YXX1|HV5X1_HUMAN, sp|A0A0C4DH38|HV551_HUMAN	tr|A0A2K6QHM4|A0A2K6QHM4_RHIRO
OG0002222	sp|O75822|EIF3J_HUMAN	tr|A0A2K6P0A1|A0A2K6P0A1_RHIRO, tr|A0A2K6NXX2|A0A2K6NXX2_RHIRO
OG0002223	sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN	tr|A0A2K6RMU4|A0A2K6RMU4_RHIRO
OG0002224	sp|P49755|TMEDA_HUMAN	tr|A0A2K6PUX3|A0A2K6PUX3_RHIRO, tr|A0A2K6Q207|A0A2K6Q207_RHIRO
OG0002225	sp|P59990|KR121_HUMAN, sp|P59991|KR122_HUMAN	tr|A0A2K6NH52|A0A2K6NH52_RHIRO
OG0002226	sp|Q9NZV8|KCND2_HUMAN, sp|Q9UK17|KCND3_HUMAN	tr|A0A2K6PZE9|A0A2K6PZE9_RHIRO
OG0002227	sp|Q9UBC3|DNM3B_HUMAN	tr|A0A2K6N7P3|A0A2K6N7P3_RHIRO, tr|A0A2K6NNW4|A0A2K6NNW4_RHIRO
OG0002228	sp|Q9UBD9|CLCF1_HUMAN	tr|A0A2K6QXB9|A0A2K6QXB9_RHIRO, tr|A0A2K6RVW7|A0A2K6RVW7_RHIRO
OG0002229	sp|Q9UK39|NOCT_HUMAN	tr|A0A2K6PHF0|A0A2K6PHF0_RHIRO, tr|A0A2K6RF20|A0A2K6RF20_RHIRO
OG0002230	sp|Q9BTL3|RAMAC_HUMAN, tr|A0A3B3IU46|A0A3B3IU46_HUMAN	tr|A0A2K6PH90|A0A2K6PH90_RHIRO
OG0002231	sp|P38432|COIL_HUMAN	tr|A0A2K6PUE4|A0A2K6PUE4_RHIRO, tr|A0A2K6NGY9|A0A2K6NGY9_RHIRO
OG0002232	sp|Q6P1R3|MSD2_HUMAN	tr|A0A2K6RFX5|A0A2K6RFX5_RHIRO, tr|A0A2K6NMC4|A0A2K6NMC4_RHIRO
OG0002233	sp|Q92734|TFG_HUMAN	tr|A0A2K6NK02|A0A2K6NK02_RHIRO, tr|A0A2K6PC40|A0A2K6PC40_RHIRO
OG0002234	sp|Q9NS00|C1GLT_HUMAN	tr|A0A2K6QKD1|A0A2K6QKD1_RHIRO, tr|A0A2K6NXF8|A0A2K6NXF8_RHIRO
OG0002235	sp|Q5U623|MCAF2_HUMAN	tr|A0A2K6QP21|A0A2K6QP21_RHIRO, tr|A0A2K6NNT8|A0A2K6NNT8_RHIRO
OG0002236	sp|Q96K12|FACR2_HUMAN	tr|A0A2K6NQR1|A0A2K6NQR1_RHIRO, tr|A0A2K6RDC5|A0A2K6RDC5_RHIRO
OG0002237	sp|O95977|S1PR4_HUMAN, sp|Q99500|S1PR3_HUMAN	tr|A0A2K6N9A0|A0A2K6N9A0_RHIRO
OG0002238	sp|Q15269|PWP2_HUMAN, tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN	tr|A0A2K6PG61|A0A2K6PG61_RHIRO
OG0002239	sp|O15511|ARPC5_HUMAN	tr|A0A2K6R5G1|A0A2K6R5G1_RHIRO, tr|A0A2K6PTC8|A0A2K6PTC8_RHIRO
OG0002240	sp|P35813|PPM1A_HUMAN	tr|A0A2K6R5W2|A0A2K6R5W2_RHIRO, tr|A0A2K6RCY4|A0A2K6RCY4_RHIRO
OG0002241	sp|P62942|FKB1A_HUMAN, tr|Q5VVH2|Q5VVH2_HUMAN	tr|A0A2K6PG43|A0A2K6PG43_RHIRO
OG0002242	sp|Q9H814|PHAX_HUMAN	tr|A0A2K6NJY2|A0A2K6NJY2_RHIRO, tr|A0A2K6QT84|A0A2K6QT84_RHIRO
OG0002243	sp|Q9UKY7|CDV3_HUMAN	tr|A0A2K6P9H4|A0A2K6P9H4_RHIRO, tr|A0A2K6NCF3|A0A2K6NCF3_RHIRO
OG0002245	sp|Q6ZSZ5|ARHGI_HUMAN, tr|A0A590UK10|A0A590UK10_HUMAN	tr|A0A2K6R2X0|A0A2K6R2X0_RHIRO
OG0002246	sp|P38606|VATA_HUMAN	tr|A0A2K6NB34|A0A2K6NB34_RHIRO, tr|A0A2K6Q891|A0A2K6Q891_RHIRO
OG0002247	sp|Q9BSI4|TINF2_HUMAN	tr|A0A2K6R5K6|A0A2K6R5K6_RHIRO, tr|A0A2K6QM26|A0A2K6QM26_RHIRO
OG0002248	sp|A6NGQ2|OOEP_HUMAN	tr|A0A2K6PL80|A0A2K6PL80_RHIRO, tr|A0A2K6PVR0|A0A2K6PVR0_RHIRO
OG0002249	sp|O75947|ATP5H_HUMAN	tr|A0A2K6R3W6|A0A2K6R3W6_RHIRO, tr|A0A2K6QYR4|A0A2K6QYR4_RHIRO
OG0002250	sp|P18206|VINC_HUMAN	tr|A0A2K6RS47|A0A2K6RS47_RHIRO, tr|A0A2K6PU01|A0A2K6PU01_RHIRO
OG0002251	sp|P31948|STIP1_HUMAN	tr|A0A2K6RQJ0|A0A2K6RQJ0_RHIRO, tr|A0A2K6PBF9|A0A2K6PBF9_RHIRO
OG0002252	sp|P50613|CDK7_HUMAN	tr|A0A2K6QZC6|A0A2K6QZC6_RHIRO, tr|A0A2K6PNE8|A0A2K6PNE8_RHIRO
OG0002253	sp|Q8N1G2|CMTR1_HUMAN, sp|Q8IYT2|CMTR2_HUMAN	tr|A0A2K6NQP0|A0A2K6NQP0_RHIRO
OG0002254	sp|Q8WWF6|DNJB3_HUMAN	tr|A0A2K6NJM8|A0A2K6NJM8_RHIRO, tr|A0A2K6NRX1|A0A2K6NRX1_RHIRO
OG0002255	sp|Q9NX38|ABITM_HUMAN	tr|A0A2K6PLU8|A0A2K6PLU8_RHIRO, tr|A0A2K6RE93|A0A2K6RE93_RHIRO
OG0002256	sp|P52739|ZN131_HUMAN	tr|A0A2K6NZS2|A0A2K6NZS2_RHIRO, tr|A0A2K6RUS9|A0A2K6RUS9_RHIRO
