Orthogroup	Homo_sapiens	Ovis_aries
OG0000875	sp|Q9Y6B2|EID1_HUMAN	tr|W5NPL8|W5NPL8_SHEEP, tr|W5NS15|W5NS15_SHEEP, tr|W5Q9S2|W5Q9S2_SHEEP
OG0000876	sp|O15541|R113A_HUMAN	tr|W5PJ52|W5PJ52_SHEEP
OG0000876	sp|Q8IZP6|R113B_HUMAN	tr|W5Q122|W5Q122_SHEEP
OG0000877	sp|O15131|IMA6_HUMAN	tr|W5PGW2|W5PGW2_SHEEP
OG0000877	sp|O60684|IMA7_HUMAN	tr|W5NR48|W5NR48_SHEEP
OG0000878	sp|P08134|RHOC_HUMAN	tr|W5Q4M2|W5Q4M2_SHEEP
OG0000878	sp|P61586|RHOA_HUMAN	tr|C5IJ99|C5IJ99_SHEEP
OG0000879	sp|O15399|NMDE4_HUMAN	tr|W5PQ41|W5PQ41_SHEEP
OG0000879	sp|Q14957|NMDE3_HUMAN	tr|W5PR26|W5PR26_SHEEP
OG0000880	sp|P37840|SYUA_HUMAN	tr|W5QAX7|W5QAX7_SHEEP
OG0000880	sp|Q16143|SYUB_HUMAN	tr|W5NY47|W5NY47_SHEEP
OG0000881	sp|Q8N3Y3|LARG2_HUMAN	tr|W5NXY5|W5NXY5_SHEEP
OG0000881	sp|O95461|LARG1_HUMAN	tr|W5QA73|W5QA73_SHEEP
OG0000882	sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN	tr|W5QE90|W5QE90_SHEEP, tr|W5QE81|W5QE81_SHEEP
OG0000883	sp|Q92903|CDS1_HUMAN	tr|W5NZ24|W5NZ24_SHEEP
OG0000883	sp|O95674|CDS2_HUMAN	tr|W5Q768|W5Q768_SHEEP
OG0000884	sp|P02741|CRP_HUMAN	tr|W5PD71|W5PD71_SHEEP
OG0000884	sp|P02743|SAMP_HUMAN	tr|W5PCU4|W5PCU4_SHEEP
OG0000885	sp|P20338|RAB4A_HUMAN	tr|W5NYH6|W5NYH6_SHEEP
OG0000885	sp|P61018|RAB4B_HUMAN	tr|W5PAL6|W5PAL6_SHEEP
OG0000887	sp|Q9BXF6|RFIP5_HUMAN	tr|W5PPY9|W5PPY9_SHEEP
OG0000887	sp|Q7L804|RFIP2_HUMAN	tr|W5NPC9|W5NPC9_SHEEP
OG0000888	sp|Q9NR64|KLHL1_HUMAN	tr|W5Q0K5|W5Q0K5_SHEEP
OG0000888	sp|Q9C0H6|KLHL4_HUMAN	tr|W5Q706|W5Q706_SHEEP
OG0000889	sp|Q9UH77|KLHL3_HUMAN	tr|W5Q1A5|W5Q1A5_SHEEP
OG0000889	sp|O95198|KLHL2_HUMAN	tr|W5Q397|W5Q397_SHEEP
OG0000890	sp|O94832|MYO1D_HUMAN	tr|W5PK94|W5PK94_SHEEP
OG0000890	sp|B0I1T2|MYO1G_HUMAN	tr|W5PXT1|W5PXT1_SHEEP
OG0000891	sp|Q96N96|SPT13_HUMAN	tr|W5PUP6|W5PUP6_SHEEP
OG0000891	sp|O43307|ARHG9_HUMAN	tr|W5P3T1|W5P3T1_SHEEP
OG0000892	sp|O94844|RHBT1_HUMAN	tr|A0A6P7DJH0|A0A6P7DJH0_SHEEP
OG0000892	sp|Q9BYZ6|RHBT2_HUMAN	tr|W5PKE3|W5PKE3_SHEEP
OG0000893	sp|P28482|MK01_HUMAN	tr|W5Q1R8|W5Q1R8_SHEEP
OG0000893	sp|P27361|MK03_HUMAN	tr|W5P0L9|W5P0L9_SHEEP
OG0000894	sp|Q93062|RBPMS_HUMAN	tr|W5PKZ5|W5PKZ5_SHEEP
OG0000894	sp|Q6ZRY4|RBPS2_HUMAN	tr|W5QHS5|W5QHS5_SHEEP
OG0000895	sp|Q86WG5|MTMRD_HUMAN	tr|W5PPZ5|W5PPZ5_SHEEP
OG0000895	sp|O95248|MTMR5_HUMAN	tr|W5NY90|W5NY90_SHEEP
OG0000896	sp|Q9GIP4|LAT1L_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q01650|LAT1_HUMAN	tr|W5PRD2|W5PRD2_SHEEP
OG0000897	sp|Q96MD7|CI085_HUMAN, sp|Q8N976|YG039_HUMAN, sp|Q8N2A0|CX062_HUMAN	tr|W5PT96|W5PT96_SHEEP
OG0000898	sp|Q6IWH7|ANO7_HUMAN	tr|W5Q962|W5Q962_SHEEP
OG0000898	sp|Q32M45|ANO4_HUMAN	tr|W5PXP8|W5PXP8_SHEEP
OG0000899	sp|Q8IWL2|SFTA1_HUMAN, sp|Q8IWL1|SFPA2_HUMAN	tr|W5PKD6|W5PKD6_SHEEP, sp|Q9TT06|SFTPA_SHEEP
OG0000901	sp|Q96LI5|CNO6L_HUMAN	tr|A0A6P3EE53|A0A6P3EE53_SHEEP
OG0000901	sp|Q9ULM6|CNOT6_HUMAN	tr|W5NSA1|W5NSA1_SHEEP
OG0000903	sp|A6NLJ0|C2C4B_HUMAN, sp|Q8NCU7|C2C4A_HUMAN	tr|W5NRX4|W5NRX4_SHEEP, tr|W5NRW2|W5NRW2_SHEEP
OG0000904	sp|Q96MW7|TIGD1_HUMAN	tr|W5QFB4|W5QFB4_SHEEP
OG0000904	sp|B2RD01|CENP1_HUMAN	tr|W5PMZ4|W5PMZ4_SHEEP
OG0000905	sp|Q6PIF6|MYO7B_HUMAN	tr|W5Q3G4|W5Q3G4_SHEEP
OG0000905	sp|Q13402|MYO7A_HUMAN	tr|W5PVX0|W5PVX0_SHEEP
OG0000906	sp|Q8N328|PGBD3_HUMAN, sp|Q96DM1|PGBD4_HUMAN, sp|Q6P3X8|PGBD2_HUMAN	tr|W5PEK4|W5PEK4_SHEEP
OG0000907	sp|Q7Z3S7|CA2D4_HUMAN	tr|W5PTG0|W5PTG0_SHEEP
OG0000907	sp|Q8IZS8|CA2D3_HUMAN	tr|W5Q1S7|W5Q1S7_SHEEP
OG0000908	sp|Q8IVL1|NAV2_HUMAN	tr|W5PFG1|W5PFG1_SHEEP
OG0000908	sp|Q8IVL0|NAV3_HUMAN	tr|W5Q062|W5Q062_SHEEP
OG0000909	sp|Q96LW1|Z354B_HUMAN	tr|W5PAG4|W5PAG4_SHEEP
OG0000909	sp|O60765|Z354A_HUMAN	tr|W5PA18|W5PA18_SHEEP
OG0000910	sp|Q9H4B8|DPEP3_HUMAN	tr|W5NZA0|W5NZA0_SHEEP
OG0000910	sp|Q9H4A9|DPEP2_HUMAN	tr|W5NZB6|W5NZB6_SHEEP
OG0000911	sp|Q9Y6F8|CDY1_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y232|CDYL_HUMAN	tr|W5NPG2|W5NPG2_SHEEP
OG0000912	sp|O60229|KALRN_HUMAN	tr|W5QG60|W5QG60_SHEEP
OG0000912	sp|O75962|TRIO_HUMAN	tr|W5PUW3|W5PUW3_SHEEP
OG0000913	sp|Q12809|KCNH2_HUMAN	tr|W5NTK2|W5NTK2_SHEEP
OG0000913	sp|Q9NS40|KCNH7_HUMAN	tr|W5P7H4|W5P7H4_SHEEP
OG0000914	sp|Q8N7P3|CLD22_HUMAN, sp|A6NM45|CLD24_HUMAN	tr|W5P1T3|W5P1T3_SHEEP, tr|W5P1S2|W5P1S2_SHEEP
OG0000915	sp|Q96RW7|HMCN1_HUMAN	tr|W5P565|W5P565_SHEEP
OG0000915	sp|Q8NDA2|HMCN2_HUMAN	tr|W5PDG4|W5PDG4_SHEEP
OG0000916	sp|Q76N89|HECW1_HUMAN	tr|W5Q719|W5Q719_SHEEP
OG0000916	sp|Q9P2P5|HECW2_HUMAN	tr|W5PZN8|W5PZN8_SHEEP
OG0000917	sp|O95237|LRAT_HUMAN	tr|W5Q4R7|W5Q4R7_SHEEP, tr|W5NW85|W5NW85_SHEEP, tr|W5PIK8|W5PIK8_SHEEP
OG0000918	sp|P0DP23|CALM1_HUMAN, sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN	sp|Q6YNX6|CALM_SHEEP
OG0000919	sp|P35626|ARBK2_HUMAN	tr|W5QCK4|W5QCK4_SHEEP
OG0000919	sp|P25098|ARBK1_HUMAN	tr|W5PIZ3|W5PIZ3_SHEEP
OG0000920	sp|Q16798|MAON_HUMAN	tr|W5P2A9|W5P2A9_SHEEP
OG0000920	sp|P48163|MAOX_HUMAN	tr|W5PC82|W5PC82_SHEEP
OG0000921	sp|P54840|GYS2_HUMAN	tr|W5QGF8|W5QGF8_SHEEP
OG0000921	sp|P13807|GYS1_HUMAN	tr|W5PSD4|W5PSD4_SHEEP
OG0000922	sp|Q7Z739|YTHD3_HUMAN	tr|W5Q5Z0|W5Q5Z0_SHEEP
OG0000922	sp|Q9BYJ9|YTHD1_HUMAN	tr|W5PPU8|W5PPU8_SHEEP
OG0000923	sp|O95477|ABCA1_HUMAN	tr|W5PBS5|W5PBS5_SHEEP
OG0000923	sp|Q8IZY2|ABCA7_HUMAN	tr|W5PLU5|W5PLU5_SHEEP
OG0000924	sp|Q8NFB2|T185A_HUMAN	tr|W5NU52|W5NU52_SHEEP
OG0000924	sp|Q9H7F4|T185B_HUMAN	tr|W5QEN3|W5QEN3_SHEEP
OG0000925	sp|P50416|CPT1A_HUMAN	tr|W5Q4U2|W5Q4U2_SHEEP
OG0000925	sp|Q92523|CPT1B_HUMAN	tr|W5QFB9|W5QFB9_SHEEP
OG0000926	sp|P06870|KLK1_HUMAN, sp|P20151|KLK2_HUMAN, sp|P07288|KLK3_HUMAN	tr|W5PXS8|W5PXS8_SHEEP
OG0000927	sp|P62955|CCG7_HUMAN	tr|W5NRX2|W5NRX2_SHEEP
OG0000927	sp|Q9UF02|CCG5_HUMAN	tr|W5Q2G4|W5Q2G4_SHEEP
OG0000928	sp|Q13619|CUL4A_HUMAN	tr|W5PE06|W5PE06_SHEEP
OG0000928	sp|Q13620|CUL4B_HUMAN	tr|W5PUS1|W5PUS1_SHEEP
OG0000929	sp|Q6IE37|OVOS1_HUMAN, sp|Q6IE36|OVOS2_HUMAN, tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN	tr|W5QIW3|W5QIW3_SHEEP
OG0000930	sp|Q15629|TRAM1_HUMAN	tr|W5P1B6|W5P1B6_SHEEP
OG0000930	sp|Q8N609|TR1L1_HUMAN	tr|W5NQ10|W5NQ10_SHEEP
OG0000931	sp|Q76B58|BRNP3_HUMAN	tr|W5PK82|W5PK82_SHEEP
OG0000931	sp|Q9C0B6|BRNP2_HUMAN	tr|W5Q170|W5Q170_SHEEP
OG0000932	sp|Q9ULU8|CAPS1_HUMAN	tr|W5PPY3|W5PPY3_SHEEP
OG0000932	sp|Q86UW7|CAPS2_HUMAN	tr|W5NPV6|W5NPV6_SHEEP
OG0000934	sp|Q9H596|DUS21_HUMAN, sp|Q8NEJ0|DUS18_HUMAN	tr|W5PFA0|W5PFA0_SHEEP, tr|W5PTP2|W5PTP2_SHEEP
OG0000935	sp|Q9UL62|TRPC5_HUMAN	tr|W5Q811|W5Q811_SHEEP
OG0000935	sp|Q9UBN4|TRPC4_HUMAN	tr|W5PJS0|W5PJS0_SHEEP
OG0000936	sp|Q8IVH8|M4K3_HUMAN	tr|W5PEA6|W5PEA6_SHEEP
OG0000936	sp|Q9Y4K4|M4K5_HUMAN	tr|W5QHI9|W5QHI9_SHEEP
OG0000937	sp|Q8TD84|DSCL1_HUMAN	tr|W5P9F9|W5P9F9_SHEEP
OG0000937	sp|O60469|DSCAM_HUMAN	tr|W5PJU9|W5PJU9_SHEEP
OG0000938	sp|O95050|INMT_HUMAN, sp|P40261|NNMT_HUMAN	tr|W5PD67|W5PD67_SHEEP, tr|W5PDB7|W5PDB7_SHEEP
OG0000939	sp|P05388|RLA0_HUMAN, sp|Q8NHW5|RLA0L_HUMAN	tr|W5PWD4|W5PWD4_SHEEP, tr|W5PQC5|W5PQC5_SHEEP
OG0000940	sp|P41594|GRM5_HUMAN	tr|W5P1E6|W5P1E6_SHEEP
OG0000940	sp|Q13255|GRM1_HUMAN	tr|W5NVQ9|W5NVQ9_SHEEP
OG0000941	sp|O75037|KI21B_HUMAN	tr|W5Q6N1|W5Q6N1_SHEEP
OG0000941	sp|Q7Z4S6|KI21A_HUMAN	tr|W5QFL5|W5QFL5_SHEEP
OG0000942	sp|Q8TAA3|PSMA8_HUMAN	tr|W5PB07|W5PB07_SHEEP
OG0000942	sp|O14818|PSA7_HUMAN	tr|W5PZ65|W5PZ65_SHEEP
OG0000943	sp|Q96FV3|TSN17_HUMAN	tr|W5NYG9|W5NYG9_SHEEP
OG0000943	sp|P62079|TSN5_HUMAN	tr|W5Q3G1|W5Q3G1_SHEEP
OG0000944	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|W5PRD8|W5PRD8_SHEEP, tr|W5Q0J7|W5Q0J7_SHEEP
OG0000945	sp|Q9NUQ9|CYRIB_HUMAN	tr|W5PD48|W5PD48_SHEEP
OG0000945	sp|Q9H0Q0|CYRIA_HUMAN	tr|A0A6P3TKH9|A0A6P3TKH9_SHEEP
OG0000946	sp|Q9BY43|CHM4A_HUMAN, sp|P59074|CHM4P_HUMAN, sp|Q9H444|CHM4B_HUMAN	tr|W5PGC1|W5PGC1_SHEEP
OG0000947	sp|Q14574|DSC3_HUMAN	tr|W5PA64|W5PA64_SHEEP
OG0000947	sp|Q02487|DSC2_HUMAN	tr|W5PA25|W5PA25_SHEEP
OG0000948	sp|Q7Z2H8|S36A1_HUMAN	tr|W5PFT2|W5PFT2_SHEEP
OG0000948	sp|Q495M3|S36A2_HUMAN	tr|W5PFL2|W5PFL2_SHEEP
OG0000949	sp|Q5JRM2|CX066_HUMAN	tr|W5PJQ0|W5PJQ0_SHEEP, tr|W5PK74|W5PK74_SHEEP, tr|W5PK34|W5PK34_SHEEP
OG0000950	sp|Q8IY17|PLPL6_HUMAN	tr|W5NTN7|W5NTN7_SHEEP
OG0000950	sp|Q6ZV29|PLPL7_HUMAN	tr|W5NS18|W5NS18_SHEEP
OG0000951	sp|Q9BXU3|TX13A_HUMAN, sp|Q9BXU2|TX13B_HUMAN	tr|W5QB26|W5QB26_SHEEP, tr|W5NRA0|W5NRA0_SHEEP
OG0000952	sp|Q9HCF6|TRPM3_HUMAN	tr|W5PTJ7|W5PTJ7_SHEEP
OG0000952	sp|Q7Z4N2|TRPM1_HUMAN	tr|W5Q408|W5Q408_SHEEP
OG0000953	sp|Q9NUH8|TM14B_HUMAN, sp|A8MWL7|TM14D_HUMAN, sp|Q9P0S9|TM14C_HUMAN	tr|W5Q2W7|W5Q2W7_SHEEP
OG0000954	sp|Q9NZN1|IRPL1_HUMAN	tr|W5Q9A4|W5Q9A4_SHEEP
OG0000954	sp|Q9NP60|IRPL2_HUMAN	tr|W5NRG2|W5NRG2_SHEEP
OG0000955	sp|Q9UNW9|NOVA2_HUMAN	tr|W5PL68|W5PL68_SHEEP
OG0000955	sp|P51513|NOVA1_HUMAN	tr|W5P469|W5P469_SHEEP
OG0000956	sp|O00337|S28A1_HUMAN	tr|W5PV33|W5PV33_SHEEP
OG0000956	sp|O43868|S28A2_HUMAN	tr|W5QIR8|W5QIR8_SHEEP
OG0000957	sp|Q01081|U2AF1_HUMAN	tr|W5PND9|W5PND9_SHEEP
OG0000957	sp|Q8WU68|U2AF4_HUMAN	tr|W5P4L5|W5P4L5_SHEEP
OG0000958	sp|P31483|TIA1_HUMAN	tr|W5QEM1|W5QEM1_SHEEP
OG0000958	sp|Q01085|TIAR_HUMAN	tr|W5NXF1|W5NXF1_SHEEP
OG0000959	sp|Q14123|PDE1C_HUMAN	tr|W5PAZ9|W5PAZ9_SHEEP
OG0000959	sp|P54750|PDE1A_HUMAN	tr|W5Q5R0|W5Q5R0_SHEEP
OG0000960	sp|Q86YW9|MD12L_HUMAN	tr|W5P206|W5P206_SHEEP
OG0000960	sp|Q93074|MED12_HUMAN	tr|W5Q419|W5Q419_SHEEP
OG0000961	sp|Q9NZM3|ITSN2_HUMAN	tr|W5Q954|W5Q954_SHEEP
OG0000961	sp|Q15811|ITSN1_HUMAN	tr|W5PTP4|W5PTP4_SHEEP
OG0000962	sp|Q765P7|MTSS2_HUMAN	tr|W5P3P7|W5P3P7_SHEEP
OG0000962	sp|O43312|MTSS1_HUMAN	tr|W5PFY8|W5PFY8_SHEEP
OG0000963	sp|P28370|SMCA1_HUMAN	tr|W5PZ16|W5PZ16_SHEEP
OG0000963	sp|O60264|SMCA5_HUMAN	tr|W5PLP3|W5PLP3_SHEEP
OG0000964	sp|P59025|RTP1_HUMAN	tr|W5QH25|W5QH25_SHEEP
OG0000964	sp|Q5QGT7|RTP2_HUMAN	tr|W5QH12|W5QH12_SHEEP
OG0000965	sp|O60658|PDE8A_HUMAN	tr|W5PV73|W5PV73_SHEEP
OG0000965	sp|O95263|PDE8B_HUMAN	tr|W5Q6E9|W5Q6E9_SHEEP
OG0000966	sp|P09972|ALDOC_HUMAN	tr|W5NQP9|W5NQP9_SHEEP
OG0000966	sp|P04075|ALDOA_HUMAN	tr|A0A6P7DGM3|A0A6P7DGM3_SHEEP
OG0000967	sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN	tr|W5Q6K5|W5Q6K5_SHEEP, tr|W5Q830|W5Q830_SHEEP
OG0000968	sp|Q96PU5|NED4L_HUMAN	tr|W5P5V1|W5P5V1_SHEEP
OG0000968	sp|P46934|NEDD4_HUMAN	tr|W5QI99|W5QI99_SHEEP
OG0000969	sp|Q9UGN4|CLM8_HUMAN	tr|W5PSW0|W5PSW0_SHEEP
OG0000969	sp|Q08708|CLM6_HUMAN	tr|W5PSL6|W5PSL6_SHEEP
OG0000970	sp|Q15165|PON2_HUMAN	tr|W5NZ75|W5NZ75_SHEEP
OG0000970	sp|Q15166|PON3_HUMAN	tr|W5NYJ0|W5NYJ0_SHEEP
OG0000971	sp|Q6V1X1|DPP8_HUMAN	tr|W5Q971|W5Q971_SHEEP
OG0000971	sp|Q86TI2|DPP9_HUMAN	tr|W5PGC6|W5PGC6_SHEEP
OG0000972	sp|O43679|LDB2_HUMAN	tr|W5PKN7|W5PKN7_SHEEP
OG0000972	sp|Q86U70|LDB1_HUMAN	tr|W5Q7L4|W5Q7L4_SHEEP
OG0000973	sp|Q8NCS7|CTL5_HUMAN	tr|W5PST6|W5PST6_SHEEP
OG0000973	sp|Q8IWA5|CTL2_HUMAN	tr|W5Q5M7|W5Q5M7_SHEEP
OG0000974	sp|Q93088|BHMT1_HUMAN	tr|W5Q723|W5Q723_SHEEP
OG0000974	sp|Q9H2M3|BHMT2_HUMAN	tr|W5Q705|W5Q705_SHEEP
OG0000975	sp|P33897|ABCD1_HUMAN	tr|W5PAU8|W5PAU8_SHEEP
OG0000975	sp|Q9UBJ2|ABCD2_HUMAN	tr|W5QFI5|W5QFI5_SHEEP
OG0000976	sp|P01111|RASN_HUMAN	tr|W5QFK5|W5QFK5_SHEEP
OG0000976	sp|P01112|RASH_HUMAN	tr|W5PBT4|W5PBT4_SHEEP
OG0000977	sp|Q9NYW8|RBAK_HUMAN	tr|W5NXA4|W5NXA4_SHEEP
OG0000977	sp|P17014|ZNF12_HUMAN	tr|W5NX14|W5NX14_SHEEP
OG0000978	sp|Q9NV31|IMP3_HUMAN, sp|P46781|RS9_HUMAN	tr|W5NXM4|W5NXM4_SHEEP, tr|W5PMD7|W5PMD7_SHEEP
OG0000979	sp|Q9UIV8|SPB13_HUMAN, sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN	tr|W5P964|W5P964_SHEEP
OG0000980	sp|P31150|GDIA_HUMAN	tr|W5P3E8|W5P3E8_SHEEP
OG0000980	sp|P50395|GDIB_HUMAN	tr|W5PE22|W5PE22_SHEEP
OG0000981	sp|P26640|SYVC_HUMAN	tr|W5P3E7|W5P3E7_SHEEP
OG0000981	sp|Q5ST30|SYVM_HUMAN	tr|W5PMF8|W5PMF8_SHEEP
OG0000982	sp|Q96GZ6|S41A3_HUMAN	tr|W5P7Z2|W5P7Z2_SHEEP
OG0000982	sp|Q8IVJ1|S41A1_HUMAN	tr|W5P2V2|W5P2V2_SHEEP
OG0000983	sp|Q12965|MYO1E_HUMAN	tr|W5QI40|W5QI40_SHEEP
OG0000983	sp|O00160|MYO1F_HUMAN	tr|W5P255|W5P255_SHEEP
OG0000984	sp|Q5VYV0|FOXB2_HUMAN	tr|W5PSC0|W5PSC0_SHEEP
OG0000984	sp|Q99853|FOXB1_HUMAN	tr|W5NRY5|W5NRY5_SHEEP
OG0000985	sp|Q9BXS0|COPA1_HUMAN	tr|W5PBI2|W5PBI2_SHEEP
OG0000985	sp|Q86Y22|CONA1_HUMAN	tr|W5P989|W5P989_SHEEP
OG0000986	sp|Q13394|MB211_HUMAN	tr|W5P7V1|W5P7V1_SHEEP
OG0000986	sp|Q9Y586|MB212_HUMAN	tr|W5Q0D8|W5Q0D8_SHEEP
OG0000987	sp|P32246|CCR1_HUMAN	tr|W5PXX5|W5PXX5_SHEEP
OG0000987	sp|P51677|CCR3_HUMAN	tr|W5PXW1|W5PXW1_SHEEP
OG0000988	sp|P13236|CCL4_HUMAN, sp|Q8NHW4|CC4L_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN	tr|W5P2A3|W5P2A3_SHEEP
OG0000989	sp|Q6UWX4|HIPL2_HUMAN	tr|W5PV41|W5PV41_SHEEP
OG0000989	sp|Q96JK4|HIPL1_HUMAN	tr|W5NRS2|W5NRS2_SHEEP
OG0000990	sp|Q96KE9|BTBD6_HUMAN	tr|W5PFL6|W5PFL6_SHEEP
OG0000990	sp|Q9Y2F9|BTBD3_HUMAN	tr|W5PM95|W5PM95_SHEEP
OG0000991	sp|Q96P11|NSUN5_HUMAN, sp|Q63ZY6|NSN5C_HUMAN, sp|Q3KNT7|NSN5B_HUMAN	tr|W5PTS3|W5PTS3_SHEEP
OG0000992	sp|Q9Y2I2|NTNG1_HUMAN	tr|W5QBU1|W5QBU1_SHEEP
OG0000992	sp|Q96CW9|NTNG2_HUMAN	tr|W5P8U5|W5P8U5_SHEEP
OG0000994	sp|O75317|UBP12_HUMAN	tr|W5PSZ9|W5PSZ9_SHEEP
OG0000994	sp|P62068|UBP46_HUMAN	tr|W5QB32|W5QB32_SHEEP
OG0000995	sp|O43854|EDIL3_HUMAN	tr|W5Q2D8|W5Q2D8_SHEEP
OG0000995	sp|Q08431|MFGM_HUMAN	tr|W5PNP1|W5PNP1_SHEEP
OG0000996	sp|P56851|EP3B_HUMAN, sp|Q14507|EP3A_HUMAN	tr|W5PSF5|W5PSF5_SHEEP, tr|W5PTF5|W5PTF5_SHEEP
OG0000997	sp|Q86UP3|ZFHX4_HUMAN	tr|W5PBS2|W5PBS2_SHEEP
OG0000997	sp|Q15911|ZFHX3_HUMAN	tr|W5P0H0|W5P0H0_SHEEP
OG0000998	sp|Q96D09|GASP2_HUMAN	tr|A0A6P7DJQ9|A0A6P7DJQ9_SHEEP
OG0000998	sp|Q5JY77|GASP1_HUMAN	tr|W5NVV7|W5NVV7_SHEEP
OG0000999	sp|Q9BZP6|CHIA_HUMAN	tr|W5QE46|W5QE46_SHEEP, tr|W5QE55|W5QE55_SHEEP, tr|W5QE23|W5QE23_SHEEP
OG0001000	sp|Q9NPJ6|MED4_HUMAN	tr|W5QFX9|W5QFX9_SHEEP, tr|A0A836D264|A0A836D264_SHEEP, tr|W5PMY1|W5PMY1_SHEEP
OG0001001	sp|O75582|KS6A5_HUMAN	tr|W5P069|W5P069_SHEEP
OG0001001	sp|O75676|KS6A4_HUMAN	tr|W5PCG8|W5PCG8_SHEEP
OG0001002	sp|P41219|PERI_HUMAN	tr|W5QC27|W5QC27_SHEEP
OG0001002	sp|P17661|DESM_HUMAN	tr|W5QG29|W5QG29_SHEEP
OG0001003	sp|P45844|ABCG1_HUMAN	tr|W5PLT3|W5PLT3_SHEEP
OG0001003	sp|Q9H172|ABCG4_HUMAN	tr|W5PWX0|W5PWX0_SHEEP
OG0001004	sp|P56704|WNT3A_HUMAN	tr|W5P997|W5P997_SHEEP
OG0001004	sp|P56703|WNT3_HUMAN	tr|W5PMI7|W5PMI7_SHEEP
OG0001005	sp|P62491|RB11A_HUMAN	tr|W5Q9M2|W5Q9M2_SHEEP
OG0001005	sp|Q15907|RB11B_HUMAN	tr|W5P0V5|W5P0V5_SHEEP
OG0001006	sp|Q14832|GRM3_HUMAN	tr|W5PZV1|W5PZV1_SHEEP
OG0001006	sp|Q14416|GRM2_HUMAN	tr|W5PAK7|W5PAK7_SHEEP
OG0001007	sp|Q9Y678|COPG1_HUMAN	tr|W5P0R0|W5P0R0_SHEEP
OG0001007	sp|Q9UBF2|COPG2_HUMAN	tr|W5P6R0|W5P6R0_SHEEP
OG0001008	tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN	tr|W5P0X7|W5P0X7_SHEEP
OG0001008	sp|Q15776|ZKSC8_HUMAN	tr|W5Q9D1|W5Q9D1_SHEEP
OG0001009	sp|Q9HBX8|LGR6_HUMAN	tr|W5QB44|W5QB44_SHEEP
OG0001009	sp|O75473|LGR5_HUMAN	tr|W5PYT3|W5PYT3_SHEEP
OG0001010	sp|O95373|IPO7_HUMAN	tr|W5PT14|W5PT14_SHEEP
OG0001010	sp|O15397|IPO8_HUMAN	tr|W5QE35|W5QE35_SHEEP
OG0001011	sp|P55774|CCL18_HUMAN, sp|P10147|CCL3_HUMAN, sp|P16619|CL3L1_HUMAN	tr|W5P2M5|W5P2M5_SHEEP
OG0001012	sp|Q13489|BIRC3_HUMAN	tr|W5P8Q4|W5P8Q4_SHEEP
OG0001012	sp|Q13490|BIRC2_HUMAN	tr|W5P941|W5P941_SHEEP
OG0001013	sp|P07947|YES_HUMAN	tr|W5PIG2|W5PIG2_SHEEP
OG0001013	sp|P12931|SRC_HUMAN	tr|W5Q965|W5Q965_SHEEP
OG0001014	sp|Q8TB92|HMGC2_HUMAN	tr|W5P8W1|W5P8W1_SHEEP
OG0001014	sp|P35914|HMGCL_HUMAN	tr|W5PAS5|W5PAS5_SHEEP
OG0001015	sp|Q9UPQ7|PZRN3_HUMAN	tr|W5PHZ8|W5PHZ8_SHEEP
OG0001015	sp|Q6ZMN7|PZRN4_HUMAN	tr|W5QF05|W5QF05_SHEEP
OG0001016	sp|Q9Y4D1|DAAM1_HUMAN	tr|W5QIZ2|W5QIZ2_SHEEP
OG0001016	sp|Q86T65|DAAM2_HUMAN	tr|W5NPZ4|W5NPZ4_SHEEP
OG0001017	sp|Q14435|GALT3_HUMAN	tr|W5P510|W5P510_SHEEP
OG0001017	sp|Q8NCL4|GALT6_HUMAN	tr|W5Q799|W5Q799_SHEEP
OG0001018	sp|Q9ULK5|VANG2_HUMAN	tr|W5PGC8|W5PGC8_SHEEP
OG0001018	sp|Q8TAA9|VANG1_HUMAN	tr|W5QFY2|W5QFY2_SHEEP
OG0001019	sp|Q9UPU3|SORC3_HUMAN	tr|W5PE68|W5PE68_SHEEP
OG0001019	sp|Q8WY21|SORC1_HUMAN	tr|W5PFY9|W5PFY9_SHEEP
OG0001020	sp|Q9UKI8|TLK1_HUMAN	tr|A0A6P7DPS0|A0A6P7DPS0_SHEEP
OG0001020	sp|Q86UE8|TLK2_HUMAN	tr|W5PRJ0|W5PRJ0_SHEEP
OG0001021	sp|A6NF34|ANTRL_HUMAN	tr|W5NSC3|W5NSC3_SHEEP, tr|W5NSP8|W5NSP8_SHEEP, tr|W5NSL6|W5NSL6_SHEEP
OG0001022	sp|Q2NKQ1|SGSM1_HUMAN	tr|W5QBJ4|W5QBJ4_SHEEP
OG0001022	sp|O43147|SGSM2_HUMAN	tr|W5Q207|W5Q207_SHEEP
